,Tiger One,Homebush Solo,Rowdy Shadow,Going Gorillas,Homebush Bingo,Goldstar Odette,Amuri Patti,Goldstar Wade
09-01-2023 09:45:44.769067,"(3.7, 10.5, 5.1)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 8.027272727272727)","(2.9, 6.4, 4.099)"
09-01-2023 09:45:45.822187,"(3.7, 10.5, 5.1)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 8.027272727272727)","(2.9, 6.4, 4.099)"
09-01-2023 09:45:46.848102,"(3.7, 10.5, 5.1)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 8.027272727272727)","(2.9, 6.4, 4.099)"
09-01-2023 09:45:47.854495,"(3.7, 10.5, 5.1)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 8.027272727272727)","(2.9, 6.4, 4.099)"
09-01-2023 09:45:48.904756,"(3.7, 10.5, 7.965306122448979)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 8.027272727272727)","(2.9, 6.4, 4.099)"
09-01-2023 09:45:49.918640,"(3.7, 10.5, 7.965306122448979)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 8.027272727272727)","(2.9, 6.4, 4.099)"
09-01-2023 09:45:50.916105,"(3.7, 10.5, 7.965306122448979)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 8.027272727272727)","(2.9, 6.4, 4.099)"
09-01-2023 09:45:51.970447,"(3.7, 10.5, 7.965306122448979)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 8.027272727272727)","(2.9, 6.4, 4.099)"
09-01-2023 09:45:53.015981,"(3.7, 10.5, 7.965306122448979)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 8.027272727272727)","(2.9, 6.4, 4.099)"
09-01-2023 09:45:54.089808,"(3.7, 10.5, 7.965306122448979)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 8.027272727272727)","(2.9, 6.4, 4.293793103448276)"
09-01-2023 09:45:55.145602,"(3.7, 12.5, 9.597826086956523)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 8.027272727272727)","(2.9, 8.8, 4.309)"
09-01-2023 09:45:56.203024,"(3.7, 9.8, 7.778260869565218)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 8.027272727272727)","(2.9, 7.0, 4.309)"
09-01-2023 09:45:57.242798,"(3.7, 9.8, 7.778260869565218)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 8.027272727272727)","(2.9, 7.0, 4.309)"
09-01-2023 09:45:58.274040,"(3.7, 9.8, 7.778260869565218)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 8.027272727272727)","(2.9, 7.0, 4.309)"
09-01-2023 09:45:59.422028,"(3.7, 9.8, 7.778260869565218)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 8.027272727272727)","(2.9, 7.0, 3.811034482758621)"
09-01-2023 09:46:00.586493,"(3.7, 9.8, 7.778260869565218)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 8.027272727272727)","(2.9, 6.8, 3.811034482758621)"
09-01-2023 09:46:01.706295,"(3.7, 9.8, 7.778260869565218)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 8.027272727272727)","(2.9, 6.8, 3.811034482758621)"
09-01-2023 09:46:02.735441,"(3.7, 9.8, 7.778260869565218)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 8.027272727272727)","(2.9, 6.8, 3.811034482758621)"
09-01-2023 09:46:03.734146,"(3.7, 9.8, 7.778260869565218)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 8.027272727272727)","(2.9, 6.8, 3.811034482758621)"
09-01-2023 09:46:04.747192,"(3.7, 9.8, 7.778260869565218)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 8.027272727272727)","(2.9, 6.8, 3.811034482758621)"
09-01-2023 09:46:05.860330,"(3.7, 9.8, 7.778260869565218)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 8.027272727272727)","(2.9, 6.8, 3.811034482758621)"
09-01-2023 09:46:06.935599,"(3.7, 9.8, 7.778260869565218)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 8.027272727272727)","(2.9, 6.8, 3.811034482758621)"
09-01-2023 09:46:07.970619,"(3.7, 9.8, 7.778260869565218)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 8.027272727272727)","(2.9, 6.8, 3.811034482758621)"
09-01-2023 09:46:08.961090,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 8.027272727272727)","(2.9, 6.8, 3.811034482758621)"
09-01-2023 09:46:09.934260,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 8.027272727272727)","(2.9, 6.8, 3.811034482758621)"
09-01-2023 09:46:10.971736,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 8.027272727272727)","(2.9, 6.8, 3.811034482758621)"
09-01-2023 09:46:12.028239,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 8.027272727272727)","(2.9, 6.8, 3.811034482758621)"
09-01-2023 09:46:13.028803,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 8.027272727272727)","(2.9, 6.8, 3.811034482758621)"
09-01-2023 09:46:14.016764,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 8.027272727272727)","(2.9, 6.8, 3.811034482758621)"
09-01-2023 09:46:15.139710,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 8.027272727272727)","(2.9, 6.8, 3.811034482758621)"
09-01-2023 09:46:16.156088,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 8.027272727272727)","(2.9, 6.8, 3.811034482758621)"
09-01-2023 09:46:17.166813,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 8.027272727272727)","(2.9, 6.8, 3.811034482758621)"
09-01-2023 09:46:18.235925,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 8.027272727272727)","(2.9, 6.8, 3.811034482758621)"
09-01-2023 09:46:19.361253,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 8.027272727272727)","(2.9, 6.8, 3.811034482758621)"
09-01-2023 09:46:20.443529,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 8.027272727272727)","(2.9, 6.8, 3.811034482758621)"
09-01-2023 09:46:21.577894,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 8.027272727272727)","(2.9, 6.8, 3.811034482758621)"
09-01-2023 09:46:22.700233,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 8.027272727272727)","(2.9, 6.8, 3.811034482758621)"
09-01-2023 09:46:23.736650,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 8.027272727272727)","(2.9, 6.8, 3.811034482758621)"
09-01-2023 09:46:24.753253,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 8.027272727272727)","(2.9, 6.8, 3.811034482758621)"
09-01-2023 09:46:25.755195,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 8.027272727272727)","(2.9, 6.8, 3.811034482758621)"
09-01-2023 09:46:26.836717,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 8.027272727272727)","(2.9, 6.8, 3.811034482758621)"
09-01-2023 09:46:27.939920,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 6.315384615384616)","(2.9, 6.8, 3.811034482758621)"
09-01-2023 09:46:28.943726,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 6.315384615384616)","(2.9, 6.8, 3.811034482758621)"
09-01-2023 09:46:29.908649,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 6.315384615384616)","(2.9, 6.8, 3.811034482758621)"
09-01-2023 09:46:30.850612,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 6.315384615384616)","(2.9, 6.8, 3.811034482758621)"
09-01-2023 09:46:31.900738,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 6.315384615384616)","(2.9, 6.8, 3.811034482758621)"
09-01-2023 09:46:32.931870,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 6.315384615384616)","(2.9, 6.8, 3.811034482758621)"
09-01-2023 09:46:34.017672,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 6.315384615384616)","(2.9, 6.8, 3.811034482758621)"
09-01-2023 09:46:35.033988,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 6.315384615384616)","(2.9, 6.8, 3.811034482758621)"
09-01-2023 09:46:36.147437,"(3.7, 9.8, 5.15)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 6.315384615384616)","(2.9, 6.8, 4.169)"
09-01-2023 09:46:37.249139,"(3.7, 9.6, 5.907692307692308)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 6.315384615384616)","(2.9, 6.6, 4.169)"
09-01-2023 09:46:38.309578,"(3.7, 9.6, 5.907692307692308)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 8.027272727272727)","(2.9, 6.6, 4.169)"
09-01-2023 09:46:39.371799,"(3.7, 9.6, 5.907692307692308)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 8.027272727272727)","(2.9, 6.6, 4.169)"
09-01-2023 09:46:40.481876,"(3.7, 9.6, 5.907692307692308)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 8.027272727272727)","(2.9, 6.6, 4.169)"
09-01-2023 09:46:41.524033,"(3.7, 9.6, 5.907692307692308)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 8.027272727272727)","(2.9, 6.6, 4.169)"
09-01-2023 09:46:42.723307,"(3.7, 9.6, 5.907692307692308)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 8.027272727272727)","(2.9, 6.6, 4.169)"
09-01-2023 09:46:43.843570,"(3.7, 9.6, 8.36923076923077)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 8.027272727272727)","(2.9, 6.6, 4.169)"
09-01-2023 09:46:44.981492,"(3.7, 9.6, 8.36923076923077)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 8.027272727272727)","(2.9, 6.6, 4.169)"
09-01-2023 09:46:46.102727,"(3.7, 9.6, 8.36923076923077)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 8.027272727272727)","(2.9, 6.6, 4.169)"
09-01-2023 09:46:47.182726,"(3.7, 9.6, 8.36923076923077)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 8.027272727272727)","(2.9, 6.6, 4.169)"
09-01-2023 09:46:48.132876,"(3.7, 9.6, 8.36923076923077)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 8.027272727272727)","(2.9, 6.6, 4.169)"
09-01-2023 09:46:49.174074,"(3.7, 9.6, 8.36923076923077)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 8.027272727272727)","(2.9, 6.6, 4.169)"
09-01-2023 09:46:50.226416,"(3.7, 11.0, 9.482051282051282)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 8.027272727272727)","(2.9, 6.6, 4.169)"
09-01-2023 09:46:51.311535,"(3.7, 11.0, 9.482051282051282)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 8.027272727272727)","(2.9, 6.6, 4.169)"
09-01-2023 09:46:52.279012,"(3.7, 11.0, 9.482051282051282)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 8.027272727272727)","(2.9, 6.6, 4.169)"
09-01-2023 09:46:53.213853,"(3.7, 11.0, 9.482051282051282)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 8.027272727272727)","(2.9, 6.6, 4.169)"
09-01-2023 09:46:54.257121,"(3.7, 11.0, 9.482051282051282)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 8.027272727272727)","(2.9, 6.6, 4.169)"
09-01-2023 09:46:55.348455,"(3.7, 11.0, 9.482051282051282)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 8.027272727272727)","(2.9, 6.6, 4.169)"
09-01-2023 09:46:56.392277,"(3.7, 11.0, 9.482051282051282)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 8.027272727272727)","(2.9, 6.6, 3.7144827586206897)"
09-01-2023 09:46:57.384386,"(3.7, 10.5, 8.25)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 8.027272727272727)","(2.9, 6.4, 3.7144827586206897)"
09-01-2023 09:46:58.402054,"(3.7, 10.5, 8.25)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 8.027272727272727)","(2.9, 6.4, 3.7144827586206897)"
09-01-2023 09:46:59.462734,"(3.7, 10.5, 8.25)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 8.027272727272727)","(2.9, 6.4, 3.7144827586206897)"
09-01-2023 09:47:00.518281,"(3.7, 10.5, 8.25)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 8.027272727272727)","(2.9, 6.4, 3.7144827586206897)"
09-01-2023 09:47:01.580989,"(3.7, 10.5, 8.25)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 8.027272727272727)","(2.9, 6.4, 3.7144827586206897)"
09-01-2023 09:47:02.642164,"(3.7, 10.5, 8.25)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 8.027272727272727)","(2.9, 6.4, 3.7144827586206897)"
09-01-2023 09:47:03.730479,"(3.7, 10.5, 5.325)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 8.027272727272727)","(2.9, 6.4, 3.7144827586206897)"
09-01-2023 09:47:04.856050,"(3.7, 10.5, 5.325)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 104.31818181818181)","(14.0, 85.0, 74.64285714285714)","(11.0, 55.0, 49.977777777777774)","(3.8, 10.5, 8.027272727272727)","(2.9, 6.4, 3.7144827586206897)"
09-01-2023 09:47:05.975532,"(3.7, 10.5, 5.325)","(9.0, 40.0, 29.46666666666667)","(10.0, 65.0, 58.02499999999999)","(15.0, 180.0, 85.875)","(14.0, 85.0, 29.214285714285715)","(11.0, 55.0, 33.08888888888889)","(3.8, 10.5, 6.868421052631579)","(2.9, 6.4, 3.62125)"
09-01-2023 09:47:07.043852,"(3.7, 5.6, 4.433333333333334)","(9.0, 20.0, 18.945454545454545)","(10.0, 18.5, 16.433333333333334)","(15.0, 110.0, 85.875)","(14.0, 32.0, 29.214285714285715)","(11.0, 36.0, 33.08888888888889)","(3.8, 8.0, 6.868421052631579)","(2.9, 4.6, 3.62125)"
