,Im The Bounty Hunter Nz,Colerne,Orama,Gracie Cullen,Treacherous Saint,Bettor Star
10-01-2023 18:26:00.523074,"(4.0, 99999, 99990)","(7.5, 11.0, 10.818181818181818)","(6.5, 10.0, 9.5)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.141666666666667)","(4.0, 5.5, 4.985714285714286)"
10-01-2023 18:26:01.651930,"(4.0, 99999, 99990)","(7.5, 11.0, 10.818181818181818)","(6.5, 10.0, 9.5)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.183333333333334)","(4.0, 5.5, 4.985714285714286)"
10-01-2023 18:26:02.805956,"(4.0, 99999, 99990)","(7.5, 11.0, 10.818181818181818)","(6.5, 10.0, 9.5)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.183333333333334)","(4.0, 5.5, 4.985714285714286)"
10-01-2023 18:26:03.928194,"(4.0, 99999, 99990)","(7.5, 11.0, 10.818181818181818)","(6.5, 10.0, 9.5)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.183333333333334)","(4.0, 5.5, 4.985714285714286)"
10-01-2023 18:26:04.996552,"(4.0, 99999, 99990)","(7.5, 11.0, 10.818181818181818)","(6.5, 10.0, 9.5)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.183333333333334)","(4.0, 5.5, 4.985714285714286)"
10-01-2023 18:26:06.127942,"(4.0, 99999, 99990)","(7.5, 11.0, 10.818181818181818)","(6.5, 10.0, 9.5)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.488888888888889)","(4.0, 5.5, 4.985714285714286)"
10-01-2023 18:26:07.939137,"(4.0, 99999, 99990)","(7.5, 10.5, 10.071428571428571)","(6.5, 10.0, 9.5)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.488888888888889)","(4.0, 5.5, 4.985714285714286)"
10-01-2023 18:26:09.256837,"(4.0, 99999, 99990)","(7.5, 10.5, 9.633333333333333)","(6.5, 10.0, 9.5)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.488888888888889)","(4.0, 5.5, 4.985714285714286)"
10-01-2023 18:26:10.948458,"(4.0, 99999, 99990)","(7.5, 10.5, 10.485714285714286)","(6.5, 10.0, 9.5)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.183333333333334)","(4.0, 5.5, 4.985714285714286)"
10-01-2023 18:26:12.143219,"(4.0, 99999, 99990)","(7.5, 11.0, 10.018181818181818)","(6.5, 10.0, 9.5)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.183333333333334)","(4.0, 5.5, 4.985714285714286)"
10-01-2023 18:26:13.249138,"(4.0, 99999, 99990)","(7.5, 11.0, 10.2)","(6.5, 10.0, 9.5)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.183333333333334)","(4.0, 5.5, 4.985714285714286)"
10-01-2023 18:26:14.380555,"(4.0, 99999, 99990)","(7.5, 11.0, 10.2)","(6.5, 10.0, 9.5)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.183333333333334)","(4.0, 5.5, 4.985714285714286)"
10-01-2023 18:26:15.517836,"(4.0, 99999, 99990)","(7.5, 11.0, 10.2)","(6.5, 10.0, 9.5)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.183333333333334)","(4.0, 5.5, 4.985714285714286)"
10-01-2023 18:26:16.628085,"(4.0, 99999, 99990)","(7.5, 11.0, 10.2)","(6.5, 10.0, 9.5)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.183333333333334)","(4.0, 5.5, 4.985714285714286)"
10-01-2023 18:26:17.712791,"(4.0, 99999, 99990)","(7.5, 11.0, 10.2)","(6.5, 10.0, 9.5)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.183333333333334)","(4.0, 5.5, 4.985714285714286)"
10-01-2023 18:26:18.816907,"(4.0, 99999, 99990)","(7.5, 11.0, 10.2)","(6.5, 10.0, 9.5)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.183333333333334)","(4.0, 5.5, 4.985714285714286)"
10-01-2023 18:26:19.810060,"(4.0, 99999, 99990)","(7.5, 11.0, 10.2)","(6.5, 10.0, 9.5)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.183333333333334)","(4.0, 5.5, 4.985714285714286)"
10-01-2023 18:26:20.886358,"(4.0, 99999, 99990)","(7.5, 11.0, 10.2)","(6.5, 10.0, 9.5)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.183333333333334)","(4.0, 5.5, 4.985714285714286)"
10-01-2023 18:26:21.979035,"(4.0, 99999, 99990)","(7.5, 11.0, 10.2)","(6.5, 10.0, 9.5)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.183333333333334)","(4.0, 5.5, 4.985714285714286)"
10-01-2023 18:26:23.091175,"(4.0, 99999, 99990)","(7.5, 11.0, 10.2)","(6.5, 10.0, 9.5)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.183333333333334)","(4.0, 5.5, 4.985714285714286)"
10-01-2023 18:26:24.240519,"(4.0, 99999, 99990)","(7.5, 11.0, 10.2)","(6.5, 10.0, 9.5)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.183333333333334)","(4.0, 5.5, 4.985714285714286)"
10-01-2023 18:26:25.329992,"(4.0, 99999, 99990)","(7.5, 11.0, 10.2)","(6.5, 10.0, 9.5)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.183333333333334)","(4.0, 5.5, 4.985714285714286)"
10-01-2023 18:26:26.383474,"(4.0, 99999, 99990)","(7.5, 11.0, 10.2)","(6.5, 10.0, 9.5)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.183333333333334)","(4.0, 5.5, 4.985714285714286)"
10-01-2023 18:26:27.422149,"(4.0, 99999, 99990)","(7.5, 11.0, 10.2)","(6.5, 10.0, 9.5)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.183333333333334)","(4.0, 5.5, 4.985714285714286)"
10-01-2023 18:26:28.451697,"(4.0, 99999, 99990)","(7.5, 11.0, 10.2)","(6.5, 10.0, 9.5)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.183333333333334)","(4.0, 5.5, 4.985714285714286)"
10-01-2023 18:26:29.408731,"(4.0, 99999, 99990)","(7.5, 11.0, 10.2)","(6.5, 10.0, 9.5)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.266666666666667)","(4.0, 5.5, 4.985714285714286)"
10-01-2023 18:26:30.421766,"(4.0, 99999, 99990)","(7.5, 11.0, 10.2)","(6.5, 10.0, 9.5)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.266666666666667)","(4.0, 5.5, 4.985714285714286)"
10-01-2023 18:26:31.723744,"(4.0, 99999, 99990)","(7.5, 11.0, 10.2)","(6.5, 10.0, 9.5)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.266666666666667)","(4.0, 5.5, 4.985714285714286)"
10-01-2023 18:26:33.007423,"(4.0, 99999, 99990)","(7.5, 11.0, 10.2)","(6.5, 10.0, 9.5)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.266666666666667)","(4.0, 5.5, 4.985714285714286)"
10-01-2023 18:26:34.149144,"(4.0, 99999, 99990)","(7.5, 11.0, 10.2)","(6.5, 10.0, 9.5)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.266666666666667)","(4.0, 5.5, 4.985714285714286)"
10-01-2023 18:26:35.302918,"(4.0, 99999, 99990)","(7.5, 11.0, 10.2)","(6.5, 10.0, 9.5)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.266666666666667)","(4.0, 5.5, 4.985714285714286)"
10-01-2023 18:26:36.410994,"(4.0, 99999, 99990)","(7.5, 11.0, 10.2)","(6.5, 10.0, 9.5)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.141666666666667)","(4.0, 5.5, 4.985714285714286)"
10-01-2023 18:26:37.444029,"(4.0, 99999, 99990)","(7.5, 11.0, 10.2)","(6.5, 10.0, 9.5)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.141666666666667)","(4.0, 5.5, 4.985714285714286)"
10-01-2023 18:26:38.388678,"(4.0, 99999, 99990)","(7.5, 11.0, 10.2)","(6.5, 10.0, 9.5)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.141666666666667)","(4.0, 5.5, 4.985714285714286)"
10-01-2023 18:26:39.544311,"(4.0, 99999, 99990)","(7.5, 11.0, 10.2)","(6.5, 10.0, 9.5)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.141666666666667)","(4.0, 5.5, 4.985714285714286)"
10-01-2023 18:26:40.591333,"(4.0, 99999, 99990)","(7.5, 11.0, 10.2)","(6.5, 10.0, 9.5)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.141666666666667)","(4.0, 5.5, 4.985714285714286)"
10-01-2023 18:26:41.733265,"(4.0, 99999, 99990)","(7.5, 11.0, 10.2)","(6.5, 10.0, 9.5)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.141666666666667)","(4.0, 5.5, 4.985714285714286)"
10-01-2023 18:26:42.800744,"(4.0, 99999, 99990)","(7.5, 11.0, 10.2)","(6.5, 10.0, 9.5)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.141666666666667)","(4.0, 5.5, 4.985714285714286)"
10-01-2023 18:26:43.863487,"(4.0, 99999, 99990)","(7.5, 11.0, 10.2)","(6.5, 10.0, 9.5)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.141666666666667)","(4.0, 5.5, 4.985714285714286)"
10-01-2023 18:26:45.040101,"(4.0, 99999, 99990)","(7.5, 11.0, 10.2)","(6.5, 10.0, 9.5)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.141666666666667)","(4.0, 5.5, 4.985714285714286)"
10-01-2023 18:26:46.149310,"(4.0, 99999, 99990)","(7.5, 11.0, 10.2)","(6.5, 10.0, 9.5)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.141666666666667)","(4.0, 5.5, 4.985714285714286)"
10-01-2023 18:26:47.244270,"(4.0, 99999, 99990)","(7.5, 11.0, 10.2)","(6.5, 10.0, 9.5)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.141666666666667)","(4.0, 5.5, 4.985714285714286)"
10-01-2023 18:26:48.321580,"(4.0, 99999, 99990)","(7.5, 11.0, 10.2)","(6.5, 10.0, 9.5)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.141666666666667)","(4.0, 5.5, 4.985714285714286)"
10-01-2023 18:26:49.428123,"(4.0, 99999, 99990)","(7.5, 11.0, 10.2)","(6.5, 10.0, 9.5)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.141666666666667)","(4.0, 5.5, 4.985714285714286)"
10-01-2023 18:26:50.586354,"(4.0, 99999, 99990)","(7.5, 11.0, 10.2)","(6.5, 10.0, 9.5)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.141666666666667)","(4.0, 5.5, 4.985714285714286)"
10-01-2023 18:26:51.740172,"(4.0, 99999, 99990)","(7.5, 11.0, 10.2)","(6.5, 10.0, 9.5)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.141666666666667)","(4.0, 5.5, 4.985714285714286)"
10-01-2023 18:26:52.825857,"(4.0, 99999, 99990)","(7.5, 11.0, 10.2)","(6.5, 10.0, 9.5)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.141666666666667)","(4.0, 5.5, 4.985714285714286)"
10-01-2023 18:26:53.913274,"(4.0, 99999, 99990)","(7.5, 11.0, 10.2)","(6.5, 10.0, 9.5)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.141666666666667)","(4.0, 5.5, 4.985714285714286)"
10-01-2023 18:26:55.138675,"(4.0, 99999, 99990)","(7.5, 11.0, 10.2)","(6.5, 10.0, 9.5)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.141666666666667)","(4.0, 5.5, 4.985714285714286)"
10-01-2023 18:26:56.245384,"(4.0, 99999, 99990)","(7.5, 11.0, 10.2)","(6.5, 10.0, 9.5)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.141666666666667)","(4.0, 5.5, 4.985714285714286)"
10-01-2023 18:26:57.268182,"(4.0, 99999, 99990)","(7.5, 11.0, 10.2)","(6.5, 10.0, 9.5)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.141666666666667)","(4.0, 5.5, 4.985714285714286)"
10-01-2023 18:26:58.413371,"(4.0, 99999, 99990)","(7.5, 11.0, 10.2)","(6.5, 10.0, 9.5)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.141666666666667)","(4.0, 5.5, 4.985714285714286)"
10-01-2023 18:26:59.677207,"(4.0, 99999, 99990)","(7.5, 11.0, 10.2)","(6.5, 10.0, 9.5)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.141666666666667)","(4.0, 5.5, 4.985714285714286)"
10-01-2023 18:27:00.867959,"(4.0, 99999, 99990)","(7.5, 11.0, 10.2)","(6.5, 10.0, 9.5)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.35)","(4.0, 5.5, 4.985714285714286)"
10-01-2023 18:27:02.067982,"(4.0, 99999, 99990)","(7.5, 11.0, 10.2)","(6.5, 10.0, 11.359375)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.35)","(4.0, 5.5, 4.985714285714286)"
10-01-2023 18:27:03.273199,"(4.0, 99999, 99990)","(7.5, 11.0, 10.2)","(6.5, 11.5, 11.455882352941178)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.35)","(4.0, 5.5, 4.985714285714286)"
10-01-2023 18:27:04.419467,"(4.0, 99999, 99990)","(7.5, 11.0, 10.2)","(6.5, 11.5, 11.455882352941178)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.35)","(4.0, 5.5, 4.985714285714286)"
10-01-2023 18:27:05.476074,"(4.0, 99999, 99990)","(7.5, 11.0, 10.2)","(6.5, 11.5, 11.455882352941178)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.35)","(4.0, 5.5, 4.985714285714286)"
10-01-2023 18:27:06.538653,"(4.0, 99999, 99990)","(7.5, 11.0, 10.2)","(6.5, 11.5, 11.455882352941178)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.35)","(4.0, 5.5, 4.985714285714286)"
10-01-2023 18:27:07.597687,"(4.0, 99999, 99990)","(7.5, 11.0, 10.2)","(6.5, 11.5, 11.455882352941178)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.35)","(4.0, 5.5, 4.985714285714286)"
10-01-2023 18:27:08.696068,"(4.0, 99999, 99990)","(7.5, 11.0, 10.2)","(6.5, 11.5, 11.0)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.35)","(4.0, 5.5, 4.985714285714286)"
10-01-2023 18:27:09.793657,"(4.0, 99999, 99990)","(7.5, 11.0, 10.2)","(6.5, 11.5, 11.46875)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.35)","(4.0, 5.5, 4.985714285714286)"
10-01-2023 18:27:10.803814,"(4.0, 99999, 99990)","(7.5, 11.0, 10.2)","(6.5, 11.5, 11.46875)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.35)","(4.0, 5.5, 4.985714285714286)"
10-01-2023 18:27:11.744556,"(4.0, 99999, 99990)","(7.5, 11.0, 10.2)","(6.5, 11.5, 11.471428571428572)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.35)","(4.0, 5.5, 4.985714285714286)"
10-01-2023 18:27:12.720943,"(4.0, 99999, 99990)","(7.5, 11.0, 10.2)","(6.5, 12.0, 11.881578947368421)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.35)","(4.0, 5.5, 5.1000000000000005)"
10-01-2023 18:27:13.877322,"(4.0, 99999, 99990)","(7.5, 11.0, 10.2)","(6.5, 12.0, 11.25)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.35)","(4.0, 5.5, 5.45)"
10-01-2023 18:27:14.942132,"(4.0, 99999, 99990)","(7.5, 11.0, 10.2)","(6.5, 12.0, 11.25)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.35)","(4.0, 6.0, 5.1000000000000005)"
10-01-2023 18:27:15.978060,"(4.0, 99999, 99990)","(7.5, 11.0, 9.559999999999999)","(6.5, 12.0, 11.125)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.35)","(4.0, 6.0, 5.08)"
10-01-2023 18:27:16.984891,"(4.0, 99999, 99990)","(7.5, 10.5, 9.633333333333333)","(6.5, 12.0, 11.25)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.35)","(4.0, 5.8, 5.35)"
10-01-2023 18:27:17.935094,"(4.0, 99999, 99990)","(7.5, 10.5, 9.524999999999999)","(6.5, 12.0, 11.25)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.35)","(4.0, 5.8, 5.4)"
10-01-2023 18:27:18.955954,"(4.0, 99999, 99990)","(7.5, 10.5, 9.524999999999999)","(6.5, 12.0, 11.25)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.35)","(4.0, 5.9, 5.175000000000001)"
10-01-2023 18:27:20.052153,"(4.0, 99999, 99990)","(7.5, 10.5, 9.524999999999999)","(6.5, 12.0, 11.25)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.35)","(4.0, 6.0, 5.4)"
10-01-2023 18:27:21.144914,"(4.0, 99999, 99990)","(7.5, 10.5, 9.524999999999999)","(6.5, 12.0, 11.25)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.35)","(4.0, 5.9, 5.4)"
10-01-2023 18:27:22.225334,"(4.0, 99999, 99990)","(7.5, 10.5, 9.524999999999999)","(6.5, 12.0, 11.25)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.35)","(4.0, 5.9, 5.4)"
10-01-2023 18:27:23.513887,"(4.0, 99999, 99990)","(7.5, 10.5, 9.524999999999999)","(6.5, 12.0, 11.25)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.35)","(4.0, 5.9, 5.4)"
10-01-2023 18:27:24.776638,"(4.0, 99999, 99990)","(7.5, 10.5, 9.524999999999999)","(6.5, 12.0, 11.142857142857142)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.35)","(4.0, 5.9, 5.4)"
10-01-2023 18:27:26.143349,"(4.0, 99999, 99990)","(7.5, 10.5, 9.524999999999999)","(6.5, 12.0, 11.142857142857142)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.35)","(4.0, 5.9, 5.175000000000001)"
10-01-2023 18:27:27.373544,"(4.0, 99999, 99990)","(7.5, 10.5, 9.524999999999999)","(6.5, 12.0, 11.142857142857142)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.35)","(4.0, 6.0, 5.566666666666667)"
10-01-2023 18:27:28.445138,"(4.0, 99999, 99990)","(7.5, 10.5, 9.524999999999999)","(7.0, 12.0, 11.25)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.35)","(4.0, 5.9, 5.233333333333333)"
10-01-2023 18:27:29.681603,"(4.0, 99999, 99990)","(7.5, 10.5, 9.524999999999999)","(7.0, 12.0, 11.25)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.35)","(4.0, 5.9, 5.2)"
10-01-2023 18:27:30.672651,"(4.0, 99999, 99990)","(7.5, 10.5, 9.524999999999999)","(7.0, 12.0, 11.25)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.35)","(4.0, 5.8, 5.2)"
10-01-2023 18:27:31.702904,"(4.0, 99999, 99990)","(7.5, 10.5, 9.524999999999999)","(7.0, 12.0, 11.75)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.35)","(4.0, 5.8, 5.2)"
10-01-2023 18:27:32.744337,"(4.0, 99999, 99990)","(7.5, 10.5, 9.524999999999999)","(7.0, 12.0, 11.833333333333334)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.35)","(4.0, 5.8, 5.2)"
10-01-2023 18:27:33.802296,"(4.0, 99999, 99990)","(7.5, 10.5, 9.524999999999999)","(7.0, 12.0, 11.833333333333334)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.35)","(4.0, 5.8, 5.2)"
10-01-2023 18:27:34.839393,"(4.0, 99999, 99990)","(7.5, 10.5, 9.524999999999999)","(7.0, 12.0, 11.833333333333334)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.35)","(4.0, 5.8, 5.2)"
10-01-2023 18:27:35.833800,"(4.0, 99999, 99990)","(7.5, 10.5, 9.524999999999999)","(7.0, 12.0, 11.833333333333334)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.35)","(4.0, 5.8, 5.2)"
10-01-2023 18:27:36.827225,"(4.0, 99999, 99990)","(7.5, 10.5, 9.524999999999999)","(7.0, 12.0, 11.833333333333334)","(4.8, 6.0, 5.288888888888889)","(3.3, 5.1, 4.35)","(4.0, 5.8, 5.2)"
10-01-2023 18:27:37.942094,"(4.0, 99999, 99990)","(7.5, 10.5, 9.524999999999999)","(7.0, 12.0, 11.833333333333334)","(4.8, 6.0, 5.36)","(3.3, 5.1, 4.35)","(4.0, 5.8, 5.2)"
10-01-2023 18:27:38.916605,"(4.0, 99999, 99990)","(7.5, 10.5, 9.524999999999999)","(7.0, 12.0, 11.833333333333334)","(4.8, 6.0, 5.36)","(3.3, 5.1, 4.35)","(4.0, 5.8, 5.2)"
10-01-2023 18:27:40.054707,"(4.0, 99999, 99990)","(7.5, 10.5, 9.524999999999999)","(7.0, 12.0, 11.833333333333334)","(4.8, 6.0, 5.36)","(3.3, 5.1, 4.35)","(4.0, 5.8, 5.2)"
10-01-2023 18:27:41.100944,"(4.0, 99999, 99990)","(7.5, 10.5, 9.524999999999999)","(7.0, 12.0, 11.833333333333334)","(4.8, 6.0, 5.36)","(3.3, 5.1, 4.35)","(4.0, 5.8, 5.2)"
10-01-2023 18:27:42.148145,"(4.0, 99999, 99990)","(7.5, 10.5, 9.375)","(7.0, 12.0, 11.90909090909091)","(4.8, 6.0, 5.36)","(3.3, 5.1, 4.35)","(4.0, 5.8, 5.2)"
10-01-2023 18:27:43.218140,"(4.0, 99999, 99990)","(7.5, 10.0, 9.166666666666666)","(7.0, 12.0, 11.90909090909091)","(4.8, 6.0, 5.36)","(3.3, 5.1, 4.35)","(4.0, 5.8, 5.2)"
10-01-2023 18:27:44.263390,"(4.0, 99999, 99990)","(7.5, 10.0, 9.166666666666666)","(7.0, 12.0, 11.90909090909091)","(4.8, 6.0, 5.550000000000001)","(3.3, 5.1, 4.35)","(4.0, 5.8, 5.2)"
10-01-2023 18:27:45.255946,"(4.0, 99999, 99990)","(7.5, 10.0, 9.166666666666666)","(7.0, 12.0, 11.90909090909091)","(4.8, 5.9, 5.316666666666666)","(3.3, 5.1, 4.35)","(4.0, 5.8, 5.2)"
10-01-2023 18:27:46.184055,"(4.0, 99999, 99990)","(7.5, 10.0, 9.166666666666666)","(7.0, 12.0, 11.90909090909091)","(4.8, 5.9, 5.316666666666666)","(3.3, 5.1, 4.35)","(4.0, 5.8, 5.166666666666667)"
10-01-2023 18:27:47.109022,"(4.0, 99999, 99990)","(7.5, 10.0, 9.166666666666666)","(7.0, 12.0, 11.90909090909091)","(4.8, 5.9, 5.316666666666666)","(3.3, 5.1, 4.35)","(4.0, 5.7, 5.2)"
10-01-2023 18:27:48.054912,"(4.0, 99999, 99990)","(7.5, 10.0, 9.166666666666666)","(7.0, 12.0, 11.90909090909091)","(4.8, 5.9, 5.316666666666666)","(3.3, 5.1, 4.35)","(4.0, 5.8, 5.2)"
10-01-2023 18:27:48.997013,"(4.0, 99999, 99990)","(7.5, 10.0, 9.166666666666666)","(7.0, 12.0, 11.90909090909091)","(4.8, 5.9, 5.316666666666666)","(3.3, 5.1, 4.35)","(4.0, 5.8, 5.2)"
10-01-2023 18:27:49.970167,"(4.0, 99999, 99990)","(7.5, 10.0, 9.166666666666666)","(7.0, 12.0, 11.90909090909091)","(4.8, 5.9, 5.277777777777778)","(3.3, 5.1, 4.35)","(4.0, 5.8, 5.2)"
10-01-2023 18:27:50.998225,"(4.2, 99999, 99990)","(7.5, 10.0, 9.166666666666666)","(7.0, 12.0, 11.90909090909091)","(4.8, 5.9, 5.277777777777778)","(3.3, 5.1, 4.35)","(4.0, 5.8, 5.2)"
10-01-2023 18:27:51.932192,"(4.2, 99999, 99990)","(7.5, 10.0, 9.166666666666666)","(7.0, 12.0, 11.90909090909091)","(4.8, 5.9, 5.277777777777778)","(3.3, 5.1, 4.35)","(4.0, 5.8, 5.2)"
10-01-2023 18:27:52.897772,"(4.2, 99999, 99990)","(7.5, 10.0, 9.166666666666666)","(7.0, 12.0, 11.90909090909091)","(4.8, 5.9, 5.277777777777778)","(3.3, 5.1, 4.35)","(4.0, 5.8, 5.2)"
10-01-2023 18:27:53.780319,"(4.2, 99999, 99990)","(7.5, 10.0, 9.166666666666666)","(7.0, 12.0, 11.90909090909091)","(4.8, 5.9, 5.277777777777778)","(3.3, 5.1, 4.35)","(4.0, 5.8, 5.2)"
10-01-2023 18:27:54.698347,"(4.2, 99999, 99990)","(7.5, 10.0, 9.166666666666666)","(7.0, 12.0, 11.90909090909091)","(4.8, 5.9, 5.277777777777778)","(3.3, 5.1, 4.35)","(4.0, 5.8, 5.2)"
10-01-2023 18:27:55.587075,"(4.2, 99999, 99990)","(7.5, 10.0, 9.166666666666666)","(7.0, 12.0, 11.90909090909091)","(4.8, 5.9, 5.277777777777778)","(3.3, 5.1, 4.35)","(4.0, 5.8, 5.2)"
10-01-2023 18:27:56.510807,"(4.2, 99999, 99990)","(7.5, 10.0, 9.166666666666666)","(7.0, 12.0, 11.90909090909091)","(4.8, 5.9, 5.277777777777778)","(3.3, 5.1, 4.35)","(4.0, 5.8, 5.2)"
10-01-2023 18:27:57.442984,"(4.2, 99999, 99990)","(7.5, 10.0, 9.166666666666666)","(7.0, 12.0, 11.90909090909091)","(4.8, 5.9, 5.277777777777778)","(3.3, 5.1, 4.35)","(4.0, 5.8, 5.2)"
10-01-2023 18:27:58.378151,"(4.2, 99999, 99990)","(7.5, 10.0, 9.166666666666666)","(7.0, 12.0, 11.90909090909091)","(4.8, 5.9, 5.277777777777778)","(3.3, 5.1, 4.35)","(4.0, 5.8, 5.2)"
10-01-2023 18:27:59.344815,"(4.2, 99999, 99990)","(7.5, 10.0, 9.166666666666666)","(7.0, 12.0, 11.90909090909091)","(4.8, 5.9, 5.277777777777778)","(3.3, 5.1, 4.35)","(4.0, 5.8, 5.2)"
10-01-2023 18:28:00.298850,"(4.2, 99999, 99990)","(7.5, 10.0, 9.166666666666666)","(7.0, 12.0, 11.90909090909091)","(4.8, 5.9, 5.277777777777778)","(3.3, 5.1, 4.35)","(4.0, 5.8, 5.2)"
10-01-2023 18:28:01.209429,"(4.2, 99999, 99990)","(7.5, 10.0, 9.166666666666666)","(7.0, 12.5, 12.125)","(4.8, 5.9, 5.277777777777778)","(3.3, 5.1, 4.35)","(4.0, 5.8, 5.2)"
