,Chief Artie,Fitzroy Boy,By By Music,Primed For Victory,Kwinern,Spill The Tears,Casrock,Sertin,Naytellrhi Bird
05-01-2023 17:32:01.489660,"(3.2, 3.55, 3.543577981651376)","(21.0, 50.0, 48.0)","(10.0, 13.5, 13.133928571428571)","(2.6, 3.25, 3.248943661971831)","(8.0, 10.5, 10.397058823529411)","(21.0, 32.0, 29.566037735849058)","(5.0, 6.0, 5.9731707317073175)","(61.0, 110.0, 108.63636363636364)","(91.0, 190.0, 160.0)"
05-01-2023 17:32:02.696988,"(3.2, 3.55, 3.543577981651376)","(21.0, 50.0, 48.10526315789474)","(10.0, 13.5, 13.141509433962264)","(2.6, 3.25, 3.248943661971831)","(8.0, 10.5, 10.487804878048781)","(21.0, 32.0, 29.51923076923077)","(5.0, 6.0, 5.9731707317073175)","(61.0, 110.0, 106.25)","(91.0, 190.0, 160.0)"
05-01-2023 17:32:03.871937,"(3.2, 3.55, 3.543577981651376)","(21.0, 50.0, 48.10526315789474)","(10.0, 13.5, 13.05813953488372)","(2.6, 3.25, 3.236197916666667)","(8.0, 10.5, 10.454545454545455)","(21.0, 32.0, 29.51923076923077)","(5.0, 6.0, 5.961956521739131)","(61.0, 110.0, 106.25)","(91.0, 190.0, 160.0)"
05-01-2023 17:32:05.064915,"(3.2, 3.55, 3.543577981651376)","(21.0, 50.0, 48.10526315789474)","(10.0, 13.5, 13.098039215686274)","(2.6, 3.3, 3.238611111111111)","(8.0, 10.5, 10.454545454545455)","(21.0, 32.0, 29.51923076923077)","(5.0, 6.0, 5.9573170731707314)","(61.0, 110.0, 99.5)","(91.0, 190.0, 157.5)"
05-01-2023 17:32:06.351304,"(3.2, 3.55, 3.5365384615384614)","(21.0, 50.0, 48.10526315789474)","(10.0, 13.5, 13.098039215686274)","(2.6, 3.3, 3.240431266846361)","(8.0, 10.5, 10.454545454545455)","(21.0, 32.0, 29.51923076923077)","(5.0, 6.0, 5.9573170731707314)","(61.0, 110.0, 104.23076923076923)","(91.0, 180.0, 162.0)"
05-01-2023 17:32:07.622847,"(3.2, 3.55, 3.5365384615384614)","(21.0, 50.0, 48.5)","(10.0, 13.5, 13.098039215686274)","(2.6, 3.3, 3.2298412698412697)","(8.0, 10.5, 10.48)","(21.0, 32.0, 29.51923076923077)","(5.0, 6.0, 5.9573170731707314)","(61.0, 110.0, 96.66666666666667)","(91.0, 180.0, 158.0)"
05-01-2023 17:32:08.899963,"(3.2, 3.55, 3.5365384615384614)","(21.0, 50.0, 48.5)","(10.0, 13.5, 13.098039215686274)","(2.6, 3.3, 3.2298412698412697)","(8.0, 10.5, 10.48)","(21.0, 32.0, 29.736842105263158)","(5.0, 6.0, 5.971794871794872)","(61.0, 110.0, 96.25)","(91.0, 170.0, 160.0)"
05-01-2023 17:32:10.164613,"(3.2, 3.55, 3.5281249999999997)","(21.0, 50.0, 48.5)","(10.0, 13.5, 13.098039215686274)","(2.6, 3.3, 3.2324324324324323)","(8.0, 10.5, 10.48360655737705)","(21.0, 32.0, 29.736842105263158)","(5.0, 6.0, 5.971794871794872)","(61.0, 100.0, 96.25)","(91.0, 170.0, 160.0)"
05-01-2023 17:32:11.464431,"(3.2, 3.55, 3.547252747252747)","(21.0, 50.0, 48.5)","(10.0, 13.5, 13.098039215686274)","(2.6, 3.3, 3.2324324324324323)","(8.0, 10.5, 10.48360655737705)","(21.0, 32.0, 30.26086956521739)","(5.0, 6.0, 5.971794871794872)","(61.0, 100.0, 96.25)","(91.0, 230.0, 180.0)"
05-01-2023 17:32:12.797791,"(3.2, 3.55, 3.547252747252747)","(21.0, 50.0, 48.10526315789474)","(10.0, 13.5, 13.128865979381443)","(2.6, 3.3, 3.2324324324324323)","(8.0, 10.5, 10.483050847457626)","(21.0, 32.0, 30.428571428571427)","(5.0, 6.0, 5.961538461538462)","(61.0, 100.0, 86.9047619047619)","(91.0, 220.0, 186.0)"
05-01-2023 17:32:14.001473,"(3.1, 3.6, 3.5567375886524824)","(21.0, 50.0, 48.10526315789474)","(10.0, 13.5, 13.128865979381443)","(2.6, 3.3, 3.2324324324324323)","(8.0, 10.5, 10.483050847457626)","(21.0, 32.0, 30.428571428571427)","(5.0, 6.0, 5.971794871794872)","(61.0, 90.0, 86.9047619047619)","(91.0, 210.0, 165.0)"
05-01-2023 17:32:15.175550,"(3.1, 3.55, 3.543010752688172)","(21.0, 50.0, 48.10526315789474)","(10.0, 13.5, 12.962121212121213)","(2.6, 3.3, 3.2324324324324323)","(8.0, 10.5, 10.48360655737705)","(21.0, 32.0, 30.428571428571427)","(5.0, 6.0, 5.971794871794872)","(61.0, 90.0, 86.9047619047619)","(91.0, 210.0, 165.0)"
05-01-2023 17:32:16.356778,"(3.1, 3.55, 3.543010752688172)","(21.0, 50.0, 48.10526315789474)","(10.0, 13.5, 13.016949152542374)","(2.6, 3.3, 3.2324324324324323)","(8.0, 10.5, 10.235537190082646)","(21.0, 32.0, 31.666666666666668)","(5.0, 6.0, 5.971794871794872)","(61.0, 90.0, 93.75)","(91.0, 210.0, 170.0)"
05-01-2023 17:32:17.492990,"(3.1, 3.55, 3.543010752688172)","(21.0, 50.0, 48.10526315789474)","(10.0, 13.5, 13.016949152542374)","(2.6, 3.3, 3.2324324324324323)","(8.0, 10.5, 10.209090909090909)","(21.0, 32.0, 31.666666666666668)","(5.0, 6.0, 5.923529411764706)","(61.0, 95.0, 93.33333333333333)","(91.0, 210.0, 166.66666666666666)"
05-01-2023 17:32:18.654454,"(3.1, 3.6, 3.5606451612903225)","(21.0, 50.0, 48.10526315789474)","(10.0, 13.5, 13.016949152542374)","(2.6, 3.3, 3.228115015974441)","(8.0, 10.5, 10.209090909090909)","(21.0, 32.0, 31.666666666666668)","(5.0, 6.0, 5.923529411764706)","(61.0, 100.0, 95.0)","(91.0, 200.0, 175.0)"
05-01-2023 17:32:19.816341,"(3.1, 3.6, 3.5398305084745765)","(21.0, 50.0, 48.10526315789474)","(10.0, 13.5, 13.016949152542374)","(2.6, 3.3, 3.228115015974441)","(8.0, 10.5, 10.209090909090909)","(21.0, 32.0, 31.666666666666668)","(5.0, 6.0, 5.923529411764706)","(61.0, 100.0, 95.0)","(91.0, 200.0, 166.0)"
05-01-2023 17:32:21.048583,"(3.1, 3.6, 3.5398305084745765)","(21.0, 50.0, 48.2)","(10.0, 13.5, 13.016949152542374)","(2.6, 3.3, 3.228115015974441)","(8.0, 10.5, 10.209090909090909)","(21.0, 32.0, 31.176470588235293)","(5.0, 6.0, 5.923529411764706)","(61.0, 100.0, 95.0)","(91.0, 190.0, 158.88888888888889)"
05-01-2023 17:32:22.276677,"(3.1, 3.6, 3.5398305084745765)","(21.0, 50.0, 48.2)","(10.0, 13.5, 13.016949152542374)","(2.6, 3.3, 3.228115015974441)","(8.0, 10.5, 10.209090909090909)","(21.0, 32.0, 31.176470588235293)","(5.0, 6.0, 5.929577464788733)","(61.0, 100.0, 95.0)","(91.0, 190.0, 163.33333333333334)"
05-01-2023 17:32:23.512207,"(3.1, 3.6, 3.5398305084745765)","(21.0, 50.0, 49.41379310344828)","(10.0, 13.5, 13.079710144927537)","(2.6, 3.3, 3.186180904522613)","(8.0, 10.5, 10.201923076923077)","(21.0, 32.0, 31.11111111111111)","(5.0, 6.0, 6.047826086956522)","(61.0, 100.0, 95.0)","(91.0, 190.0, 162.85714285714286)"
05-01-2023 17:32:24.749570,"(3.1, 3.6, 3.575423728813559)","(21.0, 55.0, 53.5)","(10.0, 13.5, 13.079710144927537)","(2.6, 3.2, 3.1709969788519636)","(8.0, 10.5, 10.196078431372548)","(21.0, 32.0, 30.90909090909091)","(5.0, 6.2, 6.047826086956522)","(61.0, 100.0, 93.75)","(91.0, 180.0, 165.0)"
05-01-2023 17:32:25.979398,"(3.1, 3.6, 3.58203125)","(21.0, 55.0, 53.5)","(10.0, 13.5, 13.079710144927537)","(2.6, 3.2, 3.1619047619047618)","(8.0, 10.5, 10.196078431372548)","(21.0, 32.0, 30.90909090909091)","(5.0, 6.2, 6.047826086956522)","(61.0, 100.0, 93.75)","(91.0, 180.0, 155.0)"
05-01-2023 17:32:27.252169,"(3.1, 3.6, 3.58203125)","(21.0, 55.0, 53.38709677419355)","(10.0, 13.5, 13.079710144927537)","(2.6, 3.2, 3.1610993657505286)","(8.0, 10.5, 10.196078431372548)","(21.0, 32.0, 30.869565217391305)","(5.0, 6.2, 6.047826086956522)","(61.0, 100.0, 93.75)","(91.0, 170.0, 155.0)"
05-01-2023 17:32:28.555113,"(3.1, 3.6, 3.58203125)","(31.0, 55.0, 50.0)","(10.0, 13.5, 13.07857142857143)","(2.6, 3.2, 3.119672131147541)","(8.0, 10.5, 10.199029126213592)","(21.0, 32.0, 31.05263157894737)","(5.0, 6.2, 6.047826086956522)","(61.0, 100.0, 93.75)","(91.0, 170.0, 163.33333333333334)"
05-01-2023 17:32:29.809826,"(3.1, 3.65, 3.584682080924855)","(31.0, 50.0, 48.54545454545455)","(10.0, 13.5, 13.07857142857143)","(2.6, 3.15, 3.115228426395939)","(8.0, 10.5, 10.199029126213592)","(21.0, 32.0, 31.05263157894737)","(5.0, 6.2, 6.047826086956522)","(61.0, 100.0, 93.75)","(91.0, 230.0, 155.83333333333334)"
05-01-2023 17:32:31.124327,"(3.1, 3.65, 3.580246913580247)","(31.0, 50.0, 49.0)","(10.0, 13.5, 13.07857142857143)","(2.6, 3.15, 3.1121546961325968)","(8.0, 10.5, 10.199029126213592)","(21.0, 32.0, 31.05263157894737)","(5.0, 6.2, 6.135384615384615)","(61.0, 100.0, 91.66666666666667)","(91.0, 220.0, 157.77777777777777)"
05-01-2023 17:32:32.383444,"(3.1, 3.65, 3.580246913580247)","(31.0, 50.0, 48.8)","(10.0, 13.5, 13.171875)","(2.6, 3.15, 3.1102389078498294)","(8.0, 10.5, 10.199029126213592)","(21.0, 32.0, 31.09090909090909)","(5.0, 6.2, 6.159223300970874)","(61.0, 100.0, 91.66666666666667)","(91.0, 220.0, 175.0)"
05-01-2023 17:32:33.630487,"(3.1, 3.65, 3.580246913580247)","(31.0, 50.0, 49.0)","(10.0, 13.5, 13.271428571428572)","(2.6, 3.15, 3.1103806228373703)","(8.0, 10.5, 10.199029126213592)","(21.0, 32.0, 31.25925925925926)","(5.0, 6.2, 6.159223300970874)","(61.0, 100.0, 91.66666666666667)","(91.0, 200.0, 158.33333333333334)"
05-01-2023 17:32:34.860585,"(3.1, 3.65, 3.580246913580247)","(31.0, 50.0, 49.0)","(10.0, 13.5, 13.271428571428572)","(2.6, 3.15, 3.1104895104895105)","(8.0, 10.5, 10.199029126213592)","(21.0, 32.0, 30.266666666666666)","(5.0, 6.2, 6.17570093457944)","(61.0, 100.0, 91.66666666666667)","(91.0, 200.0, 160.0)"
05-01-2023 17:32:36.088043,"(3.1, 3.65, 3.580246913580247)","(31.0, 50.0, 49.0)","(10.0, 13.5, 13.271428571428572)","(2.6, 3.15, 3.1194214876033057)","(8.0, 10.5, 10.205)","(21.0, 32.0, 30.266666666666666)","(5.0, 6.2, 6.17570093457944)","(61.0, 100.0, 92.5)","(91.0, 190.0, 155.71428571428572)"
05-01-2023 17:32:37.239946,"(3.1, 3.6, 3.5842105263157893)","(31.0, 50.0, 49.0)","(10.0, 13.5, 13.487179487179487)","(2.6, 3.15, 3.153194103194103)","(8.0, 10.5, 10.205)","(21.0, 32.0, 30.727272727272727)","(5.0, 6.2, 6.141353383458647)","(61.0, 95.0, 92.5)","(91.0, 190.0, 160.0)"
05-01-2023 17:32:38.346099,"(3.1, 3.55, 3.540243902439024)","(31.0, 50.0, 49.0)","(10.0, 13.5, 13.296875)","(2.6, 3.2, 3.1556109725685784)","(8.0, 10.5, 10.347826086956522)","(21.0, 32.0, 30.833333333333332)","(5.0, 6.2, 6.1496774193548385)","(61.0, 95.0, 95.0)","(91.0, 190.0, 165.0)"
05-01-2023 17:32:39.481889,"(3.1, 3.55, 3.546698113207547)","(31.0, 50.0, 49.0)","(10.0, 13.5, 13.279661016949152)","(2.6, 3.2, 3.154601226993865)","(8.0, 10.5, 10.382352941176471)","(21.0, 32.0, 30.833333333333332)","(5.0, 6.2, 6.144285714285714)","(61.0, 100.0, 96.0)","(91.0, 180.0, 165.0)"
05-01-2023 17:32:40.620608,"(3.1, 3.55, 3.5475961538461536)","(31.0, 50.0, 49.294117647058826)","(10.0, 13.5, 13.279661016949152)","(2.6, 3.2, 3.154601226993865)","(8.0, 10.5, 10.382352941176471)","(21.0, 32.0, 30.833333333333332)","(5.0, 6.2, 6.155384615384616)","(61.0, 100.0, 99.47368421052632)","(91.0, 180.0, 171.66666666666666)"
05-01-2023 17:32:41.738600,"(3.1, 3.55, 3.5475961538461536)","(31.0, 50.0, 49.294117647058826)","(10.0, 13.5, 13.279661016949152)","(2.6, 3.2, 3.1212827988338194)","(8.0, 10.5, 10.418367346938776)","(21.0, 32.0, 30.833333333333332)","(5.0, 6.2, 6.23013698630137)","(61.0, 110.0, 99.47368421052632)","(91.0, 230.0, 214.54545454545453)"
05-01-2023 17:32:42.922626,"(3.1, 3.6, 3.560185185185185)","(31.0, 50.0, 47.125)","(10.0, 13.5, 13.29245283018868)","(2.6, 3.15, 3.108739837398374)","(8.0, 10.5, 10.32258064516129)","(21.0, 32.0, 31.106382978723403)","(5.0, 6.4, 6.264285714285714)","(61.0, 110.0, 98.57142857142857)","(91.0, 220.0, 210.0)"
05-01-2023 17:32:44.092141,"(3.1, 3.55, 3.5379310344827584)","(31.0, 55.0, 50.625)","(10.0, 13.5, 13.29245283018868)","(2.6, 3.15, 3.108739837398374)","(8.0, 10.5, 10.32258064516129)","(21.0, 34.0, 31.19148936170213)","(5.0, 6.4, 6.285714285714286)","(61.0, 110.0, 99.33333333333333)","(91.0, 220.0, 203.47826086956522)"
05-01-2023 17:32:45.235045,"(3.1, 3.55, 3.5379310344827584)","(31.0, 55.0, 50.625)","(10.0, 13.5, 13.29245283018868)","(2.6, 3.15, 3.0882608695652176)","(8.0, 10.5, 10.416666666666666)","(21.0, 34.0, 31.166666666666668)","(5.0, 6.4, 6.362424242424242)","(61.0, 110.0, 99.33333333333333)","(91.0, 210.0, 198.46153846153845)"
05-01-2023 17:32:46.348845,"(3.1, 3.6, 3.58)","(31.0, 44.0, 42.83870967741935)","(10.0, 13.5, 13.32258064516129)","(2.6, 3.1, 3.0882608695652176)","(8.0, 10.5, 10.416666666666666)","(21.0, 34.0, 31.166666666666668)","(5.0, 6.6, 6.351412429378531)","(61.0, 110.0, 99.33333333333333)","(91.0, 210.0, 203.47826086956522)"
05-01-2023 17:32:47.473883,"(3.1, 3.6, 3.5784615384615384)","(31.0, 44.0, 42.83870967741935)","(10.0, 13.5, 13.32258064516129)","(2.6, 3.1, 3.0882608695652176)","(8.0, 10.5, 10.416666666666666)","(21.0, 34.0, 31.166666666666668)","(5.0, 6.6, 6.354022988505747)","(61.0, 110.0, 99.33333333333333)","(91.0, 210.0, 190.76923076923077)"
05-01-2023 17:32:48.605671,"(3.1, 3.6, 3.5871559633027523)","(31.0, 44.0, 42.83870967741935)","(10.0, 13.5, 13.350877192982455)","(2.6, 3.1, 3.0876068376068373)","(8.0, 10.5, 10.431034482758621)","(21.0, 34.0, 31.10144927536232)","(5.0, 6.4, 6.285714285714286)","(61.0, 110.0, 99.33333333333333)","(91.0, 200.0, 190.76923076923077)"
05-01-2023 17:32:49.789818,"(3.1, 3.6, 3.5717391304347825)","(31.0, 44.0, 42.83870967741935)","(10.0, 13.5, 13.350877192982455)","(2.6, 3.15, 3.128338278931751)","(8.0, 10.5, 10.431034482758621)","(21.0, 34.0, 31.10144927536232)","(5.0, 6.4, 6.285714285714286)","(61.0, 110.0, 99.33333333333333)","(91.0, 200.0, 195.0)"
05-01-2023 17:32:50.985899,"(3.1, 3.6, 3.5879518072289156)","(31.0, 44.0, 42.83870967741935)","(10.0, 13.5, 13.350877192982455)","(2.6, 3.15, 3.128338278931751)","(8.0, 10.5, 10.431034482758621)","(21.0, 34.0, 31.10144927536232)","(5.0, 6.4, 6.286792452830189)","(61.0, 110.0, 101.11111111111111)","(91.0, 200.0, 186.25)"
05-01-2023 17:32:52.170206,"(3.1, 3.6, 3.5879518072289156)","(31.0, 44.0, 42.83870967741935)","(10.0, 13.5, 13.350877192982455)","(2.6, 3.15, 3.128338278931751)","(8.0, 10.5, 10.431034482758621)","(21.0, 34.0, 31.10144927536232)","(5.0, 6.4, 6.286792452830189)","(61.0, 110.0, 101.11111111111111)","(91.0, 190.0, 186.25)"
05-01-2023 17:32:53.443745,"(3.1, 3.6, 3.5879518072289156)","(31.0, 44.0, 42.83870967741935)","(10.0, 13.5, 13.425531914893616)","(2.6, 3.15, 3.128779069767442)","(8.0, 10.5, 10.429824561403509)","(21.0, 34.0, 31.085714285714285)","(5.0, 6.4, 6.288888888888889)","(61.0, 110.0, 101.11111111111111)","(91.0, 230.0, 223.63636363636363)"
05-01-2023 17:32:54.638028,"(3.1, 3.6, 3.5879518072289156)","(31.0, 44.0, 42.83870967741935)","(10.0, 13.5, 13.425531914893616)","(2.6, 3.15, 3.128779069767442)","(8.0, 10.5, 10.429824561403509)","(21.0, 34.0, 31.085714285714285)","(5.0, 6.4, 6.288888888888889)","(61.0, 110.0, 101.11111111111111)","(91.0, 230.0, 206.66666666666666)"
05-01-2023 17:32:55.790568,"(3.1, 3.6, 3.5875)","(31.0, 44.0, 42.83870967741935)","(10.0, 13.5, 13.425531914893616)","(2.6, 3.15, 3.1273480662983424)","(8.0, 10.5, 10.32638888888889)","(21.0, 32.0, 31.46153846153846)","(5.0, 6.4, 6.288888888888889)","(61.0, 110.0, 101.11111111111111)","(91.0, 220.0, 206.66666666666666)"
05-01-2023 17:32:57.133069,"(3.1, 3.65, 3.5936170212765957)","(31.0, 44.0, 40.57142857142857)","(10.0, 13.5, 13.487804878048781)","(2.6, 3.1, 3.0760869565217392)","(8.0, 10.5, 10.394736842105264)","(21.0, 34.0, 31.076923076923077)","(5.0, 6.4, 6.335238095238095)","(61.0, 100.0, 92.85714285714286)","(91.0, 220.0, 212.0)"
05-01-2023 17:32:58.327647,"(3.1, 3.65, 3.5936170212765957)","(31.0, 44.0, 40.57142857142857)","(10.0, 13.5, 13.48611111111111)","(2.6, 3.1, 3.080208333333333)","(8.0, 10.5, 10.428571428571429)","(21.0, 34.0, 31.076923076923077)","(5.0, 6.4, 6.335238095238095)","(61.0, 100.0, 94.23076923076923)","(91.0, 220.0, 213.33333333333334)"
05-01-2023 17:32:59.531779,"(3.1, 3.65, 3.5936170212765957)","(31.0, 44.0, 40.57142857142857)","(10.0, 13.5, 13.483870967741936)","(2.6, 3.1, 3.080208333333333)","(8.0, 11.0, 10.42056074766355)","(21.0, 34.0, 31.063291139240505)","(5.0, 6.4, 6.333333333333334)","(61.0, 100.0, 94.23076923076923)","(91.0, 220.0, 213.33333333333334)"
05-01-2023 17:33:00.678918,"(3.1, 3.65, 3.5936170212765957)","(31.0, 44.0, 40.57142857142857)","(10.0, 13.5, 13.483870967741936)","(2.6, 3.1, 3.0914012738853502)","(8.0, 11.0, 9.885714285714286)","(21.0, 34.0, 31.063291139240505)","(5.0, 6.4, 6.3545454545454545)","(61.0, 100.0, 94.23076923076923)","(91.0, 220.0, 216.66666666666666)"
05-01-2023 17:33:01.844554,"(3.1, 3.65, 3.607766990291262)","(31.0, 44.0, 40.57142857142857)","(10.0, 13.5, 13.483870967741936)","(2.6, 3.1, 3.0914012738853502)","(8.0, 10.0, 9.861764705882354)","(21.0, 34.0, 31.063291139240505)","(5.0, 6.4, 6.423076923076923)","(61.0, 100.0, 89.28571428571429)","(91.0, 230.0, 220.0)"
05-01-2023 17:33:02.960673,"(3.1, 3.65, 3.6086734693877554)","(31.0, 44.0, 42.61538461538461)","(10.0, 14.0, 13.62037037037037)","(2.6, 3.1, 3.0675977653631286)","(8.0, 10.5, 10.048543689320388)","(21.0, 34.0, 31.063291139240505)","(5.0, 6.6, 6.379245283018868)","(61.0, 100.0, 89.375)","(91.0, 230.0, 220.0)"
05-01-2023 17:33:04.099807,"(3.1, 3.65, 3.608018867924528)","(31.0, 42.0, 41.5)","(10.0, 14.0, 13.470588235294118)","(2.6, 3.1, 3.0741697416974167)","(8.0, 10.5, 10.048543689320388)","(21.0, 34.0, 31.063291139240505)","(5.0, 6.4, 6.406382978723404)","(61.0, 95.0, 88.82352941176471)","(91.0, 230.0, 220.0)"
05-01-2023 17:33:05.257446,"(3.1, 3.65, 3.6202380952380953)","(31.0, 42.0, 41.5)","(10.0, 13.5, 13.327868852459016)","(2.6, 3.1, 3.080045871559633)","(8.0, 10.5, 10.036036036036036)","(21.0, 34.0, 31.063291139240505)","(5.0, 6.6, 6.4074866310160425)","(61.0, 95.0, 88.33333333333333)","(91.0, 230.0, 220.0)"
05-01-2023 17:33:06.422448,"(3.1, 3.65, 3.6202380952380953)","(31.0, 42.0, 41.5)","(10.0, 13.5, 13.294117647058824)","(2.6, 3.1, 3.08275)","(8.0, 10.5, 10.036036036036036)","(21.0, 34.0, 31.166666666666668)","(5.0, 6.6, 6.4074866310160425)","(61.0, 90.0, 88.33333333333333)","(101.0, 230.0, 220.0)"
05-01-2023 17:33:07.610877,"(3.1, 3.65, 3.61875)","(31.0, 42.0, 41.5)","(10.0, 13.5, 13.294117647058824)","(2.6, 3.1, 3.0935754189944134)","(8.0, 10.5, 10.036036036036036)","(21.0, 34.0, 31.085714285714285)","(5.0, 6.6, 6.4131868131868135)","(61.0, 90.0, 88.33333333333333)","(101.0, 230.0, 220.0)"
05-01-2023 17:33:08.729374,"(3.1, 3.65, 3.61875)","(31.0, 42.0, 40.8)","(10.0, 13.5, 13.294117647058824)","(2.6, 3.1, 3.0935754189944134)","(8.0, 10.5, 10.036036036036036)","(21.0, 34.0, 31.085714285714285)","(5.0, 6.6, 6.4131868131868135)","(61.0, 90.0, 88.33333333333333)","(101.0, 230.0, 220.0)"
05-01-2023 17:33:09.792830,"(3.1, 3.65, 3.61875)","(31.0, 42.0, 40.8)","(10.0, 13.5, 13.294117647058824)","(2.6, 3.1, 3.0798165137614677)","(8.0, 10.5, 10.036036036036036)","(21.0, 34.0, 31.085714285714285)","(5.0, 6.6, 6.44297520661157)","(61.0, 90.0, 86.66666666666667)","(101.0, 230.0, 220.0)"
05-01-2023 17:33:10.900403,"(3.1, 3.65, 3.61875)","(31.0, 42.0, 40.8)","(10.0, 13.5, 13.294117647058824)","(2.6, 3.1, 3.0798165137614677)","(8.0, 10.5, 10.036036036036036)","(21.0, 34.0, 31.085714285714285)","(5.0, 6.6, 6.453846153846154)","(61.0, 90.0, 86.66666666666667)","(101.0, 230.0, 220.0)"
05-01-2023 17:33:11.975241,"(3.1, 3.65, 3.613235294117647)","(31.0, 42.0, 40.8)","(10.0, 13.5, 13.294117647058824)","(2.6, 3.1, 3.077310924369748)","(8.0, 10.5, 10.036036036036036)","(21.0, 34.0, 31.085714285714285)","(5.0, 6.6, 6.457377049180328)","(61.0, 90.0, 86.66666666666667)","(101.0, 230.0, 215.0)"
05-01-2023 17:33:13.241546,"(3.1, 3.65, 3.5945652173913043)","(31.0, 42.0, 40.8)","(10.0, 13.5, 13.294117647058824)","(2.6, 3.1, 3.081512605042017)","(8.0, 10.5, 10.036036036036036)","(21.0, 34.0, 31.384615384615383)","(5.0, 6.6, 6.471111111111111)","(61.0, 90.0, 86.66666666666667)","(101.0, 230.0, 215.0)"
05-01-2023 17:33:14.613266,"(3.1, 3.6, 3.597093023255814)","(31.0, 42.0, 40.8)","(10.0, 13.5, 13.394736842105264)","(2.6, 3.1, 3.0807017543859647)","(8.0, 10.5, 10.036036036036036)","(21.0, 34.0, 31.384615384615383)","(5.0, 6.6, 6.471111111111111)","(61.0, 90.0, 86.66666666666667)","(101.0, 230.0, 215.0)"
05-01-2023 17:33:15.813842,"(3.1, 3.6, 3.597093023255814)","(31.0, 42.0, 40.8)","(10.0, 13.5, 13.394736842105264)","(2.6, 3.1, 3.0807017543859647)","(8.0, 10.5, 10.036036036036036)","(21.0, 34.0, 31.384615384615383)","(5.0, 6.6, 6.471111111111111)","(61.0, 90.0, 86.66666666666667)","(101.0, 230.0, 215.0)"
05-01-2023 17:33:17.067625,"(3.1, 3.6, 3.5969512195121953)","(31.0, 42.0, 40.8)","(10.0, 13.5, 13.394736842105264)","(2.6, 3.1, 3.0807017543859647)","(8.0, 10.5, 10.036036036036036)","(21.0, 34.0, 31.384615384615383)","(5.0, 6.6, 6.475714285714286)","(61.0, 90.0, 86.66666666666667)","(101.0, 230.0, 215.0)"
05-01-2023 17:33:18.310767,"(3.1, 3.6, 3.5969512195121953)","(31.0, 42.0, 40.8)","(10.0, 13.5, 13.397435897435898)","(2.6, 3.1, 3.0807017543859647)","(8.0, 10.5, 10.084677419354838)","(21.0, 34.0, 31.4025974025974)","(5.0, 6.6, 6.5011363636363635)","(61.0, 90.0, 80.35087719298245)","(101.0, 230.0, 215.0)"
05-01-2023 17:33:19.536645,"(3.1, 3.6, 3.576293103448276)","(31.0, 42.0, 41.36)","(10.0, 13.5, 13.640350877192983)","(2.6, 3.05, 3.074200913242009)","(8.0, 10.5, 10.040178571428571)","(21.0, 34.0, 31.8)","(5.0, 6.6, 6.481538461538461)","(61.0, 85.0, 80.35087719298245)","(101.0, 230.0, 215.0)"
05-01-2023 17:33:20.826275,"(3.1, 3.6, 3.5754166666666665)","(26.0, 42.0, 41.36)","(10.0, 14.0, 13.640350877192983)","(2.6, 3.1, 3.0620805369127515)","(8.0, 10.5, 10.040178571428571)","(21.0, 32.0, 31.5)","(5.0, 6.6, 6.481538461538461)","(61.0, 85.0, 80.35087719298245)","(101.0, 230.0, 215.0)"
05-01-2023 17:33:21.994494,"(3.1, 3.6, 3.5754166666666665)","(26.0, 42.0, 41.36)","(10.0, 14.0, 13.640350877192983)","(2.6, 3.1, 3.0620805369127515)","(8.0, 10.5, 10.040178571428571)","(21.0, 32.0, 31.741935483870968)","(5.0, 6.6, 6.481538461538461)","(61.0, 85.0, 81.0)","(101.0, 230.0, 215.0)"
05-01-2023 17:33:23.203602,"(3.1, 3.6, 3.567941176470588)","(26.0, 42.0, 41.36)","(10.0, 14.0, 13.640350877192983)","(2.6, 3.1, 3.059393939393939)","(8.0, 10.5, 10.031818181818181)","(21.0, 32.0, 31.285714285714285)","(5.0, 6.6, 6.484210526315789)","(61.0, 85.0, 81.0)","(101.0, 230.0, 215.0)"
05-01-2023 17:33:24.428449,"(3.1, 3.6, 3.5673652694610776)","(26.0, 42.0, 40.8)","(10.0, 14.0, 13.648148148148149)","(2.6, 3.1, 3.021383647798742)","(8.0, 10.5, 10.108108108108109)","(21.0, 34.0, 31.270588235294117)","(5.0, 6.6, 6.517142857142857)","(61.0, 85.0, 80.8695652173913)","(101.0, 230.0, 215.0)"
05-01-2023 17:33:25.557270,"(3.1, 3.6, 3.5755395683453237)","(26.0, 42.0, 40.8)","(10.0, 14.0, 13.648148148148149)","(2.6, 3.05, 3.0685483870967745)","(8.0, 10.5, 10.108108108108109)","(21.0, 34.0, 31.44578313253012)","(5.0, 6.6, 6.517142857142857)","(61.0, 85.0, 80.55555555555556)","(101.0, 230.0, 215.0)"
05-01-2023 17:33:26.717045,"(3.1, 3.6, 3.5755395683453237)","(26.0, 42.0, 40.8)","(10.0, 14.0, 13.648148148148149)","(2.6, 3.1, 3.05125)","(8.0, 10.5, 10.0)","(21.0, 34.0, 31.35)","(5.0, 6.6, 6.517142857142857)","(61.0, 85.0, 80.55555555555556)","(101.0, 230.0, 215.0)"
