,No Personality,Tick And Flick,Vecna,Singing Gunn,Fingal Bay,Lifes A Vision,Always Broke,Rhino Buster
08-01-2023 18:09:40.849396,"(3.4, 4.3, 4.05)","(7.5, 9.0, 8.466666666666667)","(7.0, 11.5, 11.467391304347826)","(3.7, 4.7, 4.6571428571428575)","(5.0, 6.2, 5.923076923076923)","(6.5, 8.2, 7.8999999999999995)","(19.0, 36.0, 34.21052631578947)","(41.0, 130.0, 103.75)"
08-01-2023 18:09:42.105329,"(3.4, 4.3, 4.09)","(7.5, 9.0, 8.466666666666667)","(7.0, 11.5, 11.467391304347826)","(3.7, 4.7, 4.607692307692308)","(5.0, 6.2, 5.948837209302326)","(6.5, 8.2, 7.844444444444444)","(19.0, 36.0, 34.583333333333336)","(41.0, 130.0, 103.75)"
08-01-2023 18:09:43.335525,"(3.4, 4.3, 4.09)","(7.5, 9.0, 8.466666666666667)","(7.0, 11.5, 11.463414634146341)","(3.7, 4.7, 4.607692307692308)","(5.0, 6.2, 5.948837209302326)","(6.5, 8.2, 7.763636363636363)","(19.0, 36.0, 34.38095238095238)","(41.0, 130.0, 103.75)"
08-01-2023 18:09:44.582111,"(3.4, 4.3, 4.09)","(7.5, 9.0, 8.345454545454546)","(7.0, 11.5, 11.463414634146341)","(3.7, 4.7, 4.6571428571428575)","(5.0, 6.2, 5.923076923076923)","(6.5, 8.2, 7.8999999999999995)","(19.0, 36.0, 34.38095238095238)","(41.0, 130.0, 103.75)"
08-01-2023 18:09:45.800116,"(3.4, 4.3, 4.09)","(7.5, 9.0, 8.466666666666667)","(7.0, 11.5, 11.886363636363637)","(3.7, 4.7, 4.659090909090909)","(5.0, 6.2, 5.923076923076923)","(6.5, 8.2, 7.8999999999999995)","(19.0, 36.0, 34.111111111111114)","(41.0, 130.0, 103.75)"
08-01-2023 18:09:47.003901,"(3.4, 4.3, 4.062)","(7.5, 9.0, 8.466666666666667)","(7.0, 12.0, 11.886363636363637)","(3.7, 4.7, 4.603571428571429)","(5.0, 6.2, 5.923076923076923)","(6.5, 8.2, 7.763636363636363)","(19.0, 36.0, 34.21052631578947)","(41.0, 130.0, 103.75)"
08-01-2023 18:09:48.223535,"(3.4, 4.3, 4.062)","(7.5, 9.0, 8.466666666666667)","(7.0, 12.0, 11.9)","(3.7, 4.7, 4.6375)","(5.0, 6.2, 5.923076923076923)","(6.5, 8.2, 7.8999999999999995)","(19.0, 36.0, 34.583333333333336)","(41.0, 130.0, 103.75)"
08-01-2023 18:09:49.502786,"(3.4, 4.2, 4.15)","(7.5, 9.0, 8.345454545454546)","(7.0, 12.0, 11.913793103448276)","(3.7, 4.7, 4.59)","(5.0, 6.2, 5.923076923076923)","(6.5, 8.2, 7.942857142857142)","(19.0, 36.0, 34.21052631578947)","(41.0, 130.0, 103.75)"
08-01-2023 18:09:50.810208,"(3.4, 4.2, 4.15)","(7.5, 9.0, 8.345454545454546)","(7.0, 12.0, 11.935897435897436)","(3.7, 4.7, 4.59)","(5.0, 6.2, 5.923076923076923)","(6.5, 8.2, 7.84)","(19.0, 36.0, 34.21052631578947)","(41.0, 130.0, 103.75)"
08-01-2023 18:09:51.993841,"(3.4, 4.2, 4.15)","(7.5, 9.0, 8.428571428571429)","(7.0, 12.0, 11.930555555555555)","(3.7, 4.7, 4.59)","(5.0, 6.2, 5.923076923076923)","(6.5, 8.2, 8.028571428571428)","(19.0, 36.0, 34.38095238095238)","(41.0, 130.0, 102.0)"
08-01-2023 18:09:53.186453,"(3.4, 4.2, 4.175)","(7.5, 9.0, 8.485714285714286)","(7.0, 12.0, 11.930555555555555)","(3.7, 4.7, 4.59)","(5.0, 6.2, 5.923076923076923)","(6.5, 8.2, 7.885714285714285)","(19.0, 36.0, 34.38095238095238)","(41.0, 130.0, 102.0)"
08-01-2023 18:09:54.398955,"(3.4, 4.2, 4.158333333333333)","(7.5, 9.2, 8.317647058823528)","(7.0, 12.0, 11.930555555555555)","(3.7, 4.7, 4.59)","(5.0, 6.2, 5.923076923076923)","(6.5, 8.2, 7.885714285714285)","(19.0, 36.0, 34.45454545454545)","(41.0, 130.0, 102.0)"
08-01-2023 18:09:55.695309,"(3.4, 4.2, 4.158333333333333)","(7.5, 9.2, 8.345454545454546)","(7.0, 12.0, 11.939024390243903)","(3.7, 4.7, 4.59)","(5.0, 6.2, 5.93)","(6.5, 8.2, 7.8999999999999995)","(19.0, 36.0, 34.583333333333336)","(41.0, 130.0, 102.0)"
08-01-2023 18:09:57.016270,"(3.4, 4.1, 4.035714285714286)","(7.5, 9.0, 8.466666666666667)","(7.0, 12.0, 11.939024390243903)","(3.7, 4.7, 4.596551724137932)","(5.0, 6.2, 5.93)","(6.5, 8.2, 7.8999999999999995)","(19.0, 36.0, 34.21052631578947)","(41.0, 130.0, 102.0)"
08-01-2023 18:09:58.227575,"(3.4, 4.1, 4.035714285714286)","(7.5, 9.0, 8.466666666666667)","(7.0, 12.0, 11.939024390243903)","(3.7, 4.7, 4.596551724137932)","(5.0, 6.2, 5.93)","(6.5, 8.2, 7.872727272727272)","(19.0, 36.0, 34.21052631578947)","(41.0, 130.0, 102.0)"
08-01-2023 18:09:59.334463,"(3.4, 4.1, 4.0)","(7.5, 9.0, 8.466666666666667)","(7.0, 12.0, 11.939024390243903)","(3.7, 4.7, 4.596551724137932)","(5.0, 6.2, 5.93)","(6.5, 8.2, 7.872727272727272)","(19.0, 36.0, 34.583333333333336)","(41.0, 130.0, 102.0)"
08-01-2023 18:10:00.581748,"(3.4, 4.1, 3.992857142857143)","(7.5, 9.0, 8.345454545454546)","(7.0, 12.0, 11.939024390243903)","(3.7, 4.7, 4.596551724137932)","(5.0, 6.2, 5.93)","(6.5, 8.2, 7.872727272727272)","(19.0, 36.0, 34.111111111111114)","(41.0, 130.0, 107.5)"
08-01-2023 18:10:01.850236,"(3.4, 4.1, 4.01)","(7.5, 9.0, 8.466666666666667)","(7.0, 12.0, 11.939024390243903)","(3.7, 4.7, 4.596551724137932)","(5.0, 6.2, 5.93)","(6.5, 8.2, 7.872727272727272)","(19.0, 36.0, 34.111111111111114)","(41.0, 120.0, 107.5)"
08-01-2023 18:10:03.109025,"(3.4, 4.1, 4.01)","(7.5, 9.0, 8.6)","(7.0, 12.0, 11.939024390243903)","(3.7, 4.7, 4.596551724137932)","(5.0, 6.2, 5.93)","(6.5, 8.2, 7.75)","(19.0, 36.0, 34.111111111111114)","(41.0, 120.0, 107.5)"
08-01-2023 18:10:04.425350,"(3.4, 4.1, 4.01)","(7.5, 9.0, 8.377777777777776)","(7.0, 12.0, 11.946808510638299)","(3.7, 4.7, 4.596551724137932)","(5.0, 6.2, 5.93)","(6.5, 8.2, 7.75)","(19.0, 36.0, 34.583333333333336)","(41.0, 120.0, 107.5)"
08-01-2023 18:10:05.749709,"(3.4, 4.1, 4.01)","(7.5, 9.0, 8.377777777777776)","(7.0, 12.0, 11.946808510638299)","(3.7, 4.7, 4.596551724137932)","(5.0, 6.2, 5.93)","(6.5, 8.2, 7.75)","(19.0, 36.0, 34.583333333333336)","(41.0, 120.0, 107.5)"
08-01-2023 18:10:07.095062,"(3.3, 4.1, 4.01)","(7.0, 9.0, 8.6)","(8.0, 12.0, 11.946808510638299)","(3.7, 4.7, 4.596551724137932)","(5.0, 6.2, 5.93)","(6.5, 8.2, 7.951724137931034)","(21.0, 36.0, 34.21052631578947)","(51.0, 120.0, 103.75)"
08-01-2023 18:10:08.387607,"(3.3, 4.1, 4.01)","(7.0, 9.0, 8.377777777777776)","(8.0, 12.0, 11.946808510638299)","(3.7, 4.7, 4.596551724137932)","(5.0, 6.2, 5.93)","(6.5, 8.2, 7.857142857142857)","(21.0, 36.0, 34.583333333333336)","(51.0, 130.0, 103.75)"
08-01-2023 18:10:09.704933,"(3.3, 4.1, 4.01)","(7.0, 9.0, 8.377777777777776)","(8.0, 12.0, 11.946808510638299)","(3.7, 4.7, 4.596551724137932)","(5.0, 6.2, 5.93)","(6.5, 8.2, 7.872727272727272)","(21.0, 36.0, 34.111111111111114)","(51.0, 130.0, 103.75)"
08-01-2023 18:10:10.993695,"(3.3, 4.1, 4.01)","(7.0, 9.0, 8.6)","(8.0, 12.0, 11.939024390243903)","(3.7, 4.7, 4.596551724137932)","(5.0, 6.2, 5.93)","(6.5, 8.2, 7.872727272727272)","(21.0, 36.0, 34.111111111111114)","(51.0, 130.0, 103.75)"
08-01-2023 18:10:12.269594,"(3.3, 4.1, 4.01)","(7.0, 9.0, 8.6)","(8.0, 12.0, 11.946808510638299)","(3.7, 4.7, 4.596551724137932)","(5.0, 6.2, 5.93)","(6.5, 8.2, 7.872727272727272)","(21.0, 36.0, 34.21052631578947)","(51.0, 130.0, 103.75)"
08-01-2023 18:10:13.543640,"(3.3, 4.1, 4.01)","(7.0, 9.0, 8.377777777777776)","(8.0, 12.0, 11.946808510638299)","(3.7, 4.7, 4.596551724137932)","(5.0, 6.2, 5.8914285714285715)","(6.5, 8.2, 7.872727272727272)","(21.0, 36.0, 34.21052631578947)","(51.0, 130.0, 103.75)"
08-01-2023 18:10:14.822065,"(3.3, 4.1, 4.01)","(7.0, 9.0, 8.6)","(8.0, 12.0, 11.946808510638299)","(3.7, 4.7, 4.596551724137932)","(5.0, 6.2, 5.93)","(6.5, 8.2, 7.872727272727272)","(21.0, 36.0, 34.21052631578947)","(51.0, 130.0, 103.75)"
08-01-2023 18:10:16.145460,"(3.3, 4.1, 4.0058823529411764)","(7.0, 9.0, 8.6)","(8.0, 12.0, 12.41304347826087)","(3.7, 4.7, 4.596551724137932)","(5.0, 6.2, 5.93)","(6.5, 8.2, 7.872727272727272)","(21.0, 36.0, 34.583333333333336)","(51.0, 130.0, 103.75)"
08-01-2023 18:10:17.442136,"(3.3, 4.1, 4.0058823529411764)","(7.0, 9.0, 8.6)","(8.0, 12.5, 12.472972972972974)","(3.7, 4.7, 4.596551724137932)","(5.0, 6.2, 5.93)","(6.5, 8.2, 7.872727272727272)","(21.0, 36.0, 34.52173913043478)","(51.0, 130.0, 107.5)"
08-01-2023 18:10:18.782729,"(3.3, 4.1, 4.0058823529411764)","(7.0, 9.0, 8.377777777777776)","(8.0, 12.5, 12.445945945945946)","(3.7, 4.7, 4.596551724137932)","(5.0, 6.2, 5.93)","(6.5, 8.2, 7.872727272727272)","(21.0, 36.0, 34.111111111111114)","(51.0, 120.0, 107.5)"
08-01-2023 18:10:20.031516,"(3.3, 4.1, 4.038461538461538)","(7.0, 9.0, 8.377777777777776)","(8.0, 12.5, 12.445945945945946)","(3.7, 4.7, 4.58235294117647)","(5.0, 6.2, 5.93)","(6.5, 8.2, 7.872727272727272)","(21.0, 36.0, 34.111111111111114)","(51.0, 120.0, 107.5)"
08-01-2023 18:10:21.310493,"(3.3, 4.1, 4.0058823529411764)","(7.0, 9.0, 8.6)","(8.0, 12.5, 12.470588235294118)","(3.7, 4.7, 4.58235294117647)","(5.0, 6.2, 5.93)","(6.5, 8.2, 7.872727272727272)","(21.0, 36.0, 34.583333333333336)","(51.0, 120.0, 102.0)"
08-01-2023 18:10:22.577795,"(3.3, 4.1, 3.9857142857142853)","(7.0, 9.0, 8.6)","(8.0, 12.5, 12.470588235294118)","(3.7, 4.7, 4.58235294117647)","(5.0, 6.2, 5.93)","(6.5, 8.2, 7.872727272727272)","(21.0, 36.0, 34.73684210526316)","(51.0, 130.0, 102.0)"
08-01-2023 18:10:23.923213,"(3.3, 4.1, 3.9857142857142853)","(7.0, 9.0, 8.377777777777776)","(8.0, 12.5, 12.25)","(3.7, 4.7, 4.58235294117647)","(5.0, 6.2, 5.93)","(6.5, 8.2, 7.84)","(21.0, 36.0, 42.0)","(51.0, 130.0, 102.0)"
08-01-2023 18:10:25.295355,"(3.3, 4.1, 3.9857142857142853)","(7.0, 9.0, 8.377777777777776)","(8.0, 13.0, 12.472222222222221)","(3.7, 4.7, 4.58235294117647)","(5.0, 6.2, 5.93)","(6.5, 8.2, 7.84)","(21.0, 48.0, 40.0)","(51.0, 130.0, 102.0)"
08-01-2023 18:10:26.624391,"(3.3, 4.1, 3.9857142857142853)","(7.0, 9.0, 8.377777777777776)","(8.0, 12.5, 12.472222222222221)","(3.7, 4.7, 4.58235294117647)","(5.0, 6.2, 5.93)","(6.5, 8.2, 7.84)","(21.0, 48.0, 38.5)","(51.0, 130.0, 102.0)"
08-01-2023 18:10:28.015898,"(3.3, 4.1, 3.9857142857142853)","(7.0, 9.0, 8.3)","(8.0, 12.5, 12.472222222222221)","(3.7, 4.7, 4.58235294117647)","(5.0, 6.2, 5.93)","(6.5, 8.2, 7.84)","(21.0, 46.0, 38.5)","(51.0, 130.0, 102.0)"
08-01-2023 18:10:29.375721,"(3.3, 4.1, 3.9857142857142853)","(7.0, 9.0, 8.4)","(8.0, 12.5, 13.055555555555555)","(3.7, 4.7, 4.58235294117647)","(5.0, 6.2, 5.93)","(6.5, 8.2, 7.84)","(21.0, 46.0, 38.888888888888886)","(51.0, 130.0, 102.0)"
08-01-2023 18:10:30.790383,"(3.3, 4.0, 3.9857142857142858)","(7.0, 9.0, 8.846153846153847)","(8.0, 13.5, 13.307692307692308)","(3.7, 4.7, 4.58235294117647)","(5.0, 6.2, 5.93)","(6.5, 8.2, 7.828571428571428)","(21.0, 46.0, 41.0)","(51.0, 130.0, 102.0)"
08-01-2023 18:10:32.360444,"(3.3, 4.0, 3.9875)","(7.0, 9.0, 8.377777777777776)","(8.0, 14.0, 13.25)","(3.7, 4.7, 4.58235294117647)","(5.0, 6.2, 5.93)","(6.5, 8.0, 7.752941176470588)","(21.0, 44.0, 42.0)","(51.0, 130.0, 103.75)"
08-01-2023 18:10:34.046256,"(3.3, 4.0, 3.9)","(7.0, 9.0, 8.575)","(8.0, 14.0, 13.7)","(3.7, 4.7, 4.58235294117647)","(5.0, 6.2, 5.923076923076923)","(6.5, 8.0, 7.635294117647059)","(21.0, 44.0, 43.0)","(51.0, 130.0, 103.75)"
08-01-2023 18:10:35.613326,"(3.3, 4.0, 3.9)","(7.0, 9.2, 8.399999999999999)","(8.0, 14.0, 14.171875)","(3.7, 4.7, 4.58235294117647)","(5.0, 6.2, 5.923076923076923)","(6.5, 7.8, 7.670967741935484)","(21.0, 42.0, 40.0)","(51.0, 130.0, 102.0)"
08-01-2023 18:10:37.225640,"(3.3, 4.0, 3.9)","(7.0, 9.2, 8.381818181818181)","(8.0, 14.5, 14.171875)","(3.7, 4.7, 4.58235294117647)","(5.0, 6.2, 5.923076923076923)","(6.5, 7.8, 7.670967741935484)","(21.0, 42.0, 40.0)","(51.0, 130.0, 102.0)"
08-01-2023 18:10:38.545835,"(3.3, 4.0, 3.9)","(7.0, 9.2, 8.381818181818181)","(8.0, 14.5, 13.916666666666666)","(3.7, 4.7, 4.58235294117647)","(5.0, 6.2, 5.923076923076923)","(6.5, 7.8, 7.618181818181818)","(21.0, 42.0, 40.0)","(51.0, 130.0, 103.33333333333333)"
08-01-2023 18:10:39.810801,"(3.3, 4.0, 3.9)","(7.0, 9.2, 8.381818181818181)","(8.0, 14.5, 13.954545454545455)","(3.7, 4.7, 4.58235294117647)","(5.0, 6.2, 5.923076923076923)","(6.5, 7.8, 7.633333333333333)","(21.0, 42.0, 40.0)","(51.0, 120.0, 102.5)"
08-01-2023 18:10:41.125133,"(3.3, 4.0, 3.9)","(7.0, 9.2, 8.447058823529412)","(8.0, 14.0, 13.85)","(3.7, 4.7, 4.575)","(5.0, 6.2, 5.99)","(6.5, 7.8, 7.657142857142857)","(21.0, 42.0, 41.14285714285714)","(51.0, 110.0, 113.75)"
08-01-2023 18:10:42.522397,"(3.3, 4.0, 3.925)","(7.0, 9.2, 8.258823529411764)","(8.0, 14.0, 13.982142857142858)","(3.7, 4.7, 4.575)","(5.0, 6.0, 5.99)","(6.5, 7.8, 7.657142857142857)","(21.0, 42.0, 41.14285714285714)","(51.0, 120.0, 102.5)"
08-01-2023 18:10:43.909992,"(3.3, 4.0, 3.925)","(7.0, 9.2, 8.447058823529412)","(8.0, 14.0, 14.375)","(3.7, 4.7, 4.636363636363637)","(5.0, 6.0, 5.863636363636363)","(6.5, 7.8, 7.633333333333333)","(21.0, 42.0, 41.14285714285714)","(51.0, 110.0, 102.5)"
08-01-2023 18:10:45.270617,"(3.3, 3.95, 3.875)","(7.0, 9.2, 8.56)","(8.0, 14.5, 14.256756756756756)","(3.7, 4.8, 4.636363636363637)","(5.0, 6.0, 5.863636363636363)","(6.5, 7.8, 7.644444444444444)","(21.0, 42.0, 41.14285714285714)","(51.0, 110.0, 102.5)"
08-01-2023 18:10:46.593947,"(3.3, 3.95, 3.931818181818182)","(7.0, 9.2, 8.5)","(8.0, 14.5, 14.256756756756756)","(3.7, 4.8, 4.6034482758620685)","(5.0, 6.0, 5.833333333333333)","(6.5, 8.0, 7.657142857142857)","(21.0, 42.0, 39.0)","(51.0, 110.0, 102.5)"
08-01-2023 18:10:47.883457,"(3.3, 4.0, 3.9)","(7.0, 9.0, 8.5)","(8.0, 14.5, 14.2)","(3.7, 4.8, 4.6034482758620685)","(5.0, 6.0, 5.833333333333333)","(6.5, 7.8, 7.633333333333333)","(21.0, 42.0, 41.578947368421055)","(51.0, 110.0, 99.16666666666667)"
08-01-2023 18:10:49.179396,"(3.3, 4.0, 3.966666666666667)","(7.0, 9.0, 8.5)","(8.0, 14.5, 14.428571428571429)","(3.7, 4.8, 4.666666666666667)","(5.0, 6.0, 5.823529411764706)","(6.5, 7.8, 7.742307692307692)","(21.0, 42.0, 39.0)","(51.0, 120.0, 99.16666666666667)"
08-01-2023 18:10:50.500831,"(3.3, 3.95, 3.92)","(7.0, 9.0, 8.5)","(8.0, 14.5, 14.428571428571429)","(3.7, 4.7, 4.5588235294117645)","(5.0, 6.0, 5.823529411764706)","(6.5, 7.8, 7.447058823529412)","(21.0, 42.0, 39.0)","(51.0, 120.0, 102.0)"
08-01-2023 18:10:51.830798,"(3.3, 3.95, 3.90625)","(7.0, 9.0, 8.5)","(8.0, 14.5, 14.472222222222221)","(3.7, 4.7, 4.5588235294117645)","(5.0, 6.0, 6.1716535433070865)","(6.5, 7.8, 7.657142857142857)","(21.0, 42.0, 39.0)","(51.0, 130.0, 102.0)"
08-01-2023 18:10:53.207714,"(3.3, 4.0, 3.86875)","(7.0, 9.0, 8.294117647058822)","(8.0, 14.5, 14.482142857142858)","(3.7, 4.7, 4.511764705882353)","(5.0, 6.2, 6.186153846153847)","(6.5, 7.8, 7.42)","(21.0, 42.0, 39.0)","(51.0, 130.0, 102.0)"
08-01-2023 18:10:54.472735,"(3.3, 4.0, 3.9416666666666664)","(7.0, 9.0, 8.294117647058822)","(8.0, 14.5, 14.482142857142858)","(3.7, 4.7, 4.576923076923077)","(5.0, 6.2, 6.378294573643411)","(6.5, 7.8, 7.254545454545455)","(21.0, 42.0, 39.0)","(51.0, 130.0, 106.66666666666667)"
08-01-2023 18:10:55.761901,"(3.3, 3.95, 3.9108695652173915)","(7.0, 9.0, 8.294117647058822)","(8.0, 14.5, 14.482142857142858)","(3.7, 4.7, 4.5476190476190474)","(5.0, 6.4, 6.3812500000000005)","(6.5, 7.4, 7.254545454545455)","(21.0, 42.0, 39.0)","(51.0, 130.0, 106.0)"
08-01-2023 18:10:57.059080,"(3.3, 3.95, 3.9026315789473687)","(7.0, 9.0, 8.294117647058822)","(8.0, 14.5, 14.482142857142858)","(3.7, 4.7, 4.5476190476190474)","(5.0, 6.4, 6.3812500000000005)","(6.5, 7.4, 7.254545454545455)","(21.0, 42.0, 39.0)","(51.0, 130.0, 106.0)"
08-01-2023 18:10:58.430081,"(3.3, 3.95, 3.9026315789473687)","(7.0, 9.0, 8.294117647058822)","(8.0, 14.5, 14.482142857142858)","(3.7, 4.7, 4.593333333333334)","(5.0, 6.4, 6.3812500000000005)","(6.5, 7.4, 7.183333333333334)","(21.0, 42.0, 39.0)","(51.0, 130.0, 118.0)"
08-01-2023 18:10:59.808875,"(3.3, 3.95, 3.9026315789473687)","(7.0, 9.0, 8.294117647058822)","(8.0, 14.5, 15.191176470588236)","(3.7, 4.7, 4.614285714285715)","(5.0, 6.4, 6.3812500000000005)","(6.5, 7.2, 7.1)","(21.0, 42.0, 39.0)","(51.0, 130.0, 124.0)"
08-01-2023 18:11:01.105203,"(3.3, 3.95, 3.9026315789473687)","(7.0, 9.0, 8.466666666666667)","(8.0, 15.5, 14.771428571428572)","(3.7, 4.7, 4.614285714285715)","(5.0, 6.4, 6.3812500000000005)","(6.5, 7.2, 7.1)","(21.0, 42.0, 39.0)","(51.0, 130.0, 119.0909090909091)"
08-01-2023 18:11:02.407855,"(3.3, 3.95, 3.9026315789473687)","(7.0, 9.2, 8.471428571428572)","(8.0, 15.0, 15.444444444444445)","(3.7, 4.7, 4.65)","(5.0, 6.4, 6.3812500000000005)","(6.5, 7.2, 7.1)","(21.0, 42.0, 39.0)","(51.0, 130.0, 115.0)"
08-01-2023 18:11:03.655812,"(3.3, 3.95, 3.9026315789473687)","(7.0, 9.4, 8.447058823529412)","(8.0, 15.5, 14.838709677419354)","(3.7, 4.7, 4.609090909090909)","(5.0, 6.4, 6.3812500000000005)","(6.5, 7.2, 7.075862068965518)","(21.0, 42.0, 41.578947368421055)","(51.0, 130.0, 115.0)"
08-01-2023 18:11:05.454978,"(3.3, 3.95, 3.9026315789473687)","(7.0, 9.2, 8.31111111111111)","(8.0, 15.0, 15.026315789473685)","(3.7, 4.7, 4.609090909090909)","(5.0, 6.4, 6.3812500000000005)","(6.5, 7.2, 7.075862068965518)","(21.0, 42.0, 41.578947368421055)","(51.0, 130.0, 123.33333333333334)"
08-01-2023 18:11:06.812872,"(3.3, 3.95, 3.907142857142857)","(7.0, 9.2, 8.28695652173913)","(8.0, 15.5, 15.026315789473685)","(3.7, 4.7, 4.614285714285715)","(5.0, 6.4, 6.3812500000000005)","(6.5, 7.2, 7.075862068965518)","(21.0, 42.0, 41.666666666666664)","(51.0, 130.0, 110.0)"
08-01-2023 18:11:08.145558,"(3.2, 3.95, 3.907142857142857)","(7.0, 9.2, 8.28695652173913)","(8.5, 15.5, 15.026315789473685)","(3.7, 4.7, 4.633333333333334)","(5.0, 6.4, 6.3812500000000005)","(6.0, 7.2, 7.075862068965518)","(21.0, 42.0, 41.5)","(61.0, 130.0, 106.0)"
08-01-2023 18:11:09.560749,"(3.2, 3.95, 3.907142857142857)","(7.0, 9.2, 8.28695652173913)","(8.5, 15.5, 15.026315789473685)","(3.7, 4.7, 4.614285714285715)","(5.0, 6.4, 6.3812500000000005)","(6.0, 7.2, 7.075862068965518)","(21.0, 42.0, 41.5)","(61.0, 130.0, 98.0)"
08-01-2023 18:11:10.845112,"(3.2, 3.95, 3.907142857142857)","(7.0, 9.2, 8.28695652173913)","(8.5, 15.5, 15.026315789473685)","(3.7, 4.7, 4.604347826086957)","(5.0, 6.4, 6.3812500000000005)","(6.0, 7.2, 7.075862068965518)","(21.0, 42.0, 41.5)","(61.0, 130.0, 98.0)"
08-01-2023 18:11:12.125366,"(3.2, 3.95, 3.907142857142857)","(7.0, 9.2, 8.28695652173913)","(8.5, 15.5, 15.026315789473685)","(3.7, 4.7, 4.604347826086957)","(5.0, 6.4, 6.3812500000000005)","(6.0, 7.2, 7.075862068965518)","(21.0, 42.0, 41.5)","(61.0, 130.0, 98.0)"
08-01-2023 18:11:13.382592,"(3.2, 3.95, 3.907142857142857)","(7.0, 9.2, 8.28695652173913)","(8.5, 15.5, 15.026315789473685)","(3.7, 4.7, 4.604347826086957)","(5.0, 6.4, 6.3812500000000005)","(6.0, 7.2, 7.075862068965518)","(21.0, 42.0, 41.5)","(61.0, 130.0, 98.0)"
08-01-2023 18:11:14.698956,"(3.2, 3.95, 3.907142857142857)","(7.0, 9.2, 8.6)","(8.5, 15.5, 15.026315789473685)","(3.7, 4.7, 4.604347826086957)","(5.0, 6.4, 6.3812500000000005)","(6.0, 7.2, 7.08)","(21.0, 42.0, 41.5)","(61.0, 130.0, 98.0)"
08-01-2023 18:11:15.927291,"(3.2, 3.95, 3.9026315789473687)","(7.0, 8.8, 8.6)","(8.5, 15.5, 15.026315789473685)","(3.7, 4.7, 4.604347826086957)","(5.0, 6.4, 6.3812500000000005)","(6.0, 7.2, 7.08)","(21.0, 42.0, 41.5)","(61.0, 130.0, 98.0)"
08-01-2023 18:11:17.110723,"(3.2, 3.95, 3.907142857142857)","(7.0, 8.8, 8.375)","(8.5, 15.5, 15.026315789473685)","(3.7, 4.7, 4.604347826086957)","(5.0, 6.4, 6.3812500000000005)","(6.0, 7.2, 7.08)","(21.0, 42.0, 41.5)","(61.0, 130.0, 98.0)"
08-01-2023 18:11:18.330676,"(3.2, 3.95, 3.907142857142857)","(7.0, 8.8, 8.375)","(8.5, 15.5, 15.026315789473685)","(3.7, 4.7, 4.604347826086957)","(5.0, 6.4, 6.3812500000000005)","(6.0, 7.2, 6.838095238095238)","(21.0, 42.0, 41.5)","(61.0, 130.0, 94.0)"
08-01-2023 18:11:19.619798,"(3.2, 3.95, 3.9026315789473687)","(7.0, 8.8, 8.233333333333333)","(8.5, 15.5, 15.026315789473685)","(3.7, 4.7, 4.614285714285715)","(5.0, 6.4, 6.3812500000000005)","(6.0, 7.2, 6.82)","(21.0, 42.0, 41.5)","(61.0, 130.0, 94.0)"
08-01-2023 18:11:20.935732,"(3.2, 4.0, 3.9299999999999997)","(7.0, 8.8, 8.233333333333333)","(8.5, 15.5, 15.026315789473685)","(3.7, 4.7, 4.592307692307692)","(5.0, 6.4, 6.3812500000000005)","(6.0, 7.2, 6.82)","(21.0, 42.0, 41.5)","(61.0, 130.0, 94.0)"
08-01-2023 18:11:22.388250,"(3.2, 4.0, 3.9299999999999997)","(7.0, 8.8, 8.233333333333333)","(8.5, 15.5, 15.026315789473685)","(3.7, 4.8, 4.633333333333333)","(5.0, 6.4, 6.3812500000000005)","(6.0, 7.2, 6.82)","(21.0, 42.0, 41.5)","(61.0, 130.0, 94.0)"
08-01-2023 18:11:24.163567,"(3.2, 4.0, 3.8187499999999996)","(7.0, 8.8, 8.29)","(8.5, 15.5, 15.026315789473685)","(3.7, 4.8, 4.597297297297297)","(5.0, 6.4, 6.380952380952381)","(6.0, 7.2, 6.8545454545454545)","(21.0, 42.0, 41.5)","(61.0, 130.0, 94.0)"
08-01-2023 18:11:25.397502,"(3.2, 3.95, 3.8187499999999996)","(7.0, 8.8, 8.29)","(8.5, 15.5, 15.026315789473685)","(3.7, 4.8, 4.597297297297297)","(5.0, 6.4, 6.380952380952381)","(6.0, 7.2, 6.8545454545454545)","(21.0, 42.0, 41.5)","(61.0, 130.0, 94.0)"
08-01-2023 18:11:26.710736,"(3.2, 3.95, 3.8187499999999996)","(7.0, 8.8, 8.29)","(8.5, 15.5, 15.026315789473685)","(3.7, 4.8, 4.597297297297297)","(5.0, 6.4, 6.380952380952381)","(6.0, 7.2, 6.8545454545454545)","(21.0, 42.0, 41.5)","(61.0, 130.0, 94.0)"
08-01-2023 18:11:27.992560,"(3.2, 3.95, 3.8187499999999996)","(7.0, 8.8, 8.233333333333333)","(8.5, 15.5, 15.026315789473685)","(3.7, 4.8, 4.597297297297297)","(5.0, 6.4, 6.380952380952381)","(6.0, 7.2, 6.82)","(21.0, 42.0, 41.5)","(61.0, 130.0, 94.0)"
08-01-2023 18:11:29.271662,"(3.2, 3.95, 3.833333333333333)","(7.0, 8.8, 8.233333333333333)","(8.5, 15.5, 15.026315789473685)","(3.7, 4.8, 4.554545454545455)","(5.0, 6.4, 6.380952380952381)","(6.0, 7.2, 6.823529411764706)","(21.0, 42.0, 41.5)","(61.0, 130.0, 94.0)"
