,Mosht Up,True Crime,Best Side,Isorich,Miss Checkoni,Oakfield Mahogany,Ondo Pasa
07-01-2023 15:58:31.187155,"(11.0, 14.5, 13.676470588235293)","(1.75, 2.12, 2.164166666666667)","(13.0, 16.0, 15.7)","(8.5, 12.0, 11.882352941176471)","(12.0, 15.5, 15.2)","(4.2, 4.9, 4.834782608695653)","(31.0, 75.0, 54.75)"
07-01-2023 15:58:32.349444,"(11.0, 14.5, 13.676470588235293)","(1.75, 2.18, 2.164166666666667)","(13.0, 16.0, 15.7)","(8.5, 12.0, 11.882352941176471)","(12.0, 15.5, 15.2)","(4.2, 4.9, 4.834782608695653)","(31.0, 75.0, 54.75)"
07-01-2023 15:58:33.477470,"(11.0, 14.5, 13.676470588235293)","(1.75, 2.18, 2.124)","(13.0, 16.0, 15.7)","(8.5, 12.0, 11.904761904761905)","(12.0, 15.5, 15.2)","(4.2, 4.6, 4.466666666666667)","(31.0, 75.0, 54.75)"
07-01-2023 15:58:34.515997,"(11.0, 14.5, 13.676470588235293)","(1.75, 2.18, 2.1444444444444444)","(13.0, 16.0, 15.7)","(8.5, 12.0, 11.904761904761905)","(12.0, 15.5, 15.2)","(4.2, 4.7, 4.4)","(31.0, 75.0, 54.75)"
07-01-2023 15:58:35.634444,"(11.0, 14.5, 13.676470588235293)","(1.75, 2.2, 2.105)","(13.0, 16.0, 15.7)","(8.5, 12.0, 11.904761904761905)","(12.0, 15.5, 15.2)","(4.2, 4.7, 4.333333333333333)","(31.0, 75.0, 54.75)"
07-01-2023 15:58:36.730232,"(11.0, 14.5, 13.676470588235293)","(1.75, 2.2, 2.105)","(13.0, 16.0, 15.7)","(8.5, 12.0, 11.882352941176471)","(12.0, 15.5, 15.2)","(4.2, 4.6, 4.333333333333333)","(31.0, 75.0, 54.75)"
07-01-2023 15:58:37.866289,"(11.0, 14.5, 13.676470588235293)","(1.75, 2.1, 2.0714285714285716)","(13.0, 16.0, 15.75)","(8.5, 12.0, 11.972222222222221)","(12.0, 15.5, 15.25)","(4.2, 4.6, 4.514285714285714)","(31.0, 75.0, 67.63636363636364)"
07-01-2023 15:58:38.954847,"(11.0, 14.5, 13.676470588235293)","(1.75, 2.1, 2.0714285714285716)","(13.0, 16.0, 15.857142857142858)","(8.5, 12.0, 11.972222222222221)","(12.0, 15.5, 15.25)","(4.2, 4.6, 4.572727272727272)","(31.0, 75.0, 67.63636363636364)"
07-01-2023 15:58:39.947880,"(11.0, 14.5, 13.264705882352942)","(1.75, 2.1, 2.0714285714285716)","(13.0, 16.0, 15.857142857142858)","(8.5, 12.0, 11.972222222222221)","(12.0, 15.5, 15.25)","(4.2, 4.6, 4.572727272727272)","(31.0, 75.0, 67.63636363636364)"
07-01-2023 15:58:40.962975,"(11.0, 14.5, 13.545454545454545)","(1.75, 2.1, 2.0714285714285716)","(13.0, 16.0, 15.857142857142858)","(8.5, 12.0, 11.972222222222221)","(12.0, 15.5, 15.833333333333334)","(4.2, 4.6, 4.5625)","(31.0, 75.0, 67.63636363636364)"
07-01-2023 15:58:41.981253,"(11.0, 14.5, 13.264705882352942)","(1.75, 2.1, 2.0714285714285716)","(13.0, 16.0, 15.857142857142858)","(8.5, 12.0, 11.972222222222221)","(12.0, 16.5, 15.785714285714285)","(4.2, 4.6, 4.5625)","(31.0, 75.0, 67.63636363636364)"
07-01-2023 15:58:43.046539,"(11.0, 14.5, 13.31578947368421)","(1.75, 2.1, 2.0298245614035086)","(13.0, 16.0, 15.857142857142858)","(8.5, 12.0, 14.285714285714285)","(12.0, 16.0, 15.785714285714285)","(4.2, 4.6, 4.5625)","(31.0, 75.0, 67.63636363636364)"
07-01-2023 15:58:44.177262,"(11.0, 14.5, 13.375)","(1.75, 2.1, 2.0272727272727273)","(13.0, 16.0, 15.9)","(8.5, 16.0, 14.6)","(12.0, 16.0, 15.785714285714285)","(4.2, 4.6, 4.461538461538462)","(31.0, 75.0, 64.875)"
07-01-2023 15:58:45.299972,"(11.0, 14.0, 13.714285714285714)","(1.75, 2.1, 2.0272727272727273)","(13.0, 16.5, 15.9)","(8.5, 16.0, 15.5)","(12.0, 16.0, 15.785714285714285)","(4.2, 4.6, 4.461538461538462)","(31.0, 75.0, 64.875)"
07-01-2023 15:58:46.423855,"(11.0, 14.0, 13.714285714285714)","(1.75, 2.1, 2.0272727272727273)","(13.0, 16.5, 15.9)","(8.5, 16.5, 14.3)","(12.0, 16.0, 15.785714285714285)","(4.2, 4.6, 4.461538461538462)","(31.0, 75.0, 65.625)"
07-01-2023 15:58:47.435010,"(11.0, 14.0, 13.5)","(1.75, 2.1, 2.0272727272727273)","(13.0, 16.5, 15.9)","(8.5, 15.5, 14.3)","(12.0, 16.0, 15.785714285714285)","(4.2, 4.6, 4.5625)","(31.0, 75.0, 65.625)"
07-01-2023 15:58:48.607494,"(11.0, 14.0, 13.5)","(1.75, 2.1, 2.012280701754386)","(13.0, 16.5, 15.9)","(8.5, 15.5, 14.3)","(12.0, 16.0, 15.785714285714285)","(4.2, 4.6, 4.5625)","(31.0, 75.0, 65.625)"
07-01-2023 15:58:49.717601,"(11.0, 14.0, 13.5)","(1.75, 2.1, 2.0074074074074075)","(13.0, 16.5, 15.9)","(9.0, 15.5, 14.3)","(12.0, 16.0, 15.785714285714285)","(4.2, 4.6, 4.5625)","(31.0, 75.0, 65.625)"
07-01-2023 15:58:50.840311,"(11.0, 14.0, 13.5)","(1.75, 2.1, 2.0166666666666666)","(13.0, 16.5, 15.9)","(9.0, 15.5, 14.3)","(12.0, 16.0, 15.785714285714285)","(4.2, 4.6, 4.461538461538462)","(31.0, 75.0, 70.83333333333334)"
07-01-2023 15:58:51.848509,"(11.0, 14.0, 13.5)","(1.75, 2.1, 2.0144444444444445)","(13.0, 16.5, 15.9)","(9.0, 15.5, 14.3)","(12.0, 16.0, 15.785714285714285)","(4.2, 4.6, 4.461538461538462)","(31.0, 75.0, 70.83333333333334)"
07-01-2023 15:58:52.886404,"(11.0, 14.0, 13.5)","(1.75, 2.1, 2.0144444444444445)","(13.0, 16.5, 15.9)","(9.0, 15.5, 14.3)","(12.0, 16.0, 15.6)","(4.2, 4.6, 4.461538461538462)","(31.0, 75.0, 70.83333333333334)"
07-01-2023 15:58:53.874819,"(11.0, 14.0, 13.5)","(1.75, 2.08, 2.022727272727273)","(13.0, 16.5, 15.9)","(9.0, 15.5, 14.3)","(12.0, 16.0, 15.6)","(4.2, 4.6, 4.5625)","(31.0, 75.0, 70.83333333333334)"
07-01-2023 15:58:55.082024,"(11.0, 14.0, 13.5)","(1.75, 2.08, 2.022727272727273)","(13.0, 16.5, 15.9)","(9.0, 15.5, 14.3)","(12.0, 16.0, 15.6)","(4.2, 4.6, 4.5625)","(31.0, 75.0, 70.83333333333334)"
07-01-2023 15:58:56.224731,"(11.0, 14.0, 13.5)","(1.75, 2.08, 2.022727272727273)","(13.0, 16.5, 15.9)","(9.0, 15.5, 14.3)","(12.0, 16.0, 15.0)","(4.2, 4.6, 4.461538461538462)","(31.0, 75.0, 70.83333333333334)"
07-01-2023 15:58:57.500976,"(11.0, 14.0, 13.5)","(1.75, 2.08, 2.0263829787234044)","(13.0, 16.5, 15.9)","(9.0, 15.5, 14.3)","(12.0, 15.5, 15.0)","(4.2, 4.6, 4.461538461538462)","(31.0, 75.0, 70.83333333333334)"
07-01-2023 15:58:58.828283,"(11.0, 14.0, 13.5)","(1.75, 2.08, 2.0043243243243243)","(13.0, 16.5, 15.9)","(9.0, 15.5, 14.3)","(12.0, 15.5, 15.0)","(4.2, 4.6, 4.461538461538462)","(31.0, 75.0, 70.83333333333334)"
07-01-2023 15:59:00.015578,"(11.0, 14.0, 13.5)","(1.75, 2.08, 2.0043243243243243)","(13.0, 16.5, 15.9)","(9.0, 15.5, 13.0)","(12.0, 15.5, 15.0)","(4.2, 4.6, 4.5625)","(31.0, 75.0, 70.83333333333334)"
07-01-2023 15:59:01.298748,"(11.0, 14.0, 13.5)","(1.75, 2.08, 2.0043243243243243)","(13.0, 16.5, 15.9)","(9.0, 15.5, 13.75)","(12.0, 15.5, 15.0)","(4.2, 4.6, 4.5625)","(31.0, 75.0, 68.75)"
07-01-2023 15:59:02.513235,"(11.0, 14.0, 13.5)","(1.75, 2.08, 2.0043243243243243)","(13.0, 16.5, 15.9)","(9.0, 15.0, 14.666666666666666)","(12.0, 15.5, 15.0)","(4.2, 4.6, 4.461538461538462)","(31.0, 75.0, 68.75)"
07-01-2023 15:59:03.709234,"(11.0, 14.0, 13.625)","(1.75, 2.08, 2.0043243243243243)","(13.0, 16.5, 15.9)","(9.0, 15.0, 14.057692307692307)","(12.0, 15.5, 15.0)","(4.2, 4.6, 4.461538461538462)","(31.0, 75.0, 68.75)"
07-01-2023 15:59:04.854213,"(11.0, 14.0, 13.625)","(1.75, 2.08, 2.0043243243243243)","(13.0, 16.5, 15.9)","(9.0, 15.0, 13.5)","(12.0, 15.5, 15.0)","(4.2, 4.6, 4.51)","(31.0, 75.0, 71.42857142857143)"
07-01-2023 15:59:05.955172,"(11.0, 14.0, 13.625)","(1.75, 2.08, 2.00125)","(13.0, 16.5, 15.9)","(9.0, 14.5, 12.833333333333334)","(12.0, 15.5, 14.210526315789474)","(4.2, 4.6, 4.58)","(31.0, 75.0, 68.75)"
07-01-2023 15:59:07.044700,"(11.0, 14.0, 13.625)","(1.75, 2.08, 2.008)","(13.0, 16.5, 15.9)","(9.0, 14.5, 14.304347826086957)","(12.0, 15.0, 14.210526315789474)","(4.2, 4.6, 4.58)","(31.0, 75.0, 68.75)"
07-01-2023 15:59:08.020575,"(11.0, 14.0, 13.625)","(1.75, 2.08, 2.0185365853658537)","(13.0, 16.5, 15.9)","(9.0, 14.5, 14.304347826086957)","(12.0, 15.0, 14.210526315789474)","(4.2, 4.6, 4.51)","(31.0, 75.0, 68.75)"
07-01-2023 15:59:09.017350,"(11.0, 14.0, 13.625)","(1.75, 2.08, 2.0315384615384615)","(13.0, 16.5, 15.9)","(9.0, 14.5, 14.304347826086957)","(12.0, 15.0, 14.210526315789474)","(4.2, 4.6, 4.51)","(31.0, 75.0, 68.75)"
07-01-2023 15:59:10.133306,"(11.0, 14.0, 13.625)","(1.75, 2.08, 2.0315384615384615)","(13.0, 16.5, 15.9)","(9.0, 14.5, 14.304347826086957)","(12.0, 15.0, 14.210526315789474)","(4.2, 4.6, 4.51)","(31.0, 75.0, 68.75)"
07-01-2023 15:59:11.256684,"(11.0, 14.0, 13.625)","(1.75, 2.08, 2.0315384615384615)","(13.0, 16.5, 15.9)","(9.0, 14.5, 14.304347826086957)","(12.0, 15.0, 14.210526315789474)","(4.2, 4.6, 4.58)","(31.0, 75.0, 68.75)"
07-01-2023 15:59:12.374105,"(11.0, 14.0, 13.625)","(1.75, 2.08, 2.0185365853658537)","(13.0, 16.5, 15.9)","(9.0, 14.5, 14.304347826086957)","(12.0, 15.0, 14.210526315789474)","(4.2, 4.6, 4.58)","(31.0, 75.0, 68.75)"
07-01-2023 15:59:13.423828,"(11.0, 14.0, 13.625)","(1.75, 2.08, 2.0185365853658537)","(13.0, 16.5, 15.9)","(9.0, 14.5, 14.304347826086957)","(12.0, 15.0, 14.210526315789474)","(4.2, 4.6, 4.58)","(31.0, 75.0, 68.75)"
07-01-2023 15:59:14.571219,"(11.0, 14.0, 13.625)","(1.75, 2.08, 2.0185365853658537)","(13.0, 16.5, 15.9)","(9.0, 14.5, 14.304347826086957)","(12.0, 15.0, 14.210526315789474)","(4.2, 4.6, 4.58)","(31.0, 75.0, 68.75)"
07-01-2023 15:59:15.757987,"(11.0, 14.0, 13.625)","(1.75, 2.08, 2.0315384615384615)","(13.0, 16.5, 15.9)","(9.0, 14.5, 14.304347826086957)","(12.0, 15.0, 14.210526315789474)","(4.2, 4.6, 4.51)","(31.0, 75.0, 68.75)"
07-01-2023 15:59:16.869102,"(11.0, 14.0, 13.946428571428571)","(1.75, 2.1, 2.0633333333333335)","(13.0, 19.5, 18.428571428571427)","(9.0, 17.0, 16.307692307692307)","(12.0, 15.0, 14.235294117647058)","(4.2, 4.7, 4.766666666666667)","(31.0, 75.0, 71.66666666666667)"
07-01-2023 15:59:18.024272,"(11.0, 14.0, 13.946428571428571)","(1.75, 2.08, 2.017)","(13.0, 19.0, 18.428571428571427)","(9.0, 17.0, 16.307692307692307)","(12.0, 15.0, 14.235294117647058)","(4.2, 4.8, 4.766666666666667)","(31.0, 75.0, 61.5)"
07-01-2023 15:59:19.129365,"(11.0, 14.0, 13.946428571428571)","(1.75, 2.08, 2.02375)","(13.0, 19.0, 18.428571428571427)","(9.0, 17.0, 16.307692307692307)","(12.0, 15.0, 14.235294117647058)","(4.2, 4.8, 4.766666666666667)","(31.0, 75.0, 61.5)"
07-01-2023 15:59:20.272295,"(11.0, 14.0, 13.946428571428571)","(1.75, 2.08, 2.02375)","(13.0, 19.0, 17.18181818181818)","(9.0, 17.0, 16.307692307692307)","(12.0, 15.0, 14.235294117647058)","(4.2, 4.8, 4.65)","(31.0, 75.0, 61.5)"
07-01-2023 15:59:21.341567,"(11.0, 13.5, 13.431034482758621)","(1.75, 2.08, 2.02375)","(13.0, 18.5, 17.625)","(9.0, 16.5, 15.0)","(12.0, 15.0, 14.235294117647058)","(4.2, 4.7, 4.657894736842105)","(31.0, 75.0, 61.5)"
07-01-2023 15:59:22.392487,"(11.0, 13.5, 13.431034482758621)","(1.75, 2.08, 2.0675)","(13.0, 18.5, 16.90909090909091)","(9.0, 16.5, 15.0)","(12.0, 15.0, 14.235294117647058)","(4.2, 4.7, 4.657894736842105)","(31.0, 75.0, 61.5)"
07-01-2023 15:59:23.481312,"(11.0, 13.5, 13.431034482758621)","(1.75, 2.08, 2.0675)","(13.0, 18.0, 17.57142857142857)","(9.0, 16.5, 14.625)","(12.0, 15.0, 14.235294117647058)","(4.2, 4.7, 4.657894736842105)","(31.0, 75.0, 61.5)"
07-01-2023 15:59:24.604281,"(11.0, 13.5, 13.431034482758621)","(1.75, 2.08, 2.0675)","(13.0, 18.0, 17.57142857142857)","(9.0, 16.5, 14.625)","(12.0, 15.0, 14.235294117647058)","(4.2, 4.7, 4.657894736842105)","(31.0, 75.0, 61.5)"
07-01-2023 15:59:25.646231,"(11.0, 13.5, 13.431034482758621)","(1.75, 2.08, 2.0675)","(13.0, 18.0, 17.57142857142857)","(9.0, 16.5, 15.136363636363637)","(12.0, 15.0, 14.235294117647058)","(4.2, 4.7, 4.657894736842105)","(31.0, 75.0, 61.5)"
07-01-2023 15:59:26.698220,"(11.0, 13.5, 13.431034482758621)","(1.75, 2.08, 2.0675)","(13.0, 18.0, 17.57142857142857)","(9.0, 16.5, 14.25)","(12.0, 15.0, 14.235294117647058)","(4.2, 4.7, 4.657894736842105)","(31.0, 75.0, 61.5)"
07-01-2023 15:59:27.873270,"(11.0, 13.5, 13.431034482758621)","(1.75, 2.08, 2.0675)","(13.0, 18.0, 17.57142857142857)","(9.0, 16.5, 15.82857142857143)","(12.0, 15.0, 14.235294117647058)","(4.2, 4.7, 4.657894736842105)","(31.0, 75.0, 61.5)"
07-01-2023 15:59:29.039555,"(11.0, 13.5, 13.431034482758621)","(1.75, 2.08, 2.0240243902439023)","(13.0, 18.0, 17.57142857142857)","(9.0, 16.0, 15.605263157894736)","(12.0, 15.0, 14.235294117647058)","(4.2, 4.7, 4.657894736842105)","(31.0, 75.0, 69.6)"
07-01-2023 15:59:30.195990,"(11.0, 13.5, 13.370967741935484)","(1.75, 2.06, 2.0164634146341465)","(13.0, 18.0, 16.875)","(9.0, 16.0, 14.5)","(12.0, 15.0, 14.235294117647058)","(4.2, 4.7, 4.657894736842105)","(31.0, 75.0, 61.5)"
07-01-2023 15:59:31.336801,"(11.0, 13.5, 13.370967741935484)","(1.75, 2.06, 2.0164634146341465)","(13.0, 17.5, 16.875)","(9.0, 16.0, 14.5)","(12.0, 15.0, 14.235294117647058)","(4.2, 4.7, 4.657894736842105)","(31.0, 75.0, 69.6)"
07-01-2023 15:59:32.519930,"(11.0, 13.5, 13.370967741935484)","(1.75, 2.06, 2.0164634146341465)","(13.0, 17.5, 16.875)","(9.0, 16.0, 14.5)","(12.0, 15.0, 14.235294117647058)","(4.2, 4.7, 4.657894736842105)","(31.0, 75.0, 69.6)"
07-01-2023 15:59:33.733289,"(11.0, 13.5, 13.370967741935484)","(1.75, 2.06, 2.0164634146341465)","(13.0, 17.5, 16.666666666666668)","(9.0, 16.0, 14.5)","(12.0, 15.0, 14.235294117647058)","(4.2, 4.7, 4.657894736842105)","(31.0, 75.0, 61.5)"
07-01-2023 15:59:34.836915,"(11.0, 13.5, 13.370967741935484)","(1.75, 2.06, 2.0142307692307693)","(13.0, 17.5, 16.666666666666668)","(9.0, 16.0, 15.166666666666666)","(12.0, 15.0, 14.235294117647058)","(4.2, 4.7, 4.657894736842105)","(31.0, 75.0, 61.5)"
07-01-2023 15:59:35.945896,"(11.0, 13.5, 13.370967741935484)","(1.75, 2.06, 2.0142307692307693)","(13.0, 17.5, 16.666666666666668)","(9.0, 16.0, 15.375)","(12.0, 15.0, 14.235294117647058)","(4.2, 4.7, 4.657894736842105)","(31.0, 75.0, 61.5)"
07-01-2023 15:59:37.079180,"(11.0, 13.5, 13.370967741935484)","(1.75, 2.06, 2.0142307692307693)","(13.0, 17.5, 16.666666666666668)","(9.0, 16.0, 15.375)","(12.0, 15.0, 14.235294117647058)","(4.2, 4.7, 4.657894736842105)","(31.0, 75.0, 61.5)"
07-01-2023 15:59:38.204837,"(11.0, 13.5, 13.370967741935484)","(1.75, 2.04, 2.0037755102040817)","(13.0, 17.5, 16.666666666666668)","(9.0, 16.0, 15.375)","(12.0, 15.0, 14.235294117647058)","(4.2, 4.7, 4.657894736842105)","(31.0, 75.0, 61.5)"
07-01-2023 15:59:39.275055,"(11.0, 13.5, 13.431034482758621)","(1.75, 2.04, 2.0037755102040817)","(13.0, 17.0, 16.5)","(9.0, 16.0, 15.375)","(12.0, 15.0, 14.235294117647058)","(4.2, 4.8, 4.778260869565218)","(31.0, 75.0, 61.5)"
07-01-2023 15:59:40.312311,"(11.0, 13.5, 13.431034482758621)","(1.75, 2.04, 1.9523456790123457)","(13.0, 17.0, 16.5)","(9.0, 16.0, 14.5)","(12.0, 15.0, 14.31578947368421)","(4.2, 4.8, 4.733333333333333)","(31.0, 75.0, 61.5)"
07-01-2023 15:59:41.459598,"(11.0, 14.5, 13.214285714285714)","(1.75, 2.02, 1.976923076923077)","(13.0, 17.0, 16.0)","(9.0, 15.5, 14.5)","(12.0, 15.0, 14.31578947368421)","(4.2, 4.8, 4.75)","(31.0, 75.0, 61.5)"
07-01-2023 15:59:42.623471,"(11.0, 14.5, 13.214285714285714)","(1.75, 2.02, 1.99375)","(13.0, 17.0, 16.0)","(9.0, 15.5, 14.25)","(12.0, 15.0, 14.31578947368421)","(4.2, 4.8, 4.75)","(31.0, 75.0, 61.5)"
07-01-2023 15:59:43.725533,"(11.0, 14.5, 13.2)","(1.75, 2.02, 1.99375)","(13.0, 17.0, 16.0)","(9.0, 15.5, 14.666666666666666)","(12.0, 15.0, 14.181818181818182)","(4.2, 4.8, 4.777777777777778)","(31.0, 75.0, 62.5)"
07-01-2023 15:59:44.911332,"(11.0, 14.5, 13.7)","(1.75, 2.02, 2.0186363636363636)","(13.0, 17.0, 16.7)","(9.0, 15.5, 14.666666666666666)","(12.0, 14.5, 14.181818181818182)","(4.2, 4.8, 4.720000000000001)","(31.0, 75.0, 62.5)"
07-01-2023 15:59:46.107653,"(11.0, 14.5, 13.7)","(1.75, 2.02, 2.0186363636363636)","(13.0, 17.0, 16.7)","(9.0, 15.5, 14.666666666666666)","(12.0, 14.5, 14.181818181818182)","(4.2, 5.0, 4.676315789473684)","(31.0, 75.0, 62.5)"
07-01-2023 15:59:47.228450,"(11.0, 14.5, 13.7)","(1.75, 2.02, 2.0186363636363636)","(13.0, 17.0, 16.7)","(9.0, 15.5, 14.666666666666666)","(12.0, 14.5, 14.181818181818182)","(4.2, 4.9, 4.676315789473684)","(31.0, 75.0, 62.5)"
07-01-2023 15:59:48.257076,"(11.0, 14.5, 13.7)","(1.75, 2.02, 2.0186363636363636)","(13.0, 17.0, 16.7)","(9.0, 15.5, 14.666666666666666)","(12.0, 14.5, 14.181818181818182)","(4.2, 4.9, 4.61875)","(31.0, 75.0, 62.5)"
07-01-2023 15:59:49.364857,"(11.0, 14.5, 13.7)","(1.75, 2.02, 2.000909090909091)","(13.0, 17.0, 16.7)","(9.0, 15.5, 14.857142857142858)","(12.0, 14.5, 14.181818181818182)","(4.2, 4.9, 4.5538461538461545)","(31.0, 75.0, 62.5)"
07-01-2023 15:59:50.498679,"(11.0, 14.5, 13.7)","(1.75, 2.02, 1.9981818181818183)","(13.0, 17.0, 16.7)","(9.0, 15.5, 14.857142857142858)","(12.0, 14.5, 14.181818181818182)","(4.2, 4.9, 4.514285714285714)","(31.0, 75.0, 62.5)"
07-01-2023 15:59:51.607739,"(11.0, 14.5, 13.7)","(1.75, 2.02, 1.9981818181818183)","(13.0, 17.0, 16.7)","(9.0, 15.5, 14.857142857142858)","(12.0, 14.5, 14.181818181818182)","(4.2, 4.9, 4.514285714285714)","(31.0, 75.0, 62.5)"
07-01-2023 15:59:52.640665,"(11.0, 14.5, 13.7)","(1.75, 2.02, 1.9981818181818183)","(13.0, 17.0, 16.7)","(9.0, 15.5, 14.857142857142858)","(12.0, 14.5, 14.181818181818182)","(4.2, 4.9, 4.514285714285714)","(31.0, 75.0, 62.5)"
07-01-2023 15:59:53.676934,"(11.0, 14.5, 13.7)","(1.75, 2.02, 1.9981818181818183)","(13.0, 17.0, 16.7)","(9.0, 15.5, 14.857142857142858)","(12.0, 14.5, 14.181818181818182)","(4.2, 4.9, 4.514285714285714)","(31.0, 75.0, 62.5)"
07-01-2023 15:59:54.784866,"(11.0, 14.5, 13.7)","(1.75, 2.02, 1.9981818181818183)","(13.0, 17.0, 16.7)","(9.0, 15.5, 14.857142857142858)","(12.0, 14.5, 14.181818181818182)","(4.2, 4.9, 4.514285714285714)","(31.0, 75.0, 62.5)"
07-01-2023 15:59:55.884094,"(11.0, 14.5, 13.7)","(1.75, 2.02, 1.9981818181818183)","(13.0, 17.0, 16.7)","(9.0, 15.5, 14.857142857142858)","(12.0, 14.5, 14.181818181818182)","(4.2, 4.9, 4.514285714285714)","(31.0, 75.0, 62.5)"
07-01-2023 15:59:57.021848,"(11.0, 14.5, 13.7)","(1.75, 2.02, 1.9981818181818183)","(13.0, 17.0, 16.7)","(9.0, 15.5, 14.857142857142858)","(12.0, 14.5, 14.181818181818182)","(4.2, 4.9, 4.514285714285714)","(31.0, 75.0, 62.5)"
07-01-2023 15:59:58.175180,"(11.0, 14.5, 13.7)","(1.75, 2.02, 1.9981818181818183)","(13.0, 17.0, 16.7)","(9.0, 15.5, 14.857142857142858)","(12.0, 14.5, 14.181818181818182)","(4.2, 4.9, 4.514285714285714)","(31.0, 75.0, 62.5)"
07-01-2023 15:59:59.278544,"(10.0, 14.5, 13.636363636363637)","(1.8, 2.02, 1.9981818181818183)","(13.0, 17.0, 16.7)","(10.0, 15.5, 14.857142857142858)","(12.0, 14.5, 14.181818181818182)","(3.9, 4.9, 4.514285714285714)","(41.0, 75.0, 62.5)"
07-01-2023 16:00:00.395825,"(10.0, 14.5, 13.636363636363637)","(1.8, 2.02, 1.9981818181818183)","(13.0, 17.0, 16.7)","(10.0, 15.5, 14.857142857142858)","(12.0, 14.5, 14.181818181818182)","(3.9, 4.9, 4.514285714285714)","(41.0, 75.0, 62.5)"
07-01-2023 16:00:01.554005,"(10.0, 14.5, 13.636363636363637)","(1.8, 2.02, 1.972)","(13.0, 17.0, 16.7)","(10.0, 15.5, 14.9375)","(12.0, 14.5, 14.181818181818182)","(3.9, 4.9, 4.72)","(41.0, 75.0, 62.5)"
07-01-2023 16:00:02.766998,"(10.0, 14.5, 13.636363636363637)","(1.8, 2.02, 1.978)","(13.0, 17.0, 16.045454545454547)","(10.0, 15.5, 14.9375)","(12.0, 14.5, 13.548387096774194)","(3.9, 4.8, 4.72)","(41.0, 75.0, 62.5)"
07-01-2023 16:00:03.968350,"(10.0, 14.5, 13.636363636363637)","(1.8, 2.02, 1.978)","(13.0, 17.0, 16.045454545454547)","(10.0, 15.5, 15.4)","(12.0, 14.0, 13.535714285714286)","(3.9, 4.8, 4.733333333333333)","(41.0, 75.0, 57.5)"
07-01-2023 16:00:04.935596,"(10.0, 14.5, 13.636363636363637)","(1.8, 2.02, 1.999)","(13.0, 17.0, 16.045454545454547)","(10.0, 15.5, 15.4)","(12.0, 14.0, 13.535714285714286)","(3.9, 4.8, 4.733333333333333)","(41.0, 65.0, 57.5)"
07-01-2023 16:00:05.996273,"(10.0, 14.5, 13.636363636363637)","(1.8, 2.02, 1.999)","(13.0, 17.0, 16.045454545454547)","(10.0, 15.5, 15.464285714285714)","(12.0, 14.0, 13.536585365853659)","(3.9, 4.8, 4.6)","(41.0, 65.0, 57.5)"
07-01-2023 16:00:07.122923,"(10.0, 14.5, 13.657894736842104)","(1.8, 2.04, 1.961025641025641)","(13.0, 17.0, 16.5)","(10.0, 16.0, 15.953125)","(12.0, 14.0, 13.5375)","(3.9, 4.8, 4.432258064516129)","(41.0, 65.0, 57.5)"
07-01-2023 16:00:08.212765,"(10.0, 14.5, 13.666666666666666)","(1.8, 2.04, 1.9514942528735633)","(13.0, 17.0, 16.5)","(10.0, 16.0, 15.953125)","(12.0, 14.0, 13.538461538461538)","(3.9, 4.9, 4.483333333333333)","(41.0, 65.0, 57.5)"
07-01-2023 16:00:09.292619,"(10.0, 14.5, 13.676470588235293)","(1.8, 2.02, 2.0016666666666665)","(13.0, 17.0, 16.59090909090909)","(10.0, 17.5, 16.06)","(12.0, 14.0, 13.294117647058824)","(3.9, 4.9, 4.496774193548387)","(41.0, 65.0, 57.5)"
07-01-2023 16:00:10.403792,"(10.0, 14.5, 13.676470588235293)","(1.8, 1.99, 1.9845454545454546)","(13.0, 17.0, 16.59090909090909)","(10.0, 17.5, 16.06)","(12.0, 14.0, 13.345454545454546)","(3.9, 4.9, 4.496774193548387)","(41.0, 65.0, 57.5)"
07-01-2023 16:00:11.478760,"(10.0, 14.5, 13.676470588235293)","(1.8, 1.99, 1.9845454545454546)","(13.0, 17.0, 16.59090909090909)","(10.0, 17.5, 15.944444444444445)","(12.0, 14.0, 13.294117647058824)","(3.9, 4.9, 4.496774193548387)","(41.0, 65.0, 57.5)"
07-01-2023 16:00:12.590735,"(10.0, 14.5, 13.1)","(1.8, 1.99, 1.9891666666666667)","(13.0, 17.0, 16.59090909090909)","(10.0, 17.5, 16.0)","(12.0, 14.0, 13.294117647058824)","(3.9, 4.9, 4.65)","(41.0, 65.0, 57.5)"
07-01-2023 16:00:13.743280,"(10.0, 14.5, 13.1)","(1.8, 2.0, 1.966842105263158)","(13.0, 17.0, 16.59090909090909)","(10.0, 17.0, 16.0)","(12.0, 14.0, 13.294117647058824)","(3.9, 4.8, 4.65)","(41.0, 65.0, 57.5)"
07-01-2023 16:00:14.939088,"(10.0, 14.5, 13.1)","(1.8, 2.0, 1.9449999999999998)","(13.0, 19.5, 18.3)","(10.0, 17.0, 16.125)","(12.0, 14.0, 13.294117647058824)","(3.9, 4.8, 4.65)","(41.0, 65.0, 57.5)"
07-01-2023 16:00:16.101217,"(10.0, 14.5, 13.1)","(1.8, 2.0, 1.9449999999999998)","(13.0, 19.0, 18.3)","(10.0, 16.5, 16.125)","(12.0, 14.0, 13.294117647058824)","(3.9, 4.8, 4.65)","(41.0, 65.0, 57.5)"
