,Shanerra Star Nz,Questro Queen Nz,Diletto,Hall Stitched Up,Lennox Bromac Nz,Joetomo,Tulhurst Writer,Drive To The Beach,Infinity Beach,Tulhurst Terror
11-01-2023 18:06:16.664772,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.5, 5.131578947368421)","(16.0, 16.5, 15.642857142857142)","(31.0, 99999, 99990)","(26.0, 38.0, 30.46153846153846)","(26.0, 60.0, 33.6)","(10.0, 29.0, 18.5)","(4.6, 6.4, 6.083870967741936)","(12.0, 16.0, 13.666666666666666)"
11-01-2023 18:06:17.979228,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.5, 4.790909090909091)","(16.0, 16.5, 15.642857142857142)","(31.0, 99999, 99990)","(26.0, 36.0, 27.75)","(26.0, 60.0, 41.14285714285714)","(10.0, 29.0, 21.4)","(4.6, 6.4, 6.083870967741936)","(12.0, 16.0, 13.666666666666666)"
11-01-2023 18:06:19.255412,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.5, 4.790909090909091)","(16.0, 16.5, 15.642857142857142)","(31.0, 99999, 99990)","(26.0, 36.0, 27.75)","(26.0, 60.0, 41.14285714285714)","(10.0, 28.0, 21.4)","(4.6, 6.4, 6.083870967741936)","(12.0, 16.0, 13.666666666666666)"
11-01-2023 18:06:20.578802,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.5, 4.790909090909091)","(16.0, 16.5, 15.642857142857142)","(31.0, 99999, 99990)","(26.0, 36.0, 27.75)","(26.0, 60.0, 41.14285714285714)","(10.0, 28.0, 21.4)","(4.6, 6.4, 6.2)","(12.0, 16.0, 13.666666666666666)"
11-01-2023 18:06:22.008957,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.5, 4.4714285714285715)","(16.0, 16.5, 15.642857142857142)","(31.0, 99999, 99990)","(26.0, 36.0, 29.5)","(26.0, 60.0, 41.14285714285714)","(10.0, 28.0, 21.4)","(4.6, 6.4, 6.1)","(12.0, 16.0, 13.666666666666666)"
11-01-2023 18:06:23.399412,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.5, 4.845454545454546)","(16.0, 16.5, 15.642857142857142)","(31.0, 99999, 99990)","(26.0, 34.0, 29.666666666666668)","(26.0, 60.0, 41.14285714285714)","(10.0, 28.0, 21.4)","(4.6, 6.2, 5.974193548387097)","(12.0, 16.0, 13.666666666666666)"
11-01-2023 18:06:24.802393,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.5, 4.845454545454546)","(16.0, 16.5, 15.642857142857142)","(31.0, 99999, 99990)","(26.0, 32.0, 27.0)","(26.0, 60.0, 41.14285714285714)","(10.0, 28.0, 21.4)","(4.6, 6.2, 5.974193548387097)","(12.0, 16.0, 13.666666666666666)"
11-01-2023 18:06:26.201962,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.5, 4.845454545454546)","(16.0, 16.5, 15.642857142857142)","(31.0, 99999, 99990)","(26.0, 32.0, 27.0)","(26.0, 60.0, 41.14285714285714)","(10.0, 28.0, 21.4)","(4.6, 6.2, 6.086363636363637)","(12.0, 16.0, 13.666666666666666)"
11-01-2023 18:06:27.522931,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.5, 4.845454545454546)","(16.0, 16.5, 15.642857142857142)","(31.0, 99999, 99990)","(26.0, 32.0, 27.0)","(26.0, 60.0, 41.14285714285714)","(10.0, 28.0, 21.4)","(4.6, 6.2, 6.050000000000001)","(12.0, 16.0, 13.666666666666666)"
11-01-2023 18:06:28.763073,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.5, 4.845454545454546)","(16.0, 16.5, 15.642857142857142)","(31.0, 99999, 99990)","(26.0, 32.0, 27.0)","(26.0, 60.0, 45.33333333333333)","(10.0, 28.0, 21.4)","(4.6, 6.2, 6.092857142857143)","(12.0, 16.0, 13.666666666666666)"
11-01-2023 18:06:29.988888,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.5, 4.845454545454546)","(16.0, 16.5, 15.642857142857142)","(31.0, 99999, 99990)","(26.0, 32.0, 27.0)","(26.0, 60.0, 45.33333333333333)","(10.0, 28.0, 21.4)","(4.6, 6.2, 6.0125)","(12.0, 16.0, 13.666666666666666)"
11-01-2023 18:06:31.249408,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.5, 4.845454545454546)","(16.0, 16.5, 15.642857142857142)","(31.0, 99999, 99990)","(26.0, 32.0, 27.0)","(26.0, 60.0, 45.33333333333333)","(10.0, 28.0, 21.4)","(4.6, 6.2, 6.0125)","(12.0, 16.0, 13.666666666666666)"
11-01-2023 18:06:32.515100,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.5, 4.9)","(16.0, 16.5, 15.642857142857142)","(31.0, 99999, 99990)","(26.0, 32.0, 26.285714285714285)","(26.0, 60.0, 45.85714285714286)","(10.0, 28.0, 20.25)","(4.6, 6.2, 6.0125)","(12.0, 16.0, 13.666666666666666)"
11-01-2023 18:06:33.780760,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.5, 4.9)","(15.0, 16.5, 15.642857142857142)","(31.0, 99999, 99990)","(26.0, 32.0, 26.285714285714285)","(26.0, 60.0, 45.85714285714286)","(10.0, 29.0, 20.25)","(4.8, 6.2, 6.0125)","(12.0, 16.0, 13.666666666666666)"
11-01-2023 18:06:35.022861,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.5, 4.9)","(15.0, 16.5, 15.642857142857142)","(31.0, 99999, 99990)","(26.0, 32.0, 26.285714285714285)","(26.0, 60.0, 45.85714285714286)","(10.0, 29.0, 20.25)","(4.8, 6.2, 6.0125)","(12.0, 16.0, 13.666666666666666)"
11-01-2023 18:06:36.293346,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.5, 4.9)","(15.0, 16.5, 15.642857142857142)","(31.0, 99999, 99990)","(26.0, 32.0, 28.153846153846153)","(26.0, 60.0, 45.85714285714286)","(10.0, 29.0, 20.25)","(4.8, 6.2, 6.0125)","(12.0, 16.0, 13.666666666666666)"
11-01-2023 18:06:37.581316,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.5, 4.9)","(15.0, 16.5, 15.642857142857142)","(31.0, 99999, 99990)","(26.0, 32.0, 25.714285714285715)","(26.0, 60.0, 45.85714285714286)","(10.0, 29.0, 20.25)","(4.8, 6.2, 5.980769230769231)","(12.0, 16.0, 13.666666666666666)"
11-01-2023 18:06:38.857536,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.5, 4.9)","(15.0, 16.5, 15.642857142857142)","(31.0, 99999, 99990)","(26.0, 30.0, 27.0)","(26.0, 60.0, 45.85714285714286)","(10.0, 29.0, 20.25)","(4.8, 6.6, 6.090909090909091)","(12.0, 16.0, 13.666666666666666)"
11-01-2023 18:06:40.182384,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.5, 4.430769230769231)","(15.0, 16.5, 15.642857142857142)","(31.0, 99999, 99990)","(26.0, 30.0, 27.0)","(26.0, 60.0, 45.85714285714286)","(10.0, 29.0, 15.875)","(4.8, 6.6, 6.24)","(12.0, 16.0, 13.0)"
11-01-2023 18:06:41.621546,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 6.0, 4.566666666666666)","(15.0, 16.5, 15.642857142857142)","(31.0, 99999, 99990)","(26.0, 30.0, 27.0)","(26.0, 60.0, 45.85714285714286)","(10.0, 29.0, 16.214285714285715)","(4.8, 6.6, 6.2105263157894735)","(12.0, 16.0, 13.666666666666666)"
11-01-2023 18:06:42.989546,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.9, 4.371428571428571)","(15.0, 16.5, 15.642857142857142)","(31.0, 99999, 99990)","(26.0, 30.0, 25.714285714285715)","(26.0, 60.0, 45.85714285714286)","(10.0, 28.0, 16.214285714285715)","(4.8, 6.8, 6.2105263157894735)","(12.0, 16.0, 13.666666666666666)"
11-01-2023 18:06:44.281445,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 4.8, 4.371428571428571)","(15.0, 16.5, 15.642857142857142)","(31.0, 99999, 99990)","(26.0, 30.0, 27.0)","(26.0, 60.0, 45.85714285714286)","(10.0, 28.0, 16.214285714285715)","(4.8, 6.8, 6.25)","(12.0, 16.0, 13.666666666666666)"
11-01-2023 18:06:45.481421,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.5, 4.9)","(15.0, 16.5, 15.642857142857142)","(31.0, 99999, 99990)","(26.0, 30.0, 27.0)","(26.0, 60.0, 45.85714285714286)","(10.0, 28.0, 20.25)","(4.8, 6.6, 6.25)","(12.0, 16.0, 13.666666666666666)"
11-01-2023 18:06:46.681956,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.5, 4.7615384615384615)","(15.0, 16.5, 15.642857142857142)","(31.0, 99999, 99990)","(26.0, 30.0, 28.0)","(26.0, 60.0, 36.0)","(10.0, 29.0, 22.0)","(4.8, 6.6, 6.25)","(12.0, 16.0, 13.666666666666666)"
11-01-2023 18:06:48.106960,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.5, 4.510000000000001)","(15.0, 16.5, 15.642857142857142)","(31.0, 99999, 99990)","(26.0, 30.0, 44.8)","(26.0, 60.0, 34.4)","(10.0, 29.0, 21.4)","(4.8, 6.6, 6.25)","(12.0, 16.0, 13.666666666666666)"
11-01-2023 18:06:49.696922,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.5, 4.557142857142858)","(15.0, 16.5, 15.642857142857142)","(31.0, 99999, 99990)","(26.0, 50.0, 40.0)","(26.0, 60.0, 34.4)","(10.0, 28.0, 21.4)","(4.8, 6.6, 8.533333333333333)","(12.0, 16.0, 13.666666666666666)"
11-01-2023 18:06:51.312315,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.5, 4.58)","(15.0, 16.5, 15.642857142857142)","(31.0, 99999, 99990)","(26.0, 48.0, 33.77777777777778)","(26.0, 60.0, 31.666666666666668)","(10.0, 28.0, 17.6875)","(4.8, 9.8, 7.457142857142857)","(12.0, 16.0, 13.0)"
11-01-2023 18:06:52.769915,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.3, 4.550000000000001)","(15.0, 16.5, 15.642857142857142)","(31.0, 99999, 99990)","(26.0, 46.0, 36.0)","(26.0, 50.0, 34.666666666666664)","(10.0, 28.0, 17.6875)","(4.8, 9.0, 7.65)","(12.0, 16.0, 13.0)"
11-01-2023 18:06:54.419292,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.3, 4.733333333333333)","(15.0, 16.5, 15.5)","(31.0, 99999, 99990)","(26.0, 42.0, 31.333333333333332)","(26.0, 48.0, 40.0)","(10.0, 28.0, 20.8)","(4.8, 9.0, 8.4)","(12.0, 16.0, 13.0)"
11-01-2023 18:06:55.764546,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.2, 4.6)","(15.0, 16.5, 15.5)","(31.0, 99999, 99990)","(26.0, 42.0, 34.0)","(26.0, 46.0, 33.142857142857146)","(10.0, 27.0, 16.666666666666668)","(4.8, 9.0, 8.68)","(12.0, 16.0, 13.0)"
11-01-2023 18:06:56.954264,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.2, 4.6)","(15.0, 16.5, 15.5)","(31.0, 99999, 99990)","(26.0, 42.0, 34.0)","(26.0, 46.0, 33.142857142857146)","(10.0, 27.0, 16.9375)","(4.8, 9.0, 8.771428571428572)","(12.0, 16.0, 13.0)"
11-01-2023 18:06:58.161286,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.1, 4.6)","(15.0, 16.5, 15.5)","(31.0, 99999, 99990)","(26.0, 42.0, 33.0)","(26.0, 46.0, 33.142857142857146)","(10.0, 26.0, 19.6)","(4.8, 9.0, 8.771428571428572)","(12.0, 16.0, 13.0)"
11-01-2023 18:06:59.357995,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.1, 4.6)","(15.0, 16.5, 15.5)","(31.0, 99999, 99990)","(26.0, 40.0, 31.6)","(26.0, 46.0, 33.142857142857146)","(10.0, 25.0, 20.875)","(4.8, 9.0, 8.771428571428572)","(12.0, 16.0, 13.0)"
11-01-2023 18:07:00.624323,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.1, 4.6)","(15.0, 16.5, 15.5)","(31.0, 99999, 99990)","(26.0, 40.0, 34.0)","(26.0, 46.0, 33.142857142857146)","(10.0, 24.0, 16.1875)","(4.8, 9.0, 8.771428571428572)","(12.0, 16.0, 13.0)"
11-01-2023 18:07:01.925087,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.1, 4.6)","(15.0, 16.5, 15.5)","(31.0, 99999, 99990)","(26.0, 42.0, 34.0)","(26.0, 46.0, 35.44444444444444)","(10.0, 24.0, 15.071428571428571)","(4.8, 9.0, 8.771428571428572)","(12.0, 16.0, 13.333333333333334)"
11-01-2023 18:07:03.225563,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.1, 4.6)","(15.0, 16.5, 15.5)","(31.0, 99999, 99990)","(26.0, 42.0, 39.16666666666667)","(26.0, 46.0, 38.5)","(10.0, 24.0, 15.071428571428571)","(4.8, 9.0, 8.771428571428572)","(12.0, 15.0, 13.333333333333334)"
11-01-2023 18:07:04.550442,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.1, 4.6)","(15.0, 16.5, 15.642857142857142)","(31.0, 99999, 99990)","(26.0, 42.0, 39.16666666666667)","(26.0, 50.0, 41.0)","(10.0, 24.0, 15.071428571428571)","(4.8, 9.0, 8.771428571428572)","(12.0, 15.0, 13.333333333333334)"
11-01-2023 18:07:05.845168,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.1, 4.6)","(15.0, 16.5, 15.642857142857142)","(31.0, 99999, 99990)","(26.0, 42.0, 39.16666666666667)","(26.0, 55.0, 41.0)","(10.0, 24.0, 15.071428571428571)","(4.8, 9.0, 8.771428571428572)","(12.0, 15.0, 13.333333333333334)"
11-01-2023 18:07:07.199430,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.1, 4.6)","(15.0, 16.5, 15.642857142857142)","(31.0, 99999, 99990)","(26.0, 42.0, 36.666666666666664)","(26.0, 55.0, 41.0)","(10.0, 24.0, 15.071428571428571)","(4.8, 9.0, 8.771428571428572)","(12.0, 15.0, 13.333333333333334)"
11-01-2023 18:07:08.538612,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.1, 4.6)","(15.0, 16.5, 15.5)","(31.0, 99999, 99990)","(26.0, 42.0, 50.85714285714286)","(26.0, 55.0, 34.666666666666664)","(10.0, 24.0, 15.071428571428571)","(4.8, 9.0, 8.771428571428572)","(12.0, 15.0, 13.333333333333334)"
11-01-2023 18:07:09.860535,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.1, 4.554545454545455)","(15.0, 16.5, 15.5)","(31.0, 99999, 99990)","(26.0, 55.0, 51.375)","(26.0, 50.0, 34.666666666666664)","(10.0, 24.0, 15.071428571428571)","(4.8, 9.0, 8.25)","(12.0, 15.0, 13.333333333333334)"
11-01-2023 18:07:11.133184,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.1, 4.554545454545455)","(15.0, 16.5, 15.642857142857142)","(31.0, 99999, 99990)","(26.0, 55.0, 51.375)","(26.0, 50.0, 34.666666666666664)","(10.0, 24.0, 15.071428571428571)","(4.8, 9.0, 8.3)","(12.0, 15.0, 13.333333333333334)"
11-01-2023 18:07:12.417835,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.1, 4.554545454545455)","(15.0, 16.5, 15.642857142857142)","(31.0, 99999, 99990)","(26.0, 55.0, 51.375)","(26.0, 50.0, 34.666666666666664)","(10.0, 24.0, 17.75)","(4.8, 8.6, 7.2)","(12.0, 15.0, 13.333333333333334)"
11-01-2023 18:07:13.716822,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.1, 4.554545454545455)","(15.0, 16.5, 15.642857142857142)","(31.0, 99999, 99990)","(26.0, 55.0, 45.25)","(26.0, 50.0, 34.666666666666664)","(10.0, 24.0, 17.25)","(4.8, 8.6, 6.6571428571428575)","(12.0, 15.0, 13.333333333333334)"
11-01-2023 18:07:15.046923,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.1, 4.714285714285714)","(15.0, 16.5, 15.642857142857142)","(31.0, 99999, 99990)","(26.0, 48.0, 45.25)","(26.0, 50.0, 34.666666666666664)","(10.0, 23.0, 17.25)","(4.8, 7.0, 6.618181818181818)","(12.0, 15.0, 13.333333333333334)"
11-01-2023 18:07:16.463866,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.1, 4.75)","(15.0, 16.5, 15.642857142857142)","(31.0, 99999, 99990)","(26.0, 48.0, 43.6)","(26.0, 50.0, 34.666666666666664)","(10.0, 23.0, 17.25)","(4.8, 6.8, 6.333333333333333)","(12.0, 15.0, 13.333333333333334)"
11-01-2023 18:07:17.885241,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.0, 4.666666666666667)","(15.0, 16.5, 15.642857142857142)","(31.0, 99999, 99990)","(26.0, 48.0, 37.5)","(26.0, 50.0, 37.5)","(10.0, 23.0, 18.4)","(4.8, 6.8, 6.557894736842106)","(12.0, 15.0, 13.333333333333334)"
11-01-2023 18:07:19.232050,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.0, 4.766666666666667)","(15.0, 16.5, 15.642857142857142)","(31.0, 99999, 99990)","(26.0, 48.0, 34.666666666666664)","(26.0, 48.0, 37.5)","(10.0, 23.0, 18.4)","(4.8, 7.0, 6.775)","(12.0, 15.0, 13.333333333333334)"
11-01-2023 18:07:20.557444,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.1, 4.7727272727272725)","(15.0, 16.5, 15.642857142857142)","(31.0, 99999, 99990)","(31.0, 48.0, 34.666666666666664)","(26.0, 48.0, 37.5)","(11.0, 23.0, 20.444444444444443)","(4.8, 7.0, 7.375)","(12.0, 15.0, 13.333333333333334)"
11-01-2023 18:07:21.840432,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.1, 4.7727272727272725)","(15.0, 16.5, 15.642857142857142)","(31.0, 99999, 99990)","(31.0, 48.0, 34.666666666666664)","(26.0, 48.0, 37.5)","(11.0, 23.0, 20.444444444444443)","(4.8, 8.2, 7.1000000000000005)","(12.0, 15.0, 13.333333333333334)"
11-01-2023 18:07:23.162750,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.1, 4.666666666666667)","(15.0, 16.5, 15.642857142857142)","(31.0, 99999, 99990)","(31.0, 48.0, 34.0)","(26.0, 48.0, 36.333333333333336)","(11.0, 23.0, 19.666666666666668)","(4.8, 7.4, 6.5600000000000005)","(12.0, 15.0, 13.333333333333334)"
11-01-2023 18:07:24.459333,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.0, 4.585714285714285)","(15.0, 16.5, 15.642857142857142)","(31.0, 99999, 99990)","(31.0, 46.0, 34.0)","(26.0, 55.0, 41.333333333333336)","(11.0, 22.0, 17.0)","(4.8, 7.4, 6.32)","(12.0, 15.0, 13.333333333333334)"
11-01-2023 18:07:25.749365,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.1, 4.666666666666667)","(15.0, 16.5, 15.642857142857142)","(31.0, 99999, 99990)","(31.0, 46.0, 34.0)","(26.0, 70.0, 41.333333333333336)","(11.0, 22.0, 18.666666666666668)","(4.8, 7.4, 6.474285714285714)","(12.0, 15.0, 13.333333333333334)"
11-01-2023 18:07:26.958146,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.0, 4.666666666666667)","(15.0, 16.5, 15.642857142857142)","(31.0, 99999, 99990)","(31.0, 46.0, 34.0)","(26.0, 70.0, 41.333333333333336)","(11.0, 22.0, 18.666666666666668)","(4.8, 7.4, 6.474285714285714)","(12.0, 15.0, 13.333333333333334)"
11-01-2023 18:07:28.149455,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.0, 4.666666666666667)","(15.0, 16.5, 15.642857142857142)","(31.0, 99999, 99990)","(31.0, 46.0, 34.0)","(26.0, 70.0, 36.5)","(11.0, 22.0, 18.0)","(4.8, 7.4, 6.7)","(12.0, 15.0, 13.333333333333334)"
11-01-2023 18:07:29.344002,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.0, 4.8428571428571425)","(15.0, 16.5, 15.642857142857142)","(31.0, 99999, 99990)","(31.0, 46.0, 34.0)","(26.0, 65.0, 38.0)","(11.0, 21.0, 18.0)","(4.8, 7.2, 6.529411764705882)","(12.0, 15.0, 13.333333333333334)"
11-01-2023 18:07:30.513408,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.1, 4.766666666666667)","(15.0, 16.5, 15.642857142857142)","(31.0, 99999, 99990)","(31.0, 46.0, 37.0)","(26.0, 60.0, 38.0)","(11.0, 21.0, 18.0)","(4.8, 7.0, 6.529411764705882)","(12.0, 15.0, 13.333333333333334)"
11-01-2023 18:07:31.733520,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.1, 4.766666666666667)","(15.0, 16.5, 15.642857142857142)","(31.0, 99999, 99990)","(31.0, 46.0, 37.0)","(26.0, 60.0, 38.0)","(11.0, 21.0, 15.333333333333334)","(4.8, 7.0, 6.529411764705882)","(12.0, 15.0, 14.0)"
11-01-2023 18:07:32.972042,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.1, 4.766666666666667)","(15.0, 16.5, 15.642857142857142)","(31.0, 99999, 99990)","(31.0, 46.0, 36.0)","(26.0, 60.0, 43.5)","(11.0, 21.0, 15.333333333333334)","(4.8, 7.0, 6.529411764705882)","(12.0, 15.0, 13.75)"
11-01-2023 18:07:34.305698,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.1, 4.869230769230769)","(15.0, 16.5, 15.642857142857142)","(31.0, 99999, 99990)","(31.0, 44.0, 36.0)","(26.0, 60.0, 43.5)","(11.0, 21.0, 15.333333333333334)","(4.8, 7.0, 6.529411764705882)","(12.0, 15.0, 13.75)"
11-01-2023 18:07:35.564866,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.1, 4.7823529411764705)","(15.0, 16.5, 15.642857142857142)","(31.0, 99999, 99990)","(31.0, 44.0, 36.0)","(26.0, 60.0, 43.5)","(11.0, 21.0, 15.333333333333334)","(4.8, 7.0, 6.529411764705882)","(12.0, 15.0, 13.75)"
11-01-2023 18:07:36.731763,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.1, 4.869230769230769)","(15.0, 16.5, 15.642857142857142)","(31.0, 99999, 99990)","(31.0, 44.0, 32.666666666666664)","(26.0, 60.0, 43.5)","(11.0, 21.0, 15.333333333333334)","(4.8, 7.0, 6.529411764705882)","(12.0, 15.0, 14.0)"
11-01-2023 18:07:37.948501,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.1, 4.869230769230769)","(15.0, 16.5, 15.642857142857142)","(31.0, 99999, 99990)","(31.0, 44.0, 32.666666666666664)","(26.0, 60.0, 43.5)","(11.0, 21.0, 15.333333333333334)","(4.8, 7.0, 6.529411764705882)","(12.0, 15.0, 14.0)"
11-01-2023 18:07:39.113257,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.1, 4.869230769230769)","(15.0, 16.5, 15.642857142857142)","(31.0, 99999, 99990)","(31.0, 44.0, 36.0)","(26.0, 60.0, 43.5)","(11.0, 21.0, 15.333333333333334)","(4.8, 7.0, 6.529411764705882)","(12.0, 15.0, 14.0)"
11-01-2023 18:07:40.274583,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.0, 4.785714285714286)","(15.0, 16.5, 15.642857142857142)","(31.0, 99999, 99990)","(31.0, 44.0, 36.0)","(26.0, 60.0, 31.666666666666668)","(11.0, 21.0, 15.333333333333334)","(4.8, 7.0, 6.529411764705882)","(12.0, 15.0, 14.0)"
11-01-2023 18:07:41.453629,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.0, 4.785714285714286)","(15.0, 16.5, 15.642857142857142)","(31.0, 99999, 99990)","(31.0, 44.0, 36.0)","(26.0, 55.0, 38.5)","(11.0, 21.0, 15.333333333333334)","(4.8, 7.0, 6.529411764705882)","(12.0, 15.0, 13.75)"
11-01-2023 18:07:42.657517,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.9, 5.033333333333333)","(15.0, 16.5, 15.642857142857142)","(31.0, 99999, 99990)","(31.0, 44.0, 32.666666666666664)","(26.0, 50.0, 38.5)","(11.0, 21.0, 18.142857142857142)","(4.8, 7.0, 6.4)","(12.0, 15.0, 14.0)"
11-01-2023 18:07:43.923281,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.9, 4.888888888888889)","(15.0, 16.5, 15.642857142857142)","(31.0, 99999, 99990)","(31.0, 44.0, 46.0)","(26.0, 50.0, 38.5)","(11.0, 21.0, 14.666666666666666)","(4.8, 7.0, 6.333333333333334)","(12.0, 15.0, 14.0)"
11-01-2023 18:07:45.149232,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.9, 4.888888888888889)","(15.0, 16.5, 15.642857142857142)","(31.0, 99999, 99990)","(31.0, 55.0, 46.0)","(26.0, 50.0, 38.5)","(11.0, 21.0, 14.666666666666666)","(4.8, 7.0, 6.333333333333334)","(12.0, 15.0, 14.0)"
11-01-2023 18:07:46.401114,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.8, 5.285714285714286)","(15.0, 16.5, 15.642857142857142)","(31.0, 99999, 99990)","(31.0, 55.0, 46.0)","(26.0, 50.0, 38.5)","(11.0, 21.0, 14.666666666666666)","(4.8, 7.0, 6.333333333333334)","(12.0, 15.0, 14.0)"
11-01-2023 18:07:47.732296,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.7, 4.95)","(15.0, 16.5, 15.642857142857142)","(31.0, 99999, 99990)","(31.0, 55.0, 41.5)","(26.0, 50.0, 34.666666666666664)","(11.0, 21.0, 18.0)","(4.8, 7.0, 6.4)","(12.0, 15.0, 14.0)"
11-01-2023 18:07:49.048059,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.4, 4.933333333333334)","(15.0, 16.5, 15.794117647058824)","(31.0, 99999, 99990)","(31.0, 55.0, 41.333333333333336)","(26.0, 50.0, 34.0)","(11.0, 20.0, 19.666666666666668)","(4.8, 7.0, 6.4)","(12.0, 15.0, 14.5)"
11-01-2023 18:07:50.314959,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.3, 4.5)","(15.0, 16.5, 15.794117647058824)","(31.0, 99999, 99990)","(31.0, 48.0, 41.333333333333336)","(26.0, 48.0, 34.0)","(11.0, 22.0, 19.666666666666668)","(4.8, 7.0, 6.4)","(12.0, 15.0, 14.4)"
