,Shanerra Star Nz,Questro Queen Nz,Diletto,Hall Stitched Up,Lennox Bromac Nz,Joetomo,Tulhurst Writer,Drive To The Beach,Infinity Beach,Tulhurst Terror
11-01-2023 17:57:38.741430,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 6.0, 4.2)","(15.0, 30.0, 21.5)","(21.0, 99999, 99990)","(26.0, 95.0, 68.28571428571429)","(21.0, 220.0, 54.166666666666664)","(10.0, 34.0, 22.0)","(4.6, 10.0, 7.3)","(12.0, 16.0, 12.625)"
11-01-2023 17:57:40.218769,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 6.0, 4.2)","(15.0, 30.0, 21.5)","(21.0, 99999, 99990)","(26.0, 220.0, 68.28571428571429)","(21.0, 220.0, 54.166666666666664)","(10.0, 34.0, 22.0)","(4.6, 10.0, 7.3)","(12.0, 16.0, 12.625)"
11-01-2023 17:57:41.625288,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 6.0, 3.625)","(15.0, 30.0, 25.142857142857142)","(21.0, 99999, 99990)","(26.0, 220.0, 46.21818181818182)","(21.0, 220.0, 71.5)","(10.0, 34.0, 22.0)","(4.6, 10.0, 7.3)","(12.0, 16.0, 12.625)"
11-01-2023 17:57:43.033632,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.9, 3.625)","(15.0, 30.0, 25.142857142857142)","(21.0, 99999, 99990)","(26.0, 220.0, 46.21818181818182)","(21.0, 220.0, 71.5)","(10.0, 34.0, 22.0)","(4.6, 10.0, 7.3)","(12.0, 16.0, 12.625)"
11-01-2023 17:57:44.510792,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.9, 3.625)","(15.0, 30.0, 25.142857142857142)","(21.0, 99999, 99990)","(26.0, 220.0, 46.21818181818182)","(21.0, 220.0, 71.5)","(10.0, 34.0, 22.0)","(4.6, 10.0, 7.3)","(12.0, 16.0, 12.625)"
11-01-2023 17:57:46.079501,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.9, 3.625)","(15.0, 30.0, 25.142857142857142)","(21.0, 99999, 99990)","(26.0, 220.0, 92.67999999999999)","(21.0, 220.0, 71.5)","(10.0, 34.0, 22.0)","(4.6, 10.0, 7.3)","(12.0, 16.0, 12.625)"
11-01-2023 17:57:47.608986,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.9, 3.625)","(15.0, 30.0, 25.142857142857142)","(21.0, 99999, 99990)","(26.0, 220.0, 92.67999999999999)","(21.0, 220.0, 71.5)","(10.0, 34.0, 22.0)","(4.6, 10.0, 7.3)","(12.0, 16.0, 12.625)"
11-01-2023 17:57:49.022522,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.9, 4.133333333333333)","(15.0, 30.0, 27.875)","(21.0, 99999, 99990)","(26.0, 220.0, 51.285714285714285)","(21.0, 220.0, 39.18181818181819)","(10.0, 34.0, 16.0)","(4.6, 10.0, 7.3)","(12.0, 16.0, 12.625)"
11-01-2023 17:57:50.418586,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.8, 4.133333333333333)","(15.0, 30.0, 27.875)","(21.0, 99999, 99990)","(26.0, 95.0, 51.285714285714285)","(21.0, 85.0, 39.18181818181819)","(10.0, 28.0, 16.0)","(4.6, 10.0, 7.3)","(12.0, 16.0, 12.625)"
11-01-2023 17:57:51.847652,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.8, 4.133333333333333)","(15.0, 30.0, 27.875)","(21.0, 99999, 99990)","(26.0, 95.0, 51.285714285714285)","(21.0, 85.0, 39.18181818181819)","(10.0, 28.0, 16.0)","(4.6, 10.0, 7.3)","(12.0, 16.0, 12.625)"
11-01-2023 17:57:53.288594,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.8, 4.133333333333333)","(15.0, 30.0, 27.875)","(21.0, 99999, 99990)","(26.0, 95.0, 51.285714285714285)","(21.0, 85.0, 39.18181818181819)","(10.0, 28.0, 16.0)","(4.6, 10.0, 7.3)","(12.0, 16.0, 12.625)"
11-01-2023 17:57:54.728302,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.8, 4.133333333333333)","(15.0, 30.0, 27.875)","(21.0, 99999, 99990)","(26.0, 95.0, 51.285714285714285)","(21.0, 85.0, 39.18181818181819)","(10.0, 28.0, 16.0)","(4.6, 10.0, 7.3)","(12.0, 16.0, 12.625)"
11-01-2023 17:57:56.143113,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.8, 4.133333333333333)","(15.0, 30.0, 27.875)","(21.0, 99999, 99990)","(26.0, 95.0, 51.285714285714285)","(21.0, 85.0, 39.18181818181819)","(10.0, 28.0, 16.0)","(4.6, 10.0, 7.3)","(12.0, 16.0, 12.625)"
11-01-2023 17:57:57.604625,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.8, 4.133333333333333)","(15.0, 30.0, 27.875)","(21.0, 99999, 99990)","(26.0, 95.0, 51.285714285714285)","(21.0, 85.0, 39.18181818181819)","(10.0, 28.0, 16.0)","(4.6, 10.0, 9.2)","(12.0, 16.0, 12.625)"
11-01-2023 17:57:59.089376,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.8, 4.133333333333333)","(15.0, 30.0, 27.875)","(21.0, 99999, 99990)","(26.0, 95.0, 51.285714285714285)","(21.0, 85.0, 39.18181818181819)","(10.0, 28.0, 16.0)","(4.6, 10.0, 9.25)","(12.0, 16.0, 12.625)"
11-01-2023 17:58:00.602296,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.8, 4.133333333333333)","(15.0, 30.0, 27.875)","(21.0, 99999, 99990)","(26.0, 95.0, 51.285714285714285)","(21.0, 85.0, 39.18181818181819)","(10.0, 28.0, 16.0)","(4.6, 10.0, 9.316666666666666)","(12.0, 16.0, 12.625)"
11-01-2023 17:58:02.095066,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.8, 4.133333333333333)","(15.0, 30.0, 27.875)","(21.0, 99999, 99990)","(26.0, 95.0, 27.444444444444443)","(21.0, 85.0, 39.18181818181819)","(10.0, 28.0, 16.0)","(4.6, 10.0, 9.316666666666666)","(12.0, 16.0, 12.625)"
11-01-2023 17:58:03.573024,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.8, 4.133333333333333)","(15.0, 30.0, 27.875)","(21.0, 99999, 99990)","(26.0, 95.0, 27.444444444444443)","(21.0, 85.0, 39.18181818181819)","(10.0, 28.0, 16.0)","(4.6, 10.0, 9.4)","(12.0, 16.0, 12.625)"
11-01-2023 17:58:05.044857,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.8, 4.133333333333333)","(15.0, 30.0, 27.875)","(21.0, 99999, 99990)","(26.0, 95.0, 24.846153846153847)","(21.0, 85.0, 39.18181818181819)","(10.0, 28.0, 16.0)","(4.6, 10.0, 9.4)","(12.0, 16.0, 12.625)"
11-01-2023 17:58:06.482252,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.8, 4.133333333333333)","(15.0, 30.0, 27.875)","(21.0, 99999, 99990)","(26.0, 95.0, 24.846153846153847)","(21.0, 85.0, 39.18181818181819)","(10.0, 28.0, 16.0)","(4.6, 10.0, 9.633333333333333)","(12.0, 16.0, 12.625)"
11-01-2023 17:58:07.849074,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.8, 4.133333333333333)","(15.0, 30.0, 27.875)","(21.0, 99999, 99990)","(26.0, 95.0, 24.846153846153847)","(21.0, 85.0, 39.18181818181819)","(10.0, 28.0, 16.0)","(4.6, 10.0, 6.703030303030303)","(12.0, 16.0, 12.625)"
11-01-2023 17:58:09.376249,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.8, 4.133333333333333)","(15.0, 30.0, 27.875)","(21.0, 99999, 99990)","(26.0, 95.0, 24.846153846153847)","(21.0, 85.0, 56.8)","(10.0, 28.0, 16.0)","(4.6, 8.4, 9.4)","(12.0, 16.0, 12.625)"
11-01-2023 17:58:10.923046,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.8, 4.133333333333333)","(15.0, 30.0, 27.875)","(21.0, 99999, 99990)","(26.0, 95.0, 24.846153846153847)","(21.0, 80.0, 56.8)","(10.0, 28.0, 16.0)","(4.6, 10.0, 6.7)","(12.0, 16.0, 12.625)"
11-01-2023 17:58:12.563250,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.8, 4.133333333333333)","(15.0, 30.0, 27.875)","(21.0, 99999, 99990)","(26.0, 95.0, 24.846153846153847)","(21.0, 80.0, 56.8)","(10.0, 28.0, 16.0)","(4.6, 7.0, 6.7)","(12.0, 16.0, 12.625)"
11-01-2023 17:58:14.299840,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.8, 4.133333333333333)","(15.0, 30.0, 27.875)","(21.0, 99999, 99990)","(26.0, 95.0, 24.846153846153847)","(21.0, 80.0, 56.8)","(10.0, 28.0, 16.0)","(4.6, 7.0, 6.075)","(12.0, 16.0, 12.625)"
11-01-2023 17:58:15.968846,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.8, 4.525)","(15.0, 30.0, 27.875)","(21.0, 99999, 99990)","(26.0, 95.0, 42.66666666666667)","(21.0, 80.0, 41.875)","(10.0, 28.0, 16.0)","(4.6, 6.6, 6.075)","(12.0, 16.0, 12.625)"
11-01-2023 17:58:17.485178,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.7, 4.525)","(15.0, 30.0, 27.875)","(21.0, 99999, 99990)","(26.0, 90.0, 39.33333333333333)","(21.0, 75.0, 42.57142857142857)","(10.0, 28.0, 13.0)","(4.6, 7.0, 6.285714285714286)","(12.0, 16.0, 12.625)"
11-01-2023 17:58:19.002587,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.7, 4.525)","(15.0, 30.0, 27.875)","(21.0, 99999, 99990)","(26.0, 80.0, 39.33333333333333)","(21.0, 70.0, 42.57142857142857)","(10.0, 28.0, 13.0)","(4.6, 7.0, 6.25)","(12.0, 16.0, 12.625)"
11-01-2023 17:58:20.474823,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.7, 4.525)","(15.0, 30.0, 27.875)","(21.0, 99999, 99990)","(26.0, 80.0, 39.33333333333333)","(21.0, 70.0, 42.57142857142857)","(10.0, 28.0, 13.0)","(4.6, 7.0, 5.8999999999999995)","(12.0, 16.0, 12.625)"
11-01-2023 17:58:21.893126,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.7, 4.525)","(15.0, 30.0, 27.875)","(21.0, 99999, 99990)","(26.0, 80.0, 39.33333333333333)","(21.0, 70.0, 42.57142857142857)","(10.0, 28.0, 13.0)","(4.6, 6.6, 6.15)","(12.0, 16.0, 12.625)"
11-01-2023 17:58:23.327625,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.7, 4.525)","(15.0, 30.0, 27.875)","(21.0, 99999, 99990)","(26.0, 80.0, 39.33333333333333)","(21.0, 70.0, 42.57142857142857)","(10.0, 28.0, 13.0)","(4.6, 6.6, 6.15)","(12.0, 16.0, 12.625)"
11-01-2023 17:58:24.766646,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.7, 4.475)","(15.0, 30.0, 27.875)","(21.0, 99999, 99990)","(26.0, 80.0, 37.66666666666667)","(21.0, 70.0, 47.8)","(10.0, 28.0, 13.0)","(4.6, 6.6, 6.0)","(12.0, 16.0, 12.625)"
11-01-2023 17:58:26.273585,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 27.875)","(21.0, 99999, 99990)","(26.0, 75.0, 26.285714285714285)","(21.0, 65.0, 38.125)","(10.0, 28.0, 13.0)","(4.6, 9.8, 9.526666666666667)","(12.0, 16.0, 12.625)"
11-01-2023 17:58:27.721763,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 27.875)","(21.0, 99999, 99990)","(26.0, 70.0, 26.285714285714285)","(21.0, 65.0, 38.125)","(10.0, 28.0, 13.0)","(4.6, 9.8, 9.526666666666667)","(12.0, 16.0, 12.625)"
11-01-2023 17:58:29.152979,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 27.875)","(21.0, 99999, 99990)","(26.0, 70.0, 26.285714285714285)","(21.0, 65.0, 38.125)","(10.0, 28.0, 13.0)","(4.6, 9.8, 6.45)","(12.0, 16.0, 12.625)"
11-01-2023 17:58:30.614439,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 27.875)","(21.0, 99999, 99990)","(26.0, 70.0, 26.285714285714285)","(21.0, 65.0, 38.125)","(10.0, 28.0, 13.0)","(4.6, 7.2, 6.15)","(12.0, 16.0, 12.625)"
11-01-2023 17:58:32.041580,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 27.875)","(21.0, 99999, 99990)","(26.0, 70.0, 26.285714285714285)","(21.0, 65.0, 38.125)","(10.0, 28.0, 13.0)","(4.6, 6.6, 6.184615384615385)","(12.0, 16.0, 12.625)"
11-01-2023 17:58:33.574996,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 70.0, 26.285714285714285)","(21.0, 65.0, 38.125)","(10.0, 28.0, 13.0)","(4.6, 6.6, 6.184615384615385)","(12.0, 16.0, 12.625)"
11-01-2023 17:58:35.205095,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 70.0, 33.0)","(21.0, 65.0, 38.125)","(10.0, 28.0, 13.0)","(4.6, 6.6, 6.184615384615385)","(12.0, 16.0, 12.625)"
11-01-2023 17:58:36.773118,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 75.0, 27.714285714285715)","(21.0, 65.0, 38.125)","(10.0, 28.0, 13.0)","(4.6, 6.6, 6.45)","(12.0, 16.0, 12.625)"
11-01-2023 17:58:38.418816,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 80.0, 27.714285714285715)","(21.0, 65.0, 38.125)","(10.0, 28.0, 13.0)","(4.6, 7.2, 6.6)","(12.0, 16.0, 12.625)"
11-01-2023 17:58:40.048820,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 80.0, 27.714285714285715)","(21.0, 65.0, 38.125)","(10.0, 28.0, 13.0)","(4.6, 7.2, 6.6461538461538465)","(12.0, 16.0, 12.625)"
11-01-2023 17:58:41.491799,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 80.0, 27.714285714285715)","(21.0, 65.0, 38.125)","(10.0, 28.0, 13.0)","(4.6, 7.2, 6.56)","(12.0, 16.0, 12.625)"
11-01-2023 17:58:43.054323,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 80.0, 27.714285714285715)","(21.0, 65.0, 38.125)","(10.0, 28.0, 13.0)","(4.6, 6.6, 6.56)","(12.0, 16.0, 12.625)"
11-01-2023 17:58:44.580585,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 80.0, 27.714285714285715)","(21.0, 65.0, 38.125)","(10.0, 28.0, 13.0)","(4.6, 6.6, 6.746666666666666)","(12.0, 16.0, 12.625)"
11-01-2023 17:58:46.041692,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 80.0, 27.714285714285715)","(21.0, 65.0, 38.125)","(10.0, 28.0, 13.0)","(4.6, 6.8, 6.56)","(12.0, 16.0, 12.625)"
11-01-2023 17:58:47.543294,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 80.0, 39.33333333333333)","(21.0, 65.0, 35.666666666666664)","(10.0, 28.0, 13.0)","(4.6, 6.6, 6.6461538461538465)","(12.0, 16.0, 12.625)"
11-01-2023 17:58:49.077437,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 80.0, 39.33333333333333)","(21.0, 65.0, 35.666666666666664)","(10.0, 28.0, 13.0)","(4.6, 7.2, 6.6461538461538465)","(12.0, 16.0, 12.625)"
11-01-2023 17:58:50.500148,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 80.0, 39.33333333333333)","(21.0, 65.0, 35.666666666666664)","(10.0, 28.0, 13.0)","(4.6, 7.2, 6.746666666666666)","(12.0, 16.0, 12.625)"
11-01-2023 17:58:51.905882,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 80.0, 39.33333333333333)","(21.0, 65.0, 35.666666666666664)","(10.0, 28.0, 13.0)","(4.6, 6.8, 6.6461538461538465)","(12.0, 16.0, 12.625)"
11-01-2023 17:58:53.276279,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 80.0, 39.33333333333333)","(21.0, 65.0, 35.666666666666664)","(10.0, 28.0, 13.0)","(4.6, 7.2, 6.42)","(12.0, 16.0, 12.625)"
11-01-2023 17:58:54.737362,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 80.0, 39.33333333333333)","(21.0, 65.0, 35.666666666666664)","(10.0, 28.0, 13.0)","(4.6, 6.6, 6.6461538461538465)","(12.0, 16.0, 12.625)"
11-01-2023 17:58:56.169950,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 80.0, 39.33333333333333)","(21.0, 65.0, 35.666666666666664)","(10.0, 28.0, 13.0)","(4.6, 7.2, 6.6461538461538465)","(12.0, 16.0, 12.625)"
11-01-2023 17:58:57.680852,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 80.0, 39.33333333333333)","(21.0, 65.0, 35.666666666666664)","(10.0, 28.0, 13.0)","(4.6, 7.2, 6.6461538461538465)","(12.0, 16.0, 12.625)"
11-01-2023 17:58:59.434166,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.066666666666666)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 80.0, 39.33333333333333)","(21.0, 65.0, 35.666666666666664)","(10.0, 28.0, 13.0)","(4.6, 7.2, 6.6461538461538465)","(12.0, 16.0, 12.625)"
11-01-2023 17:59:01.062860,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 80.0, 39.33333333333333)","(21.0, 65.0, 35.666666666666664)","(10.0, 28.0, 13.0)","(4.6, 7.2, 6.461538461538462)","(12.0, 16.0, 12.625)"
11-01-2023 17:59:02.681020,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 80.0, 39.33333333333333)","(21.0, 65.0, 35.666666666666664)","(10.0, 28.0, 13.0)","(4.6, 7.2, 6.6461538461538465)","(12.0, 16.0, 12.625)"
11-01-2023 17:59:04.606921,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 80.0, 39.33333333333333)","(21.0, 65.0, 35.666666666666664)","(10.0, 28.0, 13.0)","(4.6, 7.2, 6.6461538461538465)","(12.0, 16.0, 12.625)"
11-01-2023 17:59:06.281628,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 80.0, 39.33333333333333)","(21.0, 65.0, 35.666666666666664)","(10.0, 28.0, 13.0)","(4.6, 7.2, 6.6461538461538465)","(12.0, 16.0, 12.625)"
11-01-2023 17:59:07.962755,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 80.0, 39.33333333333333)","(21.0, 65.0, 35.666666666666664)","(10.0, 28.0, 13.0)","(4.6, 7.2, 6.6461538461538465)","(12.0, 16.0, 12.625)"
11-01-2023 17:59:09.463690,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 80.0, 39.33333333333333)","(21.0, 65.0, 35.666666666666664)","(10.0, 28.0, 13.0)","(4.6, 7.2, 6.6461538461538465)","(12.0, 16.0, 12.625)"
11-01-2023 17:59:11.069924,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 80.0, 39.33333333333333)","(21.0, 65.0, 35.666666666666664)","(10.0, 28.0, 13.0)","(4.6, 7.2, 6.6461538461538465)","(12.0, 16.0, 12.625)"
11-01-2023 17:59:12.620666,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 80.0, 39.33333333333333)","(21.0, 65.0, 35.666666666666664)","(10.0, 28.0, 13.0)","(4.6, 7.2, 6.6461538461538465)","(12.0, 16.0, 12.625)"
11-01-2023 17:59:14.086729,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 80.0, 39.33333333333333)","(21.0, 65.0, 35.666666666666664)","(10.0, 28.0, 13.0)","(4.6, 7.2, 6.6461538461538465)","(12.0, 16.0, 12.625)"
11-01-2023 17:59:15.559177,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 80.0, 39.33333333333333)","(21.0, 65.0, 35.666666666666664)","(10.0, 28.0, 13.0)","(4.6, 7.2, 6.6461538461538465)","(12.0, 16.0, 12.625)"
11-01-2023 17:59:17.053038,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 80.0, 39.33333333333333)","(21.0, 65.0, 35.666666666666664)","(10.0, 28.0, 13.0)","(4.6, 7.2, 6.6461538461538465)","(12.0, 16.0, 12.625)"
11-01-2023 17:59:18.515284,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 80.0, 39.33333333333333)","(21.0, 65.0, 35.666666666666664)","(10.0, 28.0, 13.0)","(4.6, 7.2, 6.6461538461538465)","(12.0, 16.0, 12.625)"
11-01-2023 17:59:20.089678,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 80.0, 39.33333333333333)","(21.0, 65.0, 35.666666666666664)","(10.0, 28.0, 13.0)","(4.6, 7.2, 6.6461538461538465)","(12.0, 16.0, 12.625)"
11-01-2023 17:59:21.616395,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 80.0, 39.33333333333333)","(21.0, 65.0, 35.666666666666664)","(10.0, 28.0, 13.0)","(4.6, 7.2, 6.6461538461538465)","(12.0, 16.0, 12.625)"
11-01-2023 17:59:23.280329,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 80.0, 39.33333333333333)","(21.0, 65.0, 35.666666666666664)","(10.0, 28.0, 13.0)","(4.6, 7.2, 6.6461538461538465)","(12.0, 16.0, 12.625)"
11-01-2023 17:59:24.719024,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 80.0, 39.33333333333333)","(21.0, 65.0, 35.666666666666664)","(10.0, 28.0, 13.0)","(4.6, 7.2, 6.6461538461538465)","(12.0, 16.0, 12.625)"
11-01-2023 17:59:26.131608,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 80.0, 39.33333333333333)","(21.0, 65.0, 35.666666666666664)","(10.0, 28.0, 13.0)","(4.6, 7.2, 6.6461538461538465)","(12.0, 16.0, 12.625)"
11-01-2023 17:59:27.559865,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 80.0, 39.33333333333333)","(21.0, 65.0, 35.666666666666664)","(10.0, 28.0, 13.0)","(4.6, 7.2, 6.6461538461538465)","(12.0, 16.0, 12.625)"
11-01-2023 17:59:28.973193,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 80.0, 39.33333333333333)","(21.0, 65.0, 35.666666666666664)","(10.0, 28.0, 13.0)","(4.6, 7.2, 6.6461538461538465)","(12.0, 16.0, 12.625)"
11-01-2023 17:59:30.457110,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 80.0, 39.33333333333333)","(21.0, 65.0, 35.666666666666664)","(10.0, 28.0, 13.0)","(4.6, 7.2, 6.6461538461538465)","(12.0, 16.0, 12.625)"
11-01-2023 17:59:32.036553,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 30.0, 21.75)","(21.0, 99999, 99990)","(26.0, 80.0, 39.33333333333333)","(21.0, 65.0, 35.666666666666664)","(10.0, 28.0, 13.0)","(4.6, 7.2, 6.6461538461538465)","(12.0, 16.0, 12.625)"
