,Dennis Choux,Kupido,Lescot,Better Than Banksy,Igotanidea,Sir Bitesalot,Tosen Glory,Irrewarra Gem,One Fornana Rhodes,Lady Merchant,Metsi,Mikki Magic,Eltanin,Greenhill Prince
06-01-2023 12:44:40.839633,"(3.0, 3.7, 3.649397590361446)","(81.0, 220.0, 170.0)","(41.0, 50.0, 46.666666666666664)","(31.0, 60.0, 49.5)","(4.4, 5.6, 5.294117647058823)","(10.0, 10.5, 10.11111111111111)","(5.5, 7.6, 7.580952380952381)","(31.0, 120.0, 83.33333333333333)","(5.5, 9.0, 7.166666666666667)","(71.0, 170.0, 123.33333333333333)","(10.0, 16.0, 14.571428571428571)","(71.0, 170.0, 123.33333333333333)","(91.0, 100.0, 94.54545454545455)","(21.0, 40.0, 38.25)"
06-01-2023 12:44:42.580105,"(3.0, 3.7, 3.649397590361446)","(81.0, 220.0, 170.0)","(41.0, 50.0, 46.666666666666664)","(31.0, 60.0, 49.5)","(4.4, 5.6, 5.294117647058823)","(10.0, 11.0, 10.083333333333334)","(5.5, 7.6, 7.580952380952381)","(31.0, 120.0, 83.33333333333333)","(5.5, 9.0, 7.166666666666667)","(71.0, 170.0, 123.33333333333333)","(10.0, 16.0, 14.571428571428571)","(71.0, 170.0, 123.33333333333333)","(91.0, 100.0, 89.28571428571428)","(21.0, 40.0, 38.25)"
06-01-2023 12:44:44.266480,"(3.0, 3.7, 3.649397590361446)","(81.0, 220.0, 170.0)","(41.0, 50.0, 46.666666666666664)","(31.0, 60.0, 49.5)","(4.4, 5.6, 5.294117647058823)","(10.0, 11.0, 10.083333333333334)","(5.5, 7.6, 7.580952380952381)","(31.0, 120.0, 83.33333333333333)","(5.5, 9.0, 7.5)","(71.0, 170.0, 123.33333333333333)","(10.0, 16.0, 14.571428571428571)","(71.0, 170.0, 123.33333333333333)","(91.0, 100.0, 89.28571428571428)","(21.0, 40.0, 38.25)"
06-01-2023 12:44:46.016041,"(3.0, 3.7, 3.649397590361446)","(81.0, 220.0, 170.0)","(41.0, 50.0, 46.666666666666664)","(31.0, 60.0, 49.5)","(4.4, 5.6, 5.294117647058823)","(10.0, 11.0, 10.083333333333334)","(5.5, 7.6, 7.580952380952381)","(31.0, 120.0, 83.33333333333333)","(5.5, 9.0, 7.5)","(71.0, 170.0, 123.33333333333333)","(10.0, 16.0, 14.571428571428571)","(71.0, 170.0, 123.33333333333333)","(91.0, 100.0, 89.28571428571428)","(21.0, 40.0, 38.25)"
06-01-2023 12:44:47.716980,"(3.0, 3.7, 3.649397590361446)","(81.0, 220.0, 170.0)","(41.0, 50.0, 46.666666666666664)","(31.0, 60.0, 49.5)","(4.4, 5.6, 5.294117647058823)","(10.0, 11.0, 10.083333333333334)","(5.5, 7.6, 7.580952380952381)","(31.0, 120.0, 83.33333333333333)","(5.5, 9.0, 7.5)","(71.0, 170.0, 123.33333333333333)","(10.0, 16.0, 14.571428571428571)","(71.0, 170.0, 123.33333333333333)","(91.0, 100.0, 89.28571428571428)","(21.0, 40.0, 38.25)"
06-01-2023 12:44:49.453970,"(3.0, 3.7, 3.649397590361446)","(81.0, 220.0, 170.0)","(41.0, 50.0, 46.666666666666664)","(31.0, 60.0, 49.5)","(4.4, 5.6, 5.294117647058823)","(10.0, 11.0, 10.083333333333334)","(5.5, 7.6, 7.580952380952381)","(31.0, 120.0, 83.33333333333333)","(5.5, 9.0, 7.5)","(71.0, 170.0, 123.33333333333333)","(10.0, 16.0, 14.571428571428571)","(71.0, 170.0, 123.33333333333333)","(91.0, 100.0, 89.28571428571428)","(21.0, 40.0, 38.25)"
06-01-2023 12:44:51.006507,"(3.0, 3.7, 3.649397590361446)","(81.0, 220.0, 170.0)","(41.0, 50.0, 46.666666666666664)","(31.0, 60.0, 49.5)","(4.4, 5.6, 5.294117647058823)","(10.0, 11.0, 10.083333333333334)","(5.5, 7.6, 7.580952380952381)","(31.0, 120.0, 83.33333333333333)","(5.5, 9.0, 7.5)","(71.0, 170.0, 123.33333333333333)","(10.0, 16.0, 14.571428571428571)","(71.0, 170.0, 123.33333333333333)","(91.0, 100.0, 89.28571428571428)","(21.0, 40.0, 38.25)"
06-01-2023 12:44:52.648572,"(3.0, 3.7, 3.649397590361446)","(81.0, 220.0, 170.0)","(41.0, 50.0, 46.666666666666664)","(31.0, 60.0, 49.5)","(4.4, 5.6, 5.294117647058823)","(10.0, 11.0, 10.083333333333334)","(5.5, 7.6, 7.580952380952381)","(31.0, 120.0, 83.33333333333333)","(5.5, 9.0, 7.5)","(71.0, 170.0, 123.33333333333333)","(10.0, 16.0, 14.571428571428571)","(71.0, 170.0, 123.33333333333333)","(91.0, 100.0, 89.28571428571428)","(21.0, 40.0, 38.25)"
06-01-2023 12:44:54.369999,"(3.0, 3.7, 3.649397590361446)","(81.0, 220.0, 170.0)","(41.0, 50.0, 46.666666666666664)","(31.0, 60.0, 49.5)","(4.4, 5.6, 5.294117647058823)","(10.0, 11.0, 10.083333333333334)","(5.5, 7.6, 7.580952380952381)","(31.0, 120.0, 83.33333333333333)","(5.5, 9.0, 7.05)","(71.0, 170.0, 123.33333333333333)","(10.0, 16.0, 14.375)","(71.0, 170.0, 123.33333333333333)","(91.0, 100.0, 89.28571428571428)","(21.0, 40.0, 38.25)"
06-01-2023 12:44:55.893918,"(3.0, 3.7, 3.649397590361446)","(81.0, 220.0, 170.0)","(41.0, 50.0, 46.666666666666664)","(31.0, 60.0, 49.5)","(4.4, 5.6, 5.294117647058823)","(10.0, 11.0, 10.083333333333334)","(5.5, 7.6, 7.580952380952381)","(31.0, 120.0, 83.33333333333333)","(5.5, 8.8, 7.05)","(71.0, 170.0, 123.33333333333333)","(10.0, 15.5, 14.214285714285714)","(71.0, 170.0, 123.33333333333333)","(91.0, 100.0, 89.28571428571428)","(21.0, 40.0, 38.25)"
06-01-2023 12:44:57.673183,"(3.0, 3.7, 3.649397590361446)","(81.0, 220.0, 170.0)","(41.0, 50.0, 46.666666666666664)","(31.0, 60.0, 49.5)","(4.4, 5.6, 5.294117647058823)","(10.0, 11.0, 10.083333333333334)","(5.5, 7.6, 7.580952380952381)","(31.0, 120.0, 83.33333333333333)","(5.5, 8.8, 7.05)","(71.0, 170.0, 123.33333333333333)","(10.0, 15.5, 14.214285714285714)","(71.0, 170.0, 123.33333333333333)","(91.0, 100.0, 89.28571428571428)","(21.0, 40.0, 38.25)"
06-01-2023 12:44:59.255909,"(3.0, 3.7, 3.649397590361446)","(81.0, 220.0, 170.0)","(41.0, 50.0, 46.666666666666664)","(31.0, 60.0, 49.5)","(4.4, 5.6, 5.294117647058823)","(10.0, 11.0, 10.083333333333334)","(5.5, 7.6, 7.580952380952381)","(31.0, 120.0, 83.33333333333333)","(5.5, 8.8, 7.05)","(71.0, 170.0, 123.33333333333333)","(10.0, 15.5, 14.214285714285714)","(71.0, 170.0, 123.33333333333333)","(91.0, 100.0, 89.28571428571428)","(21.0, 40.0, 38.25)"
06-01-2023 12:45:00.843715,"(3.0, 3.7, 3.649397590361446)","(81.0, 220.0, 170.0)","(41.0, 50.0, 46.666666666666664)","(31.0, 60.0, 49.5)","(4.4, 5.6, 5.294117647058823)","(10.0, 11.0, 10.083333333333334)","(5.5, 7.6, 7.580952380952381)","(31.0, 120.0, 83.33333333333333)","(5.5, 8.8, 7.05)","(71.0, 170.0, 123.33333333333333)","(10.0, 15.5, 14.214285714285714)","(71.0, 170.0, 123.33333333333333)","(91.0, 100.0, 89.28571428571428)","(21.0, 40.0, 38.25)"
06-01-2023 12:45:02.577055,"(3.0, 3.7, 3.649397590361446)","(81.0, 220.0, 170.0)","(41.0, 50.0, 46.666666666666664)","(31.0, 60.0, 49.5)","(4.4, 5.6, 5.294117647058823)","(10.0, 11.0, 10.083333333333334)","(5.5, 7.6, 7.580952380952381)","(31.0, 120.0, 83.33333333333333)","(5.5, 8.8, 7.05)","(71.0, 170.0, 123.33333333333333)","(10.0, 15.5, 14.214285714285714)","(71.0, 170.0, 123.33333333333333)","(91.0, 100.0, 89.28571428571428)","(21.0, 40.0, 38.25)"
06-01-2023 12:45:04.110748,"(3.0, 3.7, 3.649397590361446)","(81.0, 220.0, 170.0)","(41.0, 50.0, 46.666666666666664)","(31.0, 60.0, 49.5)","(4.4, 5.6, 5.294117647058823)","(10.0, 11.0, 10.083333333333334)","(5.5, 7.6, 7.580952380952381)","(31.0, 120.0, 83.33333333333333)","(5.5, 8.8, 7.3999999999999995)","(71.0, 170.0, 123.33333333333333)","(10.0, 15.5, 14.214285714285714)","(71.0, 170.0, 123.33333333333333)","(91.0, 100.0, 89.28571428571428)","(21.0, 40.0, 38.25)"
06-01-2023 12:45:05.671844,"(3.0, 3.7, 3.649397590361446)","(81.0, 220.0, 170.0)","(41.0, 50.0, 46.666666666666664)","(31.0, 60.0, 49.5)","(4.4, 5.6, 5.294117647058823)","(10.0, 11.0, 10.083333333333334)","(5.5, 7.6, 7.580952380952381)","(31.0, 120.0, 83.33333333333333)","(5.5, 8.6, 7.3999999999999995)","(71.0, 170.0, 123.33333333333333)","(10.0, 15.5, 14.214285714285714)","(71.0, 170.0, 123.33333333333333)","(91.0, 100.0, 89.28571428571428)","(21.0, 40.0, 38.25)"
06-01-2023 12:45:07.164170,"(3.0, 3.7, 3.66969696969697)","(81.0, 220.0, 170.0)","(41.0, 50.0, 46.666666666666664)","(31.0, 60.0, 49.5)","(4.4, 5.6, 5.268085106382979)","(10.0, 11.0, 10.04)","(5.5, 7.6, 7.580952380952381)","(31.0, 120.0, 83.33333333333333)","(5.5, 8.6, 7.3999999999999995)","(71.0, 170.0, 123.33333333333333)","(10.0, 15.5, 14.214285714285714)","(71.0, 170.0, 123.33333333333333)","(91.0, 100.0, 89.28571428571428)","(21.0, 40.0, 38.25)"
06-01-2023 12:45:08.759423,"(3.0, 3.7, 3.66969696969697)","(81.0, 220.0, 170.0)","(41.0, 50.0, 46.666666666666664)","(31.0, 60.0, 49.5)","(4.4, 5.6, 5.245454545454545)","(10.0, 11.0, 10.04)","(5.5, 7.6, 7.580952380952381)","(31.0, 120.0, 83.33333333333333)","(5.5, 8.6, 7.057142857142857)","(71.0, 170.0, 123.33333333333333)","(10.0, 15.5, 14.2)","(71.0, 170.0, 123.33333333333333)","(91.0, 100.0, 89.28571428571428)","(21.0, 40.0, 38.25)"
06-01-2023 12:45:10.274560,"(3.0, 4.0, 3.8795454545454544)","(81.0, 220.0, 170.0)","(41.0, 50.0, 46.666666666666664)","(31.0, 60.0, 49.5)","(4.4, 5.6, 5.245454545454545)","(10.0, 11.0, 10.04)","(5.5, 7.6, 7.580952380952381)","(31.0, 120.0, 83.33333333333333)","(5.5, 8.6, 7.057142857142857)","(71.0, 170.0, 123.33333333333333)","(10.0, 15.5, 14.2)","(71.0, 170.0, 123.33333333333333)","(91.0, 100.0, 89.28571428571428)","(21.0, 40.0, 38.25)"
06-01-2023 12:45:11.659215,"(3.0, 4.0, 3.8795454545454544)","(81.0, 220.0, 170.0)","(41.0, 50.0, 46.666666666666664)","(31.0, 60.0, 49.5)","(4.4, 5.6, 5.245454545454545)","(10.0, 11.0, 10.04)","(5.5, 7.6, 7.580952380952381)","(31.0, 120.0, 83.33333333333333)","(5.5, 8.6, 7.057142857142857)","(71.0, 170.0, 123.33333333333333)","(10.0, 15.5, 14.2)","(71.0, 170.0, 123.33333333333333)","(91.0, 100.0, 89.28571428571428)","(21.0, 40.0, 38.25)"
06-01-2023 12:45:13.294531,"(3.0, 4.0, 3.8795454545454544)","(81.0, 220.0, 170.0)","(41.0, 50.0, 46.666666666666664)","(31.0, 60.0, 49.5)","(4.4, 5.6, 5.1326086956521735)","(10.0, 11.0, 10.04)","(5.5, 7.6, 7.580952380952381)","(31.0, 120.0, 83.33333333333333)","(5.5, 8.6, 7.057142857142857)","(71.0, 170.0, 123.33333333333333)","(10.0, 15.5, 14.2)","(71.0, 170.0, 123.33333333333333)","(91.0, 100.0, 89.28571428571428)","(21.0, 40.0, 38.25)"
06-01-2023 12:45:14.929476,"(3.0, 4.0, 3.8795454545454544)","(81.0, 220.0, 170.0)","(41.0, 50.0, 46.666666666666664)","(31.0, 60.0, 49.5)","(4.4, 5.6, 5.1326086956521735)","(10.0, 11.0, 10.04)","(5.5, 7.6, 7.580952380952381)","(31.0, 120.0, 83.33333333333333)","(5.5, 8.6, 7.057142857142857)","(71.0, 170.0, 123.33333333333333)","(10.0, 15.5, 14.2)","(71.0, 170.0, 123.33333333333333)","(91.0, 100.0, 89.28571428571428)","(21.0, 40.0, 38.25)"
06-01-2023 12:45:16.586216,"(3.0, 4.0, 3.8837209302325584)","(81.0, 220.0, 170.0)","(41.0, 50.0, 46.666666666666664)","(31.0, 60.0, 49.5)","(4.4, 5.6, 5.1326086956521735)","(10.0, 11.0, 10.04)","(5.5, 7.6, 7.574999999999999)","(31.0, 120.0, 80.0)","(5.5, 8.6, 6.872727272727273)","(71.0, 170.0, 123.33333333333333)","(10.0, 15.5, 14.2)","(71.0, 170.0, 123.33333333333333)","(91.0, 100.0, 89.28571428571428)","(21.0, 40.0, 38.25)"
06-01-2023 12:45:18.188160,"(3.0, 4.0, 3.8837209302325584)","(81.0, 220.0, 170.0)","(41.0, 50.0, 46.666666666666664)","(31.0, 60.0, 49.5)","(4.4, 5.6, 5.1326086956521735)","(10.0, 11.0, 10.04)","(5.5, 7.6, 7.574999999999999)","(31.0, 110.0, 76.66666666666667)","(5.5, 8.4, 7.266666666666667)","(71.0, 170.0, 123.33333333333333)","(10.0, 15.5, 14.2)","(71.0, 170.0, 123.33333333333333)","(91.0, 100.0, 89.28571428571428)","(21.0, 40.0, 38.25)"
06-01-2023 12:45:19.895856,"(3.0, 4.0, 4.098039215686274)","(81.0, 220.0, 170.0)","(41.0, 50.0, 46.666666666666664)","(31.0, 60.0, 49.5)","(4.4, 5.6, 5.1326086956521735)","(10.0, 11.0, 10.04)","(5.5, 7.6, 7.574999999999999)","(31.0, 100.0, 80.0)","(5.5, 8.2, 7.266666666666667)","(71.0, 170.0, 123.33333333333333)","(10.0, 15.5, 14.2)","(71.0, 170.0, 123.33333333333333)","(91.0, 100.0, 89.28571428571428)","(21.0, 40.0, 38.25)"
06-01-2023 12:45:21.608919,"(3.0, 4.1, 4.098039215686274)","(81.0, 220.0, 153.33333333333334)","(41.0, 50.0, 46.666666666666664)","(31.0, 60.0, 49.5)","(4.4, 5.6, 5.130612244897959)","(10.0, 11.0, 10.04)","(5.5, 7.6, 7.58)","(31.0, 100.0, 80.0)","(5.5, 8.2, 7.266666666666667)","(71.0, 170.0, 123.33333333333333)","(10.0, 15.5, 14.2)","(71.0, 170.0, 123.33333333333333)","(91.0, 100.0, 89.28571428571428)","(21.0, 40.0, 38.25)"
06-01-2023 12:45:23.238618,"(3.0, 4.1, 4.098039215686274)","(81.0, 220.0, 146.66666666666666)","(41.0, 50.0, 47.0)","(31.0, 60.0, 50.666666666666664)","(4.4, 5.6, 5.168181818181818)","(10.0, 11.0, 10.04)","(5.5, 7.6, 7.5)","(31.0, 100.0, 80.0)","(5.5, 8.2, 7.266666666666667)","(71.0, 170.0, 123.33333333333333)","(10.0, 15.5, 14.2)","(71.0, 170.0, 123.33333333333333)","(91.0, 100.0, 89.28571428571428)","(21.0, 40.0, 38.25)"
06-01-2023 12:45:24.800318,"(3.0, 4.1, 4.072727272727272)","(81.0, 200.0, 133.33333333333334)","(41.0, 50.0, 47.0)","(31.0, 60.0, 50.666666666666664)","(4.4, 5.6, 5.168181818181818)","(10.0, 11.0, 10.04)","(5.5, 7.6, 7.576)","(31.0, 100.0, 76.0)","(5.5, 8.2, 7.266666666666667)","(71.0, 170.0, 123.33333333333333)","(10.0, 15.5, 14.2)","(71.0, 170.0, 123.33333333333333)","(91.0, 100.0, 92.5)","(21.0, 40.0, 38.25)"
06-01-2023 12:45:26.427220,"(3.0, 4.1, 4.072727272727272)","(81.0, 200.0, 133.33333333333334)","(41.0, 50.0, 47.0)","(31.0, 60.0, 50.666666666666664)","(4.4, 5.6, 5.3625)","(10.0, 11.0, 10.04)","(5.5, 7.6, 7.576)","(31.0, 100.0, 76.0)","(5.5, 8.2, 7.266666666666667)","(71.0, 170.0, 123.33333333333333)","(10.0, 15.5, 14.2)","(71.0, 170.0, 123.33333333333333)","(91.0, 100.0, 92.5)","(21.0, 40.0, 38.25)"
06-01-2023 12:45:27.838803,"(3.0, 4.1, 4.072727272727272)","(81.0, 200.0, 133.33333333333334)","(41.0, 50.0, 47.0)","(31.0, 60.0, 50.666666666666664)","(4.4, 5.6, 5.229508196721311)","(10.0, 11.0, 10.04)","(5.5, 7.6, 7.578571428571428)","(31.0, 100.0, 83.33333333333333)","(5.5, 8.2, 6.858333333333333)","(71.0, 170.0, 123.33333333333333)","(10.0, 15.5, 14.2)","(71.0, 170.0, 123.33333333333333)","(91.0, 100.0, 92.5)","(21.0, 40.0, 38.25)"
06-01-2023 12:45:29.294030,"(3.0, 4.1, 4.0625)","(81.0, 200.0, 133.33333333333334)","(41.0, 50.0, 47.0)","(31.0, 60.0, 50.666666666666664)","(4.4, 5.5, 5.229508196721311)","(10.0, 11.0, 10.04)","(5.5, 7.6, 7.58125)","(31.0, 95.0, 75.0)","(5.5, 8.2, 6.863636363636363)","(71.0, 170.0, 123.33333333333333)","(10.0, 15.5, 14.2)","(71.0, 170.0, 123.33333333333333)","(91.0, 100.0, 92.5)","(21.0, 40.0, 38.25)"
06-01-2023 12:45:30.745652,"(3.0, 4.1, 4.0625)","(81.0, 200.0, 133.33333333333334)","(41.0, 50.0, 47.0)","(31.0, 60.0, 50.666666666666664)","(4.4, 5.5, 5.2153846153846155)","(10.0, 11.0, 10.04)","(5.5, 7.6, 7.58125)","(31.0, 90.0, 75.0)","(5.5, 8.2, 6.863636363636363)","(71.0, 170.0, 123.33333333333333)","(10.0, 15.5, 14.2)","(71.0, 170.0, 123.33333333333333)","(91.0, 100.0, 92.5)","(21.0, 40.0, 38.25)"
06-01-2023 12:45:32.288305,"(3.0, 4.1, 4.0625)","(81.0, 200.0, 133.33333333333334)","(41.0, 50.0, 47.0)","(31.0, 60.0, 50.666666666666664)","(4.4, 5.5, 5.227941176470588)","(10.0, 11.0, 10.04)","(5.5, 7.6, 7.58125)","(31.0, 90.0, 75.0)","(5.5, 8.2, 6.863636363636363)","(71.0, 170.0, 123.33333333333333)","(10.0, 15.5, 14.2)","(71.0, 170.0, 123.33333333333333)","(91.0, 100.0, 92.5)","(21.0, 40.0, 38.25)"
06-01-2023 12:45:33.924655,"(3.0, 4.1, 4.0625)","(81.0, 200.0, 133.33333333333334)","(41.0, 50.0, 47.0)","(31.0, 60.0, 50.666666666666664)","(4.4, 5.5, 5.227941176470588)","(10.0, 11.0, 10.04)","(5.5, 7.6, 7.58125)","(31.0, 90.0, 81.42857142857143)","(5.5, 8.2, 6.863636363636363)","(71.0, 170.0, 123.33333333333333)","(10.0, 15.5, 14.2)","(71.0, 170.0, 123.33333333333333)","(91.0, 100.0, 92.5)","(21.0, 40.0, 38.25)"
06-01-2023 12:45:35.865610,"(3.0, 4.1, 4.0625)","(81.0, 200.0, 133.33333333333334)","(41.0, 50.0, 47.0)","(31.0, 60.0, 50.666666666666664)","(4.4, 5.5, 5.227941176470588)","(10.0, 11.0, 10.04)","(5.5, 7.6, 7.58125)","(31.0, 90.0, 81.42857142857143)","(5.5, 8.2, 6.863636363636363)","(71.0, 170.0, 123.33333333333333)","(10.0, 15.5, 14.2)","(71.0, 170.0, 123.33333333333333)","(91.0, 100.0, 92.5)","(21.0, 40.0, 38.25)"
06-01-2023 12:45:37.332996,"(3.0, 4.1, 4.0625)","(81.0, 200.0, 133.33333333333334)","(41.0, 50.0, 47.0)","(31.0, 60.0, 50.666666666666664)","(4.4, 5.5, 5.227941176470588)","(10.0, 11.0, 10.04)","(5.5, 7.6, 7.58125)","(31.0, 90.0, 81.42857142857143)","(5.5, 8.2, 6.863636363636363)","(71.0, 170.0, 123.33333333333333)","(10.0, 15.5, 14.2)","(71.0, 170.0, 123.33333333333333)","(91.0, 100.0, 92.5)","(21.0, 40.0, 38.25)"
06-01-2023 12:45:39.109225,"(3.0, 4.1, 4.0625)","(81.0, 200.0, 133.33333333333334)","(41.0, 50.0, 47.0)","(31.0, 60.0, 50.666666666666664)","(4.4, 5.5, 5.227941176470588)","(10.0, 11.0, 10.04)","(5.5, 7.6, 7.58125)","(31.0, 90.0, 81.42857142857143)","(5.5, 8.2, 7.2)","(71.0, 170.0, 123.33333333333333)","(10.0, 15.5, 14.2)","(71.0, 170.0, 123.33333333333333)","(91.0, 100.0, 92.5)","(21.0, 40.0, 38.25)"
06-01-2023 12:45:40.716482,"(3.0, 4.1, 4.0625)","(81.0, 200.0, 133.33333333333334)","(41.0, 50.0, 47.0)","(31.0, 60.0, 50.666666666666664)","(4.4, 5.5, 5.227941176470588)","(10.0, 11.0, 10.04)","(5.5, 7.6, 7.58125)","(31.0, 90.0, 77.85714285714286)","(5.5, 8.0, 6.848)","(71.0, 170.0, 123.33333333333333)","(10.0, 15.5, 14.2)","(71.0, 170.0, 123.33333333333333)","(91.0, 100.0, 92.5)","(21.0, 40.0, 38.25)"
06-01-2023 12:45:42.334398,"(3.0, 4.1, 4.0625)","(81.0, 200.0, 133.33333333333334)","(41.0, 50.0, 47.0)","(31.0, 60.0, 50.666666666666664)","(4.4, 5.5, 5.227941176470588)","(10.0, 11.0, 10.04)","(5.5, 7.6, 7.58125)","(31.0, 85.0, 74.28571428571429)","(5.5, 8.0, 6.848)","(71.0, 170.0, 123.33333333333333)","(10.0, 15.5, 14.2)","(71.0, 170.0, 123.33333333333333)","(91.0, 100.0, 92.5)","(21.0, 40.0, 38.25)"
