,Calico County,Viminele,Ashmolean,Irish Sally,Rose Of Raheen,Sand And Ocean,Show And Go,War And Finance,Zestar,Shades Of Louvre,Forebears,Ellows Hall
12-01-2023 14:50:25.747082,"(21.0, 30.0, 29.81818181818182)","(2.1, 2.48, 2.451764705882353)","(5.0, 7.2, 6.892307692307693)","(3.0, 4.4, 3.780769230769231)","(10.0, 23.0, 18.5)","(61.0, 190.0, 173.57142857142856)","(14.0, 28.0, 20.0)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 125.0)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:50:27.137101,"(21.0, 30.0, 29.81818181818182)","(2.1, 2.48, 2.451764705882353)","(5.0, 7.2, 6.892307692307693)","(3.0, 4.4, 3.780769230769231)","(10.0, 23.0, 18.5)","(61.0, 190.0, 173.57142857142856)","(14.0, 28.0, 20.0)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 125.0)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:50:28.491222,"(21.0, 30.0, 29.81818181818182)","(2.1, 2.48, 2.451764705882353)","(5.0, 7.2, 6.892307692307693)","(3.0, 4.4, 3.780769230769231)","(10.0, 23.0, 18.5)","(61.0, 190.0, 173.57142857142856)","(14.0, 28.0, 20.0)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 125.0)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:50:29.895811,"(21.0, 30.0, 29.81818181818182)","(2.1, 2.48, 2.451764705882353)","(5.0, 7.2, 6.892307692307693)","(3.0, 4.4, 3.780769230769231)","(10.0, 23.0, 18.5)","(61.0, 190.0, 173.57142857142856)","(14.0, 28.0, 20.0)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 125.0)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:50:31.267989,"(21.0, 55.0, 36.4)","(2.1, 2.48, 2.451764705882353)","(5.0, 7.2, 6.892307692307693)","(3.0, 4.4, 4.0375)","(10.0, 23.0, 18.5)","(61.0, 190.0, 173.57142857142856)","(14.0, 28.0, 20.0)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 125.0)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:50:32.576348,"(21.0, 38.0, 36.4)","(2.1, 2.48, 2.451764705882353)","(5.0, 7.2, 6.892307692307693)","(3.0, 4.3, 4.0375)","(10.0, 23.0, 18.5)","(61.0, 190.0, 173.57142857142856)","(14.0, 28.0, 20.0)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 125.0)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:50:33.933394,"(21.0, 38.0, 36.333333333333336)","(2.1, 2.48, 2.451764705882353)","(5.0, 7.2, 6.892307692307693)","(3.0, 4.3, 4.0375)","(10.0, 23.0, 18.5)","(61.0, 190.0, 173.57142857142856)","(14.0, 28.0, 20.0)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 125.0)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:50:35.473035,"(21.0, 36.0, 31.333333333333332)","(2.1, 2.48, 2.450731707317073)","(5.0, 7.2, 6.892307692307693)","(3.0, 4.3, 4.0375)","(10.0, 23.0, 18.5)","(61.0, 190.0, 173.57142857142856)","(14.0, 28.0, 20.0)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 125.0)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:50:36.991706,"(21.0, 36.0, 32.0)","(2.1, 2.48, 2.451764705882353)","(5.0, 7.2, 6.892307692307693)","(3.0, 4.3, 4.016666666666667)","(10.0, 23.0, 18.5)","(61.0, 190.0, 173.57142857142856)","(14.0, 28.0, 20.0)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 125.0)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:50:38.469248,"(21.0, 34.0, 32.0)","(2.1, 2.48, 2.450731707317073)","(5.0, 7.2, 6.892307692307693)","(3.0, 4.4, 3.780769230769231)","(10.0, 23.0, 18.5)","(61.0, 190.0, 173.57142857142856)","(14.0, 28.0, 20.0)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 127.5)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:50:39.968258,"(21.0, 34.0, 30.8)","(2.1, 2.48, 2.450731707317073)","(5.0, 7.2, 6.892307692307693)","(3.0, 4.4, 3.780769230769231)","(10.0, 23.0, 18.5)","(61.0, 190.0, 173.57142857142856)","(14.0, 28.0, 20.0)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 127.5)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:50:41.424049,"(21.0, 32.0, 30.8)","(2.1, 2.48, 2.450731707317073)","(5.0, 7.2, 6.892307692307693)","(3.0, 4.4, 3.780769230769231)","(10.0, 23.0, 18.5)","(61.0, 190.0, 173.57142857142856)","(14.0, 28.0, 20.0)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 127.5)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:50:42.818440,"(21.0, 32.0, 30.8)","(2.1, 2.48, 2.450731707317073)","(5.0, 7.2, 6.892307692307693)","(3.0, 4.4, 4.0375)","(10.0, 23.0, 18.5)","(61.0, 190.0, 173.57142857142856)","(14.0, 28.0, 20.0)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 127.5)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:50:44.235536,"(21.0, 32.0, 30.8)","(2.1, 2.48, 2.451764705882353)","(5.0, 7.2, 6.892307692307693)","(3.0, 4.3, 4.0375)","(10.0, 23.0, 18.5)","(61.0, 190.0, 173.57142857142856)","(14.0, 28.0, 20.0)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 127.5)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:50:45.628479,"(21.0, 32.0, 30.8)","(2.1, 2.48, 2.451764705882353)","(5.0, 7.2, 6.892307692307693)","(3.0, 4.3, 4.0375)","(10.0, 23.0, 18.5)","(61.0, 190.0, 173.57142857142856)","(14.0, 28.0, 20.0)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 127.5)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:50:47.060141,"(21.0, 36.0, 34.25)","(2.1, 2.48, 2.448421052631579)","(5.0, 7.2, 6.892307692307693)","(3.0, 4.3, 4.0375)","(10.0, 23.0, 18.5)","(61.0, 190.0, 173.57142857142856)","(14.0, 28.0, 20.0)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 127.5)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:50:48.518724,"(21.0, 38.0, 33.5)","(2.1, 2.48, 2.448421052631579)","(5.0, 7.2, 6.892307692307693)","(3.0, 4.3, 4.0375)","(10.0, 23.0, 18.5)","(61.0, 190.0, 173.57142857142856)","(14.0, 28.0, 20.0)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 127.5)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:50:49.923706,"(21.0, 36.0, 33.2)","(2.1, 2.48, 2.448421052631579)","(5.0, 7.2, 6.892307692307693)","(3.0, 4.3, 4.016666666666667)","(10.0, 23.0, 18.5)","(61.0, 190.0, 173.57142857142856)","(14.0, 28.0, 20.0)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 127.5)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:50:51.273908,"(21.0, 34.0, 32.0)","(2.1, 2.48, 2.4608)","(5.0, 7.2, 6.790909090909091)","(3.0, 4.4, 4.016666666666667)","(10.0, 23.0, 19.464285714285715)","(61.0, 190.0, 173.57142857142856)","(14.0, 28.0, 20.0)","(91.0, 190.0, 173.33333333333334)","(81.0, 190.0, 173.33333333333334)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 127.5)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:50:52.699790,"(21.0, 34.0, 33.45454545454545)","(2.1, 2.48, 2.4608)","(5.0, 7.2, 6.790909090909091)","(3.0, 4.4, 4.016666666666667)","(10.0, 23.0, 19.464285714285715)","(61.0, 190.0, 173.57142857142856)","(14.0, 28.0, 20.0)","(91.0, 190.0, 173.33333333333334)","(81.0, 190.0, 173.33333333333334)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 127.5)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:50:54.258147,"(21.0, 34.0, 33.45454545454545)","(2.1, 2.48, 2.4608)","(5.0, 7.2, 6.1375)","(3.0, 4.4, 4.016666666666667)","(10.0, 23.0, 20.08823529411765)","(61.0, 190.0, 173.57142857142856)","(14.0, 28.0, 20.0)","(91.0, 190.0, 173.33333333333334)","(81.0, 190.0, 173.33333333333334)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 127.5)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:50:55.711345,"(21.0, 34.0, 29.81818181818182)","(2.1, 2.48, 2.4608)","(5.0, 7.2, 6.427272727272728)","(3.0, 4.4, 4.0375)","(10.0, 23.0, 20.08823529411765)","(61.0, 190.0, 173.57142857142856)","(14.0, 28.0, 20.0)","(91.0, 190.0, 173.33333333333334)","(81.0, 190.0, 173.33333333333334)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 127.5)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:50:57.116933,"(21.0, 30.0, 29.81818181818182)","(2.1, 2.48, 2.4608)","(5.0, 7.2, 6.427272727272728)","(3.0, 4.3, 4.109090909090909)","(10.0, 23.0, 20.08823529411765)","(61.0, 190.0, 173.57142857142856)","(14.0, 28.0, 20.0)","(91.0, 190.0, 173.33333333333334)","(81.0, 190.0, 173.33333333333334)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 127.5)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:50:58.666785,"(21.0, 30.0, 29.81818181818182)","(2.1, 2.48, 2.4608)","(5.0, 7.2, 6.4222222222222225)","(3.0, 4.3, 4.0375)","(10.0, 23.0, 20.08823529411765)","(61.0, 190.0, 173.57142857142856)","(14.0, 28.0, 20.0)","(91.0, 190.0, 173.33333333333334)","(81.0, 190.0, 173.33333333333334)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 127.5)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:51:00.225751,"(21.0, 30.0, 31.636363636363637)","(2.1, 2.48, 2.4608)","(5.0, 7.2, 6.4222222222222225)","(3.0, 4.3, 4.0375)","(10.0, 23.0, 20.08823529411765)","(61.0, 190.0, 173.57142857142856)","(14.0, 28.0, 20.0)","(91.0, 190.0, 173.33333333333334)","(81.0, 190.0, 173.33333333333334)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 127.5)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:51:01.684394,"(21.0, 32.0, 31.636363636363637)","(2.1, 2.48, 2.4608)","(5.0, 7.2, 6.4222222222222225)","(3.0, 4.3, 4.016666666666667)","(10.0, 23.0, 19.464285714285715)","(61.0, 190.0, 173.57142857142856)","(14.0, 28.0, 20.0)","(91.0, 190.0, 173.33333333333334)","(81.0, 190.0, 173.33333333333334)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 127.5)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:51:03.155662,"(21.0, 30.0, 29.81818181818182)","(2.1, 2.48, 2.4608)","(5.0, 7.2, 6.4222222222222225)","(3.0, 4.4, 3.981818181818182)","(10.0, 23.0, 21.357142857142858)","(61.0, 190.0, 135.0)","(14.0, 28.0, 19.125)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 127.5)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:51:04.631434,"(21.0, 30.0, 29.81818181818182)","(2.1, 2.48, 2.4383673469387754)","(5.0, 7.2, 6.4222222222222225)","(3.0, 4.4, 3.981818181818182)","(10.0, 22.0, 21.357142857142858)","(61.0, 190.0, 135.0)","(14.0, 27.0, 19.5)","(91.0, 190.0, 173.33333333333334)","(81.0, 190.0, 173.33333333333334)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 127.5)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:51:06.168706,"(21.0, 30.0, 29.81818181818182)","(2.1, 2.48, 2.4383673469387754)","(5.0, 7.2, 6.4222222222222225)","(3.0, 4.4, 3.981818181818182)","(10.0, 22.0, 21.357142857142858)","(61.0, 190.0, 135.0)","(14.0, 27.0, 19.333333333333332)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 127.5)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:51:07.748139,"(21.0, 30.0, 35.61904761904762)","(2.1, 2.48, 2.4383673469387754)","(5.0, 7.2, 6.4222222222222225)","(3.0, 4.4, 3.985)","(10.0, 22.0, 21.357142857142858)","(61.0, 190.0, 135.0)","(14.0, 26.0, 19.333333333333332)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 127.5)","(101.0, 220.0, 170.0)"
12-01-2023 14:51:09.291238,"(21.0, 36.0, 34.25)","(2.1, 2.48, 2.4383673469387754)","(5.0, 7.2, 6.4222222222222225)","(3.0, 4.3, 3.985)","(10.0, 22.0, 21.357142857142858)","(61.0, 190.0, 135.0)","(14.0, 26.0, 19.333333333333332)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 127.5)","(101.0, 230.0, 170.0)"
12-01-2023 14:51:10.803793,"(21.0, 36.0, 34.25)","(2.1, 2.48, 2.4383673469387754)","(5.0, 7.2, 6.4222222222222225)","(3.0, 4.3, 3.985)","(10.0, 22.0, 21.357142857142858)","(61.0, 190.0, 135.0)","(14.0, 26.0, 19.333333333333332)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 127.5)","(101.0, 230.0, 170.0)"
12-01-2023 14:51:12.241238,"(21.0, 36.0, 34.25)","(2.1, 2.48, 2.4383673469387754)","(5.0, 7.2, 6.4222222222222225)","(3.0, 4.3, 3.985)","(10.0, 22.0, 21.357142857142858)","(61.0, 190.0, 135.0)","(14.0, 26.0, 19.333333333333332)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 127.5)","(101.0, 230.0, 170.0)"
12-01-2023 14:51:13.784892,"(21.0, 34.0, 32.0)","(2.1, 2.48, 2.4383673469387754)","(5.0, 7.2, 6.4222222222222225)","(3.0, 4.3, 4.16875)","(10.0, 22.0, 21.357142857142858)","(61.0, 190.0, 135.0)","(14.0, 26.0, 19.333333333333332)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 173.33333333333334)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 127.5)","(101.0, 230.0, 170.0)"
12-01-2023 14:51:15.317964,"(21.0, 32.0, 30.8)","(2.1, 2.48, 2.4383673469387754)","(5.0, 7.2, 6.4222222222222225)","(3.0, 4.3, 4.16875)","(10.0, 22.0, 21.357142857142858)","(61.0, 190.0, 135.0)","(14.0, 26.0, 19.333333333333332)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 127.5)","(101.0, 230.0, 170.0)"
12-01-2023 14:51:16.831376,"(21.0, 32.0, 30.8)","(2.1, 2.48, 2.4383673469387754)","(5.0, 7.2, 6.4222222222222225)","(3.0, 4.3, 4.16875)","(10.0, 22.0, 21.357142857142858)","(61.0, 190.0, 135.0)","(14.0, 26.0, 19.333333333333332)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 127.5)","(101.0, 230.0, 170.0)"
12-01-2023 14:51:18.291747,"(21.0, 32.0, 30.8)","(2.1, 2.48, 2.4383673469387754)","(5.0, 7.2, 6.4222222222222225)","(3.0, 4.3, 4.16875)","(10.0, 22.0, 21.357142857142858)","(61.0, 190.0, 135.0)","(14.0, 26.0, 19.333333333333332)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 127.5)","(101.0, 230.0, 170.0)"
12-01-2023 14:51:19.787753,"(21.0, 32.0, 30.8)","(2.1, 2.48, 2.4383673469387754)","(5.0, 7.2, 6.4222222222222225)","(3.0, 4.3, 3.8041666666666667)","(10.0, 22.0, 21.357142857142858)","(61.0, 190.0, 135.0)","(14.0, 26.0, 19.333333333333332)","(91.0, 190.0, 173.33333333333334)","(81.0, 190.0, 173.33333333333334)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 127.5)","(101.0, 230.0, 170.0)"
12-01-2023 14:51:21.221022,"(21.0, 32.0, 30.8)","(2.1, 2.48, 2.4383673469387754)","(5.0, 7.2, 6.3875)","(3.0, 4.2, 3.8041666666666667)","(10.0, 22.0, 21.357142857142858)","(61.0, 190.0, 135.0)","(14.0, 26.0, 19.333333333333332)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 127.5)","(101.0, 230.0, 170.0)"
12-01-2023 14:51:22.684587,"(21.0, 36.0, 34.25)","(2.1, 2.48, 2.4383673469387754)","(5.0, 7.2, 6.3875)","(3.0, 4.2, 4.08125)","(10.0, 22.0, 21.357142857142858)","(61.0, 190.0, 135.0)","(14.0, 26.0, 19.333333333333332)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 127.5)","(101.0, 230.0, 170.0)"
12-01-2023 14:51:24.169599,"(21.0, 34.0, 32.0)","(2.1, 2.48, 2.4370526315789474)","(5.0, 7.2, 6.3875)","(3.0, 4.2, 4.08125)","(10.0, 22.0, 21.357142857142858)","(61.0, 190.0, 135.0)","(14.0, 26.0, 19.333333333333332)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 127.5)","(101.0, 230.0, 170.0)"
12-01-2023 14:51:25.654390,"(21.0, 34.0, 32.0)","(2.1, 2.48, 2.4370526315789474)","(5.0, 7.2, 6.3875)","(3.0, 4.2, 4.08125)","(10.0, 22.0, 21.357142857142858)","(61.0, 190.0, 135.0)","(14.0, 26.0, 19.333333333333332)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 127.5)","(101.0, 230.0, 170.0)"
12-01-2023 14:51:27.137425,"(21.0, 34.0, 32.0)","(2.1, 2.48, 2.4370526315789474)","(5.0, 7.2, 6.3875)","(3.0, 4.2, 4.08125)","(10.0, 22.0, 21.357142857142858)","(61.0, 190.0, 135.0)","(14.0, 26.0, 19.333333333333332)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 127.5)","(101.0, 230.0, 170.0)"
12-01-2023 14:51:28.685758,"(21.0, 34.0, 30.8)","(2.1, 2.48, 2.4383673469387754)","(5.0, 7.2, 6.3875)","(3.0, 4.2, 4.08125)","(10.0, 22.0, 21.357142857142858)","(61.0, 190.0, 135.0)","(14.0, 26.0, 19.333333333333332)","(91.0, 190.0, 170.0)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 127.5)","(101.0, 230.0, 170.0)"
12-01-2023 14:51:30.215608,"(21.0, 32.0, 31.636363636363637)","(2.1, 2.48, 2.4383673469387754)","(5.0, 7.2, 6.3875)","(3.0, 4.2, 4.08125)","(10.0, 22.0, 21.357142857142858)","(61.0, 190.0, 137.5)","(14.0, 26.0, 19.333333333333332)","(91.0, 190.0, 140.0)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 127.5)","(101.0, 230.0, 170.0)"
12-01-2023 14:51:31.620189,"(21.0, 32.0, 31.636363636363637)","(2.1, 2.48, 2.4383673469387754)","(5.0, 7.2, 6.3875)","(3.0, 4.2, 4.08125)","(10.0, 22.0, 21.357142857142858)","(61.0, 190.0, 137.5)","(14.0, 26.0, 19.333333333333332)","(91.0, 190.0, 140.0)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 127.5)","(101.0, 230.0, 170.0)"
12-01-2023 14:51:33.072680,"(21.0, 32.0, 29.81818181818182)","(2.1, 2.48, 2.4383673469387754)","(5.0, 7.2, 6.3875)","(3.0, 4.2, 4.08125)","(10.0, 22.0, 21.357142857142858)","(61.0, 190.0, 137.5)","(14.0, 26.0, 19.333333333333332)","(91.0, 190.0, 140.0)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 127.5)","(101.0, 230.0, 170.0)"
12-01-2023 14:51:34.582694,"(21.0, 30.0, 29.81818181818182)","(2.1, 2.48, 2.4383673469387754)","(5.0, 7.2, 6.3875)","(3.0, 4.2, 4.08125)","(10.0, 22.0, 21.357142857142858)","(61.0, 190.0, 137.5)","(14.0, 26.0, 19.333333333333332)","(91.0, 190.0, 140.0)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 127.5)","(101.0, 230.0, 170.0)"
12-01-2023 14:51:36.003068,"(21.0, 30.0, 29.81818181818182)","(2.1, 2.48, 2.4383673469387754)","(5.0, 7.2, 6.3875)","(3.0, 4.2, 4.08125)","(10.0, 22.0, 21.357142857142858)","(61.0, 190.0, 137.5)","(14.0, 26.0, 19.333333333333332)","(91.0, 190.0, 140.0)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 127.5)","(101.0, 230.0, 170.0)"
12-01-2023 14:51:37.626042,"(21.0, 30.0, 29.904761904761905)","(2.1, 2.48, 2.4370526315789474)","(5.0, 7.2, 6.3875)","(3.0, 4.2, 4.08125)","(10.0, 22.0, 21.357142857142858)","(61.0, 190.0, 137.5)","(14.0, 26.0, 19.333333333333332)","(91.0, 190.0, 140.0)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 127.5)","(101.0, 230.0, 170.0)"
12-01-2023 14:51:39.485811,"(21.0, 34.0, 32.75)","(2.1, 2.48, 2.4383673469387754)","(5.0, 7.2, 6.3875)","(3.0, 4.2, 4.08125)","(10.0, 22.0, 21.357142857142858)","(61.0, 190.0, 137.5)","(14.0, 26.0, 19.333333333333332)","(91.0, 190.0, 140.0)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 127.5)","(101.0, 230.0, 170.0)"
12-01-2023 14:51:41.164905,"(21.0, 34.0, 32.75)","(2.1, 2.48, 2.4370526315789474)","(5.0, 7.2, 6.3875)","(3.0, 4.2, 4.08125)","(10.0, 22.0, 21.357142857142858)","(61.0, 190.0, 137.5)","(14.0, 26.0, 19.333333333333332)","(91.0, 190.0, 140.0)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 127.5)","(101.0, 230.0, 170.0)"
12-01-2023 14:51:42.775249,"(21.0, 34.0, 32.75)","(2.1, 2.48, 2.4370526315789474)","(5.0, 7.2, 6.3875)","(3.0, 4.2, 4.08125)","(10.0, 22.0, 21.357142857142858)","(61.0, 190.0, 137.5)","(14.0, 26.0, 19.333333333333332)","(91.0, 190.0, 140.0)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 127.5)","(101.0, 230.0, 170.0)"
12-01-2023 14:51:44.368048,"(21.0, 34.0, 32.75)","(2.1, 2.48, 2.466308724832215)","(5.0, 7.2, 6.3875)","(3.0, 4.2, 3.6954545454545458)","(10.0, 22.0, 21.357142857142858)","(61.0, 190.0, 137.5)","(14.0, 26.0, 19.333333333333332)","(91.0, 190.0, 140.0)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 127.5)","(101.0, 230.0, 170.0)"
12-01-2023 14:51:45.943422,"(21.0, 34.0, 32.75)","(2.1, 2.48, 2.466308724832215)","(5.0, 7.2, 6.3875)","(3.0, 3.95, 3.6954545454545458)","(10.0, 22.0, 21.357142857142858)","(61.0, 190.0, 137.5)","(14.0, 26.0, 19.333333333333332)","(91.0, 190.0, 140.0)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 127.5)","(101.0, 230.0, 170.0)"
12-01-2023 14:51:47.467821,"(21.0, 32.0, 29.81818181818182)","(2.1, 2.48, 2.466308724832215)","(5.0, 7.2, 6.6461538461538465)","(3.0, 3.95, 3.6954545454545458)","(10.0, 22.0, 21.357142857142858)","(61.0, 190.0, 137.5)","(14.0, 26.0, 19.333333333333332)","(91.0, 190.0, 140.0)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 127.5)","(101.0, 230.0, 170.0)"
12-01-2023 14:51:48.933794,"(21.0, 30.0, 29.81818181818182)","(2.1, 2.48, 2.466308724832215)","(5.0, 7.2, 6.6461538461538465)","(3.0, 3.95, 3.6954545454545458)","(10.0, 22.0, 21.357142857142858)","(61.0, 190.0, 137.5)","(14.0, 26.0, 19.333333333333332)","(91.0, 190.0, 140.0)","(81.0, 190.0, 173.33333333333334)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 127.5)","(101.0, 230.0, 170.0)"
