,Blue Cheyenne,Townsville,Egg White,Albert,Allegiance,Black Trumpet,Justa Lil Faith,Butterflyrock,Nick Of Time,Trace Sea
07-01-2023 19:14:34.180047,"(7.5, 9.6, 9.405714285714286)","(10.0, 12.0, 11.545454545454545)","(16.0, 21.0, 20.41860465116279)","(4.0, 4.7, 4.676666666666667)","(6.0, 6.8, 6.774545454545454)","(81.0, 150.0, 135.0)","(3.5, 4.7, 4.58)","(26.0, 55.0, 51.8)","(6.0, 99999, 99990)","(41.0, 65.0, 54.5)"
07-01-2023 19:14:35.624927,"(7.5, 9.6, 9.389473684210525)","(10.0, 12.0, 11.777777777777779)","(16.0, 21.0, 20.152542372881356)","(4.0, 4.7, 4.676666666666667)","(6.0, 6.8, 6.774545454545454)","(81.0, 150.0, 135.0)","(3.5, 4.6, 4.583749999999999)","(26.0, 55.0, 52.64705882352941)","(6.0, 99999, 99990)","(41.0, 65.0, 54.5)"
07-01-2023 19:14:37.088573,"(7.5, 9.6, 9.333333333333332)","(10.0, 12.0, 11.88)","(16.0, 21.0, 20.152542372881356)","(4.0, 4.7, 4.676666666666667)","(6.0, 6.8, 6.596296296296296)","(81.0, 150.0, 144.0)","(3.5, 4.6, 4.609836065573771)","(26.0, 55.0, 53.214285714285715)","(6.0, 99999, 99990)","(41.0, 65.0, 53.30769230769231)"
07-01-2023 19:14:38.573428,"(7.5, 9.6, 9.275471698113208)","(10.0, 12.0, 11.551282051282051)","(16.0, 21.0, 20.42528735632184)","(4.0, 4.7, 4.683132530120482)","(6.0, 6.6, 6.6909090909090905)","(81.0, 150.0, 144.0)","(3.5, 4.7, 4.566666666666666)","(26.0, 55.0, 52.142857142857146)","(6.0, 99999, 99990)","(41.0, 65.0, 53.30769230769231)"
07-01-2023 19:14:40.042238,"(7.5, 9.6, 9.275471698113208)","(10.0, 12.0, 11.551282051282051)","(16.0, 21.0, 20.397590361445783)","(4.0, 4.7, 4.683132530120482)","(6.0, 6.8, 6.6909090909090905)","(81.0, 150.0, 144.0)","(3.5, 4.6, 4.566666666666666)","(26.0, 55.0, 52.142857142857146)","(6.0, 99999, 99990)","(41.0, 65.0, 53.30769230769231)"
07-01-2023 19:14:41.587160,"(7.5, 9.6, 9.275471698113208)","(10.0, 12.0, 11.796511627906977)","(16.0, 21.0, 20.431818181818183)","(4.0, 4.7, 4.683132530120482)","(6.0, 6.8, 6.6909090909090905)","(81.0, 150.0, 144.0)","(3.5, 4.6, 4.566666666666666)","(26.0, 55.0, 52.142857142857146)","(6.0, 99999, 99990)","(41.0, 65.0, 53.30769230769231)"
07-01-2023 19:14:43.054690,"(7.5, 9.6, 9.275471698113208)","(10.0, 12.0, 11.842342342342342)","(16.0, 21.0, 20.404761904761905)","(4.0, 4.7, 4.6840909090909095)","(6.0, 6.8, 6.6909090909090905)","(81.0, 150.0, 144.0)","(3.5, 4.6, 4.566666666666666)","(26.0, 55.0, 52.142857142857146)","(6.0, 99999, 99990)","(41.0, 65.0, 53.30769230769231)"
07-01-2023 19:14:44.541684,"(7.5, 9.6, 9.275471698113208)","(10.0, 12.0, 11.842342342342342)","(16.0, 21.0, 20.404761904761905)","(4.0, 4.7, 4.6840909090909095)","(6.0, 6.8, 6.57391304347826)","(81.0, 150.0, 144.0)","(3.5, 4.6, 4.561935483870967)","(26.0, 55.0, 52.142857142857146)","(6.0, 99999, 99990)","(41.0, 65.0, 53.30769230769231)"
07-01-2023 19:14:46.235647,"(7.5, 9.6, 9.373913043478261)","(10.0, 12.0, 12.314814814814815)","(16.0, 21.0, 20.404761904761905)","(4.0, 4.7, 4.653846153846154)","(6.0, 6.6, 6.663736263736264)","(81.0, 150.0, 144.0)","(3.5, 4.6, 4.593069306930693)","(26.0, 55.0, 53.214285714285715)","(6.0, 99999, 99990)","(41.0, 55.0, 52.411764705882355)"
07-01-2023 19:14:47.891956,"(8.0, 9.4, 9.336363636363636)","(9.0, 12.5, 12.485294117647058)","(16.0, 21.0, 20.324324324324323)","(4.0, 4.7, 4.632499999999999)","(6.0, 6.8, 6.646913580246913)","(71.0, 150.0, 144.0)","(3.6, 4.7, 4.590355329949238)","(26.0, 55.0, 59.0)","(6.0, 99999, 99990)","(31.0, 55.0, 50.80952380952381)"
07-01-2023 19:14:49.367250,"(8.0, 9.4, 9.336363636363636)","(9.0, 13.0, 12.515625)","(16.0, 21.0, 20.12280701754386)","(4.0, 4.7, 4.586842105263157)","(6.0, 6.8, 6.5249999999999995)","(71.0, 150.0, 144.0)","(3.6, 4.7, 4.642553191489362)","(26.0, 65.0, 55.294117647058826)","(6.0, 99999, 99990)","(31.0, 55.0, 50.80952380952381)"
07-01-2023 19:14:50.837444,"(8.0, 9.4, 9.281481481481482)","(9.0, 13.0, 12.445945945945946)","(16.0, 21.0, 20.239436619718308)","(4.0, 4.6, 4.579166666666667)","(6.0, 6.6, 6.54)","(71.0, 150.0, 144.0)","(3.6, 4.7, 4.639215686274509)","(26.0, 60.0, 54.285714285714285)","(6.0, 99999, 99990)","(31.0, 55.0, 50.80952380952381)"
07-01-2023 19:14:52.273041,"(8.0, 9.6, 9.281481481481482)","(9.0, 13.0, 12.388235294117647)","(16.0, 21.0, 20.372093023255815)","(4.0, 4.6, 4.5811320754716975)","(6.0, 6.6, 6.550819672131148)","(71.0, 150.0, 144.0)","(3.6, 4.7, 4.627956989247312)","(26.0, 60.0, 54.285714285714285)","(6.0, 99999, 99990)","(31.0, 55.0, 50.80952380952381)"
07-01-2023 19:14:53.732123,"(8.0, 9.6, 9.281481481481482)","(9.0, 13.0, 12.388235294117647)","(16.0, 21.0, 20.372093023255815)","(4.0, 4.6, 4.5811320754716975)","(6.0, 6.6, 6.550819672131148)","(71.0, 150.0, 142.5)","(3.6, 4.7, 4.627956989247312)","(26.0, 60.0, 54.285714285714285)","(6.0, 99999, 99990)","(31.0, 55.0, 50.80952380952381)"
07-01-2023 19:14:55.122336,"(8.0, 9.6, 9.281481481481482)","(9.0, 13.0, 12.388235294117647)","(16.0, 21.0, 21.391304347826086)","(4.0, 4.6, 4.5811320754716975)","(6.0, 6.6, 6.550819672131148)","(71.0, 150.0, 142.5)","(3.6, 4.7, 4.63717277486911)","(26.0, 60.0, 54.285714285714285)","(6.0, 99999, 99990)","(31.0, 55.0, 50.80952380952381)"
07-01-2023 19:14:56.623791,"(8.0, 9.2, 9.12)","(9.0, 13.0, 12.388235294117647)","(16.0, 22.0, 21.375)","(4.0, 4.6, 4.58019801980198)","(6.0, 6.6, 6.550819672131148)","(71.0, 150.0, 142.5)","(3.6, 4.7, 4.63717277486911)","(26.0, 60.0, 54.285714285714285)","(6.0, 99999, 99990)","(31.0, 55.0, 50.80952380952381)"
07-01-2023 19:14:58.087897,"(8.0, 9.2, 9.123076923076923)","(9.0, 13.0, 12.388235294117647)","(16.0, 22.0, 21.375)","(4.0, 4.6, 4.58019801980198)","(6.0, 6.6, 6.550819672131148)","(71.0, 150.0, 142.5)","(3.6, 4.7, 4.63717277486911)","(26.0, 60.0, 54.285714285714285)","(6.0, 99999, 99990)","(31.0, 55.0, 50.80952380952381)"
07-01-2023 19:14:59.550651,"(8.0, 9.2, 9.123076923076923)","(9.0, 13.0, 12.388235294117647)","(16.0, 22.0, 21.318181818181817)","(4.0, 4.6, 4.581308411214953)","(6.0, 6.6, 6.550819672131148)","(71.0, 150.0, 142.5)","(3.6, 4.7, 4.6390109890109885)","(26.0, 60.0, 54.285714285714285)","(6.0, 99999, 99990)","(31.0, 55.0, 50.80952380952381)"
07-01-2023 19:15:01.069911,"(8.0, 9.0, 8.864705882352942)","(9.0, 13.0, 12.388235294117647)","(16.0, 22.0, 21.318181818181817)","(4.0, 4.6, 4.581308411214953)","(6.0, 6.6, 6.553125)","(71.0, 150.0, 142.5)","(3.6, 4.7, 4.700917431192661)","(26.0, 60.0, 54.285714285714285)","(6.0, 99999, 99990)","(31.0, 55.0, 47.9)"
07-01-2023 19:15:02.529029,"(8.0, 9.0, 8.900990099009901)","(9.0, 13.0, 12.388235294117647)","(16.0, 22.0, 21.454545454545453)","(4.0, 4.6, 4.581308411214953)","(6.0, 6.6, 6.553125)","(71.0, 150.0, 142.5)","(3.6, 4.8, 4.700917431192661)","(26.0, 60.0, 54.285714285714285)","(6.0, 99999, 99990)","(31.0, 50.0, 46.76923076923077)"
07-01-2023 19:15:03.941904,"(8.0, 9.0, 9.007407407407408)","(9.0, 13.0, 13.145833333333334)","(16.0, 22.0, 21.166666666666668)","(4.0, 4.6, 4.577011494252873)","(6.0, 6.4, 6.295575221238939)","(71.0, 150.0, 142.5)","(3.6, 4.8, 4.719402985074627)","(26.0, 60.0, 55.0)","(6.0, 99999, 99990)","(31.0, 50.0, 46.76923076923077)"
07-01-2023 19:15:05.395990,"(7.5, 9.2, 9.007407407407408)","(9.0, 13.5, 13.145833333333334)","(16.0, 22.0, 21.166666666666668)","(4.0, 4.6, 4.581308411214953)","(6.0, 6.4, 6.309230769230769)","(71.0, 150.0, 142.5)","(3.6, 4.8, 4.691983122362869)","(26.0, 60.0, 52.5)","(6.0, 99999, 99990)","(31.0, 50.0, 48.61538461538461)"
07-01-2023 19:15:06.928425,"(7.5, 9.2, 8.988235294117647)","(9.0, 13.5, 13.142857142857142)","(16.0, 22.0, 21.01492537313433)","(4.0, 4.6, 4.581308411214953)","(6.0, 6.4, 6.309230769230769)","(71.0, 150.0, 142.5)","(3.6, 4.8, 4.691983122362869)","(26.0, 60.0, 52.5)","(6.0, 99999, 99990)","(31.0, 50.0, 48.61538461538461)"
07-01-2023 19:15:08.429868,"(7.5, 9.2, 9.010526315789473)","(9.0, 13.5, 13.142857142857142)","(16.0, 22.0, 20.96875)","(4.0, 4.6, 4.581308411214953)","(6.0, 6.4, 6.309230769230769)","(71.0, 150.0, 142.5)","(3.6, 4.8, 4.691983122362869)","(26.0, 60.0, 49.77777777777778)","(6.0, 99999, 99990)","(31.0, 50.0, 48.61538461538461)"
07-01-2023 19:15:09.831107,"(7.5, 9.2, 9.010526315789473)","(10.0, 13.5, 13.142857142857142)","(16.0, 22.0, 21.185185185185183)","(3.9, 4.6, 4.567213114754098)","(6.0, 6.4, 6.309230769230769)","(81.0, 150.0, 128.1818181818182)","(3.6, 4.8, 4.696356275303644)","(31.0, 50.0, 51.5)","(6.5, 99999, 99990)","(31.0, 50.0, 48.61538461538461)"
07-01-2023 19:15:11.273309,"(7.5, 9.2, 9.010526315789473)","(10.0, 13.5, 13.142857142857142)","(16.0, 22.0, 21.185185185185183)","(3.9, 4.6, 4.567213114754098)","(6.0, 6.4, 6.309230769230769)","(81.0, 150.0, 131.25)","(3.6, 4.8, 4.696356275303644)","(31.0, 55.0, 52.666666666666664)","(6.5, 99999, 99990)","(31.0, 50.0, 48.61538461538461)"
07-01-2023 19:15:12.664475,"(7.5, 9.2, 9.010526315789473)","(10.0, 13.5, 13.142857142857142)","(16.0, 22.0, 20.793388429752067)","(3.9, 4.6, 4.567213114754098)","(6.0, 6.4, 6.309230769230769)","(81.0, 150.0, 130.0)","(3.6, 4.8, 4.694214876033057)","(31.0, 55.0, 52.666666666666664)","(6.5, 99999, 99990)","(31.0, 50.0, 48.61538461538461)"
07-01-2023 19:15:14.119440,"(7.5, 9.2, 9.010526315789473)","(10.0, 13.5, 13.142857142857142)","(16.0, 22.0, 20.793388429752067)","(3.9, 4.6, 4.567213114754098)","(6.0, 6.4, 6.314516129032258)","(81.0, 140.0, 130.0)","(3.6, 4.8, 4.694214876033057)","(31.0, 55.0, 52.666666666666664)","(6.5, 99999, 99990)","(31.0, 50.0, 48.61538461538461)"
07-01-2023 19:15:15.570916,"(7.5, 9.2, 8.96)","(10.0, 13.5, 13.461538461538462)","(16.0, 22.0, 20.517857142857142)","(3.9, 4.6, 4.587341772151898)","(6.0, 6.4, 6.296078431372549)","(81.0, 140.0, 142.5)","(3.6, 4.8, 4.742222222222222)","(31.0, 55.0, 54.45945945945946)","(6.5, 99999, 99990)","(31.0, 50.0, 45.38461538461539)"
07-01-2023 19:15:17.085244,"(7.5, 9.2, 8.96)","(10.0, 13.5, 13.461538461538462)","(16.0, 21.0, 20.517857142857142)","(3.9, 4.6, 4.578409090909091)","(6.0, 6.4, 6.38909090909091)","(81.0, 150.0, 142.5)","(3.6, 4.8, 4.738823529411765)","(31.0, 55.0, 54.45945945945946)","(6.5, 99999, 99990)","(31.0, 50.0, 45.07142857142857)"
07-01-2023 19:15:18.613434,"(7.5, 9.2, 8.96)","(10.0, 13.5, 13.461538461538462)","(16.0, 21.0, 20.635135135135137)","(3.9, 4.6, 4.582407407407407)","(6.0, 6.4, 6.392105263157895)","(81.0, 150.0, 142.5)","(3.6, 4.8, 4.734736842105264)","(31.0, 55.0, 53.51063829787234)","(6.5, 99999, 99990)","(31.0, 50.0, 46.4)"
07-01-2023 19:15:20.110077,"(7.5, 9.2, 8.96)","(10.0, 13.5, 13.461538461538462)","(16.0, 21.0, 18.902439024390244)","(3.9, 4.6, 4.582407407407407)","(6.0, 6.4, 6.460869565217391)","(81.0, 150.0, 142.5)","(3.6, 4.8, 4.707042253521126)","(31.0, 55.0, 53.51063829787234)","(6.5, 99999, 99990)","(31.0, 50.0, 47.12)"
07-01-2023 19:15:21.465184,"(7.5, 9.2, 8.96)","(10.0, 13.5, 13.461538461538462)","(16.0, 19.0, 18.902439024390244)","(3.9, 4.6, 4.582407407407407)","(6.0, 6.6, 6.460869565217391)","(81.0, 150.0, 142.5)","(3.6, 4.8, 4.707042253521126)","(31.0, 55.0, 53.51063829787234)","(6.5, 99999, 99990)","(31.0, 50.0, 47.12)"
07-01-2023 19:15:22.971443,"(7.5, 9.2, 8.96)","(10.0, 13.5, 13.461538461538462)","(16.0, 19.0, 18.981927710843372)","(3.9, 4.6, 4.582407407407407)","(6.0, 6.6, 6.460869565217391)","(81.0, 150.0, 142.5)","(3.6, 4.8, 4.707042253521126)","(31.0, 55.0, 53.51063829787234)","(6.5, 99999, 99990)","(31.0, 50.0, 47.12)"
07-01-2023 19:15:24.386247,"(7.5, 9.2, 9.010526315789473)","(10.0, 13.5, 13.461538461538462)","(16.0, 19.0, 18.98076923076923)","(3.9, 4.6, 4.582407407407407)","(6.0, 6.6, 6.460869565217391)","(81.0, 150.0, 142.5)","(3.6, 4.8, 4.6957894736842105)","(31.0, 55.0, 53.51063829787234)","(6.5, 99999, 99990)","(31.0, 50.0, 47.12)"
07-01-2023 19:15:25.902176,"(7.5, 9.2, 9.010526315789473)","(10.0, 13.5, 13.461538461538462)","(16.0, 19.0, 18.98076923076923)","(3.9, 4.6, 4.582407407407407)","(6.0, 6.6, 6.460869565217391)","(81.0, 150.0, 128.1818181818182)","(3.7, 4.8, 4.692972972972973)","(31.0, 55.0, 53.51063829787234)","(6.5, 99999, 99990)","(31.0, 50.0, 47.12)"
07-01-2023 19:15:27.347408,"(7.5, 9.2, 9.066666666666666)","(10.0, 13.5, 13.482758620689655)","(16.0, 19.0, 19.355670103092784)","(3.9, 4.6, 4.5923728813559315)","(6.0, 6.6, 6.36144578313253)","(81.0, 150.0, 131.25)","(3.7, 4.8, 4.7296774193548385)","(31.0, 55.0, 53.51063829787234)","(6.5, 99999, 99990)","(31.0, 50.0, 47.12)"
07-01-2023 19:15:28.825888,"(7.5, 9.2, 9.125925925925925)","(10.0, 13.5, 13.487804878048781)","(16.0, 19.5, 19.354166666666668)","(3.9, 4.6, 4.580582524271844)","(6.0, 6.4, 6.380952380952381)","(81.0, 150.0, 134.0)","(3.7, 4.8, 4.7340740740740745)","(31.0, 55.0, 54.09090909090909)","(6.5, 99999, 99990)","(31.0, 50.0, 47.714285714285715)"
07-01-2023 19:15:30.327148,"(7.5, 9.2, 9.125925925925925)","(10.0, 13.5, 13.486842105263158)","(16.0, 19.5, 18.9438202247191)","(3.9, 4.6, 4.580582524271844)","(6.0, 6.4, 6.306382978723405)","(81.0, 140.0, 143.33333333333334)","(3.7, 4.8, 4.7340740740740745)","(31.0, 55.0, 54.09090909090909)","(6.5, 99999, 99990)","(31.0, 50.0, 48.0)"
07-01-2023 19:15:31.896158,"(7.5, 9.2, 9.125925925925925)","(10.0, 13.5, 13.487804878048781)","(16.0, 19.0, 18.95049504950495)","(3.9, 4.6, 4.583050847457627)","(6.0, 6.4, 6.334328358208955)","(81.0, 150.0, 143.33333333333334)","(3.6, 4.8, 4.7296774193548385)","(31.0, 55.0, 53.529411764705884)","(6.5, 99999, 99990)","(31.0, 50.0, 48.5)"
07-01-2023 19:15:33.370380,"(7.5, 9.2, 9.125925925925925)","(10.0, 13.5, 13.487804878048781)","(16.0, 19.0, 19.371559633027523)","(3.9, 4.6, 4.583050847457627)","(5.5, 6.4, 6.3125)","(81.0, 150.0, 143.33333333333334)","(3.6, 4.8, 4.725342465753425)","(31.0, 55.0, 53.529411764705884)","(6.5, 99999, 99990)","(31.0, 50.0, 48.4)"
07-01-2023 19:15:34.929926,"(7.5, 9.2, 9.149999999999999)","(10.0, 13.5, 13.487804878048781)","(16.0, 19.5, 19.371559633027523)","(3.9, 4.6, 4.583050847457627)","(5.5, 6.4, 6.3125)","(81.0, 150.0, 143.33333333333334)","(3.6, 4.8, 4.731446540880503)","(31.0, 55.0, 53.529411764705884)","(6.5, 99999, 99990)","(31.0, 50.0, 48.4)"
07-01-2023 19:15:36.485196,"(7.5, 9.2, 9.152380952380952)","(10.0, 13.5, 13.487804878048781)","(16.0, 19.5, 18.85185185185185)","(3.9, 4.6, 4.583050847457627)","(5.5, 6.4, 6.3125)","(81.0, 150.0, 143.33333333333334)","(3.7, 4.8, 4.731446540880503)","(31.0, 55.0, 53.529411764705884)","(6.5, 99999, 99990)","(41.0, 50.0, 48.4)"
07-01-2023 19:15:37.940644,"(7.5, 9.2, 9.2625)","(10.0, 13.5, 13.487804878048781)","(16.0, 19.0, 18.825503355704697)","(3.9, 4.6, 4.5923728813559315)","(5.5, 6.4, 6.1390070921985815)","(81.0, 150.0, 154.0)","(3.7, 4.8, 4.746276595744681)","(31.0, 55.0, 51.42857142857143)","(6.5, 99999, 99990)","(41.0, 50.0, 48.333333333333336)"
07-01-2023 19:15:39.281919,"(7.5, 9.4, 9.2625)","(10.0, 13.5, 13.487804878048781)","(16.0, 19.0, 18.825503355704697)","(3.9, 4.6, 4.5923728813559315)","(5.5, 6.2, 6.1390070921985815)","(81.0, 160.0, 203.33333333333334)","(3.7, 4.8, 4.746276595744681)","(31.0, 55.0, 51.42857142857143)","(6.5, 99999, 99990)","(41.0, 50.0, 48.333333333333336)"
07-01-2023 19:15:40.658265,"(7.5, 9.4, 9.306896551724138)","(10.0, 13.5, 13.487804878048781)","(16.0, 19.0, 18.825503355704697)","(3.9, 4.6, 4.5923728813559315)","(5.5, 6.2, 6.252903225806452)","(81.0, 230.0, 216.66666666666669)","(3.7, 4.8, 4.746276595744681)","(31.0, 55.0, 51.42857142857143)","(6.5, 99999, 99990)","(41.0, 50.0, 48.333333333333336)"
07-01-2023 19:15:42.183160,"(7.5, 9.4, 9.14782608695652)","(10.0, 13.5, 13.487804878048781)","(16.0, 19.0, 18.81021897810219)","(3.9, 4.6, 4.590816326530612)","(5.5, 6.4, 6.252903225806452)","(81.0, 230.0, 175.0)","(3.7, 4.8, 4.751785714285714)","(31.0, 55.0, 52.142857142857146)","(6.5, 99999, 99990)","(41.0, 46.0, 45.09090909090909)"
07-01-2023 19:15:43.582631,"(7.5, 9.2, 9.077272727272726)","(10.0, 13.5, 13.522727272727273)","(16.0, 19.0, 18.803030303030305)","(3.9, 4.6, 4.580909090909091)","(5.5, 6.4, 6.252903225806452)","(81.0, 230.0, 156.0)","(3.7, 4.8, 4.751785714285714)","(31.0, 55.0, 52.142857142857146)","(6.5, 99999, 99990)","(41.0, 46.0, 45.285714285714285)"
07-01-2023 19:15:45.079449,"(7.5, 9.4, 9.41159420289855)","(11.0, 14.0, 13.741666666666667)","(16.0, 19.0, 18.804511278195488)","(4.0, 4.6, 4.575384615384615)","(5.5, 6.4, 6.269714285714286)","(71.0, 210.0, 160.0)","(3.7, 4.8, 4.746276595744681)","(31.0, 55.0, 51.42857142857143)","(6.5, 99999, 99990)","(41.0, 46.0, 45.411764705882355)"
07-01-2023 19:15:46.458088,"(7.5, 9.6, 9.41159420289855)","(11.0, 14.0, 13.741666666666667)","(16.0, 19.0, 18.82312925170068)","(4.0, 4.6, 4.575384615384615)","(5.5, 6.4, 6.154248366013072)","(71.0, 200.0, 148.0)","(3.7, 4.8, 4.746276595744681)","(31.0, 55.0, 50.833333333333336)","(6.5, 99999, 99990)","(41.0, 46.0, 45.285714285714285)"
07-01-2023 19:15:47.868696,"(7.5, 9.6, 9.408823529411766)","(11.0, 14.0, 13.741666666666667)","(16.0, 19.0, 19.25)","(4.0, 4.6, 4.575384615384615)","(5.5, 6.2, 6.154248366013072)","(71.0, 190.0, 137.5)","(3.7, 4.8, 4.730821917808219)","(31.0, 55.0, 50.78947368421053)","(6.5, 99999, 99990)","(41.0, 46.0, 45.285714285714285)"
07-01-2023 19:15:49.306608,"(7.5, 9.4, 9.31186440677966)","(11.0, 14.0, 13.741666666666667)","(16.0, 19.5, 19.25)","(4.0, 4.6, 4.575384615384615)","(5.5, 6.2, 6.154248366013072)","(81.0, 190.0, 144.0)","(3.7, 4.8, 4.730821917808219)","(31.0, 55.0, 50.78947368421053)","(6.5, 99999, 99990)","(41.0, 46.0, 45.285714285714285)"
07-01-2023 19:15:50.753930,"(7.5, 9.4, 9.31186440677966)","(11.0, 14.0, 13.741666666666667)","(16.0, 19.5, 19.161538461538463)","(4.0, 4.6, 4.575384615384615)","(5.5, 6.2, 6.2444444444444445)","(81.0, 180.0, 135.0)","(3.7, 4.8, 4.746842105263158)","(31.0, 55.0, 50.78947368421053)","(6.5, 99999, 99990)","(31.0, 46.0, 45.285714285714285)"
07-01-2023 19:15:52.097469,"(7.5, 9.4, 9.31186440677966)","(11.0, 14.0, 13.741666666666667)","(16.0, 19.5, 19.161538461538463)","(3.9, 4.6, 4.575384615384615)","(5.5, 6.4, 6.242857142857143)","(71.0, 180.0, 140.0)","(3.7, 4.8, 4.746842105263158)","(31.0, 55.0, 50.78947368421053)","(6.5, 99999, 99990)","(31.0, 46.0, 45.285714285714285)"
07-01-2023 19:15:53.706784,"(7.5, 9.4, 9.214285714285714)","(11.0, 14.0, 13.733870967741936)","(16.0, 19.5, 19.166666666666668)","(3.9, 4.6, 4.570642201834862)","(5.5, 6.4, 6.1735537190082646)","(71.0, 170.0, 132.5)","(3.7, 4.8, 4.746842105263158)","(31.0, 55.0, 50.52)","(6.5, 99999, 99990)","(31.0, 46.0, 45.285714285714285)"
07-01-2023 19:15:55.211178,"(7.5, 9.4, 9.214285714285714)","(11.0, 14.0, 13.733870967741936)","(16.0, 19.5, 19.166666666666668)","(3.9, 4.6, 4.570642201834862)","(5.5, 6.2, 6.1735537190082646)","(71.0, 170.0, 132.5)","(3.7, 4.8, 4.749720670391062)","(31.0, 55.0, 50.24)","(6.5, 99999, 99990)","(31.0, 46.0, 45.411764705882355)"
07-01-2023 19:15:56.703050,"(7.5, 9.4, 9.276190476190475)","(11.0, 14.0, 13.733870967741936)","(16.0, 19.5, 19.166666666666668)","(3.9, 4.5, 4.47)","(5.5, 6.2, 6.162790697674419)","(71.0, 160.0, 136.0)","(3.7, 4.8, 4.7528795811518325)","(31.0, 55.0, 51.111111111111114)","(6.5, 99999, 99990)","(31.0, 46.0, 45.285714285714285)"
07-01-2023 19:15:58.165463,"(7.5, 9.4, 9.276190476190475)","(11.0, 13.5, 13.071428571428571)","(16.0, 19.5, 19.13157894736842)","(3.9, 4.5, 4.450909090909091)","(5.5, 6.2, 6.1683168316831685)","(71.0, 160.0, 130.0)","(3.7, 4.8, 4.740769230769231)","(31.0, 55.0, 51.111111111111114)","(6.5, 99999, 99990)","(31.0, 46.0, 45.09090909090909)"
07-01-2023 19:15:59.588566,"(7.5, 9.4, 9.276190476190475)","(11.0, 13.5, 13.308219178082192)","(16.0, 19.5, 19.166666666666668)","(3.9, 4.4, 4.373451327433629)","(5.5, 6.4, 6.225806451612903)","(71.0, 150.0, 127.5)","(3.7, 4.8, 4.752739726027397)","(31.0, 55.0, 49.4)","(6.5, 99999, 99990)","(31.0, 46.0, 45.285714285714285)"
07-01-2023 19:16:01.039330,"(7.5, 9.4, 9.303703703703704)","(11.0, 13.5, 13.286324786324787)","(16.0, 19.0, 18.895061728395063)","(3.9, 4.4, 4.374809160305344)","(5.5, 6.4, 6.230769230769231)","(71.0, 150.0, 128.0)","(3.7, 4.8, 4.752739726027397)","(31.0, 55.0, 48.11764705882353)","(6.5, 99999, 99990)","(31.0, 46.0, 45.285714285714285)"
07-01-2023 19:16:02.687417,"(7.5, 9.4, 9.281481481481482)","(11.0, 13.5, 13.33838383838384)","(16.0, 19.0, 18.984848484848484)","(3.9, 4.4, 4.3989898989899)","(5.5, 6.4, 6.15045871559633)","(71.0, 140.0, 128.0)","(3.7, 4.8, 4.828260869565217)","(31.0, 50.0, 48.11764705882353)","(6.5, 99999, 99990)","(31.0, 46.0, 43.57575757575758)"
07-01-2023 19:16:04.181849,"(8.0, 9.4, 9.281481481481482)","(11.0, 13.5, 13.36021505376344)","(16.0, 19.0, 19.12)","(3.9, 4.4, 4.43)","(5.5, 6.2, 6.164)","(71.0, 140.0, 146.66666666666666)","(3.8, 4.9, 4.828387096774193)","(31.0, 50.0, 48.476190476190474)","(6.5, 99999, 99990)","(31.0, 44.0, 43.733333333333334)"
07-01-2023 19:16:06.070019,"(8.0, 9.4, 9.314666666666666)","(11.0, 13.5, 13.36021505376344)","(16.0, 19.5, 18.426923076923078)","(3.9, 4.5, 4.410256410256411)","(5.5, 6.2, 6.168115942028986)","(71.0, 180.0, 141.8181818181818)","(3.8, 4.9, 4.8401069518716575)","(31.0, 50.0, 48.476190476190474)","(6.5, 99999, 99990)","(31.0, 44.0, 43.733333333333334)"
07-01-2023 19:16:07.727283,"(7.5, 9.4, 9.3)","(11.0, 13.5, 13.36021505376344)","(16.0, 18.5, 18.43448275862069)","(3.9, 4.5, 4.386407766990292)","(5.5, 6.2, 6.270212765957447)","(81.0, 180.0, 141.8181818181818)","(3.8, 4.9, 4.8072)","(31.0, 50.0, 48.476190476190474)","(6.5, 99999, 99990)","(31.0, 44.0, 43.733333333333334)"
07-01-2023 19:16:09.271125,"(7.5, 9.4, 9.296774193548387)","(11.0, 13.5, 13.604166666666666)","(16.0, 18.5, 18.480916030534353)","(3.9, 4.4, 4.398214285714286)","(5.5, 6.4, 6.303589743589744)","(81.0, 180.0, 141.8181818181818)","(3.8, 4.9, 4.8072)","(31.0, 50.0, 46.869565217391305)","(6.5, 99999, 99990)","(31.0, 44.0, 43.733333333333334)"
07-01-2023 19:16:10.747797,"(7.5, 9.4, 9.296774193548387)","(11.0, 14.0, 14.075)","(16.0, 18.5, 18.484615384615385)","(3.9, 4.4, 4.3748031496063)","(5.5, 6.4, 6.328662420382166)","(81.0, 180.0, 141.8181818181818)","(3.8, 4.9, 4.779761904761905)","(31.0, 50.0, 46.72727272727273)","(6.5, 99999, 99990)","(31.0, 44.0, 43.7037037037037)"
07-01-2023 19:16:12.359928,"(7.5, 9.4, 9.296774193548387)","(11.0, 14.5, 14.173913043478262)","(16.0, 18.5, 18.492592592592594)","(3.9, 4.4, 4.377464788732395)","(5.5, 6.4, 6.3394594594594595)","(81.0, 180.0, 141.8181818181818)","(3.8, 4.8, 4.764423076923077)","(31.0, 50.0, 45.875)","(6.5, 99999, 99990)","(31.0, 44.0, 43.7037037037037)"
