,My Own Voice,Flying Jarrad,Will She Stay,Islas Boy,Hanny Darrison,Glasgow Magic,Our Girl Socks,Succeed
05-01-2023 12:26:15.575910,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 132.0)","(41.0, 230.0, 174.57142857142858)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 30.333333333333336)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:26:16.680609,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 132.0)","(41.0, 230.0, 174.57142857142858)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 30.333333333333336)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:26:17.848287,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 132.0)","(41.0, 230.0, 174.57142857142858)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 30.333333333333336)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:26:19.097994,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 132.0)","(41.0, 230.0, 174.57142857142858)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 30.333333333333336)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:26:20.255212,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 132.0)","(41.0, 230.0, 174.57142857142858)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 30.333333333333336)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:26:21.339627,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 132.0)","(41.0, 230.0, 174.57142857142858)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 30.333333333333336)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:26:22.451931,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 132.0)","(41.0, 230.0, 174.57142857142858)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 30.333333333333336)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:26:23.433979,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 132.0)","(41.0, 230.0, 174.57142857142858)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 30.333333333333336)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:26:24.493715,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 132.0)","(41.0, 230.0, 174.57142857142858)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 30.333333333333336)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:26:25.619925,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 132.0)","(41.0, 230.0, 174.57142857142858)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 30.333333333333336)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:26:26.748635,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 132.0)","(41.0, 230.0, 174.57142857142858)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 30.333333333333336)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:26:27.878733,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 132.0)","(41.0, 230.0, 174.57142857142858)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 30.333333333333336)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:26:28.966423,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 132.0)","(41.0, 230.0, 174.57142857142858)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 30.333333333333336)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:26:30.076464,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 132.0)","(41.0, 230.0, 174.57142857142858)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 30.333333333333336)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:26:31.128751,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 132.0)","(41.0, 230.0, 174.57142857142858)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 30.333333333333336)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:26:32.235263,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 132.0)","(41.0, 230.0, 174.57142857142858)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 30.333333333333336)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:26:33.394610,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 132.0)","(41.0, 230.0, 174.57142857142858)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 30.333333333333336)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:26:34.498764,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 132.0)","(41.0, 230.0, 174.57142857142858)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 30.333333333333336)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:26:35.652663,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 132.0)","(41.0, 230.0, 174.57142857142858)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 30.333333333333336)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:26:36.782859,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 132.0)","(41.0, 230.0, 174.57142857142858)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 30.333333333333336)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:26:37.918798,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 132.0)","(41.0, 230.0, 174.57142857142858)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 34.44444444444444)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:26:38.986603,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 132.0)","(41.0, 230.0, 174.57142857142858)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 34.44444444444444)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:26:40.080269,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 132.0)","(41.0, 230.0, 174.57142857142858)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 34.44444444444444)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:26:41.205030,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 132.0)","(41.0, 230.0, 174.57142857142858)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 34.44444444444444)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:26:42.332456,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 132.0)","(41.0, 230.0, 174.57142857142858)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 34.44444444444444)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:26:43.478290,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 132.0)","(41.0, 230.0, 174.57142857142858)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 34.44444444444444)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:26:44.642351,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 132.0)","(41.0, 230.0, 174.57142857142858)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 34.44444444444444)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:26:45.778808,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 132.0)","(41.0, 230.0, 180.5)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 34.44444444444444)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:26:46.873761,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 132.0)","(41.0, 230.0, 180.5)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 34.44444444444444)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:26:48.008657,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 132.0)","(41.0, 230.0, 180.5)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 34.44444444444444)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:26:49.028226,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 132.0)","(41.0, 230.0, 180.5)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 34.44444444444444)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:26:50.087746,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 132.0)","(41.0, 230.0, 180.5)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 34.44444444444444)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:26:51.198307,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 132.0)","(41.0, 230.0, 180.5)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 34.44444444444444)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:26:52.316773,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 132.0)","(41.0, 230.0, 180.5)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 34.44444444444444)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:26:53.492476,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 132.0)","(41.0, 230.0, 180.5)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 34.44444444444444)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:26:54.703027,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 132.0)","(41.0, 230.0, 180.5)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 34.44444444444444)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:26:55.874680,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 132.0)","(41.0, 230.0, 180.5)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 34.44444444444444)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:26:57.012559,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 132.0)","(41.0, 230.0, 180.5)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 34.44444444444444)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:26:58.152141,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 132.0)","(41.0, 230.0, 180.5)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 34.44444444444444)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:26:59.295562,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 132.0)","(41.0, 230.0, 180.5)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 34.44444444444444)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:27:00.408239,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 132.0)","(41.0, 230.0, 180.5)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 34.44444444444444)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:27:01.637394,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 132.0)","(41.0, 230.0, 180.5)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 34.44444444444444)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:27:02.764620,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 132.0)","(41.0, 230.0, 180.5)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 34.44444444444444)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:27:03.802676,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 132.0)","(41.0, 230.0, 180.5)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 34.44444444444444)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:27:04.818238,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 132.0)","(41.0, 230.0, 180.5)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 34.44444444444444)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:27:05.904641,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 132.0)","(41.0, 230.0, 180.5)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 34.44444444444444)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:27:07.021262,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 132.0)","(41.0, 230.0, 180.5)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 34.44444444444444)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:27:08.215314,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 132.0)","(41.0, 230.0, 180.5)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 34.44444444444444)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:27:09.376327,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 132.0)","(41.0, 230.0, 180.5)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 34.44444444444444)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:27:10.534190,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 132.0)","(41.0, 230.0, 180.5)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 34.44444444444444)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:27:11.699190,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 132.0)","(41.0, 230.0, 180.5)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 34.44444444444444)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:27:12.812752,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 164.66666666666666)","(41.0, 230.0, 180.5)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 34.44444444444444)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:27:13.930911,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 164.66666666666666)","(41.0, 230.0, 180.5)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 34.44444444444444)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:27:15.010137,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 164.66666666666666)","(41.0, 230.0, 180.5)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 34.44444444444444)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:27:16.109847,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 164.66666666666666)","(41.0, 230.0, 180.5)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 34.44444444444444)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:27:17.210143,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 164.66666666666666)","(41.0, 230.0, 180.5)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 34.44444444444444)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:27:18.300059,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 164.66666666666666)","(41.0, 230.0, 180.5)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 34.44444444444444)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:27:19.375241,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 164.66666666666666)","(41.0, 230.0, 180.5)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 34.44444444444444)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:27:20.522817,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 164.66666666666666)","(41.0, 230.0, 180.5)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 34.44444444444444)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:27:21.659099,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 164.66666666666666)","(41.0, 230.0, 180.5)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 34.44444444444444)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:27:22.824005,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 164.66666666666666)","(41.0, 230.0, 180.5)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 34.44444444444444)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:27:23.902751,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 164.66666666666666)","(41.0, 230.0, 180.5)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 34.44444444444444)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:27:24.898410,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 164.66666666666666)","(41.0, 230.0, 180.5)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 34.44444444444444)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:27:25.970346,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 191.6)","(41.0, 230.0, 180.5)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 34.44444444444444)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:27:27.117462,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 191.6)","(41.0, 230.0, 180.5)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 34.44444444444444)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:27:28.310217,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 191.6)","(41.0, 230.0, 180.5)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 34.44444444444444)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:27:29.539672,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 191.6)","(41.0, 230.0, 180.5)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 34.44444444444444)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:27:30.748846,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 191.6)","(41.0, 230.0, 180.5)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 34.44444444444444)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:27:31.917094,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 191.6)","(41.0, 230.0, 180.5)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 34.44444444444444)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:27:33.054179,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 191.6)","(41.0, 230.0, 180.5)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 34.44444444444444)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:27:34.167190,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 191.6)","(41.0, 230.0, 174.0)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 34.44444444444444)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:27:35.266215,"(5.5, 10.5, 7.0)","(31.0, 230.0, 191.6)","(41.0, 230.0, 174.0)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 34.44444444444444)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:27:36.324549,"(5.5, 10.5, 7.0)","(31.0, 230.0, 191.6)","(41.0, 230.0, 174.0)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 34.44444444444444)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:27:37.444730,"(5.5, 10.5, 7.0)","(31.0, 230.0, 191.6)","(41.0, 230.0, 174.0)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 34.44444444444444)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:27:38.561065,"(5.5, 10.5, 7.0)","(31.0, 230.0, 191.6)","(41.0, 230.0, 174.0)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 34.44444444444444)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:27:39.701224,"(5.5, 10.5, 7.0)","(31.0, 230.0, 191.6)","(41.0, 230.0, 174.0)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 34.44444444444444)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:27:40.824959,"(5.5, 10.5, 7.0)","(31.0, 230.0, 191.6)","(41.0, 230.0, 174.0)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 34.44444444444444)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:27:41.951907,"(5.5, 10.5, 7.0)","(31.0, 230.0, 191.6)","(41.0, 230.0, 174.0)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 34.44444444444444)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:27:42.953405,"(5.5, 10.5, 7.0)","(31.0, 230.0, 191.6)","(41.0, 230.0, 174.0)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 34.44444444444444)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:27:43.934655,"(5.5, 10.5, 7.0)","(31.0, 230.0, 191.6)","(41.0, 230.0, 174.0)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 34.44444444444444)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:27:45.008057,"(5.5, 10.5, 7.0)","(31.0, 230.0, 135.0)","(41.0, 230.0, 174.0)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 34.44444444444444)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:27:46.131412,"(5.5, 10.5, 7.0)","(31.0, 230.0, 135.0)","(41.0, 230.0, 174.0)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 34.44444444444444)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:27:47.308402,"(5.5, 10.5, 7.0)","(31.0, 230.0, 135.0)","(41.0, 230.0, 174.0)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 34.44444444444444)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
05-01-2023 12:27:48.434840,"(5.5, 10.5, 7.0)","(31.0, 230.0, 135.0)","(41.0, 230.0, 174.0)","(11.0, 34.0, 16.083333333333332)","(18.0, 55.0, 34.44444444444444)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.7, 1.486875)"
