,Online Model,Balmy Bob,Loseashoe,Grenade,Champagne Stride,Im Alright Jack,Shes My Little Gem,Lilbitahenrytee,Courtney Katarina
10-01-2023 16:13:13.229170,"(8.5, 23.0, 19.75)","(31.0, 80.0, 61.0)","(6.5, 14.0, 11.083333333333334)","(21.0, 48.0, 23.7)","(1.26, 1.35, 1.3450000000000002)","(21.0, 50.0, 45.333333333333336)","(14.0, 30.0, 27.0)","(31.0, 80.0, 61.0)","(31.0, 85.0, 80.36363636363637)"
10-01-2023 16:13:14.861561,"(8.5, 23.0, 21.7)","(31.0, 80.0, 61.0)","(6.5, 14.0, 11.083333333333334)","(21.0, 48.0, 23.7)","(1.26, 1.35, 1.3450000000000002)","(21.0, 50.0, 45.333333333333336)","(14.0, 30.0, 27.0)","(31.0, 80.0, 61.0)","(31.0, 85.0, 80.36363636363637)"
10-01-2023 16:13:16.494364,"(8.5, 23.0, 20.833333333333332)","(31.0, 80.0, 61.0)","(6.5, 14.0, 11.083333333333334)","(21.0, 48.0, 23.7)","(1.26, 1.35, 1.3450000000000002)","(21.0, 50.0, 45.333333333333336)","(14.0, 30.0, 27.0)","(31.0, 80.0, 61.0)","(31.0, 85.0, 80.36363636363637)"
10-01-2023 16:13:18.189320,"(8.5, 23.0, 20.0)","(31.0, 80.0, 61.0)","(6.5, 14.0, 11.083333333333334)","(21.0, 48.0, 23.7)","(1.26, 1.35, 1.3450000000000002)","(21.0, 50.0, 45.333333333333336)","(14.0, 30.0, 27.0)","(31.0, 80.0, 61.0)","(31.0, 85.0, 80.36363636363637)"
10-01-2023 16:13:20.244204,"(8.5, 23.0, 20.0)","(31.0, 80.0, 61.0)","(6.5, 14.0, 11.083333333333334)","(21.0, 48.0, 33.17647058823529)","(1.26, 1.35, 1.3450000000000002)","(21.0, 50.0, 45.333333333333336)","(14.0, 30.0, 27.0)","(31.0, 80.0, 61.0)","(31.0, 85.0, 79.9)"
10-01-2023 16:13:22.164025,"(8.5, 23.0, 21.0)","(31.0, 80.0, 61.0)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 23.7)","(1.26, 1.35, 1.344)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 28.0)","(31.0, 80.0, 61.0)","(31.0, 85.0, 80.36363636363637)"
10-01-2023 16:13:23.831290,"(8.5, 23.0, 21.0)","(31.0, 80.0, 61.0)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 23.7)","(1.26, 1.35, 1.3453846153846154)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 28.0)","(31.0, 80.0, 75.77777777777777)","(31.0, 85.0, 80.36363636363637)"
10-01-2023 16:13:25.461073,"(8.5, 23.0, 21.0)","(31.0, 80.0, 61.0)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 23.7)","(1.26, 1.35, 1.3455555555555556)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 28.0)","(31.0, 80.0, 75.77777777777777)","(31.0, 85.0, 80.36363636363637)"
10-01-2023 16:13:27.010047,"(8.5, 23.0, 21.0)","(31.0, 80.0, 61.0)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 23.7)","(1.26, 1.35, 1.3484375000000002)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 28.0)","(31.0, 80.0, 75.77777777777777)","(31.0, 85.0, 80.36363636363637)"
10-01-2023 16:13:28.507719,"(8.5, 20.0, 17.857142857142858)","(31.0, 80.0, 61.0)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 23.7)","(1.26, 1.35, 1.3484375000000002)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 28.0)","(31.0, 80.0, 75.77777777777777)","(31.0, 85.0, 80.36363636363637)"
10-01-2023 16:13:30.020036,"(8.5, 20.0, 17.6)","(31.0, 80.0, 61.0)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 23.7)","(1.26, 1.35, 1.3484375000000002)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 28.0)","(31.0, 80.0, 75.77777777777777)","(31.0, 85.0, 80.36363636363637)"
10-01-2023 16:13:31.505401,"(8.5, 20.0, 17.6)","(31.0, 80.0, 61.0)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 23.7)","(1.26, 1.35, 1.3484375000000002)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 28.0)","(31.0, 80.0, 75.77777777777777)","(31.0, 85.0, 80.36363636363637)"
10-01-2023 16:13:33.108862,"(8.5, 20.0, 17.6)","(31.0, 80.0, 61.0)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 23.7)","(1.26, 1.35, 1.3484375000000002)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 28.0)","(31.0, 80.0, 75.77777777777777)","(31.0, 85.0, 80.36363636363637)"
10-01-2023 16:13:34.563704,"(8.5, 20.0, 17.6)","(31.0, 80.0, 61.0)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 23.7)","(1.26, 1.35, 1.3484375000000002)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 28.0)","(31.0, 80.0, 75.77777777777777)","(31.0, 85.0, 80.36363636363637)"
10-01-2023 16:13:36.067790,"(8.5, 20.0, 17.6)","(31.0, 80.0, 61.0)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 23.7)","(1.26, 1.35, 1.3484375000000002)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 28.0)","(31.0, 80.0, 75.77777777777777)","(31.0, 85.0, 80.36363636363637)"
10-01-2023 16:13:37.541656,"(8.5, 20.0, 17.6)","(31.0, 80.0, 61.0)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 23.7)","(1.26, 1.35, 1.3484375000000002)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 28.0)","(31.0, 80.0, 75.77777777777777)","(31.0, 85.0, 80.36363636363637)"
10-01-2023 16:13:39.047300,"(8.5, 20.0, 17.6)","(31.0, 80.0, 61.0)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 23.7)","(1.26, 1.35, 1.3484375000000002)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 28.0)","(31.0, 80.0, 75.77777777777777)","(31.0, 85.0, 80.36363636363637)"
10-01-2023 16:13:40.445553,"(8.5, 20.0, 17.6)","(31.0, 80.0, 61.0)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 23.7)","(1.26, 1.35, 1.3484375000000002)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 28.0)","(31.0, 80.0, 75.77777777777777)","(31.0, 85.0, 80.36363636363637)"
10-01-2023 16:13:41.910308,"(8.5, 20.0, 17.6)","(31.0, 80.0, 61.0)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 23.7)","(1.26, 1.35, 1.3484375000000002)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 28.0)","(31.0, 80.0, 75.77777777777777)","(31.0, 85.0, 80.36363636363637)"
10-01-2023 16:13:43.328614,"(8.5, 20.0, 17.6)","(31.0, 80.0, 61.0)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 23.7)","(1.26, 1.35, 1.3484375000000002)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 28.0)","(31.0, 80.0, 75.77777777777777)","(31.0, 85.0, 80.36363636363637)"
10-01-2023 16:13:44.758328,"(8.5, 20.0, 17.545454545454547)","(31.0, 80.0, 61.0)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 25.5)","(1.26, 1.35, 1.3484375000000002)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 28.0)","(31.0, 80.0, 75.77777777777777)","(31.0, 85.0, 80.36363636363637)"
10-01-2023 16:13:46.156226,"(8.5, 20.0, 17.545454545454547)","(31.0, 80.0, 61.0)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 28.714285714285715)","(1.26, 1.35, 1.3484375000000002)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 28.0)","(31.0, 80.0, 75.77777777777777)","(31.0, 85.0, 60.5)"
10-01-2023 16:13:47.546310,"(8.5, 20.0, 17.75)","(31.0, 80.0, 61.0)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 30.142857142857142)","(1.26, 1.35, 1.3484375000000002)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 28.0)","(31.0, 80.0, 75.77777777777777)","(31.0, 85.0, 60.5)"
10-01-2023 16:13:48.862972,"(8.5, 20.0, 17.75)","(31.0, 80.0, 61.0)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 35.5)","(1.26, 1.35, 1.3484375000000002)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 28.0)","(31.0, 80.0, 75.77777777777777)","(31.0, 85.0, 60.5)"
10-01-2023 16:13:50.050748,"(8.5, 20.0, 17.75)","(31.0, 80.0, 61.0)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 35.5)","(1.26, 1.35, 1.3484375000000002)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 28.0)","(31.0, 80.0, 75.77777777777777)","(31.0, 85.0, 60.5)"
10-01-2023 16:13:51.301500,"(8.5, 20.0, 17.75)","(31.0, 80.0, 61.0)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 38.38461538461539)","(1.26, 1.35, 1.3484375000000002)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 28.0)","(31.0, 80.0, 75.77777777777777)","(31.0, 85.0, 60.5)"
10-01-2023 16:13:52.546074,"(8.5, 20.0, 17.75)","(31.0, 80.0, 61.0)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 38.769230769230774)","(1.26, 1.35, 1.348709677419355)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 27.0)","(31.0, 80.0, 75.77777777777777)","(31.0, 85.0, 60.5)"
10-01-2023 16:13:53.772280,"(8.5, 20.0, 17.692307692307693)","(31.0, 80.0, 61.0)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 38.769230769230774)","(1.26, 1.35, 1.348709677419355)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 27.0)","(31.0, 80.0, 75.77777777777777)","(31.0, 85.0, 60.5)"
10-01-2023 16:13:54.970423,"(8.5, 20.0, 17.692307692307693)","(31.0, 80.0, 61.0)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 38.769230769230774)","(1.26, 1.35, 1.348709677419355)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 27.0)","(31.0, 80.0, 75.77777777777777)","(31.0, 85.0, 60.5)"
10-01-2023 16:13:56.224499,"(8.5, 20.0, 17.678571428571427)","(31.0, 80.0, 61.0)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 38.769230769230774)","(1.26, 1.35, 1.348709677419355)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 27.0)","(31.0, 80.0, 75.77777777777777)","(31.0, 85.0, 60.5)"
10-01-2023 16:13:57.520608,"(8.5, 20.0, 17.678571428571427)","(31.0, 80.0, 61.0)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 40.0)","(1.26, 1.35, 1.348709677419355)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 27.0)","(31.0, 80.0, 72.4)","(31.0, 85.0, 60.5)"
10-01-2023 16:13:58.861563,"(8.5, 20.0, 17.678571428571427)","(31.0, 80.0, 51.5)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 40.0)","(1.26, 1.35, 1.348709677419355)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 27.0)","(31.0, 80.0, 72.4)","(31.0, 85.0, 60.5)"
10-01-2023 16:14:00.082052,"(8.5, 20.0, 17.678571428571427)","(31.0, 80.0, 51.5)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 40.0)","(1.26, 1.35, 1.348709677419355)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 27.0)","(31.0, 80.0, 72.4)","(31.0, 85.0, 60.5)"
10-01-2023 16:14:01.330265,"(8.5, 20.0, 17.678571428571427)","(31.0, 80.0, 51.5)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 40.0)","(1.26, 1.35, 1.348709677419355)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 27.0)","(31.0, 80.0, 72.4)","(31.0, 85.0, 60.5)"
10-01-2023 16:14:02.692342,"(8.5, 20.0, 17.678571428571427)","(31.0, 80.0, 51.5)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 40.0)","(1.26, 1.35, 1.348709677419355)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 27.0)","(31.0, 80.0, 72.4)","(31.0, 85.0, 60.5)"
10-01-2023 16:14:03.926415,"(8.5, 20.0, 17.678571428571427)","(31.0, 80.0, 51.5)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 40.0)","(1.26, 1.35, 1.348709677419355)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 27.0)","(31.0, 80.0, 72.4)","(31.0, 85.0, 60.5)"
10-01-2023 16:14:05.241092,"(8.5, 20.0, 17.678571428571427)","(31.0, 80.0, 51.5)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 40.0)","(1.26, 1.35, 1.348709677419355)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 27.0)","(31.0, 80.0, 72.4)","(31.0, 85.0, 60.5)"
10-01-2023 16:14:06.462157,"(8.5, 20.0, 17.692307692307693)","(31.0, 80.0, 51.5)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 40.0)","(1.26, 1.35, 1.342)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 27.0)","(31.0, 80.0, 72.4)","(31.0, 85.0, 60.5)"
10-01-2023 16:14:07.704029,"(8.5, 20.0, 17.692307692307693)","(31.0, 80.0, 51.5)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 40.0)","(1.26, 1.35, 1.342)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 27.0)","(31.0, 80.0, 72.4)","(31.0, 85.0, 60.5)"
10-01-2023 16:14:08.918856,"(8.5, 20.0, 17.692307692307693)","(31.0, 80.0, 51.5)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 40.0)","(1.26, 1.35, 1.342)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 27.0)","(31.0, 80.0, 72.4)","(31.0, 85.0, 60.5)"
10-01-2023 16:14:10.157848,"(8.5, 20.0, 17.692307692307693)","(31.0, 80.0, 51.5)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 40.0)","(1.26, 1.35, 1.342)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 27.0)","(31.0, 80.0, 72.4)","(31.0, 85.0, 60.5)"
10-01-2023 16:14:11.501084,"(8.5, 20.0, 17.678571428571427)","(31.0, 80.0, 51.5)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 40.0)","(1.26, 1.35, 1.342)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 27.0)","(31.0, 80.0, 72.4)","(31.0, 85.0, 60.5)"
10-01-2023 16:14:12.861347,"(8.5, 20.0, 17.678571428571427)","(31.0, 80.0, 51.5)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 40.0)","(1.26, 1.35, 1.342)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 27.0)","(31.0, 80.0, 72.4)","(31.0, 85.0, 60.5)"
10-01-2023 16:14:14.180319,"(8.5, 20.0, 17.678571428571427)","(31.0, 80.0, 51.5)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 40.0)","(1.26, 1.35, 1.342)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 27.0)","(31.0, 80.0, 72.4)","(31.0, 85.0, 60.5)"
10-01-2023 16:14:15.499837,"(8.5, 20.0, 17.678571428571427)","(31.0, 80.0, 51.5)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 40.0)","(1.26, 1.35, 1.342)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 27.0)","(31.0, 80.0, 72.4)","(31.0, 85.0, 60.5)"
10-01-2023 16:14:16.862294,"(8.5, 20.0, 17.678571428571427)","(31.0, 80.0, 51.5)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 40.0)","(1.26, 1.35, 1.342)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 27.0)","(31.0, 80.0, 72.4)","(31.0, 85.0, 60.5)"
10-01-2023 16:14:18.216764,"(8.5, 20.0, 18.08823529411765)","(31.0, 80.0, 51.5)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 40.0)","(1.26, 1.35, 1.342)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 27.0)","(31.0, 80.0, 72.4)","(31.0, 85.0, 60.5)"
10-01-2023 16:14:19.508992,"(8.5, 20.0, 17.833333333333332)","(31.0, 80.0, 51.5)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 40.0)","(1.26, 1.35, 1.342)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 27.0)","(31.0, 80.0, 72.4)","(31.0, 85.0, 60.5)"
10-01-2023 16:14:20.779930,"(8.5, 20.0, 18.266666666666666)","(31.0, 80.0, 51.5)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 40.0)","(1.26, 1.35, 1.342)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 27.0)","(31.0, 80.0, 72.4)","(31.0, 85.0, 60.5)"
10-01-2023 16:14:22.039100,"(8.5, 20.0, 18.266666666666666)","(31.0, 80.0, 51.5)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 40.0)","(1.26, 1.35, 1.342)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 27.0)","(31.0, 80.0, 72.4)","(31.0, 85.0, 60.5)"
10-01-2023 16:14:23.270772,"(8.5, 20.0, 18.266666666666666)","(31.0, 80.0, 51.5)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 40.0)","(1.26, 1.35, 1.342)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 27.0)","(31.0, 80.0, 72.4)","(31.0, 85.0, 60.5)"
10-01-2023 16:14:24.455161,"(8.5, 20.0, 18.266666666666666)","(31.0, 80.0, 51.5)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 40.0)","(1.26, 1.35, 1.342)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 27.0)","(31.0, 80.0, 72.4)","(31.0, 85.0, 60.5)"
10-01-2023 16:14:25.585569,"(8.5, 20.0, 18.285714285714285)","(31.0, 80.0, 51.5)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 40.0)","(1.26, 1.35, 1.342)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 27.0)","(31.0, 80.0, 72.4)","(31.0, 85.0, 60.5)"
10-01-2023 16:14:26.723103,"(8.5, 20.0, 18.285714285714285)","(31.0, 80.0, 51.5)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 40.0)","(1.26, 1.35, 1.342)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 27.0)","(31.0, 80.0, 72.4)","(31.0, 85.0, 60.5)"
10-01-2023 16:14:27.858444,"(8.5, 20.0, 18.285714285714285)","(31.0, 80.0, 51.5)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 40.0)","(1.26, 1.35, 1.342)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 27.0)","(31.0, 80.0, 72.4)","(31.0, 85.0, 60.5)"
10-01-2023 16:14:29.083946,"(8.5, 20.0, 18.266666666666666)","(31.0, 80.0, 51.5)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 40.0)","(1.26, 1.35, 1.342)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 27.0)","(31.0, 80.0, 72.4)","(31.0, 85.0, 60.5)"
10-01-2023 16:14:30.373073,"(8.5, 20.0, 18.266666666666666)","(31.0, 80.0, 51.5)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 40.0)","(1.26, 1.35, 1.342)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 27.0)","(31.0, 80.0, 74.0)","(31.0, 85.0, 60.5)"
10-01-2023 16:14:31.548881,"(8.5, 20.0, 17.954545454545453)","(31.0, 80.0, 51.5)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 40.0)","(1.26, 1.35, 1.342)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 27.0)","(31.0, 80.0, 75.5)","(31.0, 85.0, 60.5)"
10-01-2023 16:14:32.728547,"(8.5, 20.0, 17.954545454545453)","(31.0, 80.0, 51.5)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 40.0)","(1.26, 1.35, 1.342)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 27.0)","(31.0, 80.0, 75.5)","(31.0, 85.0, 60.5)"
10-01-2023 16:14:33.928990,"(8.5, 22.0, 18.785714285714285)","(31.0, 80.0, 51.5)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 40.0)","(1.26, 1.35, 1.342)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 27.0)","(31.0, 80.0, 75.5)","(31.0, 85.0, 60.5)"
10-01-2023 16:14:35.092301,"(8.5, 22.0, 18.785714285714285)","(31.0, 80.0, 51.5)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 40.0)","(1.26, 1.35, 1.342)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 27.0)","(31.0, 80.0, 75.5)","(31.0, 85.0, 60.5)"
10-01-2023 16:14:36.283356,"(8.5, 22.0, 18.785714285714285)","(31.0, 80.0, 51.5)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 40.0)","(1.26, 1.35, 1.342)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 27.0)","(31.0, 80.0, 75.5)","(31.0, 85.0, 60.5)"
10-01-2023 16:14:37.454205,"(8.5, 22.0, 18.785714285714285)","(31.0, 80.0, 51.5)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 40.0)","(1.26, 1.35, 1.342)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 27.0)","(31.0, 80.0, 75.5)","(31.0, 85.0, 60.5)"
10-01-2023 16:14:38.676010,"(8.5, 21.0, 18.666666666666668)","(31.0, 80.0, 51.5)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 40.0)","(1.26, 1.35, 1.342)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 27.0)","(31.0, 80.0, 75.5)","(31.0, 85.0, 60.5)"
10-01-2023 16:14:39.949036,"(8.5, 21.0, 18.666666666666668)","(31.0, 80.0, 51.5)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 40.0)","(1.26, 1.35, 1.342)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 27.0)","(31.0, 80.0, 75.5)","(31.0, 85.0, 60.5)"
10-01-2023 16:14:41.295235,"(8.5, 21.0, 18.666666666666668)","(31.0, 80.0, 51.5)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 40.0)","(1.26, 1.35, 1.342)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 27.0)","(31.0, 80.0, 75.5)","(31.0, 85.0, 60.5)"
10-01-2023 16:14:42.600569,"(8.5, 21.0, 18.27777777777778)","(31.0, 80.0, 51.5)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 40.0)","(1.26, 1.35, 1.342)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 26.57142857142857)","(31.0, 80.0, 75.5)","(31.0, 85.0, 60.5)"
10-01-2023 16:14:43.926084,"(8.5, 21.0, 18.27777777777778)","(31.0, 80.0, 51.5)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 39.33333333333333)","(1.26, 1.35, 1.342)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 26.57142857142857)","(31.0, 80.0, 75.5)","(31.0, 85.0, 60.5)"
10-01-2023 16:14:45.265636,"(8.5, 21.0, 18.27777777777778)","(31.0, 80.0, 51.5)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 39.33333333333333)","(1.26, 1.35, 1.342)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 27.0)","(31.0, 80.0, 75.5)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:14:46.564448,"(8.5, 21.0, 18.2)","(31.0, 80.0, 51.5)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 39.33333333333333)","(1.26, 1.35, 1.342)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 27.0)","(31.0, 80.0, 75.5)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:14:47.811309,"(8.5, 21.0, 18.2)","(31.0, 80.0, 51.5)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 39.33333333333333)","(1.26, 1.35, 1.342)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 27.0)","(31.0, 80.0, 75.5)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:14:49.133609,"(8.5, 21.0, 18.2)","(31.0, 80.0, 51.5)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 39.33333333333333)","(1.26, 1.35, 1.342)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 28.2)","(31.0, 80.0, 75.5)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:14:50.427658,"(8.5, 21.0, 18.6)","(31.0, 80.0, 51.5)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 39.33333333333333)","(1.26, 1.35, 1.342)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 27.0)","(31.0, 80.0, 75.5)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:14:51.702081,"(8.5, 21.0, 18.6)","(31.0, 80.0, 51.5)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 39.33333333333333)","(1.26, 1.35, 1.342)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 27.0)","(31.0, 80.0, 75.5)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:14:52.796722,"(8.5, 21.0, 18.6)","(31.0, 80.0, 51.5)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 39.33333333333333)","(1.26, 1.35, 1.342)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 27.0)","(31.0, 80.0, 75.5)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:14:54.048459,"(8.5, 21.0, 18.6)","(31.0, 80.0, 51.5)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 39.33333333333333)","(1.26, 1.35, 1.342)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 27.0)","(31.0, 80.0, 75.5)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:14:55.270937,"(8.5, 21.0, 18.6)","(31.0, 80.0, 51.5)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 39.33333333333333)","(1.26, 1.35, 1.342)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 27.0)","(31.0, 80.0, 75.5)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:14:56.535043,"(8.5, 21.0, 18.6)","(31.0, 80.0, 51.5)","(6.5, 14.0, 12.40909090909091)","(21.0, 48.0, 39.33333333333333)","(1.26, 1.35, 1.342)","(21.0, 50.0, 36.666666666666664)","(14.0, 30.0, 27.0)","(31.0, 80.0, 75.5)","(31.0, 85.0, 77.71428571428572)"
