,Online Model,Balmy Bob,Loseashoe,Grenade,Champagne Stride,Im Alright Jack,Shes My Little Gem,Lilbitahenrytee,Courtney Katarina
10-01-2023 16:22:16.950919,"(11.0, 16.5, 16.21875)","(31.0, 50.0, 49.0)","(7.0, 9.0, 8.442857142857143)","(20.0, 26.0, 24.5)","(1.24, 1.54, 1.5376923076923077)","(21.0, 30.0, 29.0)","(15.0, 18.0, 17.27027027027027)","(41.0, 95.0, 87.5)","(71.0, 200.0, 166.66666666666666)"
10-01-2023 16:22:18.255768,"(11.0, 16.5, 16.125)","(31.0, 50.0, 49.0)","(7.0, 9.0, 8.442857142857143)","(20.0, 26.0, 24.666666666666668)","(1.24, 1.54, 1.5348275862068965)","(21.0, 30.0, 29.0)","(15.0, 18.0, 17.27027027027027)","(41.0, 95.0, 87.5)","(71.0, 200.0, 166.66666666666666)"
10-01-2023 16:22:19.544409,"(11.0, 16.5, 16.125)","(31.0, 50.0, 49.0)","(7.0, 9.0, 8.442857142857143)","(20.0, 26.0, 24.666666666666668)","(1.24, 1.54, 1.5348275862068965)","(21.0, 30.0, 29.0)","(15.0, 18.0, 17.27027027027027)","(51.0, 95.0, 87.5)","(71.0, 200.0, 166.66666666666666)"
10-01-2023 16:22:20.895026,"(11.0, 16.5, 16.125)","(31.0, 50.0, 49.333333333333336)","(7.0, 8.8, 8.485714285714286)","(20.0, 29.0, 25.666666666666668)","(1.24, 1.54, 1.5361538461538462)","(21.0, 30.0, 29.0)","(15.0, 18.0, 17.27027027027027)","(51.0, 95.0, 87.5)","(71.0, 200.0, 166.66666666666666)"
10-01-2023 16:22:22.284919,"(11.0, 16.5, 16.125)","(31.0, 50.0, 49.55555555555556)","(7.0, 8.8, 8.3)","(20.0, 29.0, 26.0)","(1.24, 1.54, 1.5386666666666666)","(21.0, 30.0, 29.0)","(15.0, 18.0, 17.27027027027027)","(51.0, 95.0, 87.5)","(71.0, 200.0, 166.66666666666666)"
10-01-2023 16:22:23.713605,"(11.0, 16.5, 16.125)","(31.0, 50.0, 49.55555555555556)","(7.0, 8.4, 8.280000000000001)","(20.0, 29.0, 26.0)","(1.24, 1.54, 1.5391596638655463)","(21.0, 30.0, 29.0)","(15.0, 18.0, 17.27027027027027)","(51.0, 95.0, 87.5)","(71.0, 200.0, 166.66666666666666)"
10-01-2023 16:22:25.181123,"(11.0, 16.5, 16.125)","(31.0, 50.0, 49.69230769230769)","(7.0, 8.4, 8.355555555555556)","(20.0, 29.0, 26.0)","(1.24, 1.54, 1.5391596638655463)","(21.0, 30.0, 29.0)","(15.0, 18.0, 17.307692307692307)","(51.0, 95.0, 87.5)","(71.0, 200.0, 166.66666666666666)"
10-01-2023 16:22:26.491290,"(11.0, 16.5, 16.125)","(31.0, 50.0, 49.69230769230769)","(7.0, 8.4, 8.433333333333334)","(20.0, 29.0, 26.0)","(1.24, 1.54, 1.5389473684210526)","(21.0, 30.0, 29.75)","(15.0, 18.0, 17.363636363636363)","(51.0, 95.0, 87.5)","(71.0, 200.0, 166.66666666666666)"
10-01-2023 16:22:27.956408,"(11.0, 16.5, 16.21875)","(31.0, 50.0, 49.69230769230769)","(7.0, 8.8, 8.613333333333333)","(20.0, 29.0, 26.333333333333332)","(1.24, 1.54, 1.5577570093457944)","(21.0, 32.0, 28.11764705882353)","(15.0, 17.5, 17.363636363636363)","(51.0, 95.0, 87.5)","(71.0, 200.0, 160.0)"
10-01-2023 16:22:29.392052,"(11.0, 16.5, 16.21875)","(31.0, 50.0, 49.69230769230769)","(7.0, 8.8, 8.556521739130435)","(20.0, 28.0, 25.22222222222222)","(1.24, 1.56, 1.5580434782608696)","(21.0, 32.0, 27.285714285714285)","(15.0, 17.5, 17.363636363636363)","(51.0, 95.0, 87.5)","(71.0, 200.0, 160.0)"
10-01-2023 16:22:30.875117,"(11.0, 16.5, 16.21875)","(31.0, 50.0, 49.69230769230769)","(7.0, 8.8, 8.556521739130435)","(20.0, 28.0, 25.22222222222222)","(1.24, 1.56, 1.5580434782608696)","(21.0, 32.0, 27.285714285714285)","(15.0, 17.5, 17.363636363636363)","(51.0, 95.0, 87.5)","(71.0, 200.0, 160.0)"
10-01-2023 16:22:32.054248,"(11.0, 16.5, 16.21875)","(31.0, 50.0, 49.69230769230769)","(7.0, 8.8, 8.556521739130435)","(20.0, 28.0, 24.333333333333332)","(1.24, 1.56, 1.5580434782608696)","(21.0, 32.0, 27.636363636363637)","(15.0, 17.5, 17.363636363636363)","(51.0, 95.0, 87.5)","(71.0, 200.0, 166.66666666666666)"
10-01-2023 16:22:33.415193,"(11.0, 16.5, 16.21875)","(31.0, 50.0, 49.69230769230769)","(7.0, 8.8, 8.434782608695652)","(20.0, 28.0, 24.333333333333332)","(1.24, 1.56, 1.5601754385964912)","(21.0, 32.0, 28.4)","(15.0, 17.5, 17.1)","(51.0, 95.0, 87.5)","(71.0, 200.0, 166.66666666666666)"
10-01-2023 16:22:34.764411,"(11.0, 16.5, 16.21875)","(31.0, 50.0, 49.69230769230769)","(7.0, 8.8, 8.592592592592593)","(20.0, 28.0, 24.333333333333332)","(1.24, 1.57, 1.5391428571428571)","(21.0, 30.0, 28.4)","(15.0, 17.5, 17.1)","(51.0, 95.0, 87.5)","(71.0, 200.0, 166.66666666666666)"
10-01-2023 16:22:36.286688,"(11.0, 16.5, 16.21875)","(31.0, 50.0, 49.69230769230769)","(7.0, 8.8, 8.434782608695652)","(20.0, 28.0, 24.333333333333332)","(1.24, 1.55, 1.553076923076923)","(21.0, 30.0, 28.57142857142857)","(15.0, 17.5, 17.1)","(51.0, 95.0, 87.5)","(71.0, 200.0, 166.66666666666666)"
10-01-2023 16:22:37.700283,"(11.0, 16.5, 16.21875)","(31.0, 50.0, 49.69230769230769)","(7.0, 8.8, 8.528571428571428)","(20.0, 28.0, 24.333333333333332)","(1.24, 1.57, 1.553076923076923)","(21.0, 32.0, 28.11764705882353)","(15.0, 17.5, 17.1)","(51.0, 95.0, 87.5)","(71.0, 200.0, 166.66666666666666)"
10-01-2023 16:22:39.136142,"(11.0, 16.5, 16.21875)","(31.0, 50.0, 49.69230769230769)","(7.0, 8.6, 8.55)","(20.0, 28.0, 24.333333333333332)","(1.24, 1.57, 1.5456521739130435)","(21.0, 32.0, 28.11764705882353)","(15.0, 17.5, 17.666666666666668)","(51.0, 95.0, 87.5)","(71.0, 200.0, 166.66666666666666)"
10-01-2023 16:22:40.672975,"(11.0, 16.5, 15.75)","(31.0, 50.0, 49.69230769230769)","(7.0, 8.6, 8.5875)","(20.0, 28.0, 24.333333333333332)","(1.24, 1.57, 1.5456521739130435)","(20.0, 32.0, 25.583333333333332)","(15.0, 18.0, 17.4)","(51.0, 95.0, 86.0)","(71.0, 200.0, 188.0)"
10-01-2023 16:22:42.064952,"(11.0, 16.5, 16.05)","(31.0, 50.0, 49.69230769230769)","(7.0, 8.6, 8.706666666666667)","(20.0, 28.0, 24.333333333333332)","(1.24, 1.57, 1.5405882352941176)","(20.0, 32.0, 25.714285714285715)","(15.0, 18.0, 17.25)","(51.0, 95.0, 86.0)","(71.0, 200.0, 188.0)"
10-01-2023 16:22:43.524055,"(11.0, 16.5, 16.05)","(31.0, 50.0, 49.69230769230769)","(7.0, 8.8, 8.706666666666667)","(20.0, 28.0, 24.333333333333332)","(1.24, 1.57, 1.5405882352941176)","(20.0, 30.0, 26.25)","(15.0, 18.0, 17.25)","(51.0, 95.0, 86.0)","(71.0, 200.0, 188.88888888888889)"
10-01-2023 16:22:44.898084,"(11.0, 16.5, 16.05)","(31.0, 50.0, 49.69230769230769)","(7.0, 8.8, 8.269230769230768)","(20.0, 28.0, 25.692307692307693)","(1.24, 1.57, 1.5433333333333334)","(21.0, 30.0, 26.333333333333332)","(15.0, 18.0, 17.25)","(51.0, 95.0, 86.0)","(71.0, 200.0, 188.88888888888889)"
10-01-2023 16:22:46.305877,"(11.0, 16.5, 15.75)","(31.0, 50.0, 49.69230769230769)","(7.0, 8.4, 8.269230769230768)","(20.0, 28.0, 25.692307692307693)","(1.24, 1.57, 1.5433333333333334)","(21.0, 29.0, 26.333333333333332)","(15.0, 18.0, 17.25)","(51.0, 95.0, 86.0)","(71.0, 200.0, 188.88888888888889)"
10-01-2023 16:22:47.792084,"(11.0, 16.5, 16.05)","(31.0, 50.0, 49.69230769230769)","(7.0, 8.2, 8.075)","(20.0, 28.0, 26.11111111111111)","(1.24, 1.57, 1.56)","(21.0, 29.0, 26.333333333333332)","(15.0, 18.0, 17.25)","(51.0, 95.0, 86.0)","(71.0, 200.0, 188.88888888888889)"
10-01-2023 16:22:49.149785,"(11.0, 16.5, 16.05)","(31.0, 50.0, 49.69230769230769)","(7.0, 8.2, 8.075)","(20.0, 27.0, 26.11111111111111)","(1.24, 1.57, 1.56)","(21.0, 29.0, 26.333333333333332)","(15.0, 18.0, 17.133333333333333)","(51.0, 95.0, 86.0)","(71.0, 200.0, 188.88888888888889)"
10-01-2023 16:22:50.547847,"(11.0, 16.5, 15.75)","(31.0, 50.0, 49.69230769230769)","(7.0, 8.2, 8.075)","(20.0, 27.0, 26.4)","(1.24, 1.57, 1.5550000000000002)","(21.0, 29.0, 26.333333333333332)","(15.0, 18.0, 17.133333333333333)","(51.0, 95.0, 86.0)","(71.0, 200.0, 188.88888888888889)"
10-01-2023 16:22:51.855688,"(11.0, 16.5, 15.75)","(31.0, 50.0, 49.69230769230769)","(7.0, 8.2, 8.075)","(20.0, 27.0, 25.88888888888889)","(1.24, 1.57, 1.5550000000000002)","(21.0, 29.0, 26.333333333333332)","(15.0, 18.0, 17.133333333333333)","(51.0, 95.0, 86.0)","(71.0, 200.0, 188.88888888888889)"
10-01-2023 16:22:53.178064,"(11.0, 16.5, 15.7)","(31.0, 50.0, 49.69230769230769)","(7.0, 8.2, 7.991304347826087)","(20.0, 27.0, 25.88888888888889)","(1.24, 1.57, 1.5550000000000002)","(21.0, 29.0, 26.333333333333332)","(15.0, 18.0, 17.133333333333333)","(51.0, 95.0, 86.0)","(71.0, 200.0, 188.88888888888889)"
10-01-2023 16:22:54.416934,"(11.0, 16.5, 15.794117647058824)","(31.0, 50.0, 49.69230769230769)","(7.0, 8.2, 7.991304347826087)","(20.0, 27.0, 25.88888888888889)","(1.24, 1.57, 1.5550000000000002)","(21.0, 29.0, 26.333333333333332)","(15.0, 18.0, 17.133333333333333)","(51.0, 95.0, 86.0)","(71.0, 200.0, 188.88888888888889)"
10-01-2023 16:22:55.592040,"(11.0, 16.5, 15.409090909090908)","(31.0, 50.0, 49.69230769230769)","(7.0, 8.2, 7.991304347826087)","(20.0, 27.0, 25.88888888888889)","(1.24, 1.57, 1.5550000000000002)","(21.0, 29.0, 25.714285714285715)","(15.0, 18.0, 17.2)","(51.0, 95.0, 86.0)","(71.0, 200.0, 188.88888888888889)"
10-01-2023 16:22:56.913986,"(11.0, 16.5, 15.576923076923077)","(31.0, 50.0, 57.0)","(7.0, 8.2, 8.028571428571428)","(20.0, 27.0, 26.09090909090909)","(1.24, 1.57, 1.5596666666666668)","(21.0, 30.0, 27.714285714285715)","(15.0, 17.5, 17.384615384615383)","(51.0, 95.0, 87.14285714285714)","(71.0, 200.0, 190.0)"
10-01-2023 16:22:58.127304,"(11.0, 16.5, 15.884615384615385)","(31.0, 60.0, 57.0)","(7.0, 8.2, 8.028571428571428)","(20.0, 27.0, 26.09090909090909)","(1.24, 1.56, 1.5502272727272728)","(21.0, 30.0, 28.4)","(15.0, 18.0, 17.857142857142858)","(51.0, 100.0, 87.14285714285714)","(71.0, 200.0, 190.0)"
10-01-2023 16:22:59.425139,"(11.0, 16.5, 15.884615384615385)","(31.0, 60.0, 55.38461538461539)","(7.0, 8.2, 7.580645161290323)","(20.0, 27.0, 26.09090909090909)","(1.24, 1.56, 1.5454545454545454)","(21.0, 30.0, 28.4)","(15.0, 18.0, 17.857142857142858)","(51.0, 100.0, 87.14285714285714)","(71.0, 200.0, 190.0)"
10-01-2023 16:23:00.849494,"(11.0, 16.5, 15.884615384615385)","(31.0, 60.0, 55.38461538461539)","(7.0, 7.8, 7.529032258064516)","(20.0, 27.0, 26.09090909090909)","(1.24, 1.56, 1.5454545454545454)","(21.0, 30.0, 28.4)","(15.0, 18.0, 17.857142857142858)","(51.0, 100.0, 87.14285714285714)","(71.0, 200.0, 190.0)"
10-01-2023 16:23:02.406092,"(11.0, 16.5, 15.884615384615385)","(31.0, 60.0, 54.0)","(7.0, 7.8, 7.529032258064516)","(20.0, 27.0, 26.09090909090909)","(1.24, 1.56, 1.5526829268292683)","(21.0, 30.0, 28.4)","(15.0, 18.0, 18.083333333333332)","(51.0, 100.0, 87.14285714285714)","(71.0, 200.0, 190.0)"
10-01-2023 16:23:03.814018,"(11.0, 16.5, 15.884615384615385)","(31.0, 60.0, 54.54545454545455)","(7.0, 7.8, 7.632)","(20.0, 27.0, 26.333333333333332)","(1.24, 1.56, 1.551304347826087)","(21.0, 30.0, 28.0)","(15.0, 18.5, 18.0)","(51.0, 100.0, 87.14285714285714)","(71.0, 200.0, 190.0)"
10-01-2023 16:23:05.320325,"(11.0, 16.5, 16.055555555555557)","(31.0, 60.0, 54.54545454545455)","(7.0, 7.8, 7.571428571428571)","(20.0, 27.0, 26.333333333333332)","(1.24, 1.56, 1.5426086956521738)","(21.0, 30.0, 28.0)","(15.0, 18.5, 18.0)","(51.0, 100.0, 87.14285714285714)","(71.0, 200.0, 190.0)"
10-01-2023 16:23:06.681655,"(11.0, 16.5, 16.055555555555557)","(31.0, 60.0, 54.54545454545455)","(7.0, 7.8, 7.485714285714286)","(20.0, 27.0, 26.2)","(1.24, 1.56, 1.5478787878787879)","(21.0, 30.0, 28.0)","(15.0, 18.5, 17.7)","(51.0, 100.0, 87.14285714285714)","(71.0, 200.0, 173.33333333333334)"
10-01-2023 16:23:08.236131,"(11.0, 16.5, 16.055555555555557)","(31.0, 60.0, 54.54545454545455)","(7.0, 7.8, 7.485714285714286)","(20.0, 27.0, 26.2)","(1.24, 1.56, 1.5426086956521738)","(21.0, 30.0, 28.0)","(15.0, 18.5, 17.571428571428573)","(51.0, 100.0, 87.14285714285714)","(71.0, 200.0, 192.0)"
10-01-2023 16:23:09.731557,"(11.0, 16.5, 16.055555555555557)","(31.0, 60.0, 55.0)","(7.0, 7.8, 7.485714285714286)","(20.0, 27.0, 26.2)","(1.24, 1.56, 1.5416438356164384)","(21.0, 30.0, 28.0)","(15.0, 18.5, 17.571428571428573)","(51.0, 100.0, 87.14285714285714)","(71.0, 200.0, 193.33333333333334)"
10-01-2023 16:23:11.006331,"(11.0, 16.5, 16.055555555555557)","(31.0, 60.0, 55.0)","(7.0, 7.8, 7.485714285714286)","(20.0, 27.0, 26.2)","(1.24, 1.56, 1.5416438356164384)","(21.0, 30.0, 28.0)","(15.0, 18.5, 17.571428571428573)","(51.0, 100.0, 87.14285714285714)","(71.0, 200.0, 193.33333333333334)"
10-01-2023 16:23:12.418822,"(11.0, 16.5, 16.055555555555557)","(31.0, 60.0, 58.285714285714285)","(7.0, 7.8, 7.974193548387097)","(20.0, 27.0, 26.2)","(1.24, 1.56, 1.5416438356164384)","(21.0, 30.0, 28.0)","(15.0, 18.5, 17.571428571428573)","(51.0, 100.0, 87.14285714285714)","(71.0, 200.0, 205.0)"
10-01-2023 16:23:13.893995,"(11.0, 16.5, 16.055555555555557)","(31.0, 60.0, 56.0)","(7.0, 8.0, 7.723809523809523)","(20.0, 27.0, 26.25)","(1.24, 1.56, 1.5540944881889764)","(21.0, 30.0, 27.454545454545453)","(15.0, 18.5, 17.9375)","(51.0, 100.0, 87.14285714285714)","(71.0, 230.0, 188.46153846153845)"
10-01-2023 16:23:15.433589,"(11.0, 17.0, 15.961538461538462)","(31.0, 60.0, 56.0)","(6.5, 8.2, 7.8)","(19.0, 27.0, 26.25)","(1.26, 1.56, 1.5631764705882354)","(21.0, 32.0, 27.454545454545453)","(14.0, 18.5, 15.65)","(51.0, 100.0, 90.0)","(81.0, 230.0, 196.66666666666666)"
10-01-2023 16:23:16.797732,"(11.0, 17.0, 15.961538461538462)","(31.0, 60.0, 58.285714285714285)","(6.5, 8.2, 7.8)","(19.0, 27.0, 26.25)","(1.26, 1.57, 1.5696969696969698)","(21.0, 32.0, 27.454545454545453)","(14.0, 16.0, 15.634146341463415)","(51.0, 100.0, 90.0)","(81.0, 230.0, 196.66666666666666)"
10-01-2023 16:23:18.283218,"(11.0, 17.0, 15.961538461538462)","(31.0, 60.0, 58.285714285714285)","(6.5, 8.2, 7.8)","(19.0, 27.0, 26.25)","(1.26, 1.57, 1.5696969696969698)","(21.0, 32.0, 28.875)","(14.0, 16.0, 15.666666666666666)","(51.0, 100.0, 90.0)","(81.0, 230.0, 196.66666666666666)"
10-01-2023 16:23:19.680574,"(11.0, 17.0, 15.961538461538462)","(31.0, 60.0, 57.6)","(6.5, 8.2, 7.949999999999999)","(19.0, 27.0, 25.8)","(1.26, 1.57, 1.5696969696969698)","(21.0, 32.0, 28.875)","(14.0, 16.0, 15.277777777777779)","(51.0, 100.0, 88.75)","(81.0, 230.0, 196.66666666666666)"
10-01-2023 16:23:21.012017,"(11.0, 17.0, 15.961538461538462)","(31.0, 60.0, 57.6)","(6.5, 8.2, 7.949999999999999)","(19.0, 26.0, 25.666666666666668)","(1.26, 1.57, 1.5697894736842106)","(21.0, 32.0, 28.0)","(14.0, 16.0, 15.277777777777779)","(51.0, 100.0, 87.14285714285714)","(81.0, 230.0, 196.66666666666666)"
10-01-2023 16:23:22.321636,"(11.0, 17.0, 15.961538461538462)","(31.0, 60.0, 57.6)","(6.5, 8.2, 7.949999999999999)","(19.0, 26.0, 25.666666666666668)","(1.26, 1.57, 1.5697894736842106)","(21.0, 30.0, 28.0)","(14.0, 16.0, 15.277777777777779)","(51.0, 100.0, 87.14285714285714)","(81.0, 230.0, 196.66666666666666)"
10-01-2023 16:23:23.893848,"(11.0, 17.0, 15.961538461538462)","(31.0, 60.0, 58.92307692307692)","(6.5, 8.2, 8.006451612903225)","(19.0, 26.0, 25.666666666666668)","(1.26, 1.57, 1.5697894736842106)","(21.0, 30.0, 28.0)","(14.0, 16.0, 15.277777777777779)","(51.0, 100.0, 87.14285714285714)","(81.0, 230.0, 196.66666666666666)"
10-01-2023 16:23:25.324639,"(11.0, 17.0, 15.961538461538462)","(31.0, 60.0, 56.0)","(6.5, 8.2, 7.733333333333333)","(19.0, 26.0, 24.5)","(1.26, 1.57, 1.5771794871794873)","(21.0, 30.0, 29.333333333333332)","(14.0, 15.5, 16.0)","(51.0, 100.0, 88.75)","(81.0, 230.0, 196.66666666666666)"
10-01-2023 16:23:26.596953,"(11.0, 17.0, 16.333333333333332)","(31.0, 60.0, 58.0)","(6.5, 8.0, 7.714285714285714)","(19.0, 26.0, 24.285714285714285)","(1.26, 1.58, 1.5749333333333333)","(21.0, 30.0, 29.375)","(14.0, 16.5, 15.75)","(51.0, 100.0, 88.75)","(81.0, 230.0, 196.66666666666666)"
10-01-2023 16:23:27.851274,"(11.0, 17.0, 16.333333333333332)","(31.0, 60.0, 58.0)","(6.5, 8.0, 7.813953488372093)","(19.0, 26.0, 23.0)","(1.26, 1.58, 1.587888888888889)","(21.0, 32.0, 28.526315789473685)","(14.0, 16.5, 15.571428571428571)","(51.0, 100.0, 88.75)","(81.0, 230.0, 196.66666666666666)"
10-01-2023 16:23:29.182427,"(11.0, 17.0, 16.333333333333332)","(31.0, 60.0, 58.0)","(6.5, 8.0, 7.813953488372093)","(19.0, 24.0, 22.9)","(1.26, 1.59, 1.5840625000000002)","(21.0, 32.0, 28.526315789473685)","(14.0, 16.0, 15.363636363636363)","(51.0, 100.0, 89.28571428571429)","(81.0, 230.0, 196.66666666666666)"
10-01-2023 16:23:30.391226,"(11.0, 17.0, 16.333333333333332)","(31.0, 60.0, 58.0)","(6.5, 8.0, 7.954285714285715)","(18.0, 23.0, 25.9)","(1.26, 1.59, 1.583030303030303)","(21.0, 32.0, 25.583333333333332)","(14.0, 16.0, 15.363636363636363)","(51.0, 100.0, 91.66666666666667)","(81.0, 230.0, 206.9230769230769)"
10-01-2023 16:23:31.716084,"(11.0, 17.0, 16.333333333333332)","(31.0, 60.0, 58.0)","(6.5, 8.0, 7.76)","(18.0, 26.0, 26.689655172413794)","(1.26, 1.6, 1.5927272727272728)","(21.0, 32.0, 27.5)","(14.0, 16.0, 15.363636363636363)","(51.0, 100.0, 91.66666666666667)","(81.0, 230.0, 206.9230769230769)"
10-01-2023 16:23:33.096833,"(11.0, 17.0, 16.333333333333332)","(31.0, 60.0, 58.0)","(6.5, 8.0, 7.6454545454545455)","(18.0, 27.0, 26.689655172413794)","(1.26, 1.6, 1.5963333333333334)","(21.0, 30.0, 26.25)","(14.0, 16.0, 15.333333333333334)","(51.0, 100.0, 91.66666666666667)","(81.0, 230.0, 205.0)"
10-01-2023 16:23:34.605805,"(11.0, 17.0, 16.333333333333332)","(31.0, 60.0, 58.0)","(6.5, 8.0, 7.6454545454545455)","(18.0, 27.0, 26.689655172413794)","(1.26, 1.6, 1.5975000000000001)","(21.0, 30.0, 25.833333333333332)","(14.0, 16.0, 15.333333333333334)","(51.0, 100.0, 91.66666666666667)","(81.0, 230.0, 210.0)"
10-01-2023 16:23:36.005179,"(11.0, 17.0, 16.333333333333332)","(31.0, 60.0, 58.0)","(6.5, 8.0, 7.6454545454545455)","(18.0, 27.0, 26.689655172413794)","(1.26, 1.6, 1.593)","(21.0, 30.0, 25.833333333333332)","(14.0, 16.0, 15.333333333333334)","(51.0, 100.0, 91.66666666666667)","(81.0, 230.0, 224.44444444444446)"
10-01-2023 16:23:37.399008,"(11.0, 17.0, 16.333333333333332)","(31.0, 60.0, 58.0)","(6.5, 8.0, 7.6454545454545455)","(19.0, 27.0, 26.689655172413794)","(1.28, 1.6, 1.593)","(21.0, 30.0, 25.833333333333332)","(14.0, 16.0, 15.333333333333334)","(51.0, 100.0, 91.66666666666667)","(81.0, 230.0, 224.44444444444446)"
10-01-2023 16:23:38.908984,"(11.0, 17.0, 16.333333333333332)","(31.0, 60.0, 58.333333333333336)","(6.5, 8.0, 7.625)","(19.0, 27.0, 26.689655172413794)","(1.28, 1.6, 1.5988709677419355)","(21.0, 30.0, 26.333333333333332)","(14.0, 16.0, 15.210526315789474)","(51.0, 100.0, 91.66666666666667)","(81.0, 230.0, 224.44444444444446)"
10-01-2023 16:23:40.259565,"(11.0, 17.0, 16.333333333333332)","(31.0, 60.0, 58.888888888888886)","(6.5, 7.8, 7.625)","(19.0, 27.0, 26.689655172413794)","(1.28, 1.6, 1.5988709677419355)","(21.0, 29.0, 25.666666666666668)","(14.0, 16.0, 15.210526315789474)","(51.0, 100.0, 91.66666666666667)","(81.0, 230.0, 224.44444444444446)"
10-01-2023 16:23:41.541097,"(11.0, 17.0, 16.333333333333332)","(31.0, 60.0, 56.0)","(6.5, 7.8, 7.625)","(19.0, 27.0, 26.689655172413794)","(1.28, 1.6, 1.5988524590163935)","(21.0, 29.0, 27.57142857142857)","(14.0, 16.0, 15.210526315789474)","(51.0, 100.0, 91.66666666666667)","(81.0, 230.0, 224.44444444444446)"
10-01-2023 16:23:43.172533,"(11.0, 17.0, 16.333333333333332)","(31.0, 60.0, 58.0)","(6.5, 7.8, 7.589473684210526)","(19.0, 27.0, 26.363636363636363)","(1.28, 1.6, 1.5988524590163935)","(21.0, 29.0, 27.4)","(14.0, 16.0, 15.2)","(51.0, 100.0, 91.66666666666667)","(81.0, 230.0, 224.44444444444446)"
10-01-2023 16:23:44.648723,"(11.0, 17.0, 16.333333333333332)","(31.0, 60.0, 58.0)","(6.5, 7.8, 7.556521739130435)","(19.0, 27.0, 26.363636363636363)","(1.28, 1.6, 1.596)","(21.0, 29.0, 26.6)","(14.0, 16.0, 15.233333333333333)","(51.0, 100.0, 91.66666666666667)","(81.0, 230.0, 224.44444444444446)"
10-01-2023 16:23:45.952767,"(11.0, 17.0, 16.1)","(31.0, 60.0, 57.6)","(6.5, 7.8, 7.556521739130435)","(19.0, 27.0, 26.363636363636363)","(1.28, 1.61, 1.6028813559322035)","(21.0, 29.0, 26.6)","(13.0, 15.5, 15.1875)","(51.0, 100.0, 92.5)","(81.0, 230.0, 224.44444444444446)"
10-01-2023 16:23:47.485562,"(11.0, 17.0, 16.1)","(31.0, 60.0, 57.6)","(6.5, 7.8, 7.556521739130435)","(19.0, 27.0, 26.363636363636363)","(1.28, 1.61, 1.6045454545454547)","(21.0, 29.0, 26.6)","(13.0, 15.5, 15.258620689655173)","(51.0, 100.0, 92.5)","(81.0, 230.0, 210.0)"
10-01-2023 16:23:49.137460,"(11.0, 17.0, 16.1)","(31.0, 60.0, 57.6)","(6.5, 7.8, 7.556521739130435)","(19.0, 27.0, 26.363636363636363)","(1.28, 1.61, 1.6045454545454547)","(21.0, 29.0, 26.6)","(13.0, 15.5, 15.258620689655173)","(51.0, 100.0, 92.5)","(81.0, 230.0, 205.0)"
10-01-2023 16:23:50.626202,"(11.0, 17.0, 16.1)","(31.0, 60.0, 57.66666666666667)","(6.5, 7.8, 7.470588235294118)","(19.0, 27.0, 25.727272727272727)","(1.28, 1.61, 1.6045454545454547)","(21.0, 29.0, 26.6)","(13.0, 15.5, 15.017241379310345)","(51.0, 100.0, 86.5)","(81.0, 230.0, 203.33333333333334)"
10-01-2023 16:23:52.191529,"(11.0, 17.0, 16.1)","(31.0, 60.0, 48.57142857142857)","(6.5, 7.8, 7.470588235294118)","(19.0, 27.0, 26.272727272727273)","(1.28, 1.61, 1.6045454545454547)","(21.0, 29.0, 27.285714285714285)","(13.0, 15.5, 14.916666666666666)","(51.0, 100.0, 86.5)","(81.0, 230.0, 222.5)"
10-01-2023 16:23:53.641866,"(11.0, 17.0, 15.961538461538462)","(31.0, 60.0, 52.72727272727273)","(6.5, 7.8, 7.326315789473684)","(19.0, 27.0, 26.272727272727273)","(1.28, 1.61, 1.6052380952380954)","(21.0, 29.0, 26.77777777777778)","(13.0, 15.0, 14.911764705882353)","(51.0, 100.0, 86.5)","(81.0, 230.0, 222.5)"
10-01-2023 16:23:55.061477,"(12.0, 17.0, 15.615384615384615)","(31.0, 60.0, 52.72727272727273)","(6.5, 7.8, 7.425000000000001)","(19.0, 27.0, 26.272727272727273)","(1.3, 1.61, 1.5714619883040937)","(21.0, 29.0, 26.77777777777778)","(11.0, 15.0, 14.928571428571429)","(51.0, 100.0, 86.5)","(101.0, 230.0, 266.6666666666667)"
10-01-2023 16:23:56.398669,"(12.0, 17.0, 15.714285714285714)","(31.0, 60.0, 52.72727272727273)","(6.5, 7.8, 7.777777777777778)","(19.0, 27.0, 26.272727272727273)","(1.3, 1.58, 1.5942105263157895)","(21.0, 29.0, 27.285714285714285)","(11.0, 15.0, 13.93939393939394)","(51.0, 100.0, 86.5)","(101.0, 300.0, 252.5)"
10-01-2023 16:23:57.646051,"(12.0, 17.0, 15.615384615384615)","(31.0, 60.0, 52.72727272727273)","(6.5, 7.8, 7.777777777777778)","(19.0, 27.0, 26.272727272727273)","(1.3, 1.61, 1.598888888888889)","(21.0, 29.0, 28.2)","(11.0, 14.0, 14.636363636363637)","(51.0, 100.0, 86.5)","(101.0, 290.0, 232.0)"
10-01-2023 16:23:58.788613,"(12.0, 16.0, 15.8)","(31.0, 60.0, 52.72727272727273)","(6.5, 7.8, 7.785714285714286)","(19.0, 27.0, 26.272727272727273)","(1.3, 1.61, 1.6047368421052632)","(21.0, 29.0, 27.5)","(11.0, 15.0, 14.203703703703704)","(51.0, 100.0, 87.72727272727273)","(101.0, 280.0, 227.5)"
