,Sutton Daisy,Velocity Comet,Emerley Bruce,Missile Edition,Girl On Fire,Diplomatic Man
14-12-2022 14:30:06.798800,"(2.3, 3.25, 2.7637037037037038)","(2.7, 6.0, 4.800000000000001)","(3.1, 8.0, 4.325)","(31.0, 390.0, 286.85714285714283)","(26.0, 260.0, 230.0)","(11.0, 25.0, 21.142857142857142)"
14-12-2022 14:30:07.770194,"(2.3, 3.25, 2.7637037037037038)","(2.7, 6.0, 4.800000000000001)","(3.1, 8.0, 4.325)","(31.0, 390.0, 286.85714285714283)","(26.0, 260.0, 230.0)","(11.0, 25.0, 21.142857142857142)"
14-12-2022 14:30:08.733684,"(2.3, 3.15, 3.0463291139240507)","(2.7, 6.0, 4.800000000000001)","(3.1, 8.0, 4.325)","(31.0, 390.0, 286.85714285714283)","(26.0, 260.0, 230.0)","(11.0, 25.0, 21.142857142857142)"
14-12-2022 14:30:09.674743,"(2.3, 3.15, 2.9638636363636364)","(2.7, 6.0, 4.800000000000001)","(3.1, 8.0, 4.325)","(31.0, 390.0, 286.85714285714283)","(26.0, 260.0, 230.0)","(11.0, 25.0, 21.142857142857142)"
14-12-2022 14:30:10.614915,"(2.3, 3.15, 2.9638636363636364)","(2.7, 6.0, 4.800000000000001)","(3.1, 8.0, 4.325)","(31.0, 390.0, 286.85714285714283)","(26.0, 260.0, 230.0)","(11.0, 25.0, 21.142857142857142)"
14-12-2022 14:30:11.532472,"(2.3, 3.15, 2.9638636363636364)","(2.7, 6.0, 4.800000000000001)","(3.1, 8.0, 4.325)","(31.0, 390.0, 286.85714285714283)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:30:12.531204,"(2.3, 3.15, 2.9638636363636364)","(2.7, 6.0, 4.800000000000001)","(3.1, 8.0, 4.325)","(31.0, 390.0, 286.85714285714283)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:30:13.504010,"(2.3, 3.15, 2.3489999999999998)","(2.7, 6.0, 4.800000000000001)","(3.1, 8.0, 4.325)","(31.0, 390.0, 286.85714285714283)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:30:14.414972,"(2.3, 3.15, 2.387142857142857)","(2.7, 6.0, 4.800000000000001)","(3.1, 8.0, 4.325)","(31.0, 390.0, 286.85714285714283)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:30:15.388132,"(2.3, 3.15, 2.387142857142857)","(2.7, 6.0, 4.800000000000001)","(3.1, 8.0, 4.325)","(31.0, 390.0, 286.85714285714283)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:30:16.296182,"(2.3, 3.15, 2.61)","(2.7, 6.0, 4.800000000000001)","(3.1, 8.0, 4.325)","(31.0, 390.0, 286.85714285714283)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:30:17.253903,"(2.3, 3.15, 2.5160869565217387)","(2.7, 6.0, 4.800000000000001)","(3.1, 8.0, 4.325)","(31.0, 390.0, 286.85714285714283)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:30:18.192080,"(2.3, 3.15, 2.5160869565217387)","(2.7, 6.0, 4.800000000000001)","(3.1, 8.0, 4.325)","(31.0, 390.0, 286.85714285714283)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:30:19.182259,"(2.3, 3.15, 2.387142857142857)","(2.7, 6.0, 4.800000000000001)","(3.1, 8.0, 4.325)","(31.0, 390.0, 286.85714285714283)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:30:20.244751,"(2.3, 3.15, 2.387142857142857)","(2.7, 6.0, 4.800000000000001)","(3.1, 8.0, 4.325)","(31.0, 390.0, 286.85714285714283)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:30:21.279135,"(2.3, 3.1, 2.9733333333333336)","(2.7, 6.0, 4.800000000000001)","(3.1, 8.0, 4.325)","(31.0, 390.0, 286.85714285714283)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:30:22.191764,"(2.3, 3.1, 2.815)","(2.7, 6.0, 4.800000000000001)","(3.1, 8.0, 4.325)","(31.0, 390.0, 286.85714285714283)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:30:23.153080,"(2.3, 3.1, 2.9733333333333336)","(2.7, 6.0, 4.800000000000001)","(3.1, 8.0, 4.325)","(31.0, 390.0, 286.85714285714283)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:30:24.203876,"(2.3, 3.1, 2.9733333333333336)","(2.7, 6.0, 4.800000000000001)","(3.1, 8.0, 4.325)","(31.0, 390.0, 286.85714285714283)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:30:25.189150,"(2.3, 3.1, 2.89)","(2.7, 6.0, 4.800000000000001)","(3.1, 8.0, 4.325)","(31.0, 390.0, 286.85714285714283)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:30:26.134783,"(2.3, 3.1, 2.89)","(2.7, 6.0, 4.800000000000001)","(3.1, 8.0, 4.325)","(31.0, 390.0, 286.85714285714283)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:30:27.099563,"(2.3, 3.1, 2.89)","(2.7, 6.0, 4.800000000000001)","(3.1, 8.0, 4.325)","(31.0, 390.0, 286.85714285714283)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:30:27.996545,"(2.3, 3.1, 2.89)","(2.7, 6.0, 4.800000000000001)","(3.1, 8.0, 4.325)","(31.0, 390.0, 286.85714285714283)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:30:28.938235,"(2.3, 3.1, 2.89)","(2.7, 6.0, 4.800000000000001)","(3.1, 8.0, 4.325)","(31.0, 390.0, 286.85714285714283)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:30:29.870174,"(2.3, 3.1, 2.89)","(2.7, 6.0, 4.800000000000001)","(3.1, 8.0, 4.325)","(31.0, 390.0, 286.85714285714283)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:30:30.829855,"(2.3, 3.1, 2.89)","(2.7, 6.0, 4.800000000000001)","(3.1, 8.0, 4.325)","(31.0, 390.0, 286.85714285714283)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:30:31.741243,"(2.3, 3.1, 2.89)","(2.7, 6.0, 4.800000000000001)","(3.1, 8.0, 4.325)","(31.0, 390.0, 286.85714285714283)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:30:32.639563,"(2.3, 3.1, 2.89)","(2.7, 6.0, 4.800000000000001)","(3.1, 8.0, 4.325)","(31.0, 390.0, 286.85714285714283)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:30:33.586867,"(2.3, 3.1, 3.072)","(2.7, 6.0, 4.800000000000001)","(3.1, 8.0, 4.325)","(31.0, 390.0, 286.85714285714283)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:30:34.557318,"(2.3, 3.1, 3.0100000000000002)","(2.7, 6.0, 4.800000000000001)","(3.1, 8.0, 4.325)","(31.0, 390.0, 286.85714285714283)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:30:35.474814,"(2.3, 3.1, 3.0460000000000003)","(2.7, 6.0, 4.800000000000001)","(3.1, 8.0, 4.325)","(31.0, 390.0, 286.85714285714283)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:30:36.378972,"(2.3, 3.1, 2.8840000000000003)","(2.7, 6.0, 4.800000000000001)","(3.1, 8.0, 4.325)","(31.0, 390.0, 286.85714285714283)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:30:37.322486,"(2.3, 3.1, 2.7760000000000002)","(2.7, 6.0, 4.800000000000001)","(3.1, 8.0, 4.325)","(31.0, 390.0, 286.85714285714283)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:30:38.218238,"(2.3, 3.1, 2.7760000000000002)","(2.7, 6.0, 4.800000000000001)","(3.1, 8.0, 4.325)","(31.0, 390.0, 286.85714285714283)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:30:39.092496,"(2.3, 3.1, 2.7760000000000002)","(2.7, 6.0, 4.800000000000001)","(3.1, 8.0, 4.325)","(31.0, 390.0, 286.85714285714283)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:30:40.006701,"(2.3, 3.1, 2.7760000000000002)","(2.7, 6.0, 4.800000000000001)","(3.1, 8.0, 4.325)","(31.0, 390.0, 286.85714285714283)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:30:40.968631,"(2.3, 3.1, 2.7760000000000002)","(2.7, 6.0, 4.800000000000001)","(3.1, 8.0, 4.325)","(31.0, 390.0, 286.85714285714283)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:30:41.882705,"(2.3, 3.1, 2.7760000000000002)","(2.7, 6.0, 4.800000000000001)","(3.1, 8.0, 4.325)","(31.0, 390.0, 286.85714285714283)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:30:42.763040,"(2.3, 3.1, 2.7760000000000002)","(2.7, 6.0, 5.43304347826087)","(3.1, 8.0, 4.325)","(31.0, 390.0, 347.6470588235294)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:30:43.691963,"(2.3, 3.1, 2.7760000000000002)","(2.7, 6.0, 5.43304347826087)","(3.1, 8.0, 4.325)","(31.0, 390.0, 347.6470588235294)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:30:44.622845,"(2.3, 3.1, 2.7760000000000002)","(2.7, 6.0, 4.821818181818182)","(3.1, 8.0, 4.325)","(31.0, 390.0, 347.6470588235294)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:30:45.555397,"(2.3, 3.1, 2.7760000000000002)","(2.7, 6.0, 4.821818181818182)","(3.1, 8.0, 4.325)","(31.0, 390.0, 347.6470588235294)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:30:46.485748,"(2.3, 3.1, 2.7760000000000002)","(2.7, 6.0, 4.821818181818182)","(3.1, 8.0, 4.325)","(31.0, 390.0, 347.6470588235294)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:30:47.488585,"(2.3, 3.05, 2.710769230769231)","(2.7, 6.0, 4.171428571428571)","(3.1, 8.0, 4.325)","(31.0, 390.0, 310.44444444444446)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:30:48.399433,"(2.3, 3.05, 2.710769230769231)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.325)","(31.0, 390.0, 310.44444444444446)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:30:49.298896,"(2.3, 3.05, 2.710769230769231)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.325)","(31.0, 390.0, 310.44444444444446)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:30:50.288683,"(2.3, 3.05, 2.710769230769231)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.325)","(31.0, 390.0, 310.44444444444446)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:30:51.323288,"(2.3, 3.05, 2.710769230769231)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.325)","(31.0, 390.0, 310.44444444444446)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:30:52.220033,"(2.3, 3.05, 2.710769230769231)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.325)","(31.0, 390.0, 310.44444444444446)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:30:53.108448,"(2.3, 3.05, 2.710769230769231)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.325)","(31.0, 390.0, 310.44444444444446)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:30:54.039376,"(2.3, 3.05, 2.710769230769231)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.325)","(31.0, 390.0, 310.44444444444446)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:30:54.949460,"(2.3, 3.05, 2.710769230769231)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.325)","(31.0, 390.0, 310.44444444444446)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:30:55.842660,"(2.3, 3.05, 2.710769230769231)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.325)","(31.0, 390.0, 310.44444444444446)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:30:56.839876,"(2.3, 3.05, 2.710769230769231)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.325)","(31.0, 390.0, 310.44444444444446)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:30:57.826480,"(2.3, 3.05, 2.710769230769231)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.325)","(31.0, 390.0, 310.44444444444446)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:30:58.744104,"(2.3, 3.0, 2.6953846153846155)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.325)","(31.0, 370.0, 294.8888888888889)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:30:59.736085,"(2.3, 3.0, 2.6953846153846155)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.325)","(31.0, 370.0, 294.8888888888889)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:31:00.705465,"(2.3, 3.0, 2.6953846153846155)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.325)","(31.0, 370.0, 294.8888888888889)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:31:01.681199,"(2.3, 3.0, 2.6953846153846155)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.325)","(31.0, 370.0, 294.8888888888889)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:31:02.544862,"(2.3, 3.0, 2.6953846153846155)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.325)","(31.0, 370.0, 294.8888888888889)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:31:03.451724,"(2.3, 3.0, 2.6953846153846155)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.325)","(31.0, 370.0, 294.8888888888889)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:31:04.397905,"(2.3, 3.0, 2.6953846153846155)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.325)","(31.0, 370.0, 294.8888888888889)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:31:05.304080,"(2.3, 3.0, 2.6953846153846155)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.325)","(31.0, 370.0, 294.8888888888889)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:31:06.255103,"(2.3, 3.0, 2.6953846153846155)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.325)","(31.0, 370.0, 294.8888888888889)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:31:07.185309,"(2.3, 3.0, 2.6953846153846155)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.325)","(31.0, 370.0, 294.8888888888889)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:31:08.166950,"(2.3, 3.0, 2.6953846153846155)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.325)","(31.0, 370.0, 294.8888888888889)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:31:09.014335,"(2.3, 3.0, 2.6953846153846155)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.325)","(31.0, 370.0, 294.8888888888889)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:31:09.871868,"(2.3, 3.0, 2.6953846153846155)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.325)","(31.0, 370.0, 294.8888888888889)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:31:10.861865,"(2.3, 3.0, 2.6953846153846155)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.325)","(31.0, 370.0, 294.8888888888889)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:31:11.768509,"(2.3, 3.0, 2.6953846153846155)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.325)","(31.0, 370.0, 294.8888888888889)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:31:12.739239,"(2.3, 3.0, 2.6953846153846155)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 6.4184782608695645)","(31.0, 370.0, 294.8888888888889)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:31:13.672582,"(2.3, 3.0, 2.6953846153846155)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.041666666666667)","(31.0, 370.0, 294.8888888888889)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:31:14.556096,"(2.3, 3.0, 2.6953846153846155)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.761363636363637)","(31.0, 370.0, 294.8888888888889)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:31:15.498885,"(2.3, 3.0, 2.6953846153846155)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.761363636363637)","(31.0, 370.0, 294.8888888888889)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:31:16.325681,"(2.3, 3.0, 2.6953846153846155)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.761363636363637)","(31.0, 370.0, 294.8888888888889)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:31:17.235226,"(2.3, 3.0, 2.6953846153846155)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.761363636363637)","(31.0, 370.0, 294.8888888888889)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:31:18.130324,"(2.3, 3.0, 2.6953846153846155)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.761363636363637)","(31.0, 370.0, 294.8888888888889)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:31:19.048895,"(2.3, 3.0, 2.6953846153846155)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.761363636363637)","(31.0, 370.0, 294.8888888888889)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:31:19.936739,"(2.3, 3.0, 2.6953846153846155)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.761363636363637)","(31.0, 370.0, 294.8888888888889)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:31:20.874435,"(2.3, 3.0, 2.6953846153846155)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.761363636363637)","(31.0, 370.0, 294.8888888888889)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:31:21.823900,"(2.3, 3.0, 2.6953846153846155)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.761363636363637)","(31.0, 370.0, 294.8888888888889)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:31:22.669292,"(2.3, 3.0, 2.6953846153846155)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.761363636363637)","(31.0, 370.0, 294.8888888888889)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:31:23.516307,"(2.3, 3.0, 2.6953846153846155)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.761363636363637)","(31.0, 370.0, 294.8888888888889)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:31:24.417930,"(2.3, 3.0, 2.6953846153846155)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 5.568965517241379)","(31.0, 370.0, 294.8888888888889)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:31:25.355163,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 294.8888888888889)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:31:26.287188,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 294.8888888888889)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:31:27.271461,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 294.8888888888889)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:31:28.271157,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 294.8888888888889)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:31:29.243343,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 294.8888888888889)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:31:30.161581,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 294.8888888888889)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:31:31.059904,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 294.8888888888889)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:31:32.038430,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 294.8888888888889)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:31:32.989848,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 294.8888888888889)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:31:33.888167,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 294.8888888888889)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:31:34.764984,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 294.8888888888889)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:31:35.688023,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 294.8888888888889)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:31:36.530463,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 294.8888888888889)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:31:37.390639,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 294.8888888888889)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:31:38.315159,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 294.8888888888889)","(26.0, 260.0, 230.0)","(11.0, 25.0, 15.666666666666668)"
14-12-2022 14:31:39.363212,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 294.8888888888889)","(26.0, 260.0, 230.0)","(11.0, 25.0, 23.666666666666664)"
14-12-2022 14:31:40.339982,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 294.8888888888889)","(26.0, 260.0, 230.0)","(11.0, 25.0, 23.666666666666664)"
14-12-2022 14:31:41.320481,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 294.8888888888889)","(26.0, 260.0, 230.0)","(11.0, 25.0, 19.8)"
14-12-2022 14:31:42.274350,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 294.8888888888889)","(26.0, 260.0, 230.0)","(11.0, 25.0, 23.375)"
14-12-2022 14:31:43.235340,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 234.79999999999998)","(26.0, 260.0, 230.0)","(11.0, 25.0, 23.375)"
14-12-2022 14:31:44.148759,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 234.79999999999998)","(26.0, 260.0, 230.0)","(11.0, 25.0, 23.375)"
14-12-2022 14:31:45.032861,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 234.79999999999998)","(26.0, 260.0, 230.0)","(11.0, 25.0, 23.375)"
