,Criss Cross Lass,Fast Lane Fever,Aston Georgina,Impress Rolls,Crymelon Libby,Pyrenees Blazer,Chasing Boyd,Boots
10-01-2023 14:36:41.221623,"(3.9, 5.5, 4.494285714285715)","(5.0, 7.2, 6.642857142857143)","(3.6, 3.8, 3.7565217391304344)","(6.5, 8.0, 7.4)","(71.0, 580.0, 510.0)","(10.0, 20.0, 19.134615384615383)","(21.0, 48.0, 33.11764705882353)","(3.6, 6.8, 6.488888888888889)"
10-01-2023 14:36:42.316478,"(3.9, 5.5, 4.491666666666667)","(5.0, 7.0, 6.486666666666666)","(3.6, 3.8, 3.7565217391304344)","(6.5, 8.0, 7.550000000000001)","(71.0, 580.0, 510.0)","(10.0, 20.0, 19.134615384615383)","(21.0, 48.0, 33.11764705882353)","(3.6, 6.8, 6.658823529411764)"
10-01-2023 14:36:43.454005,"(3.9, 5.5, 4.491666666666667)","(5.0, 7.0, 6.388888888888889)","(3.6, 3.8, 3.7565217391304344)","(6.5, 8.0, 7.4)","(71.0, 580.0, 426.6666666666667)","(10.0, 20.0, 19.134615384615383)","(21.0, 48.0, 33.11764705882353)","(3.6, 6.8, 6.533333333333333)"
10-01-2023 14:36:44.644340,"(3.9, 5.5, 4.491666666666667)","(5.0, 7.0, 6.388888888888889)","(3.6, 3.8, 3.7565217391304344)","(6.5, 8.0, 7.333333333333333)","(71.0, 480.0, 426.6666666666667)","(10.0, 20.0, 19.134615384615383)","(21.0, 48.0, 33.11764705882353)","(3.6, 6.8, 6.673684210526316)"
10-01-2023 14:36:45.868403,"(3.9, 5.5, 4.491666666666667)","(5.0, 7.0, 6.062962962962963)","(3.6, 3.8, 3.7565217391304344)","(6.5, 8.0, 7.530434782608696)","(71.0, 480.0, 426.6666666666667)","(10.0, 20.0, 19.134615384615383)","(21.0, 48.0, 33.11764705882353)","(3.6, 6.8, 6.673684210526316)"
10-01-2023 14:36:47.077143,"(3.9, 5.5, 4.491666666666667)","(5.0, 7.0, 6.062962962962963)","(3.6, 3.8, 3.7874999999999996)","(6.5, 8.0, 7.530434782608696)","(71.0, 480.0, 402.5)","(10.0, 20.0, 19.134615384615383)","(21.0, 48.0, 34.2)","(3.6, 6.8, 6.776)"
10-01-2023 14:36:48.175524,"(3.9, 5.5, 4.491666666666667)","(5.0, 6.8, 6.25)","(3.6, 3.8, 3.7818181818181817)","(6.5, 8.0, 7.530434782608696)","(71.0, 480.0, 402.5)","(10.0, 20.0, 19.134615384615383)","(21.0, 48.0, 34.2)","(3.6, 7.0, 6.8)"
10-01-2023 14:36:49.292638,"(3.9, 5.5, 4.491666666666667)","(5.0, 6.8, 6.142307692307693)","(3.6, 3.8, 3.7818181818181817)","(6.5, 8.0, 7.530434782608696)","(71.0, 480.0, 402.5)","(10.0, 20.0, 18.916666666666668)","(21.0, 48.0, 34.2)","(3.6, 7.0, 6.8)"
10-01-2023 14:36:50.419615,"(3.9, 5.5, 4.491666666666667)","(5.0, 6.8, 6.142307692307693)","(3.6, 3.8, 3.7818181818181817)","(6.5, 8.0, 7.530434782608696)","(71.0, 480.0, 418.0)","(10.0, 20.0, 18.916666666666668)","(21.0, 48.0, 34.2)","(3.6, 7.0, 6.8)"
10-01-2023 14:36:51.576859,"(3.9, 5.5, 4.491666666666667)","(5.0, 6.8, 6.0067796610169495)","(3.6, 3.8, 3.7818181818181817)","(6.5, 8.0, 7.373913043478261)","(71.0, 480.0, 418.0)","(10.0, 20.0, 18.916666666666668)","(21.0, 48.0, 34.2)","(3.6, 7.0, 6.8)"
10-01-2023 14:36:52.751170,"(3.9, 5.5, 4.491666666666667)","(5.0, 6.8, 6.188235294117647)","(3.6, 3.8, 3.7818181818181817)","(6.5, 8.0, 7.542857142857143)","(71.0, 480.0, 376.66666666666663)","(10.0, 20.0, 18.916666666666668)","(21.0, 48.0, 34.2)","(3.6, 7.0, 6.8)"
10-01-2023 14:36:53.937911,"(3.9, 5.5, 4.491666666666667)","(5.0, 6.6, 6.1450000000000005)","(3.6, 3.8, 3.783333333333333)","(6.5, 7.8, 7.363636363636363)","(71.0, 480.0, 380.0)","(10.0, 20.0, 19.134615384615383)","(21.0, 48.0, 34.2)","(3.6, 7.0, 6.8545454545454545)"
10-01-2023 14:36:55.140558,"(3.9, 5.5, 4.491666666666667)","(5.0, 6.6, 6.094444444444445)","(3.6, 3.8, 3.783333333333333)","(6.5, 7.8, 7.363636363636363)","(71.0, 480.0, 380.0)","(10.0, 20.0, 18.879310344827587)","(21.0, 48.0, 34.2)","(3.6, 7.0, 6.8545454545454545)"
10-01-2023 14:36:56.336592,"(3.9, 5.5, 4.491666666666667)","(5.0, 6.6, 5.9795454545454545)","(3.6, 3.75, 3.703125)","(6.5, 7.8, 7.305882352941176)","(71.0, 480.0, 335.0)","(10.0, 20.0, 18.879310344827587)","(21.0, 48.0, 34.2)","(3.6, 7.0, 6.8545454545454545)"
10-01-2023 14:36:57.457716,"(3.9, 5.5, 4.489189189189189)","(5.0, 6.6, 5.9795454545454545)","(3.6, 3.75, 3.703125)","(6.5, 7.8, 7.418181818181818)","(71.0, 480.0, 335.0)","(10.0, 20.0, 18.879310344827587)","(21.0, 48.0, 34.2)","(3.6, 7.0, 6.8545454545454545)"
10-01-2023 14:36:58.582056,"(3.9, 5.5, 4.489189189189189)","(5.0, 6.6, 6.030232558139535)","(3.6, 3.75, 3.703125)","(6.5, 7.8, 7.418181818181818)","(71.0, 480.0, 385.0)","(10.0, 20.0, 19.1)","(21.0, 48.0, 34.2)","(3.6, 7.0, 6.8545454545454545)"
10-01-2023 14:36:59.721360,"(3.9, 5.5, 4.489189189189189)","(5.0, 6.4, 5.875)","(3.6, 3.75, 3.703125)","(6.5, 7.8, 7.418181818181818)","(71.0, 580.0, 335.0)","(10.0, 20.0, 19.1)","(21.0, 48.0, 34.2)","(3.6, 7.0, 6.876923076923077)"
10-01-2023 14:37:00.824287,"(3.9, 5.5, 4.489189189189189)","(5.0, 6.4, 6.268750000000001)","(3.6, 3.75, 3.703125)","(6.5, 7.8, 7.24)","(71.0, 480.0, 335.0)","(10.0, 20.0, 19.63888888888889)","(21.0, 48.0, 34.2)","(3.6, 7.0, 6.8545454545454545)"
10-01-2023 14:37:01.999113,"(3.9, 5.5, 4.489189189189189)","(5.0, 6.4, 6.268750000000001)","(3.6, 3.75, 3.8333333333333335)","(6.5, 7.8, 7.24)","(71.0, 480.0, 335.0)","(10.0, 20.0, 19.61111111111111)","(21.0, 48.0, 34.2)","(3.6, 7.0, 6.8545454545454545)"
10-01-2023 14:37:03.156963,"(3.9, 5.5, 4.489189189189189)","(5.0, 6.4, 6.268750000000001)","(3.6, 3.85, 3.8333333333333335)","(6.5, 7.8, 7.24)","(71.0, 480.0, 335.0)","(10.0, 20.0, 20.547619047619047)","(21.0, 48.0, 34.2)","(3.6, 7.0, 6.8545454545454545)"
10-01-2023 14:37:04.408611,"(3.9, 5.5, 4.489189189189189)","(5.0, 6.4, 6.276470588235295)","(3.6, 3.85, 3.8291666666666666)","(6.5, 7.8, 7.314285714285714)","(71.0, 480.0, 335.0)","(10.0, 25.0, 20.727272727272727)","(21.0, 48.0, 40.75)","(3.6, 7.0, 6.8545454545454545)"
10-01-2023 14:37:05.560173,"(3.9, 5.5, 4.489189189189189)","(5.0, 6.4, 6.276470588235295)","(3.6, 3.85, 3.8291666666666666)","(6.5, 7.8, 7.314285714285714)","(71.0, 480.0, 335.0)","(10.0, 24.0, 20.85)","(21.0, 46.0, 40.75)","(3.6, 7.0, 6.8545454545454545)"
10-01-2023 14:37:06.672947,"(3.9, 5.4, 5.15)","(5.0, 6.4, 6.2250000000000005)","(3.6, 3.85, 3.8291666666666666)","(6.5, 7.8, 7.352)","(71.0, 480.0, 335.0)","(10.0, 24.0, 20.85)","(21.0, 46.0, 40.75)","(3.6, 7.0, 6.8545454545454545)"
10-01-2023 14:37:07.896853,"(3.9, 5.4, 5.15)","(5.0, 6.4, 6.055555555555555)","(3.6, 3.85, 3.8291666666666666)","(6.5, 7.8, 7.352)","(71.0, 480.0, 335.0)","(10.0, 24.0, 20.85)","(21.0, 46.0, 34.0)","(3.6, 7.0, 6.8545454545454545)"
10-01-2023 14:37:09.171597,"(3.9, 5.4, 5.15)","(5.0, 6.4, 5.813513513513514)","(3.6, 3.85, 3.8291666666666666)","(6.5, 7.8, 7.314285714285714)","(71.0, 480.0, 335.0)","(10.0, 24.0, 20.85)","(21.0, 46.0, 34.0)","(3.6, 7.0, 6.8545454545454545)"
10-01-2023 14:37:10.426942,"(3.9, 5.4, 5.15)","(5.0, 6.4, 5.813513513513514)","(3.6, 3.85, 3.8291666666666666)","(6.5, 7.8, 7.208695652173913)","(71.0, 480.0, 335.0)","(10.0, 24.0, 20.85)","(21.0, 46.0, 34.0)","(3.6, 7.0, 6.8545454545454545)"
10-01-2023 14:37:11.646071,"(3.9, 5.4, 5.15)","(5.0, 6.4, 5.805000000000001)","(3.6, 3.85, 3.8291666666666666)","(6.5, 7.8, 7.421052631578947)","(71.0, 480.0, 335.0)","(10.0, 24.0, 20.85)","(21.0, 46.0, 34.0)","(3.6, 7.0, 6.8545454545454545)"
10-01-2023 14:37:12.909286,"(3.9, 5.4, 5.15)","(5.0, 6.4, 5.964102564102564)","(3.6, 3.85, 3.8291666666666666)","(6.5, 7.8, 7.421052631578947)","(71.0, 480.0, 335.0)","(10.0, 24.0, 20.85)","(21.0, 46.0, 34.0)","(3.6, 7.0, 6.8545454545454545)"
10-01-2023 14:37:14.199422,"(3.9, 5.4, 5.15)","(5.0, 6.4, 5.927777777777778)","(3.6, 3.75, 3.703125)","(6.5, 7.8, 7.421052631578947)","(71.0, 480.0, 335.0)","(10.0, 24.0, 20.85)","(21.0, 46.0, 33.64705882352941)","(3.6, 7.0, 6.8545454545454545)"
10-01-2023 14:37:15.517669,"(3.9, 5.4, 5.15)","(5.0, 6.4, 5.927777777777778)","(3.6, 3.75, 3.703125)","(6.5, 7.8, 7.421052631578947)","(71.0, 480.0, 335.0)","(10.0, 24.0, 20.85)","(21.0, 46.0, 33.64705882352941)","(3.6, 7.0, 6.8545454545454545)"
10-01-2023 14:37:16.706321,"(3.9, 5.4, 5.15)","(5.0, 6.4, 5.927777777777778)","(3.6, 3.75, 3.703125)","(6.5, 7.8, 7.588235294117647)","(71.0, 480.0, 335.0)","(10.0, 24.0, 20.85)","(21.0, 46.0, 33.64705882352941)","(3.6, 7.0, 6.8545454545454545)"
10-01-2023 14:37:17.938840,"(4.0, 5.4, 4.6000000000000005)","(5.0, 6.4, 5.955555555555556)","(3.6, 3.75, 3.703125)","(7.0, 7.8, 7.588235294117647)","(71.0, 480.0, 335.0)","(10.0, 24.0, 20.85)","(21.0, 46.0, 33.64705882352941)","(3.6, 7.0, 6.8545454545454545)"
10-01-2023 14:37:19.167003,"(4.0, 5.4, 4.6000000000000005)","(5.0, 6.4, 6.026666666666667)","(3.6, 3.75, 3.8115384615384618)","(7.0, 7.8, 7.588235294117647)","(71.0, 480.0, 335.0)","(10.0, 24.0, 20.85)","(21.0, 46.0, 33.64705882352941)","(3.6, 7.0, 6.8545454545454545)"
10-01-2023 14:37:20.400017,"(4.0, 5.4, 4.50344827586207)","(5.0, 6.4, 6.026666666666667)","(3.6, 3.85, 3.703125)","(7.0, 7.8, 7.588235294117647)","(71.0, 480.0, 335.0)","(10.0, 24.0, 20.85)","(21.0, 46.0, 33.64705882352941)","(3.6, 7.0, 6.8545454545454545)"
10-01-2023 14:37:21.622451,"(4.0, 5.4, 4.50344827586207)","(5.0, 6.4, 6.026666666666667)","(3.6, 3.75, 3.703125)","(7.0, 7.8, 7.375)","(71.0, 480.0, 335.0)","(10.0, 24.0, 21.26086956521739)","(21.0, 46.0, 33.64705882352941)","(3.6, 7.0, 6.8545454545454545)"
10-01-2023 14:37:22.918536,"(4.0, 5.4, 4.50344827586207)","(5.0, 6.4, 6.026666666666667)","(3.6, 3.75, 3.710526315789474)","(7.0, 8.0, 7.352941176470588)","(71.0, 480.0, 335.0)","(10.0, 24.0, 20.85)","(21.0, 46.0, 33.64705882352941)","(3.6, 7.0, 6.8545454545454545)"
10-01-2023 14:37:24.166428,"(4.0, 5.4, 4.50344827586207)","(5.0, 6.4, 6.026666666666667)","(3.6, 3.75, 3.703125)","(7.0, 8.0, 7.315789473684211)","(71.0, 480.0, 335.0)","(10.0, 24.0, 20.684210526315788)","(21.0, 46.0, 33.64705882352941)","(3.6, 7.0, 6.8545454545454545)"
10-01-2023 14:37:25.384914,"(4.0, 5.4, 4.50344827586207)","(5.0, 6.4, 6.026666666666667)","(3.6, 3.75, 3.816666666666667)","(7.0, 8.0, 7.315789473684211)","(71.0, 480.0, 335.0)","(10.0, 24.0, 20.684210526315788)","(21.0, 46.0, 33.64705882352941)","(3.6, 7.0, 6.8545454545454545)"
10-01-2023 14:37:26.585657,"(4.0, 5.4, 4.50344827586207)","(5.0, 6.4, 6.0)","(3.6, 3.85, 3.816666666666667)","(7.0, 8.0, 7.315789473684211)","(71.0, 480.0, 335.0)","(10.0, 24.0, 20.684210526315788)","(21.0, 46.0, 33.64705882352941)","(3.6, 7.0, 6.8545454545454545)"
10-01-2023 14:37:27.813016,"(4.0, 5.4, 4.50344827586207)","(5.0, 6.4, 6.04)","(3.6, 3.85, 3.816666666666667)","(7.0, 8.0, 7.458333333333333)","(81.0, 480.0, 335.0)","(10.0, 24.0, 20.684210526315788)","(21.0, 46.0, 33.64705882352941)","(3.6, 7.0, 6.8545454545454545)"
10-01-2023 14:37:29.141544,"(4.0, 5.4, 4.50344827586207)","(5.0, 6.4, 6.04)","(3.6, 3.85, 3.816666666666667)","(7.0, 8.0, 7.458333333333333)","(81.0, 480.0, 335.0)","(10.0, 24.0, 20.684210526315788)","(21.0, 46.0, 33.64705882352941)","(3.6, 7.0, 6.7)"
10-01-2023 14:37:30.593482,"(4.0, 5.4, 4.50344827586207)","(5.0, 6.4, 6.04)","(3.6, 3.85, 3.816666666666667)","(7.0, 8.0, 7.458333333333333)","(81.0, 480.0, 335.0)","(10.0, 24.0, 20.684210526315788)","(21.0, 46.0, 33.64705882352941)","(3.6, 7.0, 6.7)"
10-01-2023 14:37:31.979373,"(4.0, 5.4, 4.50344827586207)","(5.0, 6.4, 6.0)","(3.6, 3.85, 3.816666666666667)","(7.0, 8.0, 7.458333333333333)","(81.0, 480.0, 335.0)","(10.0, 24.0, 20.684210526315788)","(21.0, 46.0, 33.64705882352941)","(3.6, 7.0, 6.7)"
10-01-2023 14:37:33.369535,"(4.0, 5.4, 4.50344827586207)","(5.0, 6.4, 6.266666666666667)","(3.6, 3.85, 3.816666666666667)","(7.0, 8.0, 7.4222222222222225)","(81.0, 480.0, 335.0)","(10.0, 24.0, 20.684210526315788)","(21.0, 46.0, 33.64705882352941)","(3.6, 7.0, 6.7)"
10-01-2023 14:37:34.824248,"(4.0, 5.4, 4.50344827586207)","(5.0, 6.4, 6.266666666666667)","(3.6, 3.85, 3.816666666666667)","(7.0, 8.0, 7.4222222222222225)","(81.0, 480.0, 335.0)","(10.0, 24.0, 20.684210526315788)","(21.0, 46.0, 33.64705882352941)","(3.6, 7.0, 6.7)"
10-01-2023 14:37:36.355761,"(4.0, 5.4, 5.0)","(5.0, 6.4, 6.2555555555555555)","(3.6, 3.85, 3.816666666666667)","(7.0, 8.0, 8.5625)","(81.0, 480.0, 335.0)","(10.0, 24.0, 20.295454545454547)","(21.0, 46.0, 37.09090909090909)","(3.6, 7.0, 6.6000000000000005)"
10-01-2023 14:37:37.665222,"(4.0, 5.2, 5.0)","(5.0, 6.4, 6.266666666666667)","(3.6, 3.85, 3.816666666666667)","(7.0, 8.6, 8.5625)","(81.0, 480.0, 335.0)","(10.0, 23.0, 20.173076923076923)","(21.0, 44.0, 36.08333333333333)","(3.6, 7.0, 6.6000000000000005)"
10-01-2023 14:37:39.010276,"(4.0, 5.2, 5.0)","(5.0, 6.4, 6.04)","(3.6, 3.85, 3.816666666666667)","(7.0, 8.6, 8.545454545454545)","(81.0, 480.0, 335.0)","(10.0, 23.0, 20.173076923076923)","(21.0, 44.0, 32.0)","(3.6, 7.0, 6.6000000000000005)"
10-01-2023 14:37:40.311140,"(4.0, 5.4, 4.5)","(5.0, 6.4, 5.942857142857143)","(3.6, 3.85, 3.816666666666667)","(7.0, 8.6, 8.34736842105263)","(81.0, 480.0, 335.0)","(10.0, 23.0, 20.06)","(21.0, 44.0, 32.0)","(3.6, 7.0, 6.6000000000000005)"
10-01-2023 14:37:41.612507,"(4.0, 5.4, 4.5)","(5.0, 6.4, 5.942857142857143)","(3.6, 3.85, 3.816666666666667)","(7.0, 8.6, 8.34736842105263)","(81.0, 480.0, 335.0)","(10.0, 23.0, 20.06)","(21.0, 44.0, 32.0)","(3.6, 7.0, 6.6000000000000005)"
10-01-2023 14:37:42.911470,"(4.0, 5.4, 4.5)","(5.0, 6.4, 5.942857142857143)","(3.6, 3.85, 3.816666666666667)","(7.0, 8.6, 8.34736842105263)","(81.0, 480.0, 348.0)","(10.0, 23.0, 20.06)","(21.0, 44.0, 29.75)","(3.6, 7.0, 6.6000000000000005)"
10-01-2023 14:37:44.200533,"(4.0, 5.4, 5.15)","(5.0, 6.4, 5.942857142857143)","(3.6, 3.85, 3.816666666666667)","(7.0, 8.6, 8.34736842105263)","(81.0, 980.0, 348.0)","(10.0, 23.0, 20.06)","(21.0, 44.0, 29.75)","(3.6, 7.0, 6.771428571428571)"
10-01-2023 14:37:45.400805,"(4.0, 5.3, 5.075)","(5.0, 6.4, 5.942857142857143)","(3.6, 3.85, 3.816666666666667)","(7.0, 8.6, 8.34736842105263)","(81.0, 980.0, 335.0)","(10.0, 23.0, 20.166666666666668)","(21.0, 44.0, 29.75)","(3.6, 7.0, 6.8545454545454545)"
10-01-2023 14:37:46.607757,"(4.0, 5.4, 4.5)","(5.0, 6.4, 5.8909090909090915)","(3.6, 3.85, 3.816666666666667)","(7.0, 8.6, 8.573248407643312)","(81.0, 480.0, 340.0)","(10.0, 23.0, 20.166666666666668)","(21.0, 44.0, 29.75)","(3.6, 7.0, 6.8769230769230765)"
10-01-2023 14:37:47.861767,"(4.0, 5.4, 4.50344827586207)","(5.0, 6.4, 5.933333333333334)","(3.6, 3.85, 3.816666666666667)","(7.0, 8.6, 8.573248407643312)","(81.0, 480.0, 340.0)","(10.0, 23.0, 20.166666666666668)","(21.0, 44.0, 30.846153846153847)","(3.6, 7.0, 6.8769230769230765)"
10-01-2023 14:37:49.119044,"(4.0, 5.4, 4.50344827586207)","(5.0, 6.4, 5.933333333333334)","(3.6, 3.85, 3.816666666666667)","(7.0, 8.6, 8.573248407643312)","(81.0, 480.0, 340.0)","(10.0, 23.0, 20.166666666666668)","(21.0, 44.0, 30.846153846153847)","(3.6, 7.0, 6.771428571428571)"
10-01-2023 14:37:50.389388,"(4.0, 5.4, 4.50344827586207)","(5.0, 6.4, 5.933333333333334)","(3.6, 3.85, 3.816666666666667)","(7.0, 8.6, 8.573248407643312)","(81.0, 480.0, 386.66666666666663)","(10.0, 23.0, 20.166666666666668)","(21.0, 44.0, 33.3125)","(3.6, 7.0, 6.010000000000001)"
10-01-2023 14:37:51.724986,"(4.0, 5.4, 4.50344827586207)","(5.0, 6.4, 5.933333333333334)","(3.6, 3.85, 3.816666666666667)","(7.0, 8.6, 8.574074074074074)","(81.0, 480.0, 390.0)","(10.0, 23.0, 21.5)","(21.0, 44.0, 33.3125)","(3.6, 7.0, 6.010000000000001)"
10-01-2023 14:37:53.043282,"(4.0, 5.4, 4.50344827586207)","(5.0, 6.4, 5.942857142857143)","(3.6, 3.85, 3.816666666666667)","(7.0, 8.6, 8.574074074074074)","(81.0, 480.0, 390.0)","(10.0, 23.0, 22.045454545454547)","(21.0, 44.0, 33.3125)","(3.6, 7.0, 6.050000000000001)"
10-01-2023 14:37:54.262462,"(4.0, 5.4, 4.50344827586207)","(5.0, 6.4, 5.942857142857143)","(3.6, 3.85, 3.816666666666667)","(7.0, 8.6, 8.574074074074074)","(81.0, 480.0, 325.0)","(10.0, 23.0, 22.045454545454547)","(21.0, 44.0, 33.3125)","(3.6, 6.8, 6.0)"
10-01-2023 14:37:55.466492,"(4.0, 5.4, 4.50344827586207)","(5.0, 6.4, 5.942857142857143)","(3.6, 3.85, 3.816666666666667)","(7.0, 8.6, 8.574074074074074)","(81.0, 480.0, 350.0)","(10.0, 23.0, 22.045454545454547)","(21.0, 44.0, 33.3125)","(3.6, 6.8, 6.0)"
10-01-2023 14:37:56.689176,"(4.0, 5.4, 4.50344827586207)","(5.0, 6.4, 5.9363636363636365)","(3.6, 3.85, 3.816666666666667)","(7.0, 8.6, 8.574074074074074)","(81.0, 480.0, 350.0)","(10.0, 23.0, 22.045454545454547)","(21.0, 44.0, 33.3125)","(3.6, 6.8, 6.0)"
10-01-2023 14:37:57.872147,"(4.0, 5.4, 4.50344827586207)","(5.0, 6.4, 6.05)","(3.6, 3.85, 3.816666666666667)","(7.0, 8.6, 8.574074074074074)","(81.0, 480.0, 350.0)","(10.0, 23.0, 22.045454545454547)","(21.0, 44.0, 33.3125)","(3.6, 6.8, 6.0)"
10-01-2023 14:37:59.059996,"(4.0, 5.4, 4.50344827586207)","(5.0, 6.4, 6.05)","(3.6, 3.85, 3.816666666666667)","(7.0, 8.6, 8.399999999999999)","(81.0, 480.0, 400.0)","(10.0, 23.0, 22.045454545454547)","(21.0, 44.0, 33.3125)","(3.6, 6.8, 6.0)"
10-01-2023 14:38:00.251172,"(4.0, 5.4, 4.50344827586207)","(5.0, 6.4, 6.05)","(3.6, 3.85, 3.816666666666667)","(7.0, 8.6, 8.399999999999999)","(81.0, 580.0, 400.0)","(10.0, 23.0, 22.045454545454547)","(21.0, 44.0, 33.3125)","(3.6, 6.8, 6.0)"
10-01-2023 14:38:01.386169,"(4.0, 5.4, 4.50344827586207)","(5.0, 6.4, 6.05)","(3.6, 3.85, 3.816666666666667)","(7.0, 8.6, 8.399999999999999)","(81.0, 580.0, 400.0)","(10.0, 23.0, 22.045454545454547)","(21.0, 44.0, 33.3125)","(3.6, 6.8, 5.99)"
10-01-2023 14:38:02.979057,"(4.0, 5.4, 4.50344827586207)","(5.0, 6.4, 5.9363636363636365)","(3.6, 3.85, 3.816666666666667)","(7.0, 8.6, 8.399999999999999)","(81.0, 580.0, 473.33333333333337)","(10.0, 23.0, 22.045454545454547)","(21.0, 44.0, 33.3125)","(3.6, 6.8, 5.99)"
10-01-2023 14:38:04.784751,"(4.0, 5.4, 4.50344827586207)","(5.0, 6.4, 5.594736842105263)","(3.6, 3.85, 3.816666666666667)","(7.0, 8.6, 8.399999999999999)","(81.0, 590.0, 405.0)","(10.0, 23.0, 22.045454545454547)","(21.0, 44.0, 33.3125)","(3.6, 6.8, 5.99)"
10-01-2023 14:38:06.091154,"(4.0, 5.4, 4.50344827586207)","(5.0, 6.4, 5.791666666666667)","(3.6, 3.85, 3.816666666666667)","(7.0, 8.6, 8.542857142857143)","(81.0, 590.0, 355.0)","(10.0, 23.0, 22.045454545454547)","(21.0, 44.0, 38.22222222222222)","(3.6, 6.8, 5.99)"
10-01-2023 14:38:07.341539,"(4.0, 5.4, 4.50344827586207)","(5.0, 6.2, 5.8)","(3.6, 3.85, 3.816666666666667)","(7.0, 9.4, 8.753846153846153)","(81.0, 490.0, 355.0)","(10.0, 23.0, 22.045454545454547)","(21.0, 42.0, 35.81818181818182)","(3.6, 6.8, 5.99)"
10-01-2023 14:38:08.675411,"(4.0, 5.4, 4.533333333333333)","(5.0, 6.2, 5.8)","(3.6, 3.85, 3.816666666666667)","(7.0, 9.4, 8.753846153846153)","(81.0, 490.0, 446.25)","(10.0, 23.0, 22.045454545454547)","(21.0, 42.0, 28.666666666666668)","(3.6, 6.8, 5.99)"
10-01-2023 14:38:10.028597,"(4.0, 5.4, 4.533333333333333)","(5.0, 6.2, 5.8)","(3.6, 3.85, 3.816666666666667)","(7.0, 9.4, 8.559999999999999)","(81.0, 490.0, 335.0)","(10.0, 23.0, 22.045454545454547)","(21.0, 42.0, 27.77777777777778)","(3.6, 6.8, 5.99)"
10-01-2023 14:38:11.302123,"(4.0, 5.4, 4.533333333333333)","(5.0, 6.2, 5.8)","(3.6, 3.85, 3.816666666666667)","(7.0, 9.4, 8.559999999999999)","(81.0, 490.0, 335.0)","(10.0, 23.0, 22.045454545454547)","(21.0, 42.0, 32.2)","(3.6, 6.8, 5.99)"
10-01-2023 14:38:12.550687,"(4.0, 5.4, 4.533333333333333)","(5.0, 6.2, 5.5636363636363635)","(3.6, 3.85, 3.816666666666667)","(7.0, 9.4, 8.559999999999999)","(81.0, 490.0, 335.0)","(10.0, 23.0, 22.045454545454547)","(21.0, 40.0, 33.5)","(3.6, 6.8, 5.99)"
10-01-2023 14:38:13.828991,"(4.0, 5.3, 4.55)","(5.0, 6.0, 5.6923076923076925)","(3.6, 3.85, 3.816666666666667)","(7.0, 9.4, 8.559999999999999)","(81.0, 490.0, 335.0)","(10.0, 23.0, 22.045454545454547)","(21.0, 40.0, 32.05555555555556)","(3.6, 6.8, 5.99)"
10-01-2023 14:38:15.051256,"(4.0, 5.2, 4.6)","(5.0, 6.0, 5.6923076923076925)","(3.6, 3.85, 3.816666666666667)","(7.0, 9.4, 8.559999999999999)","(81.0, 490.0, 335.0)","(10.0, 23.0, 22.208333333333332)","(21.0, 40.0, 32.05555555555556)","(3.6, 6.8, 5.99)"
10-01-2023 14:38:16.241494,"(4.0, 5.2, 4.6)","(5.0, 6.0, 5.6923076923076925)","(3.6, 3.85, 3.816666666666667)","(7.0, 9.4, 8.559999999999999)","(81.0, 490.0, 335.0)","(10.0, 26.0, 20.1875)","(21.0, 40.0, 32.05555555555556)","(3.6, 6.8, 5.99)"
10-01-2023 14:38:17.377802,"(4.0, 5.2, 4.6)","(5.0, 6.0, 5.65625)","(3.6, 3.85, 3.816666666666667)","(7.0, 9.4, 8.559999999999999)","(81.0, 490.0, 335.0)","(10.0, 25.0, 20.1875)","(21.0, 40.0, 32.05555555555556)","(3.6, 6.8, 5.99)"
10-01-2023 14:38:18.557271,"(4.0, 5.2, 4.6)","(5.0, 6.0, 5.65625)","(3.6, 3.85, 3.816666666666667)","(7.0, 9.4, 8.559999999999999)","(81.0, 490.0, 335.0)","(10.0, 25.0, 20.1875)","(21.0, 40.0, 32.05555555555556)","(3.6, 6.8, 5.99)"
10-01-2023 14:38:19.789996,"(4.0, 5.2, 4.6)","(5.0, 6.0, 5.67)","(3.6, 3.85, 3.816666666666667)","(7.0, 9.4, 8.559999999999999)","(81.0, 490.0, 335.0)","(10.0, 25.0, 20.1875)","(21.0, 40.0, 32.6875)","(3.6, 6.8, 5.99)"
10-01-2023 14:38:21.304513,"(4.0, 5.2, 4.6)","(5.0, 6.0, 5.67)","(3.6, 3.85, 3.816666666666667)","(7.0, 9.4, 8.559999999999999)","(81.0, 490.0, 335.0)","(10.0, 25.0, 20.1875)","(21.0, 40.0, 29.363636363636363)","(3.6, 6.8, 5.99)"
10-01-2023 14:38:23.400556,"(4.0, 5.2, 4.6)","(5.0, 6.0, 5.67)","(3.6, 3.85, 3.816666666666667)","(7.0, 9.4, 8.559999999999999)","(81.0, 490.0, 385.0)","(10.0, 25.0, 20.1875)","(21.0, 40.0, 28.444444444444443)","(3.6, 6.8, 5.99)"
10-01-2023 14:38:24.708497,"(4.0, 5.2, 4.6)","(5.0, 6.0, 5.7250000000000005)","(3.6, 3.85, 3.816666666666667)","(7.0, 9.4, 8.559999999999999)","(81.0, 590.0, 385.0)","(10.0, 25.0, 20.1875)","(21.0, 40.0, 30.25)","(3.6, 6.8, 5.99)"
