,What A Surprise,Awesome Isla,Dr May,Line And Length,Dr Jax,Charlottes Hand,Slingshot Layla,Rawhide Hand
07-12-2022 20:44:51.219148,"(1.75, 2.28, 2.1799999999999997)","(16.0, 28.0, 26.5)","(41.0, 130.0, 85.88235294117646)","(4.6, 7.0, 6.909090909090909)","(21.0, 34.0, 26.636363636363637)","(7.5, 8.4, 7.844444444444445)","(10.0, 20.0, 18.833333333333332)","(8.0, 8.4, 8.19245283018868)"
07-12-2022 20:44:52.454547,"(1.75, 2.28, 2.2014285714285715)","(16.0, 28.0, 26.5)","(41.0, 130.0, 85.88235294117646)","(4.6, 7.0, 6.909090909090909)","(21.0, 34.0, 26.636363636363637)","(7.5, 8.4, 7.844444444444445)","(10.0, 20.0, 18.833333333333332)","(8.0, 8.4, 8.19245283018868)"
07-12-2022 20:44:53.692251,"(1.75, 2.28, 2.1799999999999997)","(16.0, 28.0, 26.5)","(41.0, 130.0, 85.88235294117646)","(4.6, 7.0, 6.909090909090909)","(21.0, 34.0, 26.636363636363637)","(7.5, 8.4, 7.844444444444445)","(10.0, 20.0, 18.833333333333332)","(8.0, 8.4, 8.131707317073172)"
07-12-2022 20:44:54.994139,"(1.75, 2.28, 2.1799999999999997)","(16.0, 28.0, 26.5)","(41.0, 130.0, 85.88235294117646)","(4.6, 7.0, 6.909090909090909)","(21.0, 34.0, 26.636363636363637)","(7.5, 8.4, 7.844444444444445)","(10.0, 20.0, 18.833333333333332)","(8.0, 8.4, 8.131707317073172)"
07-12-2022 20:44:56.375077,"(1.75, 2.28, 2.1799999999999997)","(16.0, 28.0, 26.5)","(41.0, 130.0, 85.88235294117646)","(4.6, 7.0, 6.909090909090909)","(21.0, 34.0, 26.636363636363637)","(7.5, 8.4, 7.844444444444445)","(10.0, 20.0, 18.833333333333332)","(8.0, 8.4, 8.131707317073172)"
07-12-2022 20:44:57.785063,"(1.75, 2.28, 2.2014285714285715)","(16.0, 28.0, 26.5)","(41.0, 130.0, 85.88235294117646)","(4.6, 7.0, 6.909090909090909)","(21.0, 34.0, 26.636363636363637)","(7.5, 8.4, 7.844444444444445)","(10.0, 20.0, 18.833333333333332)","(8.0, 8.4, 8.131707317073172)"
07-12-2022 20:44:59.126365,"(1.75, 2.28, 2.2014285714285715)","(16.0, 28.0, 26.5)","(41.0, 130.0, 85.88235294117646)","(4.6, 7.0, 6.909090909090909)","(21.0, 34.0, 26.636363636363637)","(7.5, 8.4, 7.844444444444445)","(10.0, 20.0, 18.833333333333332)","(8.0, 8.4, 8.131707317073172)"
07-12-2022 20:45:00.454338,"(1.75, 2.28, 2.1799999999999997)","(16.0, 28.0, 26.5)","(41.0, 130.0, 85.88235294117646)","(4.6, 7.0, 6.909090909090909)","(21.0, 34.0, 26.636363636363637)","(7.5, 8.4, 7.844444444444445)","(10.0, 20.0, 18.833333333333332)","(8.0, 8.4, 8.131707317073172)"
07-12-2022 20:45:01.688007,"(1.75, 2.28, 2.1799999999999997)","(16.0, 28.0, 26.5)","(41.0, 130.0, 85.88235294117646)","(4.6, 7.0, 6.909090909090909)","(21.0, 34.0, 26.636363636363637)","(7.5, 8.4, 7.844444444444445)","(10.0, 20.0, 18.833333333333332)","(8.0, 8.4, 8.131707317073172)"
07-12-2022 20:45:02.955637,"(1.75, 2.28, 2.1883333333333335)","(16.0, 28.0, 26.5)","(41.0, 130.0, 85.88235294117646)","(4.6, 7.0, 6.909090909090909)","(21.0, 34.0, 26.636363636363637)","(7.5, 8.4, 7.844444444444445)","(10.0, 20.0, 18.833333333333332)","(8.0, 8.4, 8.131707317073172)"
07-12-2022 20:45:04.308965,"(1.75, 2.28, 2.17)","(16.0, 28.0, 26.5)","(41.0, 130.0, 85.88235294117646)","(4.6, 7.0, 6.909090909090909)","(21.0, 34.0, 26.636363636363637)","(7.5, 8.4, 7.844444444444445)","(10.0, 20.0, 18.833333333333332)","(8.0, 8.4, 8.131707317073172)"
07-12-2022 20:45:05.739432,"(1.75, 2.28, 2.1799999999999997)","(16.0, 28.0, 26.5)","(41.0, 130.0, 85.88235294117646)","(4.6, 7.0, 6.909090909090909)","(21.0, 34.0, 26.636363636363637)","(7.5, 8.4, 7.844444444444445)","(10.0, 20.0, 18.833333333333332)","(8.0, 8.4, 8.131707317073172)"
07-12-2022 20:45:07.030914,"(1.75, 2.28, 2.1799999999999997)","(16.0, 28.0, 26.5)","(41.0, 130.0, 85.88235294117646)","(4.6, 7.0, 6.909090909090909)","(21.0, 34.0, 26.636363636363637)","(7.5, 8.4, 7.844444444444445)","(10.0, 20.0, 18.833333333333332)","(8.0, 8.4, 8.131707317073172)"
07-12-2022 20:45:08.429625,"(1.75, 2.28, 2.0966666666666667)","(16.0, 28.0, 26.5)","(41.0, 130.0, 85.88235294117646)","(4.6, 7.0, 6.909090909090909)","(21.0, 34.0, 26.636363636363637)","(7.5, 8.4, 7.844444444444445)","(10.0, 20.0, 18.833333333333332)","(8.0, 8.4, 8.131707317073172)"
07-12-2022 20:45:09.683136,"(1.75, 2.28, 2.0966666666666667)","(16.0, 28.0, 26.5)","(41.0, 130.0, 85.88235294117646)","(4.6, 7.0, 6.909090909090909)","(21.0, 34.0, 26.636363636363637)","(7.5, 8.4, 7.844444444444445)","(10.0, 20.0, 18.833333333333332)","(8.0, 8.4, 8.131707317073172)"
07-12-2022 20:45:10.827399,"(1.75, 2.28, 2.0966666666666667)","(16.0, 28.0, 26.5)","(41.0, 130.0, 85.88235294117646)","(4.6, 7.0, 6.909090909090909)","(21.0, 34.0, 26.636363636363637)","(7.5, 8.4, 7.844444444444445)","(10.0, 20.0, 18.833333333333332)","(8.0, 8.4, 8.131707317073172)"
07-12-2022 20:45:12.078914,"(1.75, 2.28, 2.0966666666666667)","(16.0, 28.0, 26.5)","(41.0, 130.0, 85.88235294117646)","(4.6, 7.0, 6.909090909090909)","(21.0, 34.0, 26.636363636363637)","(7.5, 8.4, 7.844444444444445)","(10.0, 20.0, 18.833333333333332)","(8.0, 8.4, 8.131707317073172)"
07-12-2022 20:45:13.478640,"(1.75, 2.28, 2.1953846153846155)","(16.0, 28.0, 26.5)","(41.0, 130.0, 85.88235294117646)","(4.6, 7.0, 6.909090909090909)","(21.0, 34.0, 26.636363636363637)","(7.5, 8.4, 7.844444444444445)","(10.0, 20.0, 18.833333333333332)","(8.0, 8.4, 8.131707317073172)"
07-12-2022 20:45:14.628333,"(1.75, 2.28, 2.1799999999999997)","(16.0, 28.0, 26.5)","(41.0, 130.0, 85.88235294117646)","(4.6, 7.0, 6.909090909090909)","(21.0, 34.0, 26.636363636363637)","(7.5, 8.4, 7.844444444444445)","(10.0, 20.0, 18.833333333333332)","(8.0, 8.4, 7.78888888888889)"
07-12-2022 20:45:15.796743,"(1.75, 2.28, 2.1799999999999997)","(16.0, 28.0, 26.5)","(41.0, 130.0, 85.88235294117646)","(4.6, 7.0, 6.909090909090909)","(21.0, 34.0, 26.636363636363637)","(7.5, 8.4, 7.844444444444445)","(10.0, 20.0, 18.833333333333332)","(8.0, 8.4, 7.78888888888889)"
07-12-2022 20:45:17.038909,"(1.75, 2.28, 2.1953846153846155)","(16.0, 28.0, 26.5)","(41.0, 130.0, 85.88235294117646)","(4.6, 7.0, 6.909090909090909)","(21.0, 34.0, 26.636363636363637)","(7.5, 8.4, 7.844444444444445)","(10.0, 20.0, 18.833333333333332)","(8.0, 8.4, 7.78888888888889)"
07-12-2022 20:45:18.207121,"(1.75, 2.28, 2.1953846153846155)","(16.0, 28.0, 26.5)","(41.0, 130.0, 85.88235294117646)","(4.6, 7.0, 6.909090909090909)","(21.0, 34.0, 26.636363636363637)","(7.5, 8.4, 7.844444444444445)","(10.0, 20.0, 18.833333333333332)","(8.0, 8.4, 7.78888888888889)"
07-12-2022 20:45:19.336001,"(1.75, 2.28, 2.1953846153846155)","(16.0, 28.0, 26.5)","(41.0, 130.0, 85.88235294117646)","(4.6, 7.0, 6.909090909090909)","(21.0, 34.0, 26.636363636363637)","(7.5, 8.4, 7.844444444444445)","(10.0, 20.0, 18.833333333333332)","(8.0, 8.4, 7.78888888888889)"
07-12-2022 20:45:20.474479,"(1.75, 2.28, 2.1799999999999997)","(16.0, 28.0, 26.5)","(41.0, 130.0, 85.88235294117646)","(4.6, 7.0, 6.909090909090909)","(21.0, 34.0, 26.636363636363637)","(7.5, 8.4, 7.844444444444445)","(10.0, 20.0, 18.833333333333332)","(8.0, 8.4, 7.78888888888889)"
07-12-2022 20:45:21.754378,"(1.75, 2.28, 2.1799999999999997)","(16.0, 28.0, 26.5)","(41.0, 130.0, 85.88235294117646)","(4.6, 7.0, 6.909090909090909)","(21.0, 34.0, 26.636363636363637)","(7.5, 8.4, 7.844444444444445)","(10.0, 20.0, 18.833333333333332)","(8.0, 8.4, 7.78888888888889)"
07-12-2022 20:45:23.046056,"(1.75, 2.28, 2.1799999999999997)","(16.0, 28.0, 26.5)","(41.0, 130.0, 85.88235294117646)","(4.6, 7.0, 6.909090909090909)","(21.0, 34.0, 26.636363636363637)","(7.5, 8.4, 7.844444444444445)","(10.0, 20.0, 18.833333333333332)","(8.0, 8.4, 7.78888888888889)"
07-12-2022 20:45:24.285902,"(1.75, 2.28, 2.1953846153846155)","(16.0, 28.0, 26.5)","(41.0, 130.0, 85.88235294117646)","(4.6, 7.0, 6.909090909090909)","(21.0, 34.0, 26.636363636363637)","(7.5, 8.4, 7.844444444444445)","(10.0, 20.0, 18.833333333333332)","(8.0, 8.4, 7.78888888888889)"
07-12-2022 20:45:25.893307,"(1.75, 2.28, 2.1953846153846155)","(16.0, 28.0, 26.5)","(41.0, 130.0, 85.88235294117646)","(4.6, 7.0, 6.909090909090909)","(21.0, 34.0, 26.636363636363637)","(7.5, 8.4, 7.844444444444445)","(10.0, 20.0, 18.833333333333332)","(8.0, 8.4, 7.921739130434783)"
07-12-2022 20:45:27.161299,"(1.75, 2.28, 2.1799999999999997)","(16.0, 28.0, 26.5)","(41.0, 130.0, 85.88235294117646)","(4.6, 7.0, 6.909090909090909)","(21.0, 34.0, 26.636363636363637)","(7.5, 8.4, 7.844444444444445)","(10.0, 20.0, 18.833333333333332)","(8.0, 8.4, 7.921739130434783)"
07-12-2022 20:45:28.448152,"(1.75, 2.28, 2.1799999999999997)","(16.0, 28.0, 26.5)","(41.0, 130.0, 85.88235294117646)","(4.6, 7.0, 6.909090909090909)","(21.0, 34.0, 26.636363636363637)","(7.5, 8.4, 7.844444444444445)","(10.0, 20.0, 18.833333333333332)","(8.0, 8.4, 7.921739130434783)"
07-12-2022 20:45:29.835207,"(1.75, 2.28, 2.1799999999999997)","(16.0, 28.0, 26.5)","(41.0, 130.0, 85.88235294117646)","(4.6, 7.0, 6.909090909090909)","(21.0, 34.0, 26.636363636363637)","(7.5, 8.4, 7.844444444444445)","(10.0, 20.0, 18.833333333333332)","(8.0, 8.4, 7.921739130434783)"
07-12-2022 20:45:31.141777,"(1.75, 2.28, 2.0966666666666667)","(16.0, 28.0, 26.5)","(41.0, 130.0, 85.88235294117646)","(4.6, 7.0, 6.909090909090909)","(21.0, 34.0, 26.636363636363637)","(7.5, 8.4, 7.844444444444445)","(10.0, 20.0, 18.833333333333332)","(8.0, 8.4, 7.921739130434783)"
07-12-2022 20:45:32.452855,"(1.75, 2.28, 2.1799999999999997)","(16.0, 28.0, 26.5)","(41.0, 130.0, 85.88235294117646)","(4.6, 7.0, 6.909090909090909)","(21.0, 34.0, 26.636363636363637)","(7.5, 8.4, 7.844444444444445)","(10.0, 20.0, 18.833333333333332)","(8.0, 8.4, 7.921739130434783)"
07-12-2022 20:45:33.730474,"(1.75, 2.28, 2.1799999999999997)","(16.0, 28.0, 26.5)","(41.0, 130.0, 85.88235294117646)","(4.6, 7.0, 6.909090909090909)","(21.0, 34.0, 26.636363636363637)","(7.5, 8.4, 7.844444444444445)","(10.0, 20.0, 18.833333333333332)","(8.0, 8.4, 7.921739130434783)"
07-12-2022 20:45:35.019122,"(1.75, 2.28, 2.1799999999999997)","(16.0, 28.0, 26.5)","(41.0, 130.0, 85.88235294117646)","(4.6, 7.0, 6.909090909090909)","(21.0, 34.0, 26.636363636363637)","(7.5, 8.4, 7.844444444444445)","(10.0, 20.0, 18.833333333333332)","(8.0, 8.4, 7.921739130434783)"
07-12-2022 20:45:36.319433,"(1.75, 2.28, 2.0966666666666667)","(16.0, 28.0, 26.5)","(41.0, 130.0, 85.88235294117646)","(4.6, 7.0, 6.909090909090909)","(21.0, 34.0, 26.636363636363637)","(7.5, 8.4, 7.844444444444445)","(10.0, 20.0, 18.833333333333332)","(8.0, 8.4, 7.921739130434783)"
07-12-2022 20:45:37.676973,"(1.75, 2.28, 2.0966666666666667)","(16.0, 28.0, 26.5)","(41.0, 130.0, 85.88235294117646)","(4.6, 7.0, 6.909090909090909)","(21.0, 34.0, 26.636363636363637)","(7.5, 8.4, 7.844444444444445)","(10.0, 20.0, 18.833333333333332)","(8.0, 8.4, 7.921739130434783)"
07-12-2022 20:45:39.009134,"(1.75, 2.28, 2.1799999999999997)","(16.0, 28.0, 26.5)","(41.0, 130.0, 85.88235294117646)","(4.6, 7.0, 6.909090909090909)","(21.0, 34.0, 26.636363636363637)","(7.5, 8.4, 7.844444444444445)","(10.0, 20.0, 18.833333333333332)","(8.0, 8.4, 7.752941176470588)"
07-12-2022 20:45:40.327587,"(1.75, 2.28, 2.1799999999999997)","(16.0, 28.0, 26.5)","(41.0, 130.0, 85.88235294117646)","(4.6, 7.0, 6.909090909090909)","(21.0, 34.0, 26.636363636363637)","(7.5, 8.4, 7.844444444444445)","(10.0, 20.0, 18.833333333333332)","(8.0, 8.4, 7.752941176470588)"
07-12-2022 20:45:41.567357,"(1.75, 2.28, 2.1799999999999997)","(16.0, 28.0, 26.5)","(41.0, 130.0, 85.88235294117646)","(4.6, 7.0, 6.909090909090909)","(21.0, 34.0, 26.636363636363637)","(7.5, 8.4, 7.844444444444445)","(10.0, 20.0, 18.833333333333332)","(8.0, 8.4, 7.769230769230769)"
07-12-2022 20:45:42.837542,"(1.75, 2.28, 2.0966666666666667)","(16.0, 28.0, 26.5)","(41.0, 130.0, 85.88235294117646)","(4.6, 7.0, 6.909090909090909)","(21.0, 34.0, 26.636363636363637)","(7.5, 8.4, 7.844444444444445)","(10.0, 20.0, 18.833333333333332)","(8.0, 8.2, 7.682352941176471)"
07-12-2022 20:45:44.121219,"(1.75, 2.28, 2.0966666666666667)","(16.0, 28.0, 26.5)","(41.0, 130.0, 85.88235294117646)","(4.6, 7.0, 6.909090909090909)","(21.0, 34.0, 26.636363636363637)","(7.5, 8.4, 7.844444444444445)","(10.0, 20.0, 18.833333333333332)","(8.0, 8.2, 7.682352941176471)"
07-12-2022 20:45:45.376593,"(1.75, 2.28, 2.1953846153846155)","(16.0, 28.0, 26.5)","(41.0, 130.0, 85.88235294117646)","(4.6, 7.0, 6.909090909090909)","(21.0, 34.0, 26.636363636363637)","(7.5, 8.4, 7.844444444444445)","(10.0, 20.0, 18.833333333333332)","(8.0, 8.2, 7.682352941176471)"
07-12-2022 20:45:46.583034,"(1.75, 2.28, 2.1953846153846155)","(16.0, 28.0, 26.5)","(41.0, 130.0, 85.88235294117646)","(4.6, 7.0, 6.909090909090909)","(21.0, 34.0, 26.636363636363637)","(7.5, 8.4, 7.844444444444445)","(10.0, 20.0, 18.833333333333332)","(8.0, 8.2, 7.682352941176471)"
07-12-2022 20:45:47.782652,"(1.75, 2.28, 2.1953846153846155)","(16.0, 28.0, 26.5)","(41.0, 130.0, 85.88235294117646)","(4.6, 7.0, 6.909090909090909)","(21.0, 34.0, 26.636363636363637)","(7.5, 8.4, 7.844444444444445)","(10.0, 20.0, 18.833333333333332)","(8.0, 8.2, 7.682352941176471)"
07-12-2022 20:45:49.038276,"(1.75, 2.28, 2.1953846153846155)","(16.0, 28.0, 26.5)","(41.0, 130.0, 85.88235294117646)","(4.6, 7.0, 6.909090909090909)","(21.0, 34.0, 26.636363636363637)","(7.5, 8.4, 7.844444444444445)","(10.0, 20.0, 18.833333333333332)","(8.0, 8.2, 7.682352941176471)"
07-12-2022 20:45:50.301694,"(1.75, 2.28, 2.1953846153846155)","(16.0, 28.0, 26.5)","(41.0, 130.0, 85.88235294117646)","(4.6, 7.0, 6.909090909090909)","(21.0, 34.0, 26.636363636363637)","(7.5, 8.4, 7.844444444444445)","(10.0, 20.0, 18.833333333333332)","(8.0, 8.2, 7.7727272727272725)"
07-12-2022 20:45:51.637262,"(1.75, 2.28, 2.1953846153846155)","(16.0, 28.0, 26.5)","(41.0, 130.0, 85.88235294117646)","(4.6, 7.0, 6.909090909090909)","(21.0, 34.0, 26.636363636363637)","(7.5, 8.4, 7.844444444444445)","(10.0, 20.0, 18.833333333333332)","(7.0, 8.0, 7.619047619047619)"
07-12-2022 20:45:53.285219,"(1.75, 2.28, 2.1953846153846155)","(16.0, 28.0, 26.5)","(41.0, 130.0, 85.88235294117646)","(4.6, 7.0, 6.909090909090909)","(21.0, 34.0, 26.636363636363637)","(7.5, 8.4, 7.844444444444445)","(10.0, 20.0, 18.833333333333332)","(7.0, 8.0, 7.619047619047619)"
07-12-2022 20:45:55.112424,"(1.75, 2.28, 2.1953846153846155)","(16.0, 28.0, 26.5)","(41.0, 130.0, 85.88235294117646)","(4.6, 7.0, 6.909090909090909)","(21.0, 34.0, 26.636363636363637)","(7.5, 8.4, 7.844444444444445)","(10.0, 20.0, 18.833333333333332)","(7.0, 8.0, 7.722222222222222)"
07-12-2022 20:45:56.731370,"(1.75, 2.28, 2.1953846153846155)","(16.0, 28.0, 26.5)","(41.0, 130.0, 85.88235294117646)","(4.6, 7.0, 6.909090909090909)","(21.0, 34.0, 26.636363636363637)","(7.5, 8.4, 7.844444444444445)","(10.0, 20.0, 18.833333333333332)","(7.0, 8.0, 7.722222222222222)"
07-12-2022 20:45:58.387515,"(1.75, 2.28, 2.1953846153846155)","(16.0, 28.0, 26.5)","(41.0, 130.0, 85.88235294117646)","(4.6, 7.0, 6.909090909090909)","(21.0, 34.0, 26.636363636363637)","(7.5, 8.4, 7.844444444444445)","(10.0, 20.0, 18.833333333333332)","(7.0, 8.0, 7.722222222222222)"
07-12-2022 20:46:00.204248,"(1.75, 2.28, 2.1953846153846155)","(16.0, 28.0, 26.5)","(41.0, 130.0, 85.88235294117646)","(4.6, 7.0, 6.909090909090909)","(21.0, 34.0, 26.636363636363637)","(7.5, 8.4, 7.844444444444445)","(10.0, 22.0, 19.8125)","(7.0, 8.0, 7.375)"
07-12-2022 20:46:01.665941,"(1.75, 2.28, 2.1577777777777776)","(17.0, 28.0, 26.5)","(51.0, 130.0, 75.45454545454545)","(4.6, 7.0, 6.925925925925926)","(21.0, 34.0, 26.8)","(7.5, 8.4, 7.685714285714286)","(10.0, 22.0, 19.11764705882353)","(6.5, 8.0, 7.6)"
07-12-2022 20:46:03.263257,"(1.75, 2.28, 2.1953846153846155)","(17.0, 28.0, 26.125)","(51.0, 130.0, 85.88235294117646)","(4.6, 7.0, 6.6)","(21.0, 34.0, 26.636363636363637)","(7.5, 8.4, 7.844444444444445)","(10.0, 20.0, 20.142857142857142)","(6.5, 8.0, 7.166666666666667)"
07-12-2022 20:46:04.841035,"(1.75, 2.28, 2.1953846153846155)","(17.0, 28.0, 26.846153846153847)","(51.0, 130.0, 85.88235294117646)","(4.6, 7.0, 6.8545454545454545)","(21.0, 34.0, 27.76923076923077)","(7.5, 8.4, 7.844444444444445)","(10.0, 21.0, 20.2)","(6.5, 8.0, 7.083333333333333)"
07-12-2022 20:46:06.354556,"(1.75, 2.28, 2.1953846153846155)","(17.0, 28.0, 26.846153846153847)","(51.0, 130.0, 95.38461538461539)","(4.6, 7.0, 6.8545454545454545)","(21.0, 34.0, 27.76923076923077)","(7.5, 8.4, 7.844444444444445)","(10.0, 22.0, 20.2)","(6.5, 8.0, 7.083333333333333)"
07-12-2022 20:46:07.809163,"(1.75, 2.28, 2.1953846153846155)","(17.0, 28.0, 26.5)","(51.0, 130.0, 97.85714285714286)","(4.6, 7.0, 6.8)","(21.0, 34.0, 26.636363636363637)","(7.5, 8.4, 7.844444444444445)","(10.0, 22.0, 19.76)","(6.5, 8.0, 7.083333333333333)"
07-12-2022 20:46:09.411523,"(1.75, 2.28, 2.1953846153846155)","(17.0, 28.0, 27.0)","(51.0, 130.0, 97.85714285714286)","(4.6, 7.0, 7.0)","(21.0, 34.0, 26.636363636363637)","(7.5, 8.4, 7.685714285714286)","(10.0, 22.0, 19.2)","(6.5, 8.0, 7.083333333333333)"
07-12-2022 20:46:10.941170,"(1.75, 2.28, 2.1953846153846155)","(17.0, 28.0, 27.0)","(51.0, 130.0, 97.85714285714286)","(4.6, 7.2, 6.9818181818181815)","(21.0, 34.0, 26.636363636363637)","(7.5, 8.4, 7.685714285714286)","(10.0, 22.0, 19.5)","(6.5, 8.0, 7.083333333333333)"
07-12-2022 20:46:12.559145,"(1.75, 2.28, 2.1799999999999997)","(17.0, 28.0, 27.0)","(51.0, 130.0, 88.33333333333334)","(4.6, 7.2, 6.8625)","(21.0, 34.0, 26.636363636363637)","(7.5, 8.4, 7.685714285714286)","(10.0, 21.0, 18.545454545454547)","(6.5, 8.0, 7.083333333333333)"
07-12-2022 20:46:14.448924,"(1.75, 2.28, 2.1799999999999997)","(17.0, 28.0, 27.0)","(51.0, 130.0, 88.33333333333334)","(4.6, 7.2, 6.8625)","(21.0, 34.0, 26.636363636363637)","(7.5, 8.4, 7.685714285714286)","(10.0, 20.0, 18.666666666666668)","(6.5, 8.0, 7.083333333333333)"
07-12-2022 20:46:16.072049,"(1.75, 2.28, 2.1799999999999997)","(17.0, 28.0, 27.0)","(51.0, 130.0, 88.33333333333334)","(4.6, 7.2, 7.0)","(21.0, 34.0, 26.636363636363637)","(7.5, 8.4, 7.685714285714286)","(10.0, 20.0, 19.0)","(6.5, 8.0, 7.083333333333333)"
07-12-2022 20:46:17.847245,"(1.75, 2.28, 2.217142857142857)","(17.0, 28.0, 27.0)","(51.0, 130.0, 88.33333333333334)","(4.6, 7.2, 6.84)","(21.0, 34.0, 26.636363636363637)","(7.5, 8.4, 7.685714285714286)","(10.0, 20.0, 18.5)","(6.5, 8.0, 7.083333333333333)"
07-12-2022 20:46:19.462107,"(1.75, 2.28, 2.217142857142857)","(17.0, 28.0, 27.0)","(51.0, 130.0, 88.33333333333334)","(4.6, 7.2, 6.84)","(21.0, 34.0, 26.636363636363637)","(7.5, 8.4, 7.685714285714286)","(10.0, 20.0, 18.666666666666668)","(6.5, 8.0, 7.083333333333333)"
07-12-2022 20:46:21.019307,"(1.75, 2.28, 2.217142857142857)","(17.0, 28.0, 27.0)","(51.0, 130.0, 88.33333333333334)","(4.6, 7.2, 7.0)","(21.0, 34.0, 26.636363636363637)","(7.5, 8.4, 7.685714285714286)","(10.0, 20.0, 20.666666666666668)","(6.5, 8.0, 7.083333333333333)"
07-12-2022 20:46:22.442202,"(1.75, 2.28, 2.217142857142857)","(17.0, 28.0, 24.714285714285715)","(51.0, 130.0, 88.33333333333334)","(4.6, 7.2, 6.66)","(21.0, 34.0, 27.76923076923077)","(7.5, 8.4, 7.844444444444445)","(10.0, 22.0, 19.142857142857142)","(6.5, 8.0, 7.083333333333333)"
07-12-2022 20:46:23.738666,"(1.75, 2.28, 2.222857142857143)","(17.0, 28.0, 24.333333333333332)","(51.0, 130.0, 90.0)","(4.6, 7.2, 6.66)","(21.0, 34.0, 29.0)","(7.5, 8.4, 7.844444444444445)","(10.0, 22.0, 18.14814814814815)","(6.5, 8.0, 7.083333333333333)"
07-12-2022 20:46:25.067659,"(1.75, 2.28, 2.222857142857143)","(17.0, 28.0, 24.333333333333332)","(51.0, 130.0, 92.5)","(4.6, 7.2, 6.66)","(21.0, 30.0, 28.0)","(7.5, 8.4, 7.844444444444445)","(10.0, 20.0, 18.25)","(6.5, 8.0, 7.808695652173913)"
07-12-2022 20:46:26.471771,"(1.75, 2.28, 2.2577777777777777)","(17.0, 28.0, 24.071428571428573)","(51.0, 130.0, 102.5)","(4.6, 7.2, 6.96)","(21.0, 30.0, 27.428571428571427)","(7.5, 8.4, 7.685714285714286)","(10.0, 20.0, 18.25)","(6.5, 8.0, 7.808695652173913)"
07-12-2022 20:46:27.805638,"(1.8, 2.28, 2.23)","(17.0, 28.0, 24.071428571428573)","(41.0, 130.0, 95.625)","(4.8, 7.2, 6.84)","(21.0, 30.0, 27.428571428571427)","(7.5, 8.4, 7.685714285714286)","(11.0, 20.0, 18.25)","(6.0, 8.0, 7.808695652173913)"
07-12-2022 20:46:29.172392,"(1.8, 2.28, 2.25)","(17.0, 28.0, 23.54054054054054)","(41.0, 130.0, 98.75)","(4.8, 7.2, 6.66)","(21.0, 30.0, 25.2)","(7.5, 8.4, 7.844444444444445)","(11.0, 20.0, 18.25)","(6.0, 8.0, 7.706666666666667)"
07-12-2022 20:46:30.504996,"(1.8, 2.28, 2.26)","(17.0, 28.0, 23.54054054054054)","(41.0, 130.0, 88.33333333333333)","(4.8, 7.2, 6.866666666666667)","(21.0, 30.0, 27.333333333333332)","(7.5, 8.4, 7.844444444444445)","(11.0, 20.0, 18.25)","(6.0, 8.0, 7.716129032258064)"
07-12-2022 20:46:31.970209,"(1.8, 2.28, 2.2714285714285714)","(17.0, 28.0, 23.54054054054054)","(41.0, 130.0, 118.37209302325581)","(4.8, 7.2, 6.733333333333333)","(21.0, 29.0, 26.714285714285715)","(7.5, 8.4, 7.844444444444445)","(11.0, 20.0, 18.25)","(6.0, 8.0, 7.716129032258064)"
07-12-2022 20:46:33.358816,"(1.8, 2.28, 2.273333333333333)","(17.0, 28.0, 24.071428571428573)","(41.0, 130.0, 100.0)","(4.8, 7.2, 6.4)","(21.0, 29.0, 24.73076923076923)","(7.5, 8.4, 7.685714285714286)","(11.0, 20.0, 18.25)","(6.0, 8.0, 7.716129032258064)"
07-12-2022 20:46:34.771662,"(1.8, 2.28, 2.177142857142857)","(17.0, 28.0, 23.54054054054054)","(41.0, 130.0, 107.14285714285714)","(4.8, 7.2, 6.6000000000000005)","(21.0, 29.0, 24.066666666666666)","(7.5, 8.4, 7.844444444444445)","(11.0, 20.0, 18.25)","(6.0, 8.0, 7.648)"
07-12-2022 20:46:36.143230,"(1.8, 2.28, 2.177142857142857)","(17.0, 28.0, 23.54054054054054)","(41.0, 130.0, 113.15789473684211)","(4.8, 7.2, 6.733333333333333)","(21.0, 29.0, 24.170731707317074)","(7.5, 8.4, 7.844444444444445)","(11.0, 20.0, 18.25)","(6.0, 8.0, 7.648)"
07-12-2022 20:46:37.501081,"(1.8, 2.28, 2.2199999999999998)","(17.0, 28.0, 23.54054054054054)","(41.0, 130.0, 107.14285714285714)","(4.8, 7.2, 6.6000000000000005)","(21.0, 29.0, 25.5)","(7.5, 8.4, 7.844444444444445)","(11.0, 20.0, 18.25)","(6.0, 8.0, 7.648)"
07-12-2022 20:46:38.783955,"(1.8, 2.3, 2.2232)","(17.0, 28.0, 23.54054054054054)","(41.0, 130.0, 97.27272727272728)","(4.8, 7.2, 6.4)","(21.0, 28.0, 25.5)","(7.5, 8.4, 7.622222222222223)","(11.0, 20.0, 18.25)","(6.0, 8.0, 7.648)"
07-12-2022 20:46:40.007171,"(1.8, 2.3, 2.2529411764705882)","(17.0, 28.0, 23.54054054054054)","(41.0, 130.0, 112.85714285714286)","(4.8, 7.2, 6.4)","(21.0, 28.0, 24.142857142857142)","(7.5, 8.4, 7.622222222222223)","(11.0, 20.0, 18.441176470588236)","(6.0, 8.0, 7.426086956521739)"
