,Mitcham Xena,Oliviero,Homebush Axel,Opawa Barb,Nouveau,Laxmans Ganguly,Homebush Benji
10-01-2023 10:15:25.130231,"(2.6, 5.7, 3.323783783783784)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.218620689655172)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 29.0, 22.25)"
10-01-2023 10:15:26.071396,"(2.6, 5.6, 3.7495652173913046)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.218620689655172)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:15:27.035700,"(2.6, 5.6, 3.7495652173913046)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.218620689655172)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:15:28.038167,"(2.6, 5.6, 3.7495652173913046)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.218620689655172)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:15:29.076742,"(2.6, 5.6, 3.7495652173913046)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.218620689655172)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:15:30.086305,"(2.6, 5.6, 3.7495652173913046)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.218620689655172)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:15:31.096524,"(2.6, 5.6, 3.7495652173913046)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.218620689655172)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:15:32.094764,"(2.6, 5.6, 3.7495652173913046)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.218620689655172)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:15:33.089449,"(2.6, 5.6, 3.7495652173913046)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.218620689655172)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:15:34.046964,"(2.6, 5.6, 3.7495652173913046)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.218620689655172)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:15:35.005206,"(2.6, 5.6, 3.7495652173913046)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.218620689655172)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:15:35.961570,"(2.6, 5.6, 3.7495652173913046)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.218620689655172)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:15:36.874278,"(2.6, 5.6, 3.7495652173913046)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.218620689655172)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:15:37.802715,"(2.6, 5.6, 3.7495652173913046)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.218620689655172)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:15:38.712576,"(2.6, 5.6, 3.7495652173913046)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.218620689655172)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:15:39.631974,"(2.6, 5.6, 3.7495652173913046)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.218620689655172)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:15:40.570715,"(2.6, 5.6, 3.7495652173913046)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.218620689655172)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:15:41.517811,"(2.6, 5.6, 3.7495652173913046)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.218620689655172)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:15:42.477633,"(2.6, 5.6, 3.7495652173913046)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.218620689655172)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:15:43.419960,"(2.6, 5.6, 3.7495652173913046)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.218620689655172)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:15:44.400672,"(2.6, 5.6, 3.7495652173913046)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.218620689655172)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:15:45.388296,"(2.6, 5.6, 3.7495652173913046)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.218620689655172)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:15:46.414887,"(2.6, 5.6, 3.7495652173913046)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.218620689655172)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:15:47.368003,"(2.6, 5.6, 3.7495652173913046)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.218620689655172)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:15:48.363589,"(2.6, 5.6, 3.7495652173913046)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.218620689655172)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:15:49.366662,"(2.6, 5.6, 3.7495652173913046)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.218620689655172)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:15:50.303167,"(2.6, 5.6, 3.7495652173913046)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.218620689655172)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:15:51.252859,"(2.6, 5.6, 3.7495652173913046)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.218620689655172)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:15:52.209423,"(2.6, 5.6, 3.7495652173913046)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.218620689655172)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:15:53.219715,"(2.6, 5.6, 3.7495652173913046)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.218620689655172)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:15:54.146122,"(2.6, 5.6, 3.7495652173913046)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.218620689655172)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:15:55.048929,"(2.6, 5.6, 3.7495652173913046)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.218620689655172)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:15:56.016987,"(2.6, 5.6, 3.7495652173913046)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.218620689655172)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:15:56.909105,"(2.6, 5.5, 3.7104347826086954)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.923111111111111)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:15:57.863409,"(2.6, 5.5, 3.7104347826086954)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.923111111111111)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:15:58.760170,"(2.6, 5.5, 3.7104347826086954)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.923111111111111)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:15:59.709532,"(2.6, 5.5, 3.7104347826086954)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.923111111111111)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:16:00.627790,"(2.6, 5.5, 3.7104347826086954)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.923111111111111)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:16:01.556435,"(2.6, 5.5, 3.7104347826086954)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.923111111111111)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:16:02.502384,"(2.6, 5.5, 3.7104347826086954)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.923111111111111)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:16:03.447054,"(2.6, 5.5, 3.7104347826086954)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.923111111111111)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:16:04.409571,"(2.6, 5.5, 3.7104347826086954)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.923111111111111)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:16:05.343865,"(2.6, 5.5, 3.7104347826086954)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.923111111111111)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:16:06.331857,"(2.6, 5.5, 3.7104347826086954)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.923111111111111)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:16:07.277711,"(2.6, 5.5, 3.7104347826086954)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.923111111111111)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:16:08.195108,"(2.6, 5.5, 3.7104347826086954)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.923111111111111)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:16:09.096496,"(2.6, 5.5, 3.7104347826086954)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.923111111111111)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:16:09.996349,"(2.6, 5.5, 3.7104347826086954)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.923111111111111)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:16:10.893995,"(2.6, 5.5, 3.7104347826086954)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.923111111111111)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:16:11.774880,"(2.6, 5.5, 3.7104347826086954)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.923111111111111)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:16:12.692415,"(2.6, 5.5, 3.7104347826086954)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.923111111111111)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:16:13.595597,"(2.6, 5.5, 3.7104347826086954)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.923111111111111)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:16:14.497078,"(2.6, 5.5, 3.7104347826086954)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.923111111111111)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:16:15.419452,"(2.6, 5.5, 3.7104347826086954)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.923111111111111)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:16:16.320915,"(2.6, 5.5, 3.7104347826086954)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.923111111111111)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:16:17.221411,"(2.6, 5.5, 3.7104347826086954)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.923111111111111)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:16:18.130851,"(2.6, 5.5, 3.7104347826086954)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.923111111111111)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:16:19.022118,"(2.6, 5.5, 3.7104347826086954)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.923111111111111)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:16:19.948661,"(2.6, 5.5, 3.7104347826086954)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.923111111111111)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:16:20.845764,"(2.6, 5.5, 3.7104347826086954)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.923111111111111)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:16:21.746332,"(2.6, 5.5, 3.7104347826086954)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.923111111111111)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:16:22.638787,"(2.6, 5.5, 3.7104347826086954)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.923111111111111)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:16:23.556172,"(2.6, 5.5, 3.7104347826086954)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.923111111111111)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:16:24.447079,"(2.6, 5.5, 3.7104347826086954)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.923111111111111)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:16:25.343821,"(2.6, 5.5, 3.7104347826086954)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.923111111111111)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:16:26.239230,"(2.6, 5.5, 3.7104347826086954)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.923111111111111)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:16:27.130937,"(2.6, 5.5, 3.7104347826086954)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.923111111111111)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:16:28.028227,"(2.6, 5.5, 3.7104347826086954)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.923111111111111)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:16:28.917435,"(2.6, 5.5, 3.7104347826086954)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.923111111111111)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:16:29.840516,"(2.6, 5.5, 3.7104347826086954)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.923111111111111)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:16:30.735739,"(2.6, 5.5, 3.7104347826086954)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.923111111111111)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:16:31.637063,"(2.6, 5.5, 3.7104347826086954)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.923111111111111)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:16:32.545300,"(2.6, 5.5, 3.7104347826086954)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.923111111111111)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:16:33.429693,"(2.6, 5.5, 3.7104347826086954)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.923111111111111)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:16:34.351853,"(2.6, 5.5, 3.7104347826086954)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.923111111111111)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:16:35.246281,"(2.6, 5.5, 3.7104347826086954)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.923111111111111)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:16:36.184941,"(2.6, 5.5, 3.7104347826086954)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.923111111111111)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:16:37.085465,"(2.6, 5.5, 3.7104347826086954)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.923111111111111)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:16:37.995276,"(2.6, 5.5, 3.7104347826086954)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.923111111111111)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:16:38.890516,"(2.6, 5.5, 3.7104347826086954)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.923111111111111)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:16:39.809306,"(2.6, 5.5, 3.7104347826086954)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.923111111111111)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:16:40.725912,"(2.6, 5.5, 3.7104347826086954)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.923111111111111)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:16:41.645192,"(2.6, 5.5, 3.7104347826086954)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.923111111111111)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:16:42.552206,"(2.6, 5.5, 3.7104347826086954)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.923111111111111)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:16:43.445115,"(2.6, 5.5, 3.7104347826086954)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.923111111111111)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:16:44.400467,"(2.6, 5.5, 3.7104347826086954)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.923111111111111)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:16:45.320710,"(2.6, 5.5, 3.7104347826086954)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.923111111111111)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:16:46.259804,"(2.6, 5.5, 3.7104347826086954)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.923111111111111)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:16:47.157298,"(2.6, 5.4, 3.671304347826087)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.923111111111111)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:16:48.081982,"(2.6, 5.4, 3.671304347826087)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.923111111111111)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
10-01-2023 10:16:48.981321,"(2.6, 5.4, 3.671304347826087)","(9.0, 48.0, 30.4)","(9.0, 48.0, 34.800000000000004)","(2.7, 7.2, 5.923111111111111)","(6.5, 27.0, 17.666666666666664)","(15.0, 190.0, 84.10000000000001)","(8.0, 28.0, 21.5625)"
