,Break The Clouds,Zipping Vienna,Buster Banjo,Mandragora,Eskimo Fly,Whiskey Reef,Aston Zabbar,Aston Rozee
05-01-2023 17:12:50.810599,"(4.2, 7.6, 5.05)","(3.2, 3.9, 3.059659090909091)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 37.5)","(7.5, 16.5, 15.875)","(10.0, 12.5, 11.588888888888889)","(8.0, 19.0, 11.533333333333333)","(21.0, 55.0, 36.25)"
05-01-2023 17:12:52.032531,"(4.2, 7.6, 5.05)","(3.2, 3.9, 3.059659090909091)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 37.5)","(7.5, 16.5, 15.875)","(10.0, 12.5, 11.588888888888889)","(8.0, 19.0, 11.533333333333333)","(21.0, 55.0, 36.25)"
05-01-2023 17:12:53.145627,"(4.2, 7.6, 5.05)","(3.2, 3.9, 3.059659090909091)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 37.5)","(7.5, 16.5, 15.875)","(10.0, 12.5, 11.588888888888889)","(8.0, 19.0, 11.533333333333333)","(21.0, 55.0, 36.25)"
05-01-2023 17:12:54.264211,"(4.2, 7.6, 5.05)","(3.2, 3.9, 3.059659090909091)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 37.5)","(7.5, 16.5, 15.875)","(10.0, 12.5, 11.588888888888889)","(8.0, 19.0, 14.440000000000001)","(21.0, 55.0, 36.25)"
05-01-2023 17:12:55.312208,"(4.2, 7.6, 5.05)","(3.2, 3.9, 3.059659090909091)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 37.5)","(7.5, 16.5, 15.875)","(10.0, 12.5, 11.588888888888889)","(8.0, 19.0, 14.440000000000001)","(21.0, 55.0, 36.25)"
05-01-2023 17:12:56.546899,"(4.2, 7.6, 5.05)","(3.2, 3.9, 3.059659090909091)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 37.5)","(7.5, 16.5, 15.875)","(10.0, 12.5, 11.588888888888889)","(8.0, 19.0, 15.2)","(21.0, 55.0, 36.25)"
05-01-2023 17:12:57.570486,"(4.2, 7.6, 5.05)","(3.2, 3.9, 3.059659090909091)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 37.5)","(7.5, 16.5, 15.875)","(10.0, 12.5, 11.588888888888889)","(8.0, 19.0, 15.2)","(21.0, 55.0, 36.25)"
05-01-2023 17:12:58.674392,"(4.2, 7.6, 5.05)","(3.2, 3.9, 3.059659090909091)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 37.5)","(7.5, 16.5, 15.875)","(10.0, 12.5, 11.588888888888889)","(8.0, 19.0, 15.2)","(21.0, 55.0, 36.25)"
05-01-2023 17:12:59.660361,"(4.2, 7.6, 5.05)","(3.2, 3.9, 3.059659090909091)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 37.5)","(7.5, 16.5, 15.875)","(10.0, 12.5, 11.588888888888889)","(8.0, 19.0, 15.2)","(21.0, 55.0, 36.25)"
05-01-2023 17:13:00.736467,"(4.2, 7.6, 5.05)","(3.2, 3.9, 3.059659090909091)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 37.5)","(7.5, 16.5, 15.875)","(10.0, 12.5, 11.588888888888889)","(8.0, 19.0, 15.2)","(21.0, 55.0, 36.25)"
05-01-2023 17:13:01.830818,"(4.2, 7.6, 5.05)","(3.2, 3.9, 3.059659090909091)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 37.5)","(7.5, 16.5, 15.875)","(10.0, 12.5, 11.588888888888889)","(8.0, 19.0, 15.2)","(21.0, 55.0, 36.25)"
05-01-2023 17:13:02.880494,"(4.2, 7.6, 5.05)","(3.2, 3.9, 3.059659090909091)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 37.5)","(7.5, 16.5, 15.875)","(10.0, 12.5, 11.588888888888889)","(8.0, 19.0, 15.2)","(21.0, 55.0, 36.25)"
05-01-2023 17:13:04.061674,"(4.2, 7.6, 5.05)","(3.2, 3.9, 3.059659090909091)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 37.5)","(7.5, 16.5, 15.875)","(10.0, 12.5, 11.588888888888889)","(8.0, 19.0, 15.2)","(21.0, 55.0, 36.25)"
05-01-2023 17:13:05.245303,"(4.2, 7.6, 5.05)","(3.2, 3.9, 3.059659090909091)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 37.5)","(7.5, 16.5, 15.875)","(10.0, 12.5, 11.588888888888889)","(8.0, 19.0, 15.2)","(21.0, 55.0, 36.25)"
05-01-2023 17:13:06.571619,"(4.2, 7.6, 5.05)","(3.2, 3.9, 3.059659090909091)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 37.5)","(7.5, 16.5, 15.875)","(10.0, 12.5, 11.588888888888889)","(8.0, 19.0, 15.2)","(21.0, 55.0, 36.25)"
05-01-2023 17:13:07.835391,"(4.2, 7.6, 5.05)","(3.2, 3.9, 3.059659090909091)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 37.5)","(7.5, 16.5, 15.875)","(10.0, 12.5, 11.588888888888889)","(8.0, 19.0, 17.371428571428574)","(21.0, 55.0, 36.25)"
05-01-2023 17:13:09.078166,"(4.2, 7.6, 5.05)","(3.2, 3.9, 3.059659090909091)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 37.5)","(7.5, 16.5, 15.875)","(10.0, 12.5, 11.588888888888889)","(8.0, 19.0, 17.371428571428574)","(21.0, 55.0, 36.25)"
05-01-2023 17:13:10.384502,"(4.2, 7.6, 5.05)","(3.2, 3.9, 3.059659090909091)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 37.5)","(7.5, 16.5, 15.875)","(10.0, 12.5, 11.588888888888889)","(8.0, 19.0, 17.371428571428574)","(21.0, 55.0, 36.25)"
05-01-2023 17:13:11.673548,"(4.2, 7.6, 5.05)","(3.2, 3.9, 3.059659090909091)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 37.5)","(7.5, 16.5, 15.875)","(10.0, 12.5, 11.588888888888889)","(8.0, 19.0, 17.371428571428574)","(21.0, 55.0, 36.25)"
05-01-2023 17:13:12.934081,"(4.2, 7.6, 5.05)","(3.2, 3.9, 3.059659090909091)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 37.5)","(7.5, 16.5, 15.875)","(10.0, 12.5, 11.588888888888889)","(8.0, 19.0, 17.371428571428574)","(21.0, 55.0, 36.25)"
05-01-2023 17:13:14.132530,"(4.2, 7.6, 5.05)","(3.2, 3.9, 3.059659090909091)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 37.5)","(7.5, 16.5, 15.875)","(10.0, 12.5, 11.588888888888889)","(8.0, 19.0, 16.511111111111113)","(21.0, 55.0, 36.25)"
05-01-2023 17:13:15.333181,"(4.2, 7.6, 5.05)","(3.2, 3.9, 3.059659090909091)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 37.5)","(7.5, 16.5, 15.875)","(10.0, 12.5, 11.588888888888889)","(8.0, 19.0, 14.600000000000001)","(21.0, 55.0, 36.25)"
05-01-2023 17:13:16.501572,"(4.2, 7.6, 5.05)","(3.2, 3.9, 3.059659090909091)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 37.5)","(7.5, 16.5, 15.875)","(10.0, 12.5, 11.588888888888889)","(8.0, 19.0, 14.600000000000001)","(21.0, 55.0, 36.25)"
05-01-2023 17:13:17.607065,"(4.2, 7.6, 5.05)","(3.2, 3.9, 3.059659090909091)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 37.5)","(7.5, 16.5, 15.875)","(10.0, 12.5, 11.588888888888889)","(8.0, 19.0, 14.600000000000001)","(21.0, 55.0, 36.25)"
05-01-2023 17:13:18.734375,"(4.2, 7.6, 5.05)","(3.2, 3.9, 3.059659090909091)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 37.5)","(7.5, 16.5, 15.875)","(10.0, 12.5, 11.588888888888889)","(8.0, 19.0, 14.600000000000001)","(21.0, 55.0, 36.25)"
05-01-2023 17:13:19.899328,"(4.2, 7.6, 5.05)","(3.2, 3.9, 3.059659090909091)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 37.5)","(7.5, 16.5, 15.875)","(10.0, 12.5, 11.588888888888889)","(8.0, 19.0, 14.600000000000001)","(21.0, 55.0, 36.25)"
05-01-2023 17:13:21.066002,"(4.2, 7.6, 5.05)","(3.2, 3.9, 3.059659090909091)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 37.5)","(7.5, 16.5, 15.875)","(10.0, 12.5, 11.588888888888889)","(8.0, 19.0, 14.600000000000001)","(21.0, 55.0, 36.25)"
05-01-2023 17:13:22.213125,"(4.2, 7.6, 5.05)","(3.2, 3.9, 3.059659090909091)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 37.5)","(7.5, 16.5, 15.875)","(10.0, 12.5, 11.588888888888889)","(8.0, 19.0, 16.511111111111113)","(21.0, 55.0, 36.25)"
05-01-2023 17:13:23.577292,"(4.2, 7.6, 5.05)","(3.2, 3.9, 3.059659090909091)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 37.5)","(7.5, 16.5, 15.875)","(10.0, 12.5, 11.588888888888889)","(8.0, 19.0, 16.511111111111113)","(21.0, 55.0, 36.25)"
05-01-2023 17:13:24.779134,"(4.2, 7.6, 5.05)","(3.2, 3.9, 3.059659090909091)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 37.5)","(7.5, 16.5, 15.875)","(10.0, 12.5, 11.588888888888889)","(8.0, 19.0, 16.511111111111113)","(21.0, 55.0, 36.25)"
05-01-2023 17:13:26.125356,"(4.2, 7.6, 5.05)","(3.2, 3.9, 3.059659090909091)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 37.5)","(7.5, 16.5, 15.875)","(10.0, 12.5, 11.588888888888889)","(8.0, 19.0, 15.2)","(21.0, 55.0, 36.25)"
05-01-2023 17:13:27.388158,"(4.2, 7.6, 5.05)","(3.2, 3.9, 3.059659090909091)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 37.5)","(7.5, 16.5, 15.875)","(10.0, 12.5, 11.588888888888889)","(8.0, 19.0, 15.2)","(21.0, 55.0, 36.25)"
05-01-2023 17:13:28.550612,"(4.2, 7.6, 5.05)","(3.2, 3.9, 3.059659090909091)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 37.5)","(7.5, 16.5, 15.875)","(10.0, 12.5, 11.588888888888889)","(8.0, 19.0, 15.2)","(21.0, 55.0, 36.25)"
05-01-2023 17:13:29.668428,"(4.2, 7.6, 5.05)","(3.2, 3.9, 3.059659090909091)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 37.5)","(7.5, 16.5, 15.875)","(10.0, 12.5, 11.588888888888889)","(8.0, 19.0, 15.2)","(21.0, 55.0, 36.25)"
05-01-2023 17:13:30.769271,"(4.2, 7.6, 5.05)","(3.2, 3.9, 3.059659090909091)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 37.5)","(7.5, 16.5, 15.875)","(10.0, 12.5, 11.588888888888889)","(8.0, 19.0, 15.2)","(21.0, 55.0, 36.25)"
05-01-2023 17:13:31.831317,"(4.2, 7.6, 5.05)","(3.2, 3.9, 3.059659090909091)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 37.5)","(7.5, 16.5, 15.875)","(10.0, 12.5, 11.588888888888889)","(8.0, 19.0, 15.2)","(21.0, 55.0, 36.25)"
05-01-2023 17:13:32.935810,"(4.2, 7.6, 5.05)","(3.2, 3.9, 3.059659090909091)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 37.5)","(7.5, 16.5, 15.875)","(10.0, 12.5, 11.588888888888889)","(8.0, 19.0, 15.2)","(21.0, 55.0, 36.25)"
05-01-2023 17:13:33.995765,"(4.2, 7.6, 5.05)","(3.2, 3.9, 3.059659090909091)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 37.5)","(7.5, 16.5, 15.875)","(10.0, 12.5, 11.588888888888889)","(8.0, 19.0, 15.2)","(21.0, 55.0, 36.25)"
05-01-2023 17:13:35.130708,"(4.2, 7.6, 5.05)","(3.2, 3.9, 3.059659090909091)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 37.5)","(7.5, 16.5, 15.875)","(10.0, 12.5, 11.588888888888889)","(8.0, 19.0, 15.2)","(21.0, 55.0, 36.25)"
05-01-2023 17:13:36.281835,"(4.2, 7.6, 5.05)","(3.2, 3.9, 3.059659090909091)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 37.5)","(7.5, 16.5, 15.875)","(10.0, 12.5, 11.588888888888889)","(8.0, 19.0, 15.2)","(21.0, 55.0, 36.25)"
05-01-2023 17:13:37.371573,"(4.2, 7.6, 5.05)","(3.2, 3.9, 3.059659090909091)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 37.5)","(7.5, 16.5, 15.875)","(10.0, 12.5, 11.588888888888889)","(8.0, 19.0, 15.2)","(21.0, 55.0, 36.25)"
05-01-2023 17:13:38.560827,"(4.2, 7.6, 5.05)","(3.2, 3.9, 3.059659090909091)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 37.5)","(7.5, 16.5, 15.875)","(10.0, 12.5, 11.588888888888889)","(8.0, 19.0, 15.2)","(21.0, 55.0, 36.25)"
05-01-2023 17:13:39.675042,"(4.2, 7.6, 5.05)","(3.2, 3.9, 3.059659090909091)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 37.5)","(7.5, 16.5, 15.875)","(10.0, 12.5, 11.588888888888889)","(8.0, 19.0, 15.2)","(21.0, 55.0, 36.25)"
05-01-2023 17:13:40.807813,"(4.2, 7.6, 5.05)","(3.2, 3.9, 3.059659090909091)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 37.5)","(7.5, 16.5, 15.875)","(10.0, 12.5, 11.588888888888889)","(8.0, 19.0, 15.2)","(21.0, 55.0, 36.25)"
05-01-2023 17:13:41.984113,"(4.2, 7.6, 5.05)","(3.2, 3.9, 3.059659090909091)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 37.5)","(7.5, 16.5, 15.875)","(10.0, 12.5, 11.588888888888889)","(8.0, 19.0, 16.46666666666667)","(21.0, 55.0, 28.454545454545453)"
05-01-2023 17:13:43.268464,"(4.2, 7.6, 5.05)","(3.2, 3.9, 3.059659090909091)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 33.0)","(7.5, 16.5, 15.875)","(10.0, 12.5, 11.588888888888889)","(8.0, 19.0, 16.46666666666667)","(21.0, 55.0, 34.14285714285714)"
05-01-2023 17:13:44.445601,"(4.2, 7.6, 5.05)","(3.2, 3.9, 3.059659090909091)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 33.0)","(7.5, 16.5, 13.6875)","(10.0, 12.5, 11.588888888888889)","(8.0, 19.0, 16.46666666666667)","(21.0, 55.0, 34.14285714285714)"
05-01-2023 17:13:45.534876,"(4.2, 7.6, 5.05)","(3.2, 3.9, 3.059659090909091)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 33.0)","(7.5, 14.0, 13.25)","(10.0, 12.5, 11.588888888888889)","(8.0, 19.0, 17.733333333333334)","(21.0, 55.0, 34.14285714285714)"
05-01-2023 17:13:46.677143,"(4.2, 7.6, 5.05)","(3.2, 3.9, 3.059659090909091)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 33.0)","(7.5, 13.5, 13.25)","(10.0, 12.5, 11.588888888888889)","(8.0, 19.0, 17.733333333333334)","(21.0, 55.0, 34.14285714285714)"
05-01-2023 17:13:47.852734,"(4.2, 7.6, 5.05)","(3.2, 3.9, 3.059659090909091)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 33.0)","(7.5, 13.5, 13.25)","(10.0, 12.5, 11.588888888888889)","(8.0, 19.0, 17.733333333333334)","(21.0, 55.0, 34.14285714285714)"
05-01-2023 17:13:49.018062,"(4.2, 7.6, 5.05)","(3.2, 3.9, 3.059659090909091)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 33.0)","(7.5, 13.5, 13.25)","(10.0, 12.5, 11.588888888888889)","(8.0, 19.0, 17.733333333333334)","(21.0, 55.0, 34.14285714285714)"
05-01-2023 17:13:50.159525,"(4.2, 7.6, 5.05)","(3.2, 3.9, 3.059659090909091)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 33.0)","(7.5, 13.5, 13.25)","(10.0, 12.5, 11.588888888888889)","(8.0, 19.0, 16.25)","(21.0, 55.0, 34.14285714285714)"
05-01-2023 17:13:51.266687,"(4.2, 7.6, 5.05)","(3.2, 3.9, 3.059659090909091)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 33.0)","(7.5, 13.5, 13.25)","(10.0, 12.5, 11.588888888888889)","(8.0, 19.0, 16.25)","(21.0, 55.0, 28.454545454545453)"
05-01-2023 17:13:52.639805,"(4.2, 7.6, 5.05)","(3.2, 3.9, 3.059659090909091)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 33.0)","(7.5, 15.0, 14.5625)","(10.0, 12.5, 11.588888888888889)","(8.0, 19.0, 16.25)","(21.0, 55.0, 28.454545454545453)"
05-01-2023 17:13:53.740321,"(4.2, 7.6, 5.05)","(3.2, 3.9, 3.059659090909091)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 33.0)","(7.5, 15.0, 14.5625)","(10.0, 12.5, 11.588888888888889)","(8.0, 19.0, 16.25)","(21.0, 55.0, 28.454545454545453)"
05-01-2023 17:13:55.185334,"(4.2, 7.6, 5.05)","(3.2, 3.9, 3.059659090909091)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 33.0)","(7.5, 15.0, 14.5625)","(10.0, 12.5, 11.588888888888889)","(8.0, 19.0, 16.25)","(21.0, 55.0, 28.454545454545453)"
05-01-2023 17:13:56.415562,"(4.2, 7.6, 5.05)","(3.2, 3.9, 3.059659090909091)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 33.0)","(7.5, 15.0, 14.5625)","(10.0, 12.5, 11.588888888888889)","(8.0, 19.0, 16.6)","(21.0, 55.0, 28.81818181818182)"
05-01-2023 17:13:57.574511,"(4.2, 7.6, 5.05)","(3.2, 3.9, 3.059659090909091)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 33.0)","(7.5, 15.0, 14.5625)","(10.0, 12.5, 11.588888888888889)","(8.0, 19.0, 14.760000000000002)","(21.0, 55.0, 28.81818181818182)"
05-01-2023 17:13:59.010409,"(4.2, 7.6, 5.05)","(3.2, 3.9, 3.059659090909091)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 33.0)","(7.5, 15.0, 14.5625)","(10.0, 12.5, 11.588888888888889)","(8.0, 19.0, 14.760000000000002)","(21.0, 55.0, 28.81818181818182)"
05-01-2023 17:14:00.265763,"(4.2, 7.6, 5.05)","(3.2, 3.9, 3.059659090909091)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 33.0)","(7.5, 15.0, 14.5625)","(10.0, 12.5, 11.588888888888889)","(8.0, 19.0, 14.760000000000002)","(21.0, 55.0, 28.81818181818182)"
05-01-2023 17:14:01.368924,"(4.2, 7.6, 5.05)","(3.2, 3.9, 3.059659090909091)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 33.0)","(7.5, 15.0, 14.5625)","(10.0, 13.0, 10.05263157894737)","(8.0, 19.0, 14.68)","(21.0, 55.0, 28.81818181818182)"
05-01-2023 17:14:02.532398,"(4.2, 7.6, 5.05)","(3.2, 3.9, 3.059659090909091)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 33.0)","(7.5, 15.0, 14.5625)","(10.0, 13.0, 10.05263157894737)","(8.0, 19.0, 14.68)","(21.0, 55.0, 28.81818181818182)"
05-01-2023 17:14:03.700948,"(4.2, 7.6, 5.05)","(3.2, 3.9, 3.059659090909091)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 33.0)","(7.5, 16.5, 15.875)","(10.0, 12.5, 10.610000000000001)","(8.0, 19.0, 15.914285714285715)","(21.0, 55.0, 28.81818181818182)"
05-01-2023 17:14:04.893720,"(4.2, 7.6, 5.05)","(3.2, 3.9, 3.059659090909091)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 33.0)","(7.5, 16.5, 15.875)","(10.0, 12.5, 10.610000000000001)","(8.0, 19.0, 16.644444444444446)","(21.0, 55.0, 28.81818181818182)"
05-01-2023 17:14:06.032070,"(4.2, 7.6, 5.05)","(3.2, 3.9, 3.059659090909091)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 33.0)","(7.5, 16.5, 15.875)","(10.0, 12.5, 10.610000000000001)","(8.0, 19.0, 16.644444444444446)","(21.0, 55.0, 28.81818181818182)"
05-01-2023 17:14:07.298962,"(4.2, 7.6, 5.05)","(3.2, 3.9, 3.059659090909091)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 33.0)","(7.5, 16.5, 15.875)","(10.0, 12.5, 10.610000000000001)","(8.0, 19.0, 16.644444444444446)","(21.0, 55.0, 28.81818181818182)"
05-01-2023 17:14:08.563186,"(4.2, 7.6, 5.05)","(3.2, 3.9, 3.059659090909091)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 33.0)","(7.5, 16.5, 15.875)","(10.0, 12.5, 10.610000000000001)","(8.0, 19.0, 16.96)","(21.0, 55.0, 28.81818181818182)"
05-01-2023 17:14:09.849339,"(4.2, 7.6, 5.05)","(3.2, 3.85, 3.25)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 33.0)","(7.5, 16.5, 15.875)","(10.0, 12.5, 10.610000000000001)","(8.0, 19.0, 16.96)","(21.0, 55.0, 29.18181818181818)"
05-01-2023 17:14:11.018090,"(4.2, 7.6, 5.013043478260869)","(3.2, 3.85, 3.25)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 33.0)","(7.5, 16.5, 15.875)","(10.0, 12.5, 11.046153846153846)","(8.0, 19.0, 16.96)","(21.0, 55.0, 35.8)"
05-01-2023 17:14:12.150102,"(4.2, 7.6, 5.013043478260869)","(3.2, 3.85, 3.25)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 33.0)","(7.5, 16.5, 15.875)","(10.0, 12.5, 11.046153846153846)","(8.0, 19.0, 16.96)","(21.0, 55.0, 28.81818181818182)"
05-01-2023 17:14:13.202120,"(4.2, 7.6, 4.625)","(3.2, 3.85, 3.25)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 33.0)","(7.5, 16.5, 15.875)","(10.0, 12.5, 11.046153846153846)","(8.0, 19.0, 16.96)","(21.0, 55.0, 28.81818181818182)"
05-01-2023 17:14:14.367007,"(4.2, 7.6, 4.9021739130434785)","(3.2, 3.85, 3.1115384615384616)","(3.5, 5.6, 4.916666666666666)","(21.0, 60.0, 33.0)","(7.5, 16.5, 15.875)","(10.0, 12.5, 11.046153846153846)","(8.0, 19.0, 16.2)","(21.0, 55.0, 28.81818181818182)"
05-01-2023 17:14:15.584179,"(4.2, 7.6, 4.9021739130434785)","(3.2, 3.85, 3.1115384615384616)","(3.5, 5.6, 4.916666666666666)","(21.0, 55.0, 35.27777777777778)","(7.5, 16.5, 15.875)","(10.0, 12.5, 11.046153846153846)","(8.0, 19.0, 17.52307692307692)","(21.0, 55.0, 39.22222222222222)"
05-01-2023 17:14:16.859297,"(4.2, 7.6, 4.625)","(3.2, 3.85, 3.2038461538461536)","(3.5, 5.6, 4.916666666666666)","(21.0, 55.0, 35.27777777777778)","(7.5, 16.5, 15.875)","(10.0, 12.5, 11.046153846153846)","(8.0, 19.0, 17.52307692307692)","(21.0, 55.0, 39.22222222222222)"
05-01-2023 17:14:18.174440,"(4.2, 7.6, 5.013043478260869)","(3.2, 3.85, 3.2038461538461536)","(3.5, 5.6, 4.916666666666666)","(21.0, 55.0, 35.27777777777778)","(7.5, 16.5, 15.875)","(10.0, 12.5, 11.046153846153846)","(8.0, 19.0, 13.44)","(21.0, 55.0, 36.06666666666666)"
05-01-2023 17:14:19.449072,"(4.2, 7.6, 5.013043478260869)","(3.2, 3.85, 3.2038461538461536)","(3.5, 5.6, 4.074999999999999)","(21.0, 55.0, 39.83333333333333)","(7.5, 16.5, 15.875)","(10.0, 12.5, 11.450000000000001)","(8.0, 16.0, 11.700000000000001)","(21.0, 55.0, 36.06666666666666)"
05-01-2023 17:14:20.703060,"(4.2, 7.6, 4.4975000000000005)","(3.2, 3.85, 3.2038461538461536)","(3.5, 4.6, 4.074999999999999)","(21.0, 50.0, 39.83333333333333)","(7.5, 16.5, 15.875)","(10.0, 12.5, 11.450000000000001)","(8.0, 15.5, 11.700000000000001)","(21.0, 55.0, 36.06666666666666)"
05-01-2023 17:14:21.952758,"(4.2, 7.6, 4.9021739130434785)","(3.2, 3.85, 3.2038461538461536)","(3.5, 4.6, 4.05)","(21.0, 50.0, 39.83333333333333)","(7.5, 16.5, 15.875)","(10.0, 12.5, 11.450000000000001)","(8.0, 15.5, 11.700000000000001)","(21.0, 55.0, 36.06666666666666)"
05-01-2023 17:14:23.211056,"(4.2, 7.6, 4.9021739130434785)","(3.2, 3.85, 3.2038461538461536)","(3.5, 4.6, 4.199999999999999)","(21.0, 50.0, 39.83333333333333)","(7.5, 16.5, 15.875)","(10.0, 12.5, 11.450000000000001)","(8.0, 15.5, 11.700000000000001)","(21.0, 55.0, 36.06666666666666)"
05-01-2023 17:14:24.460091,"(4.2, 7.6, 4.9021739130434785)","(3.2, 3.85, 3.2038461538461536)","(3.5, 4.6, 4.199999999999999)","(21.0, 50.0, 39.83333333333333)","(7.5, 16.5, 15.875)","(10.0, 12.5, 11.450000000000001)","(8.0, 15.5, 11.833333333333334)","(21.0, 55.0, 36.06666666666666)"
05-01-2023 17:14:25.818902,"(4.2, 7.6, 4.685714285714286)","(3.2, 3.85, 3.2038461538461536)","(3.5, 4.6, 4.199999999999999)","(21.0, 50.0, 39.83333333333333)","(7.5, 16.5, 15.875)","(10.0, 12.5, 11.450000000000001)","(8.0, 15.5, 14.8)","(21.0, 55.0, 36.06666666666666)"
05-01-2023 17:14:27.198699,"(4.2, 7.6, 5.013043478260869)","(3.2, 3.85, 3.2038461538461536)","(3.5, 4.6, 3.68)","(21.0, 50.0, 39.83333333333333)","(7.5, 16.5, 15.875)","(10.0, 12.5, 11.450000000000001)","(8.0, 16.0, 14.8)","(21.0, 55.0, 36.06666666666666)"
05-01-2023 17:14:28.480539,"(4.2, 7.6, 5.013043478260869)","(3.2, 3.85, 3.2038461538461536)","(3.5, 4.6, 3.68)","(21.0, 50.0, 39.83333333333333)","(7.5, 16.5, 15.875)","(10.0, 12.5, 11.450000000000001)","(8.0, 16.0, 14.8)","(21.0, 55.0, 36.06666666666666)"
05-01-2023 17:14:29.699949,"(4.2, 7.6, 4.4975000000000005)","(3.2, 3.85, 3.2038461538461536)","(3.5, 4.6, 4.025)","(21.0, 50.0, 39.83333333333333)","(7.5, 16.5, 15.875)","(10.0, 12.5, 11.450000000000001)","(8.0, 16.0, 14.8)","(21.0, 55.0, 36.06666666666666)"
05-01-2023 17:14:30.902700,"(4.2, 7.6, 4.9021739130434785)","(3.2, 3.85, 3.2038461538461536)","(3.5, 4.6, 4.025)","(21.0, 50.0, 39.83333333333333)","(7.5, 16.5, 15.875)","(10.0, 12.5, 11.450000000000001)","(8.0, 16.0, 14.8)","(21.0, 55.0, 36.06666666666666)"
