,Break The Clouds,Zipping Vienna,Buster Banjo,Mandragora,Eskimo Fly,Whiskey Reef,Aston Zabbar,Aston Rozee
05-01-2023 17:17:55.380052,"(4.2, 7.6, 6.25)","(3.2, 3.8, 3.675)","(3.5, 4.8, 3.99)","(21.0, 48.0, 34.0)","(7.5, 18.0, 15.0)","(10.0, 12.5, 11.15)","(8.0, 16.0, 12.88888888888889)","(21.0, 46.0, 29.333333333333336)"
05-01-2023 17:17:56.583683,"(4.2, 7.6, 7.0)","(3.2, 3.8, 3.675)","(3.5, 4.8, 3.99)","(21.0, 48.0, 34.0)","(7.5, 18.0, 15.0)","(10.0, 12.5, 11.15)","(8.0, 16.0, 12.88888888888889)","(21.0, 46.0, 29.333333333333336)"
05-01-2023 17:17:57.768530,"(4.2, 7.6, 6.15)","(3.2, 3.8, 3.675)","(3.5, 4.8, 3.99)","(21.0, 48.0, 34.0)","(7.5, 18.0, 15.0)","(10.0, 12.5, 11.15)","(8.0, 16.0, 12.7)","(21.0, 46.0, 29.333333333333336)"
05-01-2023 17:17:58.912171,"(4.2, 7.6, 6.15)","(3.2, 3.8, 3.675)","(3.5, 4.8, 3.99)","(21.0, 48.0, 34.0)","(7.5, 16.5, 15.0)","(10.0, 12.5, 11.15)","(8.0, 15.5, 12.7)","(21.0, 46.0, 29.333333333333336)"
05-01-2023 17:18:00.107557,"(4.2, 7.6, 6.15)","(3.2, 3.8, 3.675)","(3.5, 4.8, 3.99)","(21.0, 48.0, 34.0)","(7.5, 16.5, 15.0)","(10.0, 12.5, 11.15)","(8.0, 15.5, 12.7)","(21.0, 46.0, 29.333333333333336)"
05-01-2023 17:18:01.246385,"(4.2, 7.6, 6.15)","(3.2, 3.8, 3.675)","(3.5, 4.8, 3.99)","(21.0, 48.0, 34.0)","(7.5, 16.5, 15.0)","(10.0, 12.5, 11.15)","(8.0, 15.5, 12.7)","(21.0, 46.0, 29.333333333333336)"
05-01-2023 17:18:02.429016,"(4.2, 7.6, 6.15)","(3.2, 3.8, 3.675)","(3.5, 4.8, 3.99)","(21.0, 48.0, 34.0)","(7.5, 16.5, 16.0)","(10.0, 12.5, 11.15)","(8.0, 15.5, 12.7)","(21.0, 46.0, 29.333333333333336)"
05-01-2023 17:18:03.586178,"(4.2, 7.6, 6.15)","(3.2, 3.8, 3.675)","(3.5, 4.8, 3.99)","(21.0, 48.0, 34.0)","(7.5, 16.5, 16.0)","(10.0, 12.5, 11.15)","(8.0, 15.5, 12.7)","(21.0, 46.0, 29.333333333333336)"
05-01-2023 17:18:04.791307,"(4.2, 7.6, 6.15)","(3.2, 3.8, 3.675)","(3.5, 4.8, 3.99)","(21.0, 48.0, 34.0)","(7.5, 16.5, 15.0)","(10.0, 12.5, 11.15)","(8.0, 15.5, 12.7)","(21.0, 46.0, 29.333333333333336)"
05-01-2023 17:18:06.015788,"(4.2, 7.6, 7.116666666666666)","(3.2, 3.8, 3.675)","(3.5, 4.8, 3.99)","(21.0, 48.0, 34.0)","(7.5, 16.5, 15.0)","(10.0, 12.5, 11.15)","(8.0, 15.5, 12.7)","(21.0, 46.0, 29.333333333333336)"
05-01-2023 17:18:07.184786,"(4.2, 7.6, 6.8999999999999995)","(3.2, 3.8, 3.675)","(3.5, 4.8, 3.99)","(21.0, 48.0, 34.0)","(7.5, 16.5, 15.0)","(10.0, 12.5, 11.15)","(8.0, 15.5, 12.7)","(21.0, 46.0, 29.333333333333336)"
05-01-2023 17:18:08.298461,"(4.2, 7.6, 6.8999999999999995)","(3.2, 3.8, 3.675)","(3.5, 4.8, 3.99)","(21.0, 48.0, 34.0)","(7.5, 16.5, 15.0)","(10.0, 12.5, 11.15)","(8.0, 15.5, 12.7)","(21.0, 46.0, 29.333333333333336)"
05-01-2023 17:18:09.369046,"(4.2, 7.6, 6.15)","(3.2, 3.8, 3.675)","(3.5, 4.8, 3.99)","(21.0, 48.0, 34.0)","(7.5, 16.5, 15.0)","(10.0, 12.5, 11.15)","(8.0, 15.5, 12.7)","(21.0, 46.0, 29.333333333333336)"
05-01-2023 17:18:10.531238,"(4.2, 7.6, 6.15)","(3.2, 3.8, 3.675)","(3.5, 4.8, 3.99)","(21.0, 48.0, 34.0)","(7.5, 16.5, 15.0)","(10.0, 12.5, 11.15)","(8.0, 15.5, 12.7)","(21.0, 46.0, 29.333333333333336)"
05-01-2023 17:18:11.661355,"(4.2, 7.6, 6.15)","(3.2, 3.8, 3.675)","(3.5, 4.8, 3.99)","(21.0, 48.0, 34.0)","(7.5, 16.5, 15.0)","(10.0, 12.5, 11.15)","(8.0, 15.5, 12.7)","(21.0, 46.0, 29.333333333333336)"
05-01-2023 17:18:12.850728,"(4.2, 7.6, 6.15)","(3.2, 3.8, 3.675)","(3.5, 4.8, 3.99)","(21.0, 48.0, 34.0)","(7.5, 16.5, 15.0)","(10.0, 12.5, 11.15)","(8.0, 15.5, 12.636363636363637)","(21.0, 46.0, 29.333333333333336)"
05-01-2023 17:18:14.058783,"(4.2, 7.6, 6.15)","(3.2, 3.8, 3.675)","(3.5, 4.8, 3.99)","(21.0, 48.0, 34.0)","(7.5, 16.5, 15.0)","(10.0, 12.5, 11.15)","(8.0, 15.5, 12.636363636363637)","(21.0, 46.0, 29.333333333333336)"
05-01-2023 17:18:15.330673,"(4.2, 7.6, 6.15)","(3.2, 3.8, 3.675)","(3.5, 4.8, 3.99)","(21.0, 48.0, 34.0)","(7.5, 16.5, 15.0)","(10.0, 12.5, 11.15)","(8.0, 15.5, 12.636363636363637)","(21.0, 46.0, 29.333333333333336)"
05-01-2023 17:18:16.565363,"(4.2, 7.6, 6.15)","(3.2, 3.8, 3.675)","(3.5, 4.8, 3.99)","(21.0, 48.0, 34.0)","(7.5, 16.5, 15.0)","(10.0, 12.5, 11.15)","(8.0, 15.5, 12.636363636363637)","(21.0, 46.0, 29.333333333333336)"
05-01-2023 17:18:17.764814,"(4.2, 7.6, 6.8999999999999995)","(3.2, 3.8, 3.675)","(3.5, 4.8, 3.99)","(21.0, 48.0, 34.0)","(7.5, 16.5, 15.0)","(10.0, 12.5, 11.15)","(8.0, 15.5, 12.636363636363637)","(21.0, 46.0, 29.333333333333336)"
05-01-2023 17:18:18.892901,"(4.2, 7.6, 6.8999999999999995)","(3.2, 3.8, 3.675)","(3.5, 4.8, 3.99)","(21.0, 48.0, 34.0)","(7.5, 16.5, 15.0)","(10.0, 12.5, 11.15)","(8.0, 15.5, 12.636363636363637)","(21.0, 46.0, 29.333333333333336)"
05-01-2023 17:18:20.077542,"(4.2, 7.6, 6.8999999999999995)","(3.2, 3.8, 3.675)","(3.5, 4.8, 3.99)","(21.0, 48.0, 34.0)","(7.5, 16.5, 15.0)","(10.0, 12.5, 11.15)","(8.0, 15.5, 12.7)","(21.0, 46.0, 29.333333333333336)"
05-01-2023 17:18:21.194377,"(4.2, 7.6, 6.8999999999999995)","(3.2, 3.8, 3.675)","(3.5, 4.8, 3.99)","(21.0, 48.0, 34.0)","(7.5, 16.5, 15.0)","(10.0, 12.5, 11.15)","(8.0, 15.5, 12.7)","(21.0, 46.0, 29.333333333333336)"
05-01-2023 17:18:22.340319,"(4.2, 7.6, 6.15)","(3.2, 3.8, 3.675)","(3.5, 4.8, 3.99)","(21.0, 48.0, 34.0)","(7.5, 16.5, 15.0)","(10.0, 12.5, 11.15)","(8.0, 15.5, 12.7)","(21.0, 46.0, 29.333333333333336)"
05-01-2023 17:18:23.530609,"(4.2, 7.6, 6.15)","(3.2, 3.8, 3.675)","(3.5, 4.8, 3.99)","(21.0, 48.0, 34.0)","(7.5, 16.5, 15.0)","(10.0, 12.5, 11.15)","(8.0, 15.5, 12.6)","(21.0, 46.0, 29.333333333333336)"
05-01-2023 17:18:24.725644,"(4.2, 7.6, 6.15)","(3.2, 3.8, 3.675)","(3.5, 4.8, 3.99)","(21.0, 48.0, 34.0)","(7.5, 16.5, 15.0)","(10.0, 12.5, 11.15)","(8.0, 15.0, 12.6)","(21.0, 46.0, 29.333333333333336)"
05-01-2023 17:18:25.930274,"(4.2, 7.6, 7.116666666666666)","(3.2, 3.8, 3.675)","(3.5, 4.8, 3.99)","(21.0, 46.0, 28.666666666666664)","(7.5, 16.5, 15.0)","(10.0, 12.5, 11.15)","(8.0, 15.0, 12.6)","(21.0, 46.0, 29.333333333333336)"
05-01-2023 17:18:27.168869,"(4.2, 7.6, 7.199999999999999)","(3.2, 3.8, 3.675)","(3.5, 4.8, 3.99)","(21.0, 46.0, 28.666666666666664)","(7.5, 16.5, 15.0)","(10.0, 12.5, 11.15)","(8.0, 15.0, 13.285714285714286)","(21.0, 46.0, 29.333333333333336)"
05-01-2023 17:18:28.352281,"(4.2, 7.6, 7.199999999999999)","(3.2, 3.8, 3.675)","(3.5, 4.8, 3.99)","(21.0, 46.0, 28.666666666666664)","(7.5, 16.5, 15.0)","(10.0, 12.5, 11.15)","(8.0, 16.5, 13.285714285714286)","(21.0, 46.0, 29.333333333333336)"
05-01-2023 17:18:29.615168,"(4.2, 7.6, 7.039999999999999)","(3.2, 3.8, 3.675)","(3.5, 4.8, 3.99)","(21.0, 46.0, 28.666666666666664)","(7.5, 16.5, 15.0)","(10.0, 12.5, 11.15)","(8.0, 16.5, 13.285714285714286)","(21.0, 46.0, 29.333333333333336)"
05-01-2023 17:18:30.814253,"(4.2, 7.6, 7.039999999999999)","(3.2, 3.8, 3.675)","(3.5, 4.8, 3.99)","(21.0, 46.0, 28.666666666666664)","(7.5, 16.5, 15.0)","(10.0, 12.5, 11.15)","(8.0, 16.5, 13.285714285714286)","(21.0, 46.0, 29.333333333333336)"
05-01-2023 17:18:31.909166,"(4.2, 7.6, 7.039999999999999)","(3.2, 3.8, 3.675)","(3.5, 4.8, 3.99)","(21.0, 46.0, 28.666666666666664)","(7.5, 16.5, 15.0)","(10.0, 12.5, 11.15)","(8.0, 16.5, 13.285714285714286)","(21.0, 46.0, 29.333333333333336)"
05-01-2023 17:18:32.968861,"(4.2, 7.6, 7.039999999999999)","(3.2, 3.8, 3.675)","(3.5, 4.8, 3.99)","(21.0, 46.0, 28.666666666666664)","(7.5, 16.5, 15.0)","(10.0, 12.5, 11.15)","(8.0, 16.5, 13.285714285714286)","(21.0, 46.0, 29.333333333333336)"
05-01-2023 17:18:34.116750,"(4.2, 7.6, 7.039999999999999)","(3.2, 3.8, 3.675)","(3.5, 4.8, 3.99)","(21.0, 46.0, 28.666666666666664)","(7.5, 16.5, 15.0)","(10.0, 12.5, 11.15)","(8.0, 16.5, 13.285714285714286)","(21.0, 46.0, 29.333333333333336)"
05-01-2023 17:18:35.283765,"(4.2, 7.6, 7.039999999999999)","(3.2, 3.8, 3.675)","(3.5, 4.8, 3.99)","(21.0, 46.0, 28.666666666666664)","(7.5, 16.5, 15.0)","(10.0, 12.5, 11.15)","(8.0, 16.5, 13.285714285714286)","(21.0, 46.0, 29.333333333333336)"
05-01-2023 17:18:36.494232,"(4.2, 7.6, 7.039999999999999)","(3.2, 3.8, 3.675)","(3.5, 4.8, 3.99)","(21.0, 46.0, 28.666666666666664)","(7.5, 16.5, 15.0)","(10.0, 12.5, 11.15)","(8.0, 16.5, 13.285714285714286)","(21.0, 46.0, 29.333333333333336)"
05-01-2023 17:18:37.702950,"(4.2, 7.6, 7.039999999999999)","(3.2, 3.8, 3.675)","(3.5, 4.8, 3.99)","(21.0, 46.0, 28.666666666666664)","(7.5, 16.5, 15.0)","(10.0, 12.5, 11.15)","(8.0, 16.5, 13.285714285714286)","(21.0, 46.0, 29.333333333333336)"
05-01-2023 17:18:38.929533,"(4.2, 7.6, 7.039999999999999)","(3.2, 3.8, 3.675)","(3.5, 4.8, 3.99)","(21.0, 46.0, 28.666666666666664)","(7.5, 16.5, 15.0)","(10.0, 12.5, 11.15)","(8.0, 16.5, 13.285714285714286)","(21.0, 46.0, 29.333333333333336)"
05-01-2023 17:18:40.109744,"(4.2, 7.6, 7.039999999999999)","(3.2, 3.8, 3.675)","(3.5, 4.8, 3.99)","(21.0, 46.0, 28.666666666666664)","(7.5, 16.5, 15.0)","(10.0, 12.5, 11.15)","(8.0, 16.5, 13.285714285714286)","(21.0, 46.0, 29.333333333333336)"
05-01-2023 17:18:41.306702,"(4.2, 7.6, 7.039999999999999)","(3.2, 3.8, 3.675)","(3.5, 4.8, 3.99)","(21.0, 46.0, 28.666666666666664)","(7.5, 16.5, 13.75)","(10.0, 12.5, 11.15)","(8.0, 16.5, 13.285714285714286)","(21.0, 46.0, 29.333333333333336)"
05-01-2023 17:18:42.453669,"(4.2, 7.6, 7.039999999999999)","(3.2, 3.8, 3.675)","(3.5, 4.8, 3.99)","(21.0, 46.0, 28.666666666666664)","(7.5, 14.0, 13.75)","(10.0, 12.5, 11.15)","(8.0, 16.5, 13.285714285714286)","(21.0, 46.0, 29.333333333333336)"
05-01-2023 17:18:43.617043,"(4.2, 7.6, 7.039999999999999)","(3.2, 3.8, 3.675)","(3.5, 4.8, 3.99)","(21.0, 46.0, 28.666666666666664)","(7.5, 14.0, 13.75)","(10.0, 12.5, 11.15)","(8.0, 16.5, 13.285714285714286)","(21.0, 46.0, 29.333333333333336)"
05-01-2023 17:18:44.817930,"(4.2, 7.6, 7.06)","(3.2, 3.8, 3.7318181818181815)","(3.5, 4.8, 4.0636363636363635)","(21.0, 46.0, 28.666666666666664)","(7.5, 14.0, 13.75)","(10.0, 12.5, 11.6)","(8.0, 16.5, 13.285714285714286)","(21.0, 46.0, 29.333333333333336)"
05-01-2023 17:18:45.979411,"(4.2, 7.6, 7.228571428571428)","(3.2, 3.8, 3.7318181818181815)","(3.5, 4.8, 4.090909090909091)","(21.0, 46.0, 28.666666666666664)","(7.5, 14.0, 13.75)","(10.0, 12.5, 11.6)","(8.0, 16.5, 13.285714285714286)","(21.0, 46.0, 29.333333333333336)"
05-01-2023 17:18:47.221163,"(4.2, 7.6, 7.4)","(3.2, 3.8, 3.45)","(3.5, 4.8, 4.090909090909091)","(21.0, 46.0, 28.666666666666664)","(7.5, 14.0, 13.75)","(10.0, 12.5, 11.6)","(8.0, 16.5, 13.285714285714286)","(21.0, 46.0, 29.333333333333336)"
05-01-2023 17:18:48.493680,"(4.2, 7.6, 7.4)","(3.2, 3.8, 3.45)","(3.5, 4.8, 3.728571428571428)","(21.0, 46.0, 28.666666666666664)","(7.5, 14.0, 13.75)","(10.0, 12.5, 11.6)","(8.0, 16.5, 13.285714285714286)","(21.0, 46.0, 29.333333333333336)"
05-01-2023 17:18:49.691342,"(4.2, 7.6, 7.4)","(3.2, 3.8, 3.45)","(3.5, 4.8, 4.358823529411764)","(21.0, 46.0, 28.666666666666664)","(7.5, 14.0, 14.5)","(10.0, 12.5, 11.6)","(8.0, 16.5, 13.285714285714286)","(21.0, 46.0, 29.333333333333336)"
05-01-2023 17:18:50.899766,"(4.2, 7.6, 7.322222222222222)","(3.2, 3.8, 3.45)","(3.5, 4.8, 4.358823529411764)","(21.0, 46.0, 28.666666666666664)","(7.5, 17.5, 14.5)","(10.0, 12.5, 11.6)","(8.0, 16.5, 13.285714285714286)","(21.0, 46.0, 29.333333333333336)"
05-01-2023 17:18:52.114204,"(4.2, 7.6, 7.381818181818182)","(3.2, 3.8, 3.45)","(3.5, 4.8, 4.266666666666667)","(21.0, 46.0, 28.666666666666664)","(7.5, 17.5, 14.166666666666666)","(10.0, 12.5, 11.6)","(8.0, 16.5, 13.285714285714286)","(21.0, 46.0, 29.333333333333336)"
05-01-2023 17:18:53.317543,"(4.2, 7.6, 7.3)","(3.2, 3.8, 3.45)","(3.5, 4.8, 3.8200000000000003)","(21.0, 46.0, 28.666666666666664)","(7.5, 17.5, 14.166666666666666)","(10.0, 12.5, 11.6)","(8.0, 16.5, 13.285714285714286)","(21.0, 46.0, 29.333333333333336)"
05-01-2023 17:18:54.552710,"(4.2, 7.2, 6.7555555555555555)","(3.2, 3.8, 3.45)","(3.5, 4.7, 3.7294117647058824)","(21.0, 46.0, 28.666666666666664)","(7.5, 17.5, 14.166666666666666)","(10.0, 12.5, 11.6)","(8.0, 16.5, 13.285714285714286)","(21.0, 46.0, 29.333333333333336)"
05-01-2023 17:18:55.806465,"(4.2, 7.2, 6.7555555555555555)","(3.2, 3.8, 3.45)","(3.5, 4.7, 3.7294117647058824)","(21.0, 46.0, 28.666666666666664)","(7.5, 17.5, 14.75)","(10.0, 12.5, 11.6)","(8.0, 16.5, 14.25)","(21.0, 46.0, 29.333333333333336)"
05-01-2023 17:18:57.091091,"(4.2, 7.2, 6.7555555555555555)","(3.2, 3.8, 3.45)","(3.5, 4.7, 3.7294117647058824)","(21.0, 46.0, 28.666666666666664)","(7.5, 16.0, 14.75)","(10.0, 12.5, 11.6)","(8.0, 16.5, 14.25)","(21.0, 46.0, 29.333333333333336)"
05-01-2023 17:18:58.351361,"(4.2, 7.2, 6.7555555555555555)","(3.2, 3.8, 3.45)","(3.5, 4.7, 3.7294117647058824)","(21.0, 46.0, 28.666666666666664)","(7.5, 16.0, 14.75)","(10.0, 12.5, 11.6)","(8.0, 16.5, 14.25)","(21.0, 46.0, 29.333333333333336)"
05-01-2023 17:18:59.596225,"(4.2, 7.2, 6.628571428571428)","(3.2, 3.8, 3.45)","(3.5, 4.7, 3.7294117647058824)","(21.0, 46.0, 28.666666666666664)","(7.5, 16.0, 14.5)","(10.0, 12.5, 11.6)","(8.0, 16.5, 14.25)","(21.0, 46.0, 29.333333333333336)"
05-01-2023 17:19:00.823431,"(4.2, 7.2, 6.628571428571428)","(3.2, 3.8, 3.45)","(3.5, 4.7, 3.7294117647058824)","(21.0, 46.0, 28.666666666666664)","(7.5, 15.5, 14.5)","(10.0, 12.5, 11.6)","(8.0, 16.5, 14.444444444444445)","(21.0, 46.0, 29.333333333333336)"
05-01-2023 17:19:02.029332,"(4.2, 7.2, 6.628571428571428)","(3.2, 3.8, 3.45)","(3.5, 4.7, 3.7294117647058824)","(21.0, 46.0, 24.0)","(7.5, 15.5, 14.5)","(10.0, 12.5, 11.461538461538462)","(8.0, 17.5, 14.444444444444445)","(21.0, 46.0, 29.333333333333336)"
05-01-2023 17:19:03.247394,"(4.2, 7.2, 6.628571428571428)","(3.2, 3.8, 3.45)","(3.5, 4.7, 3.7294117647058824)","(21.0, 44.0, 24.0)","(7.5, 15.5, 14.5)","(10.0, 12.5, 11.461538461538462)","(8.0, 17.5, 14.444444444444445)","(21.0, 46.0, 24.125)"
05-01-2023 17:19:04.394186,"(4.2, 6.8, 6.3428571428571425)","(3.2, 3.75, 3.126)","(3.5, 4.6, 4.266666666666667)","(21.0, 42.0, 22.22222222222222)","(7.5, 15.5, 14.5)","(10.0, 12.5, 11.461538461538462)","(8.0, 17.0, 15.333333333333334)","(21.0, 46.0, 24.125)"
05-01-2023 17:19:05.461231,"(4.2, 7.0, 5.866666666666666)","(3.2, 3.7, 3.4692307692307693)","(3.5, 4.6, 4.125)","(21.0, 40.0, 22.0)","(7.5, 15.5, 14.5)","(10.0, 12.5, 11.461538461538462)","(8.0, 17.0, 15.333333333333334)","(21.0, 46.0, 24.125)"
05-01-2023 17:19:06.578106,"(4.2, 6.6, 5.733333333333333)","(3.2, 3.7, 3.2833333333333337)","(3.5, 4.6, 4.125)","(21.0, 40.0, 22.0)","(7.5, 15.5, 14.5)","(10.0, 12.5, 11.461538461538462)","(8.0, 17.0, 15.333333333333334)","(21.0, 46.0, 24.125)"
05-01-2023 17:19:07.780164,"(4.2, 6.6, 5.733333333333333)","(3.2, 3.75, 3.222)","(3.5, 4.6, 4.125)","(21.0, 40.0, 22.0)","(7.5, 15.5, 14.5)","(10.0, 12.5, 11.461538461538462)","(8.0, 17.0, 15.333333333333334)","(21.0, 46.0, 24.125)"
05-01-2023 17:19:08.979429,"(4.2, 6.4, 5.6461538461538465)","(3.2, 3.75, 3.2423076923076923)","(3.5, 4.6, 4.125)","(21.0, 40.0, 22.0)","(7.5, 15.5, 14.5)","(10.0, 12.5, 11.461538461538462)","(8.0, 17.0, 15.333333333333334)","(21.0, 46.0, 23.25)"
05-01-2023 17:19:10.141352,"(4.2, 6.2, 5.9)","(3.2, 3.75, 3.45)","(3.5, 4.6, 4.125)","(21.0, 40.0, 22.0)","(7.5, 15.5, 14.5)","(10.0, 12.5, 11.461538461538462)","(8.0, 17.0, 15.333333333333334)","(21.0, 46.0, 23.25)"
05-01-2023 17:19:11.397464,"(4.2, 6.4, 6.050000000000001)","(3.2, 3.7, 3.45)","(3.5, 4.6, 4.125)","(21.0, 40.0, 22.0)","(7.5, 15.5, 14.5)","(10.0, 12.5, 11.461538461538462)","(8.0, 17.0, 15.333333333333334)","(21.0, 46.0, 23.25)"
05-01-2023 17:19:12.561907,"(4.2, 6.0, 5.857142857142857)","(3.2, 3.7, 3.45)","(3.5, 4.6, 4.125)","(21.0, 40.0, 22.0)","(7.5, 15.5, 14.5)","(10.0, 12.5, 11.461538461538462)","(8.0, 17.0, 15.666666666666666)","(21.0, 46.0, 23.25)"
05-01-2023 17:19:13.659158,"(4.0, 6.2, 5.4)","(3.2, 3.8, 3.2222222222222223)","(3.4, 4.6, 4.125)","(21.0, 40.0, 22.0)","(7.0, 15.5, 14.5)","(10.0, 12.5, 11.461538461538462)","(8.0, 17.0, 15.666666666666666)","(21.0, 46.0, 23.25)"
05-01-2023 17:19:14.749598,"(4.0, 6.0, 5.5)","(3.2, 3.8, 3.2222222222222223)","(3.4, 4.6, 4.125)","(21.0, 40.0, 22.0)","(7.0, 15.5, 14.5)","(10.0, 12.5, 11.461538461538462)","(8.0, 17.0, 15.7)","(21.0, 46.0, 23.25)"
05-01-2023 17:19:15.939254,"(4.0, 6.0, 5.5)","(3.2, 3.8, 3.2222222222222223)","(3.4, 4.6, 4.125)","(21.0, 40.0, 22.0)","(7.0, 15.5, 14.5)","(10.0, 12.5, 11.461538461538462)","(8.0, 17.5, 16.857142857142858)","(21.0, 46.0, 23.25)"
05-01-2023 17:19:17.118786,"(4.0, 6.0, 5.5)","(3.2, 3.75, 3.45)","(3.4, 4.6, 4.125)","(21.0, 40.0, 28.0)","(7.0, 15.5, 14.5)","(10.0, 12.5, 11.461538461538462)","(8.0, 17.5, 16.857142857142858)","(21.0, 46.0, 23.25)"
05-01-2023 17:19:18.332031,"(4.0, 6.0, 5.5)","(3.2, 3.7, 3.45)","(3.4, 4.6, 4.125)","(21.0, 40.0, 28.0)","(7.0, 15.5, 14.5)","(10.0, 12.5, 11.461538461538462)","(8.0, 17.5, 16.857142857142858)","(21.0, 46.0, 35.088235294117645)"
05-01-2023 17:19:19.528708,"(4.0, 6.2, 5.4)","(3.2, 3.7, 3.45)","(3.4, 4.6, 4.125)","(21.0, 40.0, 31.0)","(7.0, 15.5, 14.5)","(10.0, 12.5, 11.461538461538462)","(8.0, 17.5, 16.857142857142858)","(21.0, 46.0, 35.088235294117645)"
05-01-2023 17:19:20.789784,"(4.0, 6.2, 5.4)","(3.2, 3.8, 3.24)","(3.4, 4.6, 4.125)","(21.0, 40.0, 31.0)","(7.0, 15.5, 14.5)","(10.0, 12.5, 11.461538461538462)","(8.0, 17.5, 17.285714285714285)","(21.0, 46.0, 35.088235294117645)"
05-01-2023 17:19:22.105453,"(4.0, 6.2, 5.4)","(3.2, 3.8, 3.24)","(3.4, 4.6, 4.125)","(21.0, 40.0, 30.4375)","(7.0, 15.5, 14.5)","(10.0, 12.5, 11.461538461538462)","(8.0, 18.0, 17.285714285714285)","(21.0, 46.0, 35.088235294117645)"
05-01-2023 17:19:23.402192,"(4.0, 6.0, 5.5)","(3.2, 3.8, 3.24)","(3.4, 4.6, 4.125)","(21.0, 40.0, 31.0)","(7.0, 15.5, 14.5)","(10.0, 12.5, 11.461538461538462)","(8.0, 18.0, 17.285714285714285)","(21.0, 46.0, 34.40625)"
05-01-2023 17:19:24.633557,"(4.0, 6.2, 5.4)","(3.2, 3.8, 3.24)","(3.4, 4.6, 4.125)","(21.0, 40.0, 31.0)","(7.0, 15.5, 14.5)","(10.0, 12.5, 11.461538461538462)","(8.0, 18.0, 17.285714285714285)","(21.0, 46.0, 34.40625)"
05-01-2023 17:19:25.834468,"(4.0, 6.2, 5.5)","(3.2, 3.8, 3.24)","(3.4, 4.6, 4.125)","(21.0, 40.0, 31.0)","(7.0, 15.5, 14.5)","(10.0, 12.5, 11.461538461538462)","(8.0, 18.0, 17.285714285714285)","(21.0, 46.0, 35.088235294117645)"
05-01-2023 17:19:27.018633,"(4.0, 6.0, 5.5)","(3.2, 3.8, 3.2375000000000003)","(3.4, 4.6, 4.125)","(21.0, 40.0, 31.0)","(7.0, 15.5, 14.5)","(10.0, 12.5, 11.461538461538462)","(8.0, 18.0, 17.285714285714285)","(21.0, 46.0, 35.088235294117645)"
05-01-2023 17:19:28.160451,"(4.0, 6.0, 5.5)","(3.2, 3.8, 3.2375000000000003)","(3.4, 4.6, 4.125)","(21.0, 40.0, 31.0)","(7.0, 15.5, 14.5)","(10.0, 12.5, 11.461538461538462)","(8.0, 18.0, 17.285714285714285)","(21.0, 46.0, 35.088235294117645)"
05-01-2023 17:19:29.261474,"(4.0, 6.8, 5.3)","(3.2, 3.8, 3.2375000000000003)","(3.4, 4.6, 4.125)","(21.0, 40.0, 31.0)","(7.0, 15.5, 14.5)","(10.0, 12.5, 11.461538461538462)","(8.0, 18.0, 17.285714285714285)","(21.0, 46.0, 35.088235294117645)"
05-01-2023 17:19:30.344301,"(4.0, 6.0, 5.2)","(3.2, 3.8, 3.2375000000000003)","(3.4, 4.6, 4.125)","(21.0, 40.0, 31.0)","(7.0, 15.5, 14.5)","(10.0, 12.5, 11.461538461538462)","(8.0, 18.0, 17.285714285714285)","(21.0, 46.0, 35.088235294117645)"
05-01-2023 17:19:31.489437,"(4.0, 5.9, 5.3)","(3.2, 3.8, 3.2375000000000003)","(3.4, 4.6, 4.125)","(21.0, 40.0, 31.0)","(7.0, 15.5, 14.5)","(10.0, 12.5, 11.461538461538462)","(8.0, 18.0, 17.285714285714285)","(21.0, 46.0, 35.088235294117645)"
05-01-2023 17:19:32.627355,"(4.0, 6.4, 5.466666666666667)","(3.2, 3.8, 3.2375000000000003)","(3.4, 4.6, 4.125)","(21.0, 40.0, 31.0)","(7.0, 15.5, 14.5)","(10.0, 12.5, 11.461538461538462)","(8.0, 18.0, 17.4375)","(21.0, 46.0, 35.088235294117645)"
05-01-2023 17:19:33.762480,"(4.0, 6.2, 5.133333333333334)","(3.2, 3.8, 3.2375000000000003)","(3.4, 4.6, 4.125)","(21.0, 40.0, 31.0)","(7.0, 15.5, 14.5)","(10.0, 12.5, 11.461538461538462)","(8.0, 18.0, 17.428571428571427)","(21.0, 46.0, 35.088235294117645)"
05-01-2023 17:19:34.894923,"(4.0, 5.9, 5.3)","(3.2, 3.8, 3.2375000000000003)","(3.4, 4.6, 4.125)","(21.0, 40.0, 31.0)","(7.0, 15.5, 14.5)","(10.0, 12.5, 11.461538461538462)","(8.0, 18.0, 17.428571428571427)","(21.0, 46.0, 35.088235294117645)"
05-01-2023 17:19:36.061499,"(4.0, 5.9, 5.3)","(3.2, 3.8, 3.2375000000000003)","(3.4, 4.6, 4.125)","(21.0, 40.0, 31.0)","(7.0, 14.0, 13.75)","(10.0, 12.5, 11.461538461538462)","(8.0, 18.0, 17.857142857142858)","(21.0, 46.0, 35.088235294117645)"
05-01-2023 17:19:37.217719,"(4.0, 5.9, 5.3)","(3.2, 3.8, 3.2375000000000003)","(3.4, 4.6, 4.125)","(21.0, 40.0, 31.0)","(7.0, 14.0, 13.75)","(10.0, 12.5, 11.461538461538462)","(8.0, 18.5, 17.857142857142858)","(21.0, 46.0, 35.088235294117645)"
