,Bronze Lady,Lucky Lockett,Hallelujah Baby,Get My Point,Shes Fancy Like,A Rousing Babe,Hot Link,Raucous Tizzy,Standforgrit,Mo Town Gal
07-01-2023 09:25:04.634876,"(14.0, 34.0, 23.25)","(9.0, 22.0, 16.0)","(15.0, 70.0, 20.6)","(2.9, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 32.0, 21.5)","(26.0, 230.0, 214.46428571428572)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.307692307692308)"
07-01-2023 09:25:05.814513,"(14.0, 40.0, 26.25)","(9.0, 23.0, 14.875)","(15.0, 70.0, 20.6)","(2.9, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 32.0, 21.5)","(26.0, 230.0, 214.46428571428572)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.307692307692308)"
07-01-2023 09:25:06.940805,"(14.0, 70.0, 20.166666666666668)","(9.0, 23.0, 14.875)","(15.0, 70.0, 20.6)","(2.9, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 32.0, 21.5)","(26.0, 230.0, 214.46428571428572)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.307692307692308)"
07-01-2023 09:25:08.079808,"(14.0, 70.0, 20.166666666666668)","(9.0, 23.0, 14.875)","(15.0, 70.0, 20.6)","(2.9, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 32.0, 21.5)","(26.0, 230.0, 214.46428571428572)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.307692307692308)"
07-01-2023 09:25:09.226680,"(14.0, 70.0, 20.166666666666668)","(9.0, 23.0, 14.875)","(15.0, 70.0, 20.6)","(2.9, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 32.0, 21.5)","(26.0, 230.0, 214.46428571428572)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.307692307692308)"
07-01-2023 09:25:10.350544,"(14.0, 70.0, 20.166666666666668)","(9.0, 23.0, 14.875)","(15.0, 70.0, 20.6)","(2.9, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 32.0, 21.5)","(26.0, 230.0, 214.46428571428572)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.307692307692308)"
07-01-2023 09:25:11.523404,"(14.0, 70.0, 20.166666666666668)","(9.0, 23.0, 14.875)","(15.0, 70.0, 20.6)","(2.9, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 32.0, 21.5)","(26.0, 230.0, 214.46428571428572)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.307692307692308)"
07-01-2023 09:25:12.707836,"(14.0, 70.0, 20.166666666666668)","(9.0, 23.0, 14.875)","(15.0, 70.0, 20.6)","(2.9, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 32.0, 21.5)","(26.0, 230.0, 214.46428571428572)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.307692307692308)"
07-01-2023 09:25:13.886389,"(14.0, 70.0, 20.166666666666668)","(9.0, 23.0, 14.875)","(15.0, 70.0, 20.6)","(2.9, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 32.0, 21.5)","(26.0, 230.0, 214.46428571428572)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.307692307692308)"
07-01-2023 09:25:15.032184,"(14.0, 70.0, 20.166666666666668)","(9.0, 23.0, 14.875)","(15.0, 70.0, 20.6)","(2.9, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 32.0, 21.5)","(26.0, 230.0, 214.46428571428572)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.11578947368421)"
07-01-2023 09:25:16.180433,"(14.0, 70.0, 20.166666666666668)","(9.0, 23.0, 14.875)","(15.0, 70.0, 20.6)","(2.9, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 32.0, 21.5)","(26.0, 230.0, 214.46428571428572)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.11578947368421)"
07-01-2023 09:25:17.338310,"(14.0, 70.0, 20.166666666666668)","(9.0, 23.0, 14.875)","(15.0, 70.0, 20.6)","(2.9, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 32.0, 21.5)","(26.0, 230.0, 214.46428571428572)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.11578947368421)"
07-01-2023 09:25:18.456096,"(14.0, 70.0, 20.166666666666668)","(9.0, 23.0, 14.875)","(15.0, 70.0, 20.6)","(2.9, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 32.0, 21.5)","(26.0, 230.0, 214.46428571428572)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.11578947368421)"
07-01-2023 09:25:19.585704,"(14.0, 70.0, 20.166666666666668)","(9.0, 23.0, 14.875)","(15.0, 70.0, 20.6)","(2.9, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 32.0, 21.5)","(26.0, 230.0, 214.46428571428572)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.11578947368421)"
07-01-2023 09:25:20.727910,"(14.0, 70.0, 20.166666666666668)","(9.0, 23.0, 14.875)","(15.0, 70.0, 20.6)","(2.9, 4.7, 4.066666666666666)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.2)","(14.0, 32.0, 21.5)","(26.0, 230.0, 214.46428571428572)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.11578947368421)"
07-01-2023 09:25:21.911922,"(14.0, 70.0, 20.166666666666668)","(9.0, 23.0, 14.125)","(15.0, 70.0, 20.6)","(2.9, 4.7, 4.066666666666666)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.2)","(14.0, 32.0, 21.5)","(26.0, 230.0, 214.46428571428572)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.11578947368421)"
07-01-2023 09:25:23.118006,"(14.0, 70.0, 20.166666666666668)","(9.0, 23.0, 14.125)","(15.0, 70.0, 20.6)","(2.9, 4.7, 4.066666666666666)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.233333333333333)","(14.0, 32.0, 21.5)","(26.0, 230.0, 214.46428571428572)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.11578947368421)"
07-01-2023 09:25:24.307752,"(14.0, 70.0, 20.166666666666668)","(9.0, 23.0, 14.125)","(15.0, 70.0, 20.6)","(2.9, 4.6, 4.114285714285714)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.233333333333333)","(14.0, 32.0, 21.5)","(26.0, 230.0, 214.46428571428572)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.11578947368421)"
07-01-2023 09:25:25.448858,"(14.0, 70.0, 20.166666666666668)","(9.0, 23.0, 14.125)","(15.0, 70.0, 20.6)","(2.9, 4.6, 4.114285714285714)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.233333333333333)","(14.0, 32.0, 21.5)","(26.0, 230.0, 214.46428571428572)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.11578947368421)"
07-01-2023 09:25:26.582048,"(14.0, 70.0, 20.166666666666668)","(9.0, 23.0, 14.125)","(15.0, 70.0, 20.6)","(2.9, 4.6, 4.114285714285714)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.233333333333333)","(14.0, 32.0, 21.5)","(26.0, 230.0, 214.46428571428572)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.11578947368421)"
07-01-2023 09:25:27.735258,"(14.0, 70.0, 20.166666666666668)","(9.0, 23.0, 14.125)","(15.0, 70.0, 20.6)","(2.9, 4.6, 4.114285714285714)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.35)","(14.0, 32.0, 21.5)","(26.0, 230.0, 214.46428571428572)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.11578947368421)"
07-01-2023 09:25:28.934917,"(14.0, 70.0, 20.166666666666668)","(9.0, 23.0, 14.125)","(15.0, 70.0, 20.6)","(2.9, 4.6, 4.114285714285714)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.266666666666667)","(14.0, 32.0, 21.5)","(26.0, 230.0, 214.46428571428572)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.11578947368421)"
07-01-2023 09:25:30.074421,"(14.0, 70.0, 20.166666666666668)","(9.0, 23.0, 14.125)","(15.0, 70.0, 20.6)","(2.9, 4.6, 4.114285714285714)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.266666666666667)","(14.0, 32.0, 21.5)","(26.0, 230.0, 214.46428571428572)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.11578947368421)"
07-01-2023 09:25:31.256445,"(14.0, 70.0, 20.166666666666668)","(9.0, 23.0, 14.125)","(15.0, 70.0, 20.6)","(2.9, 4.6, 4.114285714285714)","(26.0, 230.0, 123.25)","(2.8, 5.4, 4.266666666666667)","(14.0, 32.0, 21.5)","(21.0, 230.0, 214.46428571428572)","(21.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.11578947368421)"
07-01-2023 09:25:32.449159,"(14.0, 70.0, 20.166666666666668)","(9.0, 23.0, 14.125)","(15.0, 70.0, 20.6)","(2.9, 4.6, 4.114285714285714)","(26.0, 230.0, 123.25)","(2.8, 5.4, 4.266666666666667)","(14.0, 32.0, 21.5)","(21.0, 230.0, 214.46428571428572)","(21.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.11578947368421)"
07-01-2023 09:25:33.638036,"(14.0, 70.0, 20.166666666666668)","(9.0, 23.0, 14.125)","(15.0, 70.0, 20.6)","(2.9, 4.6, 4.114285714285714)","(26.0, 230.0, 123.25)","(2.8, 5.4, 4.266666666666667)","(14.0, 32.0, 21.5)","(21.0, 230.0, 214.46428571428572)","(21.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.11578947368421)"
07-01-2023 09:25:34.818038,"(14.0, 70.0, 20.166666666666668)","(9.0, 23.0, 14.125)","(15.0, 70.0, 20.6)","(2.9, 4.6, 4.114285714285714)","(26.0, 230.0, 123.25)","(2.8, 5.4, 4.266666666666667)","(14.0, 32.0, 21.5)","(21.0, 230.0, 214.46428571428572)","(21.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.11578947368421)"
07-01-2023 09:25:35.947689,"(14.0, 70.0, 20.166666666666668)","(9.0, 23.0, 14.125)","(15.0, 70.0, 20.6)","(2.9, 4.6, 4.114285714285714)","(26.0, 230.0, 123.25)","(2.8, 5.4, 4.266666666666667)","(14.0, 32.0, 21.5)","(21.0, 230.0, 214.46428571428572)","(21.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.11578947368421)"
07-01-2023 09:25:37.074207,"(14.0, 70.0, 20.166666666666668)","(9.0, 23.0, 14.125)","(15.0, 70.0, 20.6)","(2.9, 4.6, 4.114285714285714)","(26.0, 230.0, 123.25)","(2.8, 5.4, 4.266666666666667)","(14.0, 32.0, 21.5)","(21.0, 230.0, 214.46428571428572)","(21.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.11578947368421)"
07-01-2023 09:25:38.277409,"(14.0, 70.0, 20.166666666666668)","(9.0, 23.0, 14.125)","(15.0, 70.0, 20.6)","(2.9, 4.6, 4.114285714285714)","(26.0, 230.0, 123.25)","(2.8, 5.4, 4.266666666666667)","(14.0, 32.0, 21.5)","(21.0, 230.0, 214.46428571428572)","(21.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.188235294117647)"
07-01-2023 09:25:39.462698,"(14.0, 70.0, 20.166666666666668)","(9.0, 23.0, 14.125)","(15.0, 70.0, 20.6)","(2.9, 4.6, 4.114285714285714)","(26.0, 230.0, 123.25)","(2.8, 5.4, 4.266666666666667)","(14.0, 32.0, 21.5)","(21.0, 230.0, 214.46428571428572)","(21.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.188235294117647)"
07-01-2023 09:25:40.678174,"(14.0, 70.0, 20.166666666666668)","(9.0, 23.0, 14.125)","(15.0, 70.0, 20.6)","(2.9, 4.6, 4.114285714285714)","(26.0, 230.0, 123.25)","(2.8, 5.4, 4.266666666666667)","(14.0, 32.0, 21.5)","(21.0, 230.0, 214.46428571428572)","(21.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.188235294117647)"
07-01-2023 09:25:41.879111,"(14.0, 70.0, 20.166666666666668)","(9.0, 23.0, 14.125)","(15.0, 70.0, 20.6)","(2.9, 4.6, 4.114285714285714)","(26.0, 230.0, 123.25)","(2.8, 5.4, 4.266666666666667)","(14.0, 32.0, 21.5)","(21.0, 230.0, 214.46428571428572)","(21.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.188235294117647)"
07-01-2023 09:25:43.115930,"(14.0, 70.0, 20.166666666666668)","(9.0, 23.0, 14.125)","(15.0, 70.0, 20.6)","(2.9, 4.6, 4.114285714285714)","(26.0, 230.0, 123.25)","(2.8, 5.4, 4.266666666666667)","(14.0, 32.0, 21.5)","(21.0, 230.0, 214.46428571428572)","(21.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.188235294117647)"
07-01-2023 09:25:44.362905,"(14.0, 70.0, 20.166666666666668)","(9.0, 23.0, 14.125)","(15.0, 70.0, 20.6)","(2.9, 4.6, 4.114285714285714)","(26.0, 230.0, 123.25)","(2.8, 5.4, 4.266666666666667)","(14.0, 32.0, 21.5)","(21.0, 230.0, 214.46428571428572)","(21.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.188235294117647)"
07-01-2023 09:25:45.542880,"(14.0, 70.0, 20.166666666666668)","(9.0, 23.0, 14.125)","(15.0, 70.0, 20.6)","(2.9, 4.6, 4.114285714285714)","(26.0, 230.0, 123.25)","(2.8, 5.4, 4.266666666666667)","(14.0, 32.0, 21.5)","(21.0, 230.0, 214.46428571428572)","(21.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.188235294117647)"
07-01-2023 09:25:46.737382,"(14.0, 70.0, 20.166666666666668)","(9.0, 23.0, 14.125)","(15.0, 70.0, 20.6)","(2.9, 4.6, 4.114285714285714)","(26.0, 230.0, 123.25)","(2.8, 5.4, 4.266666666666667)","(14.0, 32.0, 21.5)","(21.0, 230.0, 214.46428571428572)","(21.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.188235294117647)"
07-01-2023 09:25:47.888116,"(14.0, 70.0, 20.166666666666668)","(9.0, 23.0, 14.125)","(15.0, 70.0, 20.6)","(2.9, 4.6, 4.114285714285714)","(26.0, 230.0, 123.25)","(2.8, 5.4, 4.266666666666667)","(14.0, 32.0, 21.5)","(21.0, 230.0, 214.46428571428572)","(21.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.188235294117647)"
07-01-2023 09:25:49.040133,"(14.0, 70.0, 20.166666666666668)","(9.0, 23.0, 14.125)","(15.0, 70.0, 20.6)","(2.9, 4.6, 4.114285714285714)","(26.0, 230.0, 123.25)","(2.8, 5.4, 4.266666666666667)","(14.0, 32.0, 21.5)","(21.0, 230.0, 214.46428571428572)","(21.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.188235294117647)"
07-01-2023 09:25:50.255910,"(14.0, 70.0, 20.166666666666668)","(9.0, 23.0, 14.125)","(15.0, 70.0, 20.6)","(2.9, 4.6, 4.114285714285714)","(26.0, 230.0, 123.25)","(2.8, 5.4, 4.266666666666667)","(14.0, 32.0, 21.5)","(21.0, 230.0, 214.46428571428572)","(21.0, 130.0, 24.607142857142858)","(6.0, 6.4, 5.942857142857143)"
07-01-2023 09:25:51.469402,"(14.0, 70.0, 20.166666666666668)","(9.0, 23.0, 14.125)","(15.0, 70.0, 20.6)","(2.9, 4.6, 4.114285714285714)","(26.0, 230.0, 123.25)","(2.8, 5.4, 4.266666666666667)","(14.0, 32.0, 21.5)","(21.0, 230.0, 214.46428571428572)","(21.0, 130.0, 123.25)","(6.0, 6.4, 5.942857142857143)"
07-01-2023 09:25:52.664708,"(14.0, 70.0, 20.166666666666668)","(8.0, 23.0, 14.125)","(13.0, 70.0, 51.0)","(3.1, 4.6, 4.125)","(21.0, 230.0, 123.25)","(3.0, 5.4, 4.266666666666667)","(12.0, 32.0, 21.5)","(19.0, 230.0, 186.0)","(19.0, 230.0, 123.25)","(7.0, 6.4, 5.942857142857143)"
07-01-2023 09:25:53.894634,"(14.0, 34.0, 23.25)","(8.0, 22.0, 15.3)","(13.0, 190.0, 131.0)","(3.1, 4.5, 4.125)","(21.0, 230.0, 123.25)","(3.0, 5.4, 4.266666666666667)","(12.0, 32.0, 21.5)","(19.0, 230.0, 186.0)","(19.0, 230.0, 123.25)","(7.0, 6.4, 5.942857142857143)"
07-01-2023 09:25:55.130318,"(14.0, 34.0, 23.25)","(8.0, 22.0, 15.3)","(13.0, 190.0, 131.0)","(3.1, 4.5, 4.125)","(21.0, 230.0, 123.25)","(3.0, 5.4, 4.266666666666667)","(12.0, 32.0, 21.5)","(19.0, 230.0, 186.0)","(19.0, 230.0, 123.25)","(7.0, 6.4, 5.942857142857143)"
07-01-2023 09:25:56.333745,"(14.0, 34.0, 23.25)","(8.0, 22.0, 15.3)","(13.0, 190.0, 131.0)","(3.1, 4.5, 4.125)","(21.0, 230.0, 123.25)","(3.0, 5.4, 4.266666666666667)","(12.0, 32.0, 21.5)","(19.0, 230.0, 186.0)","(19.0, 230.0, 123.25)","(7.0, 6.4, 5.942857142857143)"
07-01-2023 09:25:57.488293,"(14.0, 34.0, 23.25)","(8.0, 22.0, 15.3)","(13.0, 190.0, 104.33333333333333)","(3.1, 4.5, 4.125)","(21.0, 230.0, 123.25)","(3.0, 5.4, 4.266666666666667)","(12.0, 32.0, 20.5)","(19.0, 230.0, 186.0)","(19.0, 230.0, 123.25)","(7.0, 6.4, 5.942857142857143)"
07-01-2023 09:25:58.653650,"(14.0, 34.0, 23.25)","(8.0, 22.0, 15.3)","(13.0, 150.0, 104.33333333333333)","(3.1, 4.5, 4.125)","(21.0, 230.0, 123.25)","(3.0, 5.4, 4.266666666666667)","(12.0, 30.0, 20.5)","(19.0, 230.0, 186.0)","(19.0, 230.0, 123.25)","(7.0, 6.4, 5.955555555555556)"
07-01-2023 09:25:59.813972,"(14.0, 34.0, 23.25)","(8.0, 22.0, 15.3)","(13.0, 150.0, 104.33333333333333)","(3.1, 4.5, 6.0375)","(21.0, 230.0, 123.25)","(3.0, 5.4, 4.266666666666667)","(12.0, 30.0, 20.5)","(19.0, 230.0, 186.0)","(19.0, 230.0, 123.25)","(7.0, 6.4, 5.955555555555556)"
07-01-2023 09:26:01.011159,"(14.0, 34.0, 23.25)","(8.0, 22.0, 15.3)","(13.0, 150.0, 104.33333333333333)","(3.1, 6.8, 6.0375)","(21.0, 230.0, 123.25)","(3.0, 5.4, 4.266666666666667)","(12.0, 30.0, 20.5)","(19.0, 230.0, 186.0)","(19.0, 230.0, 123.25)","(7.0, 6.4, 5.955555555555556)"
07-01-2023 09:26:02.232653,"(14.0, 34.0, 23.25)","(8.0, 22.0, 14.08)","(13.0, 150.0, 104.33333333333333)","(3.1, 6.8, 6.0375)","(21.0, 230.0, 123.25)","(3.0, 5.4, 4.266666666666667)","(12.0, 30.0, 20.0)","(19.0, 230.0, 186.0)","(19.0, 230.0, 123.25)","(7.0, 6.4, 5.955555555555556)"
07-01-2023 09:26:03.440870,"(14.0, 36.0, 24.25)","(8.0, 22.0, 14.08)","(13.0, 150.0, 104.33333333333333)","(3.1, 6.8, 6.0375)","(21.0, 230.0, 123.25)","(3.0, 5.4, 4.266666666666667)","(12.0, 29.0, 20.0)","(19.0, 230.0, 186.0)","(19.0, 230.0, 123.25)","(7.0, 6.4, 5.955555555555556)"
07-01-2023 09:26:04.681473,"(14.0, 230.0, 157.5)","(8.0, 22.0, 14.08)","(13.0, 150.0, 104.33333333333333)","(3.1, 6.8, 6.0375)","(21.0, 230.0, 123.25)","(3.0, 5.4, 4.266666666666667)","(12.0, 29.0, 20.0)","(19.0, 230.0, 186.0)","(19.0, 230.0, 123.25)","(7.0, 6.4, 5.955555555555556)"
07-01-2023 09:26:05.904170,"(14.0, 230.0, 157.5)","(8.0, 22.0, 14.08)","(13.0, 150.0, 97.66666666666667)","(3.1, 6.8, 6.0375)","(21.0, 230.0, 123.25)","(3.0, 5.4, 4.266666666666667)","(12.0, 29.0, 19.5)","(19.0, 230.0, 186.0)","(19.0, 230.0, 123.25)","(7.0, 6.4, 5.955555555555556)"
07-01-2023 09:26:07.069107,"(14.0, 34.0, 23.25)","(8.0, 21.0, 13.68)","(13.0, 140.0, 97.66666666666667)","(3.1, 6.8, 6.0375)","(21.0, 230.0, 123.25)","(3.0, 5.4, 4.266666666666667)","(12.0, 28.0, 19.5)","(19.0, 230.0, 186.0)","(19.0, 230.0, 123.25)","(7.0, 6.4, 5.955555555555556)"
07-01-2023 09:26:08.265377,"(14.0, 34.0, 23.25)","(8.0, 21.0, 13.68)","(13.0, 140.0, 97.66666666666667)","(3.1, 6.8, 6.0375)","(21.0, 230.0, 123.25)","(3.0, 5.4, 4.266666666666667)","(12.0, 28.0, 19.5)","(19.0, 230.0, 186.0)","(19.0, 230.0, 123.25)","(7.0, 6.4, 5.955555555555556)"
07-01-2023 09:26:09.460500,"(14.0, 34.0, 23.25)","(8.0, 21.0, 13.68)","(13.0, 140.0, 97.66666666666667)","(3.1, 6.8, 6.0375)","(21.0, 230.0, 123.25)","(3.0, 5.4, 4.266666666666667)","(12.0, 28.0, 19.5)","(19.0, 230.0, 186.0)","(19.0, 230.0, 123.25)","(7.0, 6.4, 5.955555555555556)"
07-01-2023 09:26:10.640140,"(14.0, 34.0, 23.25)","(8.0, 21.0, 13.68)","(13.0, 140.0, 97.66666666666667)","(3.1, 6.8, 6.0375)","(21.0, 230.0, 123.25)","(3.0, 5.4, 4.266666666666667)","(12.0, 28.0, 19.5)","(19.0, 230.0, 186.0)","(19.0, 230.0, 123.25)","(7.0, 6.4, 5.955555555555556)"
07-01-2023 09:26:11.841717,"(14.0, 34.0, 23.25)","(8.0, 21.0, 13.68)","(13.0, 140.0, 97.66666666666667)","(3.1, 6.8, 6.0375)","(21.0, 230.0, 123.25)","(3.0, 5.4, 4.266666666666667)","(12.0, 28.0, 19.5)","(19.0, 230.0, 186.0)","(19.0, 230.0, 123.25)","(7.0, 6.4, 5.955555555555556)"
07-01-2023 09:26:13.036429,"(14.0, 34.0, 23.25)","(8.0, 21.0, 13.68)","(13.0, 140.0, 97.66666666666667)","(3.1, 6.8, 6.0375)","(21.0, 230.0, 123.25)","(3.0, 5.4, 4.266666666666667)","(12.0, 28.0, 19.5)","(19.0, 230.0, 186.0)","(19.0, 230.0, 123.25)","(7.0, 6.4, 5.955555555555556)"
07-01-2023 09:26:14.270019,"(14.0, 34.0, 23.25)","(8.0, 21.0, 13.68)","(13.0, 140.0, 97.66666666666667)","(3.1, 6.8, 6.0375)","(21.0, 230.0, 123.25)","(3.0, 5.4, 4.266666666666667)","(12.0, 28.0, 19.5)","(19.0, 230.0, 186.0)","(19.0, 230.0, 123.25)","(7.0, 6.4, 5.955555555555556)"
07-01-2023 09:26:15.521066,"(14.0, 34.0, 23.25)","(8.0, 21.0, 13.68)","(13.0, 140.0, 97.66666666666667)","(3.1, 6.8, 6.0375)","(21.0, 230.0, 123.25)","(3.0, 5.4, 4.266666666666667)","(12.0, 28.0, 18.5)","(19.0, 230.0, 154.0)","(19.0, 230.0, 113.25)","(7.0, 6.4, 5.955555555555556)"
07-01-2023 09:26:16.725392,"(14.0, 34.0, 23.25)","(8.0, 21.0, 13.68)","(13.0, 140.0, 104.33333333333333)","(3.1, 6.8, 6.0375)","(21.0, 230.0, 123.25)","(3.0, 5.4, 4.266666666666667)","(12.0, 26.0, 18.5)","(19.0, 190.0, 162.0)","(19.0, 210.0, 118.25)","(7.0, 6.4, 5.955555555555556)"
07-01-2023 09:26:17.908956,"(14.0, 36.0, 24.25)","(8.0, 22.0, 14.08)","(13.0, 150.0, 104.33333333333333)","(3.1, 6.8, 6.0375)","(21.0, 230.0, 123.25)","(3.0, 5.4, 4.266666666666667)","(12.0, 26.0, 18.5)","(19.0, 200.0, 162.0)","(19.0, 220.0, 118.25)","(7.0, 6.4, 5.955555555555556)"
07-01-2023 09:26:19.087405,"(14.0, 36.0, 24.25)","(8.0, 22.0, 14.08)","(13.0, 150.0, 104.33333333333333)","(3.1, 6.8, 6.0375)","(21.0, 230.0, 123.25)","(3.0, 5.4, 4.266666666666667)","(12.0, 26.0, 18.5)","(19.0, 200.0, 162.0)","(19.0, 220.0, 118.25)","(7.0, 6.4, 5.955555555555556)"
07-01-2023 09:26:20.274576,"(14.0, 36.0, 24.25)","(8.0, 22.0, 14.08)","(13.0, 150.0, 104.33333333333333)","(3.1, 6.8, 6.0375)","(21.0, 230.0, 123.25)","(3.0, 5.4, 4.266666666666667)","(12.0, 26.0, 18.5)","(19.0, 200.0, 162.0)","(19.0, 220.0, 118.25)","(7.0, 6.4, 5.955555555555556)"
07-01-2023 09:26:21.445892,"(14.0, 36.0, 24.25)","(8.0, 22.0, 14.08)","(13.0, 150.0, 104.33333333333333)","(3.1, 6.8, 6.0375)","(21.0, 230.0, 123.25)","(3.0, 5.4, 4.266666666666667)","(12.0, 26.0, 18.5)","(19.0, 200.0, 162.0)","(19.0, 220.0, 118.25)","(7.0, 6.4, 5.955555555555556)"
07-01-2023 09:26:22.674030,"(14.0, 36.0, 24.25)","(8.0, 22.0, 14.08)","(13.0, 150.0, 104.33333333333333)","(3.1, 6.8, 6.0375)","(21.0, 230.0, 123.25)","(3.0, 5.4, 4.266666666666667)","(12.0, 26.0, 18.5)","(19.0, 200.0, 162.0)","(19.0, 220.0, 118.25)","(7.0, 6.4, 5.955555555555556)"
07-01-2023 09:26:23.927177,"(14.0, 36.0, 24.25)","(8.0, 22.0, 14.08)","(13.0, 150.0, 104.33333333333333)","(3.1, 6.8, 6.0375)","(21.0, 230.0, 123.25)","(3.0, 5.4, 4.266666666666667)","(12.0, 26.0, 18.5)","(19.0, 200.0, 162.0)","(19.0, 220.0, 118.25)","(7.0, 6.4, 5.955555555555556)"
07-01-2023 09:26:25.149570,"(14.0, 36.0, 24.25)","(8.0, 22.0, 14.08)","(13.0, 150.0, 104.33333333333333)","(3.1, 6.8, 6.0375)","(21.0, 230.0, 123.25)","(3.0, 5.4, 4.266666666666667)","(12.0, 26.0, 18.5)","(19.0, 200.0, 162.0)","(19.0, 220.0, 118.25)","(7.0, 6.4, 5.955555555555556)"
07-01-2023 09:26:26.366674,"(14.0, 36.0, 24.25)","(8.0, 22.0, 14.08)","(13.0, 150.0, 104.33333333333333)","(3.1, 6.8, 6.0375)","(21.0, 230.0, 123.25)","(3.0, 5.4, 4.266666666666667)","(12.0, 26.0, 18.5)","(19.0, 200.0, 162.0)","(19.0, 220.0, 118.25)","(7.0, 6.4, 5.955555555555556)"
