,Prince Danube,Creme De Monte,Double Tara,Rosas Routine,Last Date,Chase Me Chopper,Shonas Fury,Thriller Strike
11-01-2023 19:24:04.561221,"(8.5, 21.0, 11.0)","(3.4, 5.1, 3.6333333333333333)","(41.0, 240.0, 205.66666666666669)","(2.8, 4.3, 2.9524999999999997)","(31.0, 210.0, 180.33333333333334)","(11.0, 32.0, 14.916666666666666)","(6.5, 11.5, 11.091666666666667)","(4.0, 6.6, 5.4799999999999995)"
11-01-2023 19:24:05.852927,"(8.5, 21.0, 11.0)","(3.4, 5.1, 3.6333333333333333)","(41.0, 240.0, 205.66666666666669)","(2.8, 4.3, 2.9524999999999997)","(31.0, 210.0, 180.33333333333334)","(11.0, 32.0, 14.916666666666666)","(6.5, 11.5, 11.091666666666667)","(4.0, 6.6, 5.4799999999999995)"
11-01-2023 19:24:07.141209,"(8.5, 21.0, 11.0)","(3.4, 5.1, 3.6333333333333333)","(41.0, 240.0, 205.66666666666669)","(2.8, 4.3, 2.9524999999999997)","(31.0, 210.0, 180.33333333333334)","(11.0, 32.0, 14.916666666666666)","(6.5, 11.5, 11.091666666666667)","(4.0, 6.6, 5.4799999999999995)"
11-01-2023 19:24:08.469431,"(8.5, 21.0, 11.0)","(3.4, 5.1, 3.6333333333333333)","(41.0, 240.0, 205.66666666666669)","(2.8, 4.3, 2.9524999999999997)","(31.0, 210.0, 180.33333333333334)","(11.0, 32.0, 14.916666666666666)","(6.5, 11.5, 11.091666666666667)","(4.0, 6.6, 5.4799999999999995)"
11-01-2023 19:24:09.746546,"(8.5, 21.0, 11.0)","(3.4, 5.1, 3.6333333333333333)","(41.0, 240.0, 205.66666666666669)","(2.8, 4.3, 2.9524999999999997)","(31.0, 210.0, 180.33333333333334)","(11.0, 32.0, 14.916666666666666)","(6.5, 11.5, 11.091666666666667)","(4.0, 6.6, 5.4799999999999995)"
11-01-2023 19:24:11.063022,"(8.5, 21.0, 11.0)","(3.4, 5.1, 3.6333333333333333)","(41.0, 240.0, 205.66666666666669)","(2.8, 4.3, 2.9524999999999997)","(31.0, 210.0, 180.33333333333334)","(11.0, 32.0, 14.916666666666666)","(6.5, 11.5, 11.091666666666667)","(4.0, 6.6, 5.4799999999999995)"
11-01-2023 19:24:12.343796,"(8.5, 21.0, 11.0)","(3.4, 5.1, 3.6333333333333333)","(41.0, 240.0, 205.66666666666669)","(2.8, 4.3, 2.9524999999999997)","(31.0, 210.0, 180.33333333333334)","(11.0, 32.0, 14.916666666666666)","(6.5, 11.5, 11.091666666666667)","(4.0, 6.6, 5.4799999999999995)"
11-01-2023 19:24:13.657641,"(8.5, 21.0, 11.0)","(3.4, 5.1, 3.6333333333333333)","(41.0, 240.0, 205.66666666666669)","(2.8, 4.3, 2.9524999999999997)","(31.0, 210.0, 180.33333333333334)","(11.0, 32.0, 14.916666666666666)","(6.5, 11.5, 11.091666666666667)","(4.0, 6.6, 5.4799999999999995)"
11-01-2023 19:24:15.016583,"(8.5, 21.0, 11.0)","(3.4, 5.1, 3.6333333333333333)","(41.0, 240.0, 205.66666666666669)","(2.8, 4.3, 2.9524999999999997)","(31.0, 210.0, 180.33333333333334)","(11.0, 32.0, 14.916666666666666)","(6.5, 11.5, 11.091666666666667)","(4.0, 6.6, 5.4799999999999995)"
11-01-2023 19:24:16.289971,"(8.5, 21.0, 11.0)","(3.4, 5.1, 3.6333333333333333)","(41.0, 240.0, 205.66666666666669)","(2.8, 4.3, 2.9524999999999997)","(31.0, 210.0, 180.33333333333334)","(11.0, 32.0, 14.916666666666666)","(6.5, 11.5, 11.091666666666667)","(4.0, 6.6, 5.4799999999999995)"
11-01-2023 19:24:17.604125,"(8.5, 21.0, 11.0)","(3.4, 5.1, 3.6333333333333333)","(41.0, 240.0, 205.66666666666669)","(2.8, 4.3, 2.9524999999999997)","(31.0, 210.0, 180.33333333333334)","(11.0, 32.0, 14.916666666666666)","(6.5, 11.5, 11.091666666666667)","(4.0, 6.6, 5.4799999999999995)"
11-01-2023 19:24:18.906996,"(8.5, 21.0, 11.0)","(3.4, 5.1, 3.6333333333333333)","(41.0, 240.0, 205.66666666666669)","(2.8, 4.3, 2.9524999999999997)","(31.0, 210.0, 180.33333333333334)","(11.0, 32.0, 14.916666666666666)","(6.5, 11.5, 11.091666666666667)","(4.0, 6.6, 5.4799999999999995)"
11-01-2023 19:24:20.229382,"(8.5, 21.0, 11.0)","(3.4, 5.1, 3.6333333333333333)","(41.0, 240.0, 142.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 210.0, 180.33333333333334)","(11.0, 32.0, 14.916666666666666)","(6.5, 11.5, 11.091666666666667)","(4.0, 6.6, 5.4799999999999995)"
11-01-2023 19:24:21.541621,"(8.5, 21.0, 11.0)","(3.4, 5.1, 3.6333333333333333)","(41.0, 250.0, 205.66666666666669)","(2.8, 4.3, 2.9524999999999997)","(31.0, 210.0, 180.33333333333334)","(11.0, 32.0, 14.916666666666666)","(6.5, 11.5, 11.091666666666667)","(4.0, 6.6, 5.4799999999999995)"
11-01-2023 19:24:22.916042,"(8.5, 21.0, 11.0)","(3.4, 5.1, 3.6333333333333333)","(41.0, 240.0, 205.66666666666669)","(2.8, 4.3, 2.9524999999999997)","(31.0, 210.0, 180.33333333333334)","(11.0, 32.0, 14.916666666666666)","(6.5, 11.5, 11.091666666666667)","(4.0, 6.6, 5.4799999999999995)"
11-01-2023 19:24:24.231637,"(8.5, 21.0, 11.0)","(3.4, 5.1, 3.6333333333333333)","(41.0, 240.0, 205.66666666666669)","(2.8, 4.3, 2.9524999999999997)","(31.0, 210.0, 180.33333333333334)","(11.0, 32.0, 14.916666666666666)","(6.5, 11.5, 11.091666666666667)","(4.0, 6.6, 5.4799999999999995)"
11-01-2023 19:24:25.554159,"(8.5, 21.0, 11.0)","(3.4, 5.1, 3.6333333333333333)","(41.0, 240.0, 205.66666666666669)","(2.8, 4.3, 2.9524999999999997)","(31.0, 210.0, 180.33333333333334)","(11.0, 32.0, 14.916666666666666)","(6.5, 11.5, 11.091666666666667)","(4.0, 6.6, 5.4799999999999995)"
11-01-2023 19:24:27.081622,"(8.5, 21.0, 11.0)","(3.4, 5.1, 3.6333333333333333)","(41.0, 240.0, 205.66666666666669)","(2.8, 4.3, 2.9524999999999997)","(31.0, 210.0, 180.33333333333334)","(11.0, 32.0, 14.916666666666666)","(6.5, 11.5, 11.091666666666667)","(4.0, 6.6, 5.4799999999999995)"
11-01-2023 19:24:28.825575,"(8.5, 21.0, 11.0)","(3.4, 5.1, 3.6333333333333333)","(41.0, 240.0, 205.66666666666669)","(2.8, 4.3, 2.9524999999999997)","(31.0, 210.0, 180.33333333333334)","(11.0, 32.0, 14.916666666666666)","(6.5, 11.5, 11.091666666666667)","(4.0, 6.6, 5.4799999999999995)"
11-01-2023 19:24:30.212634,"(8.5, 21.0, 11.0)","(3.4, 5.1, 3.6333333333333333)","(41.0, 240.0, 205.66666666666669)","(2.8, 4.3, 2.9524999999999997)","(31.0, 210.0, 180.33333333333334)","(11.0, 32.0, 14.916666666666666)","(6.5, 11.5, 11.091666666666667)","(4.0, 6.6, 5.4799999999999995)"
11-01-2023 19:24:31.522177,"(8.5, 21.0, 11.0)","(3.4, 5.1, 3.6333333333333333)","(41.0, 240.0, 205.66666666666669)","(2.8, 4.3, 2.9524999999999997)","(31.0, 210.0, 180.33333333333334)","(11.0, 32.0, 14.916666666666666)","(6.5, 11.5, 11.091666666666667)","(4.0, 6.6, 5.4799999999999995)"
11-01-2023 19:24:32.920752,"(8.5, 21.0, 11.0)","(3.4, 5.1, 3.6333333333333333)","(41.0, 240.0, 205.66666666666669)","(2.8, 4.3, 2.9524999999999997)","(31.0, 210.0, 180.33333333333334)","(11.0, 32.0, 14.916666666666666)","(6.5, 11.5, 11.091666666666667)","(4.0, 6.6, 5.4799999999999995)"
11-01-2023 19:24:34.252754,"(8.5, 21.0, 11.0)","(3.4, 5.1, 3.6333333333333333)","(41.0, 240.0, 205.66666666666669)","(2.8, 4.3, 2.9524999999999997)","(31.0, 210.0, 180.33333333333334)","(11.0, 32.0, 14.916666666666666)","(6.5, 11.5, 11.091666666666667)","(4.0, 6.6, 5.4799999999999995)"
11-01-2023 19:24:35.528726,"(8.5, 21.0, 11.0)","(3.4, 5.1, 3.6333333333333333)","(41.0, 240.0, 205.66666666666669)","(2.8, 4.3, 2.9524999999999997)","(31.0, 210.0, 180.33333333333334)","(11.0, 32.0, 14.916666666666666)","(6.5, 11.5, 11.091666666666667)","(4.0, 6.6, 5.4799999999999995)"
11-01-2023 19:24:36.881852,"(8.5, 21.0, 11.0)","(3.4, 5.1, 3.6333333333333333)","(41.0, 240.0, 205.66666666666669)","(2.8, 4.3, 2.9524999999999997)","(31.0, 210.0, 180.33333333333334)","(11.0, 32.0, 14.916666666666666)","(6.5, 11.5, 11.091666666666667)","(4.0, 6.6, 5.4799999999999995)"
11-01-2023 19:24:38.285910,"(8.5, 21.0, 11.0)","(3.4, 5.1, 3.6333333333333333)","(41.0, 240.0, 205.66666666666669)","(2.8, 4.3, 2.9524999999999997)","(31.0, 210.0, 180.33333333333334)","(11.0, 32.0, 14.916666666666666)","(6.5, 11.5, 11.091666666666667)","(4.0, 6.6, 5.4799999999999995)"
11-01-2023 19:24:39.659614,"(8.5, 21.0, 11.0)","(3.4, 5.1, 3.6333333333333333)","(41.0, 240.0, 205.66666666666669)","(2.8, 4.3, 2.9524999999999997)","(31.0, 210.0, 180.33333333333334)","(11.0, 32.0, 14.916666666666666)","(6.5, 11.5, 11.091666666666667)","(4.0, 6.6, 5.4799999999999995)"
11-01-2023 19:24:40.985709,"(8.5, 21.0, 11.0)","(3.4, 5.1, 3.6333333333333333)","(41.0, 240.0, 247.33333333333331)","(2.8, 4.3, 2.9524999999999997)","(31.0, 210.0, 163.66666666666666)","(11.0, 32.0, 14.916666666666666)","(6.5, 11.5, 11.091666666666667)","(4.0, 6.6, 5.4799999999999995)"
11-01-2023 19:24:42.280625,"(8.5, 21.0, 10.2)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 204.66666666666666)","(2.8, 4.3, 2.9524999999999997)","(31.0, 190.0, 172.44444444444446)","(11.0, 32.0, 13.777777777777779)","(6.5, 11.5, 11.211764705882352)","(4.0, 6.6, 5.4799999999999995)"
11-01-2023 19:24:43.640287,"(8.5, 21.0, 10.2)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 204.66666666666666)","(2.8, 4.3, 2.9524999999999997)","(31.0, 190.0, 172.44444444444446)","(11.0, 32.0, 13.777777777777779)","(6.5, 11.5, 11.211764705882352)","(4.0, 6.6, 5.4799999999999995)"
11-01-2023 19:24:44.955330,"(8.5, 21.0, 10.2)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 204.66666666666666)","(2.8, 4.3, 2.9524999999999997)","(31.0, 190.0, 172.44444444444446)","(11.0, 32.0, 17.25)","(6.5, 11.5, 11.211764705882352)","(4.0, 6.6, 5.4799999999999995)"
11-01-2023 19:24:46.269949,"(8.5, 21.0, 12.149999999999999)","(3.4, 5.1, 4.157142857142857)","(41.0, 290.0, 204.66666666666666)","(2.8, 4.3, 2.9524999999999997)","(31.0, 190.0, 172.44444444444446)","(11.0, 23.0, 21.083333333333336)","(6.5, 11.5, 10.857142857142858)","(4.0, 6.6, 5.683333333333334)"
11-01-2023 19:24:47.620187,"(8.5, 21.0, 12.149999999999999)","(3.4, 5.1, 4.157142857142857)","(41.0, 290.0, 190.44444444444446)","(2.8, 4.3, 2.9524999999999997)","(31.0, 190.0, 172.44444444444446)","(11.0, 23.0, 21.083333333333336)","(6.5, 11.5, 10.475)","(4.0, 6.6, 5.52)"
11-01-2023 19:24:48.940455,"(8.5, 21.0, 10.56)","(3.4, 5.1, 4.157142857142857)","(41.0, 210.0, 190.44444444444446)","(2.8, 4.3, 2.9524999999999997)","(31.0, 190.0, 172.44444444444446)","(11.0, 23.0, 21.083333333333336)","(6.5, 11.5, 10.475)","(4.0, 6.6, 5.52)"
11-01-2023 19:24:50.350584,"(8.5, 21.0, 10.56)","(3.4, 5.1, 4.157142857142857)","(41.0, 210.0, 190.44444444444446)","(2.8, 4.3, 2.9524999999999997)","(31.0, 190.0, 172.44444444444446)","(11.0, 23.0, 21.083333333333336)","(6.5, 11.5, 10.475)","(4.0, 6.6, 5.4799999999999995)"
11-01-2023 19:24:51.740715,"(8.5, 21.0, 10.56)","(3.4, 5.1, 4.157142857142857)","(41.0, 210.0, 190.44444444444446)","(2.8, 4.3, 2.9524999999999997)","(31.0, 190.0, 172.44444444444446)","(11.0, 23.0, 21.083333333333336)","(6.5, 11.5, 10.719999999999999)","(4.0, 6.6, 5.716666666666667)"
11-01-2023 19:24:53.020234,"(8.5, 21.0, 14.04)","(3.4, 5.1, 4.157142857142857)","(41.0, 210.0, 190.44444444444446)","(2.8, 4.3, 2.9524999999999997)","(31.0, 190.0, 172.44444444444446)","(11.0, 23.0, 21.083333333333336)","(6.5, 11.5, 10.575)","(4.0, 6.6, 5.56)"
11-01-2023 19:24:54.390094,"(8.5, 21.0, 12.45)","(3.4, 5.1, 4.157142857142857)","(41.0, 210.0, 190.44444444444446)","(2.8, 4.3, 2.9524999999999997)","(31.0, 190.0, 172.44444444444446)","(11.0, 23.0, 21.083333333333336)","(6.5, 11.5, 10.575)","(4.0, 6.6, 5.56)"
11-01-2023 19:24:55.821444,"(8.5, 21.0, 10.56)","(3.4, 5.1, 4.157142857142857)","(41.0, 210.0, 190.44444444444446)","(2.8, 4.3, 2.9524999999999997)","(31.0, 190.0, 172.44444444444446)","(11.0, 23.0, 21.083333333333336)","(6.5, 11.5, 11.072727272727274)","(4.0, 6.6, 5.4799999999999995)"
11-01-2023 19:24:57.198166,"(8.5, 21.0, 10.56)","(3.4, 5.1, 4.157142857142857)","(41.0, 210.0, 190.44444444444446)","(2.8, 4.3, 2.9524999999999997)","(31.0, 190.0, 172.44444444444446)","(11.0, 23.0, 21.083333333333336)","(6.5, 11.5, 10.6)","(4.0, 6.6, 5.4799999999999995)"
11-01-2023 19:24:58.544704,"(8.5, 21.0, 10.56)","(3.4, 5.1, 4.157142857142857)","(41.0, 210.0, 190.44444444444446)","(2.8, 4.3, 2.9524999999999997)","(31.0, 190.0, 172.44444444444446)","(11.0, 23.0, 21.083333333333336)","(6.5, 11.5, 10.6)","(4.0, 6.6, 5.4799999999999995)"
11-01-2023 19:24:59.891967,"(8.5, 21.0, 10.56)","(3.4, 5.1, 4.157142857142857)","(41.0, 210.0, 190.44444444444446)","(2.8, 4.3, 2.9524999999999997)","(31.0, 190.0, 172.44444444444446)","(11.0, 23.0, 21.083333333333336)","(6.5, 11.5, 10.425)","(4.0, 6.6, 5.52)"
11-01-2023 19:25:01.207357,"(8.5, 21.0, 10.56)","(3.4, 5.1, 4.157142857142857)","(41.0, 210.0, 190.44444444444446)","(2.8, 4.3, 2.9524999999999997)","(31.0, 190.0, 172.44444444444446)","(11.0, 23.0, 21.083333333333336)","(6.5, 11.5, 10.9625)","(4.0, 6.6, 5.52)"
11-01-2023 19:25:02.485707,"(8.5, 21.0, 10.56)","(3.4, 5.1, 4.157142857142857)","(41.0, 210.0, 190.44444444444446)","(2.8, 4.3, 2.9524999999999997)","(31.0, 190.0, 172.44444444444446)","(11.0, 23.0, 21.083333333333336)","(6.5, 11.5, 10.9625)","(4.0, 6.6, 5.52)"
11-01-2023 19:25:03.833945,"(8.5, 21.0, 10.56)","(3.4, 5.1, 4.157142857142857)","(41.0, 210.0, 234.88888888888889)","(2.8, 4.3, 2.9524999999999997)","(31.0, 190.0, 172.44444444444446)","(11.0, 23.0, 21.083333333333336)","(6.5, 11.5, 10.9625)","(4.0, 6.6, 5.4799999999999995)"
11-01-2023 19:25:05.234453,"(8.5, 21.0, 14.04)","(3.4, 5.1, 4.157142857142857)","(41.0, 260.0, 234.88888888888889)","(2.8, 4.3, 2.9524999999999997)","(31.0, 190.0, 172.44444444444446)","(11.0, 23.0, 21.083333333333336)","(6.5, 11.5, 10.9625)","(4.0, 6.6, 5.4799999999999995)"
11-01-2023 19:25:06.617420,"(8.5, 21.0, 12.45)","(3.4, 5.1, 4.157142857142857)","(41.0, 260.0, 234.88888888888889)","(2.8, 4.3, 2.9524999999999997)","(31.0, 190.0, 172.44444444444446)","(11.0, 23.0, 21.083333333333336)","(6.5, 11.5, 10.9625)","(4.0, 6.6, 5.683333333333334)"
11-01-2023 19:25:07.997790,"(8.5, 21.0, 10.56)","(3.4, 5.1, 4.157142857142857)","(41.0, 260.0, 234.88888888888889)","(2.8, 4.3, 2.9524999999999997)","(31.0, 190.0, 172.44444444444446)","(11.0, 23.0, 21.083333333333336)","(6.5, 11.5, 10.9625)","(4.0, 6.6, 5.52)"
11-01-2023 19:25:09.307115,"(8.5, 21.0, 10.56)","(3.4, 5.1, 4.157142857142857)","(41.0, 260.0, 234.88888888888889)","(2.8, 4.3, 2.9524999999999997)","(31.0, 190.0, 172.44444444444446)","(11.0, 23.0, 21.083333333333336)","(6.5, 11.5, 10.9625)","(4.0, 6.6, 5.52)"
11-01-2023 19:25:11.704913,"(8.5, 21.0, 10.56)","(3.4, 5.1, 4.157142857142857)","(41.0, 260.0, 148.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 190.0, 112.0)","(11.0, 23.0, 17.5)","(6.5, 11.5, 10.9625)","(4.0, 6.6, 5.4799999999999995)"
11-01-2023 19:25:14.304899,"(8.5, 21.0, 10.56)","(3.4, 5.1, 3.6777777777777776)","(41.0, 260.0, 148.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 200.0, 50.6)","(11.0, 23.0, 17.5)","(6.5, 11.5, 9.45)","(4.0, 6.6, 5.666666666666666)"
11-01-2023 19:25:16.419615,"(8.5, 21.0, 12.830769230769231)","(3.4, 5.1, 3.6777777777777776)","(41.0, 260.0, 123.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 200.0, 112.0)","(11.0, 23.0, 17.75)","(6.5, 11.5, 9.45)","(4.0, 6.6, 5.52)"
11-01-2023 19:25:18.082015,"(8.5, 21.0, 12.45)","(3.4, 5.1, 3.6777777777777776)","(41.0, 210.0, 123.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 190.0, 112.0)","(11.0, 23.0, 17.75)","(6.5, 11.5, 9.45)","(4.0, 6.6, 5.699999999999999)"
11-01-2023 19:25:20.037219,"(8.5, 21.0, 13.107692307692307)","(3.4, 5.1, 3.6777777777777776)","(41.0, 210.0, 123.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 190.0, 112.0)","(11.0, 23.0, 17.75)","(6.5, 11.5, 9.45)","(4.0, 6.6, 5.699999999999999)"
11-01-2023 19:25:21.452417,"(8.5, 21.0, 13.107692307692307)","(3.4, 5.1, 3.6777777777777776)","(41.0, 210.0, 123.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 190.0, 63.2)","(11.0, 23.0, 17.75)","(6.5, 11.5, 9.45)","(4.0, 6.6, 5.699999999999999)"
11-01-2023 19:25:22.853477,"(8.5, 21.0, 13.107692307692307)","(3.4, 5.1, 3.6777777777777776)","(41.0, 210.0, 123.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 180.0, 63.2)","(11.0, 23.0, 17.75)","(6.5, 11.5, 9.45)","(4.0, 6.6, 5.699999999999999)"
11-01-2023 19:25:24.298103,"(8.5, 21.0, 13.107692307692307)","(3.4, 5.1, 3.6777777777777776)","(41.0, 210.0, 123.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 180.0, 63.2)","(11.0, 23.0, 17.75)","(6.5, 11.5, 9.45)","(4.0, 6.6, 5.699999999999999)"
11-01-2023 19:25:25.709686,"(8.5, 21.0, 13.107692307692307)","(3.4, 5.1, 3.6777777777777776)","(41.0, 210.0, 123.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 180.0, 63.2)","(11.0, 23.0, 17.75)","(6.5, 11.5, 9.45)","(4.0, 6.6, 5.733333333333333)"
11-01-2023 19:25:27.124749,"(8.5, 21.0, 13.107692307692307)","(3.4, 5.1, 3.6777777777777776)","(41.0, 210.0, 123.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 180.0, 63.2)","(11.0, 23.0, 17.75)","(6.5, 11.5, 9.45)","(4.0, 6.6, 5.733333333333333)"
11-01-2023 19:25:28.525189,"(8.5, 21.0, 13.107692307692307)","(3.4, 5.1, 3.6777777777777776)","(41.0, 210.0, 123.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 180.0, 63.2)","(11.0, 23.0, 17.75)","(6.5, 11.5, 9.45)","(4.0, 6.6, 5.733333333333333)"
11-01-2023 19:25:29.898619,"(8.5, 21.0, 13.107692307692307)","(3.4, 5.1, 3.6777777777777776)","(41.0, 210.0, 123.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 180.0, 63.2)","(11.0, 23.0, 17.75)","(6.5, 11.5, 9.45)","(4.0, 6.6, 5.733333333333333)"
11-01-2023 19:25:31.292860,"(8.5, 21.0, 13.107692307692307)","(3.4, 5.1, 3.6777777777777776)","(41.0, 210.0, 148.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 180.0, 112.0)","(11.0, 23.0, 17.75)","(6.5, 11.5, 9.45)","(4.0, 6.6, 5.733333333333333)"
11-01-2023 19:25:32.650669,"(8.5, 21.0, 13.107692307692307)","(3.4, 5.1, 3.6777777777777776)","(41.0, 260.0, 148.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 190.0, 112.0)","(11.0, 23.0, 17.75)","(6.5, 11.5, 9.45)","(4.0, 6.6, 5.733333333333333)"
11-01-2023 19:25:34.089494,"(8.5, 21.0, 13.107692307692307)","(3.4, 5.1, 3.6777777777777776)","(41.0, 260.0, 148.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 190.0, 112.0)","(11.0, 23.0, 17.75)","(6.5, 11.5, 9.45)","(4.0, 6.6, 5.733333333333333)"
11-01-2023 19:25:35.466514,"(8.5, 21.0, 13.107692307692307)","(3.4, 5.1, 3.6777777777777776)","(41.0, 260.0, 153.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 190.0, 112.0)","(11.0, 23.0, 17.75)","(6.5, 11.5, 9.45)","(4.0, 6.6, 5.733333333333333)"
11-01-2023 19:25:36.780873,"(8.5, 21.0, 13.107692307692307)","(3.4, 5.1, 3.6777777777777776)","(41.0, 270.0, 153.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 190.0, 112.0)","(11.0, 23.0, 17.75)","(6.5, 11.5, 9.45)","(4.0, 6.6, 5.733333333333333)"
11-01-2023 19:25:38.153971,"(8.5, 21.0, 13.107692307692307)","(3.4, 5.1, 3.6777777777777776)","(41.0, 270.0, 153.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 190.0, 112.0)","(11.0, 23.0, 17.75)","(6.5, 11.5, 9.45)","(4.0, 6.6, 5.733333333333333)"
11-01-2023 19:25:39.438841,"(8.5, 21.0, 13.107692307692307)","(3.4, 5.1, 3.6777777777777776)","(41.0, 270.0, 153.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 190.0, 112.0)","(11.0, 23.0, 17.75)","(6.5, 11.5, 9.45)","(4.0, 6.6, 5.733333333333333)"
11-01-2023 19:25:40.764383,"(8.5, 21.0, 13.107692307692307)","(3.4, 5.1, 3.6777777777777776)","(41.0, 270.0, 153.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 190.0, 112.0)","(11.0, 23.0, 17.75)","(6.5, 11.5, 9.45)","(4.0, 6.6, 5.733333333333333)"
11-01-2023 19:25:42.038150,"(8.5, 21.0, 13.107692307692307)","(3.4, 5.1, 3.6777777777777776)","(41.0, 270.0, 153.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 190.0, 112.0)","(11.0, 23.0, 17.75)","(6.5, 11.5, 9.45)","(4.0, 6.6, 5.733333333333333)"
11-01-2023 19:25:43.331457,"(8.5, 21.0, 13.107692307692307)","(3.4, 5.1, 3.6777777777777776)","(41.0, 270.0, 153.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 190.0, 112.0)","(11.0, 23.0, 17.75)","(6.5, 11.5, 9.45)","(4.0, 6.6, 5.733333333333333)"
11-01-2023 19:25:44.580581,"(8.5, 21.0, 13.107692307692307)","(3.4, 5.1, 3.6777777777777776)","(41.0, 270.0, 153.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 190.0, 112.0)","(11.0, 23.0, 16.0)","(6.5, 11.5, 9.45)","(4.0, 6.6, 5.733333333333333)"
11-01-2023 19:25:45.760398,"(8.5, 21.0, 13.107692307692307)","(3.4, 5.1, 3.6777777777777776)","(41.0, 270.0, 153.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 190.0, 112.0)","(11.0, 23.0, 16.0)","(6.5, 11.5, 9.45)","(4.0, 6.6, 5.733333333333333)"
11-01-2023 19:25:47.045280,"(8.5, 21.0, 13.107692307692307)","(3.4, 5.1, 3.6777777777777776)","(41.0, 270.0, 153.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 190.0, 112.0)","(11.0, 23.0, 16.0)","(6.5, 11.5, 9.45)","(4.0, 6.6, 5.733333333333333)"
11-01-2023 19:25:48.359944,"(8.5, 21.0, 14.666666666666666)","(3.4, 5.1, 3.6777777777777776)","(41.0, 270.0, 153.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 190.0, 112.0)","(11.0, 23.0, 16.0)","(6.5, 11.5, 9.45)","(4.0, 6.6, 5.733333333333333)"
11-01-2023 19:25:49.653584,"(8.5, 21.0, 14.666666666666666)","(3.4, 5.1, 3.6777777777777776)","(41.0, 270.0, 153.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 190.0, 112.0)","(11.0, 23.0, 16.0)","(6.5, 11.5, 9.45)","(4.0, 6.6, 5.733333333333333)"
11-01-2023 19:25:50.906495,"(8.5, 21.0, 14.666666666666666)","(3.4, 5.1, 3.6777777777777776)","(41.0, 270.0, 153.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 190.0, 112.0)","(11.0, 23.0, 16.0)","(6.5, 11.5, 9.45)","(4.0, 6.6, 5.733333333333333)"
11-01-2023 19:25:52.177809,"(8.5, 21.0, 14.666666666666666)","(3.4, 5.1, 3.6777777777777776)","(41.0, 270.0, 153.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 190.0, 112.0)","(11.0, 23.0, 16.0)","(6.5, 11.5, 9.45)","(4.0, 6.6, 5.733333333333333)"
11-01-2023 19:25:53.424379,"(8.5, 21.0, 14.666666666666666)","(3.4, 5.1, 3.6777777777777776)","(41.0, 270.0, 153.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 190.0, 112.0)","(11.0, 23.0, 16.0)","(6.5, 11.5, 9.45)","(4.0, 6.6, 5.733333333333333)"
11-01-2023 19:25:54.598884,"(8.5, 21.0, 14.666666666666666)","(3.4, 5.1, 3.6777777777777776)","(41.0, 270.0, 153.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 190.0, 112.0)","(11.0, 23.0, 16.0)","(6.5, 11.5, 9.45)","(4.0, 6.6, 5.733333333333333)"
11-01-2023 19:25:55.799359,"(8.5, 21.0, 14.666666666666666)","(3.4, 5.1, 3.6777777777777776)","(41.0, 270.0, 153.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 190.0, 112.0)","(11.0, 23.0, 16.0)","(6.5, 11.5, 9.45)","(4.0, 6.6, 5.733333333333333)"
