,Appealing Road,Awesome Moon,Odina,Jumpin Jack Brass,Jubaslilballerina,Ellies At Windsor,S S Frontier Angel,Grey Flamingo,Van Hook,La Maddalena
07-01-2023 11:21:51.262079,"(14.0, 30.0, 24.6)","(31.0, 70.0, 58.0)","(14.0, 25.0, 23.916666666666664)","(2.3, 2.48, 2.373333333333333)","(21.0, 220.0, 155.33333333333334)","(19.0, 34.0, 25.5)","(41.0, 220.0, 134.0)","(11.0, 24.0, 20.5)","(3.1, 5.3, 4.890909090909091)","(5.5, 9.2, 7.7)"
07-01-2023 11:21:52.473334,"(14.0, 30.0, 24.6)","(31.0, 70.0, 58.0)","(14.0, 25.0, 23.916666666666664)","(2.3, 2.48, 2.373333333333333)","(21.0, 220.0, 155.33333333333334)","(19.0, 34.0, 25.5)","(41.0, 220.0, 134.0)","(11.0, 24.0, 19.0)","(3.1, 5.3, 4.890909090909091)","(5.5, 9.2, 7.7)"
07-01-2023 11:21:53.634517,"(14.0, 30.0, 24.6)","(31.0, 70.0, 58.0)","(14.0, 25.0, 23.916666666666664)","(2.3, 2.48, 2.373333333333333)","(21.0, 220.0, 155.33333333333334)","(19.0, 34.0, 25.5)","(41.0, 220.0, 134.0)","(11.0, 24.0, 19.0)","(3.1, 5.3, 4.890909090909091)","(5.5, 9.2, 7.7)"
07-01-2023 11:21:54.808053,"(14.0, 30.0, 24.6)","(31.0, 70.0, 58.0)","(14.0, 25.0, 23.916666666666664)","(2.3, 2.48, 2.373333333333333)","(21.0, 220.0, 155.33333333333334)","(19.0, 34.0, 25.5)","(41.0, 220.0, 134.0)","(11.0, 24.0, 19.0)","(3.1, 5.3, 4.825)","(5.5, 9.2, 7.7)"
07-01-2023 11:21:56.158478,"(14.0, 30.0, 24.6)","(31.0, 70.0, 58.0)","(14.0, 25.0, 23.916666666666664)","(2.3, 2.48, 2.373333333333333)","(21.0, 220.0, 155.33333333333334)","(19.0, 34.0, 25.5)","(41.0, 220.0, 134.0)","(11.0, 24.0, 19.0)","(3.1, 5.2, 4.825)","(5.5, 9.2, 7.933333333333334)"
07-01-2023 11:21:57.532476,"(14.0, 30.0, 24.6)","(31.0, 70.0, 58.0)","(14.0, 25.0, 23.916666666666664)","(2.3, 2.48, 2.373333333333333)","(21.0, 220.0, 155.33333333333334)","(19.0, 34.0, 25.5)","(41.0, 220.0, 134.0)","(11.0, 24.0, 19.0)","(3.1, 5.2, 4.825)","(5.5, 9.0, 7.933333333333334)"
07-01-2023 11:21:58.932881,"(15.0, 30.0, 24.6)","(31.0, 70.0, 58.0)","(15.0, 25.0, 23.916666666666664)","(2.3, 2.48, 2.373333333333333)","(21.0, 220.0, 155.33333333333334)","(20.0, 34.0, 25.5)","(41.0, 220.0, 134.0)","(11.0, 24.0, 19.8)","(3.1, 5.2, 4.825)","(5.5, 9.0, 7.933333333333334)"
07-01-2023 11:22:00.239290,"(15.0, 30.0, 24.6)","(31.0, 70.0, 58.0)","(15.0, 25.0, 23.916666666666664)","(2.3, 2.48, 2.373333333333333)","(21.0, 220.0, 155.33333333333334)","(20.0, 34.0, 28.333333333333336)","(41.0, 220.0, 134.0)","(11.0, 24.0, 20.5)","(3.1, 5.2, 4.825)","(5.5, 9.0, 7.933333333333334)"
07-01-2023 11:22:01.506269,"(15.0, 30.0, 24.6)","(31.0, 70.0, 53.0)","(15.0, 25.0, 24.07142857142857)","(2.3, 2.48, 2.373333333333333)","(21.0, 220.0, 155.33333333333334)","(20.0, 34.0, 29.875)","(41.0, 220.0, 134.0)","(11.0, 24.0, 20.5)","(3.1, 5.2, 4.825)","(5.5, 9.0, 7.933333333333334)"
07-01-2023 11:22:02.788741,"(15.0, 30.0, 25.5)","(31.0, 70.0, 53.0)","(15.0, 25.0, 24.07142857142857)","(2.3, 2.48, 2.373333333333333)","(21.0, 220.0, 155.33333333333334)","(20.0, 34.0, 29.875)","(41.0, 220.0, 134.0)","(11.0, 24.0, 20.5)","(3.1, 5.2, 4.825)","(5.5, 9.0, 7.933333333333334)"
07-01-2023 11:22:04.022193,"(15.0, 30.0, 25.5)","(31.0, 70.0, 53.0)","(15.0, 25.0, 24.07142857142857)","(2.3, 2.48, 2.373333333333333)","(21.0, 220.0, 155.33333333333334)","(20.0, 34.0, 29.875)","(41.0, 220.0, 134.0)","(11.0, 24.0, 20.5)","(3.1, 5.2, 4.825)","(5.5, 9.0, 7.933333333333334)"
07-01-2023 11:22:05.245798,"(15.0, 30.0, 25.5)","(31.0, 70.0, 53.0)","(15.0, 25.0, 24.07142857142857)","(2.3, 2.48, 2.373333333333333)","(21.0, 220.0, 155.33333333333334)","(20.0, 34.0, 29.875)","(41.0, 220.0, 134.0)","(11.0, 24.0, 20.5)","(3.1, 5.2, 4.825)","(5.5, 9.0, 7.933333333333334)"
07-01-2023 11:22:06.533441,"(15.0, 30.0, 25.5)","(31.0, 70.0, 53.0)","(15.0, 25.0, 24.07142857142857)","(2.3, 2.48, 2.373333333333333)","(21.0, 220.0, 155.33333333333334)","(20.0, 34.0, 29.875)","(41.0, 220.0, 134.0)","(11.0, 24.0, 20.5)","(3.1, 5.2, 4.85)","(5.5, 9.0, 8.4)"
07-01-2023 11:22:07.792462,"(15.0, 30.0, 25.5)","(31.0, 70.0, 53.0)","(15.0, 25.0, 24.07142857142857)","(2.3, 2.48, 2.373333333333333)","(21.0, 220.0, 155.33333333333334)","(20.0, 34.0, 29.875)","(41.0, 220.0, 134.0)","(11.0, 24.0, 20.5)","(3.1, 5.1, 4.781818181818181)","(5.5, 9.0, 8.644444444444444)"
07-01-2023 11:22:09.068228,"(15.0, 30.0, 25.5)","(31.0, 70.0, 53.0)","(15.0, 25.0, 24.07142857142857)","(2.3, 2.48, 2.373333333333333)","(21.0, 220.0, 155.33333333333334)","(20.0, 34.0, 26.2)","(41.0, 220.0, 134.0)","(11.0, 24.0, 20.5)","(3.1, 5.1, 4.885714285714285)","(5.5, 9.0, 8.733333333333334)"
07-01-2023 11:22:10.324583,"(15.0, 30.0, 25.5)","(31.0, 70.0, 53.0)","(15.0, 25.0, 24.07142857142857)","(2.3, 2.48, 2.373333333333333)","(21.0, 220.0, 155.33333333333334)","(20.0, 32.0, 26.2)","(41.0, 220.0, 134.0)","(11.0, 24.0, 20.5)","(3.1, 5.1, 4.885714285714285)","(5.5, 9.0, 8.466666666666667)"
07-01-2023 11:22:11.630460,"(15.0, 30.0, 25.5)","(31.0, 70.0, 60.5)","(15.0, 25.0, 24.07142857142857)","(2.3, 2.48, 2.373333333333333)","(21.0, 220.0, 155.33333333333334)","(20.0, 32.0, 26.2)","(41.0, 220.0, 134.0)","(11.0, 24.0, 20.5)","(3.1, 5.1, 4.885714285714285)","(5.5, 9.0, 8.466666666666667)"
07-01-2023 11:22:12.929125,"(15.0, 30.0, 21.333333333333332)","(31.0, 70.0, 67.16666666666667)","(15.0, 25.0, 23.0)","(2.3, 2.48, 2.434285714285714)","(21.0, 220.0, 155.33333333333334)","(20.0, 32.0, 26.2)","(41.0, 220.0, 134.0)","(11.0, 24.0, 20.5)","(3.1, 5.1, 4.885714285714285)","(5.5, 9.0, 8.84)"
07-01-2023 11:22:14.129495,"(15.0, 30.0, 21.333333333333332)","(31.0, 70.0, 67.16666666666667)","(15.0, 25.0, 23.0)","(2.3, 2.48, 2.434285714285714)","(21.0, 220.0, 155.33333333333334)","(20.0, 32.0, 26.2)","(41.0, 220.0, 134.0)","(11.0, 24.0, 20.5)","(3.1, 5.1, 4.885714285714285)","(5.5, 9.2, 8.84)"
07-01-2023 11:22:15.361793,"(15.0, 30.0, 21.333333333333332)","(31.0, 70.0, 67.16666666666667)","(15.0, 25.0, 23.0)","(2.3, 2.48, 2.434285714285714)","(21.0, 220.0, 155.33333333333334)","(20.0, 32.0, 22.333333333333332)","(41.0, 220.0, 134.0)","(11.0, 24.0, 20.5)","(3.1, 5.1, 4.885714285714285)","(5.5, 9.2, 8.84)"
07-01-2023 11:22:16.605489,"(15.0, 30.0, 21.333333333333332)","(31.0, 70.0, 54.0)","(15.0, 25.0, 23.8)","(2.3, 2.48, 2.434285714285714)","(21.0, 220.0, 123.5)","(20.0, 32.0, 22.333333333333332)","(41.0, 220.0, 134.0)","(11.0, 24.0, 19.0)","(3.1, 5.1, 4.885714285714285)","(5.5, 9.2, 8.133333333333333)"
07-01-2023 11:22:17.863229,"(15.0, 30.0, 24.8)","(31.0, 70.0, 54.0)","(15.0, 25.0, 23.8)","(2.3, 2.48, 2.434285714285714)","(21.0, 220.0, 123.5)","(20.0, 32.0, 22.333333333333332)","(41.0, 220.0, 134.0)","(11.0, 24.0, 19.0)","(3.1, 5.1, 4.885714285714285)","(5.5, 9.2, 8.133333333333333)"
07-01-2023 11:22:19.088138,"(15.0, 30.0, 24.8)","(31.0, 70.0, 54.0)","(15.0, 25.0, 23.8)","(2.3, 2.48, 2.434285714285714)","(21.0, 220.0, 123.5)","(20.0, 32.0, 22.333333333333332)","(41.0, 220.0, 134.0)","(11.0, 24.0, 19.0)","(3.1, 5.1, 4.885714285714285)","(5.5, 9.2, 8.133333333333333)"
07-01-2023 11:22:20.322399,"(15.0, 30.0, 25.0)","(31.0, 70.0, 54.0)","(15.0, 25.0, 23.8)","(2.3, 2.48, 2.434285714285714)","(21.0, 220.0, 123.5)","(20.0, 32.0, 22.333333333333332)","(41.0, 220.0, 134.0)","(11.0, 24.0, 19.0)","(3.1, 5.1, 4.9)","(5.5, 9.2, 8.133333333333333)"
07-01-2023 11:22:21.593744,"(15.0, 30.0, 25.0)","(31.0, 70.0, 54.0)","(15.0, 25.0, 23.8)","(2.3, 2.48, 2.434285714285714)","(21.0, 220.0, 123.5)","(20.0, 32.0, 22.333333333333332)","(41.0, 220.0, 134.0)","(11.0, 24.0, 19.0)","(3.1, 5.2, 4.933333333333333)","(5.5, 9.2, 8.133333333333333)"
07-01-2023 11:22:22.839055,"(15.0, 30.0, 25.0)","(31.0, 70.0, 54.0)","(15.0, 25.0, 23.8)","(2.3, 2.48, 2.434285714285714)","(21.0, 220.0, 123.5)","(20.0, 32.0, 22.333333333333332)","(41.0, 220.0, 134.0)","(11.0, 24.0, 19.0)","(3.1, 5.1, 4.933333333333333)","(5.5, 9.2, 8.133333333333333)"
07-01-2023 11:22:24.117389,"(15.0, 30.0, 25.0)","(31.0, 70.0, 54.0)","(15.0, 25.0, 23.8)","(2.3, 2.48, 2.417777777777778)","(21.0, 220.0, 123.5)","(20.0, 32.0, 22.333333333333332)","(41.0, 220.0, 134.0)","(11.0, 24.0, 19.0)","(3.1, 5.1, 4.933333333333333)","(5.5, 9.2, 8.133333333333333)"
07-01-2023 11:22:25.384522,"(15.0, 30.0, 25.0)","(31.0, 70.0, 54.0)","(15.0, 25.0, 23.8)","(2.3, 2.48, 2.434285714285714)","(21.0, 220.0, 123.5)","(20.0, 32.0, 22.333333333333332)","(41.0, 220.0, 134.0)","(11.0, 24.0, 19.0)","(3.1, 5.1, 4.933333333333333)","(5.5, 9.2, 8.6)"
07-01-2023 11:22:26.593228,"(15.0, 30.0, 25.0)","(31.0, 70.0, 54.0)","(15.0, 25.0, 23.8)","(2.3, 2.48, 2.311111111111111)","(21.0, 220.0, 123.5)","(20.0, 32.0, 22.333333333333332)","(41.0, 220.0, 134.0)","(11.0, 24.0, 19.0)","(3.1, 5.1, 4.933333333333333)","(5.5, 9.2, 8.84)"
07-01-2023 11:22:27.793103,"(15.0, 30.0, 25.0)","(31.0, 70.0, 54.0)","(15.0, 25.0, 23.8)","(2.3, 2.32, 2.38)","(21.0, 220.0, 123.5)","(20.0, 32.0, 22.333333333333332)","(41.0, 220.0, 134.0)","(11.0, 24.0, 19.0)","(3.1, 5.1, 4.933333333333333)","(5.5, 9.2, 8.4)"
07-01-2023 11:22:29.106459,"(15.0, 30.0, 25.0)","(31.0, 70.0, 54.0)","(15.0, 25.0, 23.8)","(2.3, 2.46, 2.38)","(21.0, 220.0, 123.5)","(20.0, 32.0, 28.88888888888889)","(41.0, 220.0, 134.0)","(11.0, 24.0, 22.1)","(3.1, 5.1, 4.866666666666666)","(5.5, 8.6, 8.529411764705882)"
07-01-2023 11:22:30.375796,"(15.0, 30.0, 27.0)","(31.0, 70.0, 62.5)","(15.0, 25.0, 23.8)","(2.3, 2.46, 2.38)","(21.0, 220.0, 156.0)","(20.0, 32.0, 28.375)","(41.0, 220.0, 135.0)","(11.0, 24.0, 20.0)","(3.1, 5.1, 4.74)","(5.5, 8.6, 8.4)"
07-01-2023 11:22:31.670470,"(15.0, 30.0, 27.0)","(31.0, 70.0, 62.5)","(15.0, 25.0, 23.8)","(2.3, 2.46, 2.38)","(21.0, 220.0, 156.0)","(20.0, 32.0, 28.88888888888889)","(41.0, 220.0, 135.0)","(11.0, 24.0, 20.0)","(3.1, 5.1, 5.08235294117647)","(5.5, 8.6, 8.4)"
07-01-2023 11:22:32.959568,"(15.0, 30.0, 27.0)","(31.0, 70.0, 62.5)","(15.0, 25.0, 23.8)","(2.3, 2.46, 2.38)","(21.0, 220.0, 156.0)","(20.0, 32.0, 25.5)","(41.0, 220.0, 135.0)","(11.0, 24.0, 22.1)","(3.1, 5.1, 5.0)","(5.5, 8.6, 8.529411764705882)"
07-01-2023 11:22:34.275400,"(15.0, 30.0, 25.4)","(31.0, 70.0, 62.5)","(15.0, 25.0, 23.8)","(2.3, 2.46, 2.38)","(21.0, 220.0, 123.5)","(20.0, 32.0, 37.5)","(41.0, 220.0, 151.2)","(11.0, 24.0, 20.0)","(3.1, 5.1, 5.0)","(5.5, 8.6, 8.4)"
07-01-2023 11:22:35.535654,"(15.0, 30.0, 25.4)","(31.0, 70.0, 59.33333333333333)","(15.0, 25.0, 23.8)","(2.3, 2.46, 2.38)","(21.0, 220.0, 123.5)","(20.0, 44.0, 37.375)","(41.0, 220.0, 151.2)","(11.0, 24.0, 20.0)","(3.1, 5.1, 5.0)","(5.5, 8.6, 7.9)"
07-01-2023 11:22:36.796579,"(15.0, 30.0, 25.4)","(31.0, 70.0, 59.33333333333333)","(15.0, 25.0, 23.8)","(2.3, 2.46, 2.38)","(21.0, 220.0, 123.5)","(20.0, 44.0, 37.375)","(41.0, 220.0, 151.2)","(11.0, 24.0, 20.0)","(3.1, 5.1, 5.0)","(5.5, 8.6, 8.425)"
07-01-2023 11:22:37.973373,"(15.0, 30.0, 25.4)","(31.0, 70.0, 59.33333333333333)","(15.0, 25.0, 23.8)","(2.3, 2.46, 2.38)","(21.0, 220.0, 123.5)","(20.0, 44.0, 37.375)","(41.0, 220.0, 151.2)","(11.0, 24.0, 20.0)","(3.1, 5.1, 5.0)","(5.5, 8.6, 8.425)"
07-01-2023 11:22:39.147469,"(15.0, 30.0, 25.4)","(31.0, 70.0, 59.33333333333333)","(15.0, 25.0, 23.8)","(2.3, 2.46, 2.38)","(21.0, 220.0, 123.5)","(20.0, 44.0, 37.375)","(41.0, 220.0, 151.2)","(11.0, 24.0, 20.0)","(3.1, 5.1, 5.0)","(5.5, 8.6, 8.425)"
07-01-2023 11:22:40.360515,"(15.0, 30.0, 25.4)","(31.0, 70.0, 59.33333333333333)","(15.0, 25.0, 23.8)","(2.3, 2.46, 2.38)","(21.0, 220.0, 123.5)","(20.0, 44.0, 37.375)","(41.0, 220.0, 151.2)","(11.0, 24.0, 20.0)","(3.1, 5.1, 5.0)","(5.5, 8.6, 8.425)"
07-01-2023 11:22:41.596889,"(15.0, 30.0, 25.4)","(31.0, 70.0, 59.33333333333333)","(15.0, 25.0, 23.8)","(2.3, 2.46, 2.314)","(21.0, 220.0, 123.5)","(20.0, 44.0, 37.375)","(41.0, 220.0, 151.2)","(11.0, 24.0, 20.0)","(3.1, 5.1, 5.0)","(5.5, 8.6, 8.425)"
07-01-2023 11:22:42.877545,"(15.0, 30.0, 25.4)","(31.0, 70.0, 62.0)","(15.0, 25.0, 23.8)","(2.3, 2.44, 2.314)","(21.0, 220.0, 123.5)","(20.0, 44.0, 37.375)","(41.0, 220.0, 151.2)","(11.0, 24.0, 20.0)","(3.1, 5.1, 5.0)","(5.5, 8.6, 8.425)"
07-01-2023 11:22:44.137514,"(15.0, 30.0, 25.4)","(31.0, 70.0, 62.0)","(15.0, 25.0, 23.8)","(2.3, 2.44, 2.3127272727272725)","(21.0, 220.0, 123.5)","(20.0, 44.0, 37.375)","(41.0, 220.0, 151.2)","(11.0, 24.0, 20.0)","(3.1, 5.1, 5.08)","(5.5, 8.6, 7.9)"
07-01-2023 11:22:45.500598,"(15.0, 30.0, 25.4)","(31.0, 70.0, 62.0)","(15.0, 25.0, 23.8)","(2.3, 2.44, 2.3127272727272725)","(21.0, 220.0, 123.5)","(20.0, 44.0, 37.375)","(41.0, 220.0, 151.2)","(11.0, 24.0, 20.0)","(3.1, 5.2, 5.08)","(5.5, 8.6, 7.9)"
07-01-2023 11:22:46.797712,"(15.0, 30.0, 22.333333333333332)","(31.0, 70.0, 62.0)","(15.0, 25.0, 22.25)","(2.3, 2.44, 2.3127272727272725)","(21.0, 220.0, 123.5)","(20.0, 44.0, 35.33333333333333)","(41.0, 220.0, 152.0)","(11.0, 24.0, 17.333333333333332)","(3.1, 5.2, 5.08)","(5.5, 8.6, 7.55)"
07-01-2023 11:22:48.035372,"(15.0, 30.0, 22.666666666666668)","(31.0, 70.0, 62.0)","(15.0, 25.0, 22.25)","(2.3, 2.44, 2.3127272727272725)","(21.0, 220.0, 123.5)","(20.0, 44.0, 35.33333333333333)","(41.0, 220.0, 135.0)","(11.0, 24.0, 17.333333333333332)","(3.1, 5.2, 5.08)","(5.5, 8.6, 7.44)"
07-01-2023 11:22:49.260209,"(15.0, 30.0, 22.666666666666668)","(31.0, 70.0, 62.0)","(15.0, 25.0, 22.25)","(2.3, 2.44, 2.3127272727272725)","(21.0, 220.0, 123.5)","(20.0, 44.0, 35.33333333333333)","(41.0, 220.0, 135.0)","(11.0, 24.0, 17.333333333333332)","(3.1, 5.2, 4.933333333333333)","(5.5, 8.4, 7.44)"
07-01-2023 11:22:50.442794,"(15.0, 30.0, 22.666666666666668)","(31.0, 70.0, 60.0)","(15.0, 25.0, 23.625)","(2.3, 2.44, 2.4036363636363633)","(21.0, 220.0, 123.5)","(20.0, 44.0, 35.33333333333333)","(41.0, 220.0, 135.0)","(11.0, 24.0, 17.333333333333332)","(3.1, 5.1, 4.933333333333333)","(5.5, 8.4, 7.44)"
07-01-2023 11:22:51.586834,"(15.0, 30.0, 22.666666666666668)","(31.0, 70.0, 60.0)","(15.0, 25.0, 23.625)","(2.3, 2.44, 2.3466666666666667)","(21.0, 220.0, 123.5)","(20.0, 44.0, 35.33333333333333)","(41.0, 220.0, 135.0)","(11.0, 24.0, 17.333333333333332)","(3.1, 5.1, 4.933333333333333)","(5.5, 8.4, 7.44)"
07-01-2023 11:22:52.776409,"(15.0, 30.0, 22.666666666666668)","(31.0, 70.0, 60.0)","(15.0, 25.0, 23.625)","(2.3, 2.44, 2.444)","(21.0, 220.0, 123.5)","(20.0, 44.0, 35.33333333333333)","(41.0, 220.0, 135.0)","(11.0, 24.0, 17.333333333333332)","(3.1, 5.1, 4.933333333333333)","(5.5, 8.4, 7.44)"
07-01-2023 11:22:54.023971,"(15.0, 30.0, 22.666666666666668)","(31.0, 70.0, 60.0)","(15.0, 25.0, 23.625)","(2.3, 2.46, 2.444)","(21.0, 220.0, 123.5)","(20.0, 44.0, 35.33333333333333)","(41.0, 220.0, 135.0)","(11.0, 24.0, 17.333333333333332)","(3.1, 5.1, 4.933333333333333)","(5.5, 8.4, 7.44)"
07-01-2023 11:22:55.326506,"(15.0, 30.0, 22.666666666666668)","(31.0, 70.0, 60.0)","(15.0, 25.0, 23.625)","(2.3, 2.46, 2.444)","(21.0, 220.0, 123.5)","(20.0, 44.0, 35.33333333333333)","(41.0, 220.0, 135.0)","(11.0, 24.0, 17.333333333333332)","(3.1, 5.1, 4.933333333333333)","(5.5, 8.4, 7.44)"
07-01-2023 11:22:56.615947,"(15.0, 30.0, 22.666666666666668)","(31.0, 70.0, 60.0)","(15.0, 25.0, 23.625)","(2.3, 2.46, 2.444)","(21.0, 220.0, 123.5)","(20.0, 44.0, 35.33333333333333)","(41.0, 220.0, 135.0)","(11.0, 24.0, 17.333333333333332)","(3.1, 5.1, 4.933333333333333)","(5.5, 8.4, 7.44)"
07-01-2023 11:22:57.909062,"(15.0, 30.0, 22.666666666666668)","(31.0, 70.0, 60.0)","(15.0, 25.0, 23.625)","(2.3, 2.46, 2.3899999999999997)","(21.0, 220.0, 123.5)","(20.0, 44.0, 35.33333333333333)","(41.0, 220.0, 135.0)","(11.0, 24.0, 17.333333333333332)","(3.1, 5.1, 4.8)","(5.5, 8.4, 7.44)"
07-01-2023 11:22:59.280768,"(15.0, 30.0, 22.666666666666668)","(31.0, 70.0, 60.0)","(15.0, 25.0, 23.625)","(2.3, 2.46, 2.41)","(21.0, 220.0, 123.5)","(20.0, 44.0, 30.0)","(41.0, 220.0, 135.0)","(11.0, 24.0, 17.333333333333332)","(3.1, 5.3, 4.8)","(5.5, 8.4, 7.44)"
07-01-2023 11:23:00.520912,"(15.0, 30.0, 22.666666666666668)","(31.0, 70.0, 60.0)","(15.0, 25.0, 23.625)","(2.3, 2.5, 2.42)","(21.0, 220.0, 123.5)","(20.0, 42.0, 30.0)","(41.0, 220.0, 135.0)","(11.0, 24.0, 17.333333333333332)","(3.1, 5.3, 4.8)","(5.5, 8.4, 7.44)"
07-01-2023 11:23:01.719092,"(15.0, 30.0, 22.666666666666668)","(31.0, 70.0, 60.0)","(15.0, 25.0, 23.625)","(2.3, 2.52, 2.486666666666667)","(21.0, 220.0, 123.5)","(20.0, 42.0, 26.333333333333332)","(41.0, 220.0, 135.0)","(11.0, 24.0, 17.333333333333332)","(3.1, 5.3, 4.72)","(5.5, 8.4, 7.44)"
07-01-2023 11:23:02.957393,"(15.0, 30.0, 24.5)","(31.0, 70.0, 60.0)","(15.0, 25.0, 23.9)","(2.3, 2.52, 2.42)","(21.0, 220.0, 123.5)","(20.0, 42.0, 26.333333333333332)","(41.0, 220.0, 135.0)","(11.0, 24.0, 17.333333333333332)","(3.1, 5.2, 4.72)","(5.5, 8.4, 7.44)"
07-01-2023 11:23:04.106017,"(15.0, 30.0, 24.5)","(31.0, 70.0, 60.0)","(15.0, 25.0, 23.9)","(2.3, 2.52, 2.42)","(21.0, 220.0, 123.5)","(21.0, 42.0, 20.0)","(41.0, 220.0, 135.0)","(11.0, 24.0, 17.333333333333332)","(3.1, 5.2, 4.72)","(5.5, 8.4, 7.44)"
07-01-2023 11:23:05.289936,"(15.0, 30.0, 24.5)","(31.0, 70.0, 60.0)","(15.0, 25.0, 24.2)","(2.3, 2.52, 2.42)","(21.0, 220.0, 123.5)","(21.0, 29.0, 20.0)","(41.0, 220.0, 135.0)","(11.0, 24.0, 17.333333333333332)","(3.1, 5.2, 4.72)","(5.5, 8.4, 7.44)"
07-01-2023 11:23:06.531535,"(15.0, 30.0, 24.5)","(31.0, 70.0, 60.0)","(15.0, 25.0, 24.2)","(2.3, 2.52, 2.42)","(21.0, 220.0, 123.5)","(21.0, 29.0, 20.0)","(41.0, 220.0, 135.0)","(11.0, 24.0, 17.333333333333332)","(3.1, 5.2, 4.933333333333333)","(5.5, 8.4, 7.666666666666667)"
07-01-2023 11:23:07.806284,"(15.0, 30.0, 24.5)","(31.0, 70.0, 60.0)","(15.0, 25.0, 24.2)","(2.3, 2.52, 2.42)","(21.0, 220.0, 123.5)","(21.0, 29.0, 20.0)","(41.0, 220.0, 135.0)","(11.0, 24.0, 17.333333333333332)","(3.1, 5.1, 4.726315789473684)","(5.5, 8.6, 7.4)"
07-01-2023 11:23:09.163318,"(15.0, 30.0, 24.5)","(31.0, 70.0, 60.0)","(15.0, 25.0, 24.2)","(2.3, 2.52, 2.42)","(21.0, 220.0, 123.5)","(21.0, 29.0, 20.0)","(41.0, 220.0, 135.0)","(11.0, 24.0, 17.333333333333332)","(3.1, 5.2, 4.726315789473684)","(5.5, 8.4, 7.4)"
07-01-2023 11:23:10.522238,"(15.0, 30.0, 24.5)","(31.0, 70.0, 60.0)","(15.0, 25.0, 24.2)","(2.3, 2.52, 2.42)","(21.0, 220.0, 123.5)","(21.0, 29.0, 20.0)","(41.0, 220.0, 135.0)","(11.0, 24.0, 17.333333333333332)","(3.1, 5.2, 4.726315789473684)","(5.5, 8.4, 7.733333333333333)"
07-01-2023 11:23:11.822724,"(15.0, 30.0, 24.5)","(31.0, 70.0, 60.0)","(15.0, 25.0, 24.2)","(2.3, 2.52, 2.42)","(21.0, 220.0, 123.5)","(21.0, 29.0, 20.0)","(41.0, 220.0, 135.0)","(11.0, 24.0, 17.333333333333332)","(3.1, 5.2, 4.726315789473684)","(5.5, 8.4, 7.733333333333333)"
07-01-2023 11:23:13.091874,"(15.0, 30.0, 24.5)","(31.0, 70.0, 60.0)","(15.0, 25.0, 24.2)","(2.3, 2.52, 2.3566666666666665)","(21.0, 220.0, 123.5)","(21.0, 29.0, 20.0)","(41.0, 220.0, 135.0)","(11.0, 24.0, 17.333333333333332)","(3.1, 5.2, 4.726315789473684)","(5.5, 8.4, 7.733333333333333)"
07-01-2023 11:23:14.272102,"(15.0, 30.0, 24.5)","(31.0, 70.0, 62.5)","(15.0, 25.0, 24.2)","(2.3, 2.54, 2.3566666666666665)","(21.0, 220.0, 123.5)","(21.0, 29.0, 20.0)","(41.0, 220.0, 135.0)","(11.0, 24.0, 17.333333333333332)","(3.1, 5.2, 4.726315789473684)","(5.5, 8.4, 7.733333333333333)"
07-01-2023 11:23:15.493130,"(15.0, 30.0, 24.5)","(31.0, 70.0, 62.5)","(15.0, 25.0, 24.2)","(2.3, 2.54, 2.3566666666666665)","(21.0, 220.0, 123.5)","(21.0, 29.0, 19.8125)","(41.0, 220.0, 135.0)","(11.0, 24.0, 17.333333333333332)","(3.1, 5.2, 4.726315789473684)","(5.5, 8.4, 7.685714285714286)"
07-01-2023 11:23:16.656727,"(15.0, 30.0, 24.5)","(31.0, 70.0, 62.5)","(15.0, 25.0, 27.0)","(2.3, 2.54, 2.4699999999999998)","(21.0, 220.0, 123.5)","(21.0, 29.0, 19.8125)","(41.0, 220.0, 135.0)","(11.0, 24.0, 17.333333333333332)","(3.1, 5.2, 4.726315789473684)","(5.5, 8.4, 7.685714285714286)"
07-01-2023 11:23:17.791575,"(15.0, 30.0, 24.5)","(31.0, 70.0, 64.0)","(15.0, 30.0, 24.666666666666668)","(2.3, 2.52, 2.4699999999999998)","(21.0, 220.0, 123.5)","(21.0, 29.0, 19.8125)","(41.0, 220.0, 135.0)","(11.0, 24.0, 17.333333333333332)","(3.1, 5.2, 4.726315789473684)","(5.5, 8.4, 7.685714285714286)"
07-01-2023 11:23:18.942999,"(15.0, 30.0, 24.5)","(31.0, 70.0, 64.0)","(15.0, 30.0, 24.666666666666668)","(2.3, 2.52, 2.4699999999999998)","(21.0, 220.0, 123.5)","(21.0, 29.0, 19.8125)","(41.0, 220.0, 135.0)","(11.0, 24.0, 17.333333333333332)","(3.1, 5.2, 4.726315789473684)","(5.5, 8.4, 7.685714285714286)"
07-01-2023 11:23:20.119193,"(15.0, 30.0, 24.5)","(31.0, 70.0, 64.0)","(15.0, 30.0, 24.666666666666668)","(2.3, 2.52, 2.4699999999999998)","(21.0, 220.0, 123.5)","(21.0, 29.0, 19.8125)","(41.0, 220.0, 135.0)","(11.0, 24.0, 17.333333333333332)","(3.1, 5.2, 4.726315789473684)","(5.5, 8.4, 7.685714285714286)"
