,Shadow Ban,Vinnys Charm,Slingshot Vinny,Sweet Nitro,Aussie Summer,Sash Express,Banjo Reign
09-01-2023 17:14:33.443453,"(4.8, 10.0, 9.10909090909091)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 188.0)","(26.0, 200.0, 115.0)"
09-01-2023 17:14:34.759242,"(4.8, 10.0, 9.10909090909091)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 188.0)","(26.0, 200.0, 115.0)"
09-01-2023 17:14:36.174777,"(4.8, 10.0, 9.10909090909091)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 188.0)","(26.0, 200.0, 115.0)"
09-01-2023 17:14:37.445243,"(4.8, 10.0, 9.10909090909091)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 196.36363636363637)","(26.0, 200.0, 115.0)"
09-01-2023 17:14:38.651072,"(4.8, 10.0, 9.10909090909091)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 185.0)","(26.0, 200.0, 115.0)"
09-01-2023 17:14:39.957212,"(4.8, 10.0, 9.10909090909091)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 173.33333333333331)","(26.0, 200.0, 115.0)"
09-01-2023 17:14:41.294819,"(4.8, 10.0, 9.10909090909091)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 173.33333333333331)","(26.0, 200.0, 115.0)"
09-01-2023 17:14:42.396985,"(4.8, 10.0, 9.10909090909091)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 173.33333333333331)","(26.0, 200.0, 115.0)"
09-01-2023 17:14:43.475781,"(4.8, 10.0, 9.10909090909091)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 173.33333333333331)","(26.0, 200.0, 115.0)"
09-01-2023 17:14:44.575815,"(4.8, 10.0, 9.10909090909091)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 173.33333333333331)","(26.0, 200.0, 115.0)"
09-01-2023 17:14:45.692867,"(4.8, 10.0, 9.10909090909091)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 173.33333333333331)","(26.0, 200.0, 115.0)"
09-01-2023 17:14:46.862844,"(4.8, 10.0, 9.10909090909091)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 173.33333333333331)","(26.0, 200.0, 115.0)"
09-01-2023 17:14:48.072082,"(4.8, 10.0, 9.10909090909091)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 173.33333333333331)","(26.0, 200.0, 115.0)"
09-01-2023 17:14:49.288683,"(4.8, 10.0, 9.10909090909091)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 173.33333333333331)","(26.0, 200.0, 115.0)"
09-01-2023 17:14:50.503402,"(4.8, 10.0, 9.10909090909091)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 173.33333333333331)","(26.0, 200.0, 115.0)"
09-01-2023 17:14:51.670046,"(4.8, 10.0, 9.10909090909091)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 173.33333333333331)","(26.0, 200.0, 115.0)"
09-01-2023 17:14:52.922581,"(4.8, 10.0, 9.10909090909091)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 173.33333333333331)","(26.0, 200.0, 115.0)"
09-01-2023 17:14:54.181926,"(4.8, 10.0, 9.10909090909091)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 173.33333333333331)","(26.0, 200.0, 115.0)"
09-01-2023 17:14:55.333546,"(4.8, 10.0, 9.10909090909091)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 173.33333333333331)","(26.0, 200.0, 115.0)"
09-01-2023 17:14:56.476775,"(4.8, 10.0, 9.10909090909091)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 173.33333333333331)","(26.0, 200.0, 115.0)"
09-01-2023 17:14:57.581647,"(4.8, 10.0, 9.10909090909091)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 173.33333333333331)","(26.0, 200.0, 115.0)"
09-01-2023 17:14:58.822280,"(4.8, 10.0, 9.10909090909091)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3776470588235294)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 173.33333333333331)","(26.0, 200.0, 115.0)"
09-01-2023 17:14:59.993641,"(4.8, 10.0, 9.10909090909091)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3776470588235294)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 173.33333333333331)","(26.0, 200.0, 115.0)"
09-01-2023 17:15:01.187760,"(4.8, 10.0, 9.10909090909091)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3776470588235294)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 173.33333333333331)","(26.0, 200.0, 115.0)"
09-01-2023 17:15:02.448562,"(4.8, 10.0, 9.10909090909091)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3776470588235294)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 173.33333333333331)","(26.0, 200.0, 115.0)"
09-01-2023 17:15:03.659762,"(4.8, 10.0, 9.10909090909091)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3776470588235294)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 173.33333333333331)","(26.0, 200.0, 115.0)"
09-01-2023 17:15:04.832351,"(4.8, 10.0, 9.10909090909091)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3776470588235294)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 173.33333333333331)","(26.0, 200.0, 115.0)"
09-01-2023 17:15:06.060784,"(4.8, 10.0, 9.10909090909091)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3776470588235294)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 173.33333333333331)","(26.0, 200.0, 115.0)"
09-01-2023 17:15:07.228265,"(4.8, 10.0, 9.10909090909091)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3776470588235294)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 173.33333333333331)","(26.0, 200.0, 115.0)"
09-01-2023 17:15:08.438308,"(4.8, 10.0, 9.10909090909091)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3776470588235294)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 173.33333333333331)","(26.0, 200.0, 115.0)"
09-01-2023 17:15:09.532537,"(4.8, 10.0, 9.10909090909091)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3776470588235294)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 173.33333333333331)","(26.0, 200.0, 115.0)"
09-01-2023 17:15:10.659829,"(4.8, 10.0, 9.10909090909091)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3776470588235294)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 173.33333333333331)","(26.0, 200.0, 115.0)"
09-01-2023 17:15:11.863232,"(4.8, 10.0, 9.10909090909091)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3776470588235294)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 173.33333333333331)","(26.0, 200.0, 115.0)"
09-01-2023 17:15:13.336837,"(4.8, 10.0, 9.10909090909091)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3776470588235294)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 173.33333333333331)","(26.0, 200.0, 115.0)"
09-01-2023 17:15:14.848169,"(4.8, 10.0, 9.10909090909091)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3776470588235294)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 173.33333333333331)","(26.0, 200.0, 115.0)"
09-01-2023 17:15:16.235210,"(4.8, 10.0, 9.10909090909091)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3776470588235294)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 173.33333333333331)","(26.0, 200.0, 115.0)"
09-01-2023 17:15:17.613532,"(4.8, 10.0, 9.10909090909091)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 190.0)","(26.0, 200.0, 115.0)"
09-01-2023 17:15:19.109444,"(4.8, 10.0, 9.10909090909091)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 190.0)","(26.0, 200.0, 115.0)"
09-01-2023 17:15:20.470448,"(4.8, 10.0, 9.10909090909091)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 190.0)","(26.0, 200.0, 115.0)"
09-01-2023 17:15:21.781275,"(4.8, 10.0, 9.10909090909091)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 190.0)","(26.0, 200.0, 115.0)"
09-01-2023 17:15:23.071329,"(4.8, 10.0, 9.10909090909091)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 190.0)","(26.0, 200.0, 115.0)"
09-01-2023 17:15:24.368751,"(4.8, 10.0, 9.10909090909091)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 190.0)","(26.0, 200.0, 115.0)"
09-01-2023 17:15:25.588454,"(4.8, 10.0, 9.10909090909091)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 190.0)","(26.0, 200.0, 115.0)"
09-01-2023 17:15:26.854359,"(4.8, 10.0, 9.10909090909091)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 190.0)","(26.0, 200.0, 115.0)"
09-01-2023 17:15:28.073691,"(4.8, 10.0, 9.10909090909091)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 185.0)","(26.0, 200.0, 115.0)"
09-01-2023 17:15:29.305317,"(4.8, 10.0, 9.10909090909091)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 185.0)","(26.0, 200.0, 115.0)"
09-01-2023 17:15:30.570213,"(4.8, 10.0, 9.10909090909091)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 185.0)","(26.0, 200.0, 115.0)"
09-01-2023 17:15:31.797329,"(4.8, 10.0, 9.10909090909091)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 185.0)","(26.0, 200.0, 115.0)"
09-01-2023 17:15:33.092685,"(4.8, 10.0, 9.10909090909091)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 185.0)","(26.0, 200.0, 115.0)"
09-01-2023 17:15:34.361526,"(4.8, 10.0, 9.10909090909091)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 185.0)","(26.0, 200.0, 115.0)"
09-01-2023 17:15:35.617519,"(4.8, 10.0, 9.10909090909091)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 171.11111111111111)","(26.0, 200.0, 115.0)"
09-01-2023 17:15:36.821167,"(4.8, 10.0, 9.10909090909091)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 171.11111111111111)","(26.0, 200.0, 115.0)"
09-01-2023 17:15:38.010158,"(4.8, 10.0, 6.8)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 171.11111111111111)","(26.0, 200.0, 115.0)"
09-01-2023 17:15:39.264168,"(4.8, 10.0, 6.8)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 171.11111111111111)","(26.0, 200.0, 115.0)"
09-01-2023 17:15:40.520753,"(4.8, 10.0, 6.8)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 171.11111111111111)","(26.0, 200.0, 115.0)"
09-01-2023 17:15:41.772938,"(4.8, 10.0, 6.8)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 171.11111111111111)","(26.0, 200.0, 115.0)"
09-01-2023 17:15:42.988926,"(4.8, 10.0, 6.8)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 171.11111111111111)","(26.0, 200.0, 115.0)"
09-01-2023 17:15:44.253124,"(4.8, 10.0, 6.8)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 171.11111111111111)","(26.0, 200.0, 115.0)"
09-01-2023 17:15:45.465252,"(4.8, 10.0, 6.8)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 171.11111111111111)","(26.0, 200.0, 115.0)"
09-01-2023 17:15:46.698162,"(4.8, 10.0, 6.8)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 171.11111111111111)","(26.0, 200.0, 115.0)"
09-01-2023 17:15:47.877450,"(4.8, 10.0, 6.8)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 171.11111111111111)","(26.0, 200.0, 115.0)"
09-01-2023 17:15:49.054502,"(4.8, 10.0, 6.8)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 171.11111111111111)","(26.0, 200.0, 115.0)"
09-01-2023 17:15:50.282014,"(4.8, 10.0, 6.8)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 171.11111111111111)","(26.0, 200.0, 115.0)"
09-01-2023 17:15:51.560908,"(4.8, 10.0, 6.8)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 171.11111111111111)","(26.0, 200.0, 115.0)"
09-01-2023 17:15:52.891903,"(4.8, 10.0, 6.8)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 171.11111111111111)","(26.0, 200.0, 115.0)"
09-01-2023 17:15:54.139969,"(4.8, 10.0, 6.8)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 171.11111111111111)","(26.0, 200.0, 115.0)"
09-01-2023 17:15:55.431764,"(4.8, 10.0, 6.8)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 171.11111111111111)","(26.0, 200.0, 115.0)"
09-01-2023 17:15:56.697940,"(4.8, 10.0, 6.8)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 171.11111111111111)","(26.0, 200.0, 115.0)"
09-01-2023 17:15:57.919324,"(4.8, 10.0, 6.8)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 171.11111111111111)","(26.0, 200.0, 115.0)"
09-01-2023 17:15:59.164810,"(4.8, 10.0, 6.8)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 171.11111111111111)","(26.0, 200.0, 115.0)"
09-01-2023 17:16:00.370274,"(4.8, 10.0, 6.8)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 171.11111111111111)","(26.0, 200.0, 115.0)"
09-01-2023 17:16:01.514402,"(4.8, 10.0, 6.8)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 171.11111111111111)","(26.0, 200.0, 115.0)"
09-01-2023 17:16:02.675287,"(4.8, 10.0, 6.8)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 171.11111111111111)","(26.0, 200.0, 115.0)"
09-01-2023 17:16:03.840137,"(4.8, 10.0, 6.8)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 171.11111111111111)","(26.0, 200.0, 115.0)"
09-01-2023 17:16:05.050939,"(4.8, 10.0, 6.8)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 171.11111111111111)","(26.0, 200.0, 115.0)"
09-01-2023 17:16:06.393162,"(4.8, 10.0, 6.666666666666667)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 171.11111111111111)","(26.0, 200.0, 115.0)"
09-01-2023 17:16:07.781293,"(4.8, 10.0, 6.733333333333333)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 188.0)","(26.0, 200.0, 115.0)"
09-01-2023 17:16:08.946138,"(4.8, 10.0, 6.733333333333333)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 188.0)","(26.0, 200.0, 115.0)"
09-01-2023 17:16:10.175788,"(4.8, 10.0, 6.733333333333333)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 188.0)","(26.0, 200.0, 115.0)"
09-01-2023 17:16:11.372326,"(4.8, 10.0, 6.733333333333333)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 188.0)","(26.0, 200.0, 115.0)"
09-01-2023 17:16:12.723406,"(4.8, 10.0, 6.733333333333333)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 188.0)","(26.0, 200.0, 115.0)"
09-01-2023 17:16:13.983724,"(4.8, 10.0, 6.733333333333333)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 188.0)","(26.0, 200.0, 115.0)"
09-01-2023 17:16:15.077136,"(4.8, 10.0, 6.733333333333333)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 188.0)","(26.0, 200.0, 115.0)"
09-01-2023 17:16:16.143228,"(4.8, 10.0, 6.733333333333333)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 188.0)","(26.0, 200.0, 115.0)"
09-01-2023 17:16:17.351206,"(4.8, 10.0, 6.733333333333333)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 196.36363636363637)","(26.0, 200.0, 115.0)"
09-01-2023 17:16:18.508198,"(4.8, 10.0, 6.733333333333333)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3054545454545454)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 173.33333333333331)","(26.0, 200.0, 115.0)"
09-01-2023 17:16:19.739823,"(4.8, 10.0, 6.733333333333333)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3266666666666667)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 173.33333333333331)","(26.0, 200.0, 115.0)"
09-01-2023 17:16:20.975367,"(4.8, 10.0, 6.733333333333333)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3266666666666667)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 173.33333333333331)","(26.0, 200.0, 115.0)"
09-01-2023 17:16:22.253634,"(4.8, 10.0, 6.733333333333333)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3266666666666667)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 173.33333333333331)","(26.0, 200.0, 115.0)"
09-01-2023 17:16:23.640157,"(4.8, 10.0, 6.733333333333333)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3266666666666667)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 173.33333333333331)","(26.0, 200.0, 115.0)"
09-01-2023 17:16:25.006909,"(4.8, 10.0, 6.733333333333333)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3266666666666667)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 173.33333333333331)","(26.0, 200.0, 115.0)"
09-01-2023 17:16:26.491718,"(4.8, 10.0, 6.733333333333333)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3266666666666667)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 173.33333333333331)","(26.0, 200.0, 115.0)"
09-01-2023 17:16:28.086721,"(4.8, 10.0, 6.733333333333333)","(20.0, 65.0, 44.09090909090909)","(21.0, 80.0, 45.0)","(1.24, 1.76, 1.3266666666666667)","(8.0, 17.5, 11.033333333333333)","(31.0, 330.0, 173.33333333333331)","(26.0, 200.0, 115.0)"
