,Shadow Ban,Vinnys Charm,Slingshot Vinny,Sweet Nitro,Aussie Summer,Sash Express,Banjo Reign
09-01-2023 17:26:03.922194,"(5.0, 9.6, 8.907692307692308)","(21.0, 90.0, 52.85714285714286)","(26.0, 110.0, 93.6)","(1.18, 1.44, 1.412)","(8.5, 16.0, 14.75)","(41.0, 400.0, 376.66666666666663)","(26.0, 250.0, 177.33333333333334)"
09-01-2023 17:26:04.863104,"(5.0, 9.6, 8.907692307692308)","(21.0, 85.0, 45.0)","(26.0, 110.0, 93.6)","(1.18, 1.44, 1.4302325581395348)","(8.5, 16.0, 14.75)","(41.0, 400.0, 376.66666666666663)","(26.0, 250.0, 177.33333333333334)"
09-01-2023 17:26:05.860367,"(5.0, 9.6, 8.907692307692308)","(21.0, 85.0, 45.0)","(26.0, 110.0, 93.6)","(1.18, 1.44, 1.4302325581395348)","(8.5, 16.0, 14.75)","(41.0, 400.0, 376.66666666666663)","(26.0, 250.0, 177.33333333333334)"
09-01-2023 17:26:06.867786,"(5.0, 9.6, 8.907692307692308)","(21.0, 85.0, 45.0)","(26.0, 110.0, 93.6)","(1.18, 1.44, 1.4346153846153846)","(8.5, 16.0, 14.75)","(41.0, 400.0, 376.66666666666663)","(26.0, 250.0, 198.7058823529412)"
09-01-2023 17:26:07.878103,"(5.0, 9.6, 8.907692307692308)","(21.0, 85.0, 45.0)","(26.0, 110.0, 93.6)","(1.18, 1.44, 1.435)","(8.5, 16.0, 14.75)","(41.0, 400.0, 376.66666666666663)","(26.0, 250.0, 198.7058823529412)"
09-01-2023 17:26:08.856207,"(5.0, 9.6, 8.907692307692308)","(21.0, 85.0, 45.0)","(26.0, 110.0, 93.6)","(1.18, 1.37, 1.366511627906977)","(8.5, 16.0, 14.75)","(41.0, 400.0, 376.66666666666663)","(26.0, 250.0, 198.7058823529412)"
09-01-2023 17:26:09.849316,"(5.0, 9.6, 8.907692307692308)","(21.0, 85.0, 45.0)","(26.0, 110.0, 93.6)","(1.18, 1.37, 1.366511627906977)","(8.5, 16.0, 14.75)","(41.0, 400.0, 460.66666666666663)","(26.0, 250.0, 198.7058823529412)"
09-01-2023 17:26:10.839763,"(5.0, 9.6, 8.907692307692308)","(21.0, 85.0, 45.0)","(26.0, 110.0, 93.6)","(1.18, 1.37, 1.366511627906977)","(8.5, 16.0, 14.75)","(41.0, 490.0, 460.66666666666663)","(26.0, 250.0, 198.7058823529412)"
09-01-2023 17:26:11.859561,"(5.0, 9.6, 8.907692307692308)","(21.0, 85.0, 45.0)","(26.0, 110.0, 93.6)","(1.18, 1.37, 1.366511627906977)","(8.5, 16.0, 14.75)","(41.0, 490.0, 460.66666666666663)","(26.0, 250.0, 198.7058823529412)"
09-01-2023 17:26:12.840593,"(5.0, 9.6, 8.907692307692308)","(21.0, 85.0, 45.0)","(26.0, 110.0, 93.6)","(1.18, 1.37, 1.366511627906977)","(8.5, 16.0, 14.75)","(41.0, 490.0, 460.66666666666663)","(26.0, 250.0, 198.7058823529412)"
09-01-2023 17:26:13.853639,"(5.0, 9.6, 8.907692307692308)","(21.0, 85.0, 45.0)","(26.0, 110.0, 93.6)","(1.18, 1.37, 1.366511627906977)","(8.5, 16.0, 14.75)","(41.0, 490.0, 460.66666666666663)","(26.0, 250.0, 198.7058823529412)"
09-01-2023 17:26:14.869316,"(5.0, 9.6, 8.907692307692308)","(21.0, 85.0, 45.0)","(26.0, 110.0, 93.6)","(1.18, 1.37, 1.3590909090909091)","(8.5, 16.0, 14.6375)","(41.0, 490.0, 460.66666666666663)","(26.0, 250.0, 198.7058823529412)"
09-01-2023 17:26:15.843872,"(5.0, 9.6, 8.907692307692308)","(21.0, 85.0, 45.0)","(26.0, 110.0, 93.6)","(1.18, 1.53, 1.4874193548387096)","(8.5, 15.5, 12.407692307692308)","(41.0, 490.0, 460.66666666666663)","(26.0, 250.0, 198.7058823529412)"
09-01-2023 17:26:16.881682,"(5.0, 9.6, 8.907692307692308)","(21.0, 85.0, 45.0)","(26.0, 110.0, 93.6)","(1.18, 1.52, 1.3800000000000001)","(8.5, 15.5, 12.62857142857143)","(41.0, 490.0, 458.57142857142856)","(26.0, 250.0, 198.7058823529412)"
09-01-2023 17:26:17.879400,"(5.0, 9.6, 8.907692307692308)","(21.0, 85.0, 45.0)","(26.0, 110.0, 93.6)","(1.18, 1.5, 1.3800000000000001)","(8.5, 15.5, 12.62857142857143)","(41.0, 490.0, 460.66666666666663)","(26.0, 250.0, 188.0)"
09-01-2023 17:26:18.935805,"(5.0, 9.6, 8.907692307692308)","(21.0, 85.0, 45.0)","(26.0, 110.0, 93.6)","(1.18, 1.5, 1.3686363636363637)","(8.5, 15.5, 12.62857142857143)","(41.0, 490.0, 460.66666666666663)","(26.0, 260.0, 188.0)"
09-01-2023 17:26:19.975822,"(5.0, 9.6, 8.907692307692308)","(21.0, 85.0, 45.0)","(26.0, 110.0, 93.6)","(1.18, 1.5, 1.3686363636363637)","(8.5, 15.5, 11.166666666666666)","(41.0, 490.0, 460.66666666666663)","(26.0, 260.0, 188.0)"
09-01-2023 17:26:21.005115,"(5.0, 9.6, 8.907692307692308)","(21.0, 85.0, 45.0)","(26.0, 110.0, 93.6)","(1.18, 1.49, 1.3936507936507936)","(8.5, 15.5, 12.5)","(41.0, 490.0, 460.66666666666663)","(26.0, 260.0, 188.0)"
09-01-2023 17:26:22.030806,"(5.0, 9.6, 8.907692307692308)","(21.0, 85.0, 32.82608695652174)","(26.0, 110.0, 93.6)","(1.18, 1.48, 1.3936507936507936)","(8.5, 15.5, 12.5)","(41.0, 490.0, 460.66666666666663)","(26.0, 260.0, 188.0)"
09-01-2023 17:26:23.004165,"(5.0, 9.6, 8.907692307692308)","(21.0, 75.0, 41.666666666666664)","(26.0, 110.0, 93.6)","(1.18, 1.48, 1.3936507936507936)","(8.5, 15.5, 12.5)","(41.0, 490.0, 460.66666666666663)","(26.0, 260.0, 188.0)"
09-01-2023 17:26:23.970435,"(5.0, 9.2, 8.044444444444444)","(21.0, 75.0, 41.666666666666664)","(26.0, 110.0, 93.6)","(1.18, 1.47, 1.329090909090909)","(8.5, 15.5, 12.8)","(41.0, 490.0, 460.66666666666663)","(26.0, 260.0, 188.0)"
09-01-2023 17:26:24.990953,"(5.0, 9.2, 7.838095238095238)","(21.0, 75.0, 41.666666666666664)","(26.0, 110.0, 93.6)","(1.18, 1.47, 1.3762068965517242)","(8.5, 15.5, 12.8)","(41.0, 490.0, 460.66666666666663)","(26.0, 260.0, 188.0)"
09-01-2023 17:26:25.997641,"(5.0, 9.2, 7.838095238095238)","(21.0, 75.0, 41.666666666666664)","(26.0, 110.0, 93.6)","(1.18, 1.47, 1.353921568627451)","(8.5, 15.5, 12.8)","(41.0, 490.0, 460.66666666666663)","(26.0, 260.0, 203.6)"
09-01-2023 17:26:26.998846,"(5.0, 11.0, 9.984615384615385)","(21.0, 75.0, 41.666666666666664)","(26.0, 110.0, 93.6)","(1.18, 1.45, 1.353921568627451)","(8.5, 15.5, 12.8)","(41.0, 490.0, 460.66666666666663)","(26.0, 230.0, 191.05882352941177)"
09-01-2023 17:26:27.989547,"(5.0, 11.0, 8.91578947368421)","(21.0, 75.0, 41.666666666666664)","(26.0, 110.0, 93.6)","(1.18, 1.45, 1.3479166666666667)","(8.5, 15.5, 12.8)","(41.0, 490.0, 460.66666666666663)","(26.0, 240.0, 170.66666666666666)"
09-01-2023 17:26:29.117383,"(5.0, 11.0, 8.91578947368421)","(21.0, 75.0, 41.666666666666664)","(26.0, 110.0, 93.6)","(1.18, 1.44, 1.3446666666666667)","(8.5, 15.5, 12.8)","(41.0, 490.0, 460.66666666666663)","(26.0, 240.0, 170.66666666666666)"
09-01-2023 17:26:30.206937,"(5.0, 11.0, 7.5636363636363635)","(21.0, 75.0, 41.666666666666664)","(26.0, 110.0, 93.6)","(1.18, 1.43, 1.3425)","(8.5, 15.5, 12.8)","(41.0, 490.0, 460.66666666666663)","(26.0, 240.0, 170.66666666666666)"
09-01-2023 17:26:31.328217,"(5.0, 10.5, 8.223076923076922)","(21.0, 75.0, 41.666666666666664)","(26.0, 110.0, 93.6)","(1.18, 1.43, 1.3921052631578947)","(8.5, 15.5, 12.8)","(41.0, 490.0, 460.66666666666663)","(26.0, 240.0, 197.8181818181818)"
09-01-2023 17:26:32.371688,"(5.0, 10.5, 7.766666666666667)","(21.0, 75.0, 41.666666666666664)","(26.0, 110.0, 93.6)","(1.18, 1.37, 1.3543478260869566)","(8.5, 15.5, 12.8)","(41.0, 490.0, 458.57142857142856)","(26.0, 260.0, 197.8181818181818)"
09-01-2023 17:26:33.386744,"(5.0, 9.8, 9.266666666666667)","(21.0, 75.0, 41.666666666666664)","(26.0, 110.0, 93.6)","(1.18, 1.37, 1.3543478260869566)","(8.5, 15.5, 12.8)","(41.0, 490.0, 376.66666666666663)","(26.0, 260.0, 197.8181818181818)"
09-01-2023 17:26:34.396820,"(5.0, 9.8, 8.733333333333334)","(21.0, 75.0, 41.666666666666664)","(26.0, 110.0, 93.6)","(1.18, 1.37, 1.3625)","(8.5, 15.5, 13.1375)","(41.0, 400.0, 376.66666666666663)","(26.0, 260.0, 197.8181818181818)"
09-01-2023 17:26:35.373322,"(5.0, 9.8, 8.733333333333334)","(21.0, 75.0, 41.666666666666664)","(26.0, 110.0, 93.6)","(1.18, 1.37, 1.3625)","(8.5, 15.5, 13.1375)","(41.0, 400.0, 376.66666666666663)","(26.0, 260.0, 197.8181818181818)"
09-01-2023 17:26:36.392986,"(5.0, 9.8, 8.733333333333334)","(21.0, 75.0, 41.666666666666664)","(26.0, 110.0, 93.6)","(1.18, 1.37, 1.361764705882353)","(8.5, 15.5, 13.342857142857142)","(41.0, 400.0, 376.66666666666663)","(26.0, 260.0, 197.8181818181818)"
09-01-2023 17:26:37.390050,"(5.0, 9.8, 8.3)","(21.0, 75.0, 41.666666666666664)","(26.0, 110.0, 93.6)","(1.18, 1.37, 1.361764705882353)","(8.5, 15.0, 13.276923076923076)","(41.0, 400.0, 376.66666666666663)","(26.0, 260.0, 197.8181818181818)"
09-01-2023 17:26:38.405776,"(5.0, 9.8, 8.675)","(21.0, 75.0, 41.666666666666664)","(26.0, 110.0, 93.6)","(1.18, 1.37, 1.4547272727272729)","(8.5, 14.5, 12.5125)","(41.0, 400.0, 376.66666666666663)","(26.0, 260.0, 197.8181818181818)"
09-01-2023 17:26:39.428949,"(5.0, 9.8, 8.3)","(21.0, 75.0, 41.666666666666664)","(26.0, 110.0, 93.6)","(1.18, 1.53, 1.44375)","(8.5, 14.5, 12.5125)","(41.0, 400.0, 376.66666666666663)","(26.0, 260.0, 197.8181818181818)"
09-01-2023 17:26:40.430463,"(5.0, 9.8, 8.84)","(21.0, 75.0, 41.666666666666664)","(26.0, 110.0, 93.6)","(1.18, 1.53, 1.4833333333333334)","(8.5, 14.5, 12.5125)","(41.0, 400.0, 376.66666666666663)","(26.0, 260.0, 197.8181818181818)"
09-01-2023 17:26:41.447780,"(5.0, 9.8, 9.157142857142858)","(21.0, 75.0, 41.666666666666664)","(26.0, 110.0, 93.6)","(1.18, 1.52, 1.3480952380952382)","(8.5, 14.5, 12.228571428571428)","(41.0, 400.0, 376.66666666666663)","(26.0, 260.0, 197.8181818181818)"
09-01-2023 17:26:42.535372,"(5.0, 9.8, 9.157142857142858)","(21.0, 75.0, 41.666666666666664)","(26.0, 110.0, 93.6)","(1.18, 1.51, 1.3480952380952382)","(8.5, 14.5, 10.299999999999999)","(41.0, 400.0, 357.5)","(26.0, 260.0, 124.4)"
09-01-2023 17:26:43.560761,"(5.0, 9.8, 8.7)","(21.0, 75.0, 36.888888888888886)","(26.0, 100.0, 33.1764705882353)","(1.18, 1.5, 1.3064516129032258)","(8.5, 14.5, 11.641666666666666)","(41.0, 400.0, 357.5)","(26.0, 260.0, 124.4)"
09-01-2023 17:26:44.631652,"(5.0, 9.8, 8.542857142857143)","(21.0, 75.0, 36.888888888888886)","(26.0, 100.0, 33.1764705882353)","(1.18, 1.49, 1.3409090909090908)","(8.5, 14.5, 11.641666666666666)","(41.0, 400.0, 357.5)","(26.0, 260.0, 124.4)"
09-01-2023 17:26:45.704401,"(5.0, 9.8, 8.542857142857143)","(21.0, 75.0, 36.888888888888886)","(26.0, 100.0, 33.1764705882353)","(1.18, 1.48, 1.3525)","(8.5, 14.5, 11.50909090909091)","(41.0, 400.0, 357.5)","(26.0, 260.0, 124.4)"
09-01-2023 17:26:46.781406,"(5.0, 9.8, 8.542857142857143)","(21.0, 75.0, 36.888888888888886)","(26.0, 100.0, 36.888888888888886)","(1.18, 1.48, 1.2961061946902654)","(8.5, 14.5, 11.636363636363637)","(41.0, 400.0, 357.5)","(26.0, 260.0, 124.4)"
09-01-2023 17:26:47.833477,"(5.0, 9.8, 8.2)","(21.0, 75.0, 36.888888888888886)","(26.0, 100.0, 36.0)","(1.18, 1.3, 1.349178082191781)","(8.5, 14.5, 12.25)","(41.0, 400.0, 206.66666666666666)","(26.0, 260.0, 65.75)"
09-01-2023 17:26:48.846467,"(5.0, 9.8, 9.133333333333333)","(21.0, 75.0, 31.363636363636363)","(26.0, 100.0, 36.0)","(1.18, 1.35, 1.349178082191781)","(8.5, 14.5, 12.25)","(41.0, 490.0, 206.66666666666666)","(26.0, 260.0, 68.25)"
09-01-2023 17:26:49.847969,"(5.0, 8.6, 8.48)","(21.0, 75.0, 33.857142857142854)","(26.0, 100.0, 36.0)","(1.18, 1.35, 1.349178082191781)","(8.5, 14.5, 12.25)","(41.0, 490.0, 277.5)","(26.0, 280.0, 96.0)"
09-01-2023 17:26:50.827945,"(5.0, 8.6, 8.28235294117647)","(21.0, 75.0, 33.857142857142854)","(26.0, 100.0, 36.0)","(1.18, 1.35, 1.349178082191781)","(8.5, 14.5, 12.25)","(41.0, 490.0, 277.5)","(26.0, 270.0, 71.14285714285714)"
09-01-2023 17:26:51.768241,"(5.0, 8.2, 7.9230769230769225)","(21.0, 75.0, 33.857142857142854)","(26.0, 100.0, 36.0)","(1.18, 1.35, 1.349178082191781)","(8.5, 14.5, 12.25)","(41.0, 490.0, 277.5)","(26.0, 270.0, 71.14285714285714)"
09-01-2023 17:26:52.717656,"(5.0, 8.2, 7.9230769230769225)","(21.0, 75.0, 33.857142857142854)","(26.0, 100.0, 36.0)","(1.18, 1.35, 1.349178082191781)","(8.5, 14.5, 12.25)","(41.0, 490.0, 277.5)","(26.0, 270.0, 71.14285714285714)"
09-01-2023 17:26:53.662385,"(5.0, 8.2, 7.9230769230769225)","(21.0, 75.0, 33.857142857142854)","(26.0, 100.0, 36.0)","(1.18, 1.35, 1.3485365853658537)","(8.5, 14.5, 12.25)","(41.0, 490.0, 277.5)","(26.0, 270.0, 67.0)"
09-01-2023 17:26:54.636772,"(5.0, 8.2, 7.9230769230769225)","(21.0, 75.0, 33.857142857142854)","(26.0, 100.0, 36.0)","(1.18, 1.35, 1.3485365853658537)","(8.5, 14.5, 12.25)","(41.0, 490.0, 277.5)","(26.0, 270.0, 67.0)"
09-01-2023 17:26:55.580097,"(5.0, 8.2, 7.9230769230769225)","(21.0, 75.0, 33.857142857142854)","(26.0, 100.0, 36.0)","(1.18, 1.35, 1.3485365853658537)","(8.5, 14.5, 12.25)","(41.0, 490.0, 277.5)","(26.0, 270.0, 67.0)"
09-01-2023 17:26:56.586996,"(5.0, 8.2, 7.9230769230769225)","(21.0, 75.0, 33.857142857142854)","(26.0, 100.0, 36.0)","(1.18, 1.35, 1.3485365853658537)","(8.5, 14.5, 12.25)","(41.0, 490.0, 277.5)","(26.0, 270.0, 67.0)"
09-01-2023 17:26:57.579227,"(5.0, 8.2, 7.9230769230769225)","(21.0, 75.0, 33.857142857142854)","(26.0, 100.0, 36.0)","(1.18, 1.35, 1.3485365853658537)","(8.5, 14.5, 12.25)","(41.0, 490.0, 137.5)","(26.0, 270.0, 96.0)"
09-01-2023 17:26:58.604323,"(5.0, 8.2, 7.9230769230769225)","(21.0, 75.0, 51.857142857142854)","(26.0, 100.0, 36.0)","(1.18, 1.35, 1.3485365853658537)","(8.5, 14.5, 12.25)","(41.0, 500.0, 137.5)","(26.0, 270.0, 169.0)"
09-01-2023 17:26:59.581747,"(5.0, 8.2, 7.9230769230769225)","(21.0, 75.0, 51.857142857142854)","(26.0, 100.0, 36.0)","(1.18, 1.35, 1.29)","(8.5, 14.5, 13.75)","(41.0, 500.0, 137.5)","(26.0, 300.0, 169.0)"
09-01-2023 17:27:00.557848,"(5.0, 8.2, 8.0)","(21.0, 75.0, 46.2)","(26.0, 100.0, 36.0)","(1.18, 1.29, 1.349551282051282)","(8.5, 14.5, 12.25)","(41.0, 500.0, 137.5)","(26.0, 300.0, 169.0)"
09-01-2023 17:27:01.557406,"(5.0, 8.2, 7.9230769230769225)","(21.0, 70.0, 64.0)","(26.0, 100.0, 36.0)","(1.18, 1.35, 1.3565432098765433)","(8.5, 14.5, 12.25)","(41.0, 500.0, 137.5)","(26.0, 300.0, 169.0)"
09-01-2023 17:27:02.735074,"(5.0, 8.2, 7.9230769230769225)","(21.0, 70.0, 64.0)","(26.0, 100.0, 42.73684210526316)","(1.18, 1.36, 1.3555454545454546)","(8.5, 14.5, 12.25)","(41.0, 500.0, 189.28571428571428)","(26.0, 300.0, 170.0)"
09-01-2023 17:27:03.811997,"(5.0, 8.2, 7.9230769230769225)","(21.0, 70.0, 64.0)","(26.0, 100.0, 86.0)","(1.18, 1.36, 1.3555454545454546)","(8.5, 14.5, 12.25)","(41.0, 500.0, 437.5)","(26.0, 300.0, 85.0)"
09-01-2023 17:27:04.814646,"(5.0, 8.2, 7.9230769230769225)","(21.0, 65.0, 44.0)","(26.0, 95.0, 86.0)","(1.18, 1.36, 1.3555454545454546)","(8.5, 14.5, 12.25)","(41.0, 490.0, 282.5)","(26.0, 300.0, 161.0)"
09-01-2023 17:27:05.786748,"(5.0, 8.2, 7.9230769230769225)","(21.0, 65.0, 44.0)","(26.0, 95.0, 86.0)","(1.18, 1.36, 1.3555454545454546)","(8.5, 14.5, 12.25)","(41.0, 490.0, 282.5)","(26.0, 280.0, 161.0)"
09-01-2023 17:27:06.863299,"(5.0, 8.2, 7.9230769230769225)","(21.0, 65.0, 44.0)","(26.0, 95.0, 86.0)","(1.18, 1.36, 1.3555454545454546)","(8.5, 14.5, 12.25)","(41.0, 490.0, 282.5)","(26.0, 280.0, 161.0)"
09-01-2023 17:27:07.867146,"(5.0, 8.2, 7.9230769230769225)","(21.0, 65.0, 44.0)","(26.0, 95.0, 86.0)","(1.18, 1.36, 1.2917142857142858)","(8.5, 14.5, 12.25)","(41.0, 490.0, 282.5)","(26.0, 280.0, 161.0)"
09-01-2023 17:27:08.865125,"(5.0, 8.2, 7.9230769230769225)","(21.0, 65.0, 44.0)","(26.0, 95.0, 86.0)","(1.18, 1.35, 1.2917142857142858)","(8.5, 14.5, 12.25)","(41.0, 490.0, 282.5)","(26.0, 280.0, 161.0)"
09-01-2023 17:27:09.848219,"(5.0, 8.2, 7.9230769230769225)","(21.0, 65.0, 44.0)","(26.0, 95.0, 65.5)","(1.18, 1.35, 1.3374074074074074)","(8.5, 14.5, 12.25)","(41.0, 490.0, 282.5)","(26.0, 280.0, 161.0)"
09-01-2023 17:27:10.828136,"(5.0, 8.2, 7.9230769230769225)","(21.0, 65.0, 44.0)","(26.0, 95.0, 65.5)","(1.18, 1.35, 1.3374074074074074)","(8.5, 14.5, 12.25)","(41.0, 490.0, 282.5)","(26.0, 280.0, 161.0)"
09-01-2023 17:27:11.793794,"(5.0, 8.2, 7.9230769230769225)","(21.0, 65.0, 44.0)","(26.0, 95.0, 65.5)","(1.18, 1.35, 1.3374074074074074)","(8.5, 14.5, 12.25)","(41.0, 490.0, 282.5)","(26.0, 280.0, 161.0)"
09-01-2023 17:27:12.779995,"(5.0, 8.2, 7.9230769230769225)","(21.0, 65.0, 44.0)","(26.0, 95.0, 65.5)","(1.18, 1.35, 1.3374074074074074)","(8.5, 14.5, 12.25)","(41.0, 490.0, 282.5)","(26.0, 280.0, 161.0)"
09-01-2023 17:27:13.882812,"(5.0, 8.2, 7.9230769230769225)","(21.0, 65.0, 44.0)","(26.0, 95.0, 65.5)","(1.18, 1.35, 1.354909090909091)","(8.5, 14.5, 12.25)","(41.0, 490.0, 282.5)","(26.0, 280.0, 161.0)"
09-01-2023 17:27:15.225770,"(5.0, 8.2, 7.9230769230769225)","(21.0, 65.0, 44.0)","(26.0, 95.0, 65.5)","(1.18, 1.36, 1.3555454545454546)","(8.5, 14.5, 12.25)","(41.0, 490.0, 282.5)","(26.0, 280.0, 161.0)"
09-01-2023 17:27:16.273524,"(5.0, 8.2, 7.9230769230769225)","(21.0, 65.0, 44.0)","(26.0, 95.0, 65.5)","(1.18, 1.36, 1.3555454545454546)","(8.5, 14.5, 12.25)","(41.0, 490.0, 282.5)","(26.0, 280.0, 161.0)"
09-01-2023 17:27:17.389642,"(5.0, 8.2, 7.9230769230769225)","(21.0, 65.0, 44.0)","(26.0, 95.0, 65.5)","(1.18, 1.36, 1.3555454545454546)","(8.5, 14.5, 12.25)","(41.0, 490.0, 282.5)","(26.0, 280.0, 161.0)"
09-01-2023 17:27:18.455107,"(5.0, 8.2, 7.9230769230769225)","(21.0, 65.0, 44.0)","(26.0, 95.0, 39.470588235294116)","(1.18, 1.36, 1.355701754385965)","(8.5, 14.5, 12.25)","(41.0, 490.0, 145.83333333333331)","(26.0, 280.0, 161.0)"
09-01-2023 17:27:19.465494,"(5.0, 8.2, 7.9230769230769225)","(21.0, 65.0, 44.0)","(26.0, 100.0, 39.76470588235294)","(1.18, 1.36, 1.355701754385965)","(8.5, 14.5, 12.25)","(41.0, 500.0, 145.83333333333331)","(26.0, 280.0, 161.0)"
09-01-2023 17:27:20.447128,"(5.0, 8.2, 7.9230769230769225)","(21.0, 65.0, 44.0)","(26.0, 100.0, 39.76470588235294)","(1.18, 1.36, 1.3563970588235295)","(8.5, 14.5, 12.25)","(41.0, 500.0, 145.83333333333331)","(26.0, 280.0, 161.0)"
09-01-2023 17:27:21.478049,"(5.0, 8.0, 7.769230769230769)","(21.0, 65.0, 44.0)","(26.0, 100.0, 39.76470588235294)","(1.18, 1.36, 1.3563970588235295)","(8.5, 14.5, 12.25)","(41.0, 500.0, 145.83333333333331)","(26.0, 280.0, 161.0)"
09-01-2023 17:27:22.520378,"(5.0, 8.0, 7.833333333333333)","(21.0, 65.0, 44.1578947368421)","(26.0, 100.0, 39.76470588235294)","(1.18, 1.36, 1.3575862068965519)","(8.5, 14.5, 12.25)","(41.0, 500.0, 145.83333333333331)","(26.0, 280.0, 161.0)"
09-01-2023 17:27:23.613108,"(5.0, 8.0, 7.833333333333333)","(21.0, 65.0, 44.1578947368421)","(26.0, 100.0, 39.76470588235294)","(1.18, 1.36, 1.3575862068965519)","(8.5, 14.5, 12.25)","(41.0, 500.0, 145.83333333333331)","(26.0, 280.0, 83.33333333333334)"
09-01-2023 17:27:24.617567,"(5.0, 8.0, 7.833333333333333)","(21.0, 65.0, 44.1578947368421)","(26.0, 100.0, 39.76470588235294)","(1.18, 1.36, 1.3575862068965519)","(8.5, 14.5, 12.25)","(41.0, 500.0, 145.83333333333331)","(26.0, 280.0, 83.33333333333334)"
09-01-2023 17:27:25.623132,"(5.0, 8.0, 7.833333333333333)","(21.0, 65.0, 44.1578947368421)","(26.0, 100.0, 39.76470588235294)","(1.18, 1.36, 1.4868333333333332)","(8.5, 14.5, 13.0)","(41.0, 500.0, 334.61538461538464)","(26.0, 280.0, 76.28571428571428)"
09-01-2023 17:27:26.656383,"(5.0, 7.8, 7.733333333333333)","(21.0, 60.0, 53.8)","(26.0, 100.0, 39.76470588235294)","(1.18, 1.49, 1.4868333333333332)","(8.5, 14.5, 13.0)","(41.0, 500.0, 295.29411764705884)","(26.0, 270.0, 72.25)"
09-01-2023 17:27:27.686437,"(5.0, 7.8, 7.733333333333333)","(21.0, 60.0, 46.714285714285715)","(26.0, 100.0, 39.04761904761905)","(1.18, 1.37, 1.368)","(8.5, 14.5, 13.0)","(41.0, 500.0, 189.28571428571428)","(26.0, 270.0, 100.5)"
09-01-2023 17:27:28.767431,"(5.0, 7.8, 7.746666666666666)","(21.0, 50.0, 45.8)","(26.0, 100.0, 39.04761904761905)","(1.18, 1.37, 1.368)","(8.5, 14.5, 13.0)","(41.0, 500.0, 189.28571428571428)","(26.0, 270.0, 100.5)"
09-01-2023 17:27:29.800598,"(5.0, 7.8, 7.746666666666666)","(21.0, 50.0, 44.27272727272727)","(26.0, 100.0, 39.04761904761905)","(1.18, 1.37, 1.368)","(8.5, 14.5, 13.0)","(41.0, 500.0, 189.28571428571428)","(26.0, 270.0, 100.5)"
09-01-2023 17:27:30.846917,"(5.0, 7.8, 7.746666666666666)","(21.0, 50.0, 44.27272727272727)","(26.0, 100.0, 50.75)","(1.18, 1.37, 1.4881553398058252)","(8.5, 14.5, 13.0)","(41.0, 500.0, 344.64285714285717)","(26.0, 270.0, 72.44444444444444)"
09-01-2023 17:27:31.824426,"(5.0, 7.8, 7.746666666666666)","(21.0, 50.0, 44.27272727272727)","(26.0, 95.0, 50.75)","(1.18, 1.49, 1.4881553398058252)","(8.5, 14.5, 13.0)","(41.0, 500.0, 344.64285714285717)","(26.0, 300.0, 100.5)"
09-01-2023 17:27:32.749093,"(5.0, 7.8, 7.733333333333333)","(21.0, 50.0, 44.27272727272727)","(26.0, 85.0, 45.8)","(1.18, 1.49, 1.4880851063829788)","(8.5, 14.5, 13.0)","(41.0, 500.0, 332.6923076923077)","(26.0, 270.0, 100.5)"
09-01-2023 17:27:33.732159,"(5.0, 7.8, 7.733333333333333)","(21.0, 50.0, 43.7)","(26.0, 85.0, 41.44444444444444)","(1.18, 1.49, 1.4880459770114942)","(8.5, 14.5, 13.0)","(41.0, 500.0, 332.6923076923077)","(26.0, 270.0, 100.5)"
09-01-2023 17:27:34.722424,"(5.0, 7.8, 7.733333333333333)","(21.0, 50.0, 41.25)","(26.0, 85.0, 41.44444444444444)","(1.18, 1.49, 1.4880459770114942)","(8.5, 14.5, 13.0)","(41.0, 500.0, 318.75)","(26.0, 270.0, 100.5)"
09-01-2023 17:27:35.713996,"(5.0, 7.8, 7.733333333333333)","(21.0, 48.0, 41.09090909090909)","(26.0, 85.0, 41.44444444444444)","(1.18, 1.49, 1.4880459770114942)","(8.5, 14.5, 13.0)","(41.0, 500.0, 332.6923076923077)","(26.0, 270.0, 100.5)"
09-01-2023 17:27:36.712983,"(5.0, 7.8, 7.733333333333333)","(21.0, 48.0, 40.08333333333333)","(26.0, 85.0, 42.285714285714285)","(1.18, 1.49, 1.4880459770114942)","(8.5, 14.5, 13.0)","(41.0, 500.0, 332.6923076923077)","(26.0, 270.0, 72.25)"
09-01-2023 17:27:37.778217,"(5.0, 7.8, 7.733333333333333)","(21.0, 48.0, 40.08333333333333)","(26.0, 80.0, 42.285714285714285)","(1.18, 1.49, 1.452909090909091)","(8.5, 14.5, 13.0)","(41.0, 500.0, 332.6923076923077)","(26.0, 270.0, 72.25)"
09-01-2023 17:27:38.893738,"(5.0, 7.8, 7.733333333333333)","(21.0, 48.0, 40.08333333333333)","(26.0, 80.0, 47.333333333333336)","(1.18, 1.49, 1.4496747967479675)","(8.5, 14.5, 13.0)","(41.0, 500.0, 332.6923076923077)","(26.0, 270.0, 116.0)"
09-01-2023 17:27:39.959675,"(5.0, 7.8, 7.733333333333333)","(21.0, 48.0, 40.08333333333333)","(26.0, 70.0, 47.333333333333336)","(1.18, 1.49, 1.4496747967479675)","(8.5, 14.5, 13.0)","(41.0, 500.0, 332.6923076923077)","(26.0, 260.0, 62.72727272727273)"
