,Aston Floyd,Ensemble,Oxidation,Fabs Max Potato,Besant Bale,Fabs Wasabi,Flying Farrugia
14-12-2022 14:22:36.363780,"(8.0, 19.5, 10.558823529411764)","(10.0, 32.0, 27.333333333333336)","(3.3, 6.4, 6.0)","(5.5, 8.6, 6.085714285714285)","(8.5, 16.0, 12.8)","(2.4, 2.5, 2.3847058823529412)","(17.0, 42.0, 31.285714285714285)"
14-12-2022 14:22:37.400301,"(8.0, 19.5, 10.558823529411764)","(10.0, 32.0, 27.333333333333336)","(3.3, 6.4, 6.133333333333334)","(5.5, 8.6, 6.085714285714285)","(8.5, 16.0, 12.8)","(2.4, 2.5, 2.411578947368421)","(17.0, 42.0, 31.285714285714285)"
14-12-2022 14:22:38.544506,"(8.0, 19.5, 10.73076923076923)","(10.0, 32.0, 27.333333333333336)","(3.3, 6.4, 6.15)","(5.5, 8.6, 6.085714285714285)","(8.5, 16.0, 12.8)","(2.4, 2.5, 2.411578947368421)","(17.0, 42.0, 25.4)"
14-12-2022 14:22:39.680591,"(8.0, 19.5, 10.73076923076923)","(10.0, 32.0, 27.333333333333336)","(3.3, 6.4, 6.15)","(5.5, 8.6, 6.085714285714285)","(8.5, 16.0, 12.8)","(2.4, 2.5, 2.411578947368421)","(17.0, 38.0, 25.4)"
14-12-2022 14:22:40.772897,"(8.0, 19.5, 10.73076923076923)","(10.0, 32.0, 27.333333333333336)","(3.3, 6.4, 6.15)","(5.5, 8.6, 6.085714285714285)","(8.5, 16.0, 12.8)","(2.4, 2.5, 2.411578947368421)","(17.0, 38.0, 25.4)"
14-12-2022 14:22:41.866540,"(8.0, 19.5, 10.73076923076923)","(10.0, 32.0, 27.333333333333336)","(3.3, 6.4, 6.0)","(5.5, 8.6, 6.085714285714285)","(8.5, 16.0, 12.8)","(2.4, 2.5, 2.3847058823529412)","(17.0, 38.0, 25.4)"
14-12-2022 14:22:42.999882,"(8.0, 19.5, 10.73076923076923)","(10.0, 32.0, 27.333333333333336)","(3.3, 6.4, 6.0)","(5.5, 8.6, 6.085714285714285)","(8.5, 16.0, 12.8)","(2.4, 2.5, 2.3847058823529412)","(17.0, 38.0, 25.4)"
14-12-2022 14:22:44.055555,"(8.0, 19.5, 10.73076923076923)","(10.0, 32.0, 27.333333333333336)","(3.3, 6.4, 6.0)","(5.5, 8.6, 6.085714285714285)","(8.5, 16.0, 12.8)","(2.4, 2.5, 2.3847058823529412)","(17.0, 38.0, 25.4)"
14-12-2022 14:22:45.128315,"(8.0, 19.5, 10.73076923076923)","(10.0, 32.0, 27.333333333333336)","(3.3, 6.4, 6.15)","(5.5, 8.6, 6.085714285714285)","(8.5, 16.0, 12.8)","(2.4, 2.5, 2.411578947368421)","(17.0, 38.0, 25.4)"
14-12-2022 14:22:46.196747,"(8.0, 19.5, 10.73076923076923)","(10.0, 32.0, 27.333333333333336)","(3.3, 6.4, 6.15)","(5.5, 8.6, 6.085714285714285)","(8.5, 16.0, 12.8)","(2.4, 2.5, 2.411578947368421)","(17.0, 38.0, 25.4)"
14-12-2022 14:22:47.319046,"(8.0, 19.5, 10.73076923076923)","(10.0, 32.0, 25.25)","(3.3, 6.4, 6.15)","(5.5, 8.6, 6.085714285714285)","(8.5, 16.0, 12.8)","(2.4, 2.5, 2.411578947368421)","(17.0, 38.0, 25.4)"
14-12-2022 14:22:48.447727,"(8.0, 19.5, 10.73076923076923)","(10.0, 32.0, 26.9375)","(3.3, 6.4, 6.025)","(5.5, 8.6, 6.092307692307693)","(8.5, 16.0, 12.8)","(2.4, 2.5, 2.3847058823529412)","(17.0, 38.0, 25.4)"
14-12-2022 14:22:49.541470,"(8.0, 19.5, 10.73076923076923)","(10.0, 32.0, 26.9375)","(3.3, 6.4, 6.0)","(5.5, 8.4, 6.092307692307693)","(8.5, 16.0, 12.8)","(2.4, 2.5, 2.411578947368421)","(17.0, 38.0, 25.4)"
14-12-2022 14:22:50.667926,"(8.0, 19.5, 10.73076923076923)","(10.0, 32.0, 26.9375)","(3.3, 6.4, 6.15)","(5.5, 8.4, 6.092307692307693)","(8.5, 16.0, 12.8)","(2.4, 2.5, 2.411578947368421)","(17.0, 38.0, 25.4)"
14-12-2022 14:22:51.797145,"(8.0, 19.0, 14.5)","(10.0, 32.0, 25.25)","(3.3, 6.4, 6.15)","(5.5, 8.2, 6.458823529411765)","(8.5, 15.5, 12.586666666666666)","(2.4, 2.5, 2.411578947368421)","(17.0, 36.0, 27.5)"
14-12-2022 14:22:52.950680,"(8.0, 19.5, 10.678571428571429)","(10.0, 32.0, 24.125)","(3.3, 6.4, 6.0)","(5.5, 8.4, 6.458823529411765)","(8.5, 16.0, 12.586666666666666)","(2.4, 2.5, 2.3847058823529412)","(17.0, 38.0, 27.5)"
14-12-2022 14:22:54.113460,"(8.0, 19.5, 10.678571428571429)","(10.0, 32.0, 24.125)","(3.3, 6.4, 6.0)","(5.5, 8.4, 6.458823529411765)","(8.5, 16.0, 12.586666666666666)","(2.4, 2.5, 2.3847058823529412)","(17.0, 38.0, 27.5)"
14-12-2022 14:22:55.206389,"(8.0, 19.5, 10.678571428571429)","(10.0, 32.0, 24.125)","(3.3, 6.4, 6.0)","(5.5, 8.4, 6.458823529411765)","(8.5, 16.0, 12.586666666666666)","(2.4, 2.5, 2.3847058823529412)","(17.0, 38.0, 27.5)"
14-12-2022 14:22:56.377091,"(8.0, 19.5, 10.678571428571429)","(10.0, 32.0, 24.125)","(3.3, 6.4, 5.733333333333333)","(5.5, 8.4, 6.218181818181819)","(8.5, 16.0, 12.586666666666666)","(2.4, 2.5, 2.411578947368421)","(17.0, 38.0, 27.5)"
14-12-2022 14:22:57.619532,"(8.0, 19.5, 10.558823529411764)","(10.0, 32.0, 24.125)","(3.3, 6.4, 5.733333333333333)","(5.5, 8.4, 6.218181818181819)","(8.5, 16.0, 12.586666666666666)","(2.4, 2.5, 2.411578947368421)","(17.0, 38.0, 27.5)"
14-12-2022 14:22:58.840175,"(8.0, 19.5, 10.558823529411764)","(10.0, 32.0, 24.125)","(3.3, 6.4, 5.733333333333333)","(5.5, 8.4, 6.218181818181819)","(8.5, 16.0, 12.586666666666666)","(2.4, 2.5, 2.411578947368421)","(17.0, 38.0, 27.5)"
14-12-2022 14:23:00.112984,"(8.0, 19.5, 10.678571428571429)","(10.0, 32.0, 24.125)","(3.3, 6.4, 5.485714285714286)","(5.5, 8.4, 6.284210526315789)","(8.5, 16.0, 12.586666666666666)","(2.4, 2.5, 2.426315789473684)","(17.0, 38.0, 27.5)"
14-12-2022 14:23:01.321449,"(8.0, 19.5, 10.678571428571429)","(10.0, 32.0, 24.125)","(3.3, 6.4, 5.485714285714286)","(5.5, 8.2, 6.44)","(8.5, 16.0, 12.586666666666666)","(2.4, 2.5, 2.4410526315789474)","(17.0, 38.0, 27.5)"
14-12-2022 14:23:02.527104,"(8.0, 19.5, 10.678571428571429)","(10.0, 30.0, 24.25)","(3.3, 6.4, 5.733333333333333)","(5.5, 8.0, 6.44)","(8.5, 16.0, 12.586666666666666)","(2.4, 2.5, 2.4410526315789474)","(17.0, 38.0, 27.5)"
14-12-2022 14:23:03.747870,"(8.0, 19.5, 10.678571428571429)","(10.0, 30.0, 24.25)","(3.3, 6.4, 5.733333333333333)","(5.5, 8.0, 6.44)","(8.5, 16.0, 12.586666666666666)","(2.4, 2.5, 2.4410526315789474)","(17.0, 38.0, 27.5)"
14-12-2022 14:23:04.919846,"(8.0, 19.5, 10.678571428571429)","(10.0, 30.0, 24.25)","(3.3, 6.4, 5.485714285714286)","(5.5, 8.0, 6.44)","(8.5, 16.0, 12.586666666666666)","(2.4, 2.5, 2.426315789473684)","(17.0, 38.0, 24.736842105263158)"
14-12-2022 14:23:06.057362,"(8.0, 19.5, 10.678571428571429)","(10.0, 30.0, 24.25)","(3.3, 6.4, 5.485714285714286)","(5.5, 8.0, 6.44)","(8.5, 16.0, 12.586666666666666)","(2.4, 2.5, 2.426315789473684)","(17.0, 38.0, 24.736842105263158)"
14-12-2022 14:23:07.245141,"(8.0, 19.5, 10.678571428571429)","(10.0, 30.0, 24.25)","(3.3, 6.4, 5.485714285714286)","(5.5, 8.0, 6.44)","(8.5, 16.0, 12.586666666666666)","(2.4, 2.5, 2.4410526315789474)","(17.0, 38.0, 24.736842105263158)"
14-12-2022 14:23:08.467074,"(8.0, 19.5, 10.678571428571429)","(10.0, 30.0, 24.25)","(3.3, 6.4, 5.733333333333333)","(5.5, 8.0, 6.18)","(8.5, 16.0, 12.586666666666666)","(2.4, 2.5, 2.4410526315789474)","(17.0, 38.0, 24.736842105263158)"
14-12-2022 14:23:09.603072,"(8.0, 19.5, 10.678571428571429)","(10.0, 30.0, 24.25)","(3.3, 6.4, 5.733333333333333)","(5.5, 8.0, 6.18)","(8.5, 16.0, 12.586666666666666)","(2.4, 2.5, 2.4410526315789474)","(17.0, 38.0, 24.736842105263158)"
14-12-2022 14:23:10.756130,"(8.0, 19.5, 10.678571428571429)","(10.0, 30.0, 24.25)","(3.3, 6.4, 5.733333333333333)","(5.5, 8.0, 6.18)","(8.5, 16.0, 12.586666666666666)","(2.4, 2.5, 2.4410526315789474)","(17.0, 38.0, 24.736842105263158)"
14-12-2022 14:23:11.880580,"(8.0, 19.5, 10.678571428571429)","(10.0, 30.0, 24.25)","(3.3, 6.4, 5.485714285714286)","(5.5, 8.0, 6.44)","(8.5, 16.0, 12.586666666666666)","(2.4, 2.5, 2.426315789473684)","(17.0, 38.0, 24.736842105263158)"
14-12-2022 14:23:13.019540,"(8.0, 19.5, 10.678571428571429)","(10.0, 30.0, 24.25)","(3.3, 6.4, 5.688888888888889)","(5.5, 8.0, 6.18)","(8.5, 16.0, 12.586666666666666)","(2.4, 2.5, 2.4410526315789474)","(17.0, 38.0, 24.736842105263158)"
14-12-2022 14:23:14.057042,"(8.0, 19.5, 10.678571428571429)","(10.0, 30.0, 24.25)","(3.3, 6.4, 5.733333333333333)","(5.5, 8.0, 6.18)","(8.5, 16.0, 12.586666666666666)","(2.4, 2.5, 2.4410526315789474)","(17.0, 38.0, 24.736842105263158)"
14-12-2022 14:23:15.095512,"(8.0, 19.5, 10.678571428571429)","(10.0, 30.0, 22.333333333333332)","(3.3, 6.4, 5.733333333333333)","(5.5, 8.0, 6.18)","(8.5, 16.0, 12.586666666666666)","(2.4, 2.5, 2.4410526315789474)","(17.0, 38.0, 24.736842105263158)"
14-12-2022 14:23:16.098803,"(8.0, 19.5, 10.678571428571429)","(10.0, 30.0, 22.333333333333332)","(3.3, 6.4, 5.733333333333333)","(5.5, 8.0, 6.44)","(8.5, 16.0, 12.586666666666666)","(2.4, 2.5, 2.426315789473684)","(17.0, 38.0, 24.736842105263158)"
14-12-2022 14:23:17.152863,"(8.0, 19.5, 10.678571428571429)","(10.0, 30.0, 22.333333333333332)","(3.3, 6.4, 5.485714285714286)","(5.5, 8.0, 6.44)","(8.5, 16.0, 12.586666666666666)","(2.4, 2.5, 2.446153846153846)","(17.0, 38.0, 24.736842105263158)"
14-12-2022 14:23:18.202709,"(8.0, 19.5, 10.678571428571429)","(10.0, 30.0, 22.333333333333332)","(3.3, 6.4, 5.485714285714286)","(5.5, 8.0, 6.18)","(8.5, 16.0, 12.586666666666666)","(2.4, 2.5, 2.4410526315789474)","(17.0, 38.0, 24.736842105263158)"
14-12-2022 14:23:19.266226,"(8.0, 19.5, 10.678571428571429)","(10.0, 30.0, 24.25)","(3.3, 6.4, 5.733333333333333)","(5.5, 8.0, 6.18)","(8.5, 16.0, 12.586666666666666)","(2.4, 2.5, 2.4410526315789474)","(17.0, 38.0, 24.736842105263158)"
14-12-2022 14:23:20.340242,"(8.0, 19.5, 10.678571428571429)","(10.0, 30.0, 24.25)","(3.3, 6.4, 5.733333333333333)","(5.5, 8.0, 6.18)","(8.5, 16.0, 12.586666666666666)","(2.4, 2.5, 2.4410526315789474)","(17.0, 38.0, 24.736842105263158)"
14-12-2022 14:23:21.463180,"(8.0, 19.5, 10.678571428571429)","(10.0, 30.0, 24.25)","(3.3, 6.4, 5.542857142857143)","(5.5, 8.0, 6.44)","(8.5, 16.0, 12.586666666666666)","(2.4, 2.5, 2.433333333333333)","(17.0, 38.0, 24.736842105263158)"
14-12-2022 14:23:22.548835,"(8.0, 19.5, 10.678571428571429)","(10.0, 30.0, 24.25)","(3.3, 6.4, 5.485714285714286)","(5.5, 8.0, 6.44)","(8.5, 16.0, 12.586666666666666)","(2.4, 2.5, 2.433333333333333)","(17.0, 38.0, 24.736842105263158)"
14-12-2022 14:23:23.589941,"(8.0, 19.5, 10.678571428571429)","(10.0, 30.0, 24.25)","(3.3, 6.4, 5.485714285714286)","(5.5, 8.0, 6.44)","(8.5, 16.0, 12.586666666666666)","(2.4, 2.5, 2.433333333333333)","(17.0, 38.0, 24.736842105263158)"
14-12-2022 14:23:24.592175,"(8.0, 19.5, 10.678571428571429)","(10.0, 30.0, 24.25)","(3.3, 6.4, 5.485714285714286)","(5.5, 8.0, 6.44)","(8.5, 16.0, 12.586666666666666)","(2.4, 2.5, 2.433333333333333)","(17.0, 38.0, 24.736842105263158)"
14-12-2022 14:23:25.528418,"(8.0, 19.5, 10.678571428571429)","(10.0, 30.0, 24.25)","(3.3, 6.4, 5.485714285714286)","(5.5, 8.0, 6.44)","(8.5, 16.0, 12.586666666666666)","(2.4, 2.5, 2.433333333333333)","(17.0, 38.0, 24.736842105263158)"
14-12-2022 14:23:26.472658,"(8.0, 19.5, 10.678571428571429)","(10.0, 30.0, 24.25)","(3.3, 6.4, 5.485714285714286)","(5.5, 8.0, 6.44)","(8.5, 16.0, 12.586666666666666)","(2.4, 2.5, 2.433333333333333)","(17.0, 38.0, 24.736842105263158)"
14-12-2022 14:23:27.475961,"(8.0, 19.5, 10.678571428571429)","(10.0, 30.0, 24.25)","(3.3, 6.4, 5.485714285714286)","(5.5, 8.0, 6.44)","(8.5, 16.0, 12.586666666666666)","(2.4, 2.5, 2.433333333333333)","(17.0, 38.0, 24.736842105263158)"
14-12-2022 14:23:28.441485,"(8.0, 19.5, 10.678571428571429)","(10.0, 30.0, 24.25)","(3.3, 6.4, 5.485714285714286)","(5.5, 8.0, 6.44)","(8.5, 16.0, 12.586666666666666)","(2.4, 2.5, 2.433333333333333)","(17.0, 38.0, 24.736842105263158)"
14-12-2022 14:23:29.516787,"(8.0, 19.5, 10.678571428571429)","(10.0, 30.0, 24.25)","(3.3, 6.4, 5.485714285714286)","(5.5, 8.0, 6.44)","(8.5, 16.0, 12.586666666666666)","(2.4, 2.5, 2.433333333333333)","(17.0, 38.0, 24.736842105263158)"
14-12-2022 14:23:30.617405,"(8.0, 19.5, 10.678571428571429)","(10.0, 30.0, 24.25)","(3.3, 6.4, 5.485714285714286)","(5.5, 8.0, 6.18)","(8.5, 16.0, 12.586666666666666)","(2.4, 2.5, 2.4410526315789474)","(17.0, 38.0, 24.736842105263158)"
14-12-2022 14:23:31.739296,"(8.0, 19.5, 10.678571428571429)","(10.0, 30.0, 24.25)","(3.3, 6.4, 5.733333333333333)","(5.5, 8.0, 6.18)","(8.5, 16.0, 12.586666666666666)","(2.4, 2.5, 2.4410526315789474)","(17.0, 38.0, 24.736842105263158)"
14-12-2022 14:23:32.880755,"(8.0, 19.5, 10.678571428571429)","(10.0, 30.0, 24.25)","(3.3, 6.4, 5.733333333333333)","(5.5, 8.0, 6.18)","(8.5, 16.0, 12.586666666666666)","(2.4, 2.5, 2.4410526315789474)","(17.0, 38.0, 24.736842105263158)"
14-12-2022 14:23:33.997448,"(8.0, 19.5, 10.678571428571429)","(10.0, 30.0, 24.25)","(3.3, 6.4, 5.485714285714286)","(5.5, 8.0, 6.44)","(8.5, 16.0, 12.586666666666666)","(2.4, 2.5, 2.433333333333333)","(17.0, 38.0, 24.736842105263158)"
14-12-2022 14:23:35.099167,"(8.0, 19.5, 10.678571428571429)","(10.0, 30.0, 24.25)","(3.3, 6.4, 5.485714285714286)","(5.5, 8.0, 6.44)","(8.5, 16.0, 12.586666666666666)","(2.4, 2.5, 2.433333333333333)","(17.0, 38.0, 24.736842105263158)"
14-12-2022 14:23:36.243353,"(8.0, 19.5, 10.678571428571429)","(10.0, 30.0, 24.25)","(3.3, 6.4, 5.485714285714286)","(5.5, 8.0, 6.18)","(8.5, 16.0, 12.586666666666666)","(2.4, 2.5, 2.411578947368421)","(17.0, 38.0, 32.785714285714285)"
14-12-2022 14:23:37.321756,"(8.0, 19.5, 10.678571428571429)","(10.0, 30.0, 24.25)","(3.3, 6.4, 5.733333333333333)","(5.5, 8.0, 6.18)","(8.5, 16.0, 12.586666666666666)","(2.4, 2.5, 2.426315789473684)","(17.0, 34.0, 32.785714285714285)"
14-12-2022 14:23:38.359439,"(8.0, 19.5, 10.678571428571429)","(10.0, 30.0, 24.25)","(3.3, 6.4, 5.733333333333333)","(5.5, 8.0, 6.18)","(8.5, 16.0, 12.586666666666666)","(2.4, 2.5, 2.426315789473684)","(17.0, 34.0, 32.785714285714285)"
14-12-2022 14:23:39.352653,"(8.0, 19.5, 10.678571428571429)","(10.0, 30.0, 24.25)","(3.3, 6.4, 5.733333333333333)","(5.5, 8.0, 6.18)","(8.5, 16.0, 12.586666666666666)","(2.4, 2.5, 2.418181818181818)","(17.0, 34.0, 32.785714285714285)"
14-12-2022 14:23:40.319028,"(8.0, 19.5, 10.678571428571429)","(10.0, 30.0, 24.25)","(3.3, 6.4, 5.485714285714286)","(5.5, 8.0, 6.96)","(8.5, 16.0, 13.244444444444444)","(2.4, 2.48, 2.418181818181818)","(17.0, 34.0, 32.785714285714285)"
14-12-2022 14:23:41.340250,"(8.0, 19.5, 10.678571428571429)","(10.0, 30.0, 24.25)","(3.3, 6.4, 5.733333333333333)","(5.5, 6.6, 6.0)","(8.5, 16.0, 12.571428571428571)","(2.4, 2.48, 2.4336363636363636)","(17.0, 34.0, 32.785714285714285)"
14-12-2022 14:23:42.322917,"(8.0, 19.5, 10.678571428571429)","(10.0, 30.0, 24.25)","(3.3, 6.4, 5.733333333333333)","(5.5, 6.8, 6.0)","(8.5, 16.0, 11.2)","(2.4, 2.48, 2.4336363636363636)","(17.0, 34.0, 32.785714285714285)"
14-12-2022 14:23:43.358067,"(8.0, 19.5, 10.678571428571429)","(10.0, 30.0, 24.25)","(3.3, 6.4, 5.733333333333333)","(5.5, 6.8, 5.781818181818182)","(8.5, 16.0, 13.066666666666666)","(2.4, 2.48, 2.4336363636363636)","(17.0, 34.0, 32.785714285714285)"
14-12-2022 14:23:44.315519,"(8.0, 19.5, 10.678571428571429)","(10.0, 30.0, 25.416666666666664)","(3.3, 6.4, 5.733333333333333)","(5.5, 6.8, 5.781818181818182)","(8.5, 16.0, 13.066666666666666)","(2.4, 2.48, 2.418181818181818)","(17.0, 34.0, 26.608695652173914)"
14-12-2022 14:23:45.319118,"(8.0, 19.5, 10.678571428571429)","(10.0, 30.0, 24.75)","(3.3, 6.4, 5.485714285714286)","(5.5, 6.8, 6.1)","(8.5, 16.0, 12.0)","(2.4, 2.48, 2.418181818181818)","(17.0, 34.0, 26.608695652173914)"
14-12-2022 14:23:46.362829,"(8.0, 19.5, 10.678571428571429)","(10.0, 30.0, 24.75)","(3.3, 6.4, 5.485714285714286)","(5.5, 6.8, 6.1)","(8.5, 16.0, 12.0)","(2.4, 2.48, 2.418181818181818)","(17.0, 34.0, 26.608695652173914)"
14-12-2022 14:23:47.419158,"(8.0, 19.5, 10.678571428571429)","(10.0, 30.0, 24.75)","(3.3, 6.4, 5.733333333333333)","(5.5, 6.8, 6.1)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.418181818181818)","(17.0, 34.0, 26.608695652173914)"
14-12-2022 14:23:48.448903,"(8.0, 19.5, 10.678571428571429)","(10.0, 30.0, 24.75)","(3.3, 6.4, 5.733333333333333)","(5.5, 6.8, 6.1)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.418181818181818)","(17.0, 34.0, 26.608695652173914)"
14-12-2022 14:23:49.497855,"(8.0, 19.5, 10.678571428571429)","(10.0, 30.0, 24.75)","(3.3, 6.4, 5.733333333333333)","(5.5, 6.8, 6.475)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.418181818181818)","(17.0, 34.0, 26.608695652173914)"
14-12-2022 14:23:50.541273,"(8.0, 19.5, 10.678571428571429)","(10.0, 30.0, 24.75)","(3.3, 6.4, 5.733333333333333)","(5.5, 6.8, 6.475)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.418181818181818)","(17.0, 34.0, 26.608695652173914)"
14-12-2022 14:23:51.532486,"(8.0, 19.5, 10.678571428571429)","(10.0, 30.0, 24.75)","(3.3, 6.4, 5.485714285714286)","(5.5, 6.8, 6.475)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.4336363636363636)","(17.0, 34.0, 28.049999999999997)"
14-12-2022 14:23:52.564604,"(8.0, 19.5, 10.678571428571429)","(10.0, 30.0, 24.75)","(3.3, 6.4, 5.733333333333333)","(5.5, 6.8, 6.475)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.4336363636363636)","(17.0, 34.0, 28.049999999999997)"
14-12-2022 14:23:53.529618,"(8.0, 19.5, 10.678571428571429)","(10.0, 30.0, 24.75)","(3.3, 6.4, 5.733333333333333)","(5.5, 6.8, 6.475)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.4336363636363636)","(17.0, 34.0, 28.049999999999997)"
14-12-2022 14:23:54.555769,"(8.0, 19.5, 10.678571428571429)","(10.0, 30.0, 24.75)","(3.3, 6.4, 5.733333333333333)","(5.5, 6.8, 6.475)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.4336363636363636)","(17.0, 34.0, 28.049999999999997)"
14-12-2022 14:23:55.558580,"(8.0, 19.5, 10.678571428571429)","(10.0, 30.0, 24.75)","(3.3, 6.4, 5.733333333333333)","(5.5, 6.8, 6.475)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.3666666666666667)","(17.0, 34.0, 28.049999999999997)"
14-12-2022 14:23:56.597197,"(8.0, 19.5, 10.678571428571429)","(10.0, 30.0, 24.75)","(3.3, 6.4, 5.485714285714286)","(5.5, 6.8, 6.475)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.3666666666666667)","(17.0, 34.0, 28.049999999999997)"
14-12-2022 14:23:57.594929,"(8.0, 19.5, 10.678571428571429)","(10.0, 30.0, 25.833333333333336)","(3.3, 6.4, 5.485714285714286)","(5.5, 6.8, 6.294117647058823)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.402727272727273)","(17.0, 34.0, 28.049999999999997)"
14-12-2022 14:23:58.685660,"(8.0, 19.5, 10.678571428571429)","(10.0, 30.0, 25.0)","(3.3, 6.4, 5.733333333333333)","(5.5, 7.0, 6.294117647058823)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.402727272727273)","(17.0, 34.0, 24.375)"
14-12-2022 14:23:59.712071,"(8.0, 19.5, 10.678571428571429)","(10.0, 30.0, 25.0)","(3.3, 6.4, 5.733333333333333)","(5.5, 7.0, 6.294117647058823)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.402727272727273)","(17.0, 34.0, 24.666666666666664)"
14-12-2022 14:24:00.733489,"(8.0, 19.5, 10.678571428571429)","(10.0, 30.0, 25.0)","(3.3, 6.4, 5.733333333333333)","(5.5, 7.0, 6.294117647058823)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.3666666666666667)","(17.0, 34.0, 24.666666666666664)"
14-12-2022 14:24:01.733192,"(8.0, 19.5, 10.678571428571429)","(10.0, 30.0, 25.0)","(3.3, 6.4, 5.485714285714286)","(5.5, 7.0, 6.625)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.402727272727273)","(17.0, 34.0, 25.384615384615387)"
14-12-2022 14:24:02.711073,"(8.0, 19.5, 10.678571428571429)","(10.0, 30.0, 25.0)","(3.3, 6.4, 5.733333333333333)","(5.5, 7.0, 6.625)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.402727272727273)","(17.0, 34.0, 25.384615384615387)"
14-12-2022 14:24:03.682345,"(8.0, 19.5, 10.678571428571429)","(10.0, 30.0, 25.0)","(3.3, 6.4, 5.733333333333333)","(5.5, 7.0, 6.625)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.402727272727273)","(17.0, 34.0, 25.384615384615387)"
14-12-2022 14:24:04.645274,"(8.0, 19.5, 10.678571428571429)","(10.0, 30.0, 25.0)","(3.3, 6.4, 5.733333333333333)","(5.5, 7.0, 6.357142857142857)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.402727272727273)","(17.0, 34.0, 25.384615384615387)"
14-12-2022 14:24:05.640348,"(8.0, 19.5, 10.678571428571429)","(10.0, 30.0, 25.0)","(3.3, 6.4, 5.733333333333333)","(5.5, 7.0, 6.357142857142857)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.402727272727273)","(17.0, 34.0, 25.384615384615387)"
14-12-2022 14:24:06.548570,"(8.0, 19.5, 10.678571428571429)","(10.0, 32.0, 26.5)","(3.3, 6.4, 5.485714285714286)","(5.5, 7.0, 6.357142857142857)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.3666666666666667)","(17.0, 34.0, 22.8)"
14-12-2022 14:24:07.541941,"(8.0, 19.5, 10.678571428571429)","(10.0, 32.0, 26.5)","(3.3, 6.4, 5.485714285714286)","(5.5, 7.0, 6.357142857142857)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.3666666666666667)","(17.0, 34.0, 22.8)"
14-12-2022 14:24:08.562300,"(8.0, 19.5, 10.678571428571429)","(10.0, 32.0, 26.5)","(3.3, 6.4, 5.485714285714286)","(5.5, 7.0, 6.357142857142857)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.3666666666666667)","(17.0, 34.0, 22.8)"
14-12-2022 14:24:09.629289,"(8.0, 19.5, 10.678571428571429)","(10.0, 32.0, 26.5)","(3.3, 6.4, 5.485714285714286)","(5.5, 7.0, 6.357142857142857)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.3666666666666667)","(17.0, 34.0, 22.8)"
14-12-2022 14:24:10.687107,"(8.0, 19.5, 10.678571428571429)","(10.0, 32.0, 26.5)","(3.3, 6.4, 5.485714285714286)","(5.5, 7.0, 6.357142857142857)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.3666666666666667)","(17.0, 34.0, 22.8)"
14-12-2022 14:24:11.792405,"(8.0, 19.5, 10.678571428571429)","(10.0, 32.0, 26.5)","(3.3, 6.4, 5.485714285714286)","(5.5, 7.0, 6.357142857142857)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.402727272727273)","(17.0, 34.0, 22.8)"
14-12-2022 14:24:12.879501,"(8.0, 19.5, 10.678571428571429)","(10.0, 32.0, 26.5)","(3.3, 6.4, 5.733333333333333)","(5.5, 7.0, 6.357142857142857)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.402727272727273)","(17.0, 34.0, 22.8)"
14-12-2022 14:24:13.942120,"(8.0, 19.5, 10.678571428571429)","(10.0, 32.0, 26.5)","(3.3, 6.4, 5.733333333333333)","(5.5, 7.0, 6.357142857142857)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.402727272727273)","(17.0, 34.0, 22.8)"
14-12-2022 14:24:14.980356,"(8.0, 19.5, 10.678571428571429)","(10.0, 32.0, 26.5)","(3.3, 6.4, 5.733333333333333)","(5.5, 7.0, 6.357142857142857)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.4478378378378376)","(17.0, 34.0, 22.8)"
