,Rickys Revenge,Cairo Boogie,Suleman,Chesapeake Charlie,Kid Bourbon,Champagne Jam,Citizens Fire,Dominant Factor,Thatza Alpha,Light Work
15-12-2022 14:04:49.438536,"(16.0, 21.0, 20.41304347826087)","(10.0, 13.0, 12.625)","(2.25, 2.82, 2.785)","(16.0, 40.0, 34.666666666666664)","(2.3, 3.05, 2.8269230769230766)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(31.0, 130.0, 74.0)","(26.0, 130.0, 110.0)","(17.0, 32.0, 30.75)"
15-12-2022 14:04:50.748111,"(16.0, 21.0, 20.41304347826087)","(10.0, 13.0, 12.625)","(2.25, 2.82, 2.785)","(16.0, 40.0, 34.666666666666664)","(2.3, 3.05, 2.839090909090909)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(31.0, 130.0, 74.0)","(26.0, 130.0, 104.28571428571429)","(18.0, 32.0, 30.75)"
15-12-2022 14:04:52.170095,"(16.0, 21.0, 20.41304347826087)","(10.0, 13.0, 12.625)","(2.25, 2.82, 2.785)","(16.0, 40.0, 34.666666666666664)","(2.3, 3.05, 2.839090909090909)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(31.0, 130.0, 74.0)","(26.0, 130.0, 104.28571428571429)","(18.0, 32.0, 30.75)"
15-12-2022 14:04:53.559084,"(16.0, 21.0, 20.605263157894736)","(10.0, 13.0, 12.625)","(2.25, 2.82, 2.785)","(16.0, 40.0, 34.666666666666664)","(2.3, 3.05, 2.884285714285714)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(31.0, 130.0, 74.0)","(26.0, 130.0, 115.0)","(18.0, 32.0, 30.75)"
15-12-2022 14:04:54.934326,"(16.0, 26.0, 23.0)","(10.0, 13.0, 12.625)","(2.25, 2.82, 2.785)","(16.0, 40.0, 34.666666666666664)","(2.3, 3.05, 2.884285714285714)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(31.0, 130.0, 74.0)","(26.0, 130.0, 115.0)","(18.0, 32.0, 30.75)"
15-12-2022 14:04:56.290584,"(16.0, 26.0, 24.0)","(10.0, 13.0, 12.625)","(2.25, 2.82, 2.785)","(16.0, 40.0, 34.666666666666664)","(2.3, 3.05, 2.884285714285714)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(31.0, 130.0, 74.0)","(26.0, 130.0, 116.15384615384616)","(18.0, 32.0, 30.75)"
15-12-2022 14:04:57.650312,"(16.0, 26.0, 23.0)","(10.0, 13.0, 12.625)","(2.25, 2.82, 2.764)","(16.0, 40.0, 34.666666666666664)","(2.3, 3.05, 2.884285714285714)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(31.0, 130.0, 74.0)","(26.0, 130.0, 116.15384615384616)","(18.0, 32.0, 30.75)"
15-12-2022 14:04:58.922041,"(16.0, 26.0, 23.0)","(10.0, 13.0, 12.625)","(2.25, 2.82, 2.764)","(16.0, 40.0, 34.666666666666664)","(2.3, 3.05, 2.884285714285714)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(31.0, 130.0, 74.0)","(26.0, 130.0, 116.15384615384616)","(18.0, 32.0, 30.75)"
15-12-2022 14:05:00.105216,"(16.0, 26.0, 23.0)","(10.0, 13.0, 12.625)","(2.25, 2.82, 2.764)","(16.0, 40.0, 34.666666666666664)","(2.3, 3.05, 2.884285714285714)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(31.0, 130.0, 74.0)","(26.0, 130.0, 116.15384615384616)","(18.0, 32.0, 30.75)"
15-12-2022 14:05:01.298145,"(16.0, 26.0, 23.0)","(10.0, 13.0, 12.625)","(2.25, 2.82, 2.764)","(16.0, 40.0, 34.666666666666664)","(2.3, 3.05, 2.884285714285714)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(31.0, 130.0, 74.0)","(26.0, 130.0, 116.15384615384616)","(18.0, 32.0, 30.75)"
15-12-2022 14:05:02.540804,"(16.0, 26.0, 23.0)","(10.0, 13.0, 12.625)","(2.25, 2.82, 2.764)","(16.0, 40.0, 34.666666666666664)","(2.3, 3.05, 2.884285714285714)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(31.0, 130.0, 74.0)","(26.0, 130.0, 116.15384615384616)","(18.0, 32.0, 30.75)"
15-12-2022 14:05:03.992093,"(16.0, 26.0, 23.0)","(10.0, 13.0, 12.625)","(2.25, 2.82, 2.764)","(16.0, 40.0, 34.666666666666664)","(2.3, 3.05, 2.884285714285714)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(31.0, 130.0, 74.0)","(26.0, 130.0, 116.15384615384616)","(18.0, 32.0, 30.75)"
15-12-2022 14:05:05.263034,"(16.0, 26.0, 23.0)","(10.0, 13.0, 12.590909090909092)","(2.25, 2.82, 2.764)","(16.0, 40.0, 34.666666666666664)","(2.3, 3.05, 2.884285714285714)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(31.0, 130.0, 74.0)","(26.0, 130.0, 116.15384615384616)","(18.0, 32.0, 30.75)"
15-12-2022 14:05:06.431169,"(16.0, 26.0, 23.0)","(10.0, 13.0, 12.625)","(2.25, 2.82, 2.764)","(16.0, 40.0, 34.666666666666664)","(2.3, 3.05, 2.884285714285714)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(31.0, 130.0, 74.0)","(26.0, 130.0, 104.28571428571429)","(18.0, 32.0, 30.75)"
15-12-2022 14:05:07.666770,"(16.0, 26.0, 23.0)","(10.0, 13.0, 12.625)","(2.25, 2.82, 2.764)","(16.0, 40.0, 34.666666666666664)","(2.3, 3.05, 2.884285714285714)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(31.0, 130.0, 74.0)","(26.0, 130.0, 122.8)","(18.0, 32.0, 30.75)"
15-12-2022 14:05:08.929059,"(16.0, 26.0, 23.0)","(10.0, 13.0, 12.625)","(2.25, 2.82, 2.764)","(16.0, 40.0, 34.666666666666664)","(2.3, 3.05, 2.884285714285714)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(31.0, 130.0, 74.0)","(26.0, 130.0, 116.46153846153847)","(18.0, 32.0, 30.75)"
15-12-2022 14:05:10.199262,"(16.0, 26.0, 23.0)","(10.0, 13.0, 12.625)","(2.25, 2.82, 2.764)","(16.0, 40.0, 34.666666666666664)","(2.3, 3.05, 2.884285714285714)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(31.0, 130.0, 74.0)","(26.0, 130.0, 116.46153846153847)","(18.0, 32.0, 30.75)"
15-12-2022 14:05:11.565795,"(16.0, 26.0, 23.0)","(10.0, 13.0, 12.625)","(2.25, 2.82, 2.764)","(16.0, 40.0, 34.666666666666664)","(2.3, 3.05, 2.884285714285714)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(31.0, 130.0, 74.0)","(26.0, 130.0, 116.46153846153847)","(18.0, 32.0, 30.75)"
15-12-2022 14:05:12.847236,"(16.0, 26.0, 23.0)","(10.0, 13.0, 12.625)","(2.25, 2.82, 2.764)","(16.0, 40.0, 34.666666666666664)","(2.3, 3.05, 2.884285714285714)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(31.0, 130.0, 74.0)","(26.0, 130.0, 116.46153846153847)","(18.0, 32.0, 30.75)"
15-12-2022 14:05:14.115927,"(16.0, 26.0, 23.0)","(10.0, 13.0, 12.625)","(2.25, 2.82, 2.764)","(16.0, 40.0, 34.666666666666664)","(2.3, 3.05, 2.884285714285714)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(31.0, 130.0, 74.0)","(26.0, 130.0, 116.46153846153847)","(18.0, 32.0, 30.75)"
15-12-2022 14:05:15.400021,"(16.0, 26.0, 23.0)","(10.0, 13.0, 12.625)","(2.25, 2.82, 2.764)","(16.0, 40.0, 34.666666666666664)","(2.3, 3.05, 2.884285714285714)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(31.0, 130.0, 74.0)","(26.0, 130.0, 116.46153846153847)","(18.0, 32.0, 30.75)"
15-12-2022 14:05:16.734872,"(16.0, 26.0, 23.0)","(10.0, 13.0, 12.625)","(2.25, 2.82, 2.801333333333333)","(16.0, 40.0, 34.666666666666664)","(2.3, 3.05, 2.884285714285714)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(31.0, 130.0, 74.0)","(26.0, 130.0, 123.71428571428571)","(18.0, 32.0, 30.75)"
15-12-2022 14:05:18.029333,"(16.0, 26.0, 23.0)","(10.0, 13.0, 12.625)","(2.25, 2.82, 2.801333333333333)","(16.0, 40.0, 34.666666666666664)","(2.3, 3.05, 2.952857142857143)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(31.0, 130.0, 74.0)","(26.0, 130.0, 123.71428571428571)","(18.0, 32.0, 30.75)"
15-12-2022 14:05:19.237586,"(16.0, 26.0, 22.0)","(10.0, 13.0, 12.625)","(2.25, 2.82, 2.801333333333333)","(16.0, 40.0, 34.666666666666664)","(2.3, 3.05, 2.952857142857143)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(31.0, 130.0, 74.0)","(26.0, 130.0, 123.23076923076923)","(18.0, 32.0, 30.333333333333336)"
15-12-2022 14:05:20.531778,"(16.0, 25.0, 23.055555555555557)","(10.0, 13.0, 12.625)","(2.25, 2.82, 2.801333333333333)","(16.0, 40.0, 34.666666666666664)","(2.3, 3.05, 2.952857142857143)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(31.0, 130.0, 74.0)","(26.0, 130.0, 123.23076923076923)","(18.0, 32.0, 30.333333333333336)"
15-12-2022 14:05:21.844025,"(16.0, 25.0, 23.055555555555557)","(10.0, 13.0, 12.625)","(2.25, 2.82, 2.801333333333333)","(16.0, 40.0, 34.875)","(2.3, 3.05, 2.952857142857143)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(31.0, 130.0, 74.0)","(26.0, 130.0, 123.23076923076923)","(18.0, 32.0, 30.333333333333336)"
15-12-2022 14:05:23.172878,"(16.0, 25.0, 23.055555555555557)","(10.0, 13.0, 12.625)","(2.25, 2.82, 2.801333333333333)","(16.0, 40.0, 34.875)","(2.3, 3.05, 2.964285714285714)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(31.0, 130.0, 74.0)","(26.0, 130.0, 123.23076923076923)","(18.0, 32.0, 30.333333333333336)"
15-12-2022 14:05:24.524915,"(16.0, 25.0, 23.055555555555557)","(10.0, 13.0, 12.625)","(2.25, 2.82, 2.801333333333333)","(16.0, 40.0, 34.875)","(2.3, 3.05, 2.964285714285714)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(31.0, 130.0, 74.0)","(26.0, 130.0, 87.0)","(18.0, 32.0, 29.0)"
15-12-2022 14:05:25.822425,"(16.0, 25.0, 21.88888888888889)","(10.0, 13.0, 12.625)","(2.25, 2.82, 2.781111111111111)","(16.0, 40.0, 37.72222222222222)","(2.3, 3.05, 2.964285714285714)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(31.0, 130.0, 74.0)","(26.0, 130.0, 110.88888888888889)","(18.0, 32.0, 29.0)"
15-12-2022 14:05:27.145628,"(16.0, 25.0, 22.142857142857142)","(10.0, 13.0, 12.625)","(2.25, 2.82, 2.781111111111111)","(16.0, 40.0, 37.72222222222222)","(2.3, 3.05, 2.964285714285714)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(31.0, 130.0, 74.0)","(26.0, 130.0, 110.88888888888889)","(18.0, 32.0, 29.0)"
15-12-2022 14:05:28.776980,"(16.0, 25.0, 22.142857142857142)","(10.0, 13.0, 12.625)","(2.25, 2.82, 2.781111111111111)","(16.0, 40.0, 37.72222222222222)","(2.3, 3.05, 2.964285714285714)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(31.0, 130.0, 74.0)","(26.0, 130.0, 110.88888888888889)","(18.0, 32.0, 29.0)"
15-12-2022 14:05:30.091105,"(16.0, 25.0, 22.142857142857142)","(10.0, 13.0, 12.625)","(2.25, 2.82, 2.781111111111111)","(16.0, 40.0, 37.72222222222222)","(2.3, 3.05, 2.964285714285714)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(31.0, 130.0, 74.0)","(26.0, 130.0, 105.42857142857143)","(18.0, 32.0, 29.0)"
15-12-2022 14:05:31.899103,"(16.0, 25.0, 22.142857142857142)","(10.0, 13.0, 12.625)","(2.25, 2.82, 2.7654545454545456)","(16.0, 40.0, 33.333333333333336)","(2.35, 3.05, 2.964285714285714)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(31.0, 130.0, 74.0)","(26.0, 130.0, 105.42857142857143)","(18.0, 32.0, 29.0)"
15-12-2022 14:05:33.337996,"(16.0, 25.0, 22.142857142857142)","(10.0, 13.0, 12.625)","(2.25, 2.82, 2.7654545454545456)","(16.0, 40.0, 33.333333333333336)","(2.35, 3.05, 2.964285714285714)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(31.0, 130.0, 74.0)","(26.0, 130.0, 105.42857142857143)","(18.0, 32.0, 29.0)"
15-12-2022 14:05:34.888177,"(16.0, 25.0, 23.333333333333332)","(10.0, 13.0, 12.625)","(2.25, 2.82, 2.781111111111111)","(16.0, 40.0, 33.333333333333336)","(2.35, 3.05, 2.964285714285714)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(31.0, 130.0, 74.0)","(26.0, 130.0, 105.42857142857143)","(18.0, 32.0, 29.0)"
15-12-2022 14:05:36.238057,"(16.0, 25.0, 23.333333333333332)","(10.0, 13.0, 12.625)","(2.25, 2.82, 2.781111111111111)","(16.0, 40.0, 37.5)","(2.35, 3.05, 2.9855555555555555)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(31.0, 130.0, 74.0)","(26.0, 130.0, 120.94736842105263)","(18.0, 32.0, 29.0)"
15-12-2022 14:05:37.836492,"(16.0, 25.0, 23.666666666666668)","(10.0, 13.0, 12.625)","(2.25, 2.82, 2.781111111111111)","(16.0, 40.0, 38.0)","(2.35, 3.05, 2.952857142857143)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(31.0, 130.0, 74.0)","(26.0, 130.0, 120.94736842105263)","(18.0, 32.0, 29.0)"
15-12-2022 14:05:39.406322,"(16.0, 25.0, 23.666666666666668)","(10.0, 13.0, 12.625)","(2.25, 2.82, 2.781111111111111)","(16.0, 40.0, 38.0)","(2.35, 3.05, 2.952857142857143)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(31.0, 130.0, 74.0)","(26.0, 130.0, 120.94736842105263)","(18.0, 32.0, 29.0)"
15-12-2022 14:05:40.945034,"(16.0, 25.0, 23.666666666666668)","(10.0, 13.0, 12.583333333333334)","(2.25, 2.82, 2.722777777777778)","(16.0, 40.0, 38.0)","(2.35, 3.05, 3.105)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(31.0, 130.0, 74.0)","(26.0, 130.0, 120.94736842105263)","(18.0, 32.0, 29.0)"
15-12-2022 14:05:42.330006,"(16.0, 25.0, 23.666666666666668)","(10.0, 13.0, 12.583333333333334)","(2.25, 2.82, 2.722777777777778)","(16.0, 40.0, 37.5)","(2.35, 3.15, 3.105)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(31.0, 130.0, 74.0)","(26.0, 130.0, 120.94736842105263)","(18.0, 32.0, 30.166666666666664)"
15-12-2022 14:05:43.619662,"(16.0, 25.0, 23.333333333333332)","(10.0, 13.0, 12.583333333333334)","(2.25, 2.82, 2.722777777777778)","(16.0, 40.0, 37.5)","(2.35, 3.15, 3.105)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(31.0, 130.0, 74.0)","(26.0, 130.0, 120.94736842105263)","(18.0, 32.0, 30.166666666666664)"
15-12-2022 14:05:44.898785,"(17.0, 25.0, 23.333333333333332)","(10.0, 13.0, 12.583333333333334)","(2.25, 2.82, 2.722777777777778)","(16.0, 40.0, 37.5)","(2.35, 3.15, 3.105)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(31.0, 130.0, 74.0)","(26.0, 130.0, 120.94736842105263)","(18.0, 32.0, 30.166666666666664)"
15-12-2022 14:05:46.197708,"(17.0, 25.0, 23.333333333333332)","(10.0, 13.0, 12.583333333333334)","(2.25, 2.8, 2.6981818181818182)","(16.0, 40.0, 37.625)","(2.35, 3.15, 3.069)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(31.0, 130.0, 74.0)","(26.0, 130.0, 116.76923076923076)","(18.0, 32.0, 28.666666666666668)"
15-12-2022 14:05:47.476030,"(17.0, 25.0, 23.333333333333332)","(10.0, 13.0, 12.65)","(2.25, 2.8, 2.6981818181818182)","(16.0, 40.0, 37.625)","(2.35, 3.15, 3.069)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(31.0, 130.0, 74.0)","(26.0, 130.0, 116.76923076923076)","(18.0, 32.0, 28.666666666666668)"
15-12-2022 14:05:48.762450,"(17.0, 25.0, 23.666666666666668)","(10.0, 13.0, 12.65)","(2.25, 2.8, 2.6981818181818182)","(16.0, 40.0, 37.625)","(2.35, 3.15, 3.069)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(31.0, 130.0, 74.0)","(26.0, 130.0, 116.76923076923076)","(18.0, 32.0, 28.666666666666668)"
15-12-2022 14:05:50.103844,"(17.0, 25.0, 23.666666666666668)","(10.0, 13.0, 12.65)","(2.25, 2.8, 2.6981818181818182)","(16.0, 40.0, 37.625)","(2.35, 3.15, 3.069)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(31.0, 130.0, 74.0)","(26.0, 130.0, 116.76923076923076)","(18.0, 32.0, 28.666666666666668)"
15-12-2022 14:05:51.588327,"(17.0, 25.0, 23.666666666666668)","(10.0, 13.0, 12.65)","(2.25, 2.8, 2.6981818181818182)","(16.0, 40.0, 36.83333333333333)","(2.35, 3.15, 3.069)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(31.0, 130.0, 74.0)","(26.0, 130.0, 116.76923076923076)","(18.0, 32.0, 28.666666666666668)"
15-12-2022 14:05:52.830877,"(17.0, 25.0, 23.666666666666668)","(10.0, 13.0, 12.65)","(2.25, 2.8, 2.6981818181818182)","(16.0, 40.0, 36.83333333333333)","(2.35, 3.15, 3.069)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(31.0, 130.0, 74.0)","(26.0, 130.0, 116.76923076923076)","(18.0, 32.0, 28.666666666666668)"
15-12-2022 14:05:54.098998,"(17.0, 25.0, 23.666666666666668)","(10.0, 13.0, 12.65)","(2.25, 2.8, 2.6981818181818182)","(16.0, 40.0, 36.83333333333333)","(2.35, 3.15, 3.069)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(31.0, 130.0, 74.0)","(26.0, 130.0, 116.76923076923076)","(18.0, 32.0, 28.666666666666668)"
15-12-2022 14:05:55.528732,"(17.0, 25.0, 23.666666666666668)","(10.0, 13.0, 12.65)","(2.25, 2.8, 2.6981818181818182)","(17.0, 40.0, 36.83333333333333)","(2.35, 3.15, 3.069)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(31.0, 130.0, 74.0)","(26.0, 130.0, 91.6)","(18.0, 32.0, 28.666666666666668)"
15-12-2022 14:05:56.883126,"(17.0, 22.0, 21.90909090909091)","(10.0, 13.0, 12.65)","(2.25, 2.8, 2.6981818181818182)","(17.0, 40.0, 29.75)","(2.35, 3.15, 3.069)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(31.0, 130.0, 74.0)","(26.0, 130.0, 116.76923076923076)","(18.0, 32.0, 28.666666666666668)"
15-12-2022 14:05:58.342127,"(17.0, 22.0, 21.875)","(10.0, 13.0, 12.65)","(2.25, 2.8, 2.6981818181818182)","(17.0, 40.0, 38.94444444444444)","(2.35, 3.15, 3.069)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(31.0, 130.0, 74.0)","(26.0, 130.0, 116.76923076923076)","(18.0, 32.0, 28.666666666666668)"
15-12-2022 14:05:59.807608,"(17.0, 22.0, 21.875)","(10.0, 13.0, 12.65)","(2.25, 2.8, 2.6981818181818182)","(17.0, 40.0, 34.333333333333336)","(2.35, 3.15, 2.9304878048780485)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(31.0, 130.0, 74.0)","(26.0, 130.0, 116.76923076923076)","(18.0, 32.0, 28.666666666666668)"
15-12-2022 14:06:01.239193,"(17.0, 22.0, 21.875)","(10.0, 13.0, 12.65)","(2.25, 2.8, 2.6981818181818182)","(17.0, 40.0, 34.333333333333336)","(2.35, 3.15, 2.9699999999999998)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(31.0, 130.0, 74.0)","(26.0, 130.0, 116.76923076923076)","(18.0, 32.0, 28.666666666666668)"
15-12-2022 14:06:02.640246,"(17.0, 22.0, 21.833333333333332)","(10.0, 13.0, 12.65)","(2.25, 2.8, 2.6981818181818182)","(17.0, 40.0, 34.666666666666664)","(2.35, 3.15, 2.9856521739130435)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(31.0, 130.0, 74.0)","(26.0, 130.0, 116.76923076923076)","(18.0, 32.0, 28.666666666666668)"
15-12-2022 14:06:03.867245,"(17.0, 22.0, 21.833333333333332)","(10.0, 13.0, 12.65)","(2.25, 2.8, 2.6981818181818182)","(17.0, 40.0, 34.666666666666664)","(2.35, 3.15, 2.9979999999999998)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(31.0, 130.0, 74.0)","(26.0, 130.0, 116.76923076923076)","(18.0, 32.0, 28.666666666666668)"
15-12-2022 14:06:05.090662,"(17.0, 25.0, 22.77777777777778)","(10.0, 13.0, 12.61111111111111)","(2.25, 2.8, 2.6981818181818182)","(17.0, 40.0, 34.666666666666664)","(2.35, 3.15, 3.001304347826087)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(31.0, 130.0, 74.0)","(26.0, 130.0, 116.76923076923076)","(18.0, 32.0, 28.666666666666668)"
15-12-2022 14:06:06.583221,"(17.0, 25.0, 19.50438596491228)","(10.0, 13.0, 12.65)","(2.25, 2.8, 2.6666666666666665)","(17.0, 40.0, 37.33333333333333)","(2.35, 3.15, 2.9856756756756755)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(31.0, 130.0, 74.0)","(26.0, 130.0, 120.44444444444444)","(18.0, 32.0, 28.666666666666668)"
15-12-2022 14:06:08.041065,"(17.0, 20.0, 18.666666666666668)","(10.0, 13.0, 12.65)","(2.25, 2.8, 2.635294117647059)","(17.0, 40.0, 37.33333333333333)","(2.35, 3.15, 2.9856756756756755)","(31.0, 65.0, 61.125)","(31.0, 65.0, 62.18181818181819)","(31.0, 130.0, 74.0)","(26.0, 130.0, 120.44444444444444)","(18.0, 32.0, 28.666666666666668)"
15-12-2022 14:06:09.716567,"(17.0, 19.5, 18.666666666666668)","(10.0, 13.0, 12.65)","(2.25, 2.8, 2.635294117647059)","(17.0, 40.0, 37.33333333333333)","(2.35, 3.15, 2.9856756756756755)","(31.0, 65.0, 61.125)","(31.0, 65.0, 55.33333333333333)","(31.0, 130.0, 109.0)","(26.0, 130.0, 120.44444444444444)","(18.0, 32.0, 28.666666666666668)"
15-12-2022 14:06:11.289295,"(17.0, 19.5, 17.069444444444443)","(10.0, 13.0, 12.65)","(2.25, 2.8, 2.632258064516129)","(17.0, 40.0, 37.33333333333333)","(2.35, 3.15, 2.9856756756756755)","(31.0, 65.0, 61.125)","(31.0, 65.0, 55.33333333333333)","(31.0, 130.0, 109.0)","(26.0, 130.0, 106.0)","(18.0, 32.0, 28.666666666666668)"
15-12-2022 14:06:12.887514,"(17.0, 19.5, 17.069444444444443)","(10.0, 13.0, 12.65)","(2.25, 2.8, 2.632258064516129)","(17.0, 40.0, 37.33333333333333)","(2.35, 3.15, 2.9856756756756755)","(31.0, 65.0, 61.125)","(31.0, 65.0, 58.8)","(31.0, 130.0, 109.0)","(26.0, 130.0, 89.0)","(18.0, 32.0, 28.666666666666668)"
15-12-2022 14:06:14.410964,"(17.0, 19.5, 17.60810810810811)","(10.0, 13.0, 12.65)","(2.25, 2.8, 2.632258064516129)","(17.0, 40.0, 37.33333333333333)","(2.35, 3.15, 2.9856756756756755)","(31.0, 65.0, 61.125)","(31.0, 65.0, 58.8)","(31.0, 130.0, 109.0)","(26.0, 130.0, 89.0)","(18.0, 32.0, 28.666666666666668)"
15-12-2022 14:06:16.172202,"(17.0, 19.5, 17.60810810810811)","(10.0, 13.0, 12.65)","(2.25, 2.8, 2.632258064516129)","(17.0, 40.0, 36.83333333333333)","(2.35, 3.15, 2.9856756756756755)","(31.0, 65.0, 61.125)","(31.0, 65.0, 58.8)","(31.0, 130.0, 109.0)","(26.0, 130.0, 89.0)","(17.0, 32.0, 28.666666666666668)"
15-12-2022 14:06:17.853444,"(16.0, 19.5, 17.60810810810811)","(9.0, 13.0, 12.65)","(2.2, 2.8, 2.66)","(18.0, 40.0, 38.93333333333334)","(2.4, 3.15, 2.9856756756756755)","(31.0, 65.0, 61.125)","(31.0, 65.0, 58.8)","(31.0, 130.0, 109.0)","(31.0, 130.0, 113.6)","(17.0, 32.0, 24.22222222222222)"
15-12-2022 14:06:19.590795,"(16.0, 19.5, 18.083333333333332)","(9.0, 13.0, 12.65)","(2.2, 2.8, 2.66)","(18.0, 40.0, 35.333333333333336)","(2.4, 3.15, 2.9856756756756755)","(31.0, 65.0, 61.125)","(31.0, 65.0, 58.8)","(31.0, 130.0, 109.0)","(31.0, 130.0, 113.6)","(17.0, 32.0, 24.22222222222222)"
15-12-2022 14:06:21.195468,"(16.0, 19.5, 18.083333333333332)","(9.0, 13.0, 12.65)","(2.2, 2.8, 2.7494444444444444)","(18.0, 40.0, 35.333333333333336)","(2.4, 3.15, 2.9856756756756755)","(31.0, 65.0, 61.125)","(31.0, 65.0, 58.8)","(31.0, 130.0, 109.0)","(31.0, 130.0, 113.6)","(17.0, 32.0, 24.22222222222222)"
15-12-2022 14:06:22.908203,"(16.0, 19.5, 18.083333333333332)","(9.0, 13.0, 12.65)","(2.2, 2.8, 2.7494444444444444)","(18.0, 40.0, 35.333333333333336)","(2.4, 3.15, 2.9856756756756755)","(31.0, 65.0, 61.125)","(31.0, 65.0, 58.8)","(31.0, 130.0, 109.0)","(31.0, 130.0, 113.6)","(17.0, 32.0, 24.22222222222222)"
15-12-2022 14:06:24.578507,"(16.0, 19.5, 18.083333333333332)","(9.0, 13.0, 12.65)","(2.2, 2.8, 2.7494444444444444)","(18.0, 40.0, 35.666666666666664)","(2.4, 3.15, 2.9856756756756755)","(31.0, 65.0, 61.125)","(31.0, 65.0, 58.8)","(31.0, 130.0, 109.0)","(31.0, 130.0, 106.57142857142857)","(17.0, 32.0, 24.22222222222222)"
