,Drink Long Necks,Head On Bonnie,Fernando Travis,Street Cry,Rowdy Roddy,Swift Sharni,Out Of Gas
12-01-2023 18:26:04.356846,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 14.6)","(8.5, 19.0, 11.8)","(1.6, 2.14, 2.1193684210526316)","(20.0, 150.0, 131.57142857142856)","(8.5, 18.5, 13.55)","(21.0, 130.0, 112.0)"
12-01-2023 18:26:05.723761,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 14.6)","(8.5, 19.0, 11.8)","(1.6, 2.14, 2.1193684210526316)","(20.0, 150.0, 131.57142857142856)","(8.5, 18.5, 13.55)","(21.0, 130.0, 112.0)"
12-01-2023 18:26:07.051444,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 14.6)","(8.5, 19.0, 11.8)","(1.6, 2.14, 2.1193684210526316)","(20.0, 150.0, 131.57142857142856)","(8.5, 18.5, 13.55)","(21.0, 130.0, 112.0)"
12-01-2023 18:26:08.399181,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 14.6)","(8.5, 19.0, 11.8)","(1.6, 2.14, 2.1193684210526316)","(20.0, 150.0, 84.375)","(8.5, 18.5, 13.55)","(21.0, 130.0, 85.57142857142857)"
12-01-2023 18:26:09.853286,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 14.6)","(8.5, 19.0, 11.8)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 157.28571428571428)","(8.5, 18.5, 13.55)","(21.0, 200.0, 162.0)"
12-01-2023 18:26:11.104680,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 14.6)","(8.5, 19.0, 11.8)","(1.6, 2.14, 2.1193684210526316)","(20.0, 180.0, 157.28571428571428)","(8.5, 18.5, 13.55)","(21.0, 190.0, 162.0)"
12-01-2023 18:26:12.331992,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 14.6)","(8.5, 19.0, 11.8)","(1.6, 2.14, 2.1193684210526316)","(20.0, 180.0, 157.28571428571428)","(8.5, 18.5, 13.55)","(21.0, 190.0, 162.0)"
12-01-2023 18:26:13.652070,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 9.8)","(8.5, 19.0, 11.8)","(1.6, 2.14, 2.1193684210526316)","(20.0, 180.0, 160.125)","(8.5, 18.5, 13.55)","(21.0, 190.0, 162.0)"
12-01-2023 18:26:14.674448,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 11.8)","(1.6, 2.14, 2.1193684210526316)","(20.0, 180.0, 160.125)","(8.5, 18.5, 12.033333333333333)","(21.0, 190.0, 162.0)"
12-01-2023 18:26:15.825767,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 11.8)","(1.6, 2.14, 2.1542857142857144)","(20.0, 180.0, 160.125)","(8.5, 18.5, 12.033333333333333)","(21.0, 190.0, 162.0)"
12-01-2023 18:26:17.020536,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.18)","(1.6, 2.16, 2.1542857142857144)","(20.0, 180.0, 160.125)","(8.5, 18.5, 12.033333333333333)","(21.0, 190.0, 162.0)"
12-01-2023 18:26:18.298659,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.18)","(1.6, 2.16, 2.1542857142857144)","(20.0, 180.0, 160.125)","(8.5, 18.5, 12.033333333333333)","(21.0, 190.0, 162.0)"
12-01-2023 18:26:19.468760,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.18)","(1.6, 2.16, 2.1542857142857144)","(20.0, 180.0, 160.125)","(8.5, 18.5, 12.033333333333333)","(21.0, 190.0, 162.0)"
12-01-2023 18:26:20.734213,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.18)","(1.6, 2.16, 2.1542857142857144)","(20.0, 180.0, 160.125)","(8.5, 18.5, 12.033333333333333)","(21.0, 190.0, 162.0)"
12-01-2023 18:26:21.927206,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.18)","(1.6, 2.16, 2.1542857142857144)","(20.0, 180.0, 160.125)","(8.5, 18.5, 12.033333333333333)","(21.0, 190.0, 162.0)"
12-01-2023 18:26:23.126649,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.18)","(1.6, 2.16, 2.1542857142857144)","(20.0, 180.0, 160.125)","(8.5, 18.5, 12.033333333333333)","(21.0, 190.0, 162.0)"
12-01-2023 18:26:24.247350,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.18)","(1.6, 2.16, 2.1542857142857144)","(20.0, 180.0, 160.125)","(8.5, 18.5, 12.033333333333333)","(21.0, 190.0, 162.0)"
12-01-2023 18:26:25.328963,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.18)","(1.6, 2.16, 2.1542857142857144)","(20.0, 180.0, 160.125)","(8.5, 18.5, 12.033333333333333)","(21.0, 190.0, 162.0)"
12-01-2023 18:26:26.432881,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.18)","(1.6, 2.16, 2.1542857142857144)","(20.0, 180.0, 160.125)","(8.5, 18.5, 12.033333333333333)","(21.0, 190.0, 162.0)"
12-01-2023 18:26:27.501559,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.18)","(1.6, 2.16, 2.1542857142857144)","(20.0, 180.0, 160.125)","(8.5, 18.5, 12.033333333333333)","(21.0, 190.0, 162.0)"
12-01-2023 18:26:28.615863,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.18)","(1.6, 2.16, 2.1542857142857144)","(20.0, 180.0, 160.125)","(8.5, 18.5, 12.033333333333333)","(21.0, 190.0, 162.0)"
12-01-2023 18:26:29.789952,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.18)","(1.6, 2.16, 2.1542857142857144)","(20.0, 180.0, 160.125)","(8.5, 18.5, 12.033333333333333)","(21.0, 190.0, 162.0)"
12-01-2023 18:26:30.963971,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.18)","(1.6, 2.16, 2.1542857142857144)","(20.0, 180.0, 160.125)","(8.5, 18.5, 12.033333333333333)","(21.0, 190.0, 162.0)"
12-01-2023 18:26:32.215021,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.18)","(1.6, 2.16, 2.1542857142857144)","(20.0, 180.0, 90.58823529411765)","(8.5, 18.5, 12.033333333333333)","(21.0, 190.0, 85.57142857142857)"
12-01-2023 18:26:33.308590,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.18)","(1.6, 2.16, 2.1542857142857144)","(20.0, 190.0, 86.25)","(8.5, 18.5, 12.033333333333333)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:26:34.513659,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.18)","(1.6, 2.16, 2.1542857142857144)","(20.0, 190.0, 86.25)","(8.5, 18.5, 12.033333333333333)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:26:35.751835,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.18)","(1.6, 2.16, 2.1542857142857144)","(20.0, 190.0, 86.25)","(8.5, 18.5, 12.033333333333333)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:26:36.889687,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.18)","(1.6, 2.16, 2.1542857142857144)","(20.0, 190.0, 86.25)","(8.5, 18.5, 12.033333333333333)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:26:37.973387,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.18)","(1.6, 2.16, 2.1542857142857144)","(20.0, 190.0, 86.25)","(8.5, 18.5, 12.033333333333333)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:26:39.163136,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.18)","(1.6, 2.16, 2.1542857142857144)","(20.0, 190.0, 86.25)","(8.5, 18.5, 12.033333333333333)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:26:40.265402,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.18)","(1.6, 2.16, 2.1542857142857144)","(20.0, 190.0, 86.25)","(8.5, 18.5, 12.033333333333333)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:26:41.315287,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.98181818181818)","(1.6, 2.16, 2.1542857142857144)","(20.0, 190.0, 86.25)","(8.5, 18.5, 12.033333333333333)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:26:42.378755,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.18)","(1.6, 2.16, 2.1542857142857144)","(20.0, 190.0, 86.25)","(8.5, 18.5, 12.033333333333333)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:26:43.454154,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.18)","(1.6, 2.16, 2.1542857142857144)","(20.0, 190.0, 86.25)","(8.5, 18.5, 12.033333333333333)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:26:44.440906,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.18)","(1.6, 2.16, 2.1542857142857144)","(20.0, 190.0, 86.25)","(8.5, 18.5, 12.033333333333333)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:26:45.550940,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.18)","(1.6, 2.16, 2.1542857142857144)","(20.0, 190.0, 86.25)","(8.5, 18.5, 12.033333333333333)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:26:46.612769,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.18)","(1.6, 2.16, 2.1542857142857144)","(20.0, 190.0, 86.25)","(8.5, 18.5, 12.033333333333333)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:26:47.675565,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.18)","(1.6, 2.16, 2.1542857142857144)","(20.0, 190.0, 86.25)","(8.5, 18.5, 12.033333333333333)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:26:48.720993,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.18)","(1.6, 2.16, 2.1193684210526316)","(20.0, 190.0, 86.25)","(8.5, 18.5, 12.033333333333333)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:26:49.816666,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.18)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 52.5)","(8.5, 18.5, 12.033333333333333)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:26:50.902591,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.18)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 52.5)","(8.5, 18.5, 12.033333333333333)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:26:52.170655,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.18)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 52.5)","(8.5, 18.5, 12.033333333333333)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:26:53.222728,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.18)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 52.5)","(8.5, 18.5, 12.033333333333333)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:26:54.224556,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.18)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 52.5)","(8.5, 18.5, 12.033333333333333)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:26:55.415799,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.18)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 86.875)","(8.5, 18.5, 12.033333333333333)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:26:56.504387,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.18)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 86.875)","(8.5, 18.5, 12.033333333333333)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:26:57.692268,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.18)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 40.90909090909091)","(8.5, 18.5, 12.033333333333333)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:26:58.873023,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.18)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 40.90909090909091)","(8.5, 18.5, 12.033333333333333)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:26:59.933353,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.18)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 40.90909090909091)","(8.5, 18.5, 12.033333333333333)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:27:01.048230,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.18)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 40.90909090909091)","(8.5, 18.5, 12.033333333333333)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:27:02.169663,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.18)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 40.90909090909091)","(8.5, 18.5, 12.033333333333333)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:27:03.257977,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.18)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 40.90909090909091)","(8.5, 18.5, 12.033333333333333)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:27:04.257059,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.18)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 40.90909090909091)","(8.5, 18.5, 12.033333333333333)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:27:05.295011,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.18)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 40.90909090909091)","(8.5, 18.5, 12.033333333333333)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:27:06.361516,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.18)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 40.90909090909091)","(8.5, 18.5, 12.033333333333333)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:27:07.446026,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.18)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 40.90909090909091)","(8.5, 18.5, 12.033333333333333)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:27:08.510561,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.18)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 40.90909090909091)","(8.5, 18.5, 12.033333333333333)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:27:09.628715,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.18)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 40.90909090909091)","(8.5, 18.5, 12.033333333333333)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:27:10.702784,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.18)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 40.90909090909091)","(8.5, 18.5, 12.033333333333333)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:27:11.854854,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.18)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 94.11764705882352)","(8.5, 18.5, 12.033333333333333)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:27:13.037404,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.18)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 94.11764705882352)","(8.5, 18.5, 12.033333333333333)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:27:14.236061,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.18)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 94.11764705882352)","(8.5, 18.5, 12.033333333333333)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:27:15.475547,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.18)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 108.5)","(8.5, 18.5, 12.033333333333333)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:27:16.513577,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.18)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 108.5)","(8.5, 18.5, 12.033333333333333)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:27:17.654844,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.18)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 108.5)","(8.5, 18.5, 12.033333333333333)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:27:18.822656,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.18)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 108.5)","(8.5, 18.5, 12.033333333333333)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:27:20.044064,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 9.64)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 81.33333333333334)","(8.5, 18.5, 12.033333333333333)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:27:21.202008,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.36)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 81.33333333333334)","(8.5, 18.5, 12.033333333333333)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:27:22.346098,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.36)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 81.33333333333334)","(8.5, 18.5, 12.033333333333333)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:27:23.495888,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.36)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 81.33333333333334)","(8.5, 18.5, 12.033333333333333)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:27:24.677339,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.36)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 81.33333333333334)","(8.5, 18.5, 12.033333333333333)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:27:25.843198,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.36)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 81.33333333333334)","(8.5, 18.5, 12.033333333333333)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:27:26.883524,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.36)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 81.33333333333334)","(8.5, 18.5, 12.033333333333333)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:27:28.093340,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.36)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 55.0)","(8.5, 18.5, 12.033333333333333)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:27:29.344174,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 13.149999999999999)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 55.0)","(8.5, 18.5, 12.033333333333333)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:27:30.466093,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 13.0)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 55.0)","(8.5, 18.5, 12.033333333333333)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:27:31.892725,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.36)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 55.0)","(8.5, 18.5, 12.033333333333333)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:27:32.991366,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.36)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 82.0)","(8.5, 18.5, 12.033333333333333)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:27:34.142843,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.36)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 82.0)","(8.5, 18.5, 12.033333333333333)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:27:35.342392,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.36)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 65.38461538461539)","(8.5, 18.5, 12.033333333333333)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:27:36.522558,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.36)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 51.66666666666667)","(8.5, 18.5, 12.033333333333333)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:27:37.713058,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.36)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 51.66666666666667)","(8.5, 18.5, 12.033333333333333)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:27:38.732294,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.36)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 51.66666666666667)","(8.5, 18.5, 12.033333333333333)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:27:39.837130,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.36)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 51.66666666666667)","(8.5, 18.5, 12.033333333333333)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:27:40.973699,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.36)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 79.33333333333333)","(8.5, 18.5, 12.033333333333333)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:27:42.071924,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.36)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 79.33333333333333)","(8.5, 18.5, 12.033333333333333)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:27:43.159033,"(4.2, 7.2, 6.658333333333333)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.36)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 79.33333333333333)","(8.5, 18.5, 12.033333333333333)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:27:44.364033,"(4.2, 7.0, 6.541666666666667)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.36)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 79.33333333333333)","(8.5, 18.5, 12.033333333333333)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:27:45.486132,"(4.2, 7.0, 6.541666666666667)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.36)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 79.33333333333333)","(8.5, 18.5, 12.033333333333333)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:27:46.480451,"(4.2, 7.0, 6.541666666666667)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.36)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 79.33333333333333)","(8.5, 18.5, 12.033333333333333)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:27:47.541355,"(4.2, 7.0, 6.541666666666667)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.36)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 79.33333333333333)","(8.5, 18.5, 12.033333333333333)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:27:48.681586,"(4.2, 7.0, 6.541666666666667)","(8.5, 17.0, 10.120000000000001)","(8.5, 19.0, 10.36)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 79.33333333333333)","(8.5, 18.5, 12.033333333333333)","(21.0, 200.0, 85.57142857142857)"
