,Straight Shot,Big Time Lotus,Defer Fire,Big Time Faye,Opawa Daisy,Big Time Punga,Livin On Love
11-01-2023 13:59:43.392794,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 13:59:44.416637,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 13:59:45.570555,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 13:59:46.752017,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 13:59:47.756031,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 13:59:48.781039,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 13:59:49.887214,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 13:59:50.937452,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 13:59:51.911954,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 13:59:52.967035,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 13:59:53.945157,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 13:59:54.906913,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 13:59:55.924661,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 13:59:56.947822,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 13:59:57.925016,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 13:59:58.956004,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 13:59:59.939505,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:00:00.908619,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:00:02.133768,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:00:03.310462,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:00:04.495559,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:00:05.724672,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:00:06.713330,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:00:07.843386,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:00:08.904060,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:00:10.248193,"(12.0, 26.0, 16.666666666666668)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:00:11.402531,"(12.0, 26.0, 16.666666666666668)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:00:12.460872,"(12.0, 26.0, 16.666666666666668)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:00:13.492739,"(12.0, 26.0, 16.666666666666668)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:00:14.496204,"(12.0, 26.0, 16.666666666666668)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:00:15.608972,"(12.0, 26.0, 16.666666666666668)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:00:16.653957,"(12.0, 26.0, 16.666666666666668)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:00:17.725333,"(12.0, 26.0, 16.666666666666668)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:00:18.818120,"(12.0, 26.0, 16.666666666666668)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:00:19.805019,"(12.0, 26.0, 16.666666666666668)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:00:20.847332,"(12.0, 26.0, 16.666666666666668)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:00:21.897073,"(12.0, 26.0, 16.666666666666668)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:00:22.982094,"(12.0, 26.0, 16.666666666666668)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:00:24.389239,"(12.0, 26.0, 16.666666666666668)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:00:25.711034,"(12.0, 26.0, 16.666666666666668)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:00:26.940004,"(12.0, 26.0, 16.666666666666668)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:00:28.001711,"(12.0, 26.0, 16.666666666666668)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:00:29.115339,"(12.0, 26.0, 16.666666666666668)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:00:30.274552,"(12.0, 26.0, 16.666666666666668)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:00:31.323765,"(12.0, 26.0, 16.666666666666668)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:00:32.348052,"(12.0, 26.0, 16.666666666666668)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:00:33.529910,"(12.0, 26.0, 16.666666666666668)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:00:34.511619,"(12.0, 26.0, 16.666666666666668)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:00:35.659806,"(12.0, 26.0, 16.666666666666668)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:00:36.620760,"(12.0, 26.0, 16.666666666666668)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:00:37.703314,"(12.0, 26.0, 16.666666666666668)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:00:38.684532,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:00:39.697265,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:00:40.691821,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:00:41.654855,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:00:42.684147,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:00:43.828034,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:00:44.820664,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:00:45.810529,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:00:46.793579,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:00:48.093709,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:00:49.428938,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:00:50.490414,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:00:51.828753,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:00:53.073368,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:00:54.195481,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:00:55.345452,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:00:56.317545,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:00:57.402134,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:00:58.374108,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:00:59.313355,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:01:00.577296,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:01:01.665461,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:01:02.692663,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:01:03.907261,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:01:04.937825,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:01:05.892512,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:01:06.881017,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:01:07.949228,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:01:09.150115,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:01:10.544128,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:01:11.865507,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:01:13.064784,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:01:14.193758,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:01:15.400262,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:01:16.540178,"(12.0, 26.0, 22.555555555555557)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:01:17.681233,"(12.0, 26.0, 22.555555555555557)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:01:18.710849,"(12.0, 26.0, 22.555555555555557)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:01:19.762654,"(12.0, 26.0, 22.555555555555557)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:01:20.972010,"(12.0, 26.0, 22.555555555555557)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:01:22.134204,"(12.0, 26.0, 22.555555555555557)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:01:23.197843,"(12.0, 26.0, 22.555555555555557)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
