,Aston Hebe,Miss Graphite,Faux Allie,Spring Bonnie,Emerley Sharon,Isla Gracie,Edgy Reggie,Didelis
14-12-2022 12:42:31.886865,"(2.8, 3.85, 3.33)","(16.0, 34.0, 25.75)","(41.0, 390.0, 289.4117647058823)","(6.5, 10.5, 9.76)","(6.5, 13.0, 10.6)","(5.5, 9.2, 8.666666666666666)","(8.0, 19.0, 15.389473684210525)","(3.7, 5.1, 4.258823529411765)"
14-12-2022 12:42:33.132241,"(2.8, 3.85, 3.33)","(16.0, 34.0, 25.75)","(41.0, 390.0, 289.4117647058823)","(6.5, 10.5, 9.76)","(6.5, 13.0, 10.6)","(5.5, 9.2, 8.666666666666666)","(8.0, 19.0, 15.389473684210525)","(3.7, 5.1, 4.258823529411765)"
14-12-2022 12:42:34.334975,"(2.8, 3.85, 3.33)","(16.0, 34.0, 25.75)","(41.0, 390.0, 268.57142857142856)","(6.5, 10.5, 9.76)","(6.5, 13.0, 10.6)","(5.5, 9.2, 8.799999999999999)","(8.0, 19.0, 15.389473684210525)","(3.7, 5.1, 4.154545454545454)"
14-12-2022 12:42:35.471537,"(2.8, 3.85, 3.33)","(16.0, 34.0, 25.75)","(41.0, 390.0, 268.57142857142856)","(6.5, 10.5, 9.76)","(6.5, 13.0, 10.6)","(5.5, 9.2, 8.799999999999999)","(8.0, 19.0, 15.389473684210525)","(3.7, 5.1, 4.154545454545454)"
14-12-2022 12:42:36.564064,"(2.8, 3.85, 3.33)","(16.0, 34.0, 25.75)","(41.0, 390.0, 222.5)","(6.5, 10.5, 9.76)","(6.5, 13.0, 10.6)","(5.5, 9.2, 8.799999999999999)","(8.0, 19.0, 15.389473684210525)","(3.7, 5.1, 4.154545454545454)"
14-12-2022 12:42:37.610459,"(2.8, 3.85, 3.33)","(16.0, 34.0, 25.75)","(41.0, 390.0, 222.5)","(6.5, 10.5, 9.76)","(6.5, 13.0, 10.6)","(5.5, 9.2, 8.799999999999999)","(8.0, 19.0, 15.389473684210525)","(3.7, 5.1, 4.258823529411765)"
14-12-2022 12:42:38.838137,"(2.8, 3.85, 3.33)","(16.0, 34.0, 25.75)","(41.0, 390.0, 222.5)","(6.5, 10.5, 9.76)","(6.5, 13.0, 10.6)","(5.5, 9.2, 8.799999999999999)","(8.0, 19.0, 15.389473684210525)","(3.7, 5.1, 4.258823529411765)"
14-12-2022 12:42:39.983129,"(2.8, 3.85, 3.33)","(16.0, 34.0, 25.75)","(41.0, 390.0, 222.5)","(6.5, 10.5, 9.76)","(6.5, 13.0, 10.6)","(5.5, 9.2, 8.914285714285713)","(8.0, 19.0, 15.389473684210525)","(3.7, 5.1, 4.154545454545454)"
14-12-2022 12:42:41.209041,"(2.8, 3.85, 3.33)","(16.0, 34.0, 31.42857142857143)","(41.0, 390.0, 222.5)","(6.5, 10.5, 9.76)","(6.5, 13.0, 10.6)","(5.5, 9.2, 8.933333333333334)","(8.0, 19.0, 14.17142857142857)","(3.7, 5.1, 4.154545454545454)"
14-12-2022 12:42:42.482265,"(2.8, 3.85, 3.33)","(16.0, 34.0, 31.42857142857143)","(41.0, 390.0, 222.5)","(6.5, 10.5, 9.76)","(6.5, 13.0, 10.6)","(5.5, 9.2, 8.933333333333334)","(8.0, 15.0, 14.17142857142857)","(3.7, 5.1, 4.154545454545454)"
14-12-2022 12:42:43.753059,"(2.8, 3.85, 3.33)","(16.0, 34.0, 31.083333333333332)","(41.0, 390.0, 222.5)","(6.5, 10.5, 9.76)","(6.5, 13.0, 10.6)","(5.5, 9.2, 8.933333333333334)","(8.0, 15.0, 14.17142857142857)","(3.7, 5.1, 4.258823529411765)"
14-12-2022 12:42:45.064992,"(2.8, 3.85, 3.33)","(16.0, 34.0, 28.166666666666664)","(41.0, 390.0, 222.5)","(6.5, 10.5, 9.76)","(6.5, 13.0, 10.6)","(5.5, 9.2, 9.028571428571428)","(8.0, 15.0, 14.17142857142857)","(3.7, 5.1, 4.154545454545454)"
14-12-2022 12:42:46.478582,"(2.8, 3.85, 3.33)","(16.0, 34.0, 28.166666666666664)","(41.0, 390.0, 222.5)","(6.5, 10.5, 9.76)","(6.5, 13.0, 10.6)","(5.5, 9.2, 9.028571428571428)","(8.0, 15.0, 14.17142857142857)","(3.7, 5.1, 4.154545454545454)"
14-12-2022 12:42:47.874944,"(2.8, 3.85, 3.33)","(16.0, 34.0, 28.166666666666664)","(41.0, 390.0, 222.5)","(6.5, 10.5, 9.76)","(6.5, 13.0, 10.6)","(5.5, 9.2, 9.028571428571428)","(8.0, 15.0, 14.17142857142857)","(3.7, 5.1, 4.154545454545454)"
14-12-2022 12:42:49.247627,"(2.8, 3.85, 3.33)","(16.0, 34.0, 28.166666666666664)","(41.0, 390.0, 222.5)","(6.5, 10.5, 9.76)","(6.5, 13.0, 10.6)","(5.5, 9.2, 8.533333333333333)","(8.0, 15.0, 14.17142857142857)","(3.7, 5.1, 4.258823529411765)"
14-12-2022 12:42:50.337948,"(2.8, 3.85, 3.33)","(16.0, 34.0, 28.166666666666664)","(41.0, 390.0, 222.5)","(6.5, 10.5, 9.76)","(6.5, 13.0, 10.6)","(5.5, 9.2, 8.914285714285713)","(8.0, 15.0, 14.17142857142857)","(3.7, 5.1, 4.154545454545454)"
14-12-2022 12:42:51.439697,"(2.8, 3.85, 3.2722222222222226)","(16.0, 34.0, 28.166666666666664)","(41.0, 390.0, 222.5)","(6.5, 10.5, 9.76)","(6.5, 13.0, 10.6)","(5.5, 9.2, 9.085714285714285)","(8.0, 15.0, 14.17142857142857)","(3.7, 5.1, 4.005263157894737)"
14-12-2022 12:42:52.461576,"(2.8, 3.85, 3.2722222222222226)","(16.0, 34.0, 28.166666666666664)","(41.0, 390.0, 222.5)","(6.5, 10.5, 9.76)","(6.5, 13.0, 10.6)","(5.5, 9.2, 9.085714285714285)","(8.0, 15.0, 14.17142857142857)","(3.7, 5.1, 4.154545454545454)"
14-12-2022 12:42:53.545792,"(2.8, 3.85, 3.2722222222222226)","(16.0, 34.0, 28.166666666666664)","(41.0, 390.0, 222.5)","(6.5, 10.5, 9.76)","(6.5, 13.0, 10.6)","(5.5, 9.2, 9.085714285714285)","(8.0, 15.0, 14.17142857142857)","(3.7, 5.1, 4.005263157894737)"
14-12-2022 12:42:54.744636,"(2.8, 3.85, 3.2722222222222226)","(16.0, 34.0, 28.166666666666664)","(41.0, 390.0, 222.5)","(6.5, 10.5, 9.76)","(6.5, 13.0, 10.6)","(5.5, 9.2, 8.4)","(8.0, 15.0, 14.17142857142857)","(3.7, 5.1, 4.078571428571428)"
14-12-2022 12:42:55.839555,"(2.8, 3.85, 3.2722222222222226)","(16.0, 34.0, 28.166666666666664)","(41.0, 390.0, 222.5)","(6.5, 10.5, 9.76)","(6.5, 13.0, 10.6)","(5.5, 9.2, 8.971428571428572)","(8.0, 15.0, 14.17142857142857)","(3.7, 5.1, 4.154545454545454)"
14-12-2022 12:42:56.954662,"(2.8, 3.85, 3.33)","(16.0, 34.0, 31.5)","(41.0, 390.0, 222.5)","(6.5, 10.5, 9.76)","(6.5, 13.0, 10.6)","(5.5, 9.2, 8.971428571428572)","(8.0, 15.0, 14.17142857142857)","(3.7, 5.1, 4.185714285714286)"
14-12-2022 12:42:58.077672,"(2.8, 3.85, 3.2722222222222226)","(16.0, 34.0, 31.5)","(41.0, 390.0, 222.5)","(6.5, 10.5, 9.76)","(6.5, 13.0, 10.6)","(5.5, 9.2, 8.971428571428572)","(8.0, 15.0, 14.17142857142857)","(3.7, 5.1, 4.2)"
14-12-2022 12:42:59.164729,"(2.8, 3.85, 3.2722222222222226)","(16.0, 34.0, 31.5)","(41.0, 390.0, 222.5)","(6.5, 10.5, 9.76)","(6.5, 13.0, 10.6)","(5.5, 9.2, 8.971428571428572)","(8.0, 15.0, 14.17142857142857)","(3.7, 5.1, 4.2)"
14-12-2022 12:43:00.264818,"(2.8, 3.85, 3.2722222222222226)","(16.0, 34.0, 31.5)","(41.0, 390.0, 222.5)","(6.5, 10.5, 9.76)","(6.5, 13.0, 10.6)","(5.5, 9.2, 8.4)","(8.0, 15.0, 14.17142857142857)","(3.7, 5.1, 4.3)"
14-12-2022 12:43:01.369729,"(2.8, 3.85, 3.2722222222222226)","(16.0, 34.0, 31.5)","(41.0, 390.0, 222.5)","(6.5, 10.5, 9.76)","(6.5, 13.0, 10.6)","(5.5, 9.2, 9.028571428571428)","(8.0, 15.0, 14.17142857142857)","(3.7, 5.1, 4.38125)"
14-12-2022 12:43:02.413558,"(2.8, 3.85, 3.33)","(16.0, 34.0, 31.5)","(41.0, 390.0, 222.5)","(6.5, 10.5, 9.76)","(6.5, 13.0, 10.6)","(5.5, 9.2, 9.028571428571428)","(8.0, 15.0, 14.17142857142857)","(3.7, 5.1, 4.38125)"
14-12-2022 12:43:03.491650,"(2.8, 3.85, 3.33)","(16.0, 34.0, 31.5)","(41.0, 390.0, 222.5)","(6.5, 10.5, 9.76)","(6.5, 13.0, 10.6)","(5.5, 9.2, 9.028571428571428)","(8.0, 15.0, 14.17142857142857)","(3.7, 5.1, 4.366666666666666)"
14-12-2022 12:43:04.560723,"(2.8, 3.85, 3.2722222222222226)","(16.0, 34.0, 31.5)","(41.0, 390.0, 222.5)","(6.5, 10.5, 9.76)","(6.5, 13.0, 10.6)","(5.5, 9.2, 9.028571428571428)","(8.0, 15.0, 14.17142857142857)","(3.7, 5.1, 4.366666666666666)"
14-12-2022 12:43:05.637437,"(2.8, 3.85, 3.33)","(16.0, 34.0, 31.5)","(41.0, 390.0, 222.5)","(6.5, 10.5, 9.76)","(6.5, 13.0, 10.6)","(5.5, 9.2, 8.266666666666666)","(8.0, 15.0, 14.17142857142857)","(3.7, 5.1, 4.4125)"
14-12-2022 12:43:06.690547,"(2.8, 3.85, 3.33)","(16.0, 34.0, 31.5)","(41.0, 390.0, 222.5)","(6.5, 10.5, 9.76)","(6.5, 13.0, 10.6)","(5.5, 9.2, 8.266666666666666)","(8.0, 15.0, 14.17142857142857)","(3.7, 5.1, 4.4125)"
14-12-2022 12:43:07.826683,"(2.8, 3.85, 3.33)","(16.0, 34.0, 31.5)","(41.0, 390.0, 222.5)","(6.5, 10.5, 9.76)","(6.5, 13.0, 10.6)","(5.5, 9.2, 8.914285714285713)","(8.0, 15.0, 14.17142857142857)","(3.7, 5.1, 4.4125)"
14-12-2022 12:43:08.890495,"(2.8, 3.85, 3.33)","(16.0, 34.0, 31.5)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 9.76)","(6.5, 13.0, 10.6)","(5.5, 9.2, 8.914285714285713)","(8.0, 15.0, 14.17142857142857)","(3.7, 5.1, 4.183333333333334)"
14-12-2022 12:43:10.034355,"(2.8, 3.85, 3.2722222222222226)","(16.0, 34.0, 31.5)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 9.76)","(6.5, 13.0, 10.6)","(5.5, 9.2, 8.914285714285713)","(8.0, 15.0, 14.17142857142857)","(3.7, 5.1, 4.183333333333334)"
14-12-2022 12:43:11.173279,"(2.8, 3.85, 3.2722222222222226)","(16.0, 34.0, 31.5)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 9.76)","(6.5, 13.0, 10.6)","(5.5, 9.2, 8.914285714285713)","(8.0, 15.0, 14.17142857142857)","(3.7, 5.1, 4.183333333333334)"
14-12-2022 12:43:12.293239,"(2.8, 3.85, 3.2722222222222226)","(16.0, 34.0, 31.5)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 9.76)","(6.5, 13.0, 10.6)","(5.5, 9.2, 8.266666666666666)","(8.0, 15.0, 14.17142857142857)","(3.7, 5.1, 4.4125)"
14-12-2022 12:43:13.784505,"(2.8, 3.85, 3.2722222222222226)","(16.0, 34.0, 31.5)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 9.76)","(6.5, 13.0, 10.6)","(5.5, 9.2, 8.971428571428572)","(8.0, 15.0, 14.17142857142857)","(3.7, 5.1, 4.3307692307692305)"
14-12-2022 12:43:15.054159,"(2.8, 3.85, 3.2722222222222226)","(16.0, 34.0, 31.5)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 9.76)","(6.5, 13.0, 10.6)","(5.5, 9.2, 8.971428571428572)","(8.0, 15.0, 14.17142857142857)","(3.7, 5.1, 4.3307692307692305)"
14-12-2022 12:43:16.174305,"(2.8, 3.85, 3.2722222222222226)","(16.0, 34.0, 31.5)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 9.76)","(6.5, 13.0, 10.6)","(5.5, 9.2, 8.971428571428572)","(8.0, 15.0, 14.17142857142857)","(3.7, 5.1, 4.3307692307692305)"
14-12-2022 12:43:17.398203,"(2.8, 3.85, 3.2722222222222226)","(16.0, 34.0, 31.5)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 9.76)","(6.5, 13.0, 10.6)","(5.5, 9.2, 8.685714285714285)","(8.0, 15.0, 14.17142857142857)","(3.7, 5.1, 4.3307692307692305)"
14-12-2022 12:43:18.510092,"(2.8, 3.85, 3.2722222222222226)","(16.0, 34.0, 29.625)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 9.76)","(6.5, 13.0, 10.6)","(5.5, 9.2, 8.799999999999999)","(8.0, 15.0, 14.17142857142857)","(3.7, 5.1, 4.475)"
14-12-2022 12:43:19.617934,"(2.8, 3.85, 3.33)","(16.0, 34.0, 29.625)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 9.76)","(6.5, 13.0, 10.6)","(5.5, 9.2, 8.799999999999999)","(8.0, 15.0, 14.17142857142857)","(3.7, 5.1, 4.475)"
14-12-2022 12:43:20.652678,"(2.8, 3.85, 3.2722222222222226)","(16.0, 34.0, 29.625)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 9.76)","(6.5, 13.0, 10.6)","(5.5, 9.2, 8.799999999999999)","(8.0, 15.0, 14.17142857142857)","(3.7, 5.1, 4.3307692307692305)"
14-12-2022 12:43:21.742824,"(2.8, 3.85, 3.2722222222222226)","(16.0, 34.0, 29.625)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 9.76)","(6.5, 13.0, 10.85)","(5.5, 9.2, 8.133333333333333)","(8.0, 15.0, 14.17142857142857)","(3.7, 5.1, 4.3307692307692305)"
14-12-2022 12:43:22.793754,"(2.8, 3.85, 3.33)","(16.0, 34.0, 29.0)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 9.76)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.857142857142856)","(8.0, 15.0, 14.17142857142857)","(3.7, 5.1, 4.475)"
14-12-2022 12:43:23.825799,"(2.8, 3.85, 3.2722222222222226)","(16.0, 34.0, 29.142857142857142)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 9.76)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.857142857142856)","(8.0, 15.0, 14.17142857142857)","(3.7, 5.1, 4.3307692307692305)"
14-12-2022 12:43:24.874765,"(2.8, 3.85, 3.2722222222222226)","(16.0, 34.0, 29.75)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 9.76)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.857142857142856)","(8.0, 15.0, 14.17142857142857)","(3.7, 5.1, 4.3307692307692305)"
14-12-2022 12:43:25.945020,"(2.8, 3.85, 3.2722222222222226)","(16.0, 34.0, 29.75)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 9.76)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.857142857142856)","(8.0, 15.0, 14.17142857142857)","(3.7, 5.1, 4.3307692307692305)"
14-12-2022 12:43:27.016147,"(2.8, 3.85, 3.2722222222222226)","(16.0, 34.0, 29.75)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 9.76)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.857142857142856)","(8.0, 15.0, 14.17142857142857)","(3.7, 5.1, 4.3307692307692305)"
14-12-2022 12:43:28.036917,"(2.8, 3.85, 3.33)","(16.0, 34.0, 29.75)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 9.76)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.133333333333333)","(8.0, 15.0, 14.17142857142857)","(3.7, 5.1, 4.475)"
14-12-2022 12:43:29.129105,"(2.8, 3.85, 3.2722222222222226)","(16.0, 34.0, 29.75)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 9.76)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.914285714285713)","(8.0, 15.0, 14.17142857142857)","(3.7, 5.1, 4.475)"
14-12-2022 12:43:30.264738,"(2.8, 3.85, 3.2722222222222226)","(16.0, 34.0, 29.75)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 9.76)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.914285714285713)","(8.0, 15.0, 14.17142857142857)","(3.7, 5.1, 4.475)"
14-12-2022 12:43:31.408225,"(2.8, 3.8, 3.35)","(16.0, 34.0, 27.2)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 9.76)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.685714285714285)","(8.0, 15.0, 14.17142857142857)","(3.7, 5.1, 4.475)"
14-12-2022 12:43:32.490792,"(2.8, 3.8, 3.35)","(16.0, 34.0, 27.2)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 9.76)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.685714285714285)","(8.0, 15.0, 14.17142857142857)","(3.7, 5.1, 4.475)"
14-12-2022 12:43:33.560409,"(2.8, 3.8, 3.35)","(16.0, 34.0, 27.2)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 9.76)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.685714285714285)","(8.0, 15.0, 14.17142857142857)","(3.7, 5.1, 4.475)"
14-12-2022 12:43:34.661921,"(2.8, 3.8, 3.35)","(16.0, 34.0, 27.2)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 9.76)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.685714285714285)","(8.0, 15.0, 14.17142857142857)","(3.7, 5.1, 4.475)"
14-12-2022 12:43:35.728800,"(2.8, 3.8, 3.35)","(16.0, 34.0, 27.2)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 9.76)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.685714285714285)","(8.0, 15.0, 14.17142857142857)","(3.7, 5.1, 4.475)"
14-12-2022 12:43:36.812937,"(2.8, 3.8, 3.35)","(16.0, 34.0, 27.2)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 9.76)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.685714285714285)","(8.0, 15.0, 13.55)","(3.7, 5.1, 4.475)"
14-12-2022 12:43:37.836495,"(2.8, 3.8, 3.35)","(16.0, 34.0, 27.2)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 9.76)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.799999999999999)","(8.0, 15.0, 13.294117647058822)","(3.7, 5.1, 4.475)"
14-12-2022 12:43:38.817544,"(2.8, 3.8, 3.35)","(16.0, 34.0, 27.2)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 9.76)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.799999999999999)","(8.0, 15.0, 13.294117647058822)","(3.7, 5.1, 4.475)"
14-12-2022 12:43:39.807886,"(2.8, 3.8, 3.35)","(16.0, 34.0, 27.2)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 9.76)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.799999999999999)","(8.0, 15.0, 13.294117647058822)","(3.7, 5.1, 4.475)"
14-12-2022 12:43:40.773855,"(2.8, 3.8, 3.35)","(16.0, 34.0, 27.2)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 9.76)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.133333333333333)","(8.0, 15.0, 13.294117647058822)","(3.7, 5.1, 4.475)"
14-12-2022 12:43:41.776420,"(2.8, 3.8, 3.35)","(16.0, 34.0, 27.2)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 9.76)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.133333333333333)","(8.0, 15.0, 13.294117647058822)","(3.7, 5.1, 4.475)"
14-12-2022 12:43:42.825521,"(2.8, 3.8, 3.35)","(16.0, 34.0, 27.2)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 9.76)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.133333333333333)","(8.0, 15.0, 13.294117647058822)","(3.7, 5.1, 4.475)"
14-12-2022 12:43:43.827130,"(2.8, 3.8, 3.35)","(16.0, 34.0, 27.2)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 9.76)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.133333333333333)","(8.0, 15.0, 13.294117647058822)","(3.7, 5.1, 4.475)"
14-12-2022 12:43:44.831690,"(2.8, 3.8, 3.35)","(16.0, 34.0, 27.2)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 9.76)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.133333333333333)","(8.0, 15.0, 13.294117647058822)","(3.7, 5.1, 4.475)"
14-12-2022 12:43:45.859779,"(2.8, 3.8, 3.35)","(16.0, 34.0, 27.2)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 9.76)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.133333333333333)","(8.0, 15.0, 13.294117647058822)","(3.7, 5.1, 4.475)"
14-12-2022 12:43:46.894277,"(2.8, 3.8, 3.35)","(16.0, 34.0, 27.2)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 9.76)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.133333333333333)","(8.0, 15.0, 13.294117647058822)","(3.7, 5.1, 4.475)"
14-12-2022 12:43:47.950107,"(2.8, 3.8, 3.35)","(16.0, 34.0, 27.2)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 9.76)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.133333333333333)","(8.0, 15.0, 13.294117647058822)","(3.7, 5.1, 4.475)"
14-12-2022 12:43:49.036234,"(2.8, 3.8, 3.35)","(16.0, 34.0, 27.2)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 9.76)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.133333333333333)","(8.0, 15.0, 13.294117647058822)","(3.7, 5.1, 4.475)"
14-12-2022 12:43:50.120851,"(2.8, 3.8, 3.35)","(16.0, 34.0, 27.2)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 9.76)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.133333333333333)","(8.0, 15.0, 13.294117647058822)","(3.7, 5.1, 4.475)"
14-12-2022 12:43:51.435365,"(2.8, 3.8, 3.35)","(16.0, 34.0, 27.2)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 9.76)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.133333333333333)","(8.0, 15.0, 13.294117647058822)","(3.7, 5.1, 4.475)"
14-12-2022 12:43:52.731317,"(2.8, 3.8, 3.35)","(16.0, 34.0, 27.2)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 9.76)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.857142857142856)","(8.0, 15.0, 13.294117647058822)","(3.7, 5.1, 4.475)"
14-12-2022 12:43:53.820919,"(2.8, 3.8, 3.35)","(16.0, 34.0, 27.2)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 9.76)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.857142857142856)","(8.0, 15.0, 13.294117647058822)","(3.7, 5.1, 4.475)"
14-12-2022 12:43:54.889508,"(2.8, 3.8, 3.35)","(16.0, 34.0, 27.2)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 9.76)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.857142857142856)","(8.0, 15.0, 13.294117647058822)","(3.7, 5.1, 4.475)"
14-12-2022 12:43:56.301115,"(2.8, 3.8, 3.35)","(16.0, 34.0, 27.2)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 9.76)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.133333333333333)","(8.0, 15.0, 13.294117647058822)","(3.7, 5.1, 4.475)"
14-12-2022 12:43:57.564094,"(2.8, 3.8, 3.35)","(16.0, 34.0, 27.2)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 9.76)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.914285714285713)","(8.0, 15.0, 13.294117647058822)","(3.7, 5.1, 4.475)"
14-12-2022 12:43:58.765236,"(2.8, 3.8, 3.35)","(16.0, 34.0, 27.2)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 9.76)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.914285714285713)","(8.0, 15.0, 13.294117647058822)","(3.7, 5.1, 4.475)"
14-12-2022 12:44:00.027397,"(2.8, 3.8, 3.35)","(16.0, 34.0, 27.2)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 9.76)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.914285714285713)","(8.0, 15.0, 13.294117647058822)","(3.7, 5.1, 4.475)"
14-12-2022 12:44:01.139916,"(2.8, 3.8, 3.35)","(16.0, 34.0, 27.2)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 9.76)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.685714285714285)","(8.0, 15.0, 13.294117647058822)","(3.7, 5.1, 4.475)"
14-12-2022 12:44:02.298948,"(2.8, 3.8, 3.35)","(16.0, 34.0, 27.2)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 9.76)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.685714285714285)","(8.0, 15.0, 13.294117647058822)","(3.7, 5.1, 4.475)"
14-12-2022 12:44:03.526222,"(2.8, 3.8, 3.35)","(16.0, 34.0, 27.2)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 9.76)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.799999999999999)","(8.0, 15.0, 13.294117647058822)","(3.7, 5.1, 4.475)"
14-12-2022 12:44:04.710198,"(2.8, 3.8, 3.35)","(16.0, 34.0, 27.2)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 9.76)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.799999999999999)","(8.0, 15.0, 13.294117647058822)","(3.7, 5.1, 4.475)"
14-12-2022 12:44:05.806068,"(2.8, 3.8, 3.35)","(16.0, 34.0, 27.2)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 9.76)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.799999999999999)","(8.0, 15.0, 13.294117647058822)","(3.7, 5.1, 4.475)"
14-12-2022 12:44:06.853793,"(2.8, 3.8, 3.35)","(16.0, 34.0, 27.2)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 9.18)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.133333333333333)","(8.0, 15.0, 13.294117647058822)","(3.7, 5.1, 4.475)"
14-12-2022 12:44:08.226147,"(2.8, 3.8, 3.35)","(16.0, 34.0, 27.2)","(41.0, 390.0, 263.0769230769231)","(6.5, 10.5, 9.18)","(6.5, 13.5, 10.85)","(5.5, 9.2, 8.133333333333333)","(8.0, 15.0, 13.294117647058822)","(3.7, 5.1, 4.475)"
