,Sheza Rose Nz,Nor Westa,Wunderland,Point Oh Five,He Said She Said,Sport Cadet,Rolamax,Miss Serena,Thundamental,Im Boo Nz
10-01-2023 18:36:42.218151,"(6.0, 99999, 99990)","(19.0, 20.0, 18.9)","(21.0, 60.0, 49.6)","(17.0, 95.0, 77.57142857142857)","(1.95, 2.68, 2.672972972972973)","(31.0, 100.0, 70.0)","(8.5, 14.0, 10.600000000000001)","(5.0, 7.0, 6.34)","(31.0, 70.0, 50.0)","(12.0, 99999, 99990)"
10-01-2023 18:36:43.391925,"(6.0, 99999, 99990)","(19.0, 20.0, 18.9)","(21.0, 60.0, 49.6)","(17.0, 95.0, 77.57142857142857)","(1.95, 2.68, 2.672972972972973)","(31.0, 100.0, 70.0)","(8.5, 13.0, 11.15)","(5.0, 7.0, 6.371428571428572)","(31.0, 70.0, 52.5)","(12.0, 99999, 99990)"
10-01-2023 18:36:44.583036,"(6.0, 99999, 99990)","(19.0, 20.0, 18.9)","(21.0, 60.0, 49.6)","(17.0, 95.0, 77.57142857142857)","(1.95, 2.68, 2.672972972972973)","(31.0, 100.0, 70.0)","(8.5, 12.5, 10.25)","(5.0, 7.0, 6.371428571428572)","(31.0, 65.0, 50.0)","(12.0, 99999, 99990)"
10-01-2023 18:36:45.747772,"(6.0, 99999, 99990)","(19.0, 20.0, 18.9)","(21.0, 60.0, 49.6)","(17.0, 95.0, 77.57142857142857)","(1.95, 2.68, 2.672972972972973)","(31.0, 100.0, 70.0)","(8.5, 12.5, 10.25)","(5.0, 7.0, 6.371428571428572)","(31.0, 70.0, 50.0)","(12.0, 99999, 99990)"
10-01-2023 18:36:46.956362,"(6.0, 99999, 99990)","(19.0, 20.0, 18.9)","(21.0, 60.0, 48.0)","(17.0, 95.0, 65.5)","(1.95, 2.68, 2.56)","(31.0, 100.0, 70.0)","(8.5, 12.5, 10.25)","(5.0, 7.0, 6.371428571428572)","(31.0, 70.0, 50.0)","(12.0, 99999, 99990)"
10-01-2023 18:36:48.144297,"(6.0, 99999, 99990)","(19.0, 20.0, 19.285714285714285)","(21.0, 55.0, 48.0)","(17.0, 95.0, 72.0)","(1.95, 2.68, 2.52)","(31.0, 100.0, 75.0)","(8.5, 12.5, 10.25)","(5.0, 7.0, 6.371428571428572)","(31.0, 70.0, 50.0)","(12.0, 99999, 99990)"
10-01-2023 18:36:49.388473,"(6.0, 99999, 99990)","(19.0, 20.0, 19.285714285714285)","(21.0, 55.0, 48.0)","(17.0, 90.0, 60.5)","(1.95, 2.68, 2.626666666666667)","(31.0, 95.0, 75.0)","(8.5, 12.5, 10.25)","(5.0, 7.0, 6.371428571428572)","(31.0, 70.0, 50.0)","(12.0, 99999, 99990)"
10-01-2023 18:36:50.643019,"(6.0, 99999, 99990)","(19.0, 20.0, 19.285714285714285)","(21.0, 55.0, 48.0)","(17.0, 85.0, 60.5)","(1.95, 2.68, 2.626666666666667)","(31.0, 95.0, 75.0)","(8.5, 12.5, 10.25)","(5.0, 7.0, 6.371428571428572)","(31.0, 70.0, 50.0)","(12.0, 99999, 99990)"
10-01-2023 18:36:51.890866,"(6.0, 99999, 99990)","(19.0, 20.0, 19.285714285714285)","(21.0, 55.0, 48.0)","(19.0, 85.0, 60.5)","(1.95, 2.68, 2.626666666666667)","(31.0, 95.0, 75.0)","(8.5, 12.5, 10.25)","(5.0, 7.0, 6.371428571428572)","(31.0, 70.0, 50.0)","(11.0, 99999, 99990)"
10-01-2023 18:36:53.048302,"(6.0, 99999, 99990)","(19.0, 20.0, 19.285714285714285)","(21.0, 55.0, 48.0)","(19.0, 85.0, 60.5)","(1.95, 2.68, 2.626666666666667)","(31.0, 95.0, 75.0)","(8.5, 12.5, 10.25)","(5.0, 7.0, 6.371428571428572)","(31.0, 70.0, 50.0)","(11.0, 99999, 99990)"
10-01-2023 18:36:54.210713,"(6.0, 99999, 99990)","(19.0, 20.0, 18.333333333333332)","(21.0, 55.0, 48.0)","(19.0, 85.0, 60.5)","(1.95, 2.68, 2.626666666666667)","(31.0, 95.0, 75.0)","(8.5, 12.5, 10.6875)","(5.0, 7.0, 6.371428571428572)","(31.0, 70.0, 50.0)","(11.0, 99999, 99990)"
10-01-2023 18:36:55.358061,"(6.0, 99999, 99990)","(19.0, 20.0, 18.333333333333332)","(21.0, 55.0, 48.0)","(19.0, 85.0, 60.5)","(1.95, 2.68, 2.626666666666667)","(31.0, 95.0, 75.0)","(8.5, 12.5, 10.6875)","(5.0, 7.0, 6.371428571428572)","(31.0, 70.0, 50.0)","(11.0, 99999, 99990)"
10-01-2023 18:36:56.571018,"(6.0, 99999, 99990)","(19.0, 20.0, 18.333333333333332)","(21.0, 55.0, 48.0)","(19.0, 85.0, 60.5)","(1.95, 2.68, 2.626666666666667)","(31.0, 95.0, 75.0)","(8.5, 12.5, 10.6875)","(5.0, 7.0, 6.371428571428572)","(31.0, 70.0, 50.0)","(11.0, 99999, 99990)"
10-01-2023 18:36:57.795516,"(6.0, 99999, 99990)","(19.0, 20.0, 18.333333333333332)","(21.0, 55.0, 48.0)","(19.0, 85.0, 60.5)","(1.95, 2.68, 2.626666666666667)","(31.0, 95.0, 75.0)","(8.5, 12.5, 10.6875)","(5.0, 7.0, 6.371428571428572)","(31.0, 70.0, 50.0)","(11.0, 99999, 99990)"
10-01-2023 18:36:59.029148,"(6.0, 99999, 99990)","(19.0, 20.0, 19.166666666666668)","(21.0, 55.0, 48.0)","(19.0, 160.0, 98.0)","(1.95, 2.68, 2.626666666666667)","(31.0, 95.0, 75.0)","(8.5, 12.5, 10.6875)","(5.0, 7.0, 6.371428571428572)","(31.0, 70.0, 50.0)","(11.0, 99999, 99990)"
10-01-2023 18:37:00.285722,"(6.0, 99999, 99990)","(19.0, 20.0, 19.166666666666668)","(21.0, 55.0, 48.0)","(19.0, 150.0, 125.33333333333333)","(1.95, 2.68, 2.626666666666667)","(31.0, 95.0, 75.0)","(8.5, 12.5, 10.6875)","(5.0, 7.0, 6.371428571428572)","(31.0, 70.0, 50.0)","(11.0, 99999, 99990)"
10-01-2023 18:37:01.549185,"(6.0, 99999, 99990)","(19.0, 20.0, 19.166666666666668)","(21.0, 55.0, 51.16666666666667)","(19.0, 170.0, 147.0)","(1.95, 2.68, 2.6114285714285717)","(31.0, 95.0, 75.0)","(8.5, 12.5, 10.6875)","(5.0, 7.0, 6.371428571428572)","(26.0, 70.0, 50.0)","(11.0, 99999, 99990)"
10-01-2023 18:37:02.814170,"(6.0, 99999, 99990)","(19.0, 20.0, 19.0)","(21.0, 55.0, 51.16666666666667)","(19.0, 170.0, 144.85714285714286)","(1.95, 2.68, 2.64)","(31.0, 95.0, 75.0)","(8.5, 12.5, 10.6875)","(5.0, 7.0, 6.371428571428572)","(26.0, 70.0, 50.0)","(11.0, 99999, 99990)"
10-01-2023 18:37:04.042903,"(6.0, 99999, 99990)","(19.0, 20.0, 19.0)","(21.0, 60.0, 52.0)","(19.0, 190.0, 137.71428571428572)","(1.95, 2.68, 2.64)","(31.0, 95.0, 70.0)","(8.5, 12.5, 10.6875)","(5.0, 7.0, 6.371428571428572)","(26.0, 70.0, 50.0)","(11.0, 99999, 99990)"
10-01-2023 18:37:05.364541,"(6.0, 99999, 99990)","(19.0, 20.0, 19.0)","(21.0, 60.0, 52.0)","(19.0, 180.0, 137.71428571428572)","(1.95, 2.68, 2.64)","(31.0, 100.0, 70.0)","(8.5, 12.5, 10.6875)","(5.0, 7.0, 6.371428571428572)","(26.0, 70.0, 50.0)","(11.0, 99999, 99990)"
10-01-2023 18:37:06.678629,"(6.0, 99999, 99990)","(19.0, 20.0, 19.0)","(21.0, 60.0, 42.666666666666664)","(19.0, 180.0, 80.66666666666666)","(1.95, 2.68, 2.64)","(31.0, 100.0, 70.0)","(8.5, 12.5, 10.6875)","(5.0, 7.0, 6.371428571428572)","(26.0, 70.0, 52.5)","(11.0, 99999, 99990)"
10-01-2023 18:37:07.920247,"(6.0, 99999, 99990)","(19.0, 20.0, 19.0)","(21.0, 60.0, 38.333333333333336)","(19.0, 170.0, 124.57142857142858)","(1.95, 2.68, 2.64)","(31.0, 100.0, 70.0)","(8.5, 12.5, 10.6875)","(5.0, 7.0, 6.371428571428572)","(26.0, 65.0, 52.5)","(11.0, 99999, 99990)"
10-01-2023 18:37:09.134984,"(6.0, 99999, 99990)","(19.0, 20.0, 19.0)","(21.0, 60.0, 37.5)","(19.0, 160.0, 131.0)","(1.95, 2.68, 2.64)","(31.0, 100.0, 70.0)","(8.5, 12.5, 10.6875)","(5.0, 7.0, 6.371428571428572)","(26.0, 65.0, 52.5)","(11.0, 99999, 99990)"
10-01-2023 18:37:10.339220,"(6.0, 99999, 99990)","(19.0, 20.0, 19.0)","(21.0, 55.0, 37.5)","(19.0, 150.0, 110.28571428571429)","(1.95, 2.68, 2.54)","(31.0, 100.0, 70.0)","(8.5, 12.5, 10.6875)","(5.0, 7.0, 6.371428571428572)","(26.0, 65.0, 52.5)","(11.0, 99999, 99990)"
10-01-2023 18:37:11.560523,"(6.0, 99999, 99990)","(19.0, 20.0, 19.0)","(21.0, 55.0, 37.5)","(19.0, 140.0, 110.28571428571429)","(1.95, 2.68, 2.54)","(31.0, 100.0, 70.0)","(8.5, 12.5, 10.6875)","(5.0, 7.0, 6.371428571428572)","(26.0, 65.0, 52.5)","(11.0, 99999, 99990)"
10-01-2023 18:37:12.842600,"(6.0, 99999, 99990)","(19.0, 20.0, 19.0)","(21.0, 55.0, 41.0)","(19.0, 140.0, 110.28571428571429)","(1.95, 2.68, 2.54)","(31.0, 100.0, 70.0)","(8.5, 12.5, 10.6875)","(5.0, 7.0, 6.371428571428572)","(26.0, 65.0, 52.5)","(11.0, 99999, 99990)"
10-01-2023 18:37:14.140678,"(6.0, 99999, 99990)","(19.0, 20.0, 19.0)","(21.0, 60.0, 47.0)","(19.0, 140.0, 110.28571428571429)","(1.95, 2.68, 2.609230769230769)","(31.0, 100.0, 70.0)","(8.5, 12.5, 10.6875)","(5.0, 7.0, 6.371428571428572)","(26.0, 65.0, 44.166666666666664)","(11.0, 99999, 99990)"
10-01-2023 18:37:15.438019,"(6.0, 99999, 99990)","(19.0, 20.0, 19.0)","(21.0, 60.0, 51.5)","(19.0, 140.0, 114.33333333333333)","(1.95, 2.88, 2.818)","(31.0, 100.0, 70.0)","(8.5, 12.5, 10.6875)","(5.0, 7.0, 6.371428571428572)","(26.0, 65.0, 44.166666666666664)","(11.0, 99999, 99990)"
10-01-2023 18:37:16.658911,"(6.0, 99999, 99990)","(19.0, 20.0, 19.0)","(21.0, 55.0, 38.714285714285715)","(19.0, 130.0, 65.33333333333333)","(1.95, 2.86, 2.517142857142857)","(31.0, 100.0, 85.0)","(8.5, 12.5, 10.6875)","(5.0, 7.0, 6.371428571428572)","(26.0, 65.0, 43.57142857142857)","(11.0, 99999, 99990)"
10-01-2023 18:37:17.906821,"(6.0, 99999, 99990)","(19.0, 20.0, 17.75)","(21.0, 55.0, 38.714285714285715)","(19.0, 120.0, 65.33333333333333)","(1.95, 2.86, 2.517142857142857)","(31.0, 95.0, 85.0)","(8.5, 12.5, 10.6875)","(5.0, 7.0, 6.371428571428572)","(26.0, 65.0, 46.666666666666664)","(11.0, 99999, 99990)"
10-01-2023 18:37:19.139077,"(6.0, 99999, 99990)","(19.0, 20.0, 17.75)","(21.0, 55.0, 38.714285714285715)","(19.0, 120.0, 65.33333333333333)","(1.95, 2.86, 2.517142857142857)","(31.0, 95.0, 85.0)","(8.5, 12.5, 10.6875)","(5.0, 7.0, 6.371428571428572)","(26.0, 60.0, 41.875)","(11.0, 99999, 99990)"
10-01-2023 18:37:20.481237,"(6.0, 99999, 99990)","(19.0, 20.0, 17.75)","(21.0, 55.0, 38.714285714285715)","(19.0, 120.0, 65.33333333333333)","(1.95, 2.86, 2.517142857142857)","(31.0, 95.0, 85.0)","(8.5, 12.5, 10.6875)","(5.0, 7.0, 6.371428571428572)","(26.0, 55.0, 41.875)","(11.0, 99999, 99990)"
10-01-2023 18:37:21.738021,"(6.0, 99999, 99990)","(19.0, 20.0, 17.75)","(21.0, 55.0, 38.714285714285715)","(19.0, 120.0, 65.33333333333333)","(1.95, 2.86, 2.536)","(31.0, 95.0, 85.0)","(8.5, 12.5, 10.6875)","(5.0, 7.0, 6.371428571428572)","(26.0, 55.0, 42.0)","(11.0, 99999, 99990)"
10-01-2023 18:37:23.058403,"(6.0, 99999, 99990)","(19.0, 20.0, 17.75)","(21.0, 55.0, 38.714285714285715)","(19.0, 120.0, 65.33333333333333)","(1.95, 2.84, 2.536)","(31.0, 95.0, 85.0)","(8.5, 12.5, 10.6875)","(5.0, 7.0, 6.371428571428572)","(26.0, 50.0, 42.0)","(11.0, 99999, 99990)"
10-01-2023 18:37:24.334909,"(6.0, 99999, 99990)","(19.0, 20.0, 18.5)","(21.0, 55.0, 38.714285714285715)","(19.0, 120.0, 79.0)","(1.95, 2.82, 2.565)","(31.0, 95.0, 85.0)","(8.5, 12.5, 10.6875)","(5.0, 7.0, 6.371428571428572)","(26.0, 48.0, 44.0)","(11.0, 99999, 99990)"
10-01-2023 18:37:25.593449,"(6.0, 99999, 99990)","(19.0, 20.0, 18.5)","(21.0, 55.0, 38.714285714285715)","(19.0, 120.0, 79.0)","(1.95, 2.82, 2.565)","(31.0, 95.0, 85.0)","(8.5, 12.5, 10.6875)","(5.0, 7.0, 6.371428571428572)","(26.0, 48.0, 44.0)","(11.0, 99999, 99990)"
10-01-2023 18:37:26.794823,"(6.0, 99999, 99990)","(19.0, 20.0, 18.5)","(21.0, 55.0, 38.714285714285715)","(19.0, 120.0, 79.0)","(1.95, 2.82, 2.7415384615384615)","(31.0, 95.0, 85.0)","(8.5, 12.0, 10.777777777777779)","(5.0, 7.0, 6.333333333333333)","(26.0, 48.0, 44.0)","(11.0, 99999, 99990)"
10-01-2023 18:37:28.225744,"(6.0, 99999, 99990)","(19.0, 20.0, 18.5)","(21.0, 55.0, 38.714285714285715)","(19.0, 120.0, 79.0)","(1.95, 2.8, 2.629787234042553)","(31.0, 95.0, 85.0)","(8.5, 12.0, 10.777777777777779)","(5.0, 7.0, 6.333333333333333)","(26.0, 48.0, 44.0)","(11.0, 99999, 99990)"
10-01-2023 18:37:29.659664,"(6.0, 99999, 99990)","(19.0, 20.0, 18.5)","(21.0, 55.0, 38.714285714285715)","(19.0, 120.0, 79.0)","(1.95, 2.8, 2.7304761904761903)","(31.0, 95.0, 85.0)","(8.5, 12.0, 10.777777777777779)","(5.0, 7.0, 6.333333333333333)","(26.0, 48.0, 44.0)","(11.0, 99999, 99990)"
10-01-2023 18:37:31.034737,"(6.0, 99999, 99990)","(19.0, 20.0, 18.5)","(21.0, 55.0, 38.714285714285715)","(19.0, 120.0, 74.0)","(1.95, 2.78, 2.7304761904761903)","(31.0, 95.0, 85.0)","(8.5, 12.0, 10.777777777777779)","(5.0, 7.0, 6.333333333333333)","(26.0, 48.0, 44.0)","(11.0, 99999, 99990)"
10-01-2023 18:37:32.370563,"(6.0, 99999, 99990)","(19.0, 20.0, 19.166666666666668)","(21.0, 55.0, 52.57142857142857)","(19.0, 110.0, 88.85714285714286)","(1.95, 2.78, 2.7304761904761903)","(31.0, 95.0, 70.0)","(8.5, 12.0, 10.933333333333334)","(5.0, 7.0, 6.333333333333333)","(26.0, 48.0, 44.0)","(11.0, 99999, 99990)"
10-01-2023 18:37:33.704498,"(6.0, 99999, 99990)","(19.0, 20.0, 19.166666666666668)","(21.0, 60.0, 42.857142857142854)","(19.0, 110.0, 81.71428571428571)","(1.95, 2.78, 2.7304761904761903)","(31.0, 100.0, 70.0)","(8.5, 11.5, 10.5)","(5.0, 7.0, 6.333333333333333)","(26.0, 48.0, 44.0)","(11.0, 99999, 99990)"
10-01-2023 18:37:35.053394,"(6.0, 99999, 99990)","(19.0, 20.0, 19.166666666666668)","(21.0, 60.0, 49.09090909090909)","(19.0, 100.0, 81.71428571428571)","(1.95, 2.78, 2.7304761904761903)","(31.0, 100.0, 70.0)","(8.5, 11.5, 10.5)","(5.0, 7.0, 6.333333333333333)","(26.0, 48.0, 44.0)","(11.0, 99999, 99990)"
10-01-2023 18:37:36.416250,"(6.0, 99999, 99990)","(19.0, 20.0, 26.6)","(21.0, 60.0, 49.09090909090909)","(19.0, 100.0, 81.71428571428571)","(1.95, 2.78, 2.7304761904761903)","(31.0, 100.0, 70.0)","(8.5, 11.5, 10.5)","(5.0, 7.0, 6.371428571428572)","(26.0, 48.0, 44.0)","(11.0, 99999, 99990)"
10-01-2023 18:37:37.694613,"(6.0, 99999, 99990)","(19.0, 28.0, 26.6)","(21.0, 60.0, 49.09090909090909)","(19.0, 100.0, 81.71428571428571)","(1.95, 2.78, 2.7473170731707315)","(31.0, 100.0, 70.0)","(8.5, 11.5, 10.5)","(5.0, 7.0, 6.371428571428572)","(26.0, 48.0, 44.0)","(11.0, 99999, 99990)"
10-01-2023 18:37:38.987441,"(6.0, 99999, 99990)","(19.0, 27.0, 22.2)","(21.0, 60.0, 45.714285714285715)","(19.0, 100.0, 81.71428571428571)","(1.95, 2.76, 2.734)","(31.0, 100.0, 70.0)","(8.5, 11.5, 10.333333333333334)","(5.0, 7.0, 6.371428571428572)","(26.0, 48.0, 44.0)","(11.0, 99999, 99990)"
10-01-2023 18:37:40.345068,"(6.0, 99999, 99990)","(19.0, 26.0, 24.333333333333332)","(21.0, 60.0, 50.0)","(19.0, 100.0, 60.0)","(1.95, 2.76, 2.734)","(31.0, 100.0, 70.0)","(8.5, 11.0, 10.333333333333334)","(5.0, 7.0, 6.371428571428572)","(26.0, 48.0, 44.0)","(11.0, 99999, 99990)"
10-01-2023 18:37:41.674649,"(6.0, 99999, 99990)","(19.0, 26.0, 24.285714285714285)","(21.0, 60.0, 51.66666666666667)","(19.0, 100.0, 60.0)","(1.95, 2.76, 2.734)","(31.0, 100.0, 70.0)","(8.5, 11.0, 10.333333333333334)","(5.0, 7.0, 6.371428571428572)","(26.0, 48.0, 44.0)","(11.0, 99999, 99990)"
10-01-2023 18:37:42.925524,"(6.0, 99999, 99990)","(19.0, 26.0, 24.285714285714285)","(21.0, 60.0, 54.0)","(19.0, 100.0, 60.0)","(1.95, 2.76, 2.650909090909091)","(31.0, 100.0, 70.0)","(8.5, 11.0, 10.333333333333334)","(5.0, 7.0, 6.371428571428572)","(26.0, 48.0, 41.333333333333336)","(11.0, 99999, 99990)"
10-01-2023 18:37:44.157617,"(6.0, 99999, 99990)","(19.0, 26.0, 24.285714285714285)","(21.0, 60.0, 54.0)","(19.0, 100.0, 60.0)","(1.95, 2.76, 2.650909090909091)","(31.0, 100.0, 70.0)","(8.5, 11.0, 10.333333333333334)","(5.0, 7.0, 6.371428571428572)","(26.0, 48.0, 41.333333333333336)","(11.0, 99999, 99990)"
10-01-2023 18:37:45.386670,"(6.0, 99999, 99990)","(19.0, 26.0, 24.285714285714285)","(21.0, 60.0, 54.0)","(19.0, 100.0, 60.0)","(1.95, 2.76, 2.650909090909091)","(31.0, 100.0, 70.0)","(8.5, 11.0, 12.0)","(5.0, 7.0, 6.371428571428572)","(26.0, 48.0, 41.333333333333336)","(11.0, 99999, 99990)"
10-01-2023 18:37:46.628264,"(6.0, 99999, 99990)","(19.0, 26.0, 24.285714285714285)","(21.0, 60.0, 54.0)","(19.0, 100.0, 55.0)","(1.95, 2.76, 2.5714285714285716)","(31.0, 100.0, 75.0)","(8.5, 14.0, 13.058823529411764)","(5.0, 7.0, 6.371428571428572)","(26.0, 48.0, 41.333333333333336)","(11.0, 99999, 99990)"
10-01-2023 18:37:47.937728,"(6.0, 99999, 99990)","(19.0, 26.0, 24.285714285714285)","(21.0, 60.0, 54.0)","(19.0, 100.0, 67.5)","(1.95, 2.76, 2.64)","(31.0, 95.0, 75.0)","(8.5, 14.0, 11.59090909090909)","(5.0, 7.0, 6.371428571428572)","(26.0, 48.0, 41.333333333333336)","(11.0, 99999, 99990)"
10-01-2023 18:37:49.240995,"(6.0, 99999, 99990)","(19.0, 26.0, 24.285714285714285)","(21.0, 60.0, 54.0)","(19.0, 95.0, 63.33333333333333)","(1.95, 2.74, 2.64)","(31.0, 95.0, 75.0)","(8.5, 13.5, 12.214285714285714)","(5.0, 7.0, 6.371428571428572)","(26.0, 48.0, 41.333333333333336)","(11.0, 99999, 99990)"
10-01-2023 18:37:50.515401,"(6.0, 99999, 99990)","(19.0, 26.0, 24.285714285714285)","(21.0, 60.0, 54.0)","(19.0, 110.0, 63.33333333333333)","(1.95, 2.74, 2.64)","(31.0, 95.0, 75.0)","(8.5, 13.5, 12.214285714285714)","(5.0, 7.0, 6.371428571428572)","(26.0, 48.0, 41.333333333333336)","(11.0, 99999, 99990)"
10-01-2023 18:37:51.796447,"(6.0, 99999, 99990)","(19.0, 26.0, 24.285714285714285)","(21.0, 60.0, 54.0)","(19.0, 110.0, 63.33333333333333)","(1.95, 2.74, 2.64)","(31.0, 95.0, 75.0)","(8.5, 13.5, 12.166666666666666)","(5.0, 7.0, 6.371428571428572)","(26.0, 48.0, 41.333333333333336)","(11.0, 99999, 99990)"
10-01-2023 18:37:53.106759,"(6.0, 99999, 99990)","(19.0, 26.0, 24.285714285714285)","(21.0, 60.0, 54.0)","(19.0, 110.0, 63.33333333333333)","(1.95, 2.74, 2.64)","(31.0, 95.0, 75.0)","(8.5, 13.0, 11.61111111111111)","(5.0, 7.0, 6.371428571428572)","(26.0, 48.0, 41.333333333333336)","(11.0, 99999, 99990)"
10-01-2023 18:37:54.399199,"(6.0, 99999, 99990)","(19.0, 26.0, 24.285714285714285)","(21.0, 60.0, 54.0)","(19.0, 110.0, 105.0)","(1.95, 2.74, 2.64)","(31.0, 95.0, 75.0)","(8.5, 13.0, 11.61111111111111)","(5.0, 7.0, 6.371428571428572)","(26.0, 48.0, 41.333333333333336)","(11.0, 99999, 99990)"
10-01-2023 18:37:55.647382,"(6.0, 99999, 99990)","(19.0, 26.0, 24.285714285714285)","(21.0, 60.0, 54.0)","(19.0, 170.0, 148.33333333333334)","(1.95, 2.74, 2.64)","(31.0, 95.0, 75.0)","(8.5, 13.0, 11.61111111111111)","(5.0, 7.0, 6.371428571428572)","(26.0, 48.0, 41.333333333333336)","(11.0, 99999, 99990)"
10-01-2023 18:37:56.948032,"(6.0, 99999, 99990)","(19.0, 26.0, 24.285714285714285)","(21.0, 60.0, 54.0)","(19.0, 170.0, 148.33333333333334)","(1.95, 2.74, 2.64)","(31.0, 95.0, 75.0)","(8.5, 13.0, 11.61111111111111)","(5.0, 7.0, 6.371428571428572)","(26.0, 48.0, 41.333333333333336)","(11.0, 99999, 99990)"
10-01-2023 18:37:58.312857,"(6.0, 99999, 99990)","(19.0, 26.0, 24.285714285714285)","(21.0, 60.0, 54.0)","(19.0, 170.0, 148.33333333333334)","(1.95, 2.74, 2.64)","(31.0, 95.0, 75.0)","(8.5, 13.0, 11.833333333333334)","(5.0, 7.0, 6.371428571428572)","(26.0, 48.0, 41.333333333333336)","(11.0, 99999, 99990)"
10-01-2023 18:37:59.699814,"(6.0, 99999, 99990)","(19.0, 26.0, 24.875)","(21.0, 60.0, 53.25)","(19.0, 170.0, 148.33333333333334)","(1.95, 2.74, 2.64)","(31.0, 95.0, 70.0)","(8.5, 12.5, 11.38888888888889)","(5.0, 7.0, 6.371428571428572)","(26.0, 48.0, 42.0)","(11.0, 99999, 99990)"
10-01-2023 18:38:01.094722,"(6.0, 99999, 99990)","(19.0, 26.0, 24.875)","(21.0, 60.0, 50.4)","(19.0, 170.0, 148.33333333333334)","(1.95, 2.74, 2.64)","(31.0, 100.0, 70.0)","(8.5, 12.5, 11.125)","(5.0, 7.0, 6.371428571428572)","(26.0, 48.0, 42.0)","(11.0, 99999, 99990)"
10-01-2023 18:38:02.410552,"(6.0, 99999, 99990)","(19.0, 26.0, 24.875)","(21.0, 60.0, 54.0)","(19.0, 170.0, 83.33333333333334)","(1.95, 2.74, 2.6399999999999997)","(31.0, 100.0, 70.0)","(8.5, 12.5, 11.125)","(5.0, 7.0, 6.482352941176471)","(26.0, 48.0, 43.0)","(11.0, 99999, 99990)"
10-01-2023 18:38:03.702374,"(6.0, 99999, 99990)","(19.0, 26.0, 24.875)","(21.0, 60.0, 54.0)","(19.0, 170.0, 83.33333333333334)","(1.95, 2.76, 2.6399999999999997)","(31.0, 100.0, 70.0)","(8.5, 12.5, 10.807692307692308)","(5.0, 7.0, 6.482352941176471)","(26.0, 46.0, 42.0)","(11.0, 99999, 99990)"
10-01-2023 18:38:05.050005,"(6.0, 99999, 99990)","(19.0, 26.0, 24.5)","(21.0, 60.0, 51.6)","(19.0, 170.0, 83.33333333333334)","(1.95, 2.76, 2.6399999999999997)","(31.0, 100.0, 70.0)","(8.5, 12.5, 10.8)","(5.0, 7.0, 6.482352941176471)","(26.0, 44.0, 42.0)","(11.0, 99999, 99990)"
10-01-2023 18:38:06.391398,"(6.0, 99999, 99990)","(19.0, 26.0, 24.5)","(21.0, 60.0, 51.6)","(19.0, 170.0, 80.0)","(1.95, 2.76, 2.6399999999999997)","(31.0, 100.0, 70.0)","(8.5, 12.0, 10.714285714285714)","(5.0, 7.0, 6.482352941176471)","(26.0, 44.0, 41.142857142857146)","(11.0, 99999, 99990)"
10-01-2023 18:38:07.708483,"(6.0, 99999, 99990)","(19.0, 26.0, 24.714285714285715)","(21.0, 60.0, 51.6)","(19.0, 160.0, 80.0)","(1.95, 2.76, 2.6399999999999997)","(31.0, 100.0, 70.0)","(8.5, 12.0, 10.714285714285714)","(5.0, 7.0, 6.482352941176471)","(26.0, 48.0, 41.142857142857146)","(11.0, 99999, 99990)"
10-01-2023 18:38:09.120578,"(6.0, 99999, 99990)","(19.0, 26.0, 24.714285714285715)","(21.0, 60.0, 51.6)","(19.0, 160.0, 125.71428571428571)","(1.95, 2.76, 2.604705882352941)","(31.0, 100.0, 70.0)","(8.5, 12.0, 10.714285714285714)","(5.0, 7.0, 6.428571428571429)","(26.0, 48.0, 41.142857142857146)","(11.0, 99999, 99990)"
10-01-2023 18:38:10.754396,"(6.0, 99999, 99990)","(19.0, 26.0, 24.714285714285715)","(21.0, 60.0, 54.0)","(19.0, 160.0, 131.66666666666666)","(1.95, 2.76, 2.6938461538461542)","(31.0, 100.0, 70.0)","(8.5, 12.0, 10.984615384615385)","(5.0, 7.0, 6.555555555555555)","(26.0, 48.0, 41.142857142857146)","(11.0, 99999, 99990)"
10-01-2023 18:38:12.264484,"(6.0, 99999, 99990)","(19.0, 26.0, 23.88888888888889)","(21.0, 60.0, 46.5)","(19.0, 150.0, 111.42857142857143)","(1.95, 2.74, 2.685714285714286)","(31.0, 100.0, 70.0)","(8.5, 12.0, 10.333333333333334)","(5.0, 7.0, 6.36)","(26.0, 48.0, 41.142857142857146)","(11.0, 99999, 99990)"
10-01-2023 18:38:13.733856,"(6.0, 99999, 99990)","(19.0, 25.0, 23.88888888888889)","(21.0, 60.0, 46.5)","(19.0, 140.0, 104.28571428571429)","(1.95, 2.72, 2.6725000000000003)","(31.0, 100.0, 70.0)","(8.5, 12.0, 9.811042944785276)","(5.0, 7.0, 6.36)","(26.0, 48.0, 41.142857142857146)","(11.0, 99999, 99990)"
10-01-2023 18:38:15.243924,"(6.0, 99999, 99990)","(19.0, 25.0, 23.46153846153846)","(21.0, 60.0, 46.5)","(19.0, 130.0, 104.28571428571429)","(1.95, 2.7, 2.644)","(31.0, 100.0, 70.0)","(8.5, 10.0, 9.607843137254902)","(5.0, 7.0, 6.36)","(26.0, 48.0, 41.142857142857146)","(11.0, 99999, 99990)"
