,Max Power,Incineration,Elite Alex,Nehalem,Cashing Cheques,Blackpool Ryan,Go Seek Kotoni,Tom Keeping
12-01-2023 18:45:47.907559,"(9.0, 14.5, 13.75)","(3.5, 4.3, 4.069230769230769)","(2.4, 3.35, 3.2994117647058823)","(5.0, 7.2, 7.112500000000001)","(17.0, 46.0, 35.333333333333336)","(8.0, 12.0, 9.561290322580644)","(16.0, 30.0, 28.923076923076923)","(16.0, 70.0, 58.44444444444444)"
12-01-2023 18:45:49.080706,"(9.0, 14.5, 13.552631578947368)","(3.5, 4.3, 4.0)","(2.4, 3.35, 3.253529411764706)","(5.0, 7.2, 7.112500000000001)","(17.0, 46.0, 35.333333333333336)","(8.0, 12.0, 9.561290322580644)","(16.0, 30.0, 28.923076923076923)","(16.0, 70.0, 58.44444444444444)"
12-01-2023 18:45:50.300542,"(9.0, 14.5, 13.552631578947368)","(3.5, 4.3, 4.0)","(2.4, 3.35, 3.253529411764706)","(5.0, 7.2, 7.112500000000001)","(17.0, 46.0, 33.0)","(8.0, 12.0, 9.561290322580644)","(16.0, 30.0, 28.923076923076923)","(16.0, 70.0, 58.44444444444444)"
12-01-2023 18:45:51.478524,"(9.0, 14.5, 13.552631578947368)","(3.5, 4.3, 4.0)","(2.4, 3.35, 3.2475)","(5.0, 7.2, 7.112500000000001)","(17.0, 34.0, 40.888888888888886)","(8.0, 12.0, 9.561290322580644)","(16.0, 30.0, 28.923076923076923)","(16.0, 70.0, 58.44444444444444)"
12-01-2023 18:45:52.595799,"(9.0, 14.5, 13.552631578947368)","(3.5, 4.3, 4.0)","(2.4, 3.35, 3.2525)","(5.0, 7.2, 7.112500000000001)","(17.0, 44.0, 36.53333333333333)","(8.0, 12.0, 9.561290322580644)","(16.0, 30.0, 28.923076923076923)","(16.0, 70.0, 58.44444444444444)"
12-01-2023 18:45:53.714403,"(9.0, 14.5, 13.552631578947368)","(3.5, 4.3, 4.0)","(2.4, 3.35, 3.1033333333333335)","(5.0, 7.2, 7.112500000000001)","(17.0, 44.0, 37.0)","(8.0, 12.0, 9.561290322580644)","(16.0, 30.0, 28.923076923076923)","(16.0, 70.0, 58.44444444444444)"
12-01-2023 18:45:54.872590,"(9.0, 14.5, 13.552631578947368)","(3.5, 4.3, 4.0)","(2.4, 3.35, 3.2266666666666666)","(5.0, 7.2, 7.112500000000001)","(17.0, 44.0, 39.05882352941177)","(8.0, 12.0, 9.561290322580644)","(16.0, 30.0, 28.923076923076923)","(16.0, 70.0, 58.44444444444444)"
12-01-2023 18:45:56.097990,"(9.0, 14.5, 13.552631578947368)","(3.5, 4.3, 4.0)","(2.4, 3.35, 3.2361538461538464)","(5.0, 7.2, 7.112500000000001)","(17.0, 44.0, 41.529411764705884)","(8.0, 12.0, 9.561290322580644)","(16.0, 30.0, 28.923076923076923)","(16.0, 70.0, 58.44444444444444)"
12-01-2023 18:45:57.235369,"(9.0, 14.5, 12.7)","(3.5, 4.3, 4.0)","(2.4, 3.35, 3.2361538461538464)","(5.0, 7.2, 7.112500000000001)","(17.0, 44.0, 38.857142857142854)","(8.0, 12.0, 9.561290322580644)","(16.0, 30.0, 28.923076923076923)","(16.0, 70.0, 58.44444444444444)"
12-01-2023 18:45:58.353537,"(9.0, 14.5, 12.7)","(3.5, 4.3, 4.0)","(2.4, 3.35, 3.2227272727272727)","(5.0, 7.2, 7.112500000000001)","(17.0, 44.0, 41.5)","(8.0, 12.0, 9.561290322580644)","(16.0, 30.0, 28.923076923076923)","(16.0, 70.0, 58.44444444444444)"
12-01-2023 18:45:59.520409,"(9.0, 14.5, 12.7)","(3.5, 4.3, 4.0)","(2.4, 3.35, 3.2)","(5.0, 7.2, 7.112500000000001)","(17.0, 44.0, 41.0)","(8.0, 12.0, 9.561290322580644)","(16.0, 30.0, 27.8125)","(16.0, 70.0, 58.44444444444444)"
12-01-2023 18:46:00.703756,"(9.0, 14.5, 12.7)","(3.5, 4.3, 4.0)","(2.4, 3.35, 3.2)","(5.0, 7.2, 7.112500000000001)","(17.0, 44.0, 41.0)","(8.0, 12.0, 9.561290322580644)","(16.0, 30.0, 27.8125)","(16.0, 70.0, 58.44444444444444)"
12-01-2023 18:46:01.828883,"(9.0, 14.5, 12.7)","(3.5, 4.3, 4.0)","(2.4, 3.35, 3.2)","(5.0, 7.2, 7.112500000000001)","(17.0, 44.0, 41.0)","(8.0, 12.0, 9.561290322580644)","(16.0, 30.0, 27.8125)","(16.0, 70.0, 58.44444444444444)"
12-01-2023 18:46:02.918199,"(9.0, 14.5, 12.7)","(3.5, 4.3, 4.0)","(2.4, 3.35, 3.2)","(5.0, 7.2, 7.112500000000001)","(17.0, 44.0, 41.0)","(8.0, 12.0, 9.561290322580644)","(16.0, 30.0, 27.8125)","(16.0, 70.0, 58.44444444444444)"
12-01-2023 18:46:04.031373,"(9.0, 14.5, 13.25)","(3.5, 4.3, 4.0)","(2.4, 3.35, 3.2)","(5.0, 7.2, 7.112500000000001)","(17.0, 44.0, 41.0)","(8.0, 12.0, 9.561290322580644)","(16.0, 30.0, 27.8125)","(16.0, 70.0, 58.44444444444444)"
12-01-2023 18:46:05.152967,"(9.0, 14.5, 13.25)","(3.5, 4.3, 4.0)","(2.4, 3.35, 3.2)","(5.0, 7.2, 7.112500000000001)","(17.0, 44.0, 41.0)","(8.0, 12.0, 9.561290322580644)","(16.0, 30.0, 27.8125)","(16.0, 70.0, 58.44444444444444)"
12-01-2023 18:46:06.205324,"(9.0, 14.5, 13.25)","(3.5, 4.3, 4.0)","(2.4, 3.35, 3.2)","(5.0, 7.2, 7.112500000000001)","(17.0, 44.0, 41.0)","(8.0, 12.0, 9.561290322580644)","(16.0, 30.0, 27.8125)","(16.0, 70.0, 58.44444444444444)"
12-01-2023 18:46:07.262336,"(9.0, 14.5, 13.25)","(3.5, 4.3, 4.0)","(2.4, 3.35, 3.2)","(5.0, 7.2, 7.112500000000001)","(17.0, 36.0, 31.227272727272727)","(8.0, 12.0, 9.561290322580644)","(16.0, 30.0, 28.923076923076923)","(16.0, 70.0, 58.44444444444444)"
12-01-2023 18:46:08.353966,"(9.0, 14.5, 13.25)","(3.5, 4.3, 4.0)","(2.4, 3.35, 3.25)","(5.0, 7.2, 7.112500000000001)","(17.0, 36.0, 31.227272727272727)","(8.0, 12.0, 9.561290322580644)","(16.0, 30.0, 28.923076923076923)","(16.0, 70.0, 58.44444444444444)"
12-01-2023 18:46:09.551452,"(9.0, 14.5, 13.25)","(3.5, 4.3, 4.0)","(2.4, 3.35, 3.25)","(5.0, 7.2, 7.112500000000001)","(17.0, 36.0, 31.227272727272727)","(8.0, 12.0, 9.561290322580644)","(16.0, 30.0, 28.923076923076923)","(16.0, 70.0, 58.44444444444444)"
12-01-2023 18:46:10.710155,"(9.0, 14.5, 13.25)","(3.4, 4.3, 4.0)","(2.4, 3.35, 3.25)","(5.0, 7.2, 7.112500000000001)","(18.0, 36.0, 31.227272727272727)","(8.0, 12.0, 9.561290322580644)","(16.0, 30.0, 28.923076923076923)","(17.0, 70.0, 58.44444444444444)"
12-01-2023 18:46:11.856580,"(9.0, 14.5, 13.25)","(3.4, 4.3, 4.0)","(2.4, 3.35, 3.25)","(5.0, 7.2, 7.112500000000001)","(18.0, 36.0, 31.96153846153846)","(8.0, 12.0, 9.561290322580644)","(16.0, 30.0, 28.923076923076923)","(17.0, 70.0, 58.44444444444444)"
12-01-2023 18:46:13.016751,"(9.0, 14.5, 13.25)","(3.4, 4.3, 4.0)","(2.4, 3.35, 3.275)","(5.0, 7.2, 7.112500000000001)","(18.0, 36.0, 31.434782608695652)","(8.0, 12.0, 9.561290322580644)","(16.0, 30.0, 28.923076923076923)","(17.0, 70.0, 50.8)"
12-01-2023 18:46:14.184589,"(9.0, 14.5, 13.25)","(3.4, 4.3, 4.0)","(2.4, 3.35, 3.25)","(5.0, 7.2, 7.112500000000001)","(18.0, 36.0, 28.571428571428573)","(8.0, 12.0, 9.561290322580644)","(16.0, 30.0, 28.923076923076923)","(17.0, 70.0, 57.0)"
12-01-2023 18:46:15.372656,"(9.0, 14.5, 13.25)","(3.4, 4.3, 4.0)","(2.4, 3.35, 3.25)","(5.0, 7.2, 7.112500000000001)","(18.0, 29.0, 37.333333333333336)","(8.0, 12.0, 9.561290322580644)","(16.0, 30.0, 28.923076923076923)","(17.0, 70.0, 58.44444444444444)"
12-01-2023 18:46:16.497651,"(9.0, 14.5, 12.666666666666666)","(3.4, 4.3, 4.0)","(2.4, 3.35, 3.25)","(5.0, 7.2, 7.112500000000001)","(18.0, 42.0, 37.333333333333336)","(8.0, 12.0, 9.561290322580644)","(16.0, 30.0, 28.923076923076923)","(17.0, 70.0, 58.44444444444444)"
12-01-2023 18:46:17.586088,"(9.0, 14.5, 12.666666666666666)","(3.4, 4.3, 4.0)","(2.4, 3.35, 3.25)","(5.0, 7.2, 7.112500000000001)","(18.0, 42.0, 37.333333333333336)","(8.0, 12.0, 9.561290322580644)","(16.0, 30.0, 28.923076923076923)","(17.0, 70.0, 58.44444444444444)"
12-01-2023 18:46:18.706469,"(9.0, 14.5, 12.666666666666666)","(3.4, 4.3, 4.0)","(2.4, 3.35, 3.25)","(5.0, 7.2, 7.112500000000001)","(18.0, 42.0, 36.0)","(8.0, 12.0, 9.561290322580644)","(16.0, 30.0, 28.923076923076923)","(17.0, 70.0, 58.44444444444444)"
12-01-2023 18:46:19.893596,"(9.0, 14.5, 12.666666666666666)","(3.4, 4.3, 4.0)","(2.4, 3.35, 3.2964285714285717)","(5.0, 7.2, 7.112500000000001)","(18.0, 40.0, 31.428571428571427)","(8.0, 12.0, 9.561290322580644)","(16.0, 30.0, 28.923076923076923)","(17.0, 70.0, 58.44444444444444)"
12-01-2023 18:46:21.020734,"(9.0, 14.5, 12.666666666666666)","(3.4, 4.3, 4.0)","(2.4, 3.35, 3.2964285714285717)","(5.0, 7.2, 7.112500000000001)","(18.0, 40.0, 34.54545454545455)","(8.0, 12.0, 9.561290322580644)","(16.0, 30.0, 28.923076923076923)","(17.0, 70.0, 58.44444444444444)"
12-01-2023 18:46:22.114523,"(9.0, 14.5, 13.176470588235293)","(3.4, 4.3, 4.0)","(2.4, 3.35, 3.2642857142857142)","(5.0, 7.2, 7.112500000000001)","(18.0, 40.0, 34.0)","(8.0, 12.0, 9.561290322580644)","(16.0, 30.0, 27.8125)","(17.0, 70.0, 58.44444444444444)"
12-01-2023 18:46:23.345726,"(9.0, 14.5, 12.952380952380953)","(3.4, 4.3, 4.0)","(2.4, 3.35, 3.23)","(5.0, 7.2, 7.112500000000001)","(18.0, 40.0, 32.5)","(8.0, 12.0, 9.561290322580644)","(16.0, 30.0, 28.923076923076923)","(17.0, 70.0, 58.44444444444444)"
12-01-2023 18:46:24.448805,"(9.0, 14.5, 12.952380952380953)","(3.4, 4.3, 4.0)","(2.4, 3.35, 3.23)","(5.0, 7.2, 7.112500000000001)","(18.0, 40.0, 32.5)","(8.0, 12.0, 9.561290322580644)","(16.0, 30.0, 28.923076923076923)","(17.0, 70.0, 58.44444444444444)"
12-01-2023 18:46:25.467313,"(9.0, 14.5, 12.952380952380953)","(3.4, 4.3, 4.0)","(2.4, 3.35, 3.23)","(5.0, 7.2, 7.112500000000001)","(18.0, 40.0, 32.5)","(8.0, 12.0, 9.561290322580644)","(16.0, 30.0, 28.923076923076923)","(17.0, 70.0, 58.44444444444444)"
12-01-2023 18:46:26.500591,"(9.0, 14.5, 13.25)","(3.4, 4.3, 4.0)","(2.4, 3.35, 3.23)","(5.0, 7.2, 7.112500000000001)","(18.0, 40.0, 32.5)","(8.5, 12.0, 9.561290322580644)","(16.0, 30.0, 28.923076923076923)","(17.0, 70.0, 58.44444444444444)"
12-01-2023 18:46:27.584245,"(9.0, 14.5, 13.25)","(3.4, 4.3, 4.0)","(2.4, 3.35, 3.23)","(5.0, 7.2, 7.112500000000001)","(18.0, 40.0, 32.5)","(8.5, 12.0, 9.561290322580644)","(16.0, 30.0, 27.8125)","(17.0, 70.0, 58.44444444444444)"
12-01-2023 18:46:28.661670,"(9.0, 14.5, 13.25)","(3.4, 4.3, 4.0)","(2.4, 3.35, 3.23)","(5.0, 7.2, 6.550000000000001)","(18.0, 40.0, 32.5)","(8.5, 12.0, 9.561290322580644)","(16.0, 30.0, 28.923076923076923)","(17.0, 70.0, 58.44444444444444)"
12-01-2023 18:46:29.714588,"(9.0, 14.5, 13.25)","(3.4, 4.3, 3.811111111111111)","(2.4, 3.35, 3.23)","(5.0, 7.2, 6.550000000000001)","(18.0, 40.0, 32.5)","(8.5, 12.0, 9.561290322580644)","(16.0, 30.0, 28.923076923076923)","(17.0, 70.0, 58.44444444444444)"
12-01-2023 18:46:30.694982,"(9.0, 14.5, 13.25)","(3.4, 4.3, 3.811111111111111)","(2.4, 3.35, 3.23)","(5.0, 7.2, 6.550000000000001)","(18.0, 40.0, 32.5)","(8.5, 12.0, 9.561290322580644)","(16.0, 30.0, 28.923076923076923)","(17.0, 70.0, 58.44444444444444)"
12-01-2023 18:46:31.813612,"(9.0, 14.5, 13.25)","(3.4, 4.3, 3.811111111111111)","(2.4, 3.35, 3.23)","(5.0, 7.2, 6.550000000000001)","(18.0, 40.0, 32.5)","(8.5, 12.0, 9.561290322580644)","(16.0, 30.0, 28.923076923076923)","(17.0, 70.0, 58.44444444444444)"
12-01-2023 18:46:32.948439,"(9.0, 14.5, 13.25)","(3.4, 4.3, 3.811111111111111)","(2.4, 3.35, 3.23)","(5.0, 7.2, 6.550000000000001)","(18.0, 40.0, 32.5)","(8.5, 12.0, 9.3125)","(16.0, 30.0, 27.8125)","(17.0, 70.0, 58.44444444444444)"
12-01-2023 18:46:34.074735,"(9.0, 14.5, 13.25)","(3.4, 4.3, 3.811111111111111)","(2.4, 3.35, 3.23)","(5.0, 7.2, 6.550000000000001)","(18.0, 40.0, 32.5)","(8.5, 11.5, 9.285714285714286)","(16.0, 30.0, 28.923076923076923)","(17.0, 70.0, 58.44444444444444)"
12-01-2023 18:46:35.128890,"(9.0, 14.5, 13.538461538461538)","(3.4, 4.3, 3.811111111111111)","(2.4, 3.35, 3.23)","(5.0, 7.2, 6.550000000000001)","(18.0, 40.0, 32.5)","(8.5, 11.0, 9.2)","(16.0, 30.0, 28.923076923076923)","(17.0, 70.0, 57.0)"
12-01-2023 18:46:36.274145,"(9.0, 14.5, 13.538461538461538)","(3.4, 4.3, 3.811111111111111)","(2.4, 3.35, 3.23)","(5.0, 7.2, 6.550000000000001)","(18.0, 40.0, 32.5)","(8.5, 11.0, 9.2)","(16.0, 30.0, 28.923076923076923)","(17.0, 70.0, 50.8)"
12-01-2023 18:46:37.282956,"(9.0, 14.5, 13.538461538461538)","(3.4, 4.3, 3.811111111111111)","(2.4, 3.35, 3.23)","(5.0, 7.2, 6.550000000000001)","(18.0, 40.0, 32.5)","(8.5, 11.0, 9.095238095238095)","(16.0, 30.0, 28.923076923076923)","(17.0, 70.0, 50.8)"
12-01-2023 18:46:38.361513,"(9.0, 14.5, 13.538461538461538)","(3.4, 4.3, 3.811111111111111)","(2.4, 3.35, 3.25625)","(5.0, 7.2, 6.550000000000001)","(18.0, 40.0, 32.5)","(8.5, 11.0, 9.095238095238095)","(16.0, 30.0, 28.923076923076923)","(17.0, 70.0, 50.8)"
12-01-2023 18:46:39.409550,"(9.0, 14.5, 13.538461538461538)","(3.4, 4.3, 3.811111111111111)","(2.4, 3.35, 3.25625)","(5.0, 7.2, 6.550000000000001)","(18.0, 40.0, 32.5)","(8.5, 11.0, 9.095238095238095)","(16.0, 30.0, 28.923076923076923)","(17.0, 70.0, 50.8)"
12-01-2023 18:46:40.416403,"(9.0, 14.5, 13.538461538461538)","(3.4, 4.3, 3.811111111111111)","(2.4, 3.35, 3.213636363636364)","(5.0, 7.2, 6.550000000000001)","(18.0, 40.0, 32.5)","(8.5, 11.0, 9.095238095238095)","(16.0, 30.0, 28.923076923076923)","(17.0, 70.0, 50.8)"
12-01-2023 18:46:41.450102,"(9.0, 14.5, 13.538461538461538)","(3.4, 4.3, 3.811111111111111)","(2.4, 3.35, 3.213636363636364)","(5.0, 7.2, 6.550000000000001)","(18.0, 40.0, 32.5)","(8.5, 11.0, 9.095238095238095)","(16.0, 30.0, 28.923076923076923)","(17.0, 70.0, 50.8)"
12-01-2023 18:46:42.500666,"(9.0, 14.5, 13.538461538461538)","(3.4, 4.3, 3.811111111111111)","(2.4, 3.35, 3.213636363636364)","(5.0, 7.2, 6.550000000000001)","(18.0, 40.0, 32.5)","(8.5, 11.0, 9.095238095238095)","(16.0, 30.0, 28.923076923076923)","(17.0, 70.0, 50.8)"
12-01-2023 18:46:43.530958,"(9.0, 14.5, 13.538461538461538)","(3.4, 4.3, 3.811111111111111)","(2.4, 3.35, 3.213636363636364)","(5.0, 7.2, 6.550000000000001)","(18.0, 40.0, 32.5)","(8.5, 11.0, 9.095238095238095)","(16.0, 30.0, 28.923076923076923)","(17.0, 70.0, 50.8)"
12-01-2023 18:46:44.598933,"(9.0, 14.5, 13.538461538461538)","(3.4, 4.3, 3.811111111111111)","(2.4, 3.35, 3.213636363636364)","(5.0, 7.2, 6.550000000000001)","(18.0, 40.0, 32.5)","(8.5, 11.0, 8.966666666666667)","(16.0, 30.0, 28.923076923076923)","(17.0, 70.0, 50.8)"
12-01-2023 18:46:45.772096,"(9.0, 14.5, 13.818181818181818)","(3.4, 4.3, 3.841666666666667)","(2.4, 3.35, 3.213636363636364)","(5.0, 7.2, 6.550000000000001)","(18.0, 40.0, 32.5)","(8.5, 10.5, 9.3)","(16.0, 30.0, 28.923076923076923)","(17.0, 70.0, 50.8)"
12-01-2023 18:46:47.149667,"(9.0, 14.5, 13.818181818181818)","(3.4, 4.3, 3.841666666666667)","(2.4, 3.35, 3.213636363636364)","(5.0, 7.2, 6.550000000000001)","(18.0, 40.0, 32.5)","(8.5, 10.0, 9.3)","(16.0, 30.0, 28.923076923076923)","(17.0, 70.0, 50.8)"
12-01-2023 18:46:48.357098,"(9.0, 14.5, 13.818181818181818)","(3.4, 4.3, 3.841666666666667)","(2.4, 3.35, 3.213636363636364)","(5.0, 7.2, 6.550000000000001)","(18.0, 40.0, 32.5)","(8.5, 10.0, 9.3)","(16.0, 30.0, 28.923076923076923)","(17.0, 70.0, 50.8)"
12-01-2023 18:46:49.572298,"(9.0, 14.5, 13.818181818181818)","(3.4, 4.3, 3.841666666666667)","(2.4, 3.35, 3.213636363636364)","(5.0, 7.2, 6.550000000000001)","(18.0, 40.0, 32.5)","(8.5, 10.0, 9.3)","(16.0, 30.0, 28.923076923076923)","(17.0, 70.0, 50.8)"
12-01-2023 18:46:50.840099,"(9.0, 14.5, 13.818181818181818)","(3.4, 4.3, 3.841666666666667)","(2.4, 3.35, 3.213636363636364)","(5.0, 7.2, 6.550000000000001)","(18.0, 40.0, 32.5)","(8.5, 10.0, 9.3)","(16.0, 30.0, 28.923076923076923)","(17.0, 70.0, 50.8)"
12-01-2023 18:46:51.921421,"(9.0, 14.5, 13.818181818181818)","(3.4, 4.3, 3.841666666666667)","(2.4, 3.35, 3.213636363636364)","(5.0, 7.2, 6.550000000000001)","(18.0, 40.0, 32.5)","(8.5, 10.0, 9.3)","(16.0, 30.0, 28.923076923076923)","(17.0, 70.0, 50.8)"
12-01-2023 18:46:53.048909,"(9.0, 14.5, 13.818181818181818)","(3.4, 4.3, 3.811111111111111)","(2.4, 3.35, 3.213636363636364)","(5.0, 7.2, 6.550000000000001)","(18.0, 40.0, 32.5)","(8.5, 10.0, 9.3)","(16.0, 30.0, 28.923076923076923)","(17.0, 70.0, 50.8)"
12-01-2023 18:46:54.154703,"(9.0, 14.5, 13.818181818181818)","(3.4, 4.3, 3.811111111111111)","(2.4, 3.35, 3.213636363636364)","(5.0, 7.2, 6.550000000000001)","(18.0, 40.0, 32.5)","(8.5, 10.0, 9.3)","(16.0, 30.0, 28.923076923076923)","(17.0, 70.0, 50.8)"
12-01-2023 18:46:55.277115,"(9.0, 14.5, 13.818181818181818)","(3.4, 4.3, 3.811111111111111)","(2.4, 3.35, 3.213636363636364)","(5.0, 7.2, 6.550000000000001)","(18.0, 40.0, 32.5)","(8.5, 10.0, 9.3)","(16.0, 30.0, 28.923076923076923)","(17.0, 70.0, 50.8)"
12-01-2023 18:46:56.354959,"(9.0, 14.5, 13.818181818181818)","(3.4, 4.3, 3.811111111111111)","(2.4, 3.35, 3.213636363636364)","(5.0, 7.2, 6.550000000000001)","(18.0, 40.0, 32.5)","(8.5, 10.0, 9.3)","(16.0, 30.0, 28.923076923076923)","(17.0, 70.0, 50.8)"
12-01-2023 18:46:57.527287,"(9.0, 14.5, 13.818181818181818)","(3.4, 4.3, 3.811111111111111)","(2.4, 3.35, 3.213636363636364)","(5.0, 7.2, 6.550000000000001)","(18.0, 40.0, 32.5)","(8.5, 10.0, 9.3)","(16.0, 30.0, 28.923076923076923)","(17.0, 70.0, 50.8)"
12-01-2023 18:46:58.615507,"(9.0, 14.5, 13.818181818181818)","(3.4, 4.3, 3.811111111111111)","(2.4, 3.35, 3.213636363636364)","(5.0, 7.2, 6.550000000000001)","(18.0, 40.0, 32.5)","(8.5, 10.0, 9.3)","(16.0, 30.0, 28.923076923076923)","(17.0, 70.0, 50.8)"
12-01-2023 18:46:59.656497,"(9.0, 14.5, 13.818181818181818)","(3.4, 4.3, 3.811111111111111)","(2.4, 3.35, 3.213636363636364)","(5.0, 7.2, 6.550000000000001)","(18.0, 40.0, 32.5)","(8.5, 10.0, 9.3)","(16.0, 30.0, 28.923076923076923)","(17.0, 70.0, 50.8)"
12-01-2023 18:47:00.902087,"(9.0, 14.5, 13.818181818181818)","(3.4, 4.3, 3.811111111111111)","(2.4, 3.35, 3.213636363636364)","(5.0, 7.2, 6.550000000000001)","(18.0, 40.0, 32.5)","(8.5, 10.0, 9.3)","(16.0, 30.0, 28.923076923076923)","(17.0, 70.0, 50.8)"
12-01-2023 18:47:02.042847,"(9.0, 14.5, 13.818181818181818)","(3.4, 4.3, 3.789285714285714)","(2.4, 3.35, 3.25625)","(5.0, 7.2, 6.5809523809523816)","(18.0, 40.0, 33.45454545454545)","(8.5, 10.0, 9.1)","(16.0, 30.0, 38.583333333333336)","(17.0, 70.0, 52.4)"
12-01-2023 18:47:03.336495,"(9.0, 14.5, 13.25)","(3.4, 4.3, 3.789285714285714)","(2.4, 3.35, 3.25625)","(5.0, 7.2, 6.550000000000001)","(18.0, 38.0, 34.0)","(8.5, 10.0, 9.1)","(16.0, 40.0, 32.16666666666667)","(17.0, 70.0, 63.400000000000006)"
12-01-2023 18:47:04.477198,"(9.0, 14.5, 13.25)","(3.4, 4.3, 3.789285714285714)","(2.4, 3.35, 3.25625)","(5.0, 7.2, 6.42608695652174)","(18.0, 36.0, 33.333333333333336)","(8.5, 10.0, 9.2)","(16.0, 38.0, 30.0)","(17.0, 70.0, 63.400000000000006)"
12-01-2023 18:47:05.574734,"(9.0, 14.5, 13.25)","(3.4, 4.1, 3.925)","(2.4, 3.35, 3.2818181818181817)","(5.0, 7.0, 6.42608695652174)","(18.0, 36.0, 32.0)","(8.5, 10.0, 9.2)","(16.0, 36.0, 30.22222222222222)","(17.0, 70.0, 63.400000000000006)"
12-01-2023 18:47:06.658681,"(9.0, 14.5, 13.818181818181818)","(3.4, 4.1, 3.925)","(2.4, 3.35, 3.2818181818181817)","(5.0, 7.0, 6.42608695652174)","(18.0, 36.0, 33.333333333333336)","(8.5, 10.0, 9.2)","(16.0, 32.0, 29.6)","(17.0, 70.0, 67.25)"
12-01-2023 18:47:07.784474,"(9.0, 14.5, 13.25)","(3.4, 4.1, 3.925)","(2.4, 3.35, 3.2818181818181817)","(5.0, 7.0, 6.6000000000000005)","(18.0, 36.0, 33.333333333333336)","(8.5, 10.0, 9.2)","(16.0, 30.0, 31.272727272727273)","(17.0, 70.0, 67.25)"
12-01-2023 18:47:08.850154,"(9.0, 14.5, 13.25)","(3.4, 4.1, 3.925)","(2.4, 3.35, 3.2818181818181817)","(5.0, 7.0, 6.6000000000000005)","(18.0, 36.0, 33.333333333333336)","(8.5, 10.0, 9.2)","(16.0, 32.0, 31.272727272727273)","(17.0, 70.0, 67.25)"
12-01-2023 18:47:09.841492,"(9.0, 14.5, 13.818181818181818)","(3.4, 4.1, 3.925)","(2.4, 3.35, 3.2818181818181817)","(5.0, 7.0, 6.6000000000000005)","(18.0, 36.0, 33.333333333333336)","(8.5, 10.0, 8.577777777777778)","(16.0, 32.0, 31.272727272727273)","(17.0, 70.0, 67.25)"
12-01-2023 18:47:10.878191,"(9.0, 14.5, 13.323529411764707)","(3.4, 4.1, 3.925)","(2.4, 3.35, 3.2818181818181817)","(5.0, 7.0, 6.6000000000000005)","(18.0, 36.0, 33.333333333333336)","(8.5, 10.0, 8.577777777777778)","(16.0, 32.0, 33.09090909090909)","(17.0, 70.0, 67.25)"
12-01-2023 18:47:12.278858,"(9.0, 14.5, 13.25)","(3.4, 4.1, 3.925)","(2.4, 3.35, 3.2818181818181817)","(5.0, 7.0, 6.6000000000000005)","(18.0, 36.0, 33.333333333333336)","(8.5, 10.0, 8.577777777777778)","(16.0, 34.0, 33.09090909090909)","(17.0, 70.0, 67.25)"
12-01-2023 18:47:13.392221,"(9.0, 14.5, 13.25)","(3.4, 4.1, 3.925)","(2.4, 3.35, 3.2818181818181817)","(5.0, 7.0, 6.6000000000000005)","(18.0, 36.0, 33.333333333333336)","(8.5, 10.0, 8.577777777777778)","(16.0, 34.0, 33.09090909090909)","(17.0, 70.0, 67.25)"
12-01-2023 18:47:14.411777,"(9.0, 14.5, 13.25)","(3.4, 4.1, 3.925)","(2.4, 3.35, 3.2818181818181817)","(5.0, 7.0, 6.6000000000000005)","(18.0, 36.0, 33.333333333333336)","(8.5, 10.0, 8.577777777777778)","(17.0, 34.0, 33.09090909090909)","(18.0, 70.0, 67.25)"
12-01-2023 18:47:15.505826,"(9.0, 14.5, 13.818181818181818)","(3.4, 4.1, 3.925)","(2.4, 3.35, 3.2818181818181817)","(5.0, 7.0, 6.6000000000000005)","(18.0, 36.0, 33.333333333333336)","(8.5, 10.0, 8.577777777777778)","(17.0, 34.0, 31.058823529411764)","(18.0, 70.0, 67.25)"
12-01-2023 18:47:16.583550,"(9.0, 14.5, 13.818181818181818)","(3.4, 4.1, 3.925)","(2.4, 3.35, 3.2818181818181817)","(5.0, 7.0, 6.6000000000000005)","(18.0, 36.0, 33.333333333333336)","(8.5, 10.0, 8.577777777777778)","(17.0, 36.0, 31.272727272727273)","(18.0, 70.0, 60.0)"
12-01-2023 18:47:17.624665,"(9.0, 14.5, 13.25)","(3.4, 4.1, 3.925)","(2.4, 3.35, 3.2818181818181817)","(5.0, 7.0, 6.6000000000000005)","(18.0, 36.0, 33.333333333333336)","(8.5, 10.0, 8.577777777777778)","(17.0, 32.0, 31.272727272727273)","(18.0, 70.0, 67.14285714285714)"
12-01-2023 18:47:18.615471,"(9.0, 14.5, 13.818181818181818)","(3.4, 4.1, 3.925)","(2.4, 3.35, 3.2818181818181817)","(5.0, 7.0, 6.6000000000000005)","(18.0, 36.0, 33.333333333333336)","(8.5, 10.0, 8.577777777777778)","(17.0, 32.0, 31.272727272727273)","(18.0, 70.0, 67.14285714285714)"
12-01-2023 18:47:19.610812,"(9.0, 14.5, 13.25)","(3.4, 4.1, 3.925)","(2.4, 3.35, 3.2818181818181817)","(5.0, 7.0, 6.6000000000000005)","(18.0, 36.0, 33.333333333333336)","(8.5, 10.0, 8.577777777777778)","(17.0, 32.0, 31.272727272727273)","(18.0, 70.0, 67.0)"
