,Social Virtigo,Check Me Out,Opawa Max,Big Time Epic,Big Time Punga,Big Time Girly,Kina Magic
16-12-2022 13:28:41.570663,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 18.65625)","(2.5, 4.2, 3.6428571428571432)","(13.0, 29.0, 26.8125)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:28:42.655130,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 18.65625)","(2.5, 4.2, 3.6428571428571432)","(13.0, 29.0, 26.8125)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:28:43.877264,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 18.65625)","(2.5, 4.2, 3.6428571428571432)","(13.0, 29.0, 26.8125)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:28:44.964643,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 18.65625)","(2.5, 4.2, 3.6428571428571432)","(13.0, 29.0, 26.8125)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:28:46.188070,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 18.65625)","(2.5, 4.2, 3.6428571428571432)","(13.0, 29.0, 26.8125)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:28:48.112073,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 18.65625)","(2.5, 4.2, 3.6428571428571432)","(13.0, 29.0, 26.8125)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:28:49.200135,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 18.65625)","(2.5, 4.2, 3.6428571428571432)","(13.0, 29.0, 26.8125)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:28:50.286902,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 18.65625)","(2.5, 4.2, 3.860869565217391)","(13.0, 29.0, 26.8125)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:28:51.376145,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 18.65625)","(2.5, 4.2, 3.860869565217391)","(13.0, 29.0, 26.8125)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:28:52.448385,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 18.65625)","(2.5, 4.2, 3.860869565217391)","(13.0, 29.0, 25.11111111111111)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:28:53.536197,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 18.65625)","(2.5, 4.2, 3.860869565217391)","(13.0, 29.0, 25.11111111111111)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:28:54.700116,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 17.91176470588235)","(2.5, 4.2, 3.6428571428571432)","(13.0, 29.0, 25.11111111111111)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:28:55.787712,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 17.91176470588235)","(2.5, 4.2, 3.6428571428571432)","(13.0, 29.0, 25.11111111111111)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:28:56.914891,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 17.91176470588235)","(2.5, 4.2, 3.6428571428571432)","(13.0, 29.0, 25.11111111111111)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:28:58.122905,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 17.91176470588235)","(2.5, 4.2, 3.6428571428571432)","(13.0, 29.0, 25.11111111111111)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:28:59.311487,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 17.91176470588235)","(2.5, 4.2, 3.6428571428571432)","(13.0, 29.0, 25.11111111111111)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:29:00.455259,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 17.91176470588235)","(2.5, 4.2, 3.6428571428571432)","(13.0, 29.0, 25.11111111111111)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:29:01.694750,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 17.91176470588235)","(2.5, 4.2, 3.6428571428571432)","(13.0, 29.0, 25.11111111111111)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:29:03.025778,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 17.91176470588235)","(2.5, 4.2, 3.6428571428571432)","(13.0, 29.0, 25.11111111111111)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:29:04.465853,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 17.91176470588235)","(2.5, 4.2, 3.6428571428571432)","(13.0, 29.0, 25.11111111111111)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:29:05.563731,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 17.91176470588235)","(2.5, 4.2, 3.6428571428571432)","(13.0, 29.0, 25.11111111111111)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:29:06.643059,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 17.91176470588235)","(2.5, 4.2, 3.6428571428571432)","(13.0, 29.0, 25.11111111111111)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:29:07.751104,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 17.91176470588235)","(2.5, 4.2, 3.6428571428571432)","(13.0, 29.0, 25.11111111111111)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:29:08.958044,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 17.91176470588235)","(2.5, 4.2, 3.6428571428571432)","(13.0, 29.0, 25.11111111111111)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:29:10.106380,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 17.91176470588235)","(2.5, 4.2, 3.6428571428571432)","(13.0, 29.0, 25.11111111111111)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:29:11.198831,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 17.91176470588235)","(2.5, 4.2, 3.6428571428571432)","(13.0, 29.0, 25.11111111111111)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:29:12.347701,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 17.91176470588235)","(2.5, 4.2, 3.6500000000000004)","(13.0, 29.0, 25.11111111111111)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:29:13.651420,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 17.91176470588235)","(2.5, 4.2, 3.6500000000000004)","(13.0, 29.0, 25.11111111111111)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:29:15.366400,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 17.91176470588235)","(2.5, 4.2, 3.6500000000000004)","(13.0, 29.0, 25.11111111111111)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:29:16.514566,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 17.91176470588235)","(2.5, 4.2, 3.6500000000000004)","(13.0, 29.0, 25.11111111111111)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:29:17.614409,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 17.91176470588235)","(2.5, 4.2, 3.6500000000000004)","(13.0, 29.0, 25.11111111111111)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:29:18.688948,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 17.91176470588235)","(2.5, 4.2, 3.6500000000000004)","(13.0, 29.0, 25.11111111111111)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:29:19.782907,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 17.91176470588235)","(2.5, 4.2, 3.6500000000000004)","(13.0, 29.0, 25.11111111111111)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:29:21.146252,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 17.91176470588235)","(2.5, 4.2, 3.6500000000000004)","(13.0, 29.0, 25.11111111111111)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:29:23.148360,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 17.91176470588235)","(2.5, 4.2, 3.6500000000000004)","(13.0, 29.0, 25.11111111111111)","(17.0, 140.0, 77.75)","(21.0, 190.0, 105.0)"
16-12-2022 13:29:24.337956,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 12.850000000000001)","(2.5, 4.2, 3.6500000000000004)","(13.0, 29.0, 17.666666666666668)","(17.0, 140.0, 84.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:29:25.789304,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 12.850000000000001)","(2.5, 4.2, 3.6500000000000004)","(13.0, 29.0, 17.666666666666668)","(17.0, 130.0, 84.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:29:27.061051,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 12.850000000000001)","(2.5, 4.2, 3.6500000000000004)","(13.0, 29.0, 17.666666666666668)","(17.0, 130.0, 84.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:29:28.263339,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 12.850000000000001)","(2.5, 4.2, 3.6500000000000004)","(13.0, 29.0, 17.666666666666668)","(17.0, 130.0, 84.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:29:29.627195,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 12.850000000000001)","(2.5, 4.2, 3.6500000000000004)","(13.0, 29.0, 17.666666666666668)","(17.0, 130.0, 84.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:29:31.057867,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 12.850000000000001)","(2.5, 4.2, 3.6500000000000004)","(13.0, 29.0, 17.666666666666668)","(17.0, 130.0, 84.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:29:32.326320,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 12.850000000000001)","(2.5, 4.2, 3.6500000000000004)","(13.0, 29.0, 17.666666666666668)","(17.0, 130.0, 84.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:29:33.472647,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 12.850000000000001)","(2.5, 4.2, 3.6500000000000004)","(13.0, 29.0, 17.666666666666668)","(17.0, 130.0, 84.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:29:34.767242,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 12.850000000000001)","(2.5, 4.2, 3.6500000000000004)","(13.0, 29.0, 17.666666666666668)","(17.0, 130.0, 84.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:29:35.997869,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 12.850000000000001)","(2.5, 4.2, 3.6500000000000004)","(13.0, 29.0, 17.666666666666668)","(17.0, 130.0, 84.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:29:37.045687,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 12.850000000000001)","(2.5, 4.2, 3.6500000000000004)","(13.0, 29.0, 17.666666666666668)","(17.0, 130.0, 84.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:29:38.364070,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 12.850000000000001)","(2.5, 4.2, 3.6500000000000004)","(13.0, 29.0, 17.666666666666668)","(17.0, 130.0, 84.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:29:39.594879,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 12.850000000000001)","(2.5, 4.2, 3.6500000000000004)","(13.0, 29.0, 17.666666666666668)","(17.0, 130.0, 84.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:29:40.772324,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 12.850000000000001)","(2.5, 4.2, 3.6500000000000004)","(13.0, 29.0, 17.666666666666668)","(17.0, 130.0, 84.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:29:41.872269,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 12.850000000000001)","(2.5, 4.2, 3.6500000000000004)","(13.0, 29.0, 17.666666666666668)","(17.0, 130.0, 84.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:29:42.941759,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 12.850000000000001)","(2.5, 4.2, 3.6500000000000004)","(13.0, 29.0, 17.666666666666668)","(17.0, 130.0, 84.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:29:44.076203,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 12.850000000000001)","(2.5, 4.2, 3.6500000000000004)","(13.0, 29.0, 17.666666666666668)","(17.0, 130.0, 84.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:29:45.476772,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 12.850000000000001)","(2.5, 4.2, 3.6500000000000004)","(13.0, 29.0, 17.666666666666668)","(17.0, 130.0, 84.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:29:46.661625,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 12.850000000000001)","(2.5, 4.2, 3.6500000000000004)","(13.0, 29.0, 17.666666666666668)","(17.0, 130.0, 84.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:29:47.785901,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 12.850000000000001)","(2.5, 4.2, 3.6500000000000004)","(13.0, 29.0, 17.666666666666668)","(17.0, 130.0, 84.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:29:48.933534,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 12.850000000000001)","(2.5, 4.2, 3.6500000000000004)","(13.0, 29.0, 17.666666666666668)","(17.0, 130.0, 84.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:29:50.153594,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 12.850000000000001)","(2.5, 4.2, 3.6500000000000004)","(13.0, 29.0, 17.666666666666668)","(17.0, 130.0, 84.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:29:51.339122,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 12.850000000000001)","(2.5, 4.2, 3.6500000000000004)","(13.0, 29.0, 17.666666666666668)","(17.0, 130.0, 84.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:29:52.486278,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 12.850000000000001)","(2.5, 4.2, 3.6500000000000004)","(13.0, 29.0, 17.666666666666668)","(17.0, 130.0, 84.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:29:53.607782,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 12.850000000000001)","(2.5, 4.2, 3.6500000000000004)","(13.0, 29.0, 17.666666666666668)","(17.0, 130.0, 84.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:29:54.693514,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 12.850000000000001)","(2.5, 4.2, 3.6500000000000004)","(13.0, 29.0, 17.666666666666668)","(17.0, 130.0, 84.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:29:55.692823,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 12.850000000000001)","(2.5, 4.2, 3.6500000000000004)","(13.0, 29.0, 17.666666666666668)","(17.0, 130.0, 84.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:29:56.640999,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 12.850000000000001)","(2.5, 4.2, 3.6500000000000004)","(13.0, 29.0, 17.666666666666668)","(17.0, 130.0, 84.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:29:57.770680,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 16.58888888888889)","(2.5, 4.2, 3.6500000000000004)","(13.0, 29.0, 17.666666666666668)","(17.0, 130.0, 57.3)","(21.0, 190.0, 105.0)"
16-12-2022 13:29:59.131554,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 16.58888888888889)","(2.5, 4.2, 3.6500000000000004)","(13.0, 29.0, 17.666666666666668)","(17.0, 120.0, 57.3)","(21.0, 190.0, 105.0)"
16-12-2022 13:30:00.212519,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 16.58888888888889)","(2.5, 4.2, 3.6500000000000004)","(13.0, 29.0, 17.666666666666668)","(17.0, 120.0, 57.3)","(21.0, 190.0, 105.0)"
16-12-2022 13:30:01.173374,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 17.118181818181817)","(2.5, 4.2, 3.6500000000000004)","(13.0, 29.0, 17.666666666666668)","(17.0, 120.0, 57.3)","(21.0, 190.0, 105.0)"
16-12-2022 13:30:02.247087,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 17.118181818181817)","(2.5, 4.2, 3.6500000000000004)","(13.0, 29.0, 17.666666666666668)","(17.0, 120.0, 57.3)","(21.0, 190.0, 105.0)"
16-12-2022 13:30:03.304131,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 17.118181818181817)","(2.5, 4.2, 3.6500000000000004)","(13.0, 29.0, 17.666666666666668)","(17.0, 120.0, 57.3)","(21.0, 190.0, 105.0)"
16-12-2022 13:30:04.411078,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 17.118181818181817)","(2.5, 4.2, 3.6500000000000004)","(13.0, 29.0, 17.666666666666668)","(17.0, 120.0, 57.3)","(21.0, 190.0, 105.0)"
16-12-2022 13:30:05.521269,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 17.118181818181817)","(2.5, 4.2, 3.6500000000000004)","(13.0, 29.0, 17.666666666666668)","(17.0, 120.0, 57.3)","(21.0, 190.0, 105.0)"
16-12-2022 13:30:06.625482,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 17.118181818181817)","(2.5, 4.2, 3.6500000000000004)","(13.0, 29.0, 17.666666666666668)","(17.0, 120.0, 57.3)","(21.0, 190.0, 105.0)"
16-12-2022 13:30:07.733096,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 17.118181818181817)","(2.5, 4.2, 3.6500000000000004)","(13.0, 29.0, 17.666666666666668)","(17.0, 120.0, 57.3)","(21.0, 190.0, 105.0)"
16-12-2022 13:30:08.791893,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 17.118181818181817)","(2.5, 4.2, 3.6500000000000004)","(13.0, 29.0, 17.666666666666668)","(17.0, 120.0, 57.3)","(21.0, 190.0, 105.0)"
16-12-2022 13:30:09.801327,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 17.118181818181817)","(2.5, 4.2, 3.6500000000000004)","(13.0, 29.0, 17.666666666666668)","(17.0, 120.0, 57.3)","(21.0, 190.0, 105.0)"
16-12-2022 13:30:10.854901,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 17.118181818181817)","(2.5, 4.2, 3.6500000000000004)","(13.0, 29.0, 17.666666666666668)","(17.0, 120.0, 57.3)","(21.0, 190.0, 105.0)"
16-12-2022 13:30:11.993805,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 17.118181818181817)","(2.5, 4.2, 3.6500000000000004)","(13.0, 29.0, 17.666666666666668)","(17.0, 120.0, 57.3)","(21.0, 190.0, 105.0)"
16-12-2022 13:30:13.061257,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 17.118181818181817)","(2.5, 4.2, 3.6500000000000004)","(13.0, 29.0, 17.666666666666668)","(17.0, 120.0, 57.3)","(21.0, 190.0, 105.0)"
16-12-2022 13:30:14.106979,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 17.118181818181817)","(2.5, 4.2, 3.6500000000000004)","(13.0, 29.0, 17.666666666666668)","(17.0, 120.0, 57.3)","(21.0, 190.0, 105.0)"
16-12-2022 13:30:15.164269,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 17.118181818181817)","(2.5, 4.2, 3.6500000000000004)","(13.0, 29.0, 17.666666666666668)","(17.0, 120.0, 57.3)","(21.0, 190.0, 105.0)"
16-12-2022 13:30:16.199228,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 17.118181818181817)","(2.5, 4.2, 3.6500000000000004)","(13.0, 29.0, 17.666666666666668)","(17.0, 120.0, 57.3)","(21.0, 190.0, 105.0)"
16-12-2022 13:30:17.315965,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 17.118181818181817)","(2.5, 4.2, 3.6500000000000004)","(13.0, 29.0, 17.666666666666668)","(17.0, 120.0, 57.3)","(21.0, 190.0, 105.0)"
16-12-2022 13:30:18.360409,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 17.118181818181817)","(2.5, 4.2, 3.6500000000000004)","(13.0, 29.0, 17.666666666666668)","(17.0, 120.0, 57.3)","(21.0, 190.0, 105.0)"
16-12-2022 13:30:19.374438,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 17.118181818181817)","(2.5, 4.2, 3.6500000000000004)","(13.0, 29.0, 17.666666666666668)","(17.0, 120.0, 57.3)","(21.0, 190.0, 105.0)"
16-12-2022 13:30:20.675959,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 17.118181818181817)","(2.5, 4.2, 3.6500000000000004)","(13.0, 29.0, 17.666666666666668)","(17.0, 120.0, 57.3)","(21.0, 190.0, 105.0)"
16-12-2022 13:30:22.061791,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 17.118181818181817)","(2.5, 4.2, 3.6500000000000004)","(13.0, 29.0, 17.666666666666668)","(17.0, 120.0, 57.3)","(21.0, 190.0, 105.0)"
16-12-2022 13:30:23.226795,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 17.118181818181817)","(2.5, 4.2, 3.6500000000000004)","(13.0, 29.0, 17.666666666666668)","(17.0, 120.0, 57.3)","(21.0, 190.0, 105.0)"
16-12-2022 13:30:24.393678,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 17.118181818181817)","(2.5, 4.2, 3.6500000000000004)","(13.0, 29.0, 17.666666666666668)","(17.0, 120.0, 57.3)","(21.0, 190.0, 105.0)"
16-12-2022 13:30:25.520162,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 17.118181818181817)","(2.5, 4.2, 3.6500000000000004)","(13.0, 29.0, 17.666666666666668)","(17.0, 120.0, 57.3)","(21.0, 190.0, 105.0)"
16-12-2022 13:30:26.673612,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 17.118181818181817)","(2.5, 4.2, 3.6500000000000004)","(13.0, 29.0, 17.666666666666668)","(17.0, 120.0, 57.3)","(21.0, 190.0, 105.0)"
16-12-2022 13:30:27.837367,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.6058823529411765)","(6.5, 19.5, 17.118181818181817)","(2.5, 4.2, 3.6500000000000004)","(13.0, 29.0, 17.666666666666668)","(17.0, 120.0, 57.3)","(21.0, 190.0, 105.0)"
