,Julius Franco,Maharajah Nz,Assassinator,Sir Lucas,Joes A Character,Motu Premier Nz,Stroke Of Luck,Hesashark,Culture King
07-01-2023 19:24:22.089319,"(101.0, 330.0, 250.0)","(5.0, 99999, 99990)","(101.0, 160.0, 141.42857142857144)","(4.4, 5.1, 4.967469879518072)","(6.5, 8.4, 8.1)","(26.0, 99999, 99990)","(1.7, 2.54, 2.386153846153846)","(31.0, 110.0, 104.54545454545455)","(51.0, 100.0, 98.125)"
07-01-2023 19:24:23.252033,"(101.0, 330.0, 250.0)","(5.0, 99999, 99990)","(101.0, 160.0, 127.5)","(4.4, 5.1, 4.967469879518072)","(6.5, 8.6, 7.866666666666666)","(26.0, 99999, 99990)","(1.7, 2.54, 2.386153846153846)","(31.0, 110.0, 104.44444444444444)","(51.0, 100.0, 98.125)"
07-01-2023 19:24:24.489607,"(101.0, 330.0, 250.0)","(5.0, 99999, 99990)","(101.0, 160.0, 135.0)","(4.4, 5.1, 4.967469879518072)","(6.5, 8.4, 7.866666666666666)","(26.0, 99999, 99990)","(1.7, 2.54, 2.386153846153846)","(31.0, 110.0, 104.44444444444444)","(51.0, 100.0, 98.125)"
07-01-2023 19:24:25.708918,"(101.0, 330.0, 250.0)","(5.0, 99999, 99990)","(101.0, 160.0, 116.66666666666667)","(4.4, 5.1, 4.967469879518072)","(6.5, 8.4, 7.866666666666666)","(26.0, 99999, 99990)","(1.7, 2.54, 2.386153846153846)","(31.0, 110.0, 102.85714285714286)","(51.0, 100.0, 98.125)"
07-01-2023 19:24:26.962374,"(101.0, 330.0, 270.0)","(5.0, 99999, 99990)","(101.0, 150.0, 108.33333333333333)","(4.4, 5.1, 4.833333333333333)","(6.5, 8.4, 7.866666666666666)","(26.0, 99999, 99990)","(1.7, 2.54, 2.41)","(31.0, 110.0, 100.0)","(51.0, 100.0, 98.125)"
07-01-2023 19:24:28.216743,"(101.0, 330.0, 270.0)","(5.0, 99999, 99990)","(101.0, 150.0, 108.33333333333333)","(4.4, 5.1, 4.933333333333334)","(6.5, 8.4, 7.8999999999999995)","(26.0, 99999, 99990)","(1.7, 2.54, 2.445)","(31.0, 110.0, 100.0)","(51.0, 100.0, 96.05263157894737)"
07-01-2023 19:24:29.444113,"(101.0, 330.0, 270.0)","(5.0, 99999, 99990)","(101.0, 150.0, 112.5)","(4.4, 5.1, 4.723809523809524)","(6.5, 8.2, 7.866666666666666)","(26.0, 99999, 99990)","(1.7, 2.46, 2.4299999999999997)","(31.0, 110.0, 100.0)","(51.0, 100.0, 98.125)"
07-01-2023 19:24:30.637065,"(101.0, 330.0, 270.0)","(5.0, 99999, 99990)","(101.0, 150.0, 112.5)","(4.4, 5.2, 4.723809523809524)","(6.5, 8.4, 7.866666666666666)","(26.0, 99999, 99990)","(1.7, 2.46, 2.4299999999999997)","(31.0, 110.0, 100.0)","(51.0, 100.0, 98.125)"
07-01-2023 19:24:31.816242,"(101.0, 330.0, 270.0)","(5.0, 99999, 99990)","(101.0, 150.0, 112.5)","(4.4, 5.2, 4.741666666666667)","(6.5, 8.4, 7.866666666666666)","(26.0, 99999, 99990)","(1.7, 2.46, 2.42)","(31.0, 110.0, 100.0)","(51.0, 100.0, 98.125)"
07-01-2023 19:24:32.988847,"(101.0, 330.0, 270.0)","(5.0, 99999, 99990)","(101.0, 150.0, 112.5)","(4.4, 5.3, 4.82)","(6.5, 8.4, 7.866666666666666)","(26.0, 99999, 99990)","(1.7, 2.46, 2.42)","(31.0, 110.0, 100.0)","(51.0, 100.0, 98.125)"
07-01-2023 19:24:34.141786,"(101.0, 330.0, 270.0)","(5.0, 99999, 99990)","(101.0, 150.0, 112.5)","(4.4, 5.3, 5.231034482758621)","(6.5, 8.2, 7.8999999999999995)","(26.0, 99999, 99990)","(1.7, 2.42, 2.38)","(31.0, 110.0, 100.0)","(51.0, 100.0, 96.05263157894737)"
07-01-2023 19:24:35.309499,"(101.0, 330.0, 270.0)","(5.0, 99999, 99990)","(101.0, 150.0, 112.5)","(4.4, 5.3, 5.190625)","(6.5, 8.4, 7.866666666666666)","(26.0, 99999, 99990)","(1.7, 2.42, 2.36)","(31.0, 110.0, 100.0)","(51.0, 100.0, 96.05263157894737)"
07-01-2023 19:24:36.492511,"(101.0, 330.0, 270.0)","(5.0, 99999, 99990)","(101.0, 150.0, 112.5)","(4.4, 5.3, 5.190625)","(6.5, 8.4, 7.68)","(26.0, 99999, 99990)","(1.7, 2.42, 2.3499999999999996)","(31.0, 110.0, 101.66666666666667)","(51.0, 100.0, 96.05263157894737)"
07-01-2023 19:24:37.678915,"(101.0, 330.0, 270.0)","(5.0, 99999, 99990)","(101.0, 150.0, 112.5)","(4.4, 5.3, 5.2027777777777775)","(6.5, 8.4, 7.8999999999999995)","(26.0, 99999, 99990)","(1.7, 2.4, 2.3666666666666667)","(31.0, 110.0, 101.66666666666667)","(51.0, 100.0, 96.05263157894737)"
07-01-2023 19:24:38.873375,"(101.0, 330.0, 270.0)","(5.0, 99999, 99990)","(101.0, 140.0, 113.33333333333333)","(4.4, 5.3, 5.2027777777777775)","(6.5, 8.2, 7.8999999999999995)","(26.0, 99999, 99990)","(1.7, 2.4, 2.364)","(31.0, 110.0, 101.66666666666667)","(51.0, 100.0, 96.05263157894737)"
07-01-2023 19:24:40.060760,"(101.0, 320.0, 246.66666666666666)","(5.0, 99999, 99990)","(101.0, 140.0, 113.33333333333333)","(4.4, 5.3, 5.253125)","(6.5, 8.2, 7.8999999999999995)","(26.0, 99999, 99990)","(1.7, 2.4, 2.364)","(31.0, 110.0, 101.66666666666667)","(51.0, 100.0, 96.05263157894737)"
07-01-2023 19:24:41.258199,"(101.0, 320.0, 237.5)","(5.0, 99999, 99990)","(101.0, 140.0, 152.77777777777777)","(4.4, 5.3, 5.224390243902439)","(6.5, 8.2, 7.699999999999999)","(26.0, 99999, 99990)","(1.7, 2.4, 2.374285714285714)","(31.0, 110.0, 101.66666666666667)","(51.0, 100.0, 96.05263157894737)"
07-01-2023 19:24:42.459048,"(101.0, 320.0, 275.0)","(5.0, 99999, 99990)","(101.0, 160.0, 127.5)","(4.4, 5.4, 5.1625000000000005)","(6.5, 8.2, 7.699999999999999)","(26.0, 99999, 99990)","(1.7, 2.4, 2.4175)","(31.0, 110.0, 101.66666666666667)","(51.0, 100.0, 96.05263157894737)"
07-01-2023 19:24:43.674545,"(101.0, 320.0, 275.0)","(5.0, 99999, 99990)","(101.0, 160.0, 139.0)","(4.4, 5.4, 5.1625000000000005)","(6.5, 8.2, 7.699999999999999)","(26.0, 99999, 99990)","(1.7, 2.48, 2.3966666666666665)","(31.0, 110.0, 101.66666666666667)","(51.0, 100.0, 96.05263157894737)"
07-01-2023 19:24:44.851771,"(101.0, 310.0, 278.57142857142856)","(5.0, 99999, 99990)","(101.0, 150.0, 139.0)","(4.4, 5.4, 5.1625000000000005)","(6.5, 8.2, 7.699999999999999)","(26.0, 99999, 99990)","(1.7, 2.48, 2.4163636363636365)","(31.0, 110.0, 96.36363636363636)","(51.0, 100.0, 96.05263157894737)"
07-01-2023 19:24:45.978569,"(101.0, 300.0, 271.42857142857144)","(5.0, 99999, 99990)","(101.0, 140.0, 125.0)","(4.4, 5.3, 5.2)","(6.5, 8.2, 7.699999999999999)","(26.0, 99999, 99990)","(1.7, 2.48, 2.41)","(31.0, 110.0, 96.36363636363636)","(51.0, 100.0, 96.05263157894737)"
07-01-2023 19:24:47.162596,"(101.0, 300.0, 271.42857142857144)","(5.0, 99999, 99990)","(101.0, 140.0, 125.0)","(4.4, 5.3, 5.2594594594594595)","(6.5, 8.2, 7.699999999999999)","(26.0, 99999, 99990)","(1.7, 2.48, 2.4)","(31.0, 110.0, 85.0)","(51.0, 100.0, 96.05263157894737)"
07-01-2023 19:24:48.317570,"(101.0, 300.0, 271.42857142857144)","(5.0, 99999, 99990)","(101.0, 140.0, 125.0)","(4.4, 5.3, 5.2594594594594595)","(6.5, 8.2, 7.699999999999999)","(26.0, 99999, 99990)","(1.7, 2.48, 2.4)","(31.0, 110.0, 85.0)","(51.0, 100.0, 96.05263157894737)"
07-01-2023 19:24:49.519438,"(101.0, 300.0, 271.42857142857144)","(5.0, 99999, 99990)","(101.0, 140.0, 125.0)","(4.4, 5.3, 5.260526315789473)","(6.5, 8.2, 7.699999999999999)","(26.0, 99999, 99990)","(1.7, 2.48, 2.4)","(31.0, 110.0, 87.5)","(51.0, 100.0, 96.05263157894737)"
07-01-2023 19:24:50.798205,"(101.0, 300.0, 271.42857142857144)","(5.0, 99999, 99990)","(101.0, 140.0, 125.0)","(4.4, 5.3, 5.253125)","(6.5, 8.2, 7.4)","(26.0, 99999, 99990)","(1.7, 2.48, 2.4247058823529413)","(31.0, 100.0, 86.11111111111111)","(51.0, 100.0, 96.05263157894737)"
07-01-2023 19:24:52.065284,"(101.0, 300.0, 271.42857142857144)","(5.0, 99999, 99990)","(101.0, 140.0, 125.0)","(4.4, 5.3, 5.264285714285714)","(6.5, 7.6, 7.3)","(26.0, 99999, 99990)","(1.7, 2.46, 2.409473684210526)","(31.0, 100.0, 89.28571428571429)","(51.0, 100.0, 98.125)"
07-01-2023 19:24:53.276536,"(101.0, 300.0, 281.8181818181818)","(5.0, 99999, 99990)","(101.0, 140.0, 125.0)","(4.4, 5.3, 5.264285714285714)","(6.5, 7.6, 7.466666666666667)","(26.0, 99999, 99990)","(1.7, 2.46, 2.3816666666666664)","(31.0, 100.0, 89.28571428571429)","(51.0, 100.0, 98.125)"
07-01-2023 19:24:54.561212,"(101.0, 300.0, 271.42857142857144)","(5.0, 99999, 99990)","(101.0, 140.0, 125.0)","(4.4, 5.3, 5.264285714285714)","(6.5, 7.6, 7.466666666666667)","(26.0, 99999, 99990)","(1.7, 2.44, 2.3816666666666664)","(31.0, 100.0, 89.28571428571429)","(51.0, 100.0, 98.125)"
07-01-2023 19:24:55.697071,"(101.0, 300.0, 271.42857142857144)","(5.0, 99999, 99990)","(101.0, 140.0, 125.0)","(4.4, 5.3, 5.264285714285714)","(6.5, 7.6, 7.466666666666667)","(26.0, 99999, 99990)","(1.7, 2.44, 2.3816666666666664)","(31.0, 100.0, 89.28571428571429)","(51.0, 100.0, 98.125)"
07-01-2023 19:24:56.914610,"(101.0, 300.0, 271.42857142857144)","(5.0, 99999, 99990)","(101.0, 140.0, 125.0)","(4.4, 5.3, 5.264285714285714)","(6.5, 7.6, 7.466666666666667)","(26.0, 99999, 99990)","(1.7, 2.44, 2.3816666666666664)","(31.0, 100.0, 89.28571428571429)","(51.0, 100.0, 98.125)"
07-01-2023 19:24:58.126640,"(101.0, 300.0, 271.42857142857144)","(4.8, 99999, 99990)","(101.0, 140.0, 125.0)","(4.4, 5.3, 5.264285714285714)","(6.5, 7.6, 7.466666666666667)","(26.0, 99999, 99990)","(1.7, 2.44, 2.3816666666666664)","(31.0, 100.0, 89.28571428571429)","(51.0, 100.0, 98.125)"
07-01-2023 19:24:59.358853,"(101.0, 300.0, 271.42857142857144)","(4.8, 99999, 99990)","(101.0, 140.0, 125.0)","(4.4, 5.3, 5.128571428571429)","(6.5, 7.6, 7.466666666666667)","(26.0, 99999, 99990)","(1.7, 2.44, 2.3816666666666664)","(31.0, 100.0, 89.28571428571429)","(51.0, 100.0, 98.125)"
07-01-2023 19:25:00.577258,"(101.0, 300.0, 271.42857142857144)","(4.8, 99999, 99990)","(101.0, 140.0, 125.0)","(4.4, 5.3, 5.128571428571429)","(6.5, 7.6, 7.666666666666667)","(26.0, 99999, 99990)","(1.7, 2.44, 2.3816666666666664)","(31.0, 100.0, 89.28571428571429)","(51.0, 100.0, 98.125)"
07-01-2023 19:25:01.725343,"(101.0, 300.0, 271.42857142857144)","(4.8, 99999, 99990)","(101.0, 140.0, 125.0)","(4.4, 5.3, 5.2368421052631575)","(6.5, 8.2, 7.533333333333333)","(26.0, 99999, 99990)","(1.7, 2.44, 2.3816666666666664)","(31.0, 100.0, 89.28571428571429)","(51.0, 100.0, 98.125)"
07-01-2023 19:25:02.847411,"(101.0, 300.0, 271.42857142857144)","(4.8, 99999, 99990)","(101.0, 140.0, 125.0)","(4.4, 5.3, 5.1625000000000005)","(6.5, 8.2, 7.533333333333333)","(26.0, 99999, 99990)","(1.7, 2.44, 2.32)","(31.0, 100.0, 89.28571428571429)","(51.0, 100.0, 98.125)"
07-01-2023 19:25:04.002740,"(101.0, 300.0, 271.42857142857144)","(4.8, 99999, 99990)","(101.0, 140.0, 110.83333333333334)","(4.4, 5.4, 5.120588235294118)","(6.5, 8.2, 7.5600000000000005)","(26.0, 99999, 99990)","(1.7, 2.38, 2.3585714285714285)","(31.0, 100.0, 93.18181818181819)","(51.0, 100.0, 98.125)"
07-01-2023 19:25:05.244659,"(101.0, 300.0, 250.0)","(4.6, 99999, 99990)","(101.0, 140.0, 110.0)","(4.4, 5.4, 5.15)","(6.5, 8.2, 7.5600000000000005)","(26.0, 99999, 99990)","(1.75, 2.38, 2.36)","(31.0, 100.0, 89.28571428571429)","(51.0, 100.0, 98.125)"
07-01-2023 19:25:06.546223,"(101.0, 300.0, 250.0)","(4.6, 99999, 99990)","(101.0, 140.0, 110.0)","(4.4, 5.4, 5.174193548387097)","(6.5, 8.2, 7.5600000000000005)","(26.0, 99999, 99990)","(1.75, 2.38, 2.36)","(31.0, 100.0, 89.28571428571429)","(51.0, 100.0, 89.28571428571429)"
07-01-2023 19:25:07.737489,"(101.0, 300.0, 250.0)","(4.6, 99999, 99990)","(101.0, 140.0, 115.0)","(4.4, 5.4, 5.2)","(6.5, 8.2, 7.5600000000000005)","(26.0, 99999, 99990)","(1.75, 2.38, 2.36)","(31.0, 100.0, 89.28571428571429)","(51.0, 100.0, 89.28571428571429)"
07-01-2023 19:25:08.922106,"(101.0, 350.0, 335.0)","(4.6, 99999, 99990)","(101.0, 140.0, 115.0)","(4.4, 5.4, 5.2)","(6.5, 8.2, 7.5600000000000005)","(26.0, 99999, 99990)","(1.75, 2.38, 2.36)","(31.0, 100.0, 93.18181818181819)","(51.0, 100.0, 91.66666666666667)"
07-01-2023 19:25:10.077566,"(101.0, 350.0, 325.0)","(4.6, 99999, 99990)","(101.0, 140.0, 104.0)","(4.4, 5.4, 5.2)","(6.5, 8.2, 7.5600000000000005)","(26.0, 99999, 99990)","(1.75, 2.38, 2.36)","(31.0, 100.0, 93.18181818181819)","(51.0, 95.0, 92.5)"
07-01-2023 19:25:11.300058,"(101.0, 250.0, 241.66666666666669)","(4.6, 99999, 99990)","(101.0, 130.0, 106.66666666666667)","(4.4, 5.4, 5.2)","(6.5, 8.2, 7.5600000000000005)","(26.0, 99999, 99990)","(1.75, 2.38, 2.356923076923077)","(31.0, 100.0, 93.18181818181819)","(51.0, 100.0, 81.25)"
07-01-2023 19:25:12.448209,"(101.0, 250.0, 241.66666666666669)","(4.6, 99999, 99990)","(101.0, 130.0, 112.22222222222223)","(4.4, 5.4, 5.2)","(6.5, 8.2, 7.5600000000000005)","(26.0, 99999, 99990)","(1.75, 2.44, 2.356923076923077)","(31.0, 100.0, 93.18181818181819)","(51.0, 100.0, 81.25)"
07-01-2023 19:25:13.678876,"(101.0, 250.0, 241.66666666666669)","(4.6, 99999, 99990)","(101.0, 130.0, 98.0)","(4.4, 5.4, 5.2)","(6.5, 8.2, 7.5600000000000005)","(26.0, 99999, 99990)","(1.75, 2.42, 2.3166666666666664)","(31.0, 100.0, 93.18181818181819)","(51.0, 100.0, 87.5)"
07-01-2023 19:25:14.923598,"(101.0, 250.0, 233.33333333333334)","(4.6, 99999, 99990)","(91.0, 130.0, 98.0)","(4.4, 5.4, 5.2)","(6.5, 8.2, 7.742857142857143)","(26.0, 99999, 99990)","(1.75, 2.4, 2.336)","(31.0, 100.0, 95.0)","(51.0, 100.0, 82.14285714285714)"
07-01-2023 19:25:16.108060,"(101.0, 250.0, 241.66666666666669)","(4.6, 99999, 99990)","(91.0, 130.0, 103.33333333333333)","(4.4, 5.4, 5.2)","(6.5, 8.2, 7.742857142857143)","(26.0, 99999, 99990)","(1.75, 2.4, 2.3410526315789473)","(31.0, 110.0, 95.0)","(51.0, 100.0, 87.5)"
07-01-2023 19:25:17.322202,"(101.0, 250.0, 241.66666666666669)","(4.6, 99999, 99990)","(91.0, 130.0, 122.72727272727272)","(4.4, 5.4, 5.2)","(6.5, 8.2, 7.742857142857143)","(26.0, 99999, 99990)","(1.75, 2.4, 2.3615384615384616)","(31.0, 110.0, 95.0)","(51.0, 100.0, 89.28571428571429)"
07-01-2023 19:25:18.537503,"(101.0, 250.0, 241.66666666666669)","(4.6, 99999, 99990)","(91.0, 130.0, 116.66666666666667)","(4.4, 5.4, 5.2)","(6.5, 8.2, 7.742857142857143)","(26.0, 99999, 99990)","(1.75, 2.38, 2.3615384615384616)","(31.0, 110.0, 91.25)","(51.0, 100.0, 89.28571428571429)"
07-01-2023 19:25:19.751504,"(101.0, 250.0, 241.66666666666669)","(4.6, 99999, 99990)","(91.0, 130.0, 112.5)","(4.4, 5.4, 5.2)","(6.5, 8.2, 7.8)","(26.0, 99999, 99990)","(1.75, 2.38, 2.3615384615384616)","(31.0, 110.0, 91.25)","(51.0, 100.0, 89.28571428571429)"
07-01-2023 19:25:21.024641,"(101.0, 250.0, 233.33333333333334)","(4.6, 99999, 99990)","(91.0, 130.0, 112.5)","(4.4, 5.4, 5.20952380952381)","(6.5, 8.0, 7.8)","(26.0, 99999, 99990)","(1.75, 2.38, 2.368)","(31.0, 110.0, 95.0)","(51.0, 100.0, 89.28571428571429)"
07-01-2023 19:25:22.237616,"(101.0, 250.0, 241.66666666666669)","(4.6, 99999, 99990)","(91.0, 130.0, 112.5)","(4.4, 5.4, 5.296551724137931)","(6.5, 8.0, 7.836363636363637)","(26.0, 99999, 99990)","(1.75, 2.4, 2.372)","(31.0, 110.0, 115.0)","(51.0, 100.0, 89.28571428571429)"
07-01-2023 19:25:23.505209,"(101.0, 250.0, 241.66666666666669)","(4.6, 99999, 99990)","(91.0, 130.0, 112.5)","(4.4, 5.4, 5.263636363636364)","(6.5, 8.0, 7.618181818181818)","(26.0, 99999, 99990)","(1.75, 2.42, 2.3442105263157895)","(31.0, 130.0, 123.57142857142857)","(51.0, 100.0, 92.3076923076923)"
07-01-2023 19:25:24.833322,"(101.0, 250.0, 241.66666666666669)","(4.6, 99999, 99990)","(91.0, 130.0, 112.5)","(4.4, 5.4, 5.263636363636364)","(6.5, 8.0, 8.015384615384615)","(26.0, 99999, 99990)","(1.75, 2.42, 2.3655319148936167)","(31.0, 130.0, 121.0)","(51.0, 100.0, 93.33333333333333)"
07-01-2023 19:25:26.110431,"(101.0, 250.0, 241.66666666666669)","(4.6, 99999, 99990)","(91.0, 130.0, 112.5)","(4.4, 5.4, 5.263636363636364)","(6.5, 8.2, 8.049999999999999)","(26.0, 99999, 99990)","(1.75, 2.42, 2.3438095238095236)","(31.0, 130.0, 121.0)","(51.0, 100.0, 116.92307692307693)"
07-01-2023 19:25:27.424880,"(101.0, 250.0, 241.66666666666669)","(4.6, 99999, 99990)","(91.0, 130.0, 112.5)","(4.4, 5.4, 5.2125)","(6.5, 8.2, 8.049999999999999)","(26.0, 99999, 99990)","(1.75, 2.42, 2.3285714285714283)","(31.0, 130.0, 121.0)","(51.0, 120.0, 96.66666666666667)"
07-01-2023 19:25:28.572328,"(101.0, 250.0, 241.66666666666669)","(4.6, 99999, 99990)","(91.0, 130.0, 112.5)","(4.4, 5.4, 5.275)","(6.5, 8.2, 8.133333333333333)","(26.0, 99999, 99990)","(1.75, 2.42, 2.3366666666666664)","(31.0, 130.0, 100.55555555555556)","(51.0, 120.0, 104.44444444444444)"
07-01-2023 19:25:29.771887,"(101.0, 250.0, 241.66666666666669)","(4.4, 99999, 99990)","(91.0, 130.0, 112.5)","(4.4, 5.4, 5.275)","(6.5, 8.6, 8.09090909090909)","(26.0, 99999, 99990)","(1.8, 2.42, 2.3266666666666667)","(41.0, 120.0, 108.33333333333333)","(51.0, 120.0, 104.44444444444444)"
07-01-2023 19:25:30.922150,"(101.0, 250.0, 233.33333333333334)","(4.4, 99999, 99990)","(91.0, 130.0, 112.5)","(4.4, 5.4, 5.275)","(6.5, 8.6, 8.218181818181819)","(26.0, 99999, 99990)","(1.8, 2.38, 2.373333333333333)","(41.0, 120.0, 108.33333333333333)","(51.0, 120.0, 100.0)"
07-01-2023 19:25:32.074907,"(101.0, 250.0, 233.33333333333334)","(4.4, 99999, 99990)","(91.0, 130.0, 112.5)","(4.4, 5.4, 5.233333333333333)","(6.5, 8.6, 8.218181818181819)","(26.0, 99999, 99990)","(1.8, 2.4, 2.373333333333333)","(41.0, 120.0, 108.33333333333333)","(51.0, 120.0, 100.0)"
07-01-2023 19:25:33.248723,"(101.0, 250.0, 233.33333333333334)","(4.4, 99999, 99990)","(91.0, 130.0, 112.5)","(4.4, 5.4, 5.233333333333333)","(6.5, 8.6, 8.218181818181819)","(26.0, 99999, 99990)","(1.8, 2.4, 2.394285714285714)","(41.0, 120.0, 108.33333333333333)","(51.0, 120.0, 100.0)"
07-01-2023 19:25:34.418286,"(101.0, 310.0, 255.0)","(4.4, 99999, 99990)","(91.0, 130.0, 118.33333333333333)","(4.4, 5.5, 5.3)","(6.5, 9.6, 9.163636363636364)","(26.0, 99999, 99990)","(1.8, 2.52, 2.3776744186046512)","(41.0, 120.0, 100.55555555555556)","(51.0, 120.0, 102.0)"
07-01-2023 19:25:35.559174,"(101.0, 310.0, 290.0)","(4.4, 99999, 99990)","(91.0, 130.0, 122.0)","(4.4, 5.5, 5.208333333333333)","(6.5, 9.6, 9.2)","(26.0, 99999, 99990)","(1.8, 2.52, 2.4885714285714284)","(41.0, 120.0, 113.0)","(51.0, 120.0, 100.0)"
07-01-2023 19:25:36.723442,"(101.0, 300.0, 271.42857142857144)","(4.4, 99999, 99990)","(91.0, 130.0, 142.5)","(4.4, 5.5, 5.4)","(6.5, 9.4, 12.294117647058824)","(26.0, 99999, 99990)","(1.8, 2.54, 2.042105263157895)","(41.0, 120.0, 110.71428571428572)","(51.0, 110.0, 120.9090909090909)"
07-01-2023 19:25:37.883770,"(101.0, 310.0, 243.33333333333334)","(4.4, 99999, 99990)","(91.0, 190.0, 179.0909090909091)","(4.4, 5.5, 4.942857142857143)","(6.5, 13.0, 11.76923076923077)","(26.0, 99999, 99990)","(1.8, 2.06, 2.297037037037037)","(41.0, 130.0, 127.85714285714286)","(51.0, 130.0, 115.71428571428572)"
07-01-2023 19:25:39.116323,"(101.0, 360.0, 235.0)","(4.0, 99999, 99990)","(91.0, 190.0, 168.57142857142856)","(4.4, 5.3, 4.9363636363636365)","(6.5, 12.0, 10.725)","(26.0, 99999, 99990)","(1.85, 2.38, 2.3000000000000003)","(41.0, 160.0, 113.88888888888889)","(51.0, 130.0, 110.0)"
07-01-2023 19:25:40.389216,"(101.0, 350.0, 230.0)","(4.0, 99999, 99990)","(91.0, 190.0, 168.57142857142856)","(4.4, 5.3, 4.91764705882353)","(6.5, 12.0, 10.4875)","(26.0, 99999, 99990)","(1.85, 2.52, 2.3026666666666666)","(41.0, 150.0, 129.0)","(51.0, 120.0, 105.0)"
07-01-2023 19:25:41.638905,"(101.0, 350.0, 230.0)","(4.0, 99999, 99990)","(91.0, 190.0, 160.0)","(4.4, 5.2, 4.938461538461538)","(6.5, 11.5, 10.36)","(26.0, 99999, 99990)","(1.85, 2.42, 2.3335714285714286)","(41.0, 140.0, 129.0)","(51.0, 120.0, 106.875)"
07-01-2023 19:25:42.896236,"(101.0, 350.0, 233.33333333333334)","(4.2, 99999, 99990)","(91.0, 180.0, 168.57142857142858)","(4.4, 5.1, 4.938461538461538)","(6.5, 11.5, 10.866666666666667)","(26.0, 99999, 99990)","(1.85, 2.42, 2.292727272727273)","(41.0, 140.0, 115.0)","(51.0, 120.0, 102.0)"
07-01-2023 19:25:44.062918,"(101.0, 340.0, 253.33333333333334)","(4.2, 99999, 99990)","(91.0, 180.0, 168.57142857142858)","(4.4, 5.1, 4.938461538461538)","(6.5, 11.5, 10.833333333333334)","(26.0, 99999, 99990)","(1.85, 2.42, 2.3075)","(41.0, 140.0, 132.85714285714286)","(51.0, 120.0, 102.0)"
07-01-2023 19:25:45.269040,"(101.0, 320.0, 284.0)","(4.2, 99999, 99990)","(91.0, 180.0, 168.57142857142858)","(4.4, 5.1, 4.8133333333333335)","(6.5, 11.5, 11.0)","(26.0, 99999, 99990)","(1.85, 2.42, 2.3281967213114756)","(41.0, 140.0, 132.85714285714286)","(51.0, 120.0, 102.0)"
07-01-2023 19:25:46.496586,"(101.0, 310.0, 267.5)","(4.2, 99999, 99990)","(91.0, 180.0, 168.57142857142858)","(4.4, 5.0, 4.808)","(7.0, 11.5, 11.0)","(26.0, 99999, 99990)","(1.85, 2.42, 2.3362025316455695)","(41.0, 140.0, 132.85714285714286)","(51.0, 120.0, 86.66666666666667)"
07-01-2023 19:25:47.799746,"(101.0, 310.0, 215.55555555555554)","(4.2, 99999, 99990)","(91.0, 180.0, 198.33333333333331)","(4.4, 5.0, 4.815384615384615)","(7.0, 11.5, 11.0)","(26.0, 99999, 99990)","(1.85, 2.4, 2.4183783783783785)","(41.0, 140.0, 123.33333333333333)","(51.0, 90.0, 87.5)"
07-01-2023 19:25:49.147300,"(101.0, 310.0, 203.75)","(4.2, 99999, 99990)","(91.0, 210.0, 198.33333333333331)","(4.4, 4.9, 4.8125)","(7.0, 11.5, 10.833333333333334)","(26.0, 99999, 99990)","(1.85, 2.46, 2.277943925233645)","(41.0, 140.0, 121.11111111111111)","(51.0, 90.0, 88.18181818181819)"
07-01-2023 19:25:50.470446,"(101.0, 310.0, 253.33333333333331)","(4.2, 99999, 99990)","(91.0, 200.0, 182.85714285714286)","(4.4, 5.0, 4.8307692307692305)","(7.0, 11.5, 12.321428571428571)","(26.0, 99999, 99990)","(1.85, 2.38, 2.2673170731707315)","(41.0, 130.0, 120.0)","(51.0, 90.0, 88.18181818181819)"
07-01-2023 19:25:51.744279,"(101.0, 360.0, 243.33333333333331)","(4.2, 99999, 99990)","(91.0, 200.0, 162.5)","(4.4, 5.0, 5.018181818181818)","(7.0, 12.5, 11.727272727272727)","(26.0, 99999, 99990)","(1.85, 2.38, 2.2674999999999996)","(41.0, 130.0, 120.0)","(51.0, 90.0, 88.18181818181819)"
07-01-2023 19:25:52.988853,"(101.0, 360.0, 272.5)","(4.2, 99999, 99990)","(91.0, 200.0, 162.5)","(4.4, 5.1, 5.018181818181818)","(7.0, 12.0, 11.727272727272727)","(26.0, 99999, 99990)","(1.85, 2.38, 2.2674999999999996)","(41.0, 130.0, 120.0)","(51.0, 90.0, 88.18181818181819)"
07-01-2023 19:25:54.180668,"(101.0, 350.0, 295.7142857142857)","(4.2, 99999, 99990)","(91.0, 190.0, 180.0)","(4.4, 5.1, 5.018181818181818)","(7.0, 12.0, 11.444444444444445)","(26.0, 99999, 99990)","(1.85, 2.38, 2.2685714285714282)","(41.0, 130.0, 116.66666666666667)","(51.0, 90.0, 88.18181818181819)"
07-01-2023 19:25:55.395018,"(101.0, 350.0, 305.88235294117646)","(4.2, 99999, 99990)","(91.0, 190.0, 180.0)","(4.4, 5.2, 5.064705882352941)","(7.0, 14.0, 13.5)","(26.0, 99999, 99990)","(1.85, 2.38, 2.28561797752809)","(41.0, 130.0, 116.66666666666667)","(51.0, 90.0, 88.18181818181819)"
07-01-2023 19:25:56.669238,"(101.0, 350.0, 338.46153846153845)","(4.2, 99999, 99990)","(91.0, 230.0, 156.66666666666666)","(4.4, 4.4, 4.4638554216867465)","(7.0, 17.5, 13.857142857142858)","(26.0, 99999, 99990)","(1.85, 2.34, 2.2663157894736843)","(41.0, 130.0, 120.0)","(51.0, 85.0, 89.0)"
