,Julius Franco,Maharajah Nz,Assassinator,Sir Lucas,Joes A Character,Motu Premier Nz,Stroke Of Luck,Hesashark,Culture King
07-01-2023 19:15:02.009847,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 152.5)","(5.0, 8.8, 6.8)","(6.0, 10.0, 8.32)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 44.5)","(51.0, 140.0, 102.5)"
07-01-2023 19:15:03.250133,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 190.0)","(5.0, 8.8, 6.8)","(6.0, 10.0, 8.32)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 44.5)","(51.0, 140.0, 102.5)"
07-01-2023 19:15:04.450593,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 190.0)","(5.0, 8.8, 6.8)","(6.0, 10.0, 8.32)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 56.8)","(51.0, 140.0, 102.5)"
07-01-2023 19:15:05.707623,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 190.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 7.942857142857143)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 56.8)","(51.0, 140.0, 102.5)"
07-01-2023 19:15:07.064583,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 190.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 7.942857142857143)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 56.8)","(51.0, 140.0, 102.5)"
07-01-2023 19:15:08.457943,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 190.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 7.942857142857143)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 56.8)","(51.0, 140.0, 102.5)"
07-01-2023 19:15:09.781928,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 190.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 7.942857142857143)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 56.8)","(51.0, 140.0, 102.5)"
07-01-2023 19:15:11.124596,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 190.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 7.942857142857143)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 56.8)","(51.0, 140.0, 102.5)"
07-01-2023 19:15:12.424999,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 190.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 7.942857142857143)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 56.8)","(51.0, 140.0, 102.5)"
07-01-2023 19:15:13.760015,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 190.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 7.942857142857143)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 56.8)","(51.0, 140.0, 102.5)"
07-01-2023 19:15:15.191270,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 190.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 7.942857142857143)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 56.8)","(51.0, 140.0, 102.5)"
07-01-2023 19:15:16.587906,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 190.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 7.942857142857143)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 56.8)","(51.0, 140.0, 102.5)"
07-01-2023 19:15:18.017617,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 190.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 7.942857142857143)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 56.8)","(51.0, 140.0, 102.5)"
07-01-2023 19:15:19.480703,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 190.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 7.942857142857143)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 56.8)","(51.0, 140.0, 102.5)"
07-01-2023 19:15:20.674706,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 190.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 7.942857142857143)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 56.8)","(51.0, 140.0, 102.5)"
07-01-2023 19:15:22.026895,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 190.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 7.942857142857143)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 56.8)","(51.0, 140.0, 102.5)"
07-01-2023 19:15:23.370332,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 190.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 7.942857142857143)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 56.8)","(51.0, 140.0, 102.5)"
07-01-2023 19:15:24.679563,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 190.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 7.942857142857143)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 44.5)","(51.0, 140.0, 102.5)"
07-01-2023 19:15:26.172791,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 190.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 7.942857142857143)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 44.5)","(51.0, 140.0, 102.5)"
07-01-2023 19:15:27.503435,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 190.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 7.942857142857143)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 44.5)","(51.0, 140.0, 102.5)"
07-01-2023 19:15:28.896165,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 190.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 7.942857142857143)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 44.5)","(51.0, 140.0, 102.5)"
07-01-2023 19:15:30.310626,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 190.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 7.942857142857143)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 44.5)","(51.0, 140.0, 102.5)"
07-01-2023 19:15:31.803139,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 190.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 7.942857142857143)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 44.5)","(51.0, 140.0, 102.5)"
07-01-2023 19:15:33.253865,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 190.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 7.942857142857143)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 44.5)","(51.0, 140.0, 102.5)"
07-01-2023 19:15:34.715380,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 190.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 7.942857142857143)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 44.5)","(51.0, 140.0, 102.5)"
07-01-2023 19:15:36.167604,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 190.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 7.942857142857143)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 44.5)","(51.0, 140.0, 102.5)"
07-01-2023 19:15:37.495566,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 190.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 7.942857142857143)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 44.5)","(51.0, 140.0, 102.5)"
07-01-2023 19:15:38.836545,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 190.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 7.942857142857143)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 44.5)","(51.0, 140.0, 102.5)"
07-01-2023 19:15:40.153200,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 190.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 7.942857142857143)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 44.5)","(51.0, 140.0, 102.5)"
07-01-2023 19:15:41.638529,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 190.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 7.942857142857143)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 44.5)","(51.0, 140.0, 102.5)"
07-01-2023 19:15:42.905995,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 190.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 7.942857142857143)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 44.5)","(51.0, 140.0, 102.5)"
07-01-2023 19:15:44.240325,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 190.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 7.942857142857143)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 44.5)","(51.0, 140.0, 102.5)"
07-01-2023 19:15:45.517199,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 190.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 7.942857142857143)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 44.5)","(51.0, 140.0, 102.5)"
07-01-2023 19:15:46.821167,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 190.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 7.942857142857143)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 44.5)","(51.0, 140.0, 102.5)"
07-01-2023 19:15:48.171150,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 190.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 7.942857142857143)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 44.5)","(51.0, 140.0, 102.5)"
07-01-2023 19:15:49.482325,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 190.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 7.942857142857143)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 44.5)","(51.0, 140.0, 102.5)"
07-01-2023 19:15:50.875452,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 190.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 7.942857142857143)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 44.5)","(51.0, 140.0, 102.5)"
07-01-2023 19:15:52.170469,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 190.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 7.942857142857143)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 44.5)","(51.0, 140.0, 102.5)"
07-01-2023 19:15:53.664784,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 190.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 7.942857142857143)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 44.5)","(51.0, 140.0, 102.5)"
07-01-2023 19:15:55.055654,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 190.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 7.942857142857143)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 44.5)","(51.0, 140.0, 102.5)"
07-01-2023 19:15:56.431505,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 190.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 7.942857142857143)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 56.8)","(51.0, 140.0, 102.5)"
07-01-2023 19:15:57.810899,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 190.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 7.942857142857143)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 56.8)","(51.0, 140.0, 102.5)"
07-01-2023 19:15:59.215009,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 190.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 7.942857142857143)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 56.8)","(51.0, 140.0, 102.5)"
07-01-2023 19:16:00.582247,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 190.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 7.942857142857143)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 56.8)","(51.0, 140.0, 102.5)"
07-01-2023 19:16:01.987422,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 190.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 7.942857142857143)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 56.8)","(51.0, 140.0, 102.5)"
07-01-2023 19:16:03.264160,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 190.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 7.942857142857143)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 56.8)","(51.0, 140.0, 102.5)"
07-01-2023 19:16:04.505421,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 190.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 7.942857142857143)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 56.8)","(51.0, 140.0, 102.5)"
07-01-2023 19:16:06.163962,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 190.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 7.942857142857143)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 56.8)","(51.0, 140.0, 102.5)"
07-01-2023 19:16:07.698283,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 190.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 7.942857142857143)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 56.8)","(51.0, 140.0, 102.5)"
07-01-2023 19:16:09.164605,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 190.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 7.942857142857143)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 56.8)","(51.0, 140.0, 102.5)"
07-01-2023 19:16:10.603746,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 190.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 7.942857142857143)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 56.8)","(51.0, 140.0, 102.5)"
07-01-2023 19:16:12.137784,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 190.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 7.942857142857143)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 56.8)","(51.0, 140.0, 102.5)"
07-01-2023 19:16:13.584828,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 190.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 7.942857142857143)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 56.8)","(51.0, 140.0, 102.5)"
07-01-2023 19:16:14.940319,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 190.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 7.942857142857143)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 44.5)","(51.0, 140.0, 102.5)"
07-01-2023 19:16:16.267012,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 190.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 7.942857142857143)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 44.5)","(51.0, 140.0, 102.5)"
07-01-2023 19:16:17.585185,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 190.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 7.942857142857143)","(26.0, 99999, 99990)","(1.6, 2.08, 1.9933333333333334)","(26.0, 65.0, 44.5)","(51.0, 140.0, 102.5)"
07-01-2023 19:16:18.794515,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 190.0)","(5.0, 8.8, 6.8)","(6.0, 9.8, 7.942857142857143)","(26.0, 99999, 99990)","(1.6, 2.08, 1.955)","(26.0, 65.0, 44.5)","(51.0, 140.0, 102.5)"
07-01-2023 19:16:20.058606,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 190.0)","(5.0, 8.6, 7.0)","(6.0, 9.8, 7.942857142857143)","(26.0, 99999, 99990)","(1.6, 2.08, 1.955)","(26.0, 65.0, 44.5)","(51.0, 140.0, 102.5)"
07-01-2023 19:16:21.293412,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 190.0)","(5.0, 8.6, 7.0)","(6.0, 9.8, 8.666666666666668)","(26.0, 99999, 99990)","(1.6, 2.08, 1.955)","(26.0, 65.0, 44.5)","(51.0, 140.0, 102.5)"
07-01-2023 19:16:22.726278,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 184.0)","(5.0, 8.6, 7.0)","(6.0, 9.4, 8.666666666666668)","(26.0, 99999, 99990)","(1.6, 2.08, 1.955)","(26.0, 65.0, 44.5)","(51.0, 140.0, 102.5)"
07-01-2023 19:16:24.031782,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 184.0)","(5.0, 8.6, 7.0)","(6.0, 9.4, 8.666666666666668)","(26.0, 99999, 99990)","(1.6, 2.08, 1.955)","(26.0, 65.0, 44.5)","(51.0, 140.0, 102.5)"
07-01-2023 19:16:25.543590,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 184.0)","(5.0, 8.6, 7.0)","(6.0, 9.4, 8.666666666666668)","(26.0, 99999, 99990)","(1.6, 2.08, 1.955)","(26.0, 65.0, 44.5)","(51.0, 140.0, 102.5)"
07-01-2023 19:16:26.934057,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 184.0)","(5.0, 8.6, 7.0)","(6.0, 9.4, 8.666666666666668)","(26.0, 99999, 99990)","(1.6, 2.08, 1.955)","(26.0, 65.0, 44.5)","(51.0, 140.0, 102.5)"
07-01-2023 19:16:28.209917,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 184.0)","(5.0, 8.6, 7.0)","(6.0, 9.4, 8.666666666666668)","(26.0, 99999, 99990)","(1.6, 2.08, 1.955)","(26.0, 65.0, 44.5)","(51.0, 140.0, 102.5)"
07-01-2023 19:16:29.643731,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 184.0)","(5.0, 8.6, 7.0)","(6.0, 9.4, 8.666666666666668)","(26.0, 99999, 99990)","(1.6, 2.08, 1.955)","(26.0, 65.0, 44.5)","(51.0, 140.0, 102.5)"
07-01-2023 19:16:31.182032,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 184.0)","(5.0, 8.6, 7.0)","(6.0, 9.4, 8.666666666666668)","(26.0, 99999, 99990)","(1.6, 2.08, 1.955)","(26.0, 65.0, 44.5)","(51.0, 140.0, 102.5)"
07-01-2023 19:16:32.644779,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 184.0)","(5.0, 8.6, 7.0)","(6.0, 9.4, 8.666666666666668)","(26.0, 99999, 99990)","(1.6, 2.08, 1.955)","(26.0, 65.0, 44.5)","(51.0, 140.0, 102.5)"
07-01-2023 19:16:34.077092,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 184.0)","(5.0, 8.6, 7.0)","(6.0, 9.4, 8.666666666666668)","(26.0, 99999, 99990)","(1.6, 2.08, 1.955)","(26.0, 65.0, 44.5)","(51.0, 140.0, 102.5)"
07-01-2023 19:16:35.490927,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 184.0)","(5.0, 8.6, 7.0)","(6.0, 9.4, 8.666666666666668)","(26.0, 99999, 99990)","(1.6, 2.08, 1.955)","(26.0, 65.0, 44.5)","(51.0, 140.0, 102.5)"
07-01-2023 19:16:36.805426,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 184.0)","(5.0, 8.6, 7.0)","(6.0, 9.4, 8.666666666666668)","(26.0, 99999, 99990)","(1.6, 2.08, 1.955)","(26.0, 65.0, 44.5)","(51.0, 140.0, 102.5)"
07-01-2023 19:16:38.142448,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 184.0)","(5.0, 8.6, 7.0)","(6.0, 9.4, 8.666666666666668)","(26.0, 99999, 99990)","(1.6, 2.08, 1.955)","(26.0, 65.0, 44.5)","(51.0, 140.0, 102.5)"
07-01-2023 19:16:39.617833,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 184.0)","(5.0, 8.6, 7.0)","(6.0, 9.4, 8.666666666666668)","(26.0, 99999, 99990)","(1.6, 2.08, 1.955)","(26.0, 65.0, 44.5)","(51.0, 140.0, 102.5)"
07-01-2023 19:16:41.420922,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 184.0)","(5.0, 8.6, 7.0)","(6.0, 9.4, 8.666666666666668)","(26.0, 99999, 99990)","(1.6, 2.08, 1.955)","(26.0, 65.0, 44.5)","(51.0, 140.0, 102.5)"
07-01-2023 19:16:43.237265,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 184.0)","(5.0, 8.6, 7.0)","(6.0, 9.4, 8.666666666666668)","(26.0, 99999, 99990)","(1.6, 2.08, 1.955)","(26.0, 65.0, 44.5)","(51.0, 140.0, 102.5)"
07-01-2023 19:16:45.098573,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 184.0)","(5.0, 8.6, 7.0)","(6.0, 9.4, 8.666666666666668)","(26.0, 99999, 99990)","(1.6, 2.08, 1.955)","(26.0, 65.0, 44.5)","(51.0, 140.0, 102.5)"
07-01-2023 19:16:46.625878,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 184.0)","(5.0, 8.6, 7.0)","(6.0, 9.4, 8.666666666666668)","(26.0, 99999, 99990)","(1.6, 2.08, 1.955)","(26.0, 65.0, 44.5)","(51.0, 140.0, 102.5)"
07-01-2023 19:16:48.137607,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 184.0)","(5.0, 8.6, 7.0)","(6.0, 9.4, 8.666666666666668)","(26.0, 99999, 99990)","(1.6, 2.08, 1.955)","(26.0, 65.0, 44.5)","(51.0, 140.0, 102.5)"
07-01-2023 19:16:49.901919,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 184.0)","(5.0, 8.6, 7.0)","(6.0, 9.4, 8.666666666666668)","(26.0, 99999, 99990)","(1.6, 2.08, 1.955)","(26.0, 65.0, 44.5)","(51.0, 140.0, 102.5)"
07-01-2023 19:16:51.581392,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 184.0)","(5.0, 8.6, 7.0)","(6.0, 9.4, 8.666666666666668)","(26.0, 99999, 99990)","(1.6, 2.08, 1.955)","(26.0, 65.0, 44.5)","(51.0, 140.0, 102.5)"
07-01-2023 19:16:53.456309,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 184.0)","(5.0, 8.6, 7.0)","(6.0, 9.4, 8.666666666666668)","(26.0, 99999, 99990)","(1.6, 2.08, 1.955)","(26.0, 65.0, 44.5)","(51.0, 140.0, 102.5)"
07-01-2023 19:16:55.279143,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 189.16666666666666)","(5.0, 8.6, 7.0)","(6.0, 9.4, 8.666666666666668)","(26.0, 99999, 99990)","(1.6, 2.08, 1.955)","(26.0, 65.0, 56.8)","(51.0, 140.0, 102.5)"
07-01-2023 19:16:57.079977,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 189.16666666666666)","(5.0, 8.6, 7.0)","(6.0, 9.4, 8.666666666666668)","(26.0, 99999, 99990)","(1.6, 2.08, 1.955)","(26.0, 65.0, 56.8)","(51.0, 140.0, 102.5)"
07-01-2023 19:16:58.792742,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 189.16666666666666)","(5.0, 8.6, 7.0)","(6.0, 9.4, 8.666666666666668)","(26.0, 99999, 99990)","(1.6, 2.08, 1.955)","(26.0, 65.0, 56.8)","(51.0, 140.0, 102.5)"
07-01-2023 19:17:00.426575,"(101.0, 230.0, 212.0)","(5.0, 99999, 99990)","(101.0, 210.0, 189.16666666666666)","(5.0, 8.6, 7.0)","(6.0, 9.4, 8.666666666666668)","(26.0, 99999, 99990)","(1.6, 2.08, 1.955)","(26.0, 65.0, 56.8)","(51.0, 140.0, 102.5)"
