,Wild Keyra,Miss Terri,Go Hard Son,Icy Hot,Dragon Smoke,Wheres Papi,Vecna,Summers Lost
04-01-2023 13:47:15.379637,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.55, 3.35)","(1.9, 2.34, 2.2205882352941178)","(71.0, 440.0, 218.0)","(51.0, 250.0, 226.25)","(6.0, 6.6, 6.333333333333333)","(12.0, 28.0, 27.625)"
04-01-2023 13:47:16.564921,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.34, 2.2205882352941178)","(71.0, 450.0, 300.0)","(51.0, 250.0, 278.75)","(6.0, 6.6, 6.333333333333333)","(12.0, 28.0, 27.625)"
04-01-2023 13:47:17.608131,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.34, 2.2205882352941178)","(71.0, 440.0, 300.0)","(51.0, 310.0, 278.75)","(6.0, 6.6, 6.333333333333333)","(12.0, 28.0, 27.625)"
04-01-2023 13:47:18.664252,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.34, 2.209032258064516)","(71.0, 440.0, 300.0)","(51.0, 310.0, 278.75)","(6.0, 6.6, 6.333333333333333)","(12.0, 28.0, 27.625)"
04-01-2023 13:47:19.757564,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.375)","(1.9, 2.34, 2.2205882352941178)","(71.0, 440.0, 300.0)","(51.0, 310.0, 278.75)","(6.0, 6.6, 6.1000000000000005)","(12.0, 28.0, 27.625)"
04-01-2023 13:47:20.818636,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.375)","(1.9, 2.34, 2.2205882352941178)","(71.0, 440.0, 300.0)","(51.0, 310.0, 278.75)","(6.0, 6.6, 6.266666666666667)","(12.0, 28.0, 27.625)"
04-01-2023 13:47:21.765937,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.34, 2.2205882352941178)","(71.0, 440.0, 300.0)","(51.0, 310.0, 278.75)","(6.0, 6.6, 6.266666666666667)","(12.0, 28.0, 27.625)"
04-01-2023 13:47:22.729289,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.34, 2.2205882352941178)","(71.0, 440.0, 300.0)","(51.0, 310.0, 278.75)","(6.0, 6.6, 6.266666666666667)","(12.0, 28.0, 27.625)"
04-01-2023 13:47:23.797081,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.34, 2.2205882352941178)","(71.0, 440.0, 300.0)","(51.0, 310.0, 278.75)","(6.0, 6.6, 6.266666666666667)","(12.0, 28.0, 27.625)"
04-01-2023 13:47:24.903304,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.34, 2.2205882352941178)","(71.0, 440.0, 300.0)","(51.0, 310.0, 278.75)","(6.0, 6.6, 6.266666666666667)","(12.0, 28.0, 27.625)"
04-01-2023 13:47:26.045887,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.34, 2.2205882352941178)","(71.0, 440.0, 300.0)","(51.0, 310.0, 278.75)","(6.0, 6.6, 6.266666666666667)","(12.0, 28.0, 27.625)"
04-01-2023 13:47:27.135606,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.34, 2.2205882352941178)","(71.0, 440.0, 300.0)","(51.0, 310.0, 226.25)","(6.0, 6.6, 6.333333333333333)","(12.0, 28.0, 27.625)"
04-01-2023 13:47:28.220199,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.3333333333333335)","(1.9, 2.34, 2.2205882352941178)","(71.0, 440.0, 275.0)","(51.0, 250.0, 217.5)","(6.0, 6.6, 6.333333333333333)","(12.0, 28.0, 27.625)"
04-01-2023 13:47:29.284666,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.55, 3.2916666666666665)","(1.9, 2.34, 2.2205882352941178)","(71.0, 390.0, 275.0)","(51.0, 240.0, 217.5)","(6.0, 6.6, 6.333333333333333)","(12.0, 28.0, 27.625)"
04-01-2023 13:47:30.398991,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.34, 2.2205882352941178)","(71.0, 390.0, 275.0)","(51.0, 240.0, 217.5)","(6.0, 6.6, 6.333333333333333)","(12.0, 28.0, 27.625)"
04-01-2023 13:47:31.551829,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.34, 2.2205882352941178)","(71.0, 390.0, 275.0)","(51.0, 240.0, 217.5)","(6.0, 6.6, 6.333333333333333)","(12.0, 28.0, 27.625)"
04-01-2023 13:47:32.687426,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.34, 2.209032258064516)","(71.0, 390.0, 275.0)","(51.0, 240.0, 217.5)","(6.0, 6.6, 6.333333333333333)","(12.0, 28.0, 27.625)"
04-01-2023 13:47:33.792383,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.34, 2.2205882352941178)","(71.0, 390.0, 275.0)","(51.0, 240.0, 217.5)","(6.0, 6.6, 6.2)","(12.0, 28.0, 27.625)"
04-01-2023 13:47:34.960436,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.34, 2.2205882352941178)","(71.0, 390.0, 275.0)","(51.0, 240.0, 217.5)","(6.0, 6.6, 6.266666666666667)","(12.0, 28.0, 27.625)"
04-01-2023 13:47:36.059276,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.375)","(1.9, 2.34, 2.2205882352941178)","(71.0, 390.0, 275.0)","(51.0, 240.0, 217.5)","(6.0, 6.6, 6.266666666666667)","(12.0, 28.0, 27.625)"
04-01-2023 13:47:37.142103,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.34, 2.2205882352941178)","(71.0, 390.0, 275.0)","(51.0, 240.0, 217.5)","(6.0, 6.6, 6.266666666666667)","(12.0, 28.0, 27.625)"
04-01-2023 13:47:38.290736,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.34, 2.2205882352941178)","(71.0, 390.0, 275.0)","(51.0, 240.0, 217.5)","(6.0, 6.6, 6.266666666666667)","(12.0, 28.0, 27.625)"
04-01-2023 13:47:39.439562,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.34, 2.1903225806451614)","(71.0, 390.0, 275.0)","(51.0, 240.0, 217.5)","(6.0, 6.6, 6.266666666666667)","(12.0, 28.0, 27.625)"
04-01-2023 13:47:40.647577,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.34, 2.2205882352941178)","(71.0, 390.0, 275.0)","(51.0, 240.0, 217.5)","(6.0, 6.6, 6.333333333333333)","(12.0, 28.0, 27.625)"
04-01-2023 13:47:41.876236,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.34, 2.2205882352941178)","(71.0, 390.0, 275.0)","(51.0, 240.0, 217.5)","(6.0, 6.6, 6.333333333333333)","(12.0, 28.0, 27.625)"
04-01-2023 13:47:43.044139,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.34, 2.2205882352941178)","(71.0, 390.0, 300.0)","(51.0, 240.0, 278.75)","(6.0, 6.6, 6.333333333333333)","(12.0, 28.0, 27.625)"
04-01-2023 13:47:44.107391,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.34, 2.2205882352941178)","(71.0, 440.0, 300.0)","(51.0, 310.0, 278.75)","(6.0, 6.6, 6.333333333333333)","(12.0, 28.0, 27.625)"
04-01-2023 13:47:45.111658,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.34, 2.2205882352941178)","(71.0, 440.0, 300.0)","(51.0, 310.0, 278.75)","(6.0, 6.6, 6.333333333333333)","(12.0, 28.0, 27.625)"
04-01-2023 13:47:46.178686,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.34, 2.2205882352941178)","(71.0, 440.0, 300.0)","(51.0, 310.0, 278.75)","(6.0, 6.6, 6.333333333333333)","(12.0, 28.0, 27.625)"
04-01-2023 13:47:47.329771,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.34, 2.2205882352941178)","(71.0, 440.0, 300.0)","(51.0, 310.0, 278.75)","(6.0, 6.6, 6.1000000000000005)","(12.0, 28.0, 27.625)"
04-01-2023 13:47:48.544712,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.34, 2.2205882352941178)","(71.0, 440.0, 300.0)","(41.0, 310.0, 278.75)","(6.0, 6.6, 6.266666666666667)","(12.0, 28.0, 27.625)"
04-01-2023 13:47:49.606573,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.34, 2.2205882352941178)","(71.0, 440.0, 300.0)","(41.0, 310.0, 278.75)","(6.0, 6.6, 6.266666666666667)","(12.0, 28.0, 27.625)"
04-01-2023 13:47:50.726834,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.34, 2.2205882352941178)","(71.0, 440.0, 218.0)","(41.0, 310.0, 278.75)","(6.0, 6.6, 6.266666666666667)","(12.0, 28.0, 27.833333333333332)"
04-01-2023 13:47:51.822154,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.34, 2.2205882352941178)","(71.0, 450.0, 275.0)","(41.0, 310.0, 217.5)","(6.0, 6.6, 6.2)","(12.0, 28.0, 29.5)"
04-01-2023 13:47:52.896462,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.34, 2.2205882352941178)","(71.0, 390.0, 270.0)","(41.0, 240.0, 217.5)","(6.0, 6.6, 6.266666666666667)","(12.0, 30.0, 29.5)"
04-01-2023 13:47:54.044528,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.34, 2.2205882352941178)","(71.0, 380.0, 270.0)","(41.0, 240.0, 217.5)","(6.0, 6.6, 6.138461538461538)","(12.0, 30.0, 29.5)"
04-01-2023 13:47:55.183579,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.34, 2.2205882352941178)","(71.0, 380.0, 270.0)","(41.0, 240.0, 217.5)","(6.0, 6.6, 6.333333333333333)","(12.0, 30.0, 29.5)"
04-01-2023 13:47:56.247481,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.34, 2.2205882352941178)","(71.0, 380.0, 270.0)","(41.0, 240.0, 278.75)","(6.0, 6.6, 6.333333333333333)","(12.0, 30.0, 29.5)"
04-01-2023 13:47:57.292408,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.34, 2.2205882352941178)","(71.0, 380.0, 270.0)","(41.0, 310.0, 278.75)","(6.0, 6.6, 6.333333333333333)","(12.0, 30.0, 29.5)"
04-01-2023 13:47:58.269569,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.34, 2.2205882352941178)","(71.0, 380.0, 270.0)","(41.0, 310.0, 270.0)","(6.0, 6.6, 6.333333333333333)","(12.0, 30.0, 29.5)"
04-01-2023 13:47:59.308041,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.34, 2.2205882352941178)","(71.0, 380.0, 270.0)","(41.0, 300.0, 270.0)","(6.0, 6.6, 6.333333333333333)","(12.0, 30.0, 29.5)"
04-01-2023 13:48:00.382662,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.34, 2.2205882352941178)","(71.0, 380.0, 270.0)","(41.0, 300.0, 270.0)","(6.0, 6.6, 6.333333333333333)","(12.0, 30.0, 29.5)"
04-01-2023 13:48:01.306851,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.34, 2.1903225806451614)","(71.0, 380.0, 270.0)","(41.0, 300.0, 270.0)","(6.0, 6.6, 6.2)","(12.0, 30.0, 29.5)"
04-01-2023 13:48:02.293086,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.34, 2.2205882352941178)","(71.0, 380.0, 270.0)","(41.0, 300.0, 270.0)","(6.0, 6.6, 6.2)","(12.0, 30.0, 29.5)"
04-01-2023 13:48:03.551954,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.34, 2.2205882352941178)","(71.0, 380.0, 270.0)","(41.0, 300.0, 270.0)","(6.0, 6.6, 6.2)","(12.0, 30.0, 29.5)"
04-01-2023 13:48:04.611024,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.34, 2.2205882352941178)","(71.0, 380.0, 270.0)","(41.0, 300.0, 270.0)","(6.0, 6.6, 6.2)","(12.0, 30.0, 29.5)"
04-01-2023 13:48:05.666191,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.34, 2.2205882352941178)","(71.0, 380.0, 270.0)","(41.0, 300.0, 270.0)","(6.0, 6.6, 6.2)","(12.0, 30.0, 29.5)"
04-01-2023 13:48:06.695033,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.34, 2.2205882352941178)","(71.0, 380.0, 270.0)","(41.0, 300.0, 270.0)","(6.0, 6.6, 6.2)","(12.0, 30.0, 29.5)"
04-01-2023 13:48:07.774029,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.34, 2.2205882352941178)","(71.0, 380.0, 218.0)","(41.0, 300.0, 278.75)","(6.0, 6.6, 6.2)","(12.0, 30.0, 29.5)"
04-01-2023 13:48:08.936571,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.34, 2.2205882352941178)","(71.0, 450.0, 300.0)","(41.0, 310.0, 278.75)","(6.0, 6.6, 6.2)","(12.0, 30.0, 29.5)"
04-01-2023 13:48:10.118057,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.34, 2.2205882352941178)","(71.0, 440.0, 300.0)","(41.0, 310.0, 278.75)","(6.0, 6.6, 6.2)","(12.0, 30.0, 29.5)"
04-01-2023 13:48:11.339402,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.34, 2.2205882352941178)","(71.0, 440.0, 300.0)","(41.0, 310.0, 278.75)","(6.0, 6.6, 6.2)","(12.0, 30.0, 29.5)"
04-01-2023 13:48:12.450812,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.34, 2.2205882352941178)","(71.0, 440.0, 300.0)","(41.0, 310.0, 278.75)","(6.0, 6.6, 6.2)","(12.0, 30.0, 29.5)"
04-01-2023 13:48:13.654025,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.34, 2.2205882352941178)","(71.0, 440.0, 300.0)","(41.0, 310.0, 278.75)","(6.0, 6.6, 6.2)","(12.0, 30.0, 29.5)"
04-01-2023 13:48:14.718149,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.34, 2.2205882352941178)","(71.0, 440.0, 300.0)","(41.0, 310.0, 278.75)","(6.0, 6.6, 5.963636363636364)","(12.0, 30.0, 29.5)"
04-01-2023 13:48:15.806052,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.34, 2.2205882352941178)","(71.0, 440.0, 218.0)","(41.0, 310.0, 278.75)","(6.0, 6.6, 6.2)","(12.0, 30.0, 29.5)"
04-01-2023 13:48:16.823865,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.34, 2.2205882352941178)","(71.0, 450.0, 270.0)","(41.0, 310.0, 212.72727272727272)","(6.0, 6.6, 6.2)","(12.0, 30.0, 29.5)"
04-01-2023 13:48:17.936534,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.34, 2.2205882352941178)","(71.0, 380.0, 270.0)","(41.0, 300.0, 261.25)","(6.0, 6.6, 6.2)","(12.0, 30.0, 29.5)"
04-01-2023 13:48:19.132555,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.34, 2.2205882352941178)","(71.0, 380.0, 270.0)","(41.0, 290.0, 261.25)","(6.0, 6.6, 6.2)","(12.0, 30.0, 29.5)"
04-01-2023 13:48:20.255073,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.34, 2.2205882352941178)","(71.0, 380.0, 218.0)","(41.0, 290.0, 212.72727272727272)","(6.0, 6.6, 6.2)","(12.0, 30.0, 29.272727272727273)"
04-01-2023 13:48:21.367153,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.34, 2.2205882352941178)","(71.0, 450.0, 265.0)","(41.0, 300.0, 212.72727272727272)","(6.0, 6.6, 6.2)","(12.0, 32.0, 33.6)"
04-01-2023 13:48:22.464638,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.34, 2.2205882352941178)","(71.0, 370.0, 265.0)","(41.0, 300.0, 212.72727272727272)","(6.0, 6.6, 6.2)","(12.0, 38.0, 31.714285714285715)"
04-01-2023 13:48:23.464668,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.34, 2.2205882352941178)","(71.0, 370.0, 265.0)","(41.0, 300.0, 212.72727272727272)","(6.0, 6.6, 6.2)","(12.0, 38.0, 31.714285714285715)"
04-01-2023 13:48:24.571618,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.55, 3.35)","(1.9, 2.34, 2.220689655172414)","(71.0, 370.0, 265.0)","(41.0, 300.0, 212.72727272727272)","(6.0, 6.6, 6.2)","(12.0, 38.0, 33.6)"
04-01-2023 13:48:25.656091,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.32, 2.220689655172414)","(71.0, 370.0, 265.0)","(41.0, 300.0, 212.72727272727272)","(6.0, 6.6, 6.2)","(12.0, 38.0, 34.07142857142857)"
04-01-2023 13:48:26.736071,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.32, 2.220689655172414)","(71.0, 370.0, 265.0)","(41.0, 300.0, 212.72727272727272)","(6.0, 6.6, 6.2)","(12.0, 38.0, 32.166666666666664)"
04-01-2023 13:48:27.831220,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.32, 2.2092307692307696)","(71.0, 370.0, 265.0)","(41.0, 300.0, 212.72727272727272)","(6.0, 6.6, 6.2)","(12.0, 38.0, 32.166666666666664)"
04-01-2023 13:48:28.887987,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.32, 2.204137931034483)","(71.0, 370.0, 265.0)","(41.0, 300.0, 212.72727272727272)","(6.0, 6.6, 6.133333333333334)","(12.0, 38.0, 33.625)"
04-01-2023 13:48:29.892322,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.32, 2.220689655172414)","(71.0, 370.0, 265.0)","(41.0, 300.0, 212.72727272727272)","(6.0, 6.6, 6.133333333333334)","(12.0, 38.0, 33.625)"
04-01-2023 13:48:30.924809,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.3, 2.2384615384615385)","(71.0, 370.0, 265.0)","(41.0, 300.0, 212.72727272727272)","(6.0, 6.6, 6.08421052631579)","(12.0, 38.0, 33.625)"
04-01-2023 13:48:31.899571,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.3, 2.2357142857142858)","(71.0, 370.0, 218.0)","(41.0, 300.0, 212.72727272727272)","(6.0, 6.6, 6.133333333333334)","(12.0, 38.0, 33.625)"
04-01-2023 13:48:32.915862,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.3, 2.2357142857142858)","(71.0, 450.0, 218.0)","(41.0, 300.0, 212.72727272727272)","(6.0, 6.6, 6.133333333333334)","(12.0, 38.0, 33.625)"
04-01-2023 13:48:34.206856,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.3, 2.2357142857142858)","(71.0, 440.0, 218.0)","(41.0, 300.0, 212.72727272727272)","(6.0, 6.6, 6.133333333333334)","(12.0, 38.0, 33.625)"
04-01-2023 13:48:35.261448,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.3, 2.2357142857142858)","(71.0, 450.0, 218.0)","(41.0, 300.0, 200.0)","(6.0, 6.6, 6.133333333333334)","(12.0, 38.0, 33.625)"
04-01-2023 13:48:36.512962,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.3, 2.2357142857142858)","(71.0, 370.0, 265.0)","(41.0, 300.0, 200.0)","(6.0, 6.6, 6.155555555555555)","(12.0, 38.0, 33.625)"
04-01-2023 13:48:37.686987,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.35)","(1.9, 2.3, 2.2357142857142858)","(71.0, 370.0, 260.0)","(41.0, 300.0, 212.72727272727272)","(6.0, 6.6, 6.155555555555555)","(12.0, 38.0, 33.625)"
04-01-2023 13:48:38.787953,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.55, 3.35)","(1.9, 2.3, 2.2357142857142858)","(71.0, 360.0, 260.0)","(41.0, 300.0, 212.72727272727272)","(6.0, 6.6, 6.155555555555555)","(12.0, 38.0, 33.625)"
04-01-2023 13:48:40.043188,"(18.0, 60.0, 50.11764705882353)","(16.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.3, 2.2357142857142858)","(71.0, 360.0, 260.0)","(41.0, 300.0, 212.72727272727272)","(6.0, 6.6, 6.155555555555555)","(12.0, 38.0, 33.625)"
04-01-2023 13:48:41.176719,"(18.0, 60.0, 50.11764705882353)","(17.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.3, 2.2357142857142858)","(71.0, 360.0, 260.0)","(41.0, 300.0, 214.54545454545453)","(6.0, 6.6, 6.155555555555555)","(12.0, 38.0, 34.625)"
04-01-2023 13:48:42.220604,"(18.0, 60.0, 50.11764705882353)","(17.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.3, 2.2357142857142858)","(71.0, 360.0, 260.0)","(41.0, 300.0, 197.77777777777777)","(6.0, 6.6, 5.984615384615385)","(12.0, 38.0, 36.0)"
04-01-2023 13:48:43.301010,"(18.0, 60.0, 50.11764705882353)","(17.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.3, 2.2357142857142858)","(71.0, 360.0, 260.0)","(41.0, 300.0, 229.23076923076923)","(6.0, 6.6, 6.08421052631579)","(12.0, 38.0, 36.0)"
04-01-2023 13:48:44.351768,"(18.0, 60.0, 50.11764705882353)","(17.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.3, 2.2357142857142858)","(71.0, 360.0, 260.0)","(41.0, 300.0, 267.1428571428571)","(6.0, 6.6, 6.1692307692307695)","(12.0, 38.0, 36.0)"
04-01-2023 13:48:45.396886,"(18.0, 60.0, 50.11764705882353)","(17.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.3, 2.2357142857142858)","(71.0, 360.0, 260.0)","(41.0, 300.0, 220.0)","(6.0, 6.6, 6.366666666666666)","(12.0, 38.0, 36.0)"
04-01-2023 13:48:46.452540,"(18.0, 60.0, 50.11764705882353)","(17.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.3, 2.2357142857142858)","(71.0, 360.0, 260.0)","(41.0, 320.0, 243.75)","(6.0, 6.6, 6.366666666666666)","(12.0, 38.0, 35.75)"
04-01-2023 13:48:47.470548,"(18.0, 60.0, 50.11764705882353)","(17.0, 55.0, 48.0)","(2.8, 3.5, 3.2916666666666665)","(1.9, 2.3, 2.2357142857142858)","(71.0, 360.0, 260.0)","(41.0, 300.0, 243.75)","(6.0, 6.6, 6.366666666666666)","(12.0, 38.0, 40.333333333333336)"
