,Clearly Regal,Dont Forget Dad,Wonfontein,Razzama,Killzy,Nashian,Prince Of Troy,Clay Pan Boogie,Harry And The Duke
09-01-2023 14:28:20.138946,"(20.0, 28.0, 25.5)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 14.571428571428571)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:28:21.435095,"(20.0, 28.0, 25.5)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 14.571428571428571)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:28:22.866845,"(20.0, 28.0, 25.5)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 14.947368421052632)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:28:24.085485,"(20.0, 28.0, 25.5)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 14.947368421052632)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:28:25.226141,"(20.0, 28.0, 25.5)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 14.947368421052632)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:28:26.593645,"(20.0, 28.0, 25.5)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 14.947368421052632)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:28:27.956255,"(20.0, 28.0, 25.5)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 14.947368421052632)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:28:29.301129,"(20.0, 28.0, 25.5)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 14.947368421052632)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:28:30.582033,"(20.0, 28.0, 25.5)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 14.947368421052632)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:28:31.979904,"(20.0, 28.0, 25.5)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 14.947368421052632)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:28:33.368983,"(20.0, 28.0, 25.5)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 14.947368421052632)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:28:34.656637,"(20.0, 28.0, 25.5)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 14.947368421052632)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:28:36.157754,"(20.0, 28.0, 25.5)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 14.947368421052632)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:28:37.473155,"(20.0, 28.0, 25.5)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 14.947368421052632)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:28:38.765017,"(20.0, 28.0, 25.5)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 14.947368421052632)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:28:40.292764,"(20.0, 28.0, 25.5)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 14.947368421052632)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:28:41.804680,"(20.0, 28.0, 25.5)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 14.947368421052632)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:28:43.101918,"(20.0, 28.0, 25.5)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 14.947368421052632)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:28:44.358302,"(20.0, 28.0, 25.5)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 14.947368421052632)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:28:45.558878,"(20.0, 28.0, 25.5)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 14.928571428571429)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:28:46.841965,"(20.0, 28.0, 25.5)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 14.928571428571429)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:28:48.126628,"(20.0, 28.0, 25.5)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.045454545454545)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:28:49.438642,"(20.0, 28.0, 25.5)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.045454545454545)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:28:50.797683,"(20.0, 28.0, 25.5)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.045454545454545)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:28:52.113146,"(20.0, 28.0, 25.5)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.045454545454545)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:28:53.443386,"(20.0, 28.0, 25.5)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.045454545454545)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:28:54.738371,"(20.0, 28.0, 25.5)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.045454545454545)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:28:56.073039,"(20.0, 28.0, 25.5)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.045454545454545)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:28:57.405595,"(20.0, 28.0, 25.5)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.045454545454545)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:28:58.743395,"(20.0, 28.0, 25.5)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.045454545454545)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:29:00.081166,"(20.0, 28.0, 25.5)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.045454545454545)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:29:01.381773,"(20.0, 28.0, 25.5)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.045454545454545)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:29:02.645596,"(20.0, 28.0, 25.5)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.045454545454545)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:29:03.886903,"(20.0, 28.0, 25.5)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:29:05.210814,"(20.0, 28.0, 25.5)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:29:06.488067,"(20.0, 28.0, 25.5)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:29:07.738426,"(20.0, 28.0, 25.5)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:29:09.189966,"(20.0, 28.0, 25.5)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:29:10.698145,"(20.0, 28.0, 25.5)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:29:12.019171,"(20.0, 28.0, 25.5)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:29:13.385046,"(20.0, 28.0, 25.5)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:29:14.710351,"(20.0, 28.0, 25.5)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:29:15.972510,"(20.0, 28.0, 25.5)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:29:17.202804,"(20.0, 28.0, 25.5)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:29:18.471983,"(20.0, 28.0, 25.5)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:29:19.827312,"(20.0, 28.0, 25.5)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:29:21.111927,"(20.0, 28.0, 25.5)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:29:22.456103,"(20.0, 28.0, 25.5)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:29:23.781457,"(20.0, 28.0, 25.5)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:29:25.215527,"(20.0, 28.0, 25.5)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:29:26.824734,"(20.0, 28.0, 25.5)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:29:28.314230,"(20.0, 28.0, 25.5)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:29:29.825005,"(20.0, 28.0, 25.5)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:29:31.207328,"(20.0, 28.0, 25.5)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:29:32.473809,"(20.0, 28.0, 25.5)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:29:33.688974,"(20.0, 28.0, 25.5)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 25.0625)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:29:34.899690,"(20.0, 28.0, 25.5)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 24.142857142857142)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:29:36.142268,"(20.0, 28.0, 25.857142857142858)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 24.142857142857142)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:29:37.479964,"(20.0, 28.0, 25.857142857142858)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 24.142857142857142)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:29:38.780571,"(20.0, 28.0, 25.857142857142858)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 24.142857142857142)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:29:40.225977,"(20.0, 28.0, 25.857142857142858)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 24.142857142857142)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:29:41.804809,"(20.0, 28.0, 25.857142857142858)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 24.142857142857142)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:29:43.343319,"(20.0, 28.0, 25.857142857142858)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 24.142857142857142)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:29:44.744677,"(20.0, 28.0, 25.857142857142858)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 24.142857142857142)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:29:46.132193,"(20.0, 28.0, 25.857142857142858)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 24.142857142857142)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:29:47.649870,"(20.0, 28.0, 25.857142857142858)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 25.1875)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:29:48.968800,"(20.0, 28.0, 25.857142857142858)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 25.1875)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:29:50.244712,"(20.0, 28.0, 25.857142857142858)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 25.1875)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:29:51.496110,"(20.0, 28.0, 25.857142857142858)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 25.1875)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:29:52.699763,"(20.0, 28.0, 25.857142857142858)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 25.1875)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:29:53.940680,"(20.0, 28.0, 25.857142857142858)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 25.1875)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:29:55.240787,"(20.0, 28.0, 25.857142857142858)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 25.1875)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:29:56.508026,"(20.0, 28.0, 25.857142857142858)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 25.1875)","(101.0, 220.0, 181.42857142857142)"
09-01-2023 14:29:57.780186,"(20.0, 28.0, 25.857142857142858)","(10.0, 21.0, 16.2)","(14.0, 21.0, 19.428571428571427)","(1.85, 2.14, 2.064968944099379)","(3.5, 4.1, 3.934285714285714)","(11.0, 16.0, 15.34375)","(51.0, 220.0, 147.14285714285714)","(9.0, 26.0, 25.1875)","(101.0, 220.0, 181.42857142857142)"
