,Clearly Regal,Dont Forget Dad,Wonfontein,Razzama,Killzy,Nashian,Prince Of Troy,Clay Pan Boogie,Harry And The Duke
09-01-2023 14:46:54.921907,"(31.0, 50.0, 49.81818181818182)","(11.0, 14.5, 13.928571428571429)","(13.0, 17.0, 15.754716981132075)","(1.9, 2.16, 2.084663677130045)","(3.7, 4.7, 4.476829268292684)","(11.0, 15.5, 15.14864864864865)","(31.0, 44.0, 40.705882352941174)","(12.0, 19.0, 18.130434782608695)","(61.0, 120.0, 115.78947368421052)"
09-01-2023 14:46:56.071317,"(31.0, 50.0, 49.833333333333336)","(12.0, 14.5, 13.875)","(14.0, 17.0, 15.918032786885245)","(1.9, 2.16, 2.084663677130045)","(3.8, 4.7, 4.476829268292684)","(11.0, 15.5, 15.14864864864865)","(31.0, 44.0, 40.705882352941174)","(12.0, 19.0, 18.130434782608695)","(61.0, 120.0, 116.0)"
09-01-2023 14:46:57.239700,"(31.0, 55.0, 54.416666666666664)","(12.0, 14.5, 13.875)","(14.0, 17.0, 15.918032786885245)","(1.9, 2.16, 2.084663677130045)","(3.8, 4.7, 4.4872093023255815)","(11.0, 15.5, 15.14864864864865)","(31.0, 44.0, 40.705882352941174)","(12.0, 19.0, 18.130434782608695)","(61.0, 120.0, 113.91304347826087)"
09-01-2023 14:46:58.347775,"(31.0, 55.0, 54.416666666666664)","(12.0, 14.5, 13.875)","(14.0, 17.0, 15.918032786885245)","(1.9, 2.16, 2.0856830601092895)","(3.8, 4.7, 4.4653846153846155)","(11.0, 15.5, 15.127906976744185)","(31.0, 44.0, 39.333333333333336)","(12.0, 19.0, 17.695652173913043)","(61.0, 120.0, 116.0)"
09-01-2023 14:46:59.489887,"(31.0, 55.0, 49.166666666666664)","(12.0, 14.5, 13.875)","(14.0, 17.0, 15.88135593220339)","(1.9, 2.16, 2.097818181818182)","(3.8, 4.7, 4.4653846153846155)","(11.0, 15.5, 15.127906976744185)","(31.0, 44.0, 39.333333333333336)","(12.0, 19.0, 17.625)","(61.0, 120.0, 116.0)"
09-01-2023 14:47:00.825090,"(31.0, 55.0, 49.166666666666664)","(12.0, 14.5, 13.666666666666666)","(14.0, 17.0, 16.22222222222222)","(1.9, 2.16, 2.10969696969697)","(3.8, 4.7, 4.4653846153846155)","(11.0, 15.5, 15.127906976744185)","(31.0, 44.0, 42.41509433962264)","(12.0, 18.0, 17.8)","(61.0, 120.0, 116.0)"
09-01-2023 14:47:02.138104,"(31.0, 55.0, 50.5)","(12.0, 14.5, 13.666666666666666)","(14.0, 16.5, 16.11904761904762)","(1.9, 2.16, 2.11290780141844)","(3.8, 4.7, 4.4653846153846155)","(11.0, 15.5, 15.127906976744185)","(31.0, 44.0, 42.41509433962264)","(12.0, 19.0, 17.8)","(61.0, 120.0, 116.0)"
09-01-2023 14:47:03.432946,"(31.0, 48.0, 47.0)","(12.0, 14.5, 13.666666666666666)","(14.0, 16.5, 15.964285714285714)","(1.9, 2.16, 2.0856521739130436)","(3.8, 4.7, 4.592592592592593)","(11.0, 15.5, 15.127906976744185)","(31.0, 44.0, 42.41509433962264)","(12.0, 19.0, 17.8)","(61.0, 120.0, 116.0)"
09-01-2023 14:47:04.762490,"(31.0, 48.0, 47.25)","(12.0, 14.5, 14.324324324324325)","(14.0, 16.5, 15.568965517241379)","(1.9, 2.1, 2.090212765957447)","(3.8, 4.7, 4.639583333333333)","(11.0, 15.5, 15.104166666666666)","(31.0, 44.0, 40.5)","(12.0, 19.0, 18.09090909090909)","(61.0, 120.0, 114.66666666666667)"
09-01-2023 14:47:06.074801,"(31.0, 48.0, 47.4)","(12.0, 14.5, 13.352941176470589)","(14.0, 16.0, 15.572649572649572)","(1.9, 2.1, 2.090263157894737)","(3.8, 4.7, 4.653225806451613)","(11.0, 15.5, 15.160714285714286)","(31.0, 44.0, 40.470588235294116)","(12.0, 19.0, 17.8)","(61.0, 120.0, 110.0)"
09-01-2023 14:47:07.329475,"(31.0, 48.0, 47.6)","(12.0, 14.5, 13.735294117647058)","(14.0, 16.0, 15.541666666666666)","(1.9, 2.1, 2.097837837837838)","(3.8, 4.7, 4.661842105263158)","(11.0, 15.5, 15.183333333333334)","(31.0, 44.0, 40.266666666666666)","(12.0, 18.0, 17.6)","(61.0, 120.0, 111.25)"
09-01-2023 14:47:08.551137,"(31.0, 48.0, 47.64705882352941)","(12.0, 14.5, 13.28125)","(14.0, 16.0, 15.541666666666666)","(1.9, 2.14, 2.097837837837838)","(3.8, 4.7, 4.661842105263158)","(11.0, 15.5, 15.183333333333334)","(31.0, 44.0, 40.266666666666666)","(12.0, 18.0, 17.6)","(61.0, 120.0, 111.25)"
09-01-2023 14:47:09.819349,"(31.0, 48.0, 47.625)","(12.0, 14.5, 13.6875)","(14.0, 16.0, 15.545871559633028)","(1.9, 2.14, 2.106086956521739)","(3.8, 4.7, 4.661842105263158)","(11.0, 15.5, 15.211538461538462)","(31.0, 44.0, 40.266666666666666)","(12.0, 18.0, 17.692307692307693)","(61.0, 120.0, 111.25)"
09-01-2023 14:47:11.075364,"(31.0, 48.0, 47.625)","(12.0, 14.5, 13.613636363636363)","(14.0, 16.0, 15.545871559633028)","(1.85, 2.1, 2.093846153846154)","(3.8, 4.7, 4.681034482758621)","(11.0, 15.5, 15.342105263157894)","(31.0, 44.0, 40.285714285714285)","(13.0, 18.0, 17.533333333333335)","(71.0, 120.0, 115.38461538461539)"
09-01-2023 14:47:12.615903,"(31.0, 50.0, 49.05882352941177)","(12.0, 14.5, 13.75)","(14.0, 16.0, 15.548076923076923)","(1.85, 2.1, 2.062909090909091)","(3.8, 4.7, 4.681034482758621)","(11.0, 15.5, 15.342105263157894)","(31.0, 44.0, 40.285714285714285)","(13.0, 19.0, 17.533333333333335)","(71.0, 120.0, 115.38461538461539)"
09-01-2023 14:47:13.849606,"(31.0, 50.0, 49.05882352941177)","(12.0, 14.5, 13.75)","(14.0, 16.0, 15.548076923076923)","(1.85, 2.1, 2.072980132450331)","(3.8, 4.7, 4.86)","(11.0, 15.5, 15.342105263157894)","(31.0, 44.0, 40.57142857142857)","(13.0, 19.0, 17.533333333333335)","(71.0, 120.0, 115.38461538461539)"
09-01-2023 14:47:16.002704,"(31.0, 50.0, 49.05882352941177)","(12.0, 14.5, 13.75)","(14.0, 16.0, 15.548076923076923)","(1.85, 2.1, 2.072980132450331)","(3.8, 4.9, 4.867142857142857)","(11.0, 15.5, 15.342105263157894)","(31.0, 42.0, 40.333333333333336)","(13.0, 19.0, 17.533333333333335)","(71.0, 120.0, 115.38461538461539)"
09-01-2023 14:47:17.744457,"(31.0, 50.0, 47.1063829787234)","(12.0, 14.5, 12.785714285714286)","(14.0, 16.0, 15.529411764705882)","(1.85, 2.1, 2.046288209606987)","(3.8, 5.0, 4.886486486486486)","(11.0, 15.5, 15.342105263157894)","(31.0, 42.0, 40.333333333333336)","(13.0, 19.0, 17.653846153846153)","(71.0, 120.0, 113.33333333333333)"
09-01-2023 14:47:19.370620,"(31.0, 50.0, 47.333333333333336)","(12.0, 13.5, 12.74056603773585)","(14.0, 16.0, 15.524193548387096)","(1.85, 2.1, 2.086666666666667)","(3.8, 5.0, 4.917391304347826)","(11.0, 15.5, 15.36111111111111)","(31.0, 42.0, 40.2)","(13.0, 18.5, 17.433333333333334)","(71.0, 120.0, 113.75)"
09-01-2023 14:47:20.959353,"(31.0, 50.0, 46.0)","(12.0, 14.0, 12.8)","(14.0, 16.0, 15.553571428571429)","(1.85, 2.14, 2.056923076923077)","(3.9, 5.0, 4.925000000000001)","(11.0, 15.5, 15.655172413793103)","(31.0, 42.0, 41.1219512195122)","(13.0, 17.5, 17.1875)","(71.0, 120.0, 113.75)"
09-01-2023 14:47:22.611123,"(31.0, 50.0, 46.0625)","(12.0, 14.0, 12.79203539823009)","(14.0, 16.0, 15.555837563451776)","(1.85, 2.08, 2.057931034482759)","(3.9, 5.0, 4.94)","(11.0, 16.0, 15.575757575757576)","(31.0, 42.0, 40.2)","(13.0, 18.5, 17.264705882352942)","(71.0, 120.0, 113.75)"
09-01-2023 14:47:23.994198,"(31.0, 50.0, 46.0625)","(12.0, 14.0, 12.661764705882353)","(14.0, 16.0, 15.435754189944134)","(1.85, 2.06, 2.099245283018868)","(3.9, 5.0, 4.97)","(11.0, 16.0, 15.61111111111111)","(31.0, 42.0, 41.0)","(13.0, 18.5, 17.1)","(71.0, 120.0, 113.33333333333333)"
09-01-2023 14:47:25.266582,"(31.0, 50.0, 45.935483870967744)","(12.0, 14.0, 12.7)","(14.0, 15.5, 15.435754189944134)","(1.85, 2.14, 2.078348623853211)","(3.9, 5.0, 4.97)","(11.0, 16.0, 15.588235294117647)","(31.0, 42.0, 40.76923076923077)","(13.0, 18.5, 17.214285714285715)","(71.0, 120.0, 107.5)"
09-01-2023 14:47:26.543789,"(31.0, 50.0, 45.935483870967744)","(12.0, 14.0, 12.7)","(14.0, 15.5, 15.463190184049079)","(1.85, 2.14, 2.105762711864407)","(3.9, 5.0, 4.942857142857143)","(11.0, 16.0, 15.588235294117647)","(31.0, 42.0, 40.76923076923077)","(13.0, 18.5, 17.571428571428573)","(71.0, 120.0, 110.0)"
09-01-2023 14:47:27.721996,"(31.0, 50.0, 45.935483870967744)","(12.0, 14.0, 12.697368421052632)","(14.0, 16.0, 15.463190184049079)","(1.85, 2.14, 2.1048695652173914)","(3.9, 5.0, 4.931034482758621)","(11.0, 16.0, 15.588235294117647)","(31.0, 42.0, 40.76923076923077)","(13.0, 18.0, 17.571428571428573)","(71.0, 120.0, 107.5)"
09-01-2023 14:47:28.889887,"(31.0, 50.0, 45.935483870967744)","(12.0, 14.0, 12.697368421052632)","(14.0, 16.0, 15.49671052631579)","(1.85, 2.14, 2.1039285714285714)","(3.9, 5.0, 4.904761904761905)","(11.0, 16.0, 15.61111111111111)","(31.0, 42.0, 40.76923076923077)","(13.0, 18.0, 17.153846153846153)","(71.0, 120.0, 107.5)"
09-01-2023 14:47:30.076767,"(31.0, 50.0, 45.935483870967744)","(12.0, 14.0, 13.048387096774194)","(14.0, 15.5, 15.463190184049079)","(1.85, 2.14, 2.0895238095238096)","(3.9, 5.0, 4.904761904761905)","(11.0, 16.0, 15.61111111111111)","(31.0, 42.0, 40.76923076923077)","(13.0, 18.0, 17.153846153846153)","(71.0, 120.0, 107.5)"
09-01-2023 14:47:31.354343,"(31.0, 50.0, 46.23880597014925)","(12.0, 14.0, 12.835526315789474)","(14.0, 16.0, 15.45141065830721)","(1.85, 2.12, 2.0833333333333335)","(3.9, 5.0, 4.844036697247706)","(11.0, 16.0, 15.61111111111111)","(31.0, 42.0, 40.76923076923077)","(13.0, 18.0, 17.153846153846153)","(71.0, 120.0, 107.5)"
09-01-2023 14:47:32.655179,"(31.0, 50.0, 46.5)","(12.0, 14.0, 12.698529411764707)","(14.0, 16.0, 15.45141065830721)","(1.85, 2.12, 2.053)","(3.9, 5.1, 4.839344262295082)","(12.0, 16.0, 15.61111111111111)","(31.0, 42.0, 40.76923076923077)","(13.0, 18.0, 17.153846153846153)","(61.0, 120.0, 107.5)"
09-01-2023 14:47:33.925088,"(31.0, 50.0, 46.5)","(12.0, 14.0, 12.909090909090908)","(14.0, 16.0, 15.449685534591195)","(1.85, 2.06, 2.1137735849056605)","(3.9, 5.1, 4.829203539823009)","(12.0, 16.0, 15.61111111111111)","(31.0, 42.0, 40.76923076923077)","(13.0, 18.0, 17.266666666666666)","(61.0, 120.0, 106.66666666666667)"
09-01-2023 14:47:35.461076,"(31.0, 50.0, 46.64)","(12.0, 13.5, 12.909090909090908)","(14.0, 16.0, 15.449685534591195)","(1.85, 2.12, 2.110232558139535)","(3.9, 5.1, 4.824324324324325)","(12.0, 16.0, 15.61111111111111)","(31.0, 42.0, 40.76923076923077)","(13.0, 18.0, 17.296296296296298)","(61.0, 120.0, 108.57142857142857)"
09-01-2023 14:47:36.995344,"(31.0, 50.0, 46.64)","(12.0, 13.5, 12.909090909090908)","(14.0, 16.0, 15.595238095238095)","(1.85, 2.12, 2.110232558139535)","(3.9, 5.1, 4.824324324324325)","(12.0, 16.0, 15.588235294117647)","(31.0, 42.0, 40.76923076923077)","(13.0, 18.0, 17.296296296296298)","(61.0, 120.0, 109.33333333333333)"
09-01-2023 14:47:38.596116,"(31.0, 50.0, 46.69565217391305)","(11.0, 13.5, 12.777777777777779)","(14.0, 16.0, 15.632034632034632)","(1.85, 2.12, 2.106451612903226)","(3.9, 5.1, 4.824324324324325)","(12.0, 16.0, 15.588235294117647)","(31.0, 42.0, 41.0)","(13.0, 18.0, 17.296296296296298)","(71.0, 120.0, 109.33333333333333)"
09-01-2023 14:47:40.109666,"(31.0, 50.0, 46.69565217391305)","(11.0, 13.5, 12.5)","(14.0, 16.0, 15.675)","(1.85, 2.12, 2.0760747663551404)","(3.9, 5.1, 4.845)","(12.0, 16.0, 15.283783783783784)","(31.0, 42.0, 40.0)","(13.0, 18.0, 17.17391304347826)","(71.0, 120.0, 104.0)"
09-01-2023 14:47:41.928597,"(31.0, 50.0, 48.666666666666664)","(11.0, 12.5, 12.25)","(14.0, 16.0, 15.675)","(1.85, 2.1, 2.0749753694581283)","(3.9, 5.1, 5.01875)","(12.0, 15.5, 15.241935483870968)","(31.0, 42.0, 40.0)","(13.0, 18.0, 17.153846153846153)","(71.0, 120.0, 104.0)"
09-01-2023 14:47:43.413340,"(31.0, 50.0, 48.666666666666664)","(11.0, 12.5, 12.301724137931034)","(14.0, 16.0, 15.675)","(1.85, 2.1, 2.0759116022099446)","(3.9, 5.1, 5.01875)","(12.0, 15.5, 15.241935483870968)","(31.0, 42.0, 40.0)","(13.0, 18.0, 17.153846153846153)","(71.0, 120.0, 100.0)"
09-01-2023 14:47:44.818863,"(31.0, 50.0, 48.666666666666664)","(11.0, 12.5, 12.325757575757576)","(14.0, 16.0, 15.675)","(1.85, 2.1, 2.0759116022099446)","(3.9, 5.1, 5.01875)","(12.0, 15.5, 15.241935483870968)","(31.0, 42.0, 40.0)","(13.0, 18.0, 17.153846153846153)","(71.0, 120.0, 104.61538461538461)"
09-01-2023 14:47:46.213082,"(31.0, 50.0, 48.666666666666664)","(11.0, 12.5, 12.325757575757576)","(14.0, 16.0, 15.675)","(1.85, 2.1, 2.0774093264248705)","(3.9, 5.1, 4.961538461538462)","(12.0, 15.5, 15.33673469387755)","(31.0, 42.0, 40.0)","(13.0, 18.0, 17.153846153846153)","(71.0, 120.0, 104.61538461538461)"
09-01-2023 14:47:47.578039,"(31.0, 50.0, 48.608695652173914)","(11.0, 12.5, 12.31060606060606)","(14.0, 16.0, 15.684848484848485)","(1.85, 2.1, 2.0815254237288134)","(3.9, 5.0, 4.958333333333333)","(12.0, 15.5, 15.33673469387755)","(31.0, 42.0, 40.0)","(13.0, 18.0, 17.153846153846153)","(61.0, 120.0, 104.61538461538461)"
09-01-2023 14:47:48.841684,"(31.0, 50.0, 48.285714285714285)","(11.0, 12.5, 11.285714285714286)","(14.0, 16.0, 15.680981595092025)","(1.85, 2.1, 2.08944)","(4.0, 5.0, 4.976190476190476)","(12.0, 15.5, 15.357142857142858)","(31.0, 42.0, 40.73684210526316)","(13.0, 18.0, 17.541666666666668)","(61.0, 120.0, 102.22222222222223)"
09-01-2023 14:47:50.324316,"(31.0, 50.0, 48.285714285714285)","(11.0, 12.0, 11.318181818181818)","(14.0, 16.0, 15.683098591549296)","(1.85, 2.1, 2.0952380952380953)","(4.0, 5.1, 5.013333333333334)","(12.0, 15.5, 15.4125)","(31.0, 42.0, 40.57142857142857)","(13.0, 18.0, 17.2)","(61.0, 120.0, 105.71428571428572)"
09-01-2023 14:47:52.308863,"(31.0, 50.0, 48.0)","(11.0, 11.5, 11.318181818181818)","(14.0, 16.0, 15.912698412698413)","(1.85, 2.1, 2.112857142857143)","(4.0, 5.1, 5.016129032258064)","(12.0, 15.5, 15.4125)","(31.0, 42.0, 40.95652173913044)","(13.0, 18.0, 17.3125)","(61.0, 120.0, 108.23529411764706)"
09-01-2023 14:47:53.858686,"(31.0, 50.0, 48.5)","(11.0, 11.5, 11.392857142857142)","(14.0, 16.0, 15.912698412698413)","(1.85, 2.14, 2.112857142857143)","(4.0, 5.1, 5.016129032258064)","(12.0, 15.5, 15.4125)","(31.0, 42.0, 40.95652173913044)","(13.0, 17.5, 17.3125)","(61.0, 120.0, 108.23529411764706)"
09-01-2023 14:47:55.281266,"(31.0, 50.0, 46.36363636363637)","(11.0, 12.5, 12.413978494623656)","(14.0, 16.5, 16.333333333333332)","(1.85, 2.14, 2.122985074626866)","(4.0, 5.1, 4.997142857142857)","(12.0, 15.5, 15.36046511627907)","(31.0, 42.0, 41.111111111111114)","(13.0, 17.5, 17.384615384615383)","(61.0, 120.0, 108.23529411764706)"
09-01-2023 14:47:56.681446,"(31.0, 50.0, 46.36363636363637)","(11.0, 12.5, 12.352941176470589)","(14.0, 16.5, 16.393939393939394)","(1.85, 2.14, 2.116279069767442)","(4.0, 5.1, 4.99090909090909)","(12.0, 15.5, 15.33695652173913)","(31.0, 42.0, 40.8)","(13.0, 17.5, 17.424242424242426)","(61.0, 120.0, 109.70588235294117)"
09-01-2023 14:47:58.037598,"(31.0, 50.0, 47.5)","(11.0, 12.5, 12.352941176470589)","(14.0, 16.5, 16.419354838709676)","(1.85, 2.14, 2.118421052631579)","(4.0, 5.1, 4.75625)","(12.0, 15.5, 15.333333333333334)","(31.0, 42.0, 40.666666666666664)","(13.0, 18.0, 17.466666666666665)","(61.0, 120.0, 106.9047619047619)"
09-01-2023 14:47:59.598216,"(31.0, 50.0, 47.93103448275862)","(11.0, 12.5, 12.352941176470589)","(14.0, 16.5, 16.329545454545453)","(1.85, 2.12, 2.118421052631579)","(4.0, 5.1, 4.785714285714286)","(12.0, 15.5, 15.333333333333334)","(31.0, 42.0, 39.116279069767444)","(13.0, 18.0, 17.147727272727273)","(61.0, 120.0, 106.9047619047619)"
09-01-2023 14:48:01.046871,"(31.0, 50.0, 47.93103448275862)","(11.0, 12.5, 13.010204081632653)","(14.0, 16.5, 16.142857142857142)","(1.85, 2.12, 2.120289855072464)","(4.0, 5.1, 4.9625)","(12.0, 15.5, 15.321428571428571)","(31.0, 42.0, 39.361702127659576)","(13.0, 17.5, 17.14516129032258)","(61.0, 120.0, 106.9047619047619)"
09-01-2023 14:48:02.444923,"(31.0, 50.0, 46.0)","(11.0, 13.5, 13.055555555555555)","(14.0, 16.5, 16.254716981132077)","(1.85, 2.14, 2.1166666666666667)","(4.0, 5.0, 4.933333333333334)","(12.0, 15.5, 15.28888888888889)","(31.0, 42.0, 39.116279069767444)","(13.0, 17.5, 17.166666666666668)","(61.0, 120.0, 103.82352941176471)"
09-01-2023 14:48:03.827764,"(31.0, 50.0, 46.0)","(11.0, 13.5, 13.055555555555555)","(14.0, 16.5, 15.5)","(1.85, 2.14, 2.118985507246377)","(4.0, 5.0, 4.866666666666666)","(12.0, 15.5, 15.3125)","(31.0, 42.0, 39.116279069767444)","(13.0, 17.5, 17.10576923076923)","(61.0, 120.0, 103.82352941176471)"
09-01-2023 14:48:05.300881,"(31.0, 50.0, 46.0)","(11.0, 12.0, 11.722433460076045)","(14.0, 15.5, 15.45959595959596)","(1.85, 2.12, 2.118985507246377)","(4.0, 5.0, 4.989655172413793)","(12.0, 15.5, 15.333333333333334)","(31.0, 42.0, 38.73684210526316)","(13.0, 17.5, 17.072916666666668)","(61.0, 120.0, 110.83333333333333)"
09-01-2023 14:48:06.800374,"(31.0, 50.0, 48.333333333333336)","(11.0, 12.0, 11.927777777777777)","(14.0, 16.0, 15.605263157894736)","(1.85, 2.14, 2.107123287671233)","(4.0, 5.0, 5.008333333333333)","(12.0, 15.5, 15.28125)","(31.0, 42.0, 38.73684210526316)","(13.0, 17.5, 17.072916666666668)","(61.0, 120.0, 110.83333333333333)"
09-01-2023 14:48:08.353554,"(31.0, 50.0, 48.333333333333336)","(11.0, 12.0, 11.92485549132948)","(14.0, 16.0, 15.605263157894736)","(1.85, 2.14, 2.0976785714285717)","(4.0, 5.1, 5.037142857142857)","(12.0, 15.5, 14.954545454545455)","(31.0, 42.0, 38.68292682926829)","(13.0, 17.5, 17.085365853658537)","(61.0, 120.0, 110.83333333333333)"
09-01-2023 14:48:09.813276,"(31.0, 50.0, 48.333333333333336)","(11.0, 12.0, 11.914835164835164)","(14.0, 16.5, 16.134615384615383)","(1.85, 2.14, 2.1185074626865674)","(4.0, 5.1, 5.037142857142857)","(12.0, 15.0, 14.933333333333334)","(31.0, 42.0, 38.68292682926829)","(13.0, 17.5, 16.728813559322035)","(61.0, 120.0, 110.83333333333333)"
09-01-2023 14:48:11.305222,"(31.0, 50.0, 48.333333333333336)","(11.0, 12.0, 12.290575916230367)","(14.0, 16.5, 16.380434782608695)","(1.85, 2.14, 2.1083076923076924)","(4.0, 5.1, 5.063265306122449)","(12.0, 15.0, 14.964285714285714)","(31.0, 42.0, 40.111111111111114)","(13.0, 17.0, 16.743243243243242)","(61.0, 120.0, 111.53846153846153)"
09-01-2023 14:48:12.684359,"(31.0, 50.0, 48.46153846153846)","(11.0, 12.5, 12.200460829493087)","(14.0, 16.5, 16.37704918032787)","(1.85, 2.12, 2.1125541125541125)","(4.2, 5.1, 5.063265306122449)","(12.0, 15.0, 14.455223880597014)","(31.0, 42.0, 40.111111111111114)","(13.0, 17.0, 16.759493670886076)","(61.0, 120.0, 111.53846153846153)"
09-01-2023 14:48:14.056780,"(31.0, 50.0, 46.54545454545455)","(11.0, 12.5, 12.200460829493087)","(14.0, 16.5, 16.415254237288135)","(1.85, 2.12, 2.121538461538462)","(4.2, 5.1, 5.063265306122449)","(12.0, 14.5, 14.455223880597014)","(31.0, 42.0, 40.111111111111114)","(13.0, 17.0, 16.683333333333334)","(61.0, 120.0, 111.53846153846153)"
09-01-2023 14:48:15.518738,"(31.0, 50.0, 46.54545454545455)","(11.0, 12.5, 12.200460829493087)","(14.0, 16.5, 16.3828125)","(1.85, 2.14, 2.1176331360946747)","(4.2, 5.1, 4.921621621621622)","(12.0, 14.5, 14.455223880597014)","(31.0, 42.0, 40.111111111111114)","(13.0, 17.0, 16.703125)","(61.0, 120.0, 113.84615384615384)"
09-01-2023 14:48:17.083150,"(31.0, 50.0, 46.54545454545455)","(11.0, 12.5, 12.08860759493671)","(14.0, 16.5, 16.3828125)","(1.85, 2.14, 2.1176331360946747)","(4.2, 5.1, 4.921621621621622)","(12.0, 14.5, 14.455223880597014)","(31.0, 42.0, 40.111111111111114)","(13.0, 17.0, 16.703125)","(61.0, 120.0, 113.84615384615384)"
09-01-2023 14:48:18.537751,"(31.0, 50.0, 48.35294117647059)","(11.0, 12.5, 12.170454545454545)","(14.0, 17.0, 16.695652173913043)","(1.85, 2.14, 2.126595744680851)","(4.2, 4.7, 4.61505376344086)","(12.0, 15.0, 14.933333333333334)","(31.0, 42.0, 40.526315789473685)","(13.0, 17.0, 16.768115942028984)","(61.0, 120.0, 115.71428571428571)"
09-01-2023 14:48:20.016556,"(31.0, 50.0, 48.35294117647059)","(11.0, 12.5, 12.170454545454545)","(14.0, 17.0, 16.695652173913043)","(1.85, 2.14, 2.126595744680851)","(4.2, 4.7, 4.61505376344086)","(12.0, 15.0, 14.933333333333334)","(31.0, 42.0, 40.526315789473685)","(13.0, 17.0, 16.768115942028984)","(61.0, 120.0, 115.71428571428571)"
09-01-2023 14:48:21.979689,"(31.0, 50.0, 46.8)","(11.0, 12.5, 12.955555555555556)","(14.0, 18.0, 16.266666666666666)","(1.85, 2.14, 2.112)","(4.2, 4.8, 4.685714285714285)","(12.0, 15.5, 15.1)","(31.0, 42.0, 40.54054054054054)","(13.0, 17.0, 16.8135593220339)","(61.0, 110.0, 104.375)"
09-01-2023 14:48:23.896269,"(31.0, 50.0, 46.8)","(11.0, 13.0, 12.24074074074074)","(14.0, 18.0, 16.941176470588236)","(1.85, 2.12, 2.112747252747253)","(4.2, 4.8, 4.675)","(11.0, 15.5, 15.142857142857142)","(31.0, 42.0, 40.57142857142857)","(13.0, 17.0, 16.84259259259259)","(61.0, 110.0, 110.625)"
09-01-2023 14:48:25.421198,"(31.0, 50.0, 46.888888888888886)","(11.0, 12.5, 12.24074074074074)","(14.0, 18.0, 17.076923076923077)","(1.85, 2.14, 2.123466666666667)","(4.2, 4.7, 4.5506329113924044)","(12.0, 15.5, 15.4)","(31.0, 42.0, 40.57142857142857)","(13.0, 17.0, 16.83653846153846)","(71.0, 120.0, 102.85714285714286)"
09-01-2023 14:48:26.969452,"(31.0, 48.0, 48.666666666666664)","(11.0, 12.5, 12.447368421052632)","(14.0, 18.0, 17.771428571428572)","(1.85, 2.14, 2.091594202898551)","(4.2, 4.6, 4.691836734693878)","(12.0, 15.5, 15.90625)","(31.0, 42.0, 40.92307692307692)","(13.0, 17.0, 17.163793103448278)","(71.0, 120.0, 105.0)"
09-01-2023 14:48:28.442002,"(31.0, 50.0, 48.666666666666664)","(11.0, 12.5, 12.447368421052632)","(14.0, 18.0, 17.85)","(1.85, 2.12, 2.087304347826087)","(4.2, 4.7, 4.646153846153846)","(12.0, 16.0, 15.948275862068966)","(31.0, 42.0, 40.92307692307692)","(13.0, 17.5, 17.175)","(61.0, 120.0, 110.0)"
09-01-2023 14:48:29.960330,"(31.0, 50.0, 48.18181818181818)","(11.0, 13.0, 12.629139072847682)","(14.0, 18.0, 17.85)","(1.85, 2.12, 2.0884)","(4.2, 4.7, 4.6394366197183095)","(12.0, 16.0, 15.9)","(31.0, 42.0, 40.09090909090909)","(13.0, 17.5, 17.125)","(61.0, 120.0, 105.0)"
09-01-2023 14:48:31.327318,"(31.0, 50.0, 48.26086956521739)","(11.0, 13.0, 12.590909090909092)","(14.0, 18.0, 17.571428571428573)","(1.85, 2.1, 2.065714285714286)","(4.0, 4.8, 4.7518518518518515)","(12.0, 16.0, 16.272727272727273)","(31.0, 42.0, 40.09090909090909)","(13.0, 17.5, 17.11111111111111)","(61.0, 120.0, 108.88888888888889)"
09-01-2023 14:48:32.696610,"(31.0, 50.0, 48.26086956521739)","(11.0, 13.0, 12.735849056603774)","(14.0, 18.0, 17.585106382978722)","(1.85, 2.1, 2.085)","(4.0, 4.8, 4.84406779661017)","(12.0, 17.5, 16.75)","(31.0, 42.0, 40.111111111111114)","(13.0, 17.5, 17.12)","(61.0, 120.0, 112.85714285714286)"
09-01-2023 14:48:34.024800,"(31.0, 50.0, 46.69565217391305)","(11.0, 13.0, 12.787878787878787)","(14.0, 18.0, 17.537037037037038)","(1.85, 2.1, 2.1393497640272683)","(4.0, 5.0, 4.66)","(12.0, 17.5, 17.071428571428573)","(31.0, 42.0, 39.875)","(13.0, 17.5, 17.14814814814815)","(61.0, 120.0, 113.33333333333333)"
09-01-2023 14:48:35.425604,"(31.0, 50.0, 46.54545454545455)","(11.0, 13.0, 12.787878787878787)","(14.0, 18.0, 17.510309278350515)","(1.85, 2.14, 2.1392689295039164)","(4.0, 4.8, 4.646153846153846)","(12.0, 17.5, 17.155172413793103)","(31.0, 42.0, 39.733333333333334)","(13.0, 17.5, 17.114035087719298)","(61.0, 120.0, 113.33333333333333)"
09-01-2023 14:48:36.842449,"(31.0, 50.0, 46.54545454545455)","(11.0, 13.0, 12.695652173913043)","(14.0, 18.0, 17.510309278350515)","(1.85, 2.14, 2.1398613333333336)","(4.0, 4.8, 4.626086956521739)","(12.0, 17.5, 16.705882352941178)","(31.0, 42.0, 39.57575757575758)","(13.0, 17.5, 17.114035087719298)","(61.0, 120.0, 106.66666666666667)"
