,Another Chino,Cartanera,Dustys Got Talent,Kerman Rock,Blue Card,Shes Our Witness,Allegiance,Truevinsky,Comealilbitcloser,Idle Star,Masaru,Belafonte Boy,Paigeys Turn
07-12-2022 18:38:37.768190,"(7.5, 8.4, 8.290361445783132)","(2.1, 2.32, 2.313333333333333)","(31.0, 44.0, 43.319148936170215)","(26.0, 32.0, 31.90909090909091)","(21.0, 28.0, 27.55)","(12.0, 16.0, 15.89864864864865)","(26.0, 36.0, 35.3125)","(31.0, 65.0, 62.666666666666664)","(5.5, 6.2, 6.048101265822785)","(41.0, 70.0, 67.27272727272728)","(41.0, 65.0, 63.359375)","(71.0, 110.0, 109.11764705882354)","(18.0, 23.0, 22.03846153846154)"
07-12-2022 18:38:39.055216,"(7.5, 8.4, 8.317283950617284)","(2.1, 2.32, 2.3086037735849056)","(31.0, 44.0, 43.24390243902439)","(26.0, 32.0, 31.90909090909091)","(21.0, 28.0, 27.491071428571427)","(12.0, 16.0, 15.863636363636363)","(26.0, 36.0, 35.3125)","(31.0, 65.0, 62.666666666666664)","(5.5, 6.2, 6.048101265822785)","(41.0, 70.0, 67.27272727272728)","(41.0, 65.0, 63.359375)","(71.0, 110.0, 102.0)","(18.0, 22.0, 21.696969696969695)"
07-12-2022 18:38:40.463115,"(7.5, 8.4, 8.317283950617284)","(2.1, 2.32, 2.3071473354231973)","(31.0, 44.0, 43.2463768115942)","(26.0, 32.0, 32.5625)","(21.0, 28.0, 27.52542372881356)","(12.0, 16.0, 14.942105263157895)","(26.0, 36.0, 35.13513513513514)","(31.0, 65.0, 60.88235294117647)","(5.5, 6.2, 6.062948207171315)","(41.0, 70.0, 67.85714285714286)","(41.0, 65.0, 63.54838709677419)","(71.0, 110.0, 103.33333333333333)","(18.0, 22.0, 22.23076923076923)"
07-12-2022 18:38:41.790437,"(7.5, 9.0, 8.885858585858585)","(2.1, 2.3, 2.287785234899329)","(31.0, 44.0, 43.705882352941174)","(26.0, 34.0, 33.05882352941177)","(21.0, 28.0, 27.51127819548872)","(12.0, 15.5, 15.057416267942584)","(26.0, 36.0, 34.357142857142854)","(31.0, 70.0, 65.76923076923077)","(5.5, 5.8, 5.789017341040462)","(41.0, 70.0, 67.6)","(41.0, 65.0, 63.125)","(71.0, 120.0, 111.42857142857143)","(18.0, 23.0, 22.393939393939394)"
07-12-2022 18:38:43.289729,"(7.5, 9.0, 8.898445595854923)","(2.1, 2.3, 2.2914814814814815)","(31.0, 44.0, 43.705882352941174)","(26.0, 34.0, 32.94736842105263)","(21.0, 28.0, 27.51127819548872)","(12.0, 15.5, 15.057416267942584)","(26.0, 36.0, 34.64705882352941)","(31.0, 70.0, 65.76923076923077)","(5.5, 5.8, 5.775609756097561)","(41.0, 70.0, 67.97297297297297)","(41.0, 65.0, 63.246753246753244)","(71.0, 120.0, 112.3076923076923)","(18.0, 23.0, 22.393939393939394)"
07-12-2022 18:38:44.612873,"(7.5, 9.0, 8.889201877934273)","(2.1, 2.32, 2.3071550255536626)","(31.0, 44.0, 43.73684210526316)","(26.0, 34.0, 33.04761904761905)","(21.0, 28.0, 27.528985507246375)","(12.0, 15.0, 14.832335329341317)","(26.0, 36.0, 34.84848484848485)","(31.0, 70.0, 66.17647058823529)","(5.5, 5.8, 5.771428571428571)","(41.0, 70.0, 68.14285714285714)","(41.0, 65.0, 63.333333333333336)","(71.0, 130.0, 112.0)","(18.0, 23.0, 22.473684210526315)"
07-12-2022 18:38:45.927980,"(7.5, 9.0, 8.889201877934273)","(2.1, 2.32, 2.3075949367088606)","(31.0, 44.0, 43.73684210526316)","(26.0, 34.0, 33.51724137931034)","(21.0, 28.0, 27.528985507246375)","(12.0, 15.0, 14.832335329341317)","(26.0, 36.0, 34.84848484848485)","(31.0, 70.0, 66.17647058823529)","(5.5, 5.8, 5.771428571428571)","(41.0, 70.0, 68.14285714285714)","(41.0, 65.0, 63.333333333333336)","(71.0, 120.0, 111.42857142857143)","(18.0, 23.0, 22.473684210526315)"
07-12-2022 18:38:47.365351,"(7.5, 9.0, 8.882608695652173)","(2.1, 2.32, 2.308433734939759)","(31.0, 44.0, 43.51724137931034)","(26.0, 34.0, 33.76)","(21.0, 28.0, 27.496124031007753)","(12.0, 15.0, 14.82716049382716)","(26.0, 36.0, 34.94736842105263)","(31.0, 70.0, 67.5)","(5.5, 5.8, 5.759349593495935)","(41.0, 70.0, 68.06818181818181)","(41.0, 65.0, 63.333333333333336)","(71.0, 120.0, 111.42857142857143)","(17.0, 23.0, 22.372881355932204)"
07-12-2022 18:38:48.693587,"(7.5, 9.0, 8.882608695652173)","(2.1, 2.32, 2.307939262472885)","(31.0, 44.0, 43.51724137931034)","(26.0, 34.0, 33.76)","(21.0, 28.0, 27.496124031007753)","(12.0, 15.0, 14.82716049382716)","(26.0, 36.0, 34.94736842105263)","(31.0, 70.0, 67.5)","(5.5, 5.8, 5.759349593495935)","(41.0, 70.0, 68.06818181818181)","(41.0, 65.0, 63.333333333333336)","(71.0, 120.0, 111.42857142857143)","(17.0, 23.0, 22.372881355932204)"
07-12-2022 18:38:50.097743,"(7.5, 8.8, 8.730666666666668)","(2.1, 2.34, 2.325454545454545)","(31.0, 44.0, 43.791666666666664)","(26.0, 36.0, 34.142857142857146)","(21.0, 28.0, 27.5)","(12.0, 15.0, 14.83125)","(26.0, 36.0, 35.06976744186046)","(31.0, 70.0, 68.48837209302326)","(5.5, 5.7, 5.660795454545455)","(41.0, 70.0, 70.625)","(41.0, 65.0, 63.333333333333336)","(71.0, 120.0, 107.6923076923077)","(17.0, 23.0, 22.244897959183675)"
07-12-2022 18:38:51.444369,"(7.5, 8.8, 8.722222222222223)","(2.1, 2.36, 2.351485714285714)","(31.0, 44.0, 43.8)","(26.0, 34.0, 33.65714285714286)","(21.0, 28.0, 27.48062015503876)","(12.0, 15.0, 14.839285714285714)","(26.0, 36.0, 35.06976744186046)","(31.0, 70.0, 68.48837209302326)","(5.5, 5.7, 5.660795454545455)","(41.0, 75.0, 70.625)","(41.0, 65.0, 63.333333333333336)","(71.0, 110.0, 107.6923076923077)","(17.0, 23.0, 22.244897959183675)"
07-12-2022 18:38:52.787854,"(7.5, 8.8, 8.706172839506173)","(2.1, 2.38, 2.3607692307692307)","(31.0, 44.0, 43.62162162162162)","(26.0, 34.0, 33.72093023255814)","(21.0, 28.0, 27.46268656716418)","(12.0, 15.0, 14.839285714285714)","(26.0, 36.0, 34.958333333333336)","(31.0, 70.0, 68.48837209302326)","(5.5, 5.6, 5.523404255319149)","(41.0, 75.0, 70.33333333333333)","(41.0, 65.0, 63.69047619047619)","(71.0, 110.0, 108.75)","(17.0, 23.0, 22.25)"
07-12-2022 18:38:54.120254,"(7.5, 8.8, 8.706172839506173)","(2.1, 2.38, 2.3709677419354835)","(31.0, 44.0, 43.62162162162162)","(26.0, 34.0, 33.65714285714286)","(21.0, 28.0, 27.5)","(12.0, 15.0, 14.839285714285714)","(26.0, 36.0, 34.958333333333336)","(31.0, 70.0, 69.3103448275862)","(5.5, 5.6, 5.51375)","(41.0, 75.0, 70.33333333333333)","(41.0, 65.0, 63.829787234042556)","(71.0, 110.0, 108.75)","(17.0, 23.0, 22.25)"
07-12-2022 18:38:55.516489,"(7.5, 8.8, 8.658646616541354)","(2.1, 2.4, 2.3895238095238094)","(31.0, 44.0, 43.6793893129771)","(26.0, 34.0, 33.72093023255814)","(21.0, 28.0, 27.44927536231884)","(12.0, 15.0, 14.801470588235293)","(26.0, 36.0, 34.57971014492754)","(41.0, 70.0, 68.87931034482759)","(5.5, 5.6, 5.528318584070797)","(41.0, 75.0, 70.33333333333333)","(41.0, 65.0, 63.829787234042556)","(71.0, 110.0, 108.75)","(18.0, 23.0, 22.25)"
07-12-2022 18:38:56.915095,"(7.5, 8.8, 8.696132596685082)","(2.1, 2.4, 2.3997633136094674)","(31.0, 44.0, 43.6793893129771)","(26.0, 29.0, 28.095238095238095)","(21.0, 28.0, 27.44927536231884)","(12.0, 15.0, 14.776859504132231)","(26.0, 36.0, 34.57971014492754)","(41.0, 70.0, 68.28947368421052)","(5.5, 5.6, 5.531645569620253)","(41.0, 75.0, 70.33333333333333)","(41.0, 65.0, 63.829787234042556)","(71.0, 110.0, 108.75)","(18.0, 23.0, 22.127659574468087)"
07-12-2022 18:38:58.623077,"(7.5, 8.8, 8.696132596685082)","(2.05, 2.42, 2.38425855513308)","(31.0, 44.0, 43.676923076923075)","(26.0, 29.0, 28.066225165562916)","(21.0, 28.0, 27.482993197278912)","(12.0, 15.0, 14.767241379310345)","(26.0, 36.0, 34.57142857142857)","(41.0, 70.0, 68.28947368421052)","(5.5, 5.6, 5.531645569620253)","(41.0, 75.0, 70.26315789473684)","(41.0, 65.0, 63.8421052631579)","(71.0, 110.0, 108.46153846153847)","(18.0, 23.0, 22.21276595744681)"
07-12-2022 18:38:59.973740,"(7.5, 8.8, 8.710179640718563)","(2.05, 2.4, 2.3954696132596682)","(31.0, 44.0, 43.701298701298704)","(26.0, 29.0, 28.080745341614907)","(21.0, 28.0, 27.493333333333332)","(12.0, 15.0, 14.829113924050633)","(26.0, 36.0, 34.63013698630137)","(41.0, 70.0, 68.44444444444444)","(5.5, 5.5, 5.4994350282485875)","(41.0, 75.0, 70.26315789473684)","(41.0, 65.0, 63.8421052631579)","(71.0, 110.0, 108.46153846153847)","(18.0, 23.0, 22.21276595744681)"
07-12-2022 18:39:01.566758,"(7.5, 8.8, 8.723469387755102)","(2.1, 2.42, 2.4013496932515337)","(31.0, 44.0, 43.735632183908045)","(26.0, 29.0, 28.024390243902438)","(21.0, 27.0, 26.761904761904763)","(12.0, 15.0, 14.848993288590604)","(26.0, 36.0, 34.611111111111114)","(41.0, 70.0, 68.72727272727273)","(5.5, 5.6, 5.524528301886792)","(41.0, 75.0, 70.26315789473684)","(41.0, 65.0, 64.0)","(71.0, 110.0, 106.52173913043478)","(17.0, 23.0, 22.11904761904762)"
07-12-2022 18:39:03.007340,"(7.5, 8.8, 8.731979695431473)","(2.1, 2.42, 2.3777464788732394)","(31.0, 44.0, 43.925)","(26.0, 29.0, 26.84375)","(21.0, 27.0, 26.782608695652172)","(12.0, 15.0, 14.875)","(26.0, 36.0, 35.03030303030303)","(41.0, 70.0, 68.8)","(5.5, 5.6, 5.546341463414634)","(41.0, 75.0, 71.60714285714286)","(41.0, 65.0, 64.10891089108911)","(71.0, 110.0, 109.72972972972973)","(17.0, 23.0, 22.43076923076923)"
07-12-2022 18:39:04.328531,"(7.5, 8.8, 8.731979695431473)","(2.1, 2.38, 2.3777464788732394)","(31.0, 44.0, 43.925)","(26.0, 27.0, 26.84375)","(21.0, 27.0, 26.692307692307693)","(12.0, 15.0, 14.430232558139535)","(26.0, 36.0, 35.029411764705884)","(41.0, 70.0, 69.11764705882354)","(5.5, 5.6, 5.573026315789473)","(41.0, 75.0, 72.79411764705883)","(41.0, 65.0, 64.23469387755102)","(71.0, 110.0, 111.42857142857143)","(17.0, 23.0, 22.616666666666667)"
07-12-2022 18:39:05.684484,"(7.5, 8.8, 8.748314606741573)","(2.1, 2.4, 2.385859872611465)","(31.0, 46.0, 45.4)","(21.0, 29.0, 27.789473684210527)","(21.0, 27.0, 26.61904761904762)","(12.0, 14.5, 14.340579710144928)","(26.0, 36.0, 34.810810810810814)","(41.0, 70.0, 69.56521739130434)","(5.5, 5.6, 5.541666666666666)","(41.0, 75.0, 72.79411764705883)","(41.0, 65.0, 64.23469387755102)","(71.0, 120.0, 111.42857142857143)","(18.0, 23.0, 22.791666666666668)"
07-12-2022 18:39:07.109996,"(7.5, 8.8, 8.676258992805755)","(2.1, 2.4, 2.3856310679611648)","(31.0, 46.0, 45.06666666666667)","(21.0, 29.0, 27.866666666666667)","(21.0, 27.0, 26.6734693877551)","(12.0, 14.5, 14.11)","(26.0, 36.0, 35.186440677966104)","(41.0, 75.0, 70.1219512195122)","(5.5, 5.7, 5.611787072243346)","(41.0, 75.0, 72.79411764705883)","(41.0, 65.0, 64.02912621359224)","(71.0, 110.0, 109.30232558139535)","(18.0, 23.0, 22.6)"
07-12-2022 18:39:08.390152,"(7.5, 8.8, 8.675770925110132)","(2.1, 2.38, 2.3745777777777777)","(31.0, 46.0, 45.06666666666667)","(21.0, 29.0, 27.866666666666667)","(21.0, 27.0, 26.80851063829787)","(12.0, 14.0, 13.86111111111111)","(26.0, 36.0, 35.186440677966104)","(41.0, 70.0, 67.83783783783784)","(5.5, 5.7, 5.618552036199095)","(41.0, 75.0, 73.06451612903226)","(41.0, 65.0, 64.15)","(71.0, 110.0, 109.7560975609756)","(18.0, 23.0, 22.90909090909091)"
07-12-2022 18:39:09.709606,"(7.5, 8.8, 8.661083743842365)","(2.1, 2.38, 2.3797609561752986)","(31.0, 46.0, 45.16)","(21.0, 29.0, 27.923076923076923)","(21.0, 27.0, 26.693877551020407)","(12.0, 14.0, 13.759358288770054)","(26.0, 36.0, 35.42857142857143)","(41.0, 70.0, 67.65822784810126)","(5.5, 5.8, 5.710687022900763)","(41.0, 75.0, 73.06451612903226)","(41.0, 65.0, 64.15)","(71.0, 110.0, 109.75)","(18.0, 23.0, 22.90909090909091)"
07-12-2022 18:39:11.043654,"(7.5, 8.8, 8.661083743842365)","(2.1, 2.38, 2.3797609561752986)","(31.0, 46.0, 45.16)","(21.0, 29.0, 27.923076923076923)","(21.0, 27.0, 26.693877551020407)","(12.0, 14.0, 13.759358288770054)","(26.0, 36.0, 35.42857142857143)","(41.0, 70.0, 67.65822784810126)","(5.5, 5.8, 5.710687022900763)","(41.0, 75.0, 73.06451612903226)","(41.0, 65.0, 64.15)","(71.0, 110.0, 109.75)","(18.0, 23.0, 22.90909090909091)"
07-12-2022 18:39:12.548146,"(7.5, 8.8, 8.661083743842365)","(2.1, 2.38, 2.3797609561752986)","(31.0, 46.0, 45.16)","(21.0, 29.0, 27.923076923076923)","(21.0, 27.0, 26.693877551020407)","(12.0, 14.0, 13.759358288770054)","(26.0, 36.0, 35.42857142857143)","(41.0, 70.0, 67.65822784810126)","(5.5, 5.8, 5.710687022900763)","(41.0, 75.0, 73.06451612903226)","(41.0, 65.0, 64.15)","(71.0, 110.0, 109.75)","(18.0, 23.0, 22.90909090909091)"
07-12-2022 18:39:13.863225,"(7.5, 8.8, 8.661083743842365)","(2.1, 2.38, 2.3797609561752986)","(31.0, 46.0, 45.16)","(21.0, 29.0, 27.923076923076923)","(21.0, 27.0, 26.693877551020407)","(12.0, 14.0, 13.759358288770054)","(26.0, 36.0, 35.42857142857143)","(41.0, 70.0, 67.65822784810126)","(5.5, 5.8, 5.710687022900763)","(41.0, 75.0, 73.06451612903226)","(41.0, 65.0, 64.15)","(71.0, 110.0, 109.75)","(18.0, 23.0, 22.90909090909091)"
07-12-2022 18:39:15.254085,"(7.5, 8.8, 8.661083743842365)","(2.1, 2.38, 2.3797609561752986)","(31.0, 46.0, 45.16)","(21.0, 29.0, 27.923076923076923)","(21.0, 27.0, 26.693877551020407)","(12.0, 14.0, 13.759358288770054)","(26.0, 36.0, 35.42857142857143)","(41.0, 70.0, 67.65822784810126)","(5.5, 5.8, 5.710687022900763)","(41.0, 75.0, 73.06451612903226)","(41.0, 65.0, 64.15)","(71.0, 110.0, 109.75)","(18.0, 23.0, 22.90909090909091)"
07-12-2022 18:39:16.630575,"(7.5, 8.8, 8.661083743842365)","(2.05, 2.38, 2.3797609561752986)","(31.0, 46.0, 45.16)","(21.0, 29.0, 27.923076923076923)","(21.0, 27.0, 26.693877551020407)","(12.0, 14.0, 13.759358288770054)","(26.0, 36.0, 35.42857142857143)","(41.0, 70.0, 67.65822784810126)","(5.5, 5.8, 5.710687022900763)","(41.0, 75.0, 73.06451612903226)","(41.0, 65.0, 64.16666666666667)","(71.0, 110.0, 109.7560975609756)","(18.0, 23.0, 22.92105263157895)"
07-12-2022 18:39:18.037915,"(7.5, 8.6, 8.597727272727273)","(2.1, 2.4, 2.3916809116809117)","(31.0, 46.0, 45.142857142857146)","(21.0, 28.0, 27.333333333333332)","(21.0, 27.0, 26.71698113207547)","(12.0, 14.0, 13.747191011235955)","(26.0, 36.0, 35.46153846153846)","(41.0, 70.0, 67.71604938271605)","(5.0, 5.8, 5.7445054945054945)","(51.0, 75.0, 73.37837837837837)","(41.0, 65.0, 64.55645161290323)","(71.0, 110.0, 126.66666666666666)","(18.0, 23.0, 24.685714285714287)"
07-12-2022 18:39:19.470793,"(7.5, 8.0, 7.911764705882353)","(2.1, 2.4, 2.399576107899807)","(31.0, 48.0, 47.31578947368421)","(21.0, 29.0, 27.555555555555557)","(21.0, 28.0, 26.633540372670808)","(12.0, 14.0, 13.75344827586207)","(26.0, 38.0, 37.1764705882353)","(41.0, 70.0, 68.08943089430895)","(5.0, 5.9, 5.827118644067797)","(51.0, 75.0, 74.13043478260869)","(41.0, 65.0, 64.55645161290323)","(71.0, 130.0, 126.66666666666666)","(18.0, 25.0, 24.685714285714287)"
07-12-2022 18:39:20.864541,"(7.5, 8.0, 7.970149253731344)","(2.1, 2.42, 2.413691056910569)","(31.0, 48.0, 47.67567567567568)","(21.0, 29.0, 24.41176470588235)","(21.0, 28.0, 26.83606557377049)","(12.0, 14.0, 13.720183486238533)","(26.0, 38.0, 37.395348837209305)","(41.0, 70.0, 68.19327731092437)","(5.0, 5.9, 5.8882352941176475)","(51.0, 75.0, 74.52380952380952)","(41.0, 65.0, 64.70833333333333)","(71.0, 120.0, 119.25925925925927)","(18.0, 26.0, 21.853658536585368)"
07-12-2022 18:39:22.193945,"(7.5, 8.0, 7.999145299145299)","(2.1, 2.46, 2.454766355140187)","(31.0, 50.0, 48.563380281690144)","(21.0, 24.0, 23.458333333333332)","(21.0, 27.0, 26.636363636363637)","(12.0, 14.0, 13.75)","(26.0, 38.0, 37.17142857142857)","(41.0, 70.0, 68.26612903225806)","(5.5, 5.8, 5.693023255813953)","(51.0, 80.0, 74.79166666666667)","(41.0, 65.0, 64.72222222222223)","(71.0, 120.0, 119.41176470588235)","(18.0, 23.0, 22.77777777777778)"
07-12-2022 18:39:23.664652,"(7.5, 8.2, 8.053571428571429)","(2.1, 2.46, 2.4596984924623113)","(31.0, 50.0, 48.42857142857143)","(21.0, 24.0, 23.52)","(21.0, 27.0, 26.636363636363637)","(12.0, 14.0, 13.66931216931217)","(26.0, 38.0, 37.17142857142857)","(41.0, 70.0, 68.3955223880597)","(5.5, 5.6, 5.549618320610687)","(51.0, 80.0, 75.28301886792453)","(41.0, 65.0, 64.76190476190476)","(81.0, 120.0, 118.88888888888889)","(18.0, 23.0, 22.77777777777778)"
07-12-2022 18:39:25.241775,"(7.5, 8.2, 8.08860759493671)","(2.1, 2.5, 2.4865263157894737)","(31.0, 50.0, 48.45614035087719)","(21.0, 24.0, 23.2)","(21.0, 27.0, 26.46808510638298)","(12.0, 14.0, 13.667553191489361)","(26.0, 38.0, 37.87755102040816)","(41.0, 70.0, 69.07407407407408)","(5.5, 5.6, 5.657638888888889)","(51.0, 80.0, 75.51282051282051)","(41.0, 65.0, 67.58064516129032)","(81.0, 120.0, 140.9090909090909)","(18.0, 23.0, 23.384615384615383)"
07-12-2022 18:39:26.688201,"(7.5, 8.2, 8.075555555555555)","(2.1, 2.52, 2.516356275303644)","(31.0, 50.0, 48.92307692307692)","(21.0, 26.0, 25.235294117647058)","(21.0, 28.0, 27.13978494623656)","(12.0, 12.0, 11.569230769230769)","(26.0, 38.0, 37.87755102040816)","(41.0, 70.0, 69.07407407407408)","(5.5, 5.7, 5.657638888888889)","(51.0, 80.0, 75.51282051282051)","(41.0, 70.0, 67.58064516129032)","(81.0, 150.0, 140.9090909090909)","(18.0, 24.0, 23.384615384615383)"
07-12-2022 18:39:28.264501,"(7.5, 8.0, 7.934285714285714)","(2.1, 2.54, 2.5287128712871287)","(31.0, 50.0, 48.8936170212766)","(21.0, 25.0, 24.294117647058822)","(21.0, 28.0, 27.227272727272727)","(12.0, 12.0, 11.772540983606557)","(26.0, 38.0, 37.87755102040816)","(41.0, 70.0, 69.06542056074767)","(5.5, 5.7, 5.6735483870967744)","(51.0, 80.0, 76.19565217391305)","(41.0, 70.0, 67.76315789473684)","(81.0, 140.0, 127.77777777777777)","(18.0, 24.0, 22.52)"
07-12-2022 18:39:29.870664,"(7.5, 8.2, 8.034939759036144)","(2.1, 2.54, 2.528)","(31.0, 50.0, 49.69230769230769)","(21.0, 25.0, 23.93877551020408)","(21.0, 28.0, 26.76)","(12.0, 12.0, 11.712809917355372)","(26.0, 38.0, 37.84)","(41.0, 70.0, 68.72549019607843)","(5.0, 5.8, 5.783636363636363)","(51.0, 80.0, 74.4)","(41.0, 70.0, 67.76315789473684)","(81.0, 130.0, 127.77777777777777)","(18.0, 24.0, 22.566037735849058)"
07-12-2022 18:39:31.358360,"(7.5, 8.0, 7.910256410256411)","(2.1, 2.56, 2.5346052631578946)","(31.0, 50.0, 49.71134020618557)","(21.0, 25.0, 24.069767441860463)","(21.0, 27.0, 26.733333333333334)","(12.0, 12.0, 11.712809917355372)","(26.0, 38.0, 37.833333333333336)","(41.0, 70.0, 68.89830508474576)","(5.0, 5.8, 5.784792626728111)","(51.0, 75.0, 74.34782608695652)","(41.0, 70.0, 67.63888888888889)","(81.0, 130.0, 128.0)","(18.0, 24.0, 22.408163265306122)"
07-12-2022 18:39:32.961065,"(7.5, 8.0, 7.898550724637681)","(2.1, 2.54, 2.534068441064639)","(31.0, 50.0, 49.717171717171716)","(21.0, 25.0, 24.069767441860463)","(21.0, 27.0, 26.733333333333334)","(11.0, 12.0, 11.739910313901346)","(26.0, 38.0, 37.833333333333336)","(41.0, 70.0, 68.88888888888889)","(5.5, 5.8, 5.770714285714286)","(51.0, 75.0, 74.54545454545455)","(41.0, 70.0, 68.73134328358209)","(81.0, 130.0, 117.55102040816327)","(18.0, 24.0, 22.5)"
07-12-2022 18:39:34.481414,"(7.5, 8.2, 8.041071428571428)","(2.1, 2.58, 2.562448979591837)","(31.0, 50.0, 49.808510638297875)","(21.0, 25.0, 23.91891891891892)","(21.0, 27.0, 26.583333333333332)","(11.0, 12.0, 11.974683544303797)","(26.0, 38.0, 37.833333333333336)","(41.0, 70.0, 68.90756302521008)","(5.5, 5.8, 5.770666666666666)","(51.0, 75.0, 74.50704225352112)","(41.0, 70.0, 68.69565217391305)","(81.0, 120.0, 113.96825396825398)","(18.0, 24.0, 22.63157894736842)"
07-12-2022 18:39:36.217370,"(7.5, 8.0, 7.983908045977011)","(2.1, 2.52, 2.5140845070422535)","(31.0, 50.0, 49.8252427184466)","(21.0, 25.0, 24.0)","(21.0, 27.0, 26.675675675675677)","(11.0, 12.0, 12.129496402877697)","(26.0, 38.0, 38.20289855072464)","(41.0, 70.0, 68.90756302521008)","(5.5, 5.8, 5.769333333333333)","(51.0, 75.0, 74.50704225352112)","(41.0, 70.0, 68.69565217391305)","(81.0, 120.0, 110.5)","(18.0, 24.0, 22.721311475409838)"
07-12-2022 18:39:37.749299,"(7.5, 7.8, 7.762616822429906)","(2.1, 2.54, 2.5284536082474225)","(31.0, 50.0, 49.853658536585364)","(21.0, 25.0, 24.0)","(21.0, 27.0, 25.982456140350877)","(11.0, 12.5, 12.142857142857142)","(26.0, 40.0, 38.25352112676056)","(41.0, 70.0, 68.90756302521008)","(5.5, 5.8, 5.768918918918919)","(51.0, 75.0, 74.50704225352112)","(41.0, 70.0, 68.86075949367088)","(81.0, 120.0, 112.0)","(18.0, 24.0, 22.846153846153847)"
07-12-2022 18:39:39.288009,"(7.5, 7.8, 7.685572139303482)","(2.1, 2.54, 2.527194719471947)","(31.0, 50.0, 49.88235294117647)","(21.0, 25.0, 23.91304347826087)","(21.0, 27.0, 25.802816901408452)","(11.0, 12.5, 12.145522388059701)","(26.0, 40.0, 38.375)","(41.0, 70.0, 68.91666666666667)","(5.5, 5.8, 5.684931506849315)","(51.0, 75.0, 74.57317073170732)","(41.0, 70.0, 69.1)","(81.0, 120.0, 113.33333333333333)","(18.0, 23.0, 22.857142857142858)"
07-12-2022 18:39:40.836304,"(7.5, 7.8, 7.699300699300699)","(2.1, 2.56, 2.541242937853107)","(31.0, 50.0, 49.883116883116884)","(21.0, 25.0, 23.91304347826087)","(21.0, 26.0, 25.97345132743363)","(11.0, 12.5, 12.123893805309734)","(26.0, 40.0, 38.34)","(41.0, 70.0, 69.0)","(5.5, 5.7, 5.684931506849315)","(51.0, 75.0, 74.61956521739131)","(41.0, 70.0, 69.18181818181819)","(81.0, 120.0, 109.12280701754386)","(18.0, 23.0, 22.857142857142858)"
07-12-2022 18:39:42.418125,"(7.5, 7.8, 7.79236641221374)","(2.15, 2.56, 2.548273092369478)","(31.0, 50.0, 49.77)","(21.0, 25.0, 24.192307692307693)","(21.0, 27.0, 25.852941176470587)","(11.0, 12.5, 13.086363636363636)","(26.0, 40.0, 35.78787878787879)","(41.0, 70.0, 71.3265306122449)","(5.5, 5.7, 5.306349206349207)","(51.0, 75.0, 74.45544554455445)","(41.0, 70.0, 69.14414414414415)","(81.0, 110.0, 125.34482758620689)","(18.0, 23.0, 23.057142857142857)"
07-12-2022 18:39:43.947633,"(7.5, 8.0, 7.89618320610687)","(2.15, 2.56, 2.548273092369478)","(31.0, 50.0, 49.77)","(21.0, 25.0, 24.192307692307693)","(21.0, 26.0, 25.852941176470587)","(11.0, 13.5, 13.878378378378379)","(26.0, 36.0, 36.8)","(41.0, 75.0, 72.46268656716418)","(5.5, 5.4, 5.380808080808081)","(51.0, 75.0, 75.54347826086956)","(41.0, 70.0, 69.54128440366972)","(81.0, 130.0, 115.625)","(18.0, 24.0, 19.4)"
07-12-2022 18:39:45.444583,"(7.5, 8.0, 7.9393939393939394)","(2.15, 2.56, 2.5443799472295514)","(31.0, 55.0, 52.023809523809526)","(21.0, 26.0, 25.0)","(21.0, 27.0, 26.448275862068964)","(11.0, 14.0, 13.804347826086957)","(26.0, 38.0, 37.181102362204726)","(41.0, 75.0, 72.8409090909091)","(5.5, 5.4, 5.3425)","(51.0, 80.0, 77.43362831858407)","(41.0, 70.0, 69.33333333333333)","(81.0, 120.0, 118.59649122807018)","(18.0, 20.0, 19.4)"
07-12-2022 18:39:46.835314,"(7.5, 8.2, 8.034343434343434)","(2.15, 2.54, 2.5365714285714285)","(31.0, 55.0, 51.82539682539682)","(21.0, 25.0, 24.772727272727273)","(21.0, 27.0, 26.327272727272728)","(11.0, 14.0, 13.779069767441861)","(26.0, 38.0, 37.327586206896555)","(41.0, 75.0, 72.18181818181819)","(5.5, 5.4, 5.3079245283018865)","(51.0, 80.0, 75.33333333333333)","(41.0, 70.0, 69.50617283950618)","(81.0, 120.0, 124.17910447761194)","(18.0, 20.0, 19.796875)"
07-12-2022 18:39:48.267618,"(7.5, 8.2, 8.120454545454544)","(2.15, 2.56, 2.5518283582089554)","(31.0, 55.0, 51.517857142857146)","(21.0, 24.0, 23.666666666666668)","(21.0, 27.0, 26.472727272727273)","(11.0, 14.0, 13.685950413223141)","(26.0, 38.0, 38.36666666666667)","(41.0, 75.0, 72.23214285714286)","(5.5, 5.4, 5.2522388059701495)","(51.0, 80.0, 76.3157894736842)","(41.0, 70.0, 69.86238532110092)","(81.0, 130.0, 115.0)","(18.0, 20.0, 19.905405405405407)"
07-12-2022 18:39:49.749509,"(7.5, 8.2, 8.0)","(2.15, 2.56, 2.5592708333333336)","(31.0, 55.0, 52.25352112676056)","(21.0, 24.0, 23.74074074074074)","(21.0, 27.0, 26.686746987951807)","(11.0, 14.0, 13.734265734265735)","(26.0, 40.0, 38.38805970149254)","(41.0, 75.0, 72.8169014084507)","(5.5, 5.3, 5.263019693654267)","(51.0, 80.0, 78.02816901408451)","(41.0, 70.0, 69.95370370370371)","(81.0, 120.0, 114.54545454545455)","(18.0, 20.0, 19.972972972972972)"
