,Manor Road,Norman,Springstreet Blues,Stable Talk,Lady Samurai,Sligo Queen,Aldane,Charge Extra,Marsh Lillie,Mullamaart,Spanish King,Tropic Sands,Turnaway
12-01-2023 13:42:53.898229,"(51.0, 80.0, 78.21428571428571)","(3.7, 4.4, 4.233993399339934)","(17.0, 22.0, 20.15625)","(31.0, 46.0, 42.85)","(2.15, 2.44, 2.387569230769231)","(71.0, 120.0, 113.6842105263158)","(101.0, 270.0, 262.0)","(41.0, 60.0, 53.333333333333336)","(101.0, 220.0, 216.89655172413794)","(21.0, 34.0, 31.19148936170213)","(12.0, 16.0, 14.902985074626866)","(26.0, 42.0, 41.519999999999996)","(7.5, 9.4, 9.056140350877193)"
12-01-2023 13:42:55.753079,"(51.0, 80.0, 78.21428571428571)","(3.7, 4.3, 4.233993399339934)","(17.0, 22.0, 20.15625)","(31.0, 46.0, 43.08108108108108)","(2.15, 2.44, 2.365172413793103)","(71.0, 120.0, 113.6842105263158)","(101.0, 270.0, 262.0)","(41.0, 60.0, 53.333333333333336)","(101.0, 220.0, 216.89655172413794)","(21.0, 32.0, 31.866666666666667)","(12.0, 16.0, 14.902985074626866)","(26.0, 42.0, 41.519999999999996)","(7.5, 9.2, 9.114285714285714)"
12-01-2023 13:42:57.600292,"(51.0, 80.0, 78.2394366197183)","(3.7, 4.3, 4.2365079365079366)","(17.0, 22.0, 20.314285714285713)","(31.0, 46.0, 43.0)","(2.15, 2.38, 2.3867499999999997)","(71.0, 120.0, 114.0)","(101.0, 270.0, 263.3333333333333)","(41.0, 60.0, 53.506493506493506)","(101.0, 220.0, 217.0)","(21.0, 32.0, 31.41176470588235)","(12.0, 16.0, 14.993150684931507)","(26.0, 42.0, 41.57142857142857)","(7.5, 9.2, 9.1625)"
12-01-2023 13:42:59.344363,"(51.0, 80.0, 78.2394366197183)","(3.7, 4.3, 4.34935064935065)","(17.0, 22.0, 20.126984126984127)","(31.0, 46.0, 43.12)","(2.15, 2.44, 2.3867499999999997)","(71.0, 120.0, 114.0)","(101.0, 270.0, 263.3333333333333)","(41.0, 60.0, 53.506493506493506)","(101.0, 220.0, 217.0)","(21.0, 34.0, 31.41176470588235)","(12.0, 16.0, 14.993150684931507)","(26.0, 42.0, 41.57142857142857)","(7.5, 9.2, 9.1625)"
12-01-2023 13:43:01.210373,"(51.0, 80.0, 78.2394366197183)","(3.7, 4.4, 4.198913043478261)","(17.0, 22.0, 20.126984126984127)","(31.0, 46.0, 43.12)","(2.15, 2.44, 2.3867499999999997)","(71.0, 120.0, 114.0)","(101.0, 270.0, 263.3333333333333)","(41.0, 60.0, 53.506493506493506)","(101.0, 220.0, 217.0)","(21.0, 34.0, 31.41176470588235)","(12.0, 16.0, 14.993150684931507)","(26.0, 42.0, 41.57142857142857)","(7.5, 9.2, 9.1625)"
12-01-2023 13:43:03.025546,"(51.0, 80.0, 78.26388888888889)","(3.7, 4.2, 4.198974358974359)","(17.0, 22.0, 20.126984126984127)","(31.0, 46.0, 43.12)","(2.15, 2.44, 2.3867499999999997)","(71.0, 120.0, 114.0)","(101.0, 270.0, 263.3333333333333)","(41.0, 60.0, 53.506493506493506)","(101.0, 220.0, 217.0)","(21.0, 34.0, 31.41176470588235)","(12.0, 16.0, 14.993150684931507)","(26.0, 42.0, 41.57142857142857)","(7.5, 9.2, 9.1625)"
12-01-2023 13:43:05.036626,"(51.0, 80.0, 78.28767123287672)","(3.7, 4.2, 4.199019607843137)","(17.0, 22.0, 20.28985507246377)","(31.0, 46.0, 43.12)","(2.15, 2.44, 2.388828828828829)","(71.0, 120.0, 114.28571428571429)","(101.0, 270.0, 263.3333333333333)","(41.0, 60.0, 53.58974358974359)","(101.0, 220.0, 217.0)","(21.0, 34.0, 31.684210526315788)","(12.0, 16.0, 15.081632653061224)","(26.0, 42.0, 41.58620689655172)","(7.5, 9.2, 9.166666666666666)"
12-01-2023 13:43:07.026642,"(51.0, 80.0, 78.28767123287672)","(3.7, 4.2, 4.198969072164949)","(17.0, 22.0, 20.28985507246377)","(31.0, 46.0, 43.12)","(2.15, 2.44, 2.388828828828829)","(71.0, 120.0, 114.28571428571429)","(101.0, 270.0, 263.3333333333333)","(41.0, 60.0, 53.58974358974359)","(101.0, 220.0, 217.0)","(21.0, 34.0, 31.684210526315788)","(12.0, 16.0, 15.081632653061224)","(31.0, 42.0, 41.58620689655172)","(7.5, 9.2, 9.166666666666666)"
12-01-2023 13:43:08.773088,"(51.0, 80.0, 78.28767123287672)","(3.7, 4.2, 4.198969072164949)","(17.0, 22.0, 20.126984126984127)","(31.0, 46.0, 41.8)","(2.15, 2.44, 2.3885714285714283)","(71.0, 120.0, 114.28571428571429)","(101.0, 270.0, 263.3333333333333)","(41.0, 60.0, 53.58974358974359)","(101.0, 220.0, 217.0)","(21.0, 34.0, 31.684210526315788)","(12.0, 16.0, 15.095238095238095)","(31.0, 42.0, 41.64705882352941)","(7.5, 9.2, 9.17142857142857)"
12-01-2023 13:43:10.489502,"(51.0, 80.0, 78.28767123287672)","(3.7, 4.2, 4.198969072164949)","(17.0, 22.0, 20.126984126984127)","(31.0, 46.0, 41.8)","(2.15, 2.44, 2.388780487804878)","(71.0, 120.0, 114.28571428571429)","(101.0, 270.0, 263.3333333333333)","(41.0, 60.0, 53.58974358974359)","(101.0, 220.0, 217.0)","(21.0, 34.0, 31.684210526315788)","(12.0, 16.0, 15.08433734939759)","(31.0, 42.0, 41.64705882352941)","(7.5, 9.4, 9.17142857142857)"
12-01-2023 13:43:12.232545,"(51.0, 80.0, 78.28767123287672)","(3.7, 4.2, 4.084025559105431)","(17.0, 22.0, 20.126984126984127)","(31.0, 46.0, 42.294117647058826)","(2.15, 2.44, 2.388780487804878)","(71.0, 120.0, 114.28571428571429)","(101.0, 270.0, 263.3333333333333)","(41.0, 60.0, 53.58974358974359)","(101.0, 220.0, 217.0)","(21.0, 34.0, 31.684210526315788)","(12.0, 16.0, 15.08433734939759)","(31.0, 42.0, 41.64705882352941)","(7.5, 9.4, 9.168115942028985)"
12-01-2023 13:43:13.961995,"(51.0, 80.0, 78.28767123287672)","(3.7, 4.1, 4.086333333333333)","(17.0, 22.0, 20.126984126984127)","(31.0, 46.0, 42.294117647058826)","(2.15, 2.44, 2.388780487804878)","(71.0, 120.0, 114.28571428571429)","(101.0, 270.0, 263.3333333333333)","(41.0, 60.0, 53.58974358974359)","(101.0, 220.0, 217.0)","(21.0, 34.0, 31.684210526315788)","(12.0, 16.0, 15.08433734939759)","(31.0, 42.0, 41.64705882352941)","(7.5, 9.4, 9.168115942028985)"
12-01-2023 13:43:15.659098,"(51.0, 80.0, 78.28767123287672)","(3.7, 4.1, 4.085761589403973)","(17.0, 22.0, 20.126984126984127)","(31.0, 46.0, 42.294117647058826)","(2.15, 2.44, 2.3885970149253732)","(71.0, 120.0, 114.28571428571429)","(101.0, 270.0, 263.3333333333333)","(41.0, 60.0, 53.58974358974359)","(101.0, 220.0, 217.0)","(21.0, 34.0, 31.684210526315788)","(12.0, 16.0, 15.05)","(31.0, 42.0, 41.64705882352941)","(7.5, 9.4, 9.163380281690142)"
12-01-2023 13:43:17.375447,"(51.0, 80.0, 78.28767123287672)","(3.7, 4.1, 4.085761589403973)","(17.0, 22.0, 20.126984126984127)","(31.0, 46.0, 42.294117647058826)","(2.15, 2.44, 2.3885970149253732)","(71.0, 120.0, 114.28571428571429)","(101.0, 270.0, 263.3333333333333)","(41.0, 60.0, 53.58974358974359)","(101.0, 220.0, 214.0)","(21.0, 34.0, 31.684210526315788)","(12.0, 16.0, 15.05)","(31.0, 42.0, 41.64705882352941)","(7.5, 9.4, 9.163380281690142)"
12-01-2023 13:43:19.053953,"(51.0, 80.0, 78.28767123287672)","(3.7, 4.1, 4.085761589403973)","(17.0, 22.0, 20.126984126984127)","(31.0, 46.0, 42.294117647058826)","(2.15, 2.44, 2.3885970149253732)","(71.0, 120.0, 114.28571428571429)","(101.0, 270.0, 263.3333333333333)","(41.0, 60.0, 53.58974358974359)","(101.0, 220.0, 214.0)","(21.0, 34.0, 31.684210526315788)","(12.0, 16.0, 15.05)","(31.0, 42.0, 41.64705882352941)","(7.5, 9.4, 9.19)"
12-01-2023 13:43:20.755491,"(51.0, 80.0, 78.38028169014085)","(3.7, 4.1, 4.085761589403973)","(17.0, 22.0, 20.126984126984127)","(31.0, 46.0, 42.294117647058826)","(2.15, 2.44, 2.3885970149253732)","(71.0, 120.0, 114.28571428571429)","(101.0, 270.0, 263.3333333333333)","(41.0, 60.0, 53.82716049382716)","(101.0, 220.0, 214.0)","(21.0, 34.0, 31.684210526315788)","(12.0, 16.0, 15.057971014492754)","(31.0, 42.0, 41.64705882352941)","(7.5, 9.4, 9.19)"
12-01-2023 13:43:22.508200,"(51.0, 80.0, 78.38028169014085)","(3.7, 4.1, 4.085761589403973)","(17.0, 22.0, 20.126984126984127)","(31.0, 46.0, 42.68421052631579)","(2.15, 2.44, 2.3885970149253732)","(71.0, 120.0, 114.28571428571429)","(101.0, 270.0, 263.3333333333333)","(41.0, 60.0, 53.82716049382716)","(101.0, 220.0, 214.0)","(21.0, 34.0, 31.904761904761905)","(12.0, 16.0, 15.057971014492754)","(31.0, 42.0, 41.64705882352941)","(7.5, 9.4, 9.19)"
12-01-2023 13:43:24.152851,"(51.0, 80.0, 78.38028169014085)","(3.7, 4.1, 4.086645962732919)","(17.0, 22.0, 20.126984126984127)","(31.0, 46.0, 42.68421052631579)","(2.15, 2.44, 2.3885970149253732)","(71.0, 120.0, 114.28571428571429)","(101.0, 270.0, 263.3333333333333)","(41.0, 60.0, 53.58974358974359)","(101.0, 220.0, 214.0)","(21.0, 34.0, 32.03389830508475)","(12.0, 16.0, 15.044117647058824)","(31.0, 42.0, 41.64705882352941)","(7.5, 9.4, 9.19)"
12-01-2023 13:43:25.861174,"(51.0, 80.0, 78.38028169014085)","(3.7, 4.1, 4.086645962732919)","(17.0, 22.0, 20.126984126984127)","(31.0, 46.0, 42.68421052631579)","(2.15, 2.44, 2.3870153846153843)","(71.0, 120.0, 114.28571428571429)","(101.0, 270.0, 263.3333333333333)","(41.0, 60.0, 53.58974358974359)","(101.0, 220.0, 214.0)","(21.0, 34.0, 32.03389830508475)","(12.0, 16.0, 15.044117647058824)","(31.0, 42.0, 41.64705882352941)","(7.5, 9.4, 9.19)"
12-01-2023 13:43:27.582505,"(51.0, 80.0, 78.38028169014085)","(3.7, 4.1, 4.086645962732919)","(17.0, 22.0, 20.126984126984127)","(31.0, 46.0, 42.68421052631579)","(2.15, 2.44, 2.383540983606557)","(71.0, 120.0, 114.28571428571429)","(101.0, 270.0, 263.3333333333333)","(41.0, 60.0, 53.58974358974359)","(101.0, 220.0, 214.0)","(21.0, 34.0, 32.03389830508475)","(12.0, 16.0, 15.044117647058824)","(31.0, 42.0, 41.64705882352941)","(7.5, 9.4, 9.19)"
12-01-2023 13:43:29.282408,"(51.0, 80.0, 78.38028169014085)","(3.7, 4.1, 4.086645962732919)","(17.0, 22.0, 20.126984126984127)","(31.0, 46.0, 42.68421052631579)","(2.15, 2.44, 2.383540983606557)","(71.0, 120.0, 114.28571428571429)","(101.0, 270.0, 263.3333333333333)","(41.0, 60.0, 53.58974358974359)","(101.0, 220.0, 214.0)","(21.0, 34.0, 32.1875)","(12.0, 16.0, 15.044117647058824)","(31.0, 42.0, 41.64705882352941)","(7.5, 9.4, 9.19)"
12-01-2023 13:43:30.930939,"(51.0, 80.0, 78.38028169014085)","(3.7, 4.1, 4.086645962732919)","(17.0, 22.0, 20.126984126984127)","(31.0, 46.0, 42.68421052631579)","(2.15, 2.44, 2.3826)","(71.0, 120.0, 114.28571428571429)","(101.0, 270.0, 263.3333333333333)","(41.0, 60.0, 53.58974358974359)","(101.0, 220.0, 214.0)","(21.0, 34.0, 32.1875)","(12.0, 16.0, 15.044117647058824)","(31.0, 42.0, 41.0625)","(7.5, 9.4, 9.184615384615384)"
12-01-2023 13:43:32.738319,"(51.0, 80.0, 78.38028169014085)","(3.7, 4.1, 4.086645962732919)","(17.0, 22.0, 20.126984126984127)","(31.0, 46.0, 42.68421052631579)","(2.15, 2.44, 2.3826)","(71.0, 120.0, 114.28571428571429)","(101.0, 270.0, 263.3333333333333)","(41.0, 60.0, 53.58974358974359)","(101.0, 220.0, 214.0)","(21.0, 34.0, 32.1875)","(12.0, 16.0, 15.044117647058824)","(31.0, 42.0, 41.0625)","(7.5, 9.4, 9.152941176470588)"
12-01-2023 13:43:35.057537,"(51.0, 80.0, 78.38028169014085)","(3.7, 4.1, 4.086645962732919)","(17.0, 22.0, 20.126984126984127)","(31.0, 46.0, 42.68421052631579)","(2.15, 2.44, 2.385333333333333)","(71.0, 120.0, 114.28571428571429)","(101.0, 270.0, 263.3333333333333)","(41.0, 60.0, 53.58974358974359)","(101.0, 220.0, 214.0)","(21.0, 34.0, 32.1875)","(12.0, 16.0, 15.044117647058824)","(31.0, 42.0, 41.0625)","(7.5, 9.4, 9.176)"
12-01-2023 13:43:38.008990,"(51.0, 80.0, 78.40277777777777)","(3.7, 4.1, 4.087315634218289)","(17.0, 22.0, 20.21212121212121)","(31.0, 46.0, 42.85)","(2.15, 2.44, 2.3899418604651164)","(71.0, 120.0, 114.54545454545455)","(101.0, 270.0, 264.2857142857143)","(41.0, 60.0, 53.67088607594937)","(101.0, 220.0, 214.0)","(21.0, 34.0, 32.294117647058826)","(12.0, 16.0, 15.097222222222221)","(31.0, 42.0, 41.09090909090909)","(7.5, 9.4, 9.195121951219512)"
12-01-2023 13:43:39.896123,"(51.0, 80.0, 78.40277777777777)","(3.7, 4.1, 4.087315634218289)","(17.0, 22.0, 20.21212121212121)","(31.0, 46.0, 42.85)","(2.15, 2.44, 2.3899418604651164)","(71.0, 120.0, 114.54545454545455)","(101.0, 270.0, 264.2857142857143)","(41.0, 60.0, 53.67088607594937)","(101.0, 220.0, 214.0)","(21.0, 34.0, 32.294117647058826)","(12.0, 16.0, 15.097222222222221)","(31.0, 42.0, 41.09090909090909)","(7.5, 9.4, 9.195121951219512)"
12-01-2023 13:43:41.609666,"(51.0, 80.0, 78.40277777777777)","(3.7, 4.1, 4.091452991452991)","(17.0, 22.0, 20.405405405405407)","(31.0, 46.0, 42.18181818181818)","(2.15, 2.44, 2.402727272727273)","(71.0, 120.0, 114.78260869565217)","(101.0, 270.0, 264.2857142857143)","(41.0, 60.0, 53.421052631578945)","(101.0, 220.0, 214.54545454545453)","(21.0, 34.0, 32.432432432432435)","(12.0, 16.0, 15.177215189873417)","(31.0, 42.0, 41.166666666666664)","(7.5, 9.4, 9.22857142857143)"
12-01-2023 13:43:43.371587,"(51.0, 80.0, 78.47222222222223)","(3.7, 4.1, 4.337931034482759)","(17.0, 22.0, 20.50632911392405)","(31.0, 46.0, 42.18181818181818)","(2.15, 2.44, 2.4072934472934473)","(71.0, 120.0, 115.0)","(101.0, 270.0, 264.2857142857143)","(41.0, 60.0, 53.53658536585366)","(101.0, 220.0, 214.54545454545453)","(21.0, 34.0, 32.61904761904762)","(12.0, 16.0, 15.31578947368421)","(31.0, 42.0, 38.666666666666664)","(7.5, 9.4, 9.355555555555554)"
12-01-2023 13:43:45.050569,"(51.0, 80.0, 78.47222222222223)","(3.7, 4.4, 4.341463414634147)","(17.0, 22.0, 20.50632911392405)","(31.0, 46.0, 42.18181818181818)","(2.15, 2.44, 2.4072934472934473)","(71.0, 120.0, 115.0)","(101.0, 270.0, 264.2857142857143)","(41.0, 60.0, 55.09803921568628)","(101.0, 220.0, 214.54545454545453)","(21.0, 34.0, 32.55)","(12.0, 16.0, 15.31578947368421)","(31.0, 42.0, 38.666666666666664)","(7.5, 9.6, 9.569230769230769)"
12-01-2023 13:43:46.845139,"(51.0, 80.0, 78.47222222222223)","(3.7, 4.4, 4.340740740740741)","(17.0, 22.0, 20.44736842105263)","(31.0, 46.0, 42.18181818181818)","(2.15, 2.44, 2.4072934472934473)","(71.0, 120.0, 115.0)","(101.0, 270.0, 264.2857142857143)","(41.0, 60.0, 55.09803921568628)","(101.0, 220.0, 214.54545454545453)","(26.0, 34.0, 32.30769230769231)","(12.0, 16.0, 15.31578947368421)","(31.0, 42.0, 38.666666666666664)","(7.5, 9.6, 9.569230769230769)"
12-01-2023 13:43:48.569871,"(51.0, 80.0, 78.47222222222223)","(3.7, 4.4, 4.358333333333333)","(17.0, 22.0, 20.21212121212121)","(31.0, 46.0, 42.18181818181818)","(2.15, 2.44, 2.4072934472934473)","(71.0, 120.0, 115.0)","(101.0, 270.0, 264.2857142857143)","(41.0, 60.0, 55.09803921568628)","(101.0, 220.0, 214.54545454545453)","(26.0, 34.0, 32.30769230769231)","(12.0, 16.0, 15.31578947368421)","(31.0, 42.0, 38.666666666666664)","(7.5, 9.6, 9.466666666666667)"
12-01-2023 13:43:50.203808,"(51.0, 80.0, 78.47222222222223)","(3.7, 4.4, 4.365217391304348)","(17.0, 22.0, 20.21212121212121)","(31.0, 46.0, 42.18181818181818)","(2.15, 2.44, 2.4072934472934473)","(71.0, 120.0, 115.0)","(101.0, 270.0, 264.2857142857143)","(41.0, 60.0, 55.09803921568628)","(101.0, 220.0, 214.54545454545453)","(26.0, 34.0, 32.30769230769231)","(12.0, 16.0, 15.31578947368421)","(31.0, 42.0, 38.666666666666664)","(7.5, 9.6, 9.5)"
12-01-2023 13:43:52.038769,"(51.0, 80.0, 78.47222222222223)","(3.7, 4.4, 4.365217391304348)","(17.0, 22.0, 20.21212121212121)","(31.0, 46.0, 42.18181818181818)","(2.15, 2.44, 2.4035555555555557)","(71.0, 120.0, 115.0)","(101.0, 270.0, 264.2857142857143)","(41.0, 60.0, 55.09803921568628)","(101.0, 220.0, 214.54545454545453)","(26.0, 34.0, 32.30769230769231)","(12.0, 16.0, 15.31578947368421)","(31.0, 42.0, 38.666666666666664)","(7.5, 9.6, 9.5)"
12-01-2023 13:43:53.707953,"(51.0, 80.0, 78.47222222222223)","(3.7, 4.4, 4.359322033898305)","(17.0, 22.0, 20.21212121212121)","(31.0, 46.0, 42.18181818181818)","(2.15, 2.44, 2.4035555555555557)","(71.0, 120.0, 115.0)","(101.0, 270.0, 264.2857142857143)","(41.0, 60.0, 55.09803921568628)","(101.0, 220.0, 214.54545454545453)","(21.0, 34.0, 32.30769230769231)","(12.0, 16.0, 15.31578947368421)","(31.0, 42.0, 38.666666666666664)","(7.5, 9.6, 9.5)"
12-01-2023 13:43:55.423878,"(51.0, 80.0, 78.47222222222223)","(3.7, 4.4, 4.359322033898305)","(17.0, 22.0, 20.21212121212121)","(31.0, 46.0, 42.18181818181818)","(2.15, 2.44, 2.4035555555555557)","(71.0, 120.0, 115.0)","(101.0, 270.0, 264.2857142857143)","(41.0, 60.0, 55.09803921568628)","(101.0, 220.0, 214.54545454545453)","(21.0, 34.0, 32.30769230769231)","(12.0, 16.0, 15.31578947368421)","(31.0, 42.0, 38.666666666666664)","(7.5, 9.6, 9.5)"
12-01-2023 13:43:57.127287,"(51.0, 80.0, 78.47222222222223)","(3.7, 4.4, 4.359322033898305)","(17.0, 22.0, 20.21212121212121)","(31.0, 46.0, 42.18181818181818)","(2.15, 2.44, 2.4036129032258065)","(71.0, 120.0, 115.0)","(101.0, 270.0, 264.2857142857143)","(41.0, 60.0, 55.09803921568628)","(101.0, 220.0, 214.54545454545453)","(21.0, 34.0, 32.30769230769231)","(12.0, 16.0, 15.31578947368421)","(31.0, 42.0, 38.666666666666664)","(7.5, 9.6, 9.257142857142856)"
12-01-2023 13:43:58.869719,"(51.0, 80.0, 78.47222222222223)","(3.7, 4.4, 4.227354260089686)","(17.0, 22.0, 20.24137931034483)","(31.0, 46.0, 42.18181818181818)","(2.15, 2.44, 2.4036129032258065)","(71.0, 120.0, 115.0)","(101.0, 270.0, 264.2857142857143)","(41.0, 60.0, 55.104166666666664)","(101.0, 220.0, 214.54545454545453)","(21.0, 34.0, 32.4)","(12.0, 16.0, 15.287671232876713)","(31.0, 42.0, 38.666666666666664)","(7.5, 9.6, 9.257142857142856)"
12-01-2023 13:44:00.483399,"(51.0, 80.0, 78.47222222222223)","(3.7, 4.5, 4.227354260089686)","(17.0, 22.0, 20.24137931034483)","(31.0, 46.0, 42.18181818181818)","(2.15, 2.44, 2.4036129032258065)","(71.0, 120.0, 115.0)","(101.0, 270.0, 264.2857142857143)","(41.0, 60.0, 55.104166666666664)","(101.0, 220.0, 214.54545454545453)","(21.0, 34.0, 32.4)","(12.0, 16.0, 15.276315789473685)","(31.0, 42.0, 38.666666666666664)","(7.5, 9.6, 9.257142857142856)"
12-01-2023 13:44:02.113361,"(51.0, 80.0, 78.47222222222223)","(3.7, 4.5, 4.229777777777778)","(17.0, 22.0, 20.24137931034483)","(31.0, 46.0, 42.18181818181818)","(2.15, 2.44, 2.4036129032258065)","(71.0, 120.0, 115.0)","(101.0, 270.0, 264.2857142857143)","(41.0, 60.0, 55.104166666666664)","(101.0, 220.0, 214.54545454545453)","(21.0, 34.0, 32.4)","(12.0, 16.0, 15.276315789473685)","(31.0, 42.0, 38.666666666666664)","(7.5, 9.6, 9.559550561797753)"
12-01-2023 13:44:03.795751,"(51.0, 80.0, 78.47222222222223)","(3.7, 4.5, 4.229777777777778)","(17.0, 22.0, 20.24137931034483)","(31.0, 46.0, 42.18181818181818)","(2.15, 2.44, 2.4033766233766234)","(71.0, 120.0, 115.0)","(101.0, 270.0, 264.2857142857143)","(41.0, 60.0, 55.104166666666664)","(101.0, 220.0, 214.54545454545453)","(21.0, 34.0, 32.4)","(12.0, 16.0, 15.276315789473685)","(31.0, 42.0, 38.666666666666664)","(7.5, 9.6, 9.559550561797753)"
12-01-2023 13:44:05.514486,"(51.0, 80.0, 78.47222222222223)","(3.7, 4.5, 4.229777777777778)","(17.0, 22.0, 20.24137931034483)","(31.0, 46.0, 42.18181818181818)","(2.15, 2.44, 2.4033766233766234)","(71.0, 120.0, 115.0)","(101.0, 270.0, 264.2857142857143)","(41.0, 60.0, 55.104166666666664)","(101.0, 220.0, 214.54545454545453)","(21.0, 34.0, 32.38709677419355)","(12.0, 16.0, 15.276315789473685)","(31.0, 42.0, 38.666666666666664)","(7.5, 9.6, 9.559550561797753)"
12-01-2023 13:44:07.149231,"(51.0, 80.0, 78.47222222222223)","(3.7, 4.5, 4.230044843049328)","(17.0, 22.0, 20.24137931034483)","(31.0, 46.0, 42.18181818181818)","(2.15, 2.44, 2.4012371134020616)","(71.0, 120.0, 115.0)","(101.0, 270.0, 264.2857142857143)","(41.0, 60.0, 55.104166666666664)","(101.0, 220.0, 214.54545454545453)","(21.0, 34.0, 32.38709677419355)","(12.0, 16.0, 15.276315789473685)","(31.0, 42.0, 38.666666666666664)","(7.5, 9.6, 9.559550561797753)"
12-01-2023 13:44:08.790467,"(51.0, 80.0, 78.47222222222223)","(3.7, 4.5, 4.230225563909775)","(17.0, 22.0, 20.24137931034483)","(31.0, 46.0, 42.18181818181818)","(2.15, 2.44, 2.4012371134020616)","(71.0, 120.0, 115.0)","(101.0, 270.0, 264.2857142857143)","(41.0, 60.0, 55.104166666666664)","(101.0, 220.0, 214.54545454545453)","(21.0, 34.0, 32.38709677419355)","(12.0, 16.0, 15.276315789473685)","(31.0, 42.0, 38.666666666666664)","(7.5, 9.6, 9.559550561797753)"
12-01-2023 13:44:10.527432,"(51.0, 80.0, 78.51351351351352)","(3.7, 4.5, 4.230225563909775)","(17.0, 22.0, 20.24137931034483)","(31.0, 46.0, 42.888888888888886)","(2.15, 2.44, 2.4012371134020616)","(71.0, 120.0, 115.0)","(101.0, 270.0, 264.2857142857143)","(41.0, 60.0, 55.104166666666664)","(101.0, 220.0, 214.54545454545453)","(21.0, 34.0, 32.38709677419355)","(12.0, 16.0, 15.276315789473685)","(31.0, 42.0, 38.666666666666664)","(7.5, 9.6, 9.559550561797753)"
12-01-2023 13:44:12.166263,"(51.0, 80.0, 78.51351351351352)","(3.7, 4.5, 4.229500756429652)","(17.0, 22.0, 20.327868852459016)","(31.0, 46.0, 42.888888888888886)","(2.15, 2.44, 2.3971999999999998)","(71.0, 120.0, 115.0)","(101.0, 270.0, 264.2857142857143)","(41.0, 60.0, 55.104166666666664)","(101.0, 220.0, 214.54545454545453)","(21.0, 34.0, 32.529411764705884)","(12.0, 16.0, 15.276315789473685)","(31.0, 42.0, 38.666666666666664)","(7.5, 9.6, 9.559550561797753)"
12-01-2023 13:44:13.781057,"(51.0, 80.0, 78.51351351351352)","(3.7, 4.5, 4.227439024390244)","(17.0, 22.0, 20.327868852459016)","(31.0, 46.0, 42.888888888888886)","(2.15, 2.4, 2.3971999999999998)","(71.0, 120.0, 115.0)","(101.0, 270.0, 264.2857142857143)","(41.0, 60.0, 55.104166666666664)","(101.0, 220.0, 214.54545454545453)","(21.0, 34.0, 32.529411764705884)","(12.0, 16.0, 15.276315789473685)","(31.0, 42.0, 38.666666666666664)","(7.5, 9.6, 9.559550561797753)"
12-01-2023 13:44:15.494780,"(51.0, 80.0, 78.51351351351352)","(3.7, 4.5, 4.227439024390244)","(17.0, 22.0, 20.327868852459016)","(31.0, 46.0, 42.888888888888886)","(2.15, 2.4, 2.3971999999999998)","(71.0, 120.0, 115.0)","(101.0, 270.0, 264.2857142857143)","(41.0, 60.0, 55.104166666666664)","(101.0, 220.0, 214.54545454545453)","(21.0, 34.0, 32.275862068965516)","(12.0, 16.0, 15.276315789473685)","(31.0, 42.0, 38.666666666666664)","(7.5, 9.6, 9.559550561797753)"
12-01-2023 13:44:17.174303,"(51.0, 80.0, 78.51351351351352)","(3.7, 4.5, 4.227439024390244)","(17.0, 22.0, 20.327868852459016)","(31.0, 46.0, 42.888888888888886)","(2.15, 2.4, 2.3971999999999998)","(71.0, 120.0, 115.0)","(101.0, 270.0, 264.2857142857143)","(41.0, 60.0, 55.104166666666664)","(101.0, 220.0, 214.54545454545453)","(21.0, 34.0, 32.24242424242424)","(12.0, 16.0, 15.276315789473685)","(31.0, 42.0, 38.666666666666664)","(7.5, 9.6, 9.559550561797753)"
12-01-2023 13:44:18.809693,"(51.0, 80.0, 78.51351351351352)","(3.7, 4.5, 4.227439024390244)","(17.0, 22.0, 20.327868852459016)","(31.0, 46.0, 42.888888888888886)","(2.15, 2.4, 2.3971999999999998)","(71.0, 120.0, 114.78260869565217)","(101.0, 270.0, 267.5)","(41.0, 60.0, 55.104166666666664)","(101.0, 220.0, 214.54545454545453)","(21.0, 34.0, 32.24242424242424)","(12.0, 16.0, 15.276315789473685)","(31.0, 42.0, 38.666666666666664)","(7.5, 9.6, 9.559550561797753)"
12-01-2023 13:44:20.544485,"(51.0, 80.0, 78.51351351351352)","(3.7, 4.5, 4.227439024390244)","(17.0, 22.0, 20.327868852459016)","(31.0, 46.0, 42.888888888888886)","(2.15, 2.4, 2.3971999999999998)","(71.0, 120.0, 114.78260869565217)","(101.0, 270.0, 260.0)","(41.0, 60.0, 55.104166666666664)","(101.0, 220.0, 214.54545454545453)","(21.0, 34.0, 32.24242424242424)","(12.0, 16.0, 15.276315789473685)","(31.0, 42.0, 38.666666666666664)","(7.5, 9.6, 9.559550561797753)"
12-01-2023 13:44:22.145710,"(51.0, 80.0, 78.51351351351352)","(3.7, 4.5, 4.227439024390244)","(17.0, 22.0, 20.327868852459016)","(31.0, 46.0, 42.888888888888886)","(2.15, 2.4, 2.3971999999999998)","(71.0, 120.0, 114.78260869565217)","(101.0, 270.0, 260.0)","(41.0, 60.0, 55.104166666666664)","(101.0, 220.0, 214.54545454545453)","(21.0, 34.0, 32.24242424242424)","(12.0, 16.0, 15.276315789473685)","(31.0, 42.0, 38.666666666666664)","(7.5, 9.6, 9.559550561797753)"
