,Rhythmic Ruler,Emjay,Steinbeck,East Of India,Potential Grizzly,Math Man Marco,Pour Me A Double
15-12-2022 12:03:07.064295,"(11.0, 28.0, 20.75)","(7.5, 9.8, 9.48)","(2.3, 2.78, 2.7628571428571425)","(9.0, 23.0, 15.666666666666666)","(13.0, 23.0, 17.666666666666668)","(4.0, 4.8, 4.275)","(8.0, 12.0, 10.8)"
15-12-2022 12:03:08.401463,"(11.0, 28.0, 20.75)","(7.5, 9.8, 9.48)","(2.3, 2.78, 2.750909090909091)","(9.0, 23.0, 15.666666666666666)","(13.0, 23.0, 17.666666666666668)","(4.0, 4.8, 3.941666666666667)","(8.0, 12.0, 10.8)"
15-12-2022 12:03:09.638181,"(11.0, 28.0, 20.75)","(7.5, 9.8, 9.48)","(2.3, 2.78, 2.750909090909091)","(9.0, 23.0, 15.666666666666666)","(13.0, 23.0, 17.666666666666668)","(4.0, 4.9, 3.8454545454545452)","(8.0, 12.0, 10.8)"
15-12-2022 12:03:10.945048,"(11.0, 28.0, 20.75)","(7.5, 9.8, 9.48)","(2.3, 2.8, 2.7296)","(9.0, 23.0, 15.666666666666666)","(13.0, 23.0, 17.666666666666668)","(4.0, 4.8, 3.8454545454545452)","(8.0, 12.0, 10.8)"
15-12-2022 12:03:12.276462,"(12.0, 28.0, 20.75)","(7.5, 9.8, 9.48)","(2.3, 2.8, 2.7503225806451614)","(9.0, 23.0, 15.666666666666666)","(14.0, 23.0, 17.666666666666668)","(3.8, 4.8, 4.066666666666666)","(8.0, 12.0, 10.8)"
15-12-2022 12:03:13.533801,"(12.0, 28.0, 20.75)","(7.5, 9.8, 9.48)","(2.3, 2.8, 2.783076923076923)","(9.0, 23.0, 15.666666666666666)","(14.0, 23.0, 17.666666666666668)","(3.8, 4.7, 4.545454545454546)","(8.0, 12.0, 10.8)"
15-12-2022 12:03:14.788472,"(12.0, 28.0, 20.75)","(7.5, 9.8, 9.48)","(2.3, 2.8, 2.783076923076923)","(9.0, 23.0, 15.666666666666666)","(14.0, 23.0, 17.666666666666668)","(3.8, 4.7, 4.545454545454546)","(8.0, 12.0, 10.8)"
15-12-2022 12:03:15.876944,"(12.0, 28.0, 20.75)","(7.5, 9.8, 9.48)","(2.3, 2.8, 2.783076923076923)","(9.0, 23.0, 15.666666666666666)","(14.0, 23.0, 17.666666666666668)","(3.8, 4.7, 4.545454545454546)","(8.0, 12.0, 10.8)"
15-12-2022 12:03:16.920702,"(12.0, 28.0, 20.75)","(7.5, 9.8, 9.48)","(2.3, 2.8, 2.745)","(9.0, 23.0, 15.666666666666666)","(14.0, 23.0, 17.666666666666668)","(3.8, 4.7, 4.545454545454546)","(8.0, 12.0, 10.8)"
15-12-2022 12:03:18.085668,"(12.0, 28.0, 20.75)","(7.5, 9.8, 9.48)","(2.3, 2.8, 2.745)","(9.0, 23.0, 15.666666666666666)","(14.0, 23.0, 17.666666666666668)","(3.8, 4.7, 4.545454545454546)","(8.0, 12.0, 10.8)"
15-12-2022 12:03:19.249349,"(12.0, 28.0, 20.75)","(7.5, 9.8, 9.48)","(2.3, 2.8, 2.745)","(9.0, 23.0, 15.666666666666666)","(14.0, 23.0, 17.666666666666668)","(3.8, 4.7, 4.545454545454546)","(8.0, 12.0, 10.8)"
15-12-2022 12:03:20.380907,"(12.0, 28.0, 20.75)","(7.5, 9.8, 9.48)","(2.3, 2.8, 2.745)","(9.0, 23.0, 15.666666666666666)","(14.0, 23.0, 17.666666666666668)","(3.8, 4.7, 4.545454545454546)","(8.0, 12.0, 10.8)"
15-12-2022 12:03:21.469525,"(12.0, 28.0, 20.75)","(7.5, 9.8, 9.48)","(2.3, 2.8, 2.745)","(9.0, 23.0, 15.666666666666666)","(14.0, 23.0, 17.666666666666668)","(3.8, 4.7, 4.545454545454546)","(8.0, 12.0, 10.8)"
15-12-2022 12:03:22.504526,"(12.0, 28.0, 20.75)","(7.5, 9.8, 9.48)","(2.3, 2.8, 2.745)","(9.0, 23.0, 15.666666666666666)","(14.0, 23.0, 17.666666666666668)","(3.8, 4.7, 4.545454545454546)","(8.0, 12.0, 10.8)"
15-12-2022 12:03:23.536769,"(12.0, 28.0, 20.75)","(7.5, 9.8, 9.48)","(2.3, 2.8, 2.745)","(9.0, 23.0, 15.666666666666666)","(14.0, 23.0, 17.666666666666668)","(3.8, 4.7, 4.545454545454546)","(8.0, 12.0, 10.8)"
15-12-2022 12:03:24.595785,"(12.0, 28.0, 21.0)","(7.5, 9.8, 9.48)","(2.3, 2.8, 2.745)","(9.0, 23.0, 15.666666666666666)","(14.0, 23.0, 17.666666666666668)","(3.8, 4.7, 4.545454545454546)","(8.0, 12.0, 10.8)"
15-12-2022 12:03:25.698769,"(12.0, 28.0, 21.0)","(7.5, 9.8, 9.48)","(2.3, 2.8, 2.745)","(9.0, 23.0, 15.666666666666666)","(14.0, 23.0, 17.666666666666668)","(3.8, 4.7, 4.545454545454546)","(8.0, 12.0, 10.8)"
15-12-2022 12:03:26.857114,"(12.0, 28.0, 21.0)","(7.5, 9.8, 9.48)","(2.3, 2.8, 2.745)","(9.0, 23.0, 15.666666666666666)","(14.0, 23.0, 17.666666666666668)","(3.8, 4.7, 4.545454545454546)","(8.0, 12.0, 10.8)"
15-12-2022 12:03:27.987314,"(12.0, 28.0, 21.0)","(7.5, 9.8, 9.48)","(2.3, 2.8, 2.745)","(9.0, 23.0, 15.666666666666666)","(14.0, 23.0, 17.666666666666668)","(3.8, 4.7, 4.545454545454546)","(8.0, 12.0, 10.8)"
15-12-2022 12:03:29.059126,"(12.0, 28.0, 21.0)","(7.5, 9.8, 9.48)","(2.3, 2.8, 2.745)","(9.0, 23.0, 15.666666666666666)","(14.0, 23.0, 17.666666666666668)","(3.8, 4.7, 4.433333333333334)","(8.0, 12.0, 10.8)"
15-12-2022 12:03:30.231654,"(12.0, 28.0, 21.0)","(7.5, 9.8, 9.48)","(2.3, 2.8, 2.745)","(9.0, 23.0, 15.666666666666666)","(14.0, 23.0, 17.666666666666668)","(3.8, 4.7, 4.433333333333334)","(8.0, 12.0, 10.8)"
15-12-2022 12:03:31.351095,"(12.0, 28.0, 21.0)","(7.5, 9.8, 9.48)","(2.3, 2.8, 2.745)","(9.0, 23.0, 15.666666666666666)","(14.0, 23.0, 17.666666666666668)","(3.8, 4.7, 4.433333333333334)","(8.0, 12.0, 10.8)"
15-12-2022 12:03:32.502816,"(12.0, 28.0, 21.0)","(7.5, 9.8, 9.48)","(2.3, 2.8, 2.745)","(9.0, 23.0, 20.7)","(14.0, 23.0, 17.666666666666668)","(3.8, 4.7, 4.433333333333334)","(8.0, 12.0, 10.8)"
15-12-2022 12:03:33.707843,"(12.0, 28.0, 21.0)","(7.5, 9.8, 9.371428571428572)","(2.3, 2.8, 2.745)","(9.0, 23.0, 20.7)","(14.0, 23.0, 17.666666666666668)","(3.8, 4.7, 4.38)","(8.0, 12.0, 11.025)"
15-12-2022 12:03:34.841463,"(12.0, 28.0, 21.0)","(7.5, 9.8, 9.371428571428572)","(2.3, 2.8, 2.745)","(9.0, 23.0, 20.7)","(14.0, 23.0, 17.666666666666668)","(3.8, 4.7, 4.38)","(8.0, 12.0, 11.025)"
15-12-2022 12:03:35.965999,"(12.0, 28.0, 24.5)","(7.5, 9.8, 9.371428571428572)","(2.3, 2.8, 2.745)","(9.0, 23.0, 20.7)","(14.0, 23.0, 17.666666666666668)","(3.8, 4.7, 4.38)","(8.0, 12.0, 11.614285714285714)"
15-12-2022 12:03:37.060684,"(12.0, 28.0, 24.5)","(7.5, 9.8, 9.3)","(2.3, 2.8, 2.745)","(9.0, 23.0, 20.7)","(14.0, 23.0, 17.666666666666668)","(3.8, 4.7, 4.38)","(8.0, 12.5, 11.21111111111111)"
15-12-2022 12:03:38.126171,"(12.0, 28.0, 24.5)","(7.5, 9.6, 9.44)","(2.3, 2.8, 2.745)","(9.0, 23.0, 20.7)","(14.0, 23.0, 17.666666666666668)","(3.8, 4.7, 4.38)","(8.0, 12.5, 11.21111111111111)"
15-12-2022 12:03:39.157122,"(12.0, 28.0, 24.5)","(7.5, 9.6, 9.44)","(2.3, 2.8, 2.745)","(9.0, 23.0, 20.7)","(14.0, 23.0, 17.666666666666668)","(3.8, 4.7, 4.38)","(8.0, 12.5, 11.21111111111111)"
15-12-2022 12:03:40.136576,"(12.0, 28.0, 24.5)","(7.5, 9.6, 9.44)","(2.3, 2.8, 2.745)","(9.0, 23.0, 20.7)","(14.0, 23.0, 17.666666666666668)","(3.8, 4.7, 4.38)","(8.0, 12.5, 11.21111111111111)"
15-12-2022 12:03:41.199646,"(12.0, 28.0, 24.5)","(7.5, 9.6, 9.44)","(2.3, 2.8, 2.745)","(9.0, 23.0, 20.7)","(14.0, 23.0, 17.666666666666668)","(3.8, 4.7, 4.38)","(8.0, 12.5, 11.21111111111111)"
15-12-2022 12:03:42.298234,"(12.0, 28.0, 24.5)","(7.5, 9.6, 9.44)","(2.3, 2.8, 2.745)","(9.0, 23.0, 20.125)","(14.0, 23.0, 17.666666666666668)","(3.8, 4.7, 4.38)","(8.0, 12.5, 11.21111111111111)"
15-12-2022 12:03:43.391177,"(12.0, 28.0, 24.5)","(7.5, 9.6, 9.44)","(2.3, 2.8, 2.745)","(9.0, 23.0, 20.125)","(14.0, 23.0, 22.153846153846153)","(3.8, 4.7, 4.5)","(8.0, 12.5, 11.21111111111111)"
15-12-2022 12:03:44.468120,"(12.0, 28.0, 24.5)","(7.5, 9.6, 9.552941176470588)","(2.3, 2.8, 2.745)","(9.0, 23.0, 20.125)","(14.0, 23.0, 22.153846153846153)","(3.8, 4.7, 4.62)","(8.0, 12.5, 10.933333333333334)"
15-12-2022 12:03:45.617457,"(12.0, 28.0, 24.5)","(7.5, 9.6, 9.552941176470588)","(2.3, 2.8, 2.745)","(9.0, 23.0, 20.125)","(14.0, 23.0, 22.153846153846153)","(3.8, 4.9, 4.62)","(8.0, 12.0, 10.933333333333334)"
15-12-2022 12:03:46.703179,"(12.0, 28.0, 24.5)","(7.5, 9.6, 9.552941176470588)","(2.3, 2.8, 2.745)","(9.0, 23.0, 20.125)","(14.0, 23.0, 22.153846153846153)","(3.8, 4.9, 4.62)","(8.0, 12.0, 10.933333333333334)"
15-12-2022 12:03:47.955461,"(12.0, 28.0, 24.5)","(7.5, 9.6, 9.552941176470588)","(2.3, 2.8, 2.745)","(9.0, 23.0, 20.125)","(14.0, 23.0, 22.153846153846153)","(3.8, 4.9, 4.62)","(8.0, 12.0, 10.933333333333334)"
15-12-2022 12:03:49.294814,"(12.0, 28.0, 24.5)","(7.5, 9.6, 9.552941176470588)","(2.3, 2.8, 2.7887179487179488)","(9.0, 23.0, 19.642857142857142)","(14.0, 23.0, 22.153846153846153)","(3.8, 4.9, 4.62)","(8.0, 12.0, 10.933333333333334)"
15-12-2022 12:03:50.519134,"(12.0, 28.0, 24.5)","(7.5, 9.6, 9.552941176470588)","(2.3, 2.8, 2.7896103896103894)","(9.0, 21.0, 19.642857142857142)","(14.0, 23.0, 22.153846153846153)","(3.8, 4.9, 4.62)","(8.0, 12.0, 10.933333333333334)"
15-12-2022 12:03:51.878310,"(12.0, 28.0, 24.5)","(7.5, 9.6, 9.552941176470588)","(2.3, 2.8, 2.772727272727273)","(9.0, 21.0, 19.642857142857142)","(14.0, 23.0, 22.153846153846153)","(3.8, 4.9, 4.62)","(8.0, 12.0, 10.933333333333334)"
15-12-2022 12:03:53.036562,"(12.0, 28.0, 24.5)","(7.5, 9.6, 9.552941176470588)","(2.3, 2.8, 2.772727272727273)","(9.0, 21.0, 19.642857142857142)","(14.0, 23.0, 22.153846153846153)","(3.8, 4.9, 4.62)","(8.0, 12.0, 10.933333333333334)"
15-12-2022 12:03:54.177246,"(12.0, 28.0, 24.5)","(7.5, 9.6, 9.552941176470588)","(2.3, 2.8, 2.772727272727273)","(9.0, 21.0, 19.642857142857142)","(14.0, 23.0, 22.153846153846153)","(3.8, 4.9, 4.56)","(8.0, 12.0, 10.933333333333334)"
15-12-2022 12:03:55.498562,"(12.0, 28.0, 24.5)","(7.5, 9.6, 9.552941176470588)","(2.3, 2.8, 2.772727272727273)","(9.0, 21.0, 19.642857142857142)","(14.0, 23.0, 22.153846153846153)","(3.8, 4.8, 4.56)","(8.0, 12.0, 10.933333333333334)"
15-12-2022 12:03:56.805409,"(12.0, 28.0, 24.5)","(7.5, 9.6, 9.552941176470588)","(2.3, 2.8, 2.772727272727273)","(9.0, 21.0, 17.68181818181818)","(14.0, 23.0, 22.153846153846153)","(3.8, 4.8, 4.56)","(8.0, 12.0, 10.933333333333334)"
15-12-2022 12:03:58.243766,"(12.0, 28.0, 24.5)","(7.5, 9.6, 9.552941176470588)","(2.3, 2.8, 2.772727272727273)","(9.0, 20.0, 18.61111111111111)","(14.0, 23.0, 22.153846153846153)","(3.9, 4.8, 4.56)","(8.0, 12.0, 10.933333333333334)"
15-12-2022 12:03:59.404735,"(12.0, 28.0, 24.5)","(7.5, 9.6, 9.552941176470588)","(2.3, 2.8, 2.772727272727273)","(9.0, 19.5, 18.61111111111111)","(14.0, 23.0, 22.153846153846153)","(3.9, 4.8, 4.56)","(8.0, 12.0, 10.933333333333334)"
15-12-2022 12:04:00.566030,"(12.0, 28.0, 24.5)","(7.5, 9.6, 9.292307692307693)","(2.3, 2.8, 2.772727272727273)","(9.0, 19.5, 18.61111111111111)","(14.0, 23.0, 22.153846153846153)","(3.9, 4.8, 4.56)","(8.0, 12.0, 10.933333333333334)"
15-12-2022 12:04:01.606704,"(12.0, 28.0, 24.5)","(7.5, 9.6, 9.292307692307693)","(2.3, 2.8, 2.772727272727273)","(9.0, 19.5, 18.61111111111111)","(14.0, 23.0, 22.153846153846153)","(3.9, 4.8, 4.56)","(8.0, 12.0, 10.933333333333334)"
15-12-2022 12:04:02.688264,"(12.0, 28.0, 24.5)","(7.5, 9.6, 9.292307692307693)","(2.3, 2.8, 2.764705882352941)","(9.0, 19.5, 18.61111111111111)","(14.0, 23.0, 22.153846153846153)","(3.9, 4.8, 4.56)","(8.0, 12.0, 10.933333333333334)"
15-12-2022 12:04:03.852446,"(12.0, 28.0, 24.5)","(7.5, 9.6, 9.292307692307693)","(2.3, 2.8, 2.764705882352941)","(9.0, 19.5, 15.0)","(14.0, 23.0, 19.666666666666668)","(3.9, 4.8, 4.3)","(8.0, 12.0, 10.92)"
15-12-2022 12:04:04.994713,"(12.0, 27.0, 17.625)","(7.5, 9.6, 9.303703703703704)","(2.3, 2.8, 2.7818181818181817)","(9.0, 19.0, 13.272727272727273)","(14.0, 23.0, 19.666666666666668)","(3.9, 4.8, 4.51304347826087)","(8.0, 12.0, 10.971428571428572)"
15-12-2022 12:04:06.145092,"(12.0, 27.0, 17.625)","(7.5, 9.6, 9.303703703703704)","(2.3, 2.8, 2.7142857142857144)","(9.0, 18.5, 14.6)","(14.0, 23.0, 19.666666666666668)","(3.9, 4.8, 4.51304347826087)","(8.0, 12.0, 10.476923076923077)"
15-12-2022 12:04:07.338883,"(12.0, 27.0, 17.18181818181818)","(7.5, 9.6, 9.303703703703704)","(2.3, 2.8, 2.7142857142857144)","(9.0, 18.0, 12.909090909090908)","(14.0, 23.0, 19.666666666666668)","(3.9, 4.8, 4.472727272727273)","(8.0, 12.0, 10.714285714285714)"
15-12-2022 12:04:08.464029,"(12.0, 27.0, 17.18181818181818)","(7.5, 9.6, 9.303703703703704)","(2.3, 2.8, 2.6984615384615385)","(9.0, 17.0, 13.0)","(14.0, 23.0, 19.666666666666668)","(3.9, 4.7, 4.472727272727273)","(8.0, 12.0, 10.714285714285714)"
15-12-2022 12:04:09.546276,"(12.0, 27.0, 16.772727272727273)","(7.5, 9.6, 9.303703703703704)","(2.3, 2.8, 2.6984615384615385)","(9.0, 16.5, 13.0)","(14.0, 23.0, 19.666666666666668)","(3.9, 4.7, 4.472727272727273)","(8.0, 12.0, 10.714285714285714)"
15-12-2022 12:04:10.537203,"(12.0, 27.0, 19.647058823529413)","(7.5, 9.6, 9.303703703703704)","(2.3, 2.8, 2.7752808988764044)","(9.0, 16.0, 13.0)","(14.0, 23.0, 19.666666666666668)","(3.9, 4.7, 4.472727272727273)","(8.0, 12.0, 10.714285714285714)"
15-12-2022 12:04:11.576612,"(12.0, 27.0, 19.647058823529413)","(7.5, 9.6, 9.303703703703704)","(2.3, 2.8, 2.7752808988764044)","(9.0, 15.5, 12.7)","(14.0, 23.0, 19.666666666666668)","(3.9, 4.7, 4.472727272727273)","(8.0, 12.0, 10.714285714285714)"
15-12-2022 12:04:12.609332,"(12.0, 27.0, 19.647058823529413)","(7.5, 9.6, 9.303703703703704)","(2.3, 2.8, 2.7752808988764044)","(9.0, 15.5, 12.7)","(14.0, 23.0, 19.666666666666668)","(3.9, 4.7, 4.472727272727273)","(8.0, 12.0, 10.714285714285714)"
15-12-2022 12:04:13.627502,"(12.0, 27.0, 19.647058823529413)","(7.5, 9.6, 9.303703703703704)","(2.3, 2.8, 2.7747126436781606)","(9.0, 15.5, 12.7)","(14.0, 23.0, 19.666666666666668)","(3.9, 4.7, 4.538709677419355)","(8.0, 12.0, 10.714285714285714)"
15-12-2022 12:04:14.724377,"(12.0, 27.0, 19.96875)","(7.5, 9.6, 9.357575757575757)","(2.3, 2.8, 2.745)","(9.0, 15.0, 14.65)","(14.0, 23.0, 19.666666666666668)","(3.9, 4.7, 4.538709677419355)","(8.0, 12.0, 10.714285714285714)"
15-12-2022 12:04:15.735907,"(12.0, 27.0, 19.96875)","(7.5, 9.6, 9.357575757575757)","(2.3, 2.8, 2.745)","(9.0, 15.0, 14.65)","(14.0, 23.0, 19.666666666666668)","(3.9, 4.7, 4.538709677419355)","(8.0, 12.0, 10.714285714285714)"
15-12-2022 12:04:16.706720,"(12.0, 27.0, 19.96875)","(7.5, 9.6, 9.357575757575757)","(2.3, 2.8, 2.745)","(9.0, 15.0, 14.65)","(14.0, 23.0, 19.666666666666668)","(3.9, 4.7, 4.538709677419355)","(8.0, 12.0, 10.714285714285714)"
15-12-2022 12:04:17.824036,"(12.0, 27.0, 19.96875)","(7.5, 9.6, 9.357575757575757)","(2.3, 2.8, 2.745)","(9.0, 15.0, 14.65)","(14.0, 23.0, 19.666666666666668)","(3.9, 4.7, 4.538709677419355)","(8.0, 12.0, 10.714285714285714)"
15-12-2022 12:04:18.949564,"(12.0, 27.0, 20.333333333333336)","(7.5, 9.6, 9.357575757575757)","(2.3, 2.8, 2.745)","(9.0, 15.0, 14.65)","(14.0, 23.0, 19.666666666666668)","(3.9, 4.7, 4.538709677419355)","(8.0, 12.0, 10.714285714285714)"
15-12-2022 12:04:20.171158,"(12.0, 27.0, 20.333333333333336)","(7.5, 9.6, 9.357575757575757)","(2.3, 2.8, 2.745)","(9.0, 15.0, 14.65)","(14.0, 23.0, 19.666666666666668)","(3.9, 4.7, 4.538709677419355)","(8.0, 12.0, 10.714285714285714)"
15-12-2022 12:04:21.421240,"(12.0, 26.0, 23.909090909090907)","(7.5, 9.6, 9.14)","(2.3, 2.8, 2.765454545454545)","(9.0, 15.0, 14.038461538461538)","(14.0, 23.0, 20.5)","(3.9, 4.7, 4.588888888888889)","(8.0, 12.0, 10.714285714285714)"
15-12-2022 12:04:22.764017,"(12.0, 25.0, 23.090909090909093)","(7.5, 9.4, 9.129032258064516)","(2.3, 2.78, 2.741142857142857)","(9.0, 14.5, 13.027777777777779)","(14.0, 23.0, 20.5)","(3.9, 4.7, 4.588888888888889)","(8.0, 12.0, 10.714285714285714)"
15-12-2022 12:04:23.962321,"(12.0, 25.0, 20.40625)","(7.5, 9.4, 9.129032258064516)","(2.3, 2.78, 2.741142857142857)","(9.0, 14.0, 13.027777777777779)","(14.0, 23.0, 20.5)","(3.9, 4.7, 4.588888888888889)","(8.0, 12.0, 10.714285714285714)"
15-12-2022 12:04:25.094659,"(12.0, 25.0, 20.40625)","(7.5, 9.4, 9.11875)","(2.3, 2.78, 2.741142857142857)","(9.0, 14.0, 13.375)","(14.0, 23.0, 20.5)","(3.9, 4.7, 4.588888888888889)","(8.0, 12.0, 10.714285714285714)"
15-12-2022 12:04:26.238642,"(12.0, 25.0, 20.40625)","(7.5, 9.4, 9.11875)","(2.3, 2.78, 2.741142857142857)","(9.0, 13.5, 12.884615384615385)","(14.0, 23.0, 20.5)","(3.9, 4.7, 4.588888888888889)","(8.0, 12.0, 10.714285714285714)"
15-12-2022 12:04:27.269135,"(12.0, 25.0, 19.75)","(7.5, 9.4, 9.11875)","(2.3, 2.78, 2.741142857142857)","(9.0, 13.5, 12.884615384615385)","(14.0, 23.0, 20.5)","(3.9, 4.7, 4.588888888888889)","(8.0, 12.0, 10.714285714285714)"
15-12-2022 12:04:28.294836,"(12.0, 25.0, 19.75)","(7.5, 9.4, 9.11875)","(2.3, 2.78, 2.741142857142857)","(9.0, 13.0, 12.85)","(14.0, 23.0, 20.5)","(3.9, 4.7, 4.588888888888889)","(8.0, 12.0, 10.714285714285714)"
15-12-2022 12:04:29.364145,"(12.0, 25.0, 19.75)","(7.5, 9.4, 9.11875)","(2.3, 2.78, 2.741142857142857)","(9.0, 13.0, 12.85)","(14.0, 23.0, 20.5)","(3.9, 4.7, 4.588888888888889)","(8.0, 12.0, 10.714285714285714)"
15-12-2022 12:04:30.439442,"(12.0, 25.0, 19.75)","(7.5, 9.4, 9.11875)","(2.3, 2.78, 2.741142857142857)","(9.0, 13.0, 12.85)","(14.0, 23.0, 20.5)","(3.9, 4.7, 4.588888888888889)","(8.0, 12.0, 10.714285714285714)"
15-12-2022 12:04:31.510307,"(12.0, 25.0, 19.75)","(7.5, 9.4, 9.11875)","(2.3, 2.78, 2.741142857142857)","(9.0, 13.0, 12.85)","(14.0, 23.0, 20.5)","(3.9, 4.7, 4.588888888888889)","(8.0, 12.0, 10.714285714285714)"
15-12-2022 12:04:32.648899,"(12.0, 25.0, 19.75)","(7.5, 9.4, 9.11875)","(2.3, 2.78, 2.741142857142857)","(9.0, 13.0, 12.85)","(14.0, 23.0, 20.5)","(3.9, 4.7, 4.4)","(8.0, 12.0, 11.1)"
15-12-2022 12:04:33.820320,"(12.0, 24.0, 21.88888888888889)","(7.5, 9.4, 9.11875)","(2.3, 2.78, 2.671818181818182)","(9.0, 13.0, 12.75)","(14.0, 23.0, 20.5)","(3.9, 4.7, 4.5588235294117645)","(8.0, 12.0, 11.1)"
15-12-2022 12:04:35.109989,"(12.0, 24.0, 19.25)","(7.5, 9.2, 9.169230769230769)","(2.3, 2.78, 2.654736842105263)","(9.0, 13.0, 12.75)","(14.0, 23.0, 20.5)","(3.9, 4.7, 4.5588235294117645)","(8.0, 12.0, 11.1)"
15-12-2022 12:04:36.455772,"(12.0, 23.0, 21.11111111111111)","(7.5, 9.2, 9.169230769230769)","(2.3, 2.78, 2.654736842105263)","(9.0, 13.0, 12.75)","(14.0, 23.0, 20.5)","(3.9, 4.7, 4.5588235294117645)","(8.0, 12.0, 11.1)"
15-12-2022 12:04:37.807377,"(12.0, 23.0, 21.11111111111111)","(7.5, 9.2, 9.169230769230769)","(2.3, 2.78, 2.654736842105263)","(9.0, 13.0, 12.75)","(14.0, 23.0, 20.5)","(3.9, 4.7, 4.5588235294117645)","(8.0, 12.0, 11.1)"
15-12-2022 12:04:39.211725,"(12.0, 23.0, 21.11111111111111)","(7.5, 9.2, 9.169230769230769)","(2.3, 2.78, 2.6507692307692308)","(9.0, 13.0, 12.75)","(14.0, 23.0, 20.5)","(3.9, 4.7, 4.5588235294117645)","(8.0, 12.0, 11.052631578947368)"
15-12-2022 12:04:40.412809,"(12.0, 23.0, 18.75)","(7.5, 9.2, 9.169230769230769)","(2.3, 2.78, 2.6507692307692308)","(9.0, 13.0, 12.75)","(14.0, 23.0, 20.5)","(3.9, 4.7, 4.5588235294117645)","(8.0, 12.0, 11.052631578947368)"
15-12-2022 12:04:41.594972,"(12.0, 23.0, 18.75)","(7.5, 9.2, 9.169230769230769)","(2.3, 2.78, 2.6507692307692308)","(9.0, 13.0, 12.75)","(14.0, 23.0, 20.5)","(3.9, 4.7, 4.5588235294117645)","(8.0, 12.0, 11.052631578947368)"
15-12-2022 12:04:42.935261,"(12.0, 23.0, 18.75)","(7.5, 9.2, 9.139999999999999)","(2.3, 2.78, 2.723333333333333)","(9.0, 13.0, 12.75)","(14.0, 23.0, 19.8)","(3.9, 4.7, 4.5588235294117645)","(8.0, 12.0, 11.052631578947368)"
15-12-2022 12:04:44.177694,"(12.0, 23.0, 18.75)","(7.5, 9.2, 9.1625)","(2.3, 2.78, 2.723333333333333)","(9.0, 13.0, 12.75)","(14.0, 23.0, 19.8)","(3.9, 4.7, 4.61)","(8.0, 12.0, 11.052631578947368)"
15-12-2022 12:04:45.528634,"(12.0, 23.0, 18.75)","(7.5, 9.2, 9.1625)","(2.3, 2.78, 2.723111111111111)","(9.0, 13.0, 12.75)","(14.0, 23.0, 19.8)","(3.9, 4.7, 4.61)","(8.0, 12.0, 11.052631578947368)"
15-12-2022 12:04:46.653376,"(12.0, 23.0, 18.75)","(7.5, 9.2, 9.1625)","(2.3, 2.78, 2.723111111111111)","(9.0, 13.0, 12.75)","(14.0, 23.0, 19.8)","(3.9, 4.7, 4.61)","(8.0, 12.0, 11.052631578947368)"
15-12-2022 12:04:47.729587,"(12.0, 22.0, 18.25)","(7.5, 9.2, 9.1625)","(2.3, 2.78, 2.7266666666666666)","(9.0, 13.0, 12.75)","(14.0, 23.0, 19.8)","(3.9, 4.7, 4.618181818181818)","(8.0, 12.0, 10.772727272727273)"
15-12-2022 12:04:48.820333,"(12.0, 21.0, 17.75)","(7.5, 9.2, 9.16470588235294)","(2.3, 2.78, 2.7266666666666666)","(9.0, 13.0, 12.75)","(14.0, 23.0, 19.8)","(3.9, 4.7, 4.618181818181818)","(8.0, 12.0, 10.772727272727273)"
15-12-2022 12:04:49.901605,"(12.0, 21.0, 17.75)","(7.5, 9.2, 9.16470588235294)","(2.3, 2.78, 2.7114285714285713)","(9.0, 13.0, 12.75)","(14.0, 23.0, 19.8)","(3.9, 4.7, 4.640000000000001)","(8.0, 12.0, 11.307692307692308)"
15-12-2022 12:04:51.015054,"(12.0, 21.0, 17.75)","(7.5, 9.2, 9.16470588235294)","(2.3, 2.78, 2.7114285714285713)","(9.0, 13.0, 12.75)","(14.0, 23.0, 19.8)","(3.9, 4.7, 4.640000000000001)","(8.0, 12.0, 11.307692307692308)"
15-12-2022 12:04:52.187578,"(12.0, 21.0, 17.75)","(7.5, 9.2, 9.16470588235294)","(2.3, 2.78, 2.7114285714285713)","(9.0, 13.0, 12.75)","(14.0, 23.0, 19.8)","(3.9, 4.7, 4.640000000000001)","(8.0, 12.0, 11.307692307692308)"
15-12-2022 12:04:53.540080,"(12.0, 21.0, 17.75)","(7.5, 9.2, 9.16470588235294)","(2.3, 2.78, 2.7114285714285713)","(9.0, 13.0, 12.75)","(14.0, 23.0, 19.8)","(3.9, 4.7, 4.640000000000001)","(8.0, 12.0, 11.307692307692308)"
15-12-2022 12:04:54.939232,"(12.0, 21.0, 17.75)","(7.5, 9.2, 9.16470588235294)","(2.3, 2.78, 2.7114285714285713)","(9.0, 13.0, 12.8125)","(14.0, 23.0, 19.8)","(3.9, 4.7, 4.640000000000001)","(8.0, 12.0, 11.307692307692308)"
15-12-2022 12:04:56.169201,"(12.0, 21.0, 17.75)","(7.5, 9.2, 9.16470588235294)","(2.3, 2.78, 2.7114285714285713)","(9.0, 13.0, 12.75)","(14.0, 23.0, 19.8)","(3.9, 4.7, 4.640000000000001)","(8.0, 12.0, 11.307692307692308)"
