,Fast Foils,Four Outlaws,Badonkidonk,Fifth Husband,Bossy Britches,West Cliff,Red Hot Chillypins,Denominator,Haleakala
04-01-2023 14:43:09.327570,"(41.0, 80.0, 67.5)","(3.1, 3.95, 3.88)","(2.05, 2.38, 2.273251533742331)","(13.0, 19.0, 18.53846153846154)","(6.5, 9.2, 8.773333333333333)","(8.0, 12.0, 11.783333333333333)","(21.0, 34.0, 31.857142857142858)","(91.0, 180.0, 167.5)","(81.0, 160.0, 136.0)"
04-01-2023 14:43:10.422935,"(41.0, 80.0, 67.5)","(3.1, 3.95, 3.88)","(2.05, 2.38, 2.273251533742331)","(13.0, 19.0, 18.53846153846154)","(6.5, 9.2, 8.773333333333333)","(8.0, 12.0, 11.75925925925926)","(21.0, 34.0, 31.857142857142858)","(91.0, 180.0, 167.5)","(81.0, 160.0, 136.0)"
04-01-2023 14:43:11.527995,"(41.0, 80.0, 67.5)","(3.1, 3.95, 3.86)","(2.05, 2.36, 2.318064516129032)","(13.0, 19.0, 18.53846153846154)","(6.5, 9.2, 8.773333333333333)","(8.0, 12.0, 11.75925925925926)","(21.0, 34.0, 31.857142857142858)","(91.0, 180.0, 167.5)","(81.0, 160.0, 136.0)"
04-01-2023 14:43:12.648662,"(41.0, 80.0, 67.5)","(3.1, 3.95, 3.86)","(2.05, 2.36, 2.318064516129032)","(13.0, 19.0, 18.53846153846154)","(6.5, 9.2, 8.773333333333333)","(8.0, 12.0, 11.783333333333333)","(21.0, 34.0, 31.857142857142858)","(91.0, 180.0, 167.5)","(81.0, 160.0, 136.0)"
04-01-2023 14:43:13.764922,"(41.0, 80.0, 67.5)","(3.1, 3.95, 3.86)","(2.05, 2.36, 2.318064516129032)","(13.0, 19.0, 18.53846153846154)","(6.5, 9.2, 8.773333333333333)","(8.0, 12.0, 11.783333333333333)","(21.0, 34.0, 31.857142857142858)","(91.0, 180.0, 167.5)","(81.0, 160.0, 136.0)"
04-01-2023 14:43:14.830028,"(41.0, 80.0, 67.5)","(3.1, 3.95, 3.83)","(2.05, 2.36, 2.318064516129032)","(13.0, 19.0, 18.53846153846154)","(6.5, 9.2, 8.773333333333333)","(8.0, 12.0, 11.75925925925926)","(21.0, 34.0, 31.857142857142858)","(91.0, 180.0, 167.5)","(81.0, 160.0, 136.0)"
04-01-2023 14:43:15.915475,"(41.0, 80.0, 67.5)","(3.1, 3.95, 3.83)","(2.05, 2.36, 2.318064516129032)","(13.0, 19.0, 18.53846153846154)","(6.5, 9.2, 8.773333333333333)","(8.0, 12.0, 11.75925925925926)","(21.0, 34.0, 31.857142857142858)","(91.0, 180.0, 167.5)","(81.0, 160.0, 136.0)"
04-01-2023 14:43:17.030946,"(41.0, 80.0, 67.5)","(3.1, 3.95, 3.83)","(2.05, 2.36, 2.318064516129032)","(13.0, 19.0, 18.53846153846154)","(6.5, 9.2, 8.773333333333333)","(8.0, 12.0, 11.75925925925926)","(21.0, 34.0, 31.857142857142858)","(91.0, 180.0, 167.5)","(81.0, 160.0, 136.0)"
04-01-2023 14:43:18.145261,"(41.0, 80.0, 67.5)","(3.1, 3.95, 3.83)","(2.05, 2.36, 2.3257894736842104)","(13.0, 19.0, 18.53846153846154)","(6.5, 9.2, 8.773333333333333)","(8.0, 12.0, 11.75925925925926)","(21.0, 34.0, 31.857142857142858)","(91.0, 180.0, 167.5)","(81.0, 160.0, 136.0)"
04-01-2023 14:43:19.251397,"(41.0, 80.0, 67.5)","(3.1, 3.95, 3.83)","(2.0, 2.36, 2.3266666666666667)","(13.0, 19.0, 18.53846153846154)","(6.5, 9.2, 8.773333333333333)","(8.5, 12.0, 11.75925925925926)","(21.0, 34.0, 31.857142857142858)","(91.0, 180.0, 167.5)","(81.0, 160.0, 136.0)"
04-01-2023 14:43:20.339847,"(41.0, 80.0, 67.5)","(3.1, 3.95, 3.83)","(2.0, 2.36, 2.3266666666666667)","(13.0, 19.0, 18.53846153846154)","(6.5, 9.2, 8.773333333333333)","(8.5, 12.0, 11.75925925925926)","(21.0, 34.0, 31.857142857142858)","(91.0, 180.0, 167.5)","(81.0, 160.0, 136.0)"
04-01-2023 14:43:21.489198,"(41.0, 80.0, 67.5)","(3.1, 3.95, 3.83)","(2.0, 2.36, 2.3266666666666667)","(13.0, 19.0, 18.53846153846154)","(6.5, 9.2, 8.773333333333333)","(8.5, 12.0, 11.75925925925926)","(21.0, 34.0, 31.857142857142858)","(91.0, 180.0, 167.5)","(81.0, 160.0, 136.0)"
04-01-2023 14:43:22.653998,"(41.0, 80.0, 67.5)","(3.1, 3.95, 3.83)","(2.0, 2.36, 2.3266666666666667)","(13.0, 19.0, 18.53846153846154)","(6.5, 9.2, 8.773333333333333)","(8.5, 12.0, 11.75925925925926)","(21.0, 34.0, 31.857142857142858)","(91.0, 180.0, 167.5)","(81.0, 160.0, 136.0)"
04-01-2023 14:43:24.350124,"(41.0, 80.0, 67.5)","(3.1, 3.95, 3.83)","(2.0, 2.36, 2.3438709677419354)","(13.0, 19.0, 18.53846153846154)","(6.5, 9.2, 8.694736842105263)","(8.5, 12.0, 11.848837209302326)","(21.0, 34.0, 31.857142857142858)","(91.0, 180.0, 167.5)","(81.0, 160.0, 136.0)"
04-01-2023 14:43:26.026729,"(41.0, 80.0, 67.5)","(3.1, 3.95, 3.83)","(2.0, 2.36, 2.3438709677419354)","(13.0, 19.0, 18.53846153846154)","(6.5, 9.2, 8.666666666666666)","(8.5, 12.0, 11.848837209302326)","(21.0, 34.0, 31.857142857142858)","(91.0, 180.0, 155.0)","(81.0, 160.0, 136.0)"
04-01-2023 14:43:27.621946,"(41.0, 80.0, 67.5)","(3.1, 3.95, 3.83)","(2.0, 2.36, 2.3438709677419354)","(13.0, 19.0, 18.53846153846154)","(6.5, 9.2, 8.666666666666666)","(8.5, 12.0, 11.848837209302326)","(21.0, 34.0, 31.857142857142858)","(91.0, 180.0, 155.0)","(81.0, 160.0, 136.0)"
04-01-2023 14:43:28.853166,"(41.0, 80.0, 67.5)","(3.1, 3.95, 3.83)","(2.0, 2.36, 2.3234146341463413)","(13.0, 19.0, 18.85)","(6.5, 9.2, 8.666666666666666)","(8.5, 12.0, 11.848837209302326)","(21.0, 34.0, 31.857142857142858)","(91.0, 180.0, 155.0)","(81.0, 160.0, 136.0)"
04-01-2023 14:43:30.039761,"(41.0, 80.0, 67.5)","(3.1, 3.95, 3.83)","(2.0, 2.36, 2.3234146341463413)","(13.0, 19.0, 18.85)","(6.5, 9.2, 8.666666666666666)","(8.5, 12.0, 11.848837209302326)","(21.0, 34.0, 31.857142857142858)","(91.0, 180.0, 155.0)","(81.0, 160.0, 136.0)"
04-01-2023 14:43:31.151947,"(41.0, 80.0, 67.5)","(3.1, 3.95, 3.83)","(2.0, 2.36, 2.317142857142857)","(13.0, 19.0, 18.85)","(6.5, 9.2, 8.666666666666666)","(8.5, 12.0, 11.848837209302326)","(21.0, 34.0, 31.857142857142858)","(91.0, 180.0, 155.0)","(81.0, 160.0, 136.0)"
04-01-2023 14:43:32.345663,"(41.0, 80.0, 67.5)","(3.1, 3.95, 3.83)","(2.0, 2.36, 2.2648780487804876)","(13.0, 19.0, 18.85)","(6.5, 9.2, 8.666666666666666)","(8.5, 12.0, 11.848837209302326)","(21.0, 34.0, 31.857142857142858)","(91.0, 180.0, 155.0)","(81.0, 160.0, 136.66666666666666)"
04-01-2023 14:43:33.508657,"(41.0, 80.0, 67.5)","(3.1, 3.95, 3.834285714285714)","(2.0, 2.3, 2.2648780487804876)","(13.0, 19.0, 18.91176470588235)","(6.5, 9.2, 8.666666666666666)","(8.5, 12.0, 12.25)","(21.0, 34.0, 31.857142857142858)","(91.0, 180.0, 160.0)","(81.0, 210.0, 144.28571428571428)"
04-01-2023 14:43:34.659370,"(41.0, 80.0, 67.5)","(3.1, 3.95, 3.8387096774193545)","(2.0, 2.3, 2.2666666666666666)","(13.0, 19.0, 18.196428571428573)","(6.5, 9.2, 8.763636363636364)","(8.5, 12.5, 12.8)","(21.0, 34.0, 31.857142857142858)","(91.0, 180.0, 146.66666666666666)","(81.0, 190.0, 126.0)"
04-01-2023 14:43:35.806083,"(41.0, 80.0, 67.5)","(3.1, 3.95, 3.8387096774193545)","(2.0, 2.28, 2.2560000000000002)","(13.0, 19.0, 18.196428571428573)","(6.5, 9.2, 8.646153846153846)","(8.5, 13.5, 12.6)","(21.0, 34.0, 31.857142857142858)","(91.0, 180.0, 146.66666666666666)","(81.0, 190.0, 126.0)"
04-01-2023 14:43:37.160333,"(41.0, 80.0, 67.5)","(3.1, 3.95, 3.8648148148148147)","(2.0, 2.28, 2.2560000000000002)","(13.0, 19.0, 18.196428571428573)","(6.5, 9.2, 8.646153846153846)","(8.5, 13.5, 12.6)","(21.0, 34.0, 31.857142857142858)","(91.0, 180.0, 146.66666666666666)","(81.0, 190.0, 133.33333333333334)"
04-01-2023 14:43:38.385767,"(41.0, 80.0, 67.5)","(3.1, 3.95, 3.8733333333333335)","(2.0, 2.28, 2.24)","(13.0, 19.0, 18.196428571428573)","(6.5, 9.2, 8.646153846153846)","(8.5, 13.5, 12.6)","(21.0, 34.0, 31.857142857142858)","(91.0, 180.0, 146.66666666666666)","(81.0, 180.0, 130.0)"
04-01-2023 14:43:39.610389,"(41.0, 80.0, 67.5)","(3.1, 3.95, 3.8733333333333335)","(2.0, 2.28, 2.24)","(13.0, 19.0, 18.196428571428573)","(6.5, 9.2, 8.646153846153846)","(8.5, 13.5, 12.6)","(21.0, 34.0, 31.857142857142858)","(91.0, 180.0, 146.66666666666666)","(81.0, 170.0, 130.0)"
04-01-2023 14:43:41.028634,"(41.0, 80.0, 67.5)","(3.1, 3.95, 3.8733333333333335)","(2.0, 2.28, 2.24)","(13.0, 19.0, 18.196428571428573)","(6.5, 9.2, 8.646153846153846)","(8.5, 13.5, 12.6)","(21.0, 34.0, 31.857142857142858)","(91.0, 180.0, 146.66666666666666)","(81.0, 170.0, 130.0)"
04-01-2023 14:43:42.566659,"(41.0, 80.0, 67.5)","(3.1, 3.95, 3.8733333333333335)","(2.0, 2.28, 2.24)","(13.0, 19.0, 18.196428571428573)","(6.5, 9.2, 8.646153846153846)","(8.5, 13.5, 12.666666666666666)","(21.0, 34.0, 31.857142857142858)","(91.0, 180.0, 146.66666666666666)","(81.0, 170.0, 130.0)"
04-01-2023 14:43:44.009606,"(41.0, 80.0, 67.5)","(3.1, 3.95, 3.8733333333333335)","(2.0, 2.28, 2.24)","(13.0, 19.0, 18.129032258064516)","(6.5, 9.2, 8.646153846153846)","(8.5, 13.5, 12.666666666666666)","(21.0, 34.0, 31.857142857142858)","(91.0, 180.0, 146.66666666666666)","(81.0, 170.0, 130.0)"
04-01-2023 14:43:45.608400,"(41.0, 80.0, 67.5)","(3.1, 3.95, 3.8733333333333335)","(2.0, 2.28, 2.24)","(13.0, 19.0, 18.129032258064516)","(6.5, 9.2, 8.646153846153846)","(8.5, 13.5, 12.666666666666666)","(21.0, 34.0, 31.857142857142858)","(91.0, 180.0, 146.66666666666666)","(81.0, 170.0, 130.0)"
04-01-2023 14:43:46.879569,"(41.0, 80.0, 67.5)","(3.1, 3.95, 3.8733333333333335)","(2.0, 2.28, 2.24)","(13.0, 19.0, 18.129032258064516)","(6.5, 9.2, 8.646153846153846)","(8.5, 13.5, 12.666666666666666)","(21.0, 34.0, 31.857142857142858)","(91.0, 180.0, 146.66666666666666)","(81.0, 170.0, 130.0)"
04-01-2023 14:43:48.176244,"(41.0, 80.0, 67.5)","(3.1, 3.95, 3.8733333333333335)","(2.0, 2.28, 2.24)","(13.0, 19.0, 18.129032258064516)","(6.5, 9.2, 8.646153846153846)","(8.5, 13.5, 12.666666666666666)","(21.0, 34.0, 31.857142857142858)","(81.0, 180.0, 146.66666666666666)","(81.0, 170.0, 130.0)"
04-01-2023 14:43:49.498845,"(41.0, 80.0, 67.5)","(3.1, 3.95, 3.8733333333333335)","(2.0, 2.28, 2.24)","(13.0, 19.0, 18.129032258064516)","(6.5, 9.2, 8.646153846153846)","(8.5, 13.5, 12.666666666666666)","(21.0, 34.0, 31.857142857142858)","(81.0, 180.0, 146.66666666666666)","(81.0, 170.0, 130.0)"
04-01-2023 14:43:50.768391,"(41.0, 80.0, 67.5)","(3.1, 3.95, 3.8733333333333335)","(2.0, 2.28, 2.24)","(13.0, 19.0, 18.129032258064516)","(6.5, 9.2, 8.646153846153846)","(8.5, 13.5, 12.666666666666666)","(21.0, 34.0, 31.857142857142858)","(81.0, 180.0, 146.66666666666666)","(81.0, 170.0, 130.0)"
04-01-2023 14:43:52.054551,"(41.0, 80.0, 67.5)","(3.1, 3.95, 3.8733333333333335)","(2.0, 2.28, 2.24)","(13.0, 19.0, 18.0)","(6.5, 9.2, 8.646153846153846)","(8.5, 13.5, 12.666666666666666)","(21.0, 34.0, 33.8)","(81.0, 180.0, 146.66666666666666)","(81.0, 170.0, 130.0)"
04-01-2023 14:43:53.309336,"(41.0, 80.0, 69.58333333333333)","(3.1, 3.95, 3.8733333333333335)","(2.0, 2.28, 2.24)","(13.0, 19.0, 18.0)","(6.5, 9.2, 8.646153846153846)","(8.5, 13.5, 12.666666666666666)","(21.0, 38.0, 33.8)","(81.0, 180.0, 146.66666666666666)","(81.0, 170.0, 130.0)"
04-01-2023 14:43:54.480779,"(41.0, 80.0, 69.58333333333333)","(3.1, 3.95, 3.8733333333333335)","(2.0, 2.28, 2.24)","(13.0, 19.0, 18.0)","(6.5, 9.2, 8.646153846153846)","(8.5, 13.5, 12.666666666666666)","(21.0, 38.0, 33.8)","(81.0, 180.0, 146.66666666666666)","(81.0, 170.0, 128.33333333333334)"
04-01-2023 14:43:55.738432,"(41.0, 80.0, 69.58333333333333)","(3.1, 3.95, 3.8733333333333335)","(2.0, 2.28, 2.24)","(13.0, 19.0, 18.0)","(6.5, 9.2, 8.646153846153846)","(8.5, 13.5, 12.666666666666666)","(21.0, 38.0, 33.8)","(81.0, 180.0, 146.66666666666666)","(81.0, 220.0, 170.0)"
04-01-2023 14:43:56.976208,"(41.0, 80.0, 77.91666666666667)","(3.1, 3.95, 3.8733333333333335)","(2.0, 2.28, 2.2392)","(13.0, 19.0, 18.0)","(6.5, 9.2, 8.646153846153846)","(8.5, 13.5, 12.666666666666666)","(21.0, 38.0, 33.8)","(81.0, 180.0, 146.66666666666666)","(81.0, 190.0, 140.0)"
04-01-2023 14:43:58.240070,"(41.0, 80.0, 73.33333333333333)","(3.1, 3.95, 3.8733333333333335)","(2.0, 2.28, 2.2392)","(13.0, 19.0, 18.0)","(6.5, 9.2, 8.646153846153846)","(8.5, 13.5, 12.666666666666666)","(21.0, 38.0, 33.8)","(81.0, 180.0, 146.66666666666666)","(81.0, 200.0, 128.0)"
04-01-2023 14:43:59.458091,"(41.0, 80.0, 77.14285714285714)","(3.1, 3.95, 3.8733333333333335)","(2.0, 2.28, 2.2392)","(13.0, 19.0, 18.0)","(6.5, 9.2, 8.646153846153846)","(8.5, 13.5, 12.666666666666666)","(21.0, 38.0, 33.8)","(81.0, 180.0, 146.66666666666666)","(81.0, 200.0, 128.0)"
04-01-2023 14:44:00.717197,"(41.0, 80.0, 77.14285714285714)","(3.1, 3.95, 3.8733333333333335)","(2.0, 2.28, 2.2377777777777776)","(13.0, 19.0, 18.0)","(6.5, 9.2, 8.646153846153846)","(8.5, 13.5, 13.136363636363637)","(21.0, 38.0, 33.8)","(81.0, 180.0, 146.66666666666666)","(81.0, 200.0, 128.0)"
04-01-2023 14:44:02.014439,"(41.0, 80.0, 77.14285714285714)","(3.1, 3.95, 3.8758064516129034)","(2.0, 2.28, 2.243809523809524)","(13.0, 19.0, 18.0)","(6.5, 9.2, 8.68)","(8.5, 13.5, 13.333333333333334)","(21.0, 38.0, 33.8)","(81.0, 180.0, 146.66666666666666)","(81.0, 200.0, 128.0)"
04-01-2023 14:44:03.258726,"(41.0, 80.0, 77.14285714285714)","(3.1, 3.95, 3.8758064516129034)","(2.0, 2.28, 2.2454545454545456)","(13.0, 19.0, 18.0)","(6.5, 9.2, 8.68)","(8.5, 13.5, 13.333333333333334)","(21.0, 38.0, 33.8)","(81.0, 180.0, 146.66666666666666)","(81.0, 200.0, 128.0)"
04-01-2023 14:44:04.515920,"(41.0, 80.0, 77.14285714285714)","(3.1, 3.95, 3.8758064516129034)","(2.0, 2.28, 2.2389189189189187)","(13.0, 19.0, 18.0625)","(6.5, 9.2, 8.674999999999999)","(8.5, 13.5, 12.672413793103448)","(21.0, 38.0, 31.94736842105263)","(81.0, 180.0, 146.66666666666666)","(81.0, 200.0, 128.0)"
04-01-2023 14:44:05.851237,"(41.0, 75.0, 66.92307692307692)","(3.1, 3.95, 3.8758064516129034)","(2.0, 2.28, 2.249189189189189)","(13.0, 18.5, 18.0625)","(6.5, 9.2, 8.674999999999999)","(8.5, 13.0, 12.672413793103448)","(21.0, 36.0, 31.94736842105263)","(81.0, 180.0, 146.66666666666666)","(81.0, 200.0, 136.66666666666666)"
04-01-2023 14:44:07.152365,"(41.0, 75.0, 66.92307692307692)","(3.1, 3.95, 3.8758064516129034)","(2.0, 2.28, 2.249189189189189)","(13.0, 18.5, 18.0625)","(6.5, 9.2, 8.709090909090909)","(8.5, 13.0, 12.672413793103448)","(21.0, 36.0, 31.94736842105263)","(81.0, 180.0, 146.66666666666666)","(81.0, 190.0, 133.33333333333334)"
04-01-2023 14:44:08.422238,"(41.0, 75.0, 66.92307692307692)","(3.1, 3.95, 3.95)","(2.0, 2.28, 2.2377777777777776)","(13.0, 18.5, 18.1)","(6.5, 9.2, 8.885714285714286)","(8.5, 13.0, 12.7)","(21.0, 36.0, 32.111111111111114)","(81.0, 180.0, 165.71428571428572)","(81.0, 180.0, 127.5)"
04-01-2023 14:44:09.576642,"(41.0, 75.0, 66.92307692307692)","(3.1, 4.0, 3.95)","(2.0, 2.28, 2.2377777777777776)","(13.0, 18.5, 18.1)","(6.5, 9.4, 8.885714285714286)","(8.5, 13.0, 12.7)","(21.0, 36.0, 32.111111111111114)","(81.0, 180.0, 165.71428571428572)","(81.0, 180.0, 127.5)"
04-01-2023 14:44:10.722464,"(41.0, 75.0, 66.92307692307692)","(3.1, 4.0, 3.953846153846154)","(2.0, 2.28, 2.223855421686747)","(13.0, 18.5, 17.9)","(6.5, 9.4, 9.021052631578947)","(8.5, 13.0, 12.659090909090908)","(21.0, 38.0, 34.142857142857146)","(81.0, 180.0, 165.71428571428572)","(81.0, 180.0, 127.5)"
04-01-2023 14:44:11.922815,"(41.0, 75.0, 66.92307692307692)","(3.1, 4.2, 4.035294117647059)","(2.0, 2.3, 2.223855421686747)","(13.0, 18.5, 17.9)","(6.5, 9.4, 8.852631578947369)","(8.5, 13.0, 12.659090909090908)","(21.0, 38.0, 33.8)","(81.0, 180.0, 165.71428571428572)","(81.0, 180.0, 124.0)"
04-01-2023 14:44:13.117834,"(41.0, 75.0, 61.875)","(3.1, 4.2, 4.072727272727273)","(2.0, 2.3, 2.223855421686747)","(13.0, 18.5, 17.9)","(6.5, 9.4, 8.942857142857143)","(8.5, 13.0, 12.659090909090908)","(21.0, 38.0, 33.8)","(81.0, 180.0, 165.71428571428572)","(81.0, 180.0, 124.0)"
04-01-2023 14:44:14.265534,"(41.0, 75.0, 61.875)","(3.1, 4.2, 4.052631578947368)","(2.0, 2.3, 2.223855421686747)","(13.0, 18.5, 17.9)","(6.5, 9.4, 8.942857142857143)","(8.5, 13.0, 12.659090909090908)","(21.0, 38.0, 33.8)","(81.0, 180.0, 165.71428571428572)","(81.0, 180.0, 124.0)"
04-01-2023 14:44:15.405618,"(41.0, 75.0, 61.875)","(3.1, 4.2, 4.1)","(2.0, 2.3, 2.223855421686747)","(13.0, 18.5, 17.9)","(6.5, 9.4, 8.942857142857143)","(8.5, 13.0, 12.659090909090908)","(21.0, 38.0, 33.8)","(81.0, 180.0, 165.71428571428572)","(81.0, 180.0, 117.77777777777777)"
04-01-2023 14:44:16.583665,"(41.0, 75.0, 61.875)","(3.1, 4.1, 3.989473684210526)","(2.0, 2.3, 2.223950617283951)","(13.0, 18.5, 17.785714285714285)","(6.5, 9.4, 9.17142857142857)","(8.5, 13.0, 12.659090909090908)","(21.0, 38.0, 34.68421052631579)","(81.0, 180.0, 165.71428571428572)","(81.0, 180.0, 117.77777777777777)"
04-01-2023 14:44:17.734758,"(41.0, 75.0, 61.875)","(3.1, 4.1, 3.940909090909091)","(2.0, 2.3, 2.2254700854700857)","(13.0, 18.5, 17.785714285714285)","(6.5, 9.4, 9.17142857142857)","(8.5, 13.0, 12.659090909090908)","(21.0, 38.0, 34.68421052631579)","(81.0, 180.0, 165.71428571428572)","(81.0, 180.0, 117.77777777777777)"
04-01-2023 14:44:18.848776,"(41.0, 75.0, 61.875)","(3.1, 4.1, 4.007894736842105)","(2.0, 2.3, 2.235483870967742)","(13.0, 18.5, 18.0)","(6.5, 9.4, 9.542857142857143)","(8.5, 13.0, 12.659090909090908)","(21.0, 38.0, 34.68421052631579)","(81.0, 180.0, 155.0)","(81.0, 180.0, 117.77777777777777)"
04-01-2023 14:44:19.952997,"(41.0, 75.0, 61.875)","(3.1, 4.1, 4.007894736842105)","(2.0, 2.28, 2.235483870967742)","(13.0, 18.5, 18.0)","(6.5, 9.6, 9.266666666666666)","(8.5, 13.0, 12.583333333333334)","(21.0, 38.0, 34.68421052631579)","(81.0, 180.0, 155.0)","(81.0, 180.0, 117.77777777777777)"
04-01-2023 14:44:21.073456,"(41.0, 75.0, 61.875)","(3.1, 4.1, 4.007894736842105)","(2.0, 2.28, 2.2323076923076925)","(13.0, 18.5, 17.928571428571427)","(6.5, 9.6, 9.36923076923077)","(8.5, 13.0, 12.583333333333334)","(21.0, 38.0, 34.68421052631579)","(81.0, 180.0, 167.5)","(81.0, 180.0, 117.77777777777777)"
04-01-2023 14:44:22.209515,"(41.0, 75.0, 62.5)","(3.1, 4.1, 4.007894736842105)","(2.0, 2.28, 2.2323076923076925)","(13.0, 18.5, 17.642857142857142)","(6.5, 9.6, 9.4)","(8.5, 13.0, 12.583333333333334)","(21.0, 38.0, 34.68421052631579)","(81.0, 180.0, 174.44444444444446)","(81.0, 180.0, 117.77777777777777)"
04-01-2023 14:44:23.360527,"(41.0, 70.0, 65.0)","(3.1, 4.1, 4.007894736842105)","(2.0, 2.28, 2.2323076923076925)","(13.0, 18.5, 18.03846153846154)","(6.5, 9.8, 9.425)","(8.5, 13.0, 12.583333333333334)","(21.0, 38.0, 34.68421052631579)","(81.0, 180.0, 174.44444444444446)","(81.0, 180.0, 117.77777777777777)"
04-01-2023 14:44:24.499805,"(41.0, 70.0, 60.0)","(3.1, 4.1, 4.064705882352941)","(2.0, 2.2, 2.1607799442896938)","(13.0, 18.5, 17.7)","(6.5, 9.8, 9.3)","(8.5, 13.0, 12.535714285714286)","(21.0, 38.0, 31.0)","(81.0, 180.0, 174.44444444444446)","(81.0, 180.0, 124.0)"
04-01-2023 14:44:25.598668,"(41.0, 70.0, 59.23076923076923)","(3.1, 4.1, 4.064705882352941)","(2.0, 2.2, 2.1607799442896938)","(13.0, 18.5, 17.7)","(6.5, 9.8, 9.442857142857143)","(8.5, 13.0, 12.535714285714286)","(21.0, 38.0, 31.0)","(81.0, 180.0, 174.44444444444446)","(81.0, 180.0, 117.77777777777777)"
04-01-2023 14:44:26.774849,"(41.0, 70.0, 59.23076923076923)","(3.1, 4.1, 4.064705882352941)","(2.0, 2.2, 2.1607799442896938)","(13.0, 18.5, 17.7)","(6.5, 9.8, 9.744444444444445)","(8.5, 13.0, 12.535714285714286)","(21.0, 38.0, 33.333333333333336)","(81.0, 180.0, 174.44444444444446)","(81.0, 180.0, 117.77777777777777)"
04-01-2023 14:44:27.929492,"(41.0, 70.0, 59.23076923076923)","(3.1, 4.2, 4.165909090909091)","(2.0, 2.2, 2.1607799442896938)","(13.0, 18.5, 17.7)","(6.5, 9.8, 9.685714285714287)","(8.5, 13.0, 12.535714285714286)","(21.0, 38.0, 33.333333333333336)","(81.0, 180.0, 174.44444444444446)","(81.0, 180.0, 130.0)"
04-01-2023 14:44:29.124494,"(41.0, 70.0, 59.23076923076923)","(3.1, 4.3, 4.061764705882353)","(2.0, 2.2, 2.1607799442896938)","(13.0, 18.5, 17.7)","(6.5, 9.8, 9.72)","(8.5, 13.0, 12.535714285714286)","(21.0, 38.0, 33.333333333333336)","(81.0, 180.0, 174.44444444444446)","(81.0, 170.0, 130.0)"
04-01-2023 14:44:30.287796,"(41.0, 70.0, 59.23076923076923)","(3.1, 4.3, 4.061764705882353)","(2.0, 2.2, 2.1607799442896938)","(13.0, 18.5, 17.7)","(6.5, 9.8, 9.72)","(8.5, 13.0, 12.535714285714286)","(21.0, 38.0, 34.266666666666666)","(81.0, 180.0, 174.44444444444446)","(81.0, 170.0, 126.66666666666667)"
04-01-2023 14:44:31.460565,"(41.0, 70.0, 59.23076923076923)","(3.1, 4.3, 4.138461538461538)","(2.0, 2.18, 2.1682352941176473)","(13.0, 18.5, 17.7)","(6.5, 9.8, 9.72)","(8.5, 13.0, 12.535714285714286)","(21.0, 38.0, 34.266666666666666)","(81.0, 180.0, 174.44444444444446)","(81.0, 160.0, 126.66666666666667)"
04-01-2023 14:44:32.668057,"(41.0, 65.0, 62.85714285714286)","(3.1, 4.3, 4.138461538461538)","(2.0, 2.18, 2.1682352941176473)","(13.0, 18.5, 17.7)","(6.5, 9.8, 9.711111111111112)","(8.5, 13.0, 12.535714285714286)","(21.0, 38.0, 34.266666666666666)","(81.0, 180.0, 174.44444444444446)","(81.0, 160.0, 135.0)"
04-01-2023 14:44:33.856490,"(41.0, 65.0, 62.85714285714286)","(3.1, 4.3, 4.138461538461538)","(2.0, 2.18, 2.1682352941176473)","(13.0, 18.5, 17.7)","(6.5, 9.8, 9.711111111111112)","(8.5, 13.0, 12.535714285714286)","(21.0, 38.0, 34.266666666666666)","(81.0, 180.0, 174.44444444444446)","(81.0, 160.0, 135.0)"
04-01-2023 14:44:35.005800,"(41.0, 65.0, 60.0)","(3.1, 4.3, 4.138461538461538)","(2.0, 2.18, 2.1682352941176473)","(13.0, 18.5, 17.7)","(6.5, 9.8, 9.711111111111112)","(8.5, 13.0, 12.535714285714286)","(21.0, 38.0, 34.266666666666666)","(81.0, 180.0, 174.44444444444446)","(81.0, 160.0, 135.0)"
04-01-2023 14:44:36.206867,"(41.0, 65.0, 60.0)","(3.1, 4.3, 4.138461538461538)","(2.0, 2.18, 2.1682352941176473)","(13.0, 18.5, 17.7)","(6.5, 9.8, 9.711111111111112)","(8.5, 13.0, 12.535714285714286)","(21.0, 38.0, 34.266666666666666)","(81.0, 180.0, 174.44444444444446)","(81.0, 160.0, 135.0)"
04-01-2023 14:44:37.395923,"(41.0, 65.0, 60.0)","(3.1, 4.3, 4.138461538461538)","(2.0, 2.18, 2.158571428571429)","(13.0, 18.5, 17.7)","(6.5, 9.8, 9.711111111111112)","(8.5, 13.0, 12.535714285714286)","(21.0, 38.0, 34.266666666666666)","(81.0, 180.0, 174.44444444444446)","(81.0, 160.0, 135.0)"
04-01-2023 14:44:38.594573,"(41.0, 65.0, 60.0)","(3.1, 4.3, 4.138461538461538)","(2.0, 2.18, 2.165)","(13.0, 18.5, 17.666666666666668)","(6.5, 9.8, 9.75)","(8.5, 13.0, 12.535714285714286)","(21.0, 38.0, 34.266666666666666)","(81.0, 180.0, 174.44444444444446)","(81.0, 160.0, 135.0)"
