,Fast Foils,Four Outlaws,Badonkidonk,Fifth Husband,Bossy Britches,West Cliff,Red Hot Chillypins,Denominator,Haleakala
04-01-2023 14:38:13.332228,"(31.0, 75.0, 67.5)","(2.9, 4.0, 3.9123711340206184)","(2.15, 2.52, 2.4276923076923076)","(12.0, 16.0, 15.5)","(6.0, 9.2, 9.16)","(7.5, 10.0, 9.586206896551724)","(26.0, 42.0, 37.21739130434783)","(101.0, 180.0, 166.66666666666669)","(101.0, 210.0, 150.0)"
04-01-2023 14:38:14.996917,"(31.0, 75.0, 67.5)","(2.9, 4.0, 3.9123711340206184)","(2.15, 2.52, 2.4276923076923076)","(12.0, 16.0, 15.125)","(6.0, 9.2, 9.174999999999999)","(7.5, 10.0, 9.586206896551724)","(26.0, 42.0, 37.21739130434783)","(101.0, 180.0, 166.66666666666669)","(101.0, 210.0, 150.0)"
04-01-2023 14:38:16.251240,"(31.0, 75.0, 67.5)","(2.9, 4.0, 3.9123711340206184)","(2.15, 2.52, 2.4276923076923076)","(12.0, 16.0, 15.125)","(6.0, 9.2, 9.174999999999999)","(7.5, 10.0, 9.586206896551724)","(26.0, 42.0, 37.21739130434783)","(101.0, 180.0, 166.66666666666669)","(101.0, 210.0, 133.33333333333334)"
04-01-2023 14:38:17.529131,"(31.0, 75.0, 67.5)","(2.9, 4.0, 3.9123711340206184)","(2.15, 2.52, 2.44)","(12.0, 16.0, 15.125)","(6.0, 9.2, 9.174999999999999)","(7.5, 10.0, 9.586206896551724)","(26.0, 42.0, 44.92307692307692)","(101.0, 180.0, 166.66666666666669)","(101.0, 200.0, 133.33333333333334)"
04-01-2023 14:38:18.579489,"(31.0, 75.0, 67.5)","(2.9, 4.0, 3.9123711340206184)","(2.15, 2.52, 2.44)","(12.0, 16.0, 15.125)","(6.0, 9.2, 9.174999999999999)","(7.5, 10.0, 9.586206896551724)","(26.0, 46.0, 44.92307692307692)","(101.0, 180.0, 166.66666666666669)","(101.0, 200.0, 133.33333333333334)"
04-01-2023 14:38:19.747393,"(31.0, 75.0, 67.5)","(2.9, 4.0, 3.96875)","(2.15, 2.52, 2.44)","(12.0, 16.0, 15.0)","(6.0, 9.2, 9.174999999999999)","(7.5, 10.0, 9.625)","(26.0, 46.0, 44.92307692307692)","(101.0, 180.0, 166.66666666666669)","(101.0, 200.0, 133.33333333333334)"
04-01-2023 14:38:20.954985,"(31.0, 75.0, 67.5)","(2.9, 4.0, 3.96875)","(2.15, 2.52, 2.44)","(12.0, 16.0, 15.0)","(6.0, 9.2, 9.174999999999999)","(7.5, 10.0, 9.625)","(26.0, 46.0, 44.92307692307692)","(101.0, 180.0, 166.66666666666669)","(101.0, 200.0, 133.33333333333334)"
04-01-2023 14:38:22.032656,"(31.0, 75.0, 67.5)","(2.9, 4.0, 3.96875)","(2.15, 2.52, 2.44)","(12.0, 16.0, 15.375)","(6.0, 9.2, 9.174999999999999)","(7.5, 10.0, 9.625)","(26.0, 46.0, 44.92307692307692)","(101.0, 180.0, 166.66666666666669)","(101.0, 200.0, 133.33333333333334)"
04-01-2023 14:38:23.102048,"(31.0, 75.0, 67.5)","(2.9, 4.0, 3.96875)","(2.15, 2.52, 2.44)","(12.0, 16.0, 15.375)","(6.0, 9.2, 9.174999999999999)","(7.5, 10.0, 9.625)","(26.0, 46.0, 44.92307692307692)","(101.0, 180.0, 166.66666666666669)","(101.0, 200.0, 133.33333333333334)"
04-01-2023 14:38:24.266522,"(31.0, 75.0, 67.5)","(2.9, 4.0, 3.96875)","(2.15, 2.52, 2.44)","(12.0, 16.0, 15.375)","(6.0, 9.2, 9.169230769230769)","(7.5, 10.0, 9.625)","(26.0, 46.0, 44.92307692307692)","(101.0, 180.0, 166.66666666666669)","(101.0, 200.0, 133.33333333333334)"
04-01-2023 14:38:25.352403,"(31.0, 75.0, 67.5)","(2.9, 4.0, 3.96875)","(2.15, 2.52, 2.44)","(12.0, 16.0, 15.375)","(6.0, 9.2, 9.163636363636362)","(7.5, 10.0, 9.625)","(26.0, 46.0, 44.92307692307692)","(101.0, 180.0, 166.66666666666669)","(101.0, 200.0, 133.33333333333334)"
04-01-2023 14:38:26.478503,"(31.0, 75.0, 67.5)","(2.9, 4.0, 3.96875)","(2.15, 2.52, 2.44)","(12.0, 16.0, 15.375)","(6.0, 9.2, 9.163636363636362)","(7.5, 10.0, 9.625)","(26.0, 46.0, 44.92307692307692)","(101.0, 180.0, 166.66666666666669)","(101.0, 200.0, 133.33333333333334)"
04-01-2023 14:38:27.607154,"(31.0, 70.0, 65.0)","(2.9, 4.0, 3.96875)","(2.15, 2.52, 2.44)","(12.0, 16.0, 15.375)","(6.0, 9.2, 9.163636363636362)","(7.5, 10.0, 9.625)","(26.0, 46.0, 44.92307692307692)","(101.0, 180.0, 166.66666666666669)","(101.0, 200.0, 133.33333333333334)"
04-01-2023 14:38:28.666866,"(31.0, 100.0, 70.0)","(2.9, 4.0, 3.96875)","(2.15, 2.52, 2.44)","(12.0, 16.0, 15.375)","(6.0, 9.2, 9.163636363636362)","(7.5, 10.0, 9.586206896551724)","(26.0, 46.0, 44.92307692307692)","(101.0, 180.0, 166.66666666666669)","(101.0, 200.0, 133.33333333333334)"
04-01-2023 14:38:29.770548,"(31.0, 100.0, 70.0)","(2.9, 4.0, 3.9123711340206184)","(2.15, 2.52, 2.44)","(12.0, 16.0, 15.375)","(6.0, 9.2, 9.133333333333333)","(7.5, 10.0, 9.586206896551724)","(26.0, 46.0, 44.92307692307692)","(101.0, 180.0, 166.66666666666669)","(101.0, 200.0, 133.33333333333334)"
04-01-2023 14:38:30.944988,"(31.0, 100.0, 70.0)","(2.9, 4.0, 3.9123711340206184)","(2.15, 2.52, 2.44)","(12.0, 16.0, 14.916666666666666)","(6.0, 9.2, 9.1)","(7.5, 10.0, 9.586206896551724)","(26.0, 46.0, 44.92307692307692)","(101.0, 180.0, 166.66666666666669)","(101.0, 200.0, 133.33333333333334)"
04-01-2023 14:38:32.037552,"(31.0, 100.0, 77.5)","(2.9, 4.0, 3.9123711340206184)","(2.15, 2.52, 2.44)","(12.0, 15.5, 14.916666666666666)","(6.0, 9.2, 9.1)","(7.5, 10.0, 9.586206896551724)","(26.0, 46.0, 44.92307692307692)","(101.0, 180.0, 166.66666666666669)","(101.0, 200.0, 133.33333333333334)"
04-01-2023 14:38:33.081682,"(31.0, 100.0, 77.5)","(2.9, 4.0, 3.9123711340206184)","(2.15, 2.52, 2.44)","(12.0, 15.5, 14.916666666666666)","(6.0, 9.2, 9.1)","(7.5, 10.0, 9.586206896551724)","(26.0, 46.0, 44.92307692307692)","(101.0, 180.0, 166.66666666666669)","(101.0, 200.0, 133.33333333333334)"
04-01-2023 14:38:34.119015,"(31.0, 100.0, 77.5)","(2.9, 4.0, 3.9123711340206184)","(2.15, 2.52, 2.44)","(12.0, 15.5, 14.916666666666666)","(6.0, 9.2, 9.133333333333333)","(7.5, 10.0, 9.586206896551724)","(26.0, 46.0, 44.92307692307692)","(101.0, 180.0, 166.66666666666669)","(101.0, 200.0, 133.33333333333334)"
04-01-2023 14:38:35.135594,"(31.0, 100.0, 77.5)","(2.9, 4.0, 3.9123711340206184)","(2.15, 2.52, 2.44)","(12.0, 15.5, 14.916666666666666)","(6.0, 9.2, 9.133333333333333)","(7.5, 10.0, 9.586206896551724)","(26.0, 46.0, 44.92307692307692)","(101.0, 180.0, 166.66666666666669)","(101.0, 200.0, 133.33333333333334)"
04-01-2023 14:38:36.172857,"(31.0, 100.0, 77.5)","(2.9, 4.0, 3.9123711340206184)","(2.15, 2.52, 2.44)","(12.0, 15.5, 14.916666666666666)","(6.0, 9.2, 9.1)","(7.5, 10.0, 9.586206896551724)","(26.0, 46.0, 44.92307692307692)","(101.0, 180.0, 166.66666666666669)","(101.0, 200.0, 133.33333333333334)"
04-01-2023 14:38:37.256891,"(31.0, 95.0, 79.0)","(2.9, 4.0, 3.9123711340206184)","(2.15, 2.52, 2.44)","(12.0, 15.5, 14.916666666666666)","(6.0, 9.2, 9.1)","(7.5, 10.0, 9.586206896551724)","(26.0, 46.0, 44.92307692307692)","(101.0, 180.0, 166.66666666666669)","(101.0, 200.0, 133.33333333333334)"
04-01-2023 14:38:38.298024,"(31.0, 95.0, 79.0)","(2.9, 4.0, 3.9123711340206184)","(2.15, 2.52, 2.44)","(12.0, 15.5, 14.916666666666666)","(6.0, 9.2, 9.1)","(7.5, 10.0, 9.586206896551724)","(26.0, 46.0, 44.92307692307692)","(101.0, 180.0, 166.66666666666669)","(101.0, 200.0, 133.33333333333334)"
04-01-2023 14:38:39.397605,"(31.0, 95.0, 79.0)","(2.9, 4.0, 3.9123711340206184)","(2.15, 2.52, 2.44)","(12.0, 15.5, 14.916666666666666)","(6.0, 9.2, 9.133333333333333)","(7.5, 10.0, 9.625)","(26.0, 46.0, 44.92307692307692)","(101.0, 180.0, 166.66666666666669)","(101.0, 200.0, 133.33333333333334)"
04-01-2023 14:38:40.474718,"(31.0, 95.0, 79.0)","(2.9, 4.0, 3.96875)","(2.15, 2.52, 2.44)","(12.0, 15.5, 14.916666666666666)","(6.0, 9.2, 9.133333333333333)","(7.5, 10.0, 9.625)","(26.0, 46.0, 44.92307692307692)","(101.0, 180.0, 166.66666666666669)","(101.0, 200.0, 133.33333333333334)"
04-01-2023 14:38:41.671364,"(31.0, 95.0, 79.0)","(2.9, 4.0, 3.96875)","(2.15, 2.52, 2.44)","(12.0, 15.5, 14.916666666666666)","(6.0, 9.2, 9.1)","(7.5, 10.0, 9.625)","(26.0, 46.0, 44.92307692307692)","(101.0, 180.0, 166.66666666666669)","(101.0, 200.0, 133.33333333333334)"
04-01-2023 14:38:42.934818,"(31.0, 95.0, 79.0)","(2.9, 4.0, 3.96875)","(2.15, 2.52, 2.44)","(12.0, 15.5, 14.916666666666666)","(6.0, 9.2, 9.1)","(7.5, 10.0, 9.625)","(26.0, 46.0, 44.92307692307692)","(101.0, 180.0, 166.66666666666669)","(101.0, 200.0, 133.33333333333334)"
04-01-2023 14:38:44.053886,"(31.0, 95.0, 79.0)","(2.9, 4.0, 3.96875)","(2.15, 2.52, 2.44)","(12.0, 15.5, 14.916666666666666)","(6.0, 9.2, 8.533333333333333)","(7.5, 10.0, 9.625)","(26.0, 46.0, 44.92307692307692)","(101.0, 180.0, 166.66666666666669)","(101.0, 200.0, 133.33333333333334)"
04-01-2023 14:38:45.142560,"(31.0, 95.0, 79.0)","(2.9, 4.0, 3.96875)","(2.15, 2.52, 2.44)","(12.0, 15.5, 14.916666666666666)","(6.0, 9.2, 8.533333333333333)","(7.5, 10.0, 9.625)","(26.0, 46.0, 44.92307692307692)","(101.0, 180.0, 166.66666666666669)","(101.0, 200.0, 133.33333333333334)"
04-01-2023 14:38:46.199155,"(31.0, 95.0, 79.0)","(2.9, 4.0, 3.96875)","(2.15, 2.52, 2.44)","(12.0, 15.5, 14.916666666666666)","(6.0, 9.2, 8.533333333333333)","(7.5, 10.0, 9.625)","(26.0, 46.0, 42.0)","(101.0, 180.0, 166.66666666666669)","(101.0, 200.0, 133.33333333333334)"
04-01-2023 14:38:47.301201,"(31.0, 95.0, 79.0)","(2.9, 4.0, 3.96875)","(2.15, 2.52, 2.44)","(12.0, 15.5, 14.916666666666666)","(6.0, 9.2, 8.533333333333333)","(7.5, 10.0, 9.625)","(26.0, 46.0, 42.0)","(101.0, 180.0, 166.66666666666669)","(101.0, 200.0, 133.33333333333334)"
04-01-2023 14:38:48.431253,"(31.0, 95.0, 79.0)","(2.9, 4.0, 3.96875)","(2.15, 2.52, 2.44)","(12.0, 15.5, 14.916666666666666)","(6.0, 9.2, 8.866666666666665)","(7.5, 10.0, 9.586206896551724)","(26.0, 46.0, 42.0)","(101.0, 180.0, 166.66666666666669)","(101.0, 200.0, 133.33333333333334)"
04-01-2023 14:38:49.556971,"(31.0, 95.0, 79.0)","(2.9, 4.0, 3.96875)","(2.15, 2.52, 2.44)","(12.0, 15.5, 14.916666666666666)","(6.0, 9.2, 8.825)","(7.5, 10.0, 9.586206896551724)","(26.0, 46.0, 42.0)","(101.0, 180.0, 166.66666666666669)","(101.0, 200.0, 133.33333333333334)"
04-01-2023 14:38:50.649344,"(31.0, 95.0, 79.0)","(2.9, 4.0, 3.96875)","(2.15, 2.52, 2.44)","(12.0, 15.5, 14.916666666666666)","(6.0, 9.2, 8.738461538461538)","(7.5, 10.0, 9.586206896551724)","(26.0, 46.0, 42.0)","(101.0, 180.0, 166.66666666666669)","(101.0, 200.0, 133.33333333333334)"
04-01-2023 14:38:51.760039,"(31.0, 95.0, 79.0)","(2.9, 4.0, 3.96875)","(2.15, 2.52, 2.44)","(12.0, 15.5, 14.916666666666666)","(6.0, 9.2, 8.738461538461538)","(7.5, 10.0, 9.586206896551724)","(26.0, 46.0, 42.0)","(101.0, 180.0, 166.66666666666669)","(101.0, 200.0, 133.33333333333334)"
04-01-2023 14:38:52.841756,"(31.0, 95.0, 79.0)","(2.9, 4.0, 3.96875)","(2.15, 2.52, 2.44)","(12.0, 15.5, 14.916666666666666)","(6.0, 9.2, 8.738461538461538)","(7.5, 10.0, 9.586206896551724)","(26.0, 46.0, 42.0)","(101.0, 180.0, 166.66666666666669)","(101.0, 200.0, 150.0)"
04-01-2023 14:38:53.915495,"(31.0, 95.0, 79.0)","(2.9, 4.0, 3.96875)","(2.15, 2.52, 2.44)","(12.0, 15.5, 14.916666666666666)","(6.0, 9.2, 8.76)","(7.5, 10.0, 9.586206896551724)","(26.0, 46.0, 42.0)","(101.0, 180.0, 166.66666666666669)","(101.0, 210.0, 150.0)"
04-01-2023 14:38:55.280338,"(31.0, 95.0, 79.0)","(2.9, 4.0, 3.96875)","(2.15, 2.52, 2.44)","(12.0, 15.5, 14.916666666666666)","(6.0, 9.0, 8.76)","(7.5, 10.0, 9.586206896551724)","(26.0, 46.0, 42.0)","(101.0, 180.0, 166.66666666666669)","(101.0, 210.0, 150.0)"
04-01-2023 14:38:56.399407,"(31.0, 95.0, 79.0)","(2.9, 4.0, 3.96875)","(2.15, 2.52, 2.44)","(12.0, 15.5, 14.916666666666666)","(6.0, 9.0, 8.76)","(7.5, 10.0, 9.586206896551724)","(26.0, 46.0, 42.0)","(101.0, 180.0, 166.66666666666669)","(101.0, 210.0, 150.0)"
04-01-2023 14:38:57.461131,"(31.0, 95.0, 79.0)","(2.9, 4.0, 3.96875)","(2.15, 2.52, 2.44)","(12.0, 15.5, 14.916666666666666)","(6.0, 9.0, 8.76)","(7.5, 10.0, 9.586206896551724)","(26.0, 46.0, 42.0)","(101.0, 180.0, 166.66666666666669)","(101.0, 210.0, 150.0)"
04-01-2023 14:38:58.735415,"(31.0, 95.0, 82.14285714285714)","(2.9, 4.0, 3.8615384615384616)","(2.15, 2.52, 2.44)","(12.0, 15.5, 14.916666666666666)","(6.0, 9.0, 8.6)","(7.5, 10.0, 9.586206896551724)","(26.0, 46.0, 42.0)","(101.0, 180.0, 166.66666666666669)","(101.0, 210.0, 152.5)"
04-01-2023 14:39:00.006319,"(31.0, 95.0, 82.14285714285714)","(2.9, 4.0, 3.9)","(2.15, 2.52, 2.44)","(12.0, 15.5, 14.916666666666666)","(6.0, 9.0, 8.6)","(7.5, 10.0, 9.625)","(26.0, 46.0, 42.0)","(101.0, 180.0, 166.66666666666669)","(101.0, 250.0, 192.0)"
04-01-2023 14:39:01.202031,"(31.0, 95.0, 65.0)","(2.9, 4.0, 3.9)","(2.15, 2.52, 2.44)","(12.0, 15.5, 14.91304347826087)","(6.0, 9.0, 8.6)","(7.5, 10.0, 9.625)","(26.0, 46.0, 42.0)","(101.0, 180.0, 166.66666666666669)","(101.0, 240.0, 192.0)"
04-01-2023 14:39:02.442971,"(31.0, 95.0, 68.0)","(2.9, 4.1, 3.8923076923076922)","(2.15, 2.52, 2.44)","(12.0, 15.5, 14.91304347826087)","(6.0, 9.0, 8.6)","(7.5, 10.0, 9.625)","(26.0, 46.0, 42.0)","(101.0, 180.0, 166.66666666666669)","(101.0, 240.0, 160.0)"
04-01-2023 14:39:03.766272,"(31.0, 95.0, 68.0)","(2.9, 4.1, 3.8923076923076922)","(2.15, 2.52, 2.44)","(12.0, 15.5, 14.91304347826087)","(6.0, 9.0, 8.6)","(7.5, 10.0, 9.625)","(26.0, 46.0, 42.0)","(101.0, 180.0, 166.66666666666669)","(101.0, 240.0, 160.0)"
04-01-2023 14:39:04.951622,"(31.0, 95.0, 68.0)","(2.9, 4.1, 3.8923076923076922)","(2.15, 2.52, 2.44)","(12.0, 15.5, 14.91304347826087)","(6.0, 9.0, 8.6)","(7.5, 10.0, 9.625)","(26.0, 46.0, 42.0)","(101.0, 180.0, 166.66666666666669)","(101.0, 240.0, 160.0)"
04-01-2023 14:39:06.066399,"(31.0, 95.0, 68.0)","(2.9, 4.1, 3.8923076923076922)","(2.15, 2.52, 2.44)","(12.0, 15.5, 14.91304347826087)","(6.0, 9.0, 8.6)","(7.5, 10.0, 9.625)","(26.0, 46.0, 42.0)","(101.0, 180.0, 166.66666666666669)","(101.0, 240.0, 160.0)"
04-01-2023 14:39:07.165678,"(31.0, 95.0, 68.0)","(2.9, 4.1, 3.8)","(2.15, 2.52, 2.44)","(12.0, 15.5, 14.15)","(6.0, 9.0, 8.64)","(7.5, 10.0, 9.625)","(26.0, 46.0, 42.0)","(101.0, 180.0, 166.66666666666669)","(101.0, 240.0, 192.0)"
04-01-2023 14:39:08.309880,"(31.0, 95.0, 80.0)","(2.9, 4.1, 3.809090909090909)","(2.15, 2.52, 2.4586046511627906)","(12.0, 15.5, 14.6)","(6.0, 9.0, 8.533333333333333)","(7.5, 10.0, 9.625)","(26.0, 46.0, 42.0)","(101.0, 180.0, 166.66666666666669)","(101.0, 240.0, 192.0)"
04-01-2023 14:39:09.536673,"(31.0, 95.0, 80.0)","(2.9, 4.0, 3.809090909090909)","(2.15, 2.52, 2.4586046511627906)","(12.0, 15.5, 14.6)","(6.0, 9.0, 8.533333333333333)","(7.5, 10.0, 9.619047619047619)","(26.0, 46.0, 42.0)","(101.0, 180.0, 166.66666666666669)","(101.0, 240.0, 138.33333333333334)"
04-01-2023 14:39:10.792309,"(31.0, 95.0, 68.0)","(2.9, 4.0, 3.7800000000000002)","(2.15, 2.52, 2.4586046511627906)","(12.0, 15.5, 14.6)","(6.0, 9.0, 8.533333333333333)","(7.5, 10.0, 9.619047619047619)","(26.0, 46.0, 44.92307692307692)","(101.0, 180.0, 166.66666666666669)","(101.0, 230.0, 170.0)"
04-01-2023 14:39:11.916251,"(31.0, 95.0, 68.0)","(2.9, 3.95, 3.7833333333333337)","(2.15, 2.52, 2.4586046511627906)","(12.0, 15.5, 14.6)","(6.0, 9.0, 8.533333333333333)","(7.5, 10.0, 9.619047619047619)","(26.0, 46.0, 44.92307692307692)","(101.0, 180.0, 166.66666666666669)","(101.0, 220.0, 150.0)"
04-01-2023 14:39:13.120755,"(31.0, 95.0, 68.0)","(2.9, 3.95, 3.7833333333333337)","(2.15, 2.52, 2.4586046511627906)","(12.0, 15.5, 14.6)","(6.0, 9.0, 8.64)","(7.5, 10.0, 9.619047619047619)","(26.0, 46.0, 42.0)","(101.0, 180.0, 166.66666666666669)","(101.0, 210.0, 150.0)"
04-01-2023 14:39:14.321617,"(31.0, 95.0, 68.0)","(2.9, 3.95, 3.7833333333333337)","(2.15, 2.5, 2.443380281690141)","(12.0, 15.5, 14.6)","(6.0, 9.0, 8.533333333333333)","(7.5, 10.0, 9.619047619047619)","(26.0, 46.0, 42.0)","(101.0, 180.0, 166.66666666666669)","(101.0, 210.0, 150.0)"
04-01-2023 14:39:15.567556,"(31.0, 95.0, 68.0)","(2.9, 3.95, 3.8323529411764707)","(2.15, 2.5, 2.443380281690141)","(12.0, 15.5, 14.6)","(6.0, 9.0, 8.64)","(7.5, 10.0, 9.619047619047619)","(26.0, 46.0, 42.0)","(101.0, 180.0, 166.66666666666669)","(101.0, 210.0, 150.0)"
04-01-2023 14:39:16.773106,"(31.0, 95.0, 80.0)","(2.9, 3.95, 3.8323529411764707)","(2.15, 2.5, 2.443380281690141)","(12.0, 15.5, 14.6)","(6.0, 9.0, 8.64)","(7.5, 10.0, 9.619047619047619)","(26.0, 46.0, 42.0)","(101.0, 180.0, 166.66666666666669)","(101.0, 210.0, 150.0)"
04-01-2023 14:39:17.906682,"(31.0, 95.0, 83.75)","(2.9, 3.95, 3.8323529411764707)","(2.15, 2.5, 2.443380281690141)","(12.0, 15.5, 14.6)","(6.0, 9.0, 8.64)","(7.5, 10.0, 9.619047619047619)","(26.0, 46.0, 42.0)","(101.0, 180.0, 166.66666666666669)","(101.0, 210.0, 150.0)"
04-01-2023 14:39:19.022141,"(31.0, 95.0, 83.75)","(2.9, 3.95, 3.8323529411764707)","(2.15, 2.5, 2.443380281690141)","(12.0, 15.5, 14.6)","(6.0, 9.0, 8.64)","(7.5, 10.0, 9.619047619047619)","(26.0, 46.0, 42.0)","(101.0, 180.0, 166.66666666666669)","(101.0, 210.0, 217.5)"
04-01-2023 14:39:20.214989,"(31.0, 95.0, 72.5)","(2.9, 3.95, 3.8323529411764707)","(2.15, 2.5, 2.443380281690141)","(12.0, 15.5, 14.6)","(6.0, 9.0, 8.533333333333333)","(7.5, 10.0, 9.625)","(26.0, 46.0, 42.0)","(101.0, 180.0, 162.85714285714286)","(101.0, 250.0, 180.0)"
04-01-2023 14:39:21.306810,"(31.0, 95.0, 72.5)","(2.9, 3.95, 3.8323529411764707)","(2.15, 2.5, 2.443380281690141)","(12.0, 15.5, 14.6)","(6.0, 9.0, 8.64)","(7.5, 10.0, 9.625)","(26.0, 46.0, 42.0)","(101.0, 180.0, 162.85714285714286)","(101.0, 240.0, 182.0)"
04-01-2023 14:39:22.402107,"(31.0, 95.0, 83.75)","(2.9, 3.95, 3.8642857142857143)","(2.15, 2.48, 2.4428571428571426)","(12.0, 15.5, 14.6)","(6.0, 9.0, 8.64)","(7.5, 10.0, 9.625)","(26.0, 46.0, 43.0)","(101.0, 180.0, 162.85714285714286)","(101.0, 230.0, 182.0)"
04-01-2023 14:39:23.535883,"(31.0, 95.0, 83.75)","(2.9, 3.95, 3.8642857142857143)","(2.15, 2.48, 2.4428571428571426)","(12.0, 15.5, 15.605263157894736)","(6.0, 9.0, 8.64)","(7.5, 10.0, 9.625)","(26.0, 46.0, 43.0)","(101.0, 180.0, 166.66666666666669)","(101.0, 230.0, 153.33333333333334)"
04-01-2023 14:39:24.688299,"(31.0, 95.0, 86.81818181818181)","(2.9, 3.95, 3.8642857142857143)","(2.15, 2.48, 2.4428571428571426)","(12.0, 16.0, 15.673913043478262)","(6.0, 9.0, 8.64)","(7.5, 10.0, 9.625)","(26.0, 46.0, 43.0)","(101.0, 180.0, 166.66666666666669)","(101.0, 220.0, 153.33333333333334)"
04-01-2023 14:39:25.814551,"(31.0, 95.0, 86.81818181818181)","(2.9, 3.95, 3.8642857142857143)","(2.15, 2.48, 2.4428571428571426)","(12.0, 16.0, 15.673913043478262)","(6.0, 9.0, 8.533333333333333)","(7.5, 10.0, 9.625)","(26.0, 46.0, 43.0)","(101.0, 180.0, 156.0)","(101.0, 220.0, 153.33333333333334)"
04-01-2023 14:39:26.945528,"(31.0, 95.0, 82.14285714285714)","(2.9, 3.95, 3.8642857142857143)","(2.15, 2.48, 2.4428571428571426)","(12.0, 16.0, 15.673913043478262)","(6.0, 9.0, 8.533333333333333)","(7.5, 10.0, 9.625)","(26.0, 46.0, 43.0)","(101.0, 180.0, 156.0)","(101.0, 220.0, 153.33333333333334)"
04-01-2023 14:39:28.102420,"(31.0, 95.0, 82.14285714285714)","(2.9, 3.95, 3.8642857142857143)","(2.15, 2.48, 2.4428571428571426)","(12.0, 16.0, 15.673913043478262)","(6.0, 9.0, 8.533333333333333)","(7.5, 10.0, 9.625)","(26.0, 46.0, 43.0)","(101.0, 180.0, 156.0)","(101.0, 220.0, 153.33333333333334)"
04-01-2023 14:39:29.219624,"(31.0, 95.0, 82.14285714285714)","(2.9, 3.95, 3.8642857142857143)","(2.15, 2.48, 2.4428571428571426)","(12.0, 16.0, 15.673913043478262)","(6.0, 9.0, 8.533333333333333)","(7.5, 10.0, 9.625)","(26.0, 46.0, 43.0)","(101.0, 180.0, 156.0)","(101.0, 220.0, 153.33333333333334)"
04-01-2023 14:39:30.388036,"(31.0, 95.0, 82.14285714285714)","(2.9, 3.95, 3.8642857142857143)","(2.15, 2.48, 2.4428571428571426)","(12.0, 16.0, 15.673913043478262)","(6.0, 9.0, 8.533333333333333)","(7.5, 10.0, 9.625)","(26.0, 46.0, 43.0)","(101.0, 180.0, 156.0)","(101.0, 220.0, 153.33333333333334)"
04-01-2023 14:39:31.567160,"(31.0, 95.0, 82.14285714285714)","(2.9, 3.95, 3.8642857142857143)","(2.15, 2.48, 2.4428571428571426)","(12.0, 16.0, 15.732142857142858)","(6.0, 9.0, 8.533333333333333)","(7.5, 10.0, 9.625)","(26.0, 46.0, 43.0)","(101.0, 180.0, 156.0)","(101.0, 220.0, 170.0)"
04-01-2023 14:39:32.696581,"(31.0, 95.0, 77.0)","(2.9, 3.95, 3.8642857142857143)","(2.15, 2.48, 2.4428571428571426)","(12.0, 16.0, 15.732142857142858)","(6.0, 9.0, 8.533333333333333)","(7.5, 10.0, 9.625)","(26.0, 46.0, 43.0)","(101.0, 180.0, 156.0)","(101.0, 220.0, 170.0)"
04-01-2023 14:39:33.880652,"(31.0, 95.0, 77.0)","(2.9, 3.95, 3.8642857142857143)","(2.15, 2.48, 2.4451063829787234)","(12.0, 16.0, 15.732142857142858)","(6.0, 9.0, 8.533333333333333)","(7.5, 10.0, 9.625)","(26.0, 46.0, 40.0)","(101.0, 180.0, 156.0)","(101.0, 220.0, 170.0)"
04-01-2023 14:39:35.012932,"(31.0, 95.0, 77.0)","(2.9, 3.95, 3.8642857142857143)","(2.15, 2.5, 2.4451063829787234)","(12.0, 16.0, 15.732142857142858)","(6.0, 9.0, 8.533333333333333)","(7.5, 10.0, 9.625)","(26.0, 46.0, 40.0)","(101.0, 180.0, 156.0)","(101.0, 220.0, 170.0)"
04-01-2023 14:39:36.238449,"(31.0, 70.0, 65.0)","(2.9, 3.95, 3.8642857142857143)","(2.15, 2.5, 2.4451063829787234)","(12.0, 16.0, 15.732142857142858)","(6.0, 9.0, 8.533333333333333)","(7.5, 10.0, 9.625)","(26.0, 46.0, 40.0)","(101.0, 180.0, 156.0)","(101.0, 220.0, 170.0)"
04-01-2023 14:39:37.810882,"(31.0, 70.0, 65.0)","(2.9, 3.95, 3.8642857142857143)","(2.15, 2.5, 2.4451063829787234)","(12.0, 16.0, 17.7)","(6.0, 9.0, 8.492307692307692)","(7.5, 10.0, 9.625)","(26.0, 46.0, 40.0)","(101.0, 180.0, 156.0)","(101.0, 220.0, 170.0)"
04-01-2023 14:39:39.244722,"(31.0, 70.0, 65.0)","(2.9, 3.95, 3.8)","(2.15, 2.5, 2.4418867924528302)","(12.0, 18.0, 16.82608695652174)","(6.0, 9.0, 8.492307692307692)","(7.5, 10.0, 9.625)","(26.0, 46.0, 40.0)","(101.0, 180.0, 156.0)","(101.0, 220.0, 170.0)"
04-01-2023 14:39:40.742699,"(31.0, 70.0, 66.0)","(2.9, 3.95, 3.8227272727272728)","(2.15, 2.48, 2.4418867924528302)","(12.0, 18.5, 16.8)","(6.0, 9.0, 8.492307692307692)","(7.5, 10.0, 9.625)","(26.0, 46.0, 40.0)","(101.0, 180.0, 156.0)","(101.0, 220.0, 170.0)"
