,Willina Girl,Mrs Halo,Pay Roll,Cosmic Belle,Style Sensation,Tralee Revenge
11-01-2023 10:21:37.132117,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:21:38.052532,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:21:38.949901,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:21:40.091605,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:21:41.027809,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:21:42.013625,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:21:43.000814,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:21:44.105174,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:21:45.262641,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:21:46.366318,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:21:47.396237,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:21:48.320900,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:21:49.256029,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:21:50.152596,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:21:51.059542,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:21:51.932691,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:21:52.779953,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:21:53.699103,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:21:54.611448,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:21:55.594692,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:21:56.554444,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:21:57.541719,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:21:58.511734,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:21:59.411783,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:22:00.389230,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:22:01.311767,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:22:02.317275,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:22:03.351280,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:22:04.387416,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:22:05.437448,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:22:06.605326,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:22:07.673236,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:22:08.694204,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:22:09.744496,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:22:10.764519,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:22:11.764432,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:22:12.769827,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:22:13.746965,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:22:14.757503,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:22:15.741646,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:22:16.764573,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:22:17.838236,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:22:18.925747,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:22:20.054185,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:22:21.197982,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:22:22.313395,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:22:23.314258,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:22:24.273867,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:22:25.231521,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:22:26.184003,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:22:27.248100,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:22:28.289051,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:22:29.253975,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:22:30.249247,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:22:31.256626,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:22:32.278704,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:22:33.309646,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:22:34.332333,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:22:35.371190,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:22:36.412191,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:22:37.341062,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:22:38.367933,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:22:39.355731,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:22:40.310862,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:22:41.272227,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:22:42.251026,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:22:43.235954,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:22:44.135497,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:22:44.981717,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:22:45.886506,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:22:46.947662,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:22:48.016738,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:22:48.992157,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:22:50.016622,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:22:50.978338,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 3.488)"
11-01-2023 10:22:51.986389,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.5, 3.488)"
11-01-2023 10:22:52.942904,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.5, 3.488)"
11-01-2023 10:22:53.962834,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.5, 3.488)"
11-01-2023 10:22:54.991470,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.5, 3.488)"
11-01-2023 10:22:55.962433,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.5, 3.488)"
11-01-2023 10:22:56.975942,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.5, 3.488)"
11-01-2023 10:22:57.955608,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.5, 3.488)"
11-01-2023 10:22:59.043344,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.5, 3.488)"
11-01-2023 10:23:00.103343,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.5, 3.488)"
11-01-2023 10:23:01.128030,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.5, 3.488)"
11-01-2023 10:23:02.137438,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.5, 4.04375)"
11-01-2023 10:23:03.163333,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:23:04.206500,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:23:05.231233,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:23:06.301164,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:23:07.367109,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:23:08.399898,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:23:09.413135,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:23:10.441711,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:23:11.367856,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:23:12.293854,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:23:13.227236,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:23:14.149911,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:23:15.147869,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:23:16.098243,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:23:17.110898,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:23:18.119345,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:23:19.145919,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:23:20.213375,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:23:21.276636,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:23:22.307027,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:23:23.313916,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:23:24.322616,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:23:25.289914,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:23:26.266530,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:23:27.278706,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:23:28.245901,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
11-01-2023 10:23:29.234350,"(18.0, 70.0, 44.5)","(17.0, 50.0, 48.857142857142854)","(12.0, 30.0, 28.125)","(4.8, 10.0, 5.078571428571429)","(1.95, 3.05, 3.006)","(2.7, 4.3, 4.04375)"
