,Cosmic Teddy,Soleil,Homebush Flick,Goldstar Velvet,Homebush Matty,Is That Toby,Opawa Glen,Tiger Bill
10-01-2023 09:23:14.565523,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:23:15.738982,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:23:16.905946,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:23:18.093903,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:23:19.246985,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:23:20.346165,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:23:21.402082,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:23:22.451012,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:23:23.504150,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:23:24.574114,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:23:25.656590,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:23:26.747639,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:23:27.826466,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:23:28.989912,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:23:30.140459,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:23:31.339014,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:23:32.526439,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:23:33.597395,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:23:34.636475,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:23:35.741011,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:23:36.866525,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:23:37.965723,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:23:39.096039,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:23:40.191660,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:23:41.361858,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:23:42.519014,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:23:43.697784,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:23:44.868138,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:23:45.997138,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:23:47.156976,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:23:48.235512,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:23:49.350357,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:23:50.477169,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:23:51.587735,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:23:52.673345,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:23:53.756662,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:23:54.882619,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:23:56.046777,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:23:57.217007,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:23:58.400543,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:23:59.562886,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:24:00.703689,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:24:01.834532,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:24:02.942300,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:24:04.065493,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:24:05.174329,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:24:06.271917,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:24:07.406967,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:24:08.546625,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:24:09.719290,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:24:11.074128,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:24:12.358310,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:24:13.609620,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:24:14.822656,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:24:16.384143,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:24:18.182872,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:24:19.352675,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:24:20.511230,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:24:21.621047,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:24:22.794435,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:24:23.868814,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:24:24.976657,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:24:26.057881,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:24:27.103692,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:24:28.150627,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:24:29.214566,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:24:30.313231,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:24:31.349798,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:24:32.403119,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:24:33.487912,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:24:34.563297,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:24:35.617958,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:24:36.667503,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:24:37.697427,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:24:38.799124,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:24:39.883434,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:24:41.041370,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:24:42.188516,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:24:43.370224,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:24:44.535877,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:24:45.705500,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:24:46.868916,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:24:48.056549,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:24:49.267635,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:24:50.517552,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:24:51.756546,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:24:52.949855,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:24:54.143059,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:24:55.316622,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:24:56.547773,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
10-01-2023 09:24:57.707798,"(6.5, 26.0, 21.05)","(3.9, 11.5, 7.008333333333333)","(16.0, 120.0, 67.25)","(4.4, 13.5, 7.92)","(4.4, 14.0, 8.18)","(13.0, 70.0, 62.6875)","(4.4, 13.5, 7.92)","(12.0, 60.0, 53.8125)"
