,Cellar Champ,Spitfire,Testing The Cugat,Andros,Magnolia Lass,Miss Athena,More Like That,White Glove Test,Exit To Eden
10-01-2023 13:15:03.390302,"(21.0, 36.0, 32.470588235294116)","(1.6, 1.8, 1.7907042253521128)","(8.5, 12.5, 12.224137931034482)","(7.5, 13.5, 12.333333333333334)","(81.0, 160.0, 139.16666666666666)","(4.8, 6.8, 6.633333333333333)","(101.0, 170.0, 150.0)","(9.0, 15.5, 15.2)","(91.0, 160.0, 135.0)"
10-01-2023 13:15:04.921255,"(21.0, 36.0, 32.5)","(1.6, 1.8, 1.7907042253521128)","(8.5, 12.5, 12.224137931034482)","(7.5, 13.5, 12.375)","(81.0, 160.0, 139.16666666666666)","(4.8, 6.8, 6.6875)","(101.0, 170.0, 150.0)","(9.0, 15.5, 15.2)","(91.0, 160.0, 135.0)"
10-01-2023 13:15:06.485193,"(21.0, 36.0, 32.5)","(1.6, 1.8, 1.7907042253521128)","(8.5, 12.5, 12.224137931034482)","(7.5, 13.5, 12.375)","(81.0, 160.0, 139.16666666666666)","(4.8, 6.8, 6.35)","(101.0, 170.0, 150.0)","(9.0, 15.5, 15.275)","(91.0, 160.0, 140.0)"
10-01-2023 13:15:07.979006,"(21.0, 36.0, 32.5)","(1.6, 1.8, 1.7907042253521128)","(8.5, 12.5, 12.166666666666666)","(7.5, 13.5, 12.75)","(81.0, 160.0, 135.0)","(4.8, 6.6, 6.3999999999999995)","(101.0, 170.0, 150.0)","(9.0, 15.5, 15.275)","(91.0, 160.0, 140.0)"
10-01-2023 13:15:09.467900,"(21.0, 36.0, 31.88235294117647)","(1.6, 1.8, 1.7907042253521128)","(8.5, 12.5, 12.166666666666666)","(7.5, 13.5, 12.75)","(81.0, 160.0, 135.0)","(4.8, 6.6, 6.4799999999999995)","(101.0, 170.0, 150.0)","(9.0, 15.5, 15.275)","(91.0, 160.0, 140.0)"
10-01-2023 13:15:10.902682,"(21.0, 36.0, 31.88235294117647)","(1.6, 1.8, 1.7907042253521128)","(9.0, 12.5, 12.166666666666666)","(8.0, 13.5, 12.75)","(91.0, 160.0, 135.0)","(5.0, 6.6, 6.4799999999999995)","(101.0, 170.0, 150.0)","(9.0, 15.5, 15.275)","(91.0, 160.0, 140.0)"
10-01-2023 13:15:12.348537,"(21.0, 36.0, 31.88235294117647)","(1.6, 1.8, 1.7907042253521128)","(9.0, 12.5, 12.166666666666666)","(8.0, 13.5, 12.75)","(91.0, 160.0, 135.0)","(5.0, 6.6, 6.4799999999999995)","(101.0, 170.0, 150.0)","(9.0, 15.5, 15.275)","(91.0, 160.0, 140.0)"
10-01-2023 13:15:13.751578,"(21.0, 36.0, 31.88235294117647)","(1.6, 1.8, 1.7907042253521128)","(9.0, 12.5, 12.166666666666666)","(8.0, 13.5, 12.75)","(91.0, 160.0, 135.0)","(5.0, 6.6, 6.4799999999999995)","(101.0, 170.0, 150.0)","(9.0, 15.5, 15.275)","(91.0, 160.0, 140.0)"
10-01-2023 13:15:15.279679,"(21.0, 36.0, 32.470588235294116)","(1.6, 1.8, 1.7907042253521128)","(9.0, 12.5, 12.166666666666666)","(8.0, 13.5, 12.75)","(91.0, 160.0, 135.0)","(5.0, 6.6, 6.457142857142857)","(101.0, 170.0, 180.0)","(9.0, 15.5, 15.275)","(91.0, 160.0, 140.0)"
10-01-2023 13:15:16.671390,"(21.0, 36.0, 32.470588235294116)","(1.6, 1.8, 1.74)","(9.0, 12.5, 12.241935483870968)","(8.0, 13.5, 12.75)","(91.0, 160.0, 135.0)","(5.0, 6.6, 6.377777777777777)","(101.0, 200.0, 172.0)","(9.0, 15.5, 15.0)","(91.0, 160.0, 140.0)"
10-01-2023 13:15:18.001081,"(21.0, 36.0, 32.470588235294116)","(1.6, 1.79, 1.7393333333333334)","(9.0, 12.5, 12.241935483870968)","(8.0, 13.5, 12.75)","(91.0, 160.0, 135.0)","(5.0, 6.6, 6.377777777777777)","(101.0, 190.0, 154.0)","(9.0, 15.5, 14.7)","(91.0, 160.0, 140.0)"
10-01-2023 13:15:19.420883,"(21.0, 36.0, 32.470588235294116)","(1.6, 1.79, 1.7393333333333334)","(9.0, 12.5, 12.241935483870968)","(8.0, 13.5, 12.75)","(91.0, 160.0, 135.0)","(5.0, 6.6, 6.377777777777777)","(101.0, 190.0, 154.0)","(9.0, 15.5, 14.772727272727273)","(91.0, 160.0, 140.0)"
10-01-2023 13:15:20.847554,"(21.0, 36.0, 32.470588235294116)","(1.6, 1.79, 1.7393333333333334)","(9.0, 12.5, 12.241935483870968)","(8.0, 13.5, 12.75)","(91.0, 160.0, 135.0)","(5.0, 6.6, 6.433333333333334)","(101.0, 190.0, 154.0)","(9.0, 15.5, 14.772727272727273)","(91.0, 160.0, 140.0)"
10-01-2023 13:15:22.932614,"(21.0, 36.0, 32.470588235294116)","(1.6, 1.79, 1.743090909090909)","(9.0, 12.5, 12.241935483870968)","(8.0, 13.5, 12.75)","(91.0, 160.0, 135.0)","(5.0, 6.6, 6.433333333333334)","(101.0, 190.0, 154.0)","(9.0, 15.5, 15.0)","(91.0, 160.0, 140.0)"
10-01-2023 13:15:24.654937,"(21.0, 36.0, 32.470588235294116)","(1.6, 1.79, 1.743090909090909)","(9.0, 12.5, 12.241935483870968)","(8.0, 13.5, 12.75)","(91.0, 160.0, 135.0)","(5.0, 6.6, 6.433333333333334)","(101.0, 190.0, 179.0909090909091)","(9.0, 15.5, 15.0)","(91.0, 160.0, 145.0)"
10-01-2023 13:15:26.003052,"(21.0, 36.0, 32.470588235294116)","(1.6, 1.79, 1.743090909090909)","(9.0, 12.5, 12.241935483870968)","(8.0, 13.5, 12.75)","(91.0, 160.0, 135.0)","(5.0, 6.6, 6.433333333333334)","(101.0, 190.0, 179.0909090909091)","(9.0, 15.5, 15.0)","(91.0, 160.0, 145.0)"
10-01-2023 13:15:27.392926,"(21.0, 36.0, 32.470588235294116)","(1.6, 1.79, 1.743090909090909)","(9.0, 12.5, 12.241935483870968)","(8.0, 13.5, 12.75)","(91.0, 160.0, 135.0)","(5.0, 6.6, 6.488888888888889)","(101.0, 190.0, 179.0909090909091)","(9.0, 15.5, 15.2)","(91.0, 160.0, 155.0)"
10-01-2023 13:15:28.757803,"(21.0, 36.0, 32.470588235294116)","(1.6, 1.79, 1.743090909090909)","(9.0, 12.5, 12.241935483870968)","(8.0, 13.5, 12.75)","(91.0, 160.0, 135.0)","(5.0, 6.6, 6.308474576271187)","(101.0, 190.0, 179.0909090909091)","(9.0, 15.5, 15.2)","(91.0, 160.0, 155.0)"
10-01-2023 13:15:30.080246,"(21.0, 36.0, 32.470588235294116)","(1.6, 1.79, 1.743090909090909)","(9.0, 12.5, 12.241935483870968)","(8.0, 13.5, 12.75)","(91.0, 160.0, 135.0)","(5.0, 6.6, 6.308474576271187)","(101.0, 190.0, 179.0909090909091)","(9.0, 15.5, 15.2)","(91.0, 160.0, 145.0)"
10-01-2023 13:15:31.490463,"(21.0, 36.0, 32.0)","(1.6, 1.79, 1.746271186440678)","(9.0, 12.5, 11.928571428571429)","(8.0, 13.5, 12.75)","(91.0, 160.0, 143.33333333333334)","(5.0, 6.6, 6.308474576271187)","(101.0, 190.0, 163.33333333333334)","(9.0, 15.5, 15.2)","(91.0, 160.0, 153.33333333333334)"
10-01-2023 13:15:32.951100,"(21.0, 36.0, 32.0)","(1.6, 1.79, 1.746271186440678)","(9.0, 12.5, 11.928571428571429)","(8.0, 13.5, 12.75)","(91.0, 160.0, 145.71428571428572)","(5.0, 6.6, 6.2518518518518515)","(101.0, 190.0, 163.33333333333334)","(9.0, 15.5, 15.2)","(91.0, 160.0, 193.33333333333334)"
10-01-2023 13:15:34.353771,"(21.0, 36.0, 31.68)","(1.6, 1.79, 1.7424305555555555)","(9.0, 12.5, 11.928571428571429)","(8.0, 13.5, 12.75)","(91.0, 160.0, 145.71428571428572)","(5.0, 6.6, 6.219354838709678)","(101.0, 190.0, 163.33333333333334)","(9.0, 15.5, 14.791666666666666)","(91.0, 220.0, 196.0)"
10-01-2023 13:15:35.760986,"(21.0, 34.0, 30.823529411764707)","(1.6, 1.79, 1.7424305555555555)","(9.0, 12.5, 11.928571428571429)","(8.0, 13.5, 12.75)","(91.0, 160.0, 145.71428571428572)","(5.0, 6.6, 6.219354838709678)","(101.0, 190.0, 163.33333333333334)","(9.0, 15.0, 15.653846153846153)","(91.0, 210.0, 196.0)"
10-01-2023 13:15:37.183674,"(21.0, 34.0, 30.823529411764707)","(1.6, 1.79, 1.7421084337349397)","(9.0, 12.5, 11.887096774193548)","(8.0, 13.5, 12.75)","(91.0, 160.0, 148.0)","(5.0, 6.6, 6.219354838709678)","(101.0, 190.0, 163.33333333333334)","(9.0, 17.5, 15.625)","(91.0, 210.0, 150.0)"
10-01-2023 13:15:38.544865,"(21.0, 34.0, 30.823529411764707)","(1.6, 1.79, 1.7421084337349397)","(9.0, 12.5, 11.887096774193548)","(8.0, 13.5, 12.75)","(81.0, 160.0, 154.0)","(5.0, 6.6, 6.218461538461539)","(101.0, 190.0, 163.33333333333334)","(9.0, 17.5, 15.6)","(81.0, 200.0, 165.0)"
10-01-2023 13:15:39.823808,"(21.0, 34.0, 30.823529411764707)","(1.6, 1.79, 1.7421084337349397)","(9.0, 12.5, 11.887096774193548)","(8.0, 13.5, 12.833333333333334)","(81.0, 160.0, 154.0)","(5.0, 6.6, 6.218461538461539)","(101.0, 190.0, 163.33333333333334)","(9.0, 17.5, 15.6)","(81.0, 190.0, 152.5)"
10-01-2023 13:15:41.154432,"(21.0, 34.0, 30.756756756756758)","(1.6, 1.79, 1.7421084337349397)","(9.0, 12.5, 11.887096774193548)","(8.0, 13.5, 12.833333333333334)","(81.0, 160.0, 155.0)","(5.0, 6.6, 6.251612903225807)","(101.0, 190.0, 163.33333333333334)","(9.0, 17.5, 15.6)","(81.0, 190.0, 160.0)"
10-01-2023 13:15:42.512394,"(21.0, 34.0, 30.756756756756758)","(1.6, 1.79, 1.7421084337349397)","(9.0, 12.5, 11.887096774193548)","(8.0, 13.5, 12.833333333333334)","(81.0, 160.0, 155.0)","(5.0, 6.6, 6.251612903225807)","(101.0, 190.0, 170.0)","(9.0, 17.5, 15.681818181818182)","(81.0, 180.0, 155.0)"
10-01-2023 13:15:43.977405,"(21.0, 34.0, 30.823529411764707)","(1.6, 1.79, 1.7421084337349397)","(9.0, 12.5, 11.887096774193548)","(8.0, 13.5, 12.833333333333334)","(81.0, 160.0, 155.0)","(5.0, 6.6, 6.251612903225807)","(101.0, 190.0, 180.0)","(9.0, 17.5, 15.681818181818182)","(81.0, 180.0, 157.5)"
10-01-2023 13:15:45.365573,"(21.0, 34.0, 30.823529411764707)","(1.6, 1.79, 1.7421084337349397)","(9.0, 12.5, 11.887096774193548)","(8.0, 13.5, 13.029411764705882)","(81.0, 160.0, 155.0)","(5.0, 6.6, 6.251612903225807)","(101.0, 200.0, 180.0)","(9.0, 17.5, 15.681818181818182)","(81.0, 180.0, 157.5)"
10-01-2023 13:15:46.730892,"(21.0, 34.0, 30.756756756756758)","(1.6, 1.79, 1.7422292993630573)","(9.0, 12.5, 11.928571428571429)","(8.0, 13.5, 13.0)","(81.0, 160.0, 156.0)","(5.0, 6.6, 6.251612903225807)","(101.0, 200.0, 180.0)","(9.0, 17.5, 15.681818181818182)","(81.0, 180.0, 157.5)"
10-01-2023 13:15:48.013965,"(21.0, 34.0, 30.756756756756758)","(1.6, 1.79, 1.7457377049180327)","(9.0, 12.5, 11.887096774193548)","(8.0, 13.5, 12.9)","(81.0, 160.0, 192.0)","(5.0, 6.6, 6.251612903225807)","(101.0, 200.0, 180.0)","(9.0, 17.5, 15.681818181818182)","(81.0, 180.0, 157.5)"
10-01-2023 13:15:49.336576,"(21.0, 34.0, 30.756756756756758)","(1.6, 1.79, 1.7418041237113402)","(9.0, 12.5, 11.887096774193548)","(8.0, 13.5, 12.9)","(81.0, 220.0, 171.0)","(5.0, 6.6, 6.251612903225807)","(101.0, 200.0, 180.0)","(9.0, 17.5, 15.681818181818182)","(81.0, 180.0, 157.5)"
10-01-2023 13:15:50.755475,"(21.0, 34.0, 30.756756756756758)","(1.6, 1.79, 1.7418041237113402)","(9.0, 12.5, 11.887096774193548)","(8.0, 13.5, 12.9)","(81.0, 220.0, 171.0)","(5.0, 6.6, 6.251612903225807)","(101.0, 200.0, 180.0)","(9.0, 17.5, 15.681818181818182)","(81.0, 180.0, 157.5)"
10-01-2023 13:15:52.139440,"(21.0, 34.0, 30.756756756756758)","(1.6, 1.79, 1.7418041237113402)","(9.0, 12.5, 11.887096774193548)","(8.0, 13.5, 12.9)","(81.0, 220.0, 171.0)","(5.0, 6.6, 6.251612903225807)","(101.0, 200.0, 180.0)","(9.0, 17.5, 15.681818181818182)","(81.0, 180.0, 157.5)"
10-01-2023 13:15:53.555671,"(21.0, 34.0, 30.756756756756758)","(1.6, 1.79, 1.7430150753768845)","(9.0, 12.5, 11.887096774193548)","(8.0, 13.5, 12.9)","(81.0, 220.0, 171.0)","(5.0, 6.6, 6.251612903225807)","(101.0, 200.0, 180.0)","(9.0, 17.5, 15.681818181818182)","(81.0, 180.0, 157.5)"
10-01-2023 13:15:54.886863,"(21.0, 34.0, 30.756756756756758)","(1.6, 1.79, 1.7430150753768845)","(9.0, 12.5, 11.928571428571429)","(8.0, 13.5, 12.9)","(81.0, 220.0, 171.0)","(5.0, 6.6, 6.251612903225807)","(101.0, 200.0, 180.0)","(9.0, 17.5, 15.681818181818182)","(81.0, 180.0, 157.5)"
10-01-2023 13:15:56.217351,"(21.0, 34.0, 30.756756756756758)","(1.6, 1.79, 1.7430150753768845)","(9.0, 12.5, 11.887096774193548)","(8.0, 13.5, 12.9)","(81.0, 220.0, 171.0)","(5.0, 6.6, 6.251612903225807)","(101.0, 200.0, 180.0)","(9.0, 17.5, 15.681818181818182)","(81.0, 180.0, 165.0)"
10-01-2023 13:15:57.575239,"(21.0, 34.0, 30.756756756756758)","(1.6, 1.79, 1.74253807106599)","(9.0, 12.5, 11.887096774193548)","(8.0, 13.5, 12.928571428571429)","(81.0, 220.0, 171.0)","(5.0, 6.6, 6.251612903225807)","(101.0, 200.0, 180.0)","(9.0, 17.5, 15.681818181818182)","(81.0, 180.0, 165.0)"
10-01-2023 13:15:58.963523,"(21.0, 34.0, 30.756756756756758)","(1.6, 1.79, 1.74253807106599)","(9.0, 12.5, 11.921052631578947)","(8.0, 13.5, 12.928571428571429)","(81.0, 220.0, 171.0)","(5.0, 6.6, 6.251612903225807)","(101.0, 200.0, 180.0)","(9.0, 17.5, 15.681818181818182)","(81.0, 180.0, 165.0)"
10-01-2023 13:16:00.328369,"(21.0, 34.0, 30.756756756756758)","(1.6, 1.79, 1.74253807106599)","(9.0, 12.5, 11.921052631578947)","(8.0, 13.5, 12.928571428571429)","(81.0, 220.0, 171.0)","(5.0, 6.6, 6.251612903225807)","(101.0, 200.0, 180.0)","(9.0, 17.5, 15.681818181818182)","(81.0, 180.0, 165.0)"
10-01-2023 13:16:01.709338,"(21.0, 34.0, 30.756756756756758)","(1.6, 1.79, 1.74253807106599)","(9.0, 12.5, 11.863636363636363)","(8.0, 13.5, 12.928571428571429)","(81.0, 220.0, 171.0)","(5.0, 6.6, 6.251612903225807)","(101.0, 200.0, 180.0)","(9.0, 17.5, 15.681818181818182)","(81.0, 180.0, 165.0)"
10-01-2023 13:16:03.096395,"(21.0, 34.0, 31.272727272727273)","(1.6, 1.79, 1.74253807106599)","(9.0, 12.5, 11.863636363636363)","(8.0, 13.5, 12.928571428571429)","(81.0, 220.0, 171.0)","(5.0, 6.6, 6.251612903225807)","(101.0, 200.0, 180.0)","(9.0, 17.5, 15.681818181818182)","(81.0, 180.0, 165.0)"
10-01-2023 13:16:04.479225,"(21.0, 34.0, 31.272727272727273)","(1.6, 1.79, 1.74253807106599)","(9.0, 12.5, 11.863636363636363)","(8.0, 13.5, 12.928571428571429)","(81.0, 220.0, 171.0)","(5.0, 6.6, 6.251612903225807)","(101.0, 200.0, 180.0)","(9.0, 17.5, 15.681818181818182)","(81.0, 180.0, 165.0)"
10-01-2023 13:16:05.875466,"(21.0, 34.0, 31.473684210526315)","(1.6, 1.79, 1.74253807106599)","(9.0, 12.5, 11.863636363636363)","(8.0, 13.5, 12.928571428571429)","(81.0, 220.0, 171.0)","(5.0, 6.6, 6.251612903225807)","(101.0, 200.0, 180.0)","(9.0, 17.5, 15.681818181818182)","(81.0, 180.0, 165.0)"
10-01-2023 13:16:07.176359,"(21.0, 34.0, 31.473684210526315)","(1.6, 1.79, 1.74253807106599)","(9.0, 12.5, 11.916666666666666)","(8.0, 13.5, 12.928571428571429)","(81.0, 220.0, 171.0)","(5.0, 6.6, 6.251612903225807)","(101.0, 200.0, 180.0)","(9.0, 17.5, 15.681818181818182)","(81.0, 180.0, 165.0)"
10-01-2023 13:16:08.632533,"(21.0, 34.0, 31.473684210526315)","(1.6, 1.79, 1.74253807106599)","(9.0, 12.5, 11.916666666666666)","(8.0, 13.5, 12.928571428571429)","(81.0, 220.0, 167.5)","(5.0, 6.6, 6.251612903225807)","(101.0, 200.0, 180.0)","(9.0, 17.5, 16.59090909090909)","(81.0, 180.0, 165.0)"
10-01-2023 13:16:10.132219,"(21.0, 34.0, 31.473684210526315)","(1.6, 1.79, 1.7497560975609756)","(9.0, 12.5, 12.922661870503598)","(8.0, 13.5, 12.928571428571429)","(81.0, 220.0, 167.5)","(5.0, 6.6, 6.251612903225807)","(101.0, 200.0, 180.0)","(9.0, 17.5, 16.7)","(81.0, 180.0, 165.0)"
10-01-2023 13:16:11.774873,"(21.0, 34.0, 31.473684210526315)","(1.6, 1.78, 1.7497560975609756)","(9.0, 13.0, 12.915686274509804)","(8.0, 13.5, 12.928571428571429)","(81.0, 220.0, 162.6086956521739)","(5.0, 6.6, 6.251612903225807)","(101.0, 200.0, 180.0)","(9.0, 17.5, 16.7)","(81.0, 180.0, 165.0)"
10-01-2023 13:16:13.285146,"(21.0, 34.0, 30.823529411764707)","(1.6, 1.78, 1.7497560975609756)","(9.0, 13.0, 12.915686274509804)","(8.0, 13.5, 12.928571428571429)","(81.0, 220.0, 162.6086956521739)","(5.0, 6.6, 6.251612903225807)","(101.0, 200.0, 180.0)","(9.0, 17.5, 16.7)","(81.0, 180.0, 165.0)"
10-01-2023 13:16:14.956873,"(21.0, 34.0, 30.823529411764707)","(1.6, 1.78, 1.7497560975609756)","(9.0, 13.0, 12.915686274509804)","(8.0, 13.5, 13.294117647058824)","(81.0, 220.0, 162.6086956521739)","(5.0, 6.6, 6.251612903225807)","(101.0, 200.0, 173.33333333333334)","(9.0, 17.5, 16.7)","(81.0, 180.0, 165.0)"
10-01-2023 13:16:16.303008,"(21.0, 34.0, 30.823529411764707)","(1.6, 1.78, 1.742061855670103)","(9.0, 13.0, 12.902272727272727)","(8.0, 14.0, 12.75)","(81.0, 220.0, 185.0)","(5.0, 6.6, 6.189873417721519)","(101.0, 200.0, 180.0)","(9.0, 17.5, 16.7)","(81.0, 180.0, 165.0)"
10-01-2023 13:16:17.681762,"(21.0, 34.0, 30.823529411764707)","(1.6, 1.79, 1.740537634408602)","(9.0, 13.0, 12.958549222797927)","(8.0, 14.0, 12.75)","(81.0, 210.0, 185.0)","(5.0, 6.6, 6.189873417721519)","(101.0, 200.0, 170.0)","(9.0, 17.5, 16.7)","(81.0, 180.0, 165.0)"
10-01-2023 13:16:19.045297,"(21.0, 34.0, 30.823529411764707)","(1.6, 1.79, 1.7405291005291006)","(9.0, 13.0, 12.958549222797927)","(8.0, 14.0, 12.75)","(71.0, 210.0, 185.0)","(5.0, 6.6, 6.189873417721519)","(101.0, 200.0, 175.0)","(9.0, 17.5, 16.7)","(81.0, 180.0, 165.0)"
10-01-2023 13:16:20.451300,"(21.0, 34.0, 30.823529411764707)","(1.6, 1.79, 1.7405076142131979)","(9.0, 13.0, 12.958549222797927)","(8.0, 14.0, 12.75)","(71.0, 210.0, 185.0)","(5.0, 6.6, 6.189873417721519)","(101.0, 190.0, 180.0)","(9.0, 17.5, 16.7)","(81.0, 180.0, 165.0)"
10-01-2023 13:16:21.788185,"(21.0, 34.0, 30.823529411764707)","(1.6, 1.79, 1.7404464285714285)","(9.0, 13.0, 12.957446808510639)","(8.0, 14.0, 12.75)","(71.0, 210.0, 185.0)","(5.0, 6.6, 6.189873417721519)","(101.0, 200.0, 180.0)","(9.0, 17.5, 16.5625)","(81.0, 180.0, 165.0)"
10-01-2023 13:16:23.143283,"(21.0, 34.0, 30.823529411764707)","(1.6, 1.79, 1.7404464285714285)","(9.0, 13.0, 12.957446808510639)","(8.0, 14.0, 12.75)","(71.0, 210.0, 185.0)","(5.0, 6.6, 6.182926829268292)","(101.0, 200.0, 180.0)","(9.0, 17.5, 16.5625)","(81.0, 180.0, 165.0)"
10-01-2023 13:16:24.509295,"(21.0, 34.0, 30.823529411764707)","(1.6, 1.79, 1.7404464285714285)","(9.0, 13.0, 12.957446808510639)","(8.0, 14.0, 12.75)","(71.0, 210.0, 185.0)","(5.0, 6.6, 6.182926829268292)","(101.0, 200.0, 175.0)","(9.0, 17.5, 16.692307692307693)","(81.0, 180.0, 165.0)"
10-01-2023 13:16:25.900693,"(21.0, 34.0, 30.823529411764707)","(1.6, 1.79, 1.7424242424242424)","(9.0, 13.0, 12.957446808510639)","(8.0, 14.0, 12.75)","(71.0, 210.0, 185.0)","(5.0, 6.6, 6.182926829268292)","(101.0, 200.0, 175.0)","(9.0, 17.5, 16.692307692307693)","(81.0, 180.0, 165.0)"
10-01-2023 13:16:27.324070,"(21.0, 34.0, 30.823529411764707)","(1.6, 1.78, 1.7424242424242424)","(9.0, 13.0, 12.957446808510639)","(8.0, 14.0, 12.75)","(71.0, 210.0, 185.0)","(5.0, 6.6, 6.182926829268292)","(101.0, 200.0, 175.0)","(9.0, 17.5, 16.692307692307693)","(81.0, 180.0, 195.0)"
10-01-2023 13:16:28.749235,"(21.0, 34.0, 30.823529411764707)","(1.6, 1.78, 1.7424242424242424)","(9.0, 13.0, 12.957446808510639)","(8.0, 14.0, 13.134615384615385)","(71.0, 210.0, 185.0)","(5.0, 6.6, 6.182926829268292)","(101.0, 200.0, 170.0)","(9.0, 17.5, 16.692307692307693)","(81.0, 220.0, 180.0)"
10-01-2023 13:16:30.206348,"(21.0, 34.0, 30.823529411764707)","(1.6, 1.78, 1.7424242424242424)","(9.0, 13.0, 12.957446808510639)","(8.0, 14.0, 13.134615384615385)","(71.0, 210.0, 162.6086956521739)","(5.0, 6.6, 6.182926829268292)","(101.0, 200.0, 170.0)","(9.0, 17.5, 16.692307692307693)","(81.0, 220.0, 180.0)"
10-01-2023 13:16:31.790573,"(21.0, 34.0, 30.823529411764707)","(1.6, 1.78, 1.7424242424242424)","(9.0, 13.0, 12.957446808510639)","(8.0, 14.0, 12.81578947368421)","(71.0, 220.0, 162.6086956521739)","(5.0, 6.6, 6.182926829268292)","(101.0, 200.0, 170.0)","(9.0, 17.5, 16.692307692307693)","(81.0, 220.0, 180.0)"
10-01-2023 13:16:33.176556,"(21.0, 34.0, 30.823529411764707)","(1.6, 1.78, 1.7424242424242424)","(9.0, 13.0, 12.957446808510639)","(8.0, 14.0, 12.81578947368421)","(71.0, 220.0, 162.6086956521739)","(5.0, 6.6, 6.182926829268292)","(101.0, 200.0, 170.0)","(9.0, 17.5, 16.692307692307693)","(81.0, 220.0, 180.0)"
10-01-2023 13:16:34.604486,"(21.0, 34.0, 30.823529411764707)","(1.6, 1.78, 1.7424242424242424)","(9.0, 13.0, 12.957446808510639)","(8.0, 14.0, 12.81578947368421)","(71.0, 220.0, 162.6086956521739)","(5.0, 6.6, 6.182926829268292)","(101.0, 200.0, 170.0)","(9.0, 17.5, 16.692307692307693)","(81.0, 220.0, 180.0)"
10-01-2023 13:16:36.005783,"(21.0, 34.0, 30.823529411764707)","(1.6, 1.78, 1.7424242424242424)","(9.0, 13.0, 12.957446808510639)","(8.0, 14.0, 12.81578947368421)","(71.0, 220.0, 162.6086956521739)","(5.0, 6.6, 6.182926829268292)","(101.0, 200.0, 170.0)","(9.0, 17.5, 16.692307692307693)","(81.0, 220.0, 180.0)"
10-01-2023 13:16:37.307147,"(21.0, 34.0, 30.823529411764707)","(1.6, 1.78, 1.742)","(9.0, 13.0, 12.957446808510639)","(8.0, 14.0, 12.81578947368421)","(71.0, 220.0, 162.6086956521739)","(5.0, 6.6, 6.189873417721519)","(91.0, 200.0, 170.0)","(9.0, 17.5, 17.166666666666668)","(81.0, 220.0, 180.0)"
10-01-2023 13:16:38.610663,"(21.0, 34.0, 30.823529411764707)","(1.6, 1.77, 1.742)","(9.0, 13.0, 12.957446808510639)","(8.0, 14.0, 12.81578947368421)","(71.0, 220.0, 162.6086956521739)","(5.0, 6.6, 6.180722891566265)","(91.0, 200.0, 170.0)","(9.0, 17.5, 17.323529411764707)","(81.0, 220.0, 180.0)"
10-01-2023 13:16:39.943338,"(21.0, 34.0, 30.823529411764707)","(1.6, 1.77, 1.7640425531914894)","(9.0, 13.0, 12.957446808510639)","(8.0, 14.0, 12.75)","(71.0, 220.0, 162.6086956521739)","(5.0, 6.6, 6.168539325842697)","(91.0, 200.0, 170.0)","(9.0, 17.5, 17.323529411764707)","(81.0, 220.0, 180.0)"
10-01-2023 13:16:41.271225,"(21.0, 34.0, 30.823529411764707)","(1.6, 1.77, 1.7640425531914894)","(9.0, 13.0, 12.942028985507246)","(8.0, 14.0, 12.75)","(71.0, 220.0, 162.6086956521739)","(5.0, 6.6, 6.168539325842697)","(91.0, 200.0, 170.0)","(9.0, 17.5, 17.3125)","(81.0, 220.0, 180.0)"
10-01-2023 13:16:42.668954,"(21.0, 34.0, 30.823529411764707)","(1.6, 1.77, 1.7640425531914894)","(9.0, 13.0, 12.942028985507246)","(8.0, 14.0, 12.75)","(71.0, 220.0, 162.6086956521739)","(5.0, 6.6, 6.168539325842697)","(91.0, 200.0, 170.0)","(9.0, 17.5, 17.3125)","(81.0, 220.0, 180.0)"
10-01-2023 13:16:43.924221,"(21.0, 34.0, 31.08108108108108)","(1.6, 1.77, 1.7640425531914894)","(9.0, 13.0, 12.942028985507246)","(8.0, 14.0, 12.75)","(71.0, 220.0, 163.0)","(5.0, 6.6, 6.168539325842697)","(91.0, 200.0, 170.0)","(9.0, 17.5, 17.3125)","(81.0, 220.0, 180.0)"
10-01-2023 13:16:45.172573,"(21.0, 34.0, 31.08108108108108)","(1.6, 1.77, 1.7640425531914894)","(9.0, 13.0, 12.942028985507246)","(8.0, 14.0, 12.75)","(71.0, 220.0, 163.0)","(5.0, 6.6, 6.168539325842697)","(91.0, 200.0, 170.0)","(9.0, 17.5, 17.3125)","(81.0, 220.0, 180.0)"
10-01-2023 13:16:46.424865,"(21.0, 34.0, 31.08108108108108)","(1.6, 1.77, 1.7601785714285714)","(9.0, 13.0, 12.942028985507246)","(8.0, 14.0, 12.75)","(71.0, 220.0, 163.0)","(5.0, 6.6, 6.168539325842697)","(91.0, 200.0, 170.0)","(9.0, 17.5, 17.3125)","(81.0, 220.0, 180.0)"
10-01-2023 13:16:47.681454,"(21.0, 34.0, 30.470588235294116)","(1.6, 1.78, 1.7664327485380118)","(9.0, 13.0, 12.942028985507246)","(8.0, 14.0, 12.75)","(71.0, 220.0, 163.0)","(5.0, 6.6, 6.168539325842697)","(91.0, 200.0, 170.0)","(9.0, 17.5, 17.3125)","(81.0, 220.0, 180.0)"
