,Verbalizer,Call Me Mo,Bonython,On The Tiles,Ma Mas Rose,Mt Peter Miss,Gaius Julius,Sizzling Sun
08-12-2022 15:58:18.646236,"(11.0, 22.0, 20.0)","(2.5, 2.92, 2.8258823529411763)","(2.6, 2.8, 2.7234782608695656)","(6.0, 8.8, 8.371428571428572)","(17.0, 28.0, 27.0)","(21.0, 75.0, 59.44444444444444)","(11.0, 18.0, 16.65)","(91.0, 290.0, 230.0)"
08-12-2022 15:58:19.681439,"(11.0, 22.0, 20.0)","(2.5, 2.92, 2.8258823529411763)","(2.6, 2.8, 2.7234782608695656)","(6.0, 8.8, 8.371428571428572)","(17.0, 28.0, 27.0)","(21.0, 75.0, 63.0)","(11.0, 18.0, 16.65)","(91.0, 290.0, 230.0)"
08-12-2022 15:58:20.815864,"(11.0, 22.0, 19.2)","(2.5, 2.92, 2.8276923076923075)","(2.6, 2.8, 2.7234782608695656)","(6.0, 8.8, 8.418181818181818)","(17.0, 28.0, 27.0)","(21.0, 75.0, 63.0)","(11.0, 18.0, 16.65)","(91.0, 290.0, 230.0)"
08-12-2022 15:58:21.961272,"(11.0, 21.0, 19.75)","(2.5, 2.92, 2.8276923076923075)","(2.6, 2.8, 2.7234782608695656)","(6.0, 8.8, 8.371428571428572)","(17.0, 28.0, 27.0)","(21.0, 75.0, 63.0)","(11.0, 18.0, 16.65)","(91.0, 290.0, 230.0)"
08-12-2022 15:58:23.040063,"(11.0, 21.0, 19.75)","(2.5, 2.92, 2.8276923076923075)","(2.6, 2.8, 2.7234782608695656)","(6.0, 8.8, 8.371428571428572)","(17.0, 28.0, 27.0)","(21.0, 75.0, 63.0)","(11.0, 18.0, 16.65)","(91.0, 290.0, 230.0)"
08-12-2022 15:58:24.171136,"(11.0, 21.0, 19.75)","(2.5, 2.92, 2.8276923076923075)","(2.6, 2.8, 2.7234782608695656)","(6.0, 8.8, 8.371428571428572)","(17.0, 28.0, 27.0)","(21.0, 75.0, 63.0)","(11.0, 18.0, 16.65)","(91.0, 290.0, 230.0)"
08-12-2022 15:58:25.241353,"(11.0, 21.0, 19.75)","(2.5, 2.92, 2.8276923076923075)","(2.6, 2.8, 2.7234782608695656)","(6.0, 8.8, 8.418181818181818)","(17.0, 28.0, 27.0)","(21.0, 75.0, 63.0)","(11.0, 18.0, 16.65)","(91.0, 290.0, 230.0)"
08-12-2022 15:58:26.291413,"(11.0, 21.0, 19.75)","(2.5, 2.92, 2.8276923076923075)","(2.6, 2.8, 2.7234782608695656)","(6.0, 8.8, 8.418181818181818)","(17.0, 28.0, 27.0)","(21.0, 75.0, 63.0)","(11.0, 18.0, 16.65)","(91.0, 290.0, 230.0)"
08-12-2022 15:58:27.322297,"(11.0, 21.0, 19.75)","(2.5, 2.92, 2.8276923076923075)","(2.6, 2.8, 2.7234782608695656)","(6.0, 8.8, 8.371428571428572)","(17.0, 28.0, 27.0)","(21.0, 75.0, 63.0)","(11.0, 18.0, 16.65)","(91.0, 290.0, 230.0)"
08-12-2022 15:58:28.351356,"(11.0, 21.0, 19.75)","(2.5, 2.92, 2.8276923076923075)","(2.6, 2.8, 2.7234782608695656)","(6.0, 8.8, 8.371428571428572)","(17.0, 28.0, 27.0)","(21.0, 75.0, 63.0)","(11.0, 18.0, 16.65)","(91.0, 290.0, 230.0)"
08-12-2022 15:58:29.381971,"(11.0, 21.0, 19.75)","(2.5, 2.92, 2.8276923076923075)","(2.6, 2.8, 2.7234782608695656)","(6.0, 8.8, 8.371428571428572)","(17.0, 28.0, 30.0)","(21.0, 75.0, 59.44444444444444)","(11.0, 18.0, 16.65)","(91.0, 290.0, 230.0)"
08-12-2022 15:58:30.445778,"(11.0, 21.0, 19.75)","(2.5, 2.96, 2.8899999999999997)","(2.6, 2.8, 2.7234782608695656)","(6.0, 8.8, 8.371428571428572)","(17.0, 38.0, 30.0)","(21.0, 75.0, 63.0)","(11.0, 18.0, 16.65)","(91.0, 290.0, 230.0)"
08-12-2022 15:58:31.765175,"(11.0, 21.0, 19.75)","(2.5, 2.96, 2.8899999999999997)","(2.6, 2.8, 2.722962962962963)","(6.0, 8.8, 8.371428571428572)","(17.0, 36.0, 29.142857142857142)","(21.0, 75.0, 63.0)","(11.0, 18.0, 16.65)","(91.0, 290.0, 230.0)"
08-12-2022 15:58:33.024997,"(11.0, 21.0, 19.75)","(2.5, 2.96, 2.8666666666666667)","(2.6, 2.8, 2.722962962962963)","(6.0, 8.8, 8.371428571428572)","(17.0, 36.0, 30.0)","(21.0, 75.0, 63.0)","(11.0, 18.0, 16.65)","(91.0, 290.0, 230.0)"
08-12-2022 15:58:34.654917,"(11.0, 21.0, 20.5)","(2.5, 2.96, 2.9)","(2.6, 2.8, 2.722962962962963)","(6.0, 8.8, 8.371428571428572)","(17.0, 34.0, 34.0)","(21.0, 75.0, 63.0)","(11.0, 18.0, 16.65)","(91.0, 290.0, 230.0)"
08-12-2022 15:58:35.969989,"(11.0, 21.0, 20.5)","(2.5, 2.98, 2.873333333333333)","(2.6, 2.8, 2.722962962962963)","(6.0, 8.8, 8.371428571428572)","(17.0, 40.0, 31.333333333333332)","(21.0, 75.0, 63.0)","(11.0, 18.0, 16.65)","(91.0, 290.0, 230.0)"
08-12-2022 15:58:37.097373,"(11.0, 19.0, 17.333333333333332)","(2.5, 2.98, 2.873333333333333)","(2.6, 2.8, 2.722962962962963)","(6.0, 8.8, 8.371428571428572)","(17.0, 38.0, 29.428571428571427)","(21.0, 75.0, 63.0)","(11.0, 18.0, 16.65)","(91.0, 290.0, 230.0)"
08-12-2022 15:58:38.315108,"(11.0, 19.0, 18.375)","(2.5, 2.98, 2.873333333333333)","(2.6, 2.8, 2.722857142857143)","(6.0, 8.8, 8.418181818181818)","(17.0, 38.0, 29.6)","(21.0, 75.0, 63.0)","(11.0, 18.0, 16.65)","(91.0, 290.0, 230.0)"
08-12-2022 15:58:39.590361,"(11.0, 23.0, 22.692307692307693)","(2.5, 2.94, 2.892)","(2.6, 2.8, 2.7254545454545456)","(6.0, 8.8, 8.371428571428572)","(17.0, 36.0, 29.6)","(21.0, 75.0, 59.44444444444444)","(11.0, 18.0, 16.65)","(91.0, 290.0, 230.0)"
08-12-2022 15:58:41.098578,"(11.0, 23.0, 20.666666666666668)","(2.5, 2.94, 2.88)","(2.6, 2.78, 2.7254545454545456)","(6.0, 8.8, 8.371428571428572)","(17.0, 36.0, 31.2)","(21.0, 75.0, 59.44444444444444)","(11.0, 18.0, 16.65)","(91.0, 290.0, 230.0)"
08-12-2022 15:58:42.402087,"(11.0, 23.0, 21.0)","(2.5, 2.9, 2.88)","(2.6, 2.78, 2.7254545454545456)","(6.0, 8.8, 8.371428571428572)","(17.0, 36.0, 31.5)","(21.0, 75.0, 59.44444444444444)","(11.0, 18.0, 16.65)","(91.0, 290.0, 230.0)"
08-12-2022 15:58:43.735806,"(11.0, 23.0, 21.0)","(2.5, 2.9, 2.88)","(2.6, 2.78, 2.7254545454545456)","(6.0, 8.8, 8.371428571428572)","(17.0, 36.0, 36.77777777777778)","(21.0, 75.0, 59.44444444444444)","(11.0, 18.0, 16.65)","(91.0, 290.0, 230.0)"
08-12-2022 15:58:45.041535,"(11.0, 23.0, 20.428571428571427)","(2.5, 2.92, 2.9107142857142856)","(2.6, 2.78, 2.726666666666667)","(6.0, 8.8, 8.123076923076923)","(17.0, 38.0, 34.0)","(21.0, 75.0, 61.53846153846154)","(11.0, 18.0, 14.85)","(91.0, 290.0, 230.0)"
08-12-2022 15:58:46.218634,"(11.0, 23.0, 20.428571428571427)","(2.5, 3.0, 2.9107142857142856)","(2.6, 2.82, 2.726666666666667)","(6.0, 8.8, 8.123076923076923)","(17.0, 36.0, 32.25)","(21.0, 75.0, 65.0)","(11.0, 18.0, 16.75)","(91.0, 290.0, 226.66666666666666)"
08-12-2022 15:58:47.427907,"(11.0, 23.0, 20.428571428571427)","(2.5, 2.98, 2.908)","(2.6, 2.8, 2.736)","(6.0, 8.8, 8.094117647058823)","(17.0, 36.0, 32.44444444444444)","(21.0, 70.0, 52.888888888888886)","(11.0, 17.5, 16.642857142857142)","(91.0, 280.0, 211.42857142857142)"
08-12-2022 15:58:48.686366,"(11.0, 23.0, 20.428571428571427)","(2.5, 2.98, 2.824444444444444)","(2.6, 2.8, 2.736)","(6.0, 8.8, 8.094117647058823)","(17.0, 34.0, 30.88888888888889)","(21.0, 70.0, 57.857142857142854)","(11.0, 17.5, 16.0)","(91.0, 280.0, 245.0)"
08-12-2022 15:58:49.960847,"(11.0, 23.0, 20.428571428571427)","(2.5, 2.96, 2.8454545454545452)","(2.6, 2.8, 2.736)","(6.0, 8.8, 8.094117647058823)","(17.0, 32.0, 30.88888888888889)","(21.0, 65.0, 57.857142857142854)","(11.0, 16.5, 15.928571428571429)","(91.0, 260.0, 225.0)"
08-12-2022 15:58:51.198878,"(12.0, 23.0, 20.428571428571427)","(2.5, 2.96, 2.8454545454545452)","(2.6, 2.8, 2.7905882352941176)","(6.0, 8.8, 8.094117647058823)","(17.0, 32.0, 30.571428571428573)","(21.0, 65.0, 57.5)","(11.0, 16.5, 15.928571428571429)","(101.0, 260.0, 237.69230769230768)"
08-12-2022 15:58:52.501323,"(12.0, 23.0, 20.428571428571427)","(2.5, 2.96, 2.8339999999999996)","(2.6, 2.8, 2.7905882352941176)","(6.0, 8.8, 8.094117647058823)","(17.0, 32.0, 30.571428571428573)","(21.0, 65.0, 57.5)","(11.0, 16.5, 14.833333333333334)","(101.0, 250.0, 205.0)"
08-12-2022 15:58:53.784374,"(11.0, 23.0, 20.428571428571427)","(2.5, 2.92, 2.885)","(2.6, 2.86, 2.825)","(6.0, 8.8, 8.094117647058823)","(17.0, 32.0, 30.571428571428573)","(21.0, 65.0, 57.5)","(11.0, 16.5, 15.617647058823529)","(91.0, 240.0, 205.0)"
08-12-2022 15:58:55.110219,"(11.0, 23.0, 20.428571428571427)","(2.5, 2.92, 2.885)","(2.6, 2.86, 2.825)","(6.0, 8.8, 8.094117647058823)","(17.0, 32.0, 30.571428571428573)","(21.0, 65.0, 57.5)","(11.0, 16.5, 15.538461538461538)","(91.0, 240.0, 220.0)"
08-12-2022 15:58:56.349593,"(11.0, 23.0, 20.428571428571427)","(2.5, 2.96, 2.888)","(2.6, 2.86, 2.81)","(6.0, 8.8, 8.094117647058823)","(17.0, 34.0, 32.0)","(21.0, 65.0, 57.5)","(11.0, 16.0, 15.625)","(91.0, 230.0, 264.0)"
08-12-2022 15:58:57.610541,"(12.0, 23.0, 20.428571428571427)","(2.5, 2.96, 2.896)","(2.6, 2.84, 2.81)","(6.0, 8.8, 8.094117647058823)","(17.0, 34.0, 30.571428571428573)","(21.0, 65.0, 57.5)","(11.0, 16.0, 15.4375)","(91.0, 280.0, 264.0)"
08-12-2022 15:58:58.794572,"(12.0, 23.0, 20.428571428571427)","(2.5, 3.0, 2.8352941176470585)","(2.6, 2.84, 2.7800000000000002)","(6.0, 8.8, 8.094117647058823)","(17.0, 32.0, 30.571428571428573)","(21.0, 65.0, 57.5)","(11.0, 16.0, 15.0)","(91.0, 280.0, 264.0)"
08-12-2022 15:58:59.945410,"(12.0, 23.0, 20.428571428571427)","(2.5, 3.0, 2.8499999999999996)","(2.6, 2.84, 2.7800000000000002)","(6.0, 8.8, 8.094117647058823)","(17.0, 32.0, 30.571428571428573)","(21.0, 65.0, 57.5)","(11.0, 16.0, 15.272727272727273)","(91.0, 280.0, 282.72727272727275)"
08-12-2022 15:59:01.092152,"(12.0, 23.0, 21.6)","(2.5, 3.0, 2.856)","(2.6, 2.72, 2.718666666666667)","(6.0, 8.8, 8.094117647058823)","(17.0, 32.0, 30.571428571428573)","(21.0, 65.0, 57.5)","(11.0, 16.0, 15.272727272727273)","(91.0, 290.0, 282.72727272727275)"
08-12-2022 15:59:02.326375,"(12.0, 23.0, 21.833333333333332)","(2.5, 3.0, 2.856)","(2.6, 2.72, 2.716)","(6.0, 8.8, 8.094117647058823)","(17.0, 34.0, 30.88888888888889)","(21.0, 65.0, 57.5)","(11.0, 16.0, 15.0)","(91.0, 250.0, 246.36363636363637)"
08-12-2022 15:59:03.561262,"(12.0, 23.0, 20.0)","(2.5, 2.96, 2.9182608695652172)","(2.6, 2.82, 2.7685714285714287)","(6.0, 8.8, 8.08)","(17.0, 34.0, 30.88888888888889)","(21.0, 65.0, 57.5)","(11.0, 16.0, 15.0)","(91.0, 250.0, 246.0)"
08-12-2022 15:59:04.840533,"(12.0, 23.0, 20.0)","(2.5, 2.96, 2.936923076923077)","(2.6, 2.72, 2.700909090909091)","(6.0, 8.0, 7.625)","(17.0, 34.0, 32.8235294117647)","(21.0, 55.0, 56.0)","(11.0, 16.0, 15.25)","(91.0, 250.0, 240.0)"
08-12-2022 15:59:06.164860,"(12.0, 23.0, 21.6)","(2.5, 2.96, 2.8953846153846152)","(2.6, 2.72, 2.7)","(6.0, 8.6, 7.84)","(17.0, 34.0, 32.857142857142854)","(21.0, 60.0, 51.0)","(11.0, 16.0, 15.25)","(91.0, 250.0, 246.36363636363637)"
08-12-2022 15:59:07.438901,"(12.0, 23.0, 21.6)","(2.5, 2.96, 2.912)","(2.6, 2.72, 2.7)","(6.0, 8.6, 7.776470588235294)","(17.0, 34.0, 32.857142857142854)","(21.0, 60.0, 52.666666666666664)","(11.0, 16.0, 15.25)","(91.0, 250.0, 246.36363636363637)"
08-12-2022 15:59:08.707027,"(12.0, 23.0, 21.6)","(2.5, 2.96, 2.9221052631578948)","(2.6, 2.72, 2.697777777777778)","(6.0, 8.6, 7.85)","(17.0, 34.0, 32.857142857142854)","(21.0, 55.0, 53.666666666666664)","(11.0, 16.0, 15.11111111111111)","(91.0, 250.0, 245.0)"
08-12-2022 15:59:09.975834,"(12.0, 24.0, 21.75)","(2.5, 2.96, 2.924)","(2.6, 2.72, 2.697777777777778)","(6.0, 8.6, 7.85)","(17.0, 34.0, 32.857142857142854)","(21.0, 65.0, 51.4)","(11.0, 16.0, 15.11111111111111)","(91.0, 250.0, 240.0)"
08-12-2022 15:59:11.191282,"(12.0, 24.0, 20.307692307692307)","(2.5, 2.96, 2.915)","(2.6, 2.8, 2.736470588235294)","(6.0, 8.6, 7.828571428571428)","(17.0, 34.0, 32.857142857142854)","(21.0, 65.0, 58.2)","(11.0, 16.0, 15.11111111111111)","(91.0, 250.0, 246.36363636363637)"
08-12-2022 15:59:12.435618,"(12.0, 27.0, 26.5625)","(2.5, 2.98, 2.946296296296296)","(2.6, 2.8, 2.7169230769230768)","(6.0, 8.4, 7.828571428571428)","(17.0, 34.0, 32.857142857142854)","(21.0, 65.0, 56.42857142857143)","(11.0, 16.0, 15.11111111111111)","(101.0, 250.0, 246.36363636363637)"
08-12-2022 15:59:13.682022,"(12.0, 27.0, 25.32)","(2.5, 2.96, 2.9469565217391303)","(2.6, 2.8, 2.7169230769230768)","(6.0, 8.4, 7.828571428571428)","(17.0, 34.0, 32.857142857142854)","(21.0, 65.0, 59.0)","(11.0, 16.0, 15.0)","(101.0, 250.0, 246.36363636363637)"
08-12-2022 15:59:15.000769,"(12.0, 22.0, 21.583333333333332)","(2.5, 2.98, 2.9414285714285713)","(2.6, 2.8, 2.7169230769230768)","(6.0, 8.4, 8.036363636363637)","(17.0, 34.0, 32.857142857142854)","(21.0, 65.0, 59.0)","(11.0, 16.0, 15.272727272727273)","(101.0, 250.0, 245.0)"
08-12-2022 15:59:16.264752,"(12.0, 22.0, 21.53846153846154)","(2.5, 2.98, 2.9491428571428573)","(2.6, 2.8, 2.776)","(6.0, 8.4, 7.969230769230769)","(17.0, 34.0, 32.857142857142854)","(21.0, 65.0, 59.0)","(11.0, 16.0, 15.384615384615385)","(101.0, 250.0, 246.36363636363637)"
08-12-2022 15:59:17.392230,"(12.0, 22.0, 21.6)","(2.5, 2.96, 2.957872340425532)","(2.6, 2.72, 2.712)","(6.0, 8.4, 7.969230769230769)","(17.0, 34.0, 32.857142857142854)","(21.0, 65.0, 59.0)","(11.0, 16.0, 15.384615384615385)","(101.0, 250.0, 246.36363636363637)"
08-12-2022 15:59:18.552229,"(12.0, 22.0, 21.5)","(2.5, 2.96, 2.925)","(2.6, 2.8, 2.7733333333333334)","(6.0, 8.4, 7.969230769230769)","(17.0, 34.0, 32.857142857142854)","(21.0, 65.0, 59.0)","(11.0, 16.0, 15.384615384615385)","(101.0, 250.0, 246.36363636363637)"
08-12-2022 15:59:19.781956,"(12.0, 22.0, 21.5)","(2.5, 2.96, 2.908421052631579)","(2.6, 2.8, 2.7762962962962963)","(6.0, 8.4, 7.969230769230769)","(17.0, 34.0, 32.857142857142854)","(21.0, 65.0, 59.0)","(11.0, 16.0, 15.25)","(101.0, 250.0, 245.0)"
08-12-2022 15:59:20.995144,"(12.0, 22.0, 21.5)","(2.5, 2.92, 2.9)","(2.6, 2.8, 2.7276190476190476)","(6.0, 8.4, 7.969230769230769)","(17.0, 34.0, 32.857142857142854)","(21.0, 65.0, 59.0)","(11.0, 16.0, 15.25)","(101.0, 250.0, 246.36363636363637)"
08-12-2022 15:59:22.084019,"(12.0, 22.0, 21.6)","(2.5, 2.92, 2.8923076923076922)","(2.6, 2.8, 2.7276190476190476)","(6.0, 8.4, 7.969230769230769)","(17.0, 34.0, 32.857142857142854)","(21.0, 65.0, 59.0)","(11.0, 16.0, 15.25)","(101.0, 250.0, 246.36363636363637)"
08-12-2022 15:59:23.255508,"(12.0, 22.0, 21.6)","(2.5, 2.96, 2.8375)","(2.6, 2.8, 2.6872727272727275)","(6.0, 8.4, 7.969230769230769)","(17.0, 36.0, 31.363636363636363)","(21.0, 65.0, 59.0)","(11.0, 16.0, 15.25)","(101.0, 250.0, 246.36363636363637)"
08-12-2022 15:59:24.444179,"(12.0, 22.0, 21.5)","(2.5, 2.96, 2.8375)","(2.6, 2.72, 2.6872727272727275)","(6.0, 8.4, 7.969230769230769)","(17.0, 36.0, 31.363636363636363)","(21.0, 65.0, 59.0)","(11.0, 16.0, 15.25)","(101.0, 250.0, 245.45454545454547)"
08-12-2022 15:59:25.716491,"(12.0, 22.0, 21.5)","(2.5, 2.96, 2.913333333333333)","(2.6, 2.72, 2.6872727272727275)","(6.0, 8.4, 7.969230769230769)","(17.0, 36.0, 31.363636363636363)","(21.0, 65.0, 59.0)","(11.0, 16.0, 15.25)","(101.0, 250.0, 245.45454545454547)"
08-12-2022 15:59:26.888374,"(12.0, 22.0, 21.5)","(2.5, 2.96, 2.913333333333333)","(2.6, 2.72, 2.6872727272727275)","(6.0, 8.4, 7.969230769230769)","(17.0, 36.0, 31.363636363636363)","(21.0, 65.0, 59.0)","(11.0, 16.0, 15.25)","(101.0, 250.0, 245.45454545454547)"
08-12-2022 15:59:28.062421,"(12.0, 22.0, 21.5)","(2.5, 2.96, 2.928888888888889)","(2.6, 2.72, 2.6872727272727275)","(6.0, 8.4, 8.036363636363637)","(17.0, 36.0, 31.363636363636363)","(21.0, 65.0, 59.0)","(11.0, 16.0, 15.25)","(101.0, 250.0, 241.66666666666669)"
08-12-2022 15:59:29.243901,"(12.0, 22.0, 21.0)","(2.5, 2.96, 2.9375999999999998)","(2.6, 2.72, 2.6836363636363636)","(6.0, 8.4, 8.036363636363637)","(17.0, 36.0, 31.77777777777778)","(21.0, 65.0, 59.0)","(11.0, 16.0, 15.25)","(101.0, 250.0, 241.66666666666669)"
08-12-2022 15:59:30.399748,"(12.0, 22.0, 20.5)","(2.5, 2.96, 2.933584905660377)","(2.6, 2.7, 2.6895238095238096)","(6.0, 8.4, 8.333333333333332)","(17.0, 34.0, 32.5)","(21.0, 65.0, 60.0)","(11.0, 16.0, 16.214285714285715)","(101.0, 250.0, 241.66666666666669)"
08-12-2022 15:59:31.625446,"(12.0, 21.0, 20.59090909090909)","(2.5, 2.96, 2.935769230769231)","(2.6, 2.7, 2.687777777777778)","(6.0, 8.6, 8.21111111111111)","(17.0, 34.0, 32.5)","(21.0, 65.0, 60.0)","(11.0, 17.5, 15.789473684210526)","(101.0, 250.0, 241.66666666666669)"
08-12-2022 15:59:32.878302,"(12.0, 22.0, 21.375)","(2.5, 2.96, 2.935769230769231)","(2.6, 2.7, 2.687777777777778)","(6.0, 8.6, 8.019047619047619)","(17.0, 34.0, 32.5)","(21.0, 65.0, 52.72727272727273)","(11.0, 17.5, 15.46875)","(101.0, 250.0, 241.66666666666669)"
08-12-2022 15:59:34.127308,"(12.0, 22.0, 21.264705882352942)","(2.5, 2.96, 2.9456818181818183)","(2.6, 2.7, 2.687777777777778)","(6.0, 8.4, 8.114285714285714)","(17.0, 34.0, 33.57142857142857)","(21.0, 55.0, 52.72727272727273)","(11.0, 17.5, 16.022727272727273)","(101.0, 250.0, 241.66666666666669)"
08-12-2022 15:59:35.386360,"(12.0, 22.0, 21.224137931034484)","(2.5, 2.96, 2.87)","(2.6, 2.7, 2.687777777777778)","(6.0, 8.4, 8.114285714285714)","(17.0, 34.0, 33.666666666666664)","(21.0, 55.0, 52.72727272727273)","(11.0, 17.5, 16.022727272727273)","(101.0, 250.0, 245.45454545454547)"
08-12-2022 15:59:36.617241,"(12.0, 22.0, 21.605263157894736)","(2.5, 2.96, 2.87)","(2.6, 2.7, 2.687777777777778)","(6.0, 8.4, 8.114285714285714)","(17.0, 34.0, 33.666666666666664)","(21.0, 55.0, 52.72727272727273)","(11.0, 17.5, 16.022727272727273)","(101.0, 250.0, 245.45454545454547)"
08-12-2022 15:59:37.857508,"(12.0, 23.0, 22.61111111111111)","(2.5, 2.96, 2.87)","(2.6, 2.7, 2.687777777777778)","(6.0, 8.6, 8.32)","(17.0, 36.0, 33.875)","(21.0, 55.0, 52.72727272727273)","(11.0, 17.5, 16.022727272727273)","(101.0, 250.0, 240.0)"
08-12-2022 15:59:39.048980,"(12.0, 23.0, 22.0)","(2.5, 2.96, 2.867142857142857)","(2.6, 2.8, 2.797417721518987)","(6.0, 8.4, 8.064516129032258)","(17.0, 36.0, 33.57142857142857)","(21.0, 55.0, 52.72727272727273)","(11.0, 17.5, 15.694444444444445)","(101.0, 250.0, 240.0)"
08-12-2022 15:59:40.357490,"(12.0, 23.0, 22.0)","(2.5, 2.96, 2.867142857142857)","(2.6, 2.8, 2.7973317307692307)","(6.0, 8.4, 8.064516129032258)","(17.0, 36.0, 33.57142857142857)","(21.0, 55.0, 52.72727272727273)","(11.0, 17.5, 15.694444444444445)","(101.0, 250.0, 240.0)"
08-12-2022 15:59:41.597281,"(12.0, 23.0, 20.86111111111111)","(2.5, 2.96, 2.9377142857142857)","(2.6, 2.8, 2.7963164108618654)","(6.0, 8.4, 7.966666666666667)","(17.0, 36.0, 33.57142857142857)","(21.0, 55.0, 52.72727272727273)","(11.0, 17.5, 15.333333333333334)","(91.0, 250.0, 240.0)"
08-12-2022 15:59:42.823047,"(12.0, 23.0, 20.25)","(2.5, 2.88, 2.873488372093023)","(2.6, 2.8, 2.7999246231155777)","(6.0, 8.6, 8.078260869565216)","(18.0, 36.0, 34.666666666666664)","(26.0, 55.0, 52.72727272727273)","(11.0, 17.0, 15.461538461538462)","(101.0, 250.0, 246.36363636363637)"
08-12-2022 15:59:44.054688,"(12.0, 23.0, 20.25)","(2.5, 2.88, 2.8678260869565215)","(2.6, 2.8, 2.7766666666666664)","(6.0, 8.6, 7.966666666666667)","(18.0, 36.0, 33.142857142857146)","(26.0, 55.0, 52.72727272727273)","(11.0, 17.0, 15.461538461538462)","(101.0, 250.0, 246.36363636363637)"
08-12-2022 15:59:45.268571,"(12.0, 23.0, 20.973684210526315)","(2.5, 2.86, 2.8591666666666664)","(2.6, 2.82, 2.788695652173913)","(6.0, 8.4, 8.019047619047619)","(18.0, 36.0, 31.45)","(26.0, 55.0, 52.72727272727273)","(11.0, 17.0, 16.0)","(101.0, 250.0, 246.36363636363637)"
08-12-2022 15:59:46.541463,"(12.0, 23.0, 21.352941176470587)","(2.5, 2.86, 2.853529411764706)","(2.6, 2.82, 2.788695652173913)","(6.0, 8.4, 7.978947368421053)","(18.0, 36.0, 31.45)","(26.0, 55.0, 52.72727272727273)","(11.0, 17.0, 16.0)","(101.0, 250.0, 240.0)"
08-12-2022 15:59:47.889207,"(12.0, 23.0, 21.285714285714285)","(2.5, 2.86, 2.859583333333333)","(2.6, 2.82, 2.788695652173913)","(6.0, 8.4, 7.984615384615385)","(18.0, 36.0, 30.647058823529413)","(26.0, 55.0, 52.72727272727273)","(11.0, 17.0, 15.947368421052632)","(101.0, 250.0, 240.0)"
08-12-2022 15:59:49.142887,"(12.0, 23.0, 21.285714285714285)","(2.5, 2.86, 2.859583333333333)","(2.6, 2.82, 2.788695652173913)","(6.0, 8.6, 7.866666666666666)","(18.0, 36.0, 30.647058823529413)","(26.0, 55.0, 52.72727272727273)","(11.0, 17.0, 15.947368421052632)","(101.0, 250.0, 240.0)"
08-12-2022 15:59:50.431325,"(12.0, 23.0, 21.285714285714285)","(2.5, 2.86, 2.859583333333333)","(2.6, 2.82, 2.788695652173913)","(6.0, 8.4, 7.822222222222222)","(18.0, 36.0, 31.863636363636363)","(26.0, 55.0, 52.72727272727273)","(11.0, 17.0, 15.181818181818182)","(101.0, 250.0, 240.0)"
08-12-2022 15:59:51.662334,"(12.0, 23.0, 21.285714285714285)","(2.5, 2.86, 2.859583333333333)","(2.6, 2.82, 2.79)","(6.0, 8.4, 7.781818181818181)","(18.0, 36.0, 31.863636363636363)","(26.0, 55.0, 52.72727272727273)","(11.0, 17.0, 15.571428571428571)","(101.0, 250.0, 240.0)"
08-12-2022 15:59:52.876082,"(12.0, 23.0, 21.736842105263158)","(2.5, 2.86, 2.859583333333333)","(2.6, 2.82, 2.8053333333333335)","(6.0, 8.4, 7.933333333333334)","(18.0, 36.0, 29.2)","(26.0, 55.0, 52.72727272727273)","(11.0, 17.0, 15.571428571428571)","(101.0, 250.0, 242.5)"
08-12-2022 15:59:54.140141,"(12.0, 23.0, 21.58823529411765)","(2.5, 2.86, 2.8225599999999997)","(2.6, 2.82, 2.823478260869565)","(6.0, 8.4, 7.933333333333334)","(18.0, 34.0, 29.0)","(26.0, 55.0, 52.72727272727273)","(11.0, 17.0, 15.571428571428571)","(101.0, 250.0, 240.0)"
08-12-2022 15:59:55.445154,"(12.0, 23.0, 22.25)","(2.5, 2.84, 2.8217460317460317)","(2.6, 2.86, 2.836338028169014)","(6.0, 8.4, 8.1)","(18.0, 32.0, 29.0)","(26.0, 55.0, 52.72727272727273)","(11.0, 17.0, 15.823529411764707)","(101.0, 250.0, 240.0)"
08-12-2022 15:59:56.702432,"(12.0, 23.0, 22.25)","(2.5, 2.84, 2.8217460317460317)","(2.6, 2.86, 2.8397014925373134)","(6.0, 8.4, 7.933333333333334)","(18.0, 32.0, 29.0)","(26.0, 55.0, 52.72727272727273)","(11.0, 17.0, 16.0)","(101.0, 250.0, 240.0)"
08-12-2022 15:59:57.951257,"(12.0, 23.0, 22.526315789473685)","(2.5, 2.82, 2.804)","(2.6, 2.86, 2.8347945205479452)","(6.0, 8.4, 8.05)","(18.0, 32.0, 29.0)","(26.0, 55.0, 52.72727272727273)","(11.0, 17.0, 16.058823529411764)","(101.0, 250.0, 243.33333333333334)"
08-12-2022 15:59:59.198645,"(12.0, 23.0, 22.55)","(2.5, 2.82, 2.8044357976653695)","(2.6, 2.86, 2.854285714285714)","(6.0, 8.4, 8.066666666666666)","(18.0, 32.0, 28.785714285714285)","(26.0, 55.0, 52.72727272727273)","(11.0, 17.0, 15.222222222222221)","(91.0, 250.0, 243.33333333333334)"
