,Smash Devil,Zipping Chassis,Know Account,Opawa Duchess,Silky Adobe,Go Ivy,Goldstar Austin,Know Grizzles
06-01-2023 09:37:18.115333,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 21.34090909090909)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:37:19.061417,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 21.34090909090909)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:37:20.019051,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 21.34090909090909)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:37:20.964783,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 21.34090909090909)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:37:21.919909,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 21.34090909090909)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:37:22.852730,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 21.34090909090909)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:37:23.821056,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 21.34090909090909)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:37:24.779318,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 21.34090909090909)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:37:25.732979,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 21.34090909090909)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:37:26.712703,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 21.34090909090909)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:37:27.671564,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 21.34090909090909)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:37:28.627822,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 21.34090909090909)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:37:29.597355,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 21.34090909090909)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:37:30.542120,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 21.34090909090909)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:37:31.508318,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 21.34090909090909)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:37:32.472864,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 21.34090909090909)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:37:33.411025,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 21.34090909090909)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:37:34.349214,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 21.34090909090909)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:37:35.306902,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 21.34090909090909)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:37:36.283772,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 21.34090909090909)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:37:37.252027,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 21.34090909090909)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:37:38.218352,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 21.34090909090909)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:37:39.175038,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 21.34090909090909)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:37:40.149771,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 21.34090909090909)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:37:41.098154,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 21.34090909090909)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:37:42.060284,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 21.34090909090909)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:37:43.009828,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 21.34090909090909)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:37:43.989286,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 21.34090909090909)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:37:44.952847,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 21.34090909090909)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:37:45.906033,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 17.94642857142857)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:37:46.853591,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 17.94642857142857)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:37:47.822864,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 17.94642857142857)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:37:48.779384,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 17.94642857142857)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:37:49.729479,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 17.94642857142857)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:37:50.690869,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 17.94642857142857)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:37:51.634631,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 17.94642857142857)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:37:52.597470,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 17.94642857142857)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:37:53.551931,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 17.94642857142857)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:37:54.521599,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 17.94642857142857)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:37:55.486304,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 17.94642857142857)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:37:56.454094,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 17.94642857142857)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:37:57.454882,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 17.94642857142857)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:37:58.415183,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 17.94642857142857)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:37:59.387262,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 17.94642857142857)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:38:00.383115,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 17.94642857142857)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:38:01.372453,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 17.94642857142857)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:38:02.330063,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 17.94642857142857)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:38:03.297702,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 17.94642857142857)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:38:04.267480,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 17.94642857142857)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:38:05.217683,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 17.94642857142857)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:38:06.172000,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 17.94642857142857)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:38:07.132788,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 17.94642857142857)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:38:08.089341,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 17.94642857142857)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:38:09.051249,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 17.94642857142857)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:38:10.007549,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 17.94642857142857)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:38:10.957209,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 17.94642857142857)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:38:11.935615,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 17.94642857142857)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:38:12.895831,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 17.94642857142857)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:38:13.846972,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 17.94642857142857)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:38:14.804139,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 17.94642857142857)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:38:15.766943,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 17.94642857142857)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:38:16.707101,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 17.94642857142857)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:38:17.659461,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 17.94642857142857)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:38:18.640080,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 17.94642857142857)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:38:19.592764,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 17.94642857142857)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:38:20.553675,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 17.94642857142857)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:38:21.495994,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 17.94642857142857)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:38:22.440567,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 17.94642857142857)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:38:23.414841,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 17.94642857142857)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:38:24.366783,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 17.94642857142857)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:38:25.341844,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 17.94642857142857)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:38:26.287874,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 17.94642857142857)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:38:27.257363,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 17.94642857142857)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:38:28.213946,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 17.94642857142857)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:38:29.178948,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 17.94642857142857)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:38:30.123699,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 17.94642857142857)","(9.0, 46.0, 33.53333333333333)"
06-01-2023 09:38:31.086713,"(18.0, 170.0, 63.73076923076923)","(2.0, 3.7, 2.8600000000000003)","(10.0, 44.0, 25.682352941176468)","(6.0, 21.0, 15.168571428571429)","(8.5, 32.0, 21.772727272727273)","(9.0, 38.0, 23.978947368421053)","(6.5, 26.0, 17.94642857142857)","(9.0, 46.0, 33.53333333333333)"
