,Essential Three,Furiosa,Swinging George,Feelin Flirty,Rolled In Gold,Beau Hart,Barroom Blitz,Imajiva
08-12-2022 12:37:49.486541,"(31.0, 120.0, 110.0)","(8.5, 11.5, 10.6)","(6.5, 8.4, 7.46829268292683)","(11.0, 27.0, 26.0)","(1.5, 1.64, 1.591875)","(101.0, 390.0, 379.09090909090907)","(7.0, 13.5, 12.375)","(20.0, 65.0, 62.375)"
08-12-2022 12:37:50.840633,"(31.0, 120.0, 110.0)","(8.5, 11.5, 10.375)","(6.5, 8.2, 7.6)","(11.0, 27.0, 26.727272727272727)","(1.5, 1.64, 1.588235294117647)","(101.0, 390.0, 362.5)","(7.0, 13.5, 12.375)","(20.0, 65.0, 64.22222222222223)"
08-12-2022 12:37:52.325658,"(31.0, 120.0, 107.5)","(8.5, 11.5, 10.572727272727274)","(6.5, 7.8, 7.4222222222222225)","(11.0, 27.0, 26.727272727272727)","(1.5, 1.64, 1.588235294117647)","(101.0, 390.0, 362.5)","(7.0, 13.5, 12.375)","(20.0, 70.0, 64.22222222222223)"
08-12-2022 12:37:53.864618,"(31.0, 120.0, 110.0)","(8.5, 11.5, 10.82)","(6.5, 7.8, 7.4222222222222225)","(11.0, 27.0, 26.727272727272727)","(1.5, 1.64, 1.588235294117647)","(101.0, 390.0, 362.5)","(7.0, 13.5, 12.375)","(20.0, 70.0, 64.8)"
08-12-2022 12:37:55.392809,"(31.0, 120.0, 107.5)","(8.5, 11.5, 10.375)","(6.5, 7.8, 7.294736842105263)","(11.0, 27.0, 26.727272727272727)","(1.5, 1.64, 1.5892307692307692)","(101.0, 390.0, 362.0)","(7.0, 13.5, 12.375)","(20.0, 70.0, 64.8)"
08-12-2022 12:37:56.971820,"(31.0, 110.0, 93.75)","(8.5, 11.5, 10.572727272727274)","(6.5, 7.8, 7.3428571428571425)","(11.0, 27.0, 26.727272727272727)","(1.5, 1.64, 1.607)","(101.0, 390.0, 362.0)","(7.0, 13.5, 12.375)","(20.0, 70.0, 64.0)"
08-12-2022 12:37:58.606121,"(31.0, 120.0, 93.75)","(8.5, 11.5, 10.82)","(6.5, 7.8, 7.505263157894737)","(11.0, 27.0, 26.727272727272727)","(1.5, 1.64, 1.6199999999999999)","(101.0, 390.0, 362.0)","(7.0, 13.5, 12.375)","(20.0, 70.0, 63.14285714285714)"
08-12-2022 12:38:00.115382,"(31.0, 120.0, 106.875)","(8.5, 11.5, 10.375)","(6.5, 7.8, 7.38)","(11.0, 27.0, 26.727272727272727)","(1.5, 1.64, 1.6199999999999999)","(101.0, 390.0, 362.0)","(7.0, 13.5, 12.375)","(20.0, 70.0, 63.14285714285714)"
08-12-2022 12:38:01.612003,"(31.0, 120.0, 105.0)","(8.5, 11.5, 10.572727272727274)","(6.5, 7.8, 7.464)","(11.0, 27.0, 26.666666666666668)","(1.5, 1.64, 1.6146153846153846)","(101.0, 390.0, 362.0)","(7.0, 13.5, 12.375)","(20.0, 70.0, 65.63636363636363)"
08-12-2022 12:38:03.059512,"(31.0, 120.0, 105.0)","(8.5, 11.5, 10.572727272727274)","(6.5, 7.8, 7.464)","(11.0, 27.0, 26.666666666666668)","(1.5, 1.64, 1.6363025210084032)","(101.0, 390.0, 362.0)","(7.0, 13.5, 12.375)","(20.0, 70.0, 63.14285714285714)"
08-12-2022 12:38:04.722093,"(31.0, 120.0, 111.0)","(8.5, 11.5, 10.3)","(6.5, 7.8, 7.464)","(11.0, 27.0, 26.666666666666668)","(1.5, 1.64, 1.6363025210084032)","(101.0, 390.0, 362.0)","(7.0, 13.5, 12.375)","(20.0, 70.0, 73.5)"
08-12-2022 12:38:06.181572,"(31.0, 120.0, 109.28571428571429)","(8.5, 11.0, 10.3)","(6.5, 7.8, 7.464)","(11.0, 27.0, 26.666666666666668)","(1.5, 1.64, 1.6363333333333332)","(101.0, 390.0, 362.0)","(7.0, 13.5, 12.375)","(20.0, 90.0, 78.5)"
08-12-2022 12:38:07.750918,"(31.0, 120.0, 110.0)","(8.5, 11.0, 10.444444444444445)","(6.5, 7.8, 7.488888888888889)","(11.0, 27.0, 26.666666666666668)","(1.5, 1.64, 1.6216666666666666)","(101.0, 390.0, 362.0)","(7.0, 13.5, 12.375)","(20.0, 85.0, 73.81818181818181)"
08-12-2022 12:38:09.237147,"(31.0, 120.0, 110.0)","(8.5, 11.0, 10.272727272727273)","(6.5, 7.8, 7.470588235294118)","(11.0, 27.0, 26.666666666666668)","(1.5, 1.64, 1.6157894736842107)","(101.0, 390.0, 362.0)","(7.0, 13.5, 12.375)","(20.0, 80.0, 70.16666666666666)"
08-12-2022 12:38:10.734467,"(31.0, 120.0, 110.0)","(8.5, 11.0, 10.272727272727273)","(6.5, 7.8, 7.470588235294118)","(11.0, 27.0, 26.666666666666668)","(1.5, 1.62, 1.6157894736842107)","(101.0, 390.0, 362.0)","(7.0, 13.5, 12.375)","(20.0, 75.0, 70.16666666666666)"
08-12-2022 12:38:12.155352,"(31.0, 120.0, 102.5)","(8.5, 11.5, 10.8625)","(6.5, 7.8, 7.75)","(11.0, 40.0, 33.333333333333336)","(1.5, 1.62, 1.6116666666666668)","(101.0, 390.0, 362.0)","(7.0, 14.0, 12.3)","(20.0, 80.0, 71.5)"
08-12-2022 12:38:13.645349,"(31.0, 190.0, 170.0)","(8.5, 11.0, 10.5)","(6.5, 7.8, 7.75)","(11.0, 38.0, 32.0)","(1.5, 1.62, 1.5965517241379312)","(101.0, 390.0, 360.0)","(7.0, 13.5, 12.3)","(20.0, 80.0, 75.75)"
08-12-2022 12:38:15.015245,"(31.0, 180.0, 150.0)","(8.5, 11.0, 10.642857142857142)","(6.5, 7.8, 7.75)","(11.0, 36.0, 32.0)","(1.5, 1.61, 1.6138596491228072)","(101.0, 390.0, 366.0)","(7.0, 13.5, 12.3)","(20.0, 80.0, 75.75)"
08-12-2022 12:38:16.441971,"(31.0, 180.0, 150.0)","(8.5, 11.0, 9.88888888888889)","(6.5, 7.8, 7.75)","(11.0, 34.0, 28.0)","(1.5, 1.62, 1.6140677966101695)","(101.0, 390.0, 336.0)","(7.0, 13.5, 12.5)","(20.0, 80.0, 75.75)"
08-12-2022 12:38:17.869706,"(31.0, 180.0, 150.0)","(8.5, 10.0, 9.88888888888889)","(6.5, 7.8, 7.75)","(11.0, 32.0, 26.666666666666668)","(1.5, 1.62, 1.593076923076923)","(101.0, 380.0, 355.55555555555554)","(7.0, 13.5, 12.181818181818182)","(20.0, 80.0, 65.0)"
08-12-2022 12:38:19.596293,"(31.0, 180.0, 161.25)","(8.5, 10.0, 9.88888888888889)","(6.5, 7.8, 7.75)","(11.0, 32.0, 26.666666666666668)","(1.5, 1.62, 1.61375)","(101.0, 380.0, 344.0)","(7.0, 14.0, 12.181818181818182)","(20.0, 80.0, 67.5)"
08-12-2022 12:38:21.175395,"(31.0, 170.0, 161.25)","(8.5, 10.0, 9.88888888888889)","(6.5, 7.8, 7.75)","(11.0, 32.0, 26.666666666666668)","(1.5, 1.62, 1.61375)","(101.0, 380.0, 344.0)","(7.0, 14.0, 12.181818181818182)","(20.0, 80.0, 67.5)"
08-12-2022 12:38:22.772802,"(31.0, 170.0, 161.25)","(8.5, 10.0, 9.88888888888889)","(6.5, 7.8, 7.75)","(12.0, 32.0, 26.666666666666668)","(1.45, 1.62, 1.6021428571428573)","(101.0, 380.0, 344.0)","(7.0, 14.0, 12.181818181818182)","(20.0, 80.0, 76.875)"
08-12-2022 12:38:24.263664,"(31.0, 170.0, 161.25)","(8.5, 10.0, 9.835555555555556)","(6.5, 7.8, 7.77)","(12.0, 32.0, 26.666666666666668)","(1.45, 1.62, 1.610769230769231)","(101.0, 380.0, 336.0)","(7.0, 14.0, 12.461538461538462)","(20.0, 80.0, 76.875)"
08-12-2022 12:38:25.795717,"(31.0, 170.0, 161.25)","(8.5, 10.0, 10.5)","(6.5, 7.8, 7.764705882352941)","(12.0, 30.0, 26.0)","(1.45, 1.62, 1.6155555555555556)","(101.0, 380.0, 336.0)","(7.0, 14.0, 12.666666666666666)","(20.0, 80.0, 76.875)"
08-12-2022 12:38:27.210382,"(31.0, 170.0, 161.25)","(8.5, 11.0, 10.5)","(6.5, 7.8, 7.764705882352941)","(12.0, 30.0, 26.0)","(1.45, 1.62, 1.6086363636363636)","(101.0, 380.0, 340.0)","(7.0, 14.0, 12.75)","(20.0, 80.0, 77.77777777777777)"
08-12-2022 12:38:28.603714,"(31.0, 170.0, 162.22222222222223)","(8.5, 11.0, 10.5)","(6.5, 7.8, 7.764705882352941)","(12.0, 30.0, 27.428571428571427)","(1.45, 1.62, 1.6033333333333335)","(101.0, 380.0, 340.0)","(7.0, 14.0, 11.727272727272727)","(20.0, 80.0, 78.33333333333334)"
08-12-2022 12:38:30.123543,"(31.0, 170.0, 162.22222222222223)","(8.5, 11.0, 10.5)","(6.5, 7.8, 7.733333333333333)","(12.0, 30.0, 26.75)","(1.45, 1.62, 1.5733333333333335)","(101.0, 380.0, 364.0)","(7.0, 14.0, 12.181818181818182)","(20.0, 80.0, 78.33333333333334)"
08-12-2022 12:38:31.578630,"(31.0, 170.0, 162.22222222222223)","(8.5, 11.0, 10.5)","(6.5, 7.8, 7.733333333333333)","(12.0, 32.0, 28.18181818181818)","(1.45, 1.62, 1.56)","(101.0, 390.0, 364.0)","(7.0, 14.0, 12.181818181818182)","(20.0, 80.0, 78.33333333333334)"
08-12-2022 12:38:33.325748,"(31.0, 170.0, 156.0)","(8.5, 11.0, 10.5)","(6.5, 7.8, 7.763636363636364)","(12.0, 32.0, 28.18181818181818)","(1.45, 1.62, 1.5990909090909091)","(101.0, 390.0, 364.0)","(7.0, 14.0, 12.181818181818182)","(20.0, 80.0, 78.33333333333334)"
08-12-2022 12:38:34.855734,"(31.0, 170.0, 156.0)","(8.5, 11.0, 10.5)","(6.5, 7.8, 7.763636363636364)","(12.0, 32.0, 28.5)","(1.45, 1.61, 1.6025)","(101.0, 390.0, 364.0)","(7.0, 14.0, 12.285714285714286)","(20.0, 80.0, 78.33333333333334)"
08-12-2022 12:38:36.382836,"(31.0, 170.0, 162.5)","(8.5, 11.0, 10.666666666666666)","(6.5, 7.8, 7.763636363636364)","(12.0, 32.0, 28.5)","(1.45, 1.61, 1.5815789473684212)","(101.0, 390.0, 379.09090909090907)","(7.0, 14.0, 12.90909090909091)","(20.0, 80.0, 78.33333333333334)"
08-12-2022 12:38:37.999496,"(31.0, 170.0, 162.5)","(8.5, 11.0, 10.666666666666666)","(6.5, 7.8, 7.763636363636364)","(12.0, 32.0, 28.5)","(1.45, 1.61, 1.5815789473684212)","(101.0, 390.0, 362.5)","(7.0, 14.0, 12.875)","(20.0, 80.0, 78.33333333333334)"
08-12-2022 12:38:39.604109,"(31.0, 170.0, 148.88888888888889)","(8.5, 11.0, 10.666666666666666)","(6.5, 7.8, 7.763636363636364)","(12.0, 32.0, 28.5)","(1.45, 1.61, 1.5815789473684212)","(101.0, 390.0, 362.5)","(7.0, 14.0, 13.5)","(20.0, 80.0, 78.33333333333334)"
08-12-2022 12:38:41.327546,"(31.0, 160.0, 164.44444444444446)","(8.5, 11.0, 10.666666666666666)","(6.5, 7.8, 7.763636363636364)","(12.0, 32.0, 28.5)","(1.45, 1.61, 1.5785)","(101.0, 390.0, 362.5)","(7.0, 15.5, 13.625)","(20.0, 80.0, 78.33333333333334)"
08-12-2022 12:38:42.826075,"(31.0, 180.0, 164.44444444444446)","(8.5, 11.0, 10.666666666666666)","(6.5, 7.8, 7.763636363636364)","(12.0, 32.0, 28.5)","(1.45, 1.61, 1.5785)","(101.0, 390.0, 364.0)","(7.5, 15.5, 13.625)","(21.0, 80.0, 78.33333333333334)"
08-12-2022 12:38:44.394209,"(31.0, 180.0, 164.44444444444446)","(8.5, 11.0, 10.666666666666666)","(5.5, 7.8, 7.6)","(14.0, 32.0, 28.5)","(1.45, 1.61, 1.58375)","(101.0, 390.0, 364.0)","(7.5, 15.5, 13.625)","(21.0, 80.0, 78.33333333333334)"
08-12-2022 12:38:45.862492,"(31.0, 160.0, 148.88888888888889)","(8.5, 11.0, 10.666666666666666)","(5.5, 7.8, 7.7)","(14.0, 32.0, 28.5)","(1.45, 1.61, 1.6033333333333335)","(101.0, 390.0, 364.0)","(7.5, 15.5, 13.625)","(21.0, 80.0, 78.33333333333334)"
08-12-2022 12:38:47.394236,"(31.0, 160.0, 164.44444444444446)","(8.5, 11.0, 10.666666666666666)","(5.5, 7.8, 7.08)","(14.0, 32.0, 28.5)","(1.45, 1.61, 1.5462091503267974)","(101.0, 390.0, 364.0)","(7.5, 15.5, 13.625)","(21.0, 80.0, 78.33333333333334)"
08-12-2022 12:38:48.809748,"(31.0, 180.0, 164.44444444444446)","(8.5, 11.0, 10.666666666666666)","(5.5, 7.6, 7.28)","(14.0, 32.0, 28.5)","(1.45, 1.59, 1.5449668874172187)","(101.0, 390.0, 364.0)","(7.5, 15.5, 13.625)","(21.0, 80.0, 78.33333333333334)"
08-12-2022 12:38:50.277307,"(31.0, 140.0, 130.625)","(8.5, 11.0, 10.666666666666666)","(5.5, 7.4, 7.066666666666666)","(14.0, 32.0, 28.5)","(1.45, 1.59, 1.5449668874172187)","(101.0, 390.0, 364.0)","(7.5, 15.5, 13.625)","(21.0, 80.0, 78.33333333333334)"
08-12-2022 12:38:51.783457,"(31.0, 140.0, 130.625)","(8.5, 11.0, 10.736842105263158)","(5.5, 7.6, 7.090909090909091)","(14.0, 32.0, 28.5)","(1.45, 1.59, 1.5447169811320756)","(101.0, 390.0, 364.0)","(7.5, 15.5, 14.666666666666666)","(21.0, 80.0, 78.33333333333334)"
08-12-2022 12:38:53.298248,"(31.0, 140.0, 130.625)","(8.5, 11.0, 10.736842105263158)","(5.5, 7.6, 7.078260869565217)","(14.0, 32.0, 27.2)","(1.45, 1.59, 1.5447169811320756)","(101.0, 390.0, 364.0)","(7.5, 15.5, 14.3)","(21.0, 80.0, 78.46153846153847)"
08-12-2022 12:38:54.772825,"(31.0, 140.0, 130.625)","(8.5, 11.0, 10.736842105263158)","(5.5, 7.6, 7.078260869565217)","(14.0, 32.0, 27.2)","(1.45, 1.59, 1.5447169811320756)","(101.0, 390.0, 364.0)","(7.5, 15.5, 14.375)","(21.0, 80.0, 70.43478260869566)"
08-12-2022 12:38:56.281978,"(31.0, 140.0, 130.625)","(8.5, 11.0, 10.736842105263158)","(5.5, 7.6, 7.078260869565217)","(14.0, 32.0, 27.2)","(1.45, 1.59, 1.5622222222222222)","(101.0, 390.0, 364.0)","(7.5, 15.5, 14.375)","(21.0, 80.0, 70.43478260869566)"
08-12-2022 12:38:57.892035,"(31.0, 140.0, 130.625)","(8.5, 11.0, 10.772727272727273)","(5.5, 7.6, 7.50625)","(14.0, 32.0, 27.2)","(1.45, 1.58, 1.56)","(101.0, 390.0, 364.0)","(7.5, 15.5, 14.107142857142858)","(21.0, 80.0, 70.43478260869566)"
08-12-2022 12:38:59.379050,"(31.0, 140.0, 130.625)","(8.5, 11.0, 10.772727272727273)","(5.5, 7.6, 7.511578947368421)","(14.0, 32.0, 29.6)","(1.45, 1.58, 1.546891891891892)","(101.0, 390.0, 364.0)","(7.5, 15.5, 14.107142857142858)","(21.0, 80.0, 70.43478260869566)"
08-12-2022 12:39:00.825818,"(31.0, 140.0, 130.625)","(8.5, 11.0, 10.6875)","(5.5, 7.6, 7.534065934065934)","(14.0, 32.0, 29.142857142857142)","(1.45, 1.58, 1.546891891891892)","(101.0, 390.0, 364.0)","(7.5, 15.5, 14.136363636363637)","(21.0, 80.0, 70.43478260869566)"
08-12-2022 12:39:02.261848,"(31.0, 140.0, 130.625)","(8.5, 11.0, 10.761904761904763)","(5.5, 7.6, 7.534065934065934)","(14.0, 32.0, 41.333333333333336)","(1.45, 1.58, 1.5501219512195124)","(101.0, 390.0, 364.0)","(7.5, 15.5, 14.136363636363637)","(21.0, 80.0, 70.43478260869566)"
08-12-2022 12:39:03.887298,"(31.0, 140.0, 130.625)","(8.5, 11.0, 10.761904761904763)","(5.5, 7.6, 7.534065934065934)","(14.0, 48.0, 37.81818181818182)","(1.45, 1.58, 1.5501219512195124)","(101.0, 390.0, 364.0)","(7.5, 15.5, 14.2)","(21.0, 80.0, 70.43478260869566)"
08-12-2022 12:39:05.412314,"(31.0, 140.0, 130.625)","(8.5, 11.0, 10.761904761904763)","(5.5, 7.6, 7.511578947368421)","(14.0, 46.0, 40.0)","(1.45, 1.58, 1.5479347826086958)","(101.0, 390.0, 364.0)","(7.5, 15.0, 14.136363636363637)","(21.0, 80.0, 70.43478260869566)"
08-12-2022 12:39:06.941341,"(31.0, 140.0, 130.625)","(8.5, 11.0, 10.761904761904763)","(5.5, 7.6, 7.511578947368421)","(14.0, 42.0, 34.54545454545455)","(1.45, 1.58, 1.5479347826086958)","(101.0, 390.0, 364.0)","(7.5, 15.5, 14.25)","(21.0, 80.0, 70.43478260869566)"
08-12-2022 12:39:08.628593,"(31.0, 140.0, 130.625)","(8.5, 11.0, 10.761904761904763)","(5.5, 7.6, 7.511578947368421)","(14.0, 40.0, 34.666666666666664)","(1.45, 1.58, 1.5479347826086958)","(101.0, 390.0, 364.0)","(7.5, 15.0, 14.25)","(21.0, 80.0, 70.43478260869566)"
08-12-2022 12:39:10.170582,"(31.0, 140.0, 130.625)","(8.5, 11.0, 10.761904761904763)","(5.5, 7.6, 7.466666666666667)","(14.0, 38.0, 34.666666666666664)","(1.45, 1.58, 1.5501219512195124)","(101.0, 390.0, 364.0)","(7.5, 15.0, 13.055555555555555)","(21.0, 80.0, 70.43478260869566)"
08-12-2022 12:39:11.614141,"(31.0, 140.0, 130.625)","(8.5, 11.0, 10.761904761904763)","(5.5, 7.6, 7.771428571428571)","(14.0, 38.0, 34.666666666666664)","(1.45, 1.58, 1.5342666666666667)","(101.0, 390.0, 364.0)","(7.5, 15.0, 13.055555555555555)","(21.0, 80.0, 68.42105263157895)"
08-12-2022 12:39:13.169799,"(31.0, 140.0, 127.5)","(8.5, 11.0, 10.761904761904763)","(5.5, 7.8, 7.766666666666667)","(14.0, 38.0, 34.625)","(1.45, 1.58, 1.5557894736842106)","(101.0, 390.0, 364.0)","(7.5, 15.0, 13.055555555555555)","(21.0, 80.0, 67.3076923076923)"
08-12-2022 12:39:14.748464,"(31.0, 140.0, 127.5)","(8.5, 11.0, 10.761904761904763)","(5.5, 7.8, 7.733333333333333)","(17.0, 38.0, 35.0)","(1.35, 1.57, 1.5557894736842106)","(101.0, 390.0, 364.0)","(8.5, 15.0, 13.055555555555555)","(31.0, 80.0, 68.88888888888889)"
08-12-2022 12:39:16.281912,"(41.0, 140.0, 127.5)","(8.5, 11.0, 10.761904761904763)","(5.5, 7.8, 7.733333333333333)","(17.0, 38.0, 36.07142857142857)","(1.35, 1.57, 1.5557894736842106)","(101.0, 390.0, 364.0)","(8.5, 15.0, 13.055555555555555)","(31.0, 80.0, 68.88888888888889)"
08-12-2022 12:39:17.805058,"(41.0, 140.0, 127.5)","(8.5, 11.0, 10.761904761904763)","(5.5, 7.8, 7.753846153846154)","(17.0, 38.0, 33.2)","(1.35, 1.57, 1.5550000000000002)","(101.0, 390.0, 364.0)","(8.5, 15.0, 13.055555555555555)","(31.0, 80.0, 68.88888888888889)"
08-12-2022 12:39:19.333675,"(41.0, 140.0, 127.5)","(8.5, 11.0, 10.761904761904763)","(5.5, 7.8, 7.753846153846154)","(17.0, 38.0, 32.666666666666664)","(1.35, 1.57, 1.5550000000000002)","(101.0, 390.0, 364.0)","(8.5, 15.0, 13.055555555555555)","(31.0, 80.0, 68.88888888888889)"
08-12-2022 12:39:20.782713,"(41.0, 140.0, 127.5)","(8.5, 11.0, 10.761904761904763)","(5.5, 7.8, 7.753846153846154)","(17.0, 38.0, 34.8)","(1.35, 1.57, 1.5550000000000002)","(101.0, 390.0, 364.0)","(8.5, 15.0, 13.055555555555555)","(31.0, 80.0, 67.27272727272727)"
08-12-2022 12:39:22.365939,"(41.0, 140.0, 127.5)","(8.5, 11.0, 10.761904761904763)","(5.5, 7.8, 7.753846153846154)","(17.0, 38.0, 33.42857142857143)","(1.35, 1.57, 1.5550000000000002)","(101.0, 390.0, 364.0)","(8.5, 14.5, 14.0)","(31.0, 80.0, 67.27272727272727)"
08-12-2022 12:39:24.190095,"(41.0, 140.0, 127.5)","(8.5, 11.0, 10.761904761904763)","(5.5, 7.8, 7.753846153846154)","(17.0, 38.0, 33.42857142857143)","(1.35, 1.57, 1.5550000000000002)","(101.0, 390.0, 364.0)","(8.5, 14.5, 14.0)","(31.0, 80.0, 67.27272727272727)"
08-12-2022 12:39:25.713761,"(41.0, 140.0, 127.5)","(8.5, 11.0, 10.761904761904763)","(5.5, 7.8, 7.7625)","(17.0, 38.0, 34.4)","(1.35, 1.57, 1.5378571428571428)","(101.0, 390.0, 364.0)","(8.5, 14.5, 14.0)","(31.0, 80.0, 67.27272727272727)"
08-12-2022 12:39:27.374048,"(41.0, 140.0, 127.5)","(8.5, 11.0, 10.761904761904763)","(5.5, 7.8, 7.753846153846154)","(17.0, 38.0, 30.8)","(1.35, 1.57, 1.552)","(101.0, 390.0, 364.0)","(8.5, 14.5, 14.0)","(31.0, 80.0, 67.27272727272727)"
08-12-2022 12:39:29.169181,"(41.0, 140.0, 127.5)","(8.5, 11.0, 10.761904761904763)","(5.5, 7.8, 7.753846153846154)","(17.0, 38.0, 30.75)","(1.35, 1.57, 1.5366666666666666)","(101.0, 390.0, 364.0)","(8.5, 14.5, 14.0)","(31.0, 80.0, 67.27272727272727)"
08-12-2022 12:39:31.061772,"(41.0, 140.0, 127.5)","(8.5, 11.0, 10.761904761904763)","(5.5, 7.8, 8.365217391304348)","(17.0, 36.0, 33.0)","(1.35, 1.57, 1.5366666666666666)","(101.0, 390.0, 364.0)","(8.5, 14.5, 14.0)","(31.0, 80.0, 67.27272727272727)"
08-12-2022 12:39:32.676966,"(41.0, 140.0, 127.5)","(8.5, 11.0, 10.761904761904763)","(5.5, 8.4, 7.715789473684211)","(17.0, 36.0, 30.5)","(1.35, 1.57, 1.5366666666666666)","(101.0, 390.0, 250.0)","(8.5, 14.5, 14.0)","(31.0, 80.0, 67.27272727272727)"
08-12-2022 12:39:34.311125,"(41.0, 140.0, 127.5)","(8.5, 11.0, 10.761904761904763)","(5.5, 8.4, 7.715789473684211)","(17.0, 34.0, 29.0)","(1.35, 1.57, 1.5366666666666666)","(101.0, 270.0, 234.54545454545456)","(8.5, 14.5, 14.0)","(31.0, 80.0, 67.27272727272727)"
08-12-2022 12:39:35.828224,"(41.0, 140.0, 127.5)","(8.5, 11.0, 10.761904761904763)","(5.5, 8.4, 7.715789473684211)","(17.0, 34.0, 28.4)","(1.35, 1.57, 1.545)","(101.0, 260.0, 234.54545454545456)","(8.5, 14.5, 14.0)","(31.0, 80.0, 67.27272727272727)"
08-12-2022 12:39:37.251756,"(41.0, 140.0, 127.5)","(8.5, 11.0, 10.761904761904763)","(5.5, 8.4, 7.715789473684211)","(17.0, 30.0, 28.0)","(1.35, 1.57, 1.545)","(101.0, 260.0, 234.54545454545456)","(8.5, 14.5, 14.0)","(31.0, 80.0, 67.27272727272727)"
08-12-2022 12:39:38.671311,"(41.0, 140.0, 127.5)","(8.5, 11.0, 10.761904761904763)","(5.5, 8.4, 7.525)","(17.0, 30.0, 28.0)","(1.35, 1.57, 1.545)","(101.0, 260.0, 234.54545454545456)","(8.5, 14.5, 14.0)","(31.0, 80.0, 67.27272727272727)"
08-12-2022 12:39:40.395986,"(41.0, 140.0, 127.5)","(8.5, 11.0, 10.761904761904763)","(5.5, 8.4, 7.525)","(17.0, 30.0, 42.83333333333333)","(1.35, 1.57, 1.5544827586206897)","(101.0, 260.0, 232.0)","(8.5, 14.5, 14.0)","(31.0, 80.0, 67.27272727272727)"
08-12-2022 12:39:41.850295,"(41.0, 140.0, 127.5)","(8.5, 11.0, 10.761904761904763)","(5.5, 8.4, 7.5200000000000005)","(17.0, 46.0, 30.285714285714285)","(1.35, 1.57, 1.5544827586206897)","(101.0, 260.0, 216.66666666666669)","(8.5, 14.5, 14.0)","(31.0, 80.0, 67.27272727272727)"
08-12-2022 12:39:43.680395,"(41.0, 140.0, 127.5)","(8.5, 11.0, 10.761904761904763)","(5.5, 8.0, 7.513207547169811)","(17.0, 44.0, 30.0)","(1.35, 1.57, 1.5544827586206897)","(101.0, 260.0, 216.66666666666669)","(8.5, 14.5, 14.0)","(31.0, 80.0, 67.27272727272727)"
08-12-2022 12:39:46.462633,"(41.0, 140.0, 127.5)","(8.5, 11.0, 10.761904761904763)","(5.5, 8.0, 7.513207547169811)","(17.0, 40.0, 29.714285714285715)","(1.35, 1.57, 1.5544827586206897)","(101.0, 260.0, 216.66666666666669)","(8.5, 14.5, 14.0)","(31.0, 80.0, 67.27272727272727)"
08-12-2022 12:39:48.487268,"(41.0, 140.0, 127.5)","(8.5, 11.0, 10.761904761904763)","(5.5, 8.0, 7.513207547169811)","(17.0, 40.0, 33.714285714285715)","(1.35, 1.57, 1.5544827586206897)","(101.0, 260.0, 216.66666666666669)","(8.5, 14.5, 14.0)","(31.0, 80.0, 67.27272727272727)"
08-12-2022 12:39:50.440808,"(41.0, 140.0, 127.5)","(8.5, 11.0, 10.761904761904763)","(5.5, 8.0, 7.472)","(17.0, 36.0, 28.285714285714285)","(1.35, 1.57, 1.5463157894736843)","(101.0, 260.0, 216.66666666666669)","(8.5, 14.5, 14.277777777777779)","(31.0, 80.0, 67.27272727272727)"
08-12-2022 12:39:52.503951,"(41.0, 140.0, 127.5)","(8.5, 11.0, 10.761904761904763)","(5.5, 8.0, 7.511111111111111)","(17.0, 36.0, 30.5)","(1.35, 1.57, 1.5427272727272727)","(101.0, 260.0, 216.66666666666669)","(8.5, 15.0, 13.588235294117647)","(31.0, 80.0, 67.27272727272727)"
08-12-2022 12:39:54.203493,"(41.0, 140.0, 127.5)","(8.5, 11.0, 10.761904761904763)","(5.5, 8.0, 7.472)","(17.0, 34.0, 30.5)","(1.35, 1.57, 1.5427272727272727)","(101.0, 260.0, 216.66666666666669)","(8.5, 15.0, 13.875)","(31.0, 80.0, 67.27272727272727)"
08-12-2022 12:39:55.930984,"(41.0, 140.0, 130.625)","(8.5, 11.0, 10.941176470588236)","(5.5, 8.0, 7.511111111111111)","(17.0, 34.0, 32.4)","(1.35, 1.57, 1.5507142857142857)","(101.0, 260.0, 216.66666666666669)","(8.5, 12.0, 10.525862068965518)","(31.0, 80.0, 67.27272727272727)"
08-12-2022 12:39:57.462061,"(41.0, 140.0, 130.625)","(8.5, 11.0, 11.123188405797102)","(5.5, 8.0, 7.617391304347826)","(17.0, 36.0, 30.0)","(1.35, 1.57, 1.5578787878787879)","(101.0, 260.0, 216.66666666666669)","(8.5, 12.0, 10.5)","(31.0, 80.0, 66.0)"
08-12-2022 12:39:58.933657,"(41.0, 140.0, 127.5)","(8.5, 11.5, 11.123188405797102)","(5.5, 8.0, 7.617391304347826)","(17.0, 36.0, 30.4)","(1.35, 1.57, 1.5526923076923078)","(101.0, 260.0, 195.0)","(8.5, 13.0, 11.875)","(31.0, 80.0, 66.0)"
08-12-2022 12:40:00.412126,"(41.0, 140.0, 127.5)","(8.5, 11.5, 11.123188405797102)","(5.5, 8.0, 7.617391304347826)","(17.0, 34.0, 30.4)","(1.35, 1.57, 1.5578787878787879)","(101.0, 260.0, 216.66666666666669)","(8.5, 14.5, 13.0)","(31.0, 80.0, 66.0)"
08-12-2022 12:40:02.061231,"(41.0, 140.0, 127.5)","(8.5, 11.5, 10.6875)","(5.5, 8.0, 7.617391304347826)","(17.0, 34.0, 30.4)","(1.35, 1.57, 1.5528947368421053)","(101.0, 260.0, 216.66666666666669)","(8.5, 14.5, 13.409090909090908)","(31.0, 80.0, 66.0)"
