,No Complaints,Really Royal,Dusty Country,Over Load,So You Sing,County Mist,Disney Cool
06-01-2023 13:40:24.711152,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 10.172727272727272)","(2.7, 4.2, 2.87)","(18.0, 55.0, 27.363636363636363)","(17.0, 50.0, 39.53125)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 82.28571428571429)"
06-01-2023 13:40:25.770416,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 10.172727272727272)","(2.7, 4.2, 2.87)","(18.0, 55.0, 27.363636363636363)","(17.0, 50.0, 39.53125)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 82.28571428571429)"
06-01-2023 13:40:26.797681,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 10.172727272727272)","(2.7, 4.2, 2.87)","(18.0, 55.0, 27.363636363636363)","(17.0, 50.0, 39.53125)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 82.28571428571429)"
06-01-2023 13:40:27.926012,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 10.172727272727272)","(2.7, 4.2, 2.87)","(18.0, 55.0, 27.363636363636363)","(17.0, 50.0, 39.53125)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 82.28571428571429)"
06-01-2023 13:40:29.060825,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 10.172727272727272)","(2.7, 4.2, 2.87)","(18.0, 55.0, 27.363636363636363)","(17.0, 50.0, 39.53125)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 82.28571428571429)"
06-01-2023 13:40:30.226611,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 10.172727272727272)","(2.7, 4.2, 2.87)","(18.0, 55.0, 27.363636363636363)","(17.0, 50.0, 36.730769230769226)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 82.28571428571429)"
06-01-2023 13:40:31.580584,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 10.172727272727272)","(2.7, 4.2, 2.87)","(18.0, 55.0, 27.363636363636363)","(17.0, 50.0, 36.730769230769226)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 82.28571428571429)"
06-01-2023 13:40:32.717908,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 10.172727272727272)","(2.7, 4.2, 2.87)","(18.0, 55.0, 27.363636363636363)","(17.0, 50.0, 36.730769230769226)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 82.28571428571429)"
06-01-2023 13:40:33.843367,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 10.172727272727272)","(2.7, 4.2, 2.87)","(18.0, 55.0, 27.363636363636363)","(17.0, 50.0, 36.730769230769226)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 82.28571428571429)"
06-01-2023 13:40:34.964048,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 10.172727272727272)","(2.7, 4.2, 2.87)","(18.0, 55.0, 27.363636363636363)","(17.0, 50.0, 36.730769230769226)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 82.28571428571429)"
06-01-2023 13:40:36.262668,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 10.172727272727272)","(2.7, 4.2, 2.87)","(18.0, 55.0, 27.363636363636363)","(17.0, 50.0, 36.730769230769226)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 82.28571428571429)"
06-01-2023 13:40:37.533198,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 10.172727272727272)","(2.7, 4.2, 2.87)","(18.0, 55.0, 27.363636363636363)","(17.0, 50.0, 36.730769230769226)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 82.28571428571429)"
06-01-2023 13:40:38.633434,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 10.172727272727272)","(2.7, 4.2, 2.87)","(18.0, 55.0, 27.363636363636363)","(17.0, 50.0, 36.730769230769226)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 82.28571428571429)"
06-01-2023 13:40:39.841639,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 10.172727272727272)","(2.7, 4.2, 2.87)","(18.0, 55.0, 27.363636363636363)","(17.0, 50.0, 36.730769230769226)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 82.28571428571429)"
06-01-2023 13:40:40.997460,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 10.172727272727272)","(2.7, 4.2, 2.87)","(18.0, 55.0, 27.363636363636363)","(17.0, 50.0, 36.730769230769226)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 82.28571428571429)"
06-01-2023 13:40:42.120916,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 10.172727272727272)","(2.7, 4.2, 2.87)","(18.0, 55.0, 27.363636363636363)","(17.0, 50.0, 36.730769230769226)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 82.28571428571429)"
06-01-2023 13:40:43.238949,"(3.3, 5.5, 3.7967741935483867)","(5.0, 12.0, 10.172727272727272)","(2.7, 4.2, 2.87)","(18.0, 55.0, 37.5)","(17.0, 50.0, 32.75)","(3.5, 5.1, 3.722222222222222)","(31.0, 180.0, 104.0)"
06-01-2023 13:40:44.298964,"(3.3, 5.5, 3.588888888888889)","(5.0, 12.0, 7.050000000000001)","(2.7, 4.2, 2.87)","(18.0, 55.0, 37.5)","(17.0, 50.0, 32.75)","(3.5, 5.1, 4.146153846153846)","(31.0, 180.0, 104.0)"
06-01-2023 13:40:45.438706,"(3.3, 5.5, 3.588888888888889)","(5.0, 12.0, 7.050000000000001)","(2.7, 4.2, 2.87)","(18.0, 55.0, 37.5)","(17.0, 50.0, 32.75)","(3.5, 5.1, 4.146153846153846)","(31.0, 180.0, 104.0)"
06-01-2023 13:40:46.638248,"(3.3, 5.5, 3.588888888888889)","(5.0, 12.0, 7.050000000000001)","(2.7, 4.2, 2.87)","(18.0, 55.0, 37.5)","(17.0, 50.0, 32.75)","(3.5, 5.1, 4.146153846153846)","(31.0, 180.0, 104.0)"
06-01-2023 13:40:47.837597,"(3.3, 5.5, 3.588888888888889)","(5.0, 12.0, 7.050000000000001)","(2.7, 4.2, 2.87)","(18.0, 55.0, 37.5)","(17.0, 50.0, 32.75)","(3.5, 5.1, 4.146153846153846)","(31.0, 180.0, 104.0)"
06-01-2023 13:40:49.040112,"(3.3, 5.5, 3.588888888888889)","(5.0, 12.0, 7.050000000000001)","(2.7, 4.2, 2.87)","(18.0, 55.0, 37.5)","(17.0, 50.0, 32.75)","(3.5, 5.1, 4.146153846153846)","(31.0, 180.0, 104.0)"
06-01-2023 13:40:50.146178,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.975)","(2.7, 4.2, 2.87)","(18.0, 55.0, 37.5)","(17.0, 50.0, 32.75)","(3.5, 5.1, 4.146153846153846)","(31.0, 180.0, 104.0)"
06-01-2023 13:40:51.283987,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.975)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.22727272727273)","(17.0, 50.0, 32.75)","(3.5, 5.1, 4.146153846153846)","(31.0, 180.0, 104.0)"
06-01-2023 13:40:52.380529,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.975)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.22727272727273)","(17.0, 50.0, 32.75)","(3.5, 5.1, 4.146153846153846)","(31.0, 180.0, 104.0)"
06-01-2023 13:40:53.553930,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.975)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.22727272727273)","(17.0, 50.0, 32.75)","(3.5, 5.1, 4.146153846153846)","(31.0, 180.0, 104.0)"
06-01-2023 13:40:54.768901,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.975)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.22727272727273)","(17.0, 50.0, 32.75)","(3.5, 5.1, 4.146153846153846)","(31.0, 180.0, 104.0)"
06-01-2023 13:40:55.970478,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.975)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.22727272727273)","(17.0, 50.0, 32.75)","(3.5, 5.1, 4.146153846153846)","(31.0, 180.0, 104.0)"
06-01-2023 13:40:56.973249,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.975)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.22727272727273)","(17.0, 50.0, 32.75)","(3.5, 5.1, 4.146153846153846)","(31.0, 180.0, 104.0)"
06-01-2023 13:40:58.079081,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.975)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.22727272727273)","(17.0, 50.0, 32.75)","(3.5, 5.1, 4.146153846153846)","(31.0, 180.0, 104.0)"
06-01-2023 13:40:59.219702,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.975)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.22727272727273)","(17.0, 50.0, 32.75)","(3.5, 5.1, 4.146153846153846)","(31.0, 180.0, 104.0)"
06-01-2023 13:41:00.414039,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.975)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.22727272727273)","(17.0, 50.0, 32.75)","(3.5, 5.1, 4.146153846153846)","(31.0, 180.0, 104.0)"
06-01-2023 13:41:01.519226,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.975)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.22727272727273)","(17.0, 50.0, 32.75)","(3.5, 5.1, 4.146153846153846)","(31.0, 180.0, 104.0)"
06-01-2023 13:41:02.937299,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.975)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.22727272727273)","(17.0, 50.0, 32.75)","(3.5, 5.1, 4.146153846153846)","(31.0, 180.0, 121.33333333333334)"
06-01-2023 13:41:04.399018,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.975)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.22727272727273)","(17.0, 50.0, 32.75)","(3.5, 5.1, 4.146153846153846)","(31.0, 140.0, 121.33333333333334)"
06-01-2023 13:41:06.202116,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.975)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.22727272727273)","(17.0, 50.0, 32.75)","(3.5, 5.1, 4.146153846153846)","(31.0, 140.0, 121.33333333333334)"
06-01-2023 13:41:07.597634,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.975)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.22727272727273)","(17.0, 50.0, 32.75)","(3.5, 5.1, 4.146153846153846)","(31.0, 140.0, 121.33333333333334)"
06-01-2023 13:41:08.959435,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.975)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.22727272727273)","(17.0, 50.0, 32.75)","(3.5, 5.1, 4.146153846153846)","(31.0, 140.0, 121.33333333333334)"
06-01-2023 13:41:10.290595,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.975)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.22727272727273)","(17.0, 50.0, 32.75)","(3.5, 5.1, 4.146153846153846)","(31.0, 140.0, 121.33333333333334)"
06-01-2023 13:41:11.586428,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.975)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.22727272727273)","(17.0, 50.0, 32.75)","(3.5, 5.1, 4.146153846153846)","(31.0, 140.0, 121.33333333333334)"
06-01-2023 13:41:12.754703,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.975)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.22727272727273)","(17.0, 50.0, 32.75)","(3.5, 5.1, 4.146153846153846)","(31.0, 140.0, 121.33333333333334)"
06-01-2023 13:41:13.884300,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.975)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.22727272727273)","(17.0, 50.0, 32.75)","(3.5, 5.1, 4.146153846153846)","(31.0, 140.0, 121.33333333333334)"
06-01-2023 13:41:14.985134,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.975)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.22727272727273)","(17.0, 50.0, 32.75)","(3.5, 5.1, 4.146153846153846)","(31.0, 140.0, 121.33333333333334)"
06-01-2023 13:41:16.266398,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.975)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.22727272727273)","(17.0, 50.0, 32.75)","(3.5, 5.1, 4.146153846153846)","(31.0, 140.0, 121.33333333333334)"
06-01-2023 13:41:17.475068,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.975)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.22727272727273)","(17.0, 50.0, 32.75)","(3.5, 5.1, 4.146153846153846)","(31.0, 140.0, 121.33333333333334)"
06-01-2023 13:41:18.666588,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.975)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.22727272727273)","(17.0, 50.0, 32.75)","(3.5, 5.1, 4.146153846153846)","(31.0, 140.0, 146.33333333333334)"
06-01-2023 13:41:19.860445,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.975)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.22727272727273)","(17.0, 50.0, 32.75)","(3.5, 5.1, 4.146153846153846)","(31.0, 170.0, 146.33333333333334)"
06-01-2023 13:41:20.988522,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.5)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.22727272727273)","(17.0, 50.0, 32.75)","(3.5, 5.1, 4.146153846153846)","(31.0, 170.0, 146.33333333333334)"
06-01-2023 13:41:22.170059,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.5)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.22727272727273)","(17.0, 50.0, 32.75)","(3.5, 5.1, 4.146153846153846)","(31.0, 170.0, 146.33333333333334)"
06-01-2023 13:41:23.437334,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.5)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.22727272727273)","(17.0, 50.0, 32.75)","(3.5, 5.1, 4.146153846153846)","(31.0, 170.0, 146.33333333333334)"
06-01-2023 13:41:24.622758,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.5)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.22727272727273)","(17.0, 50.0, 32.75)","(3.5, 5.1, 4.146153846153846)","(31.0, 170.0, 146.33333333333334)"
06-01-2023 13:41:25.739187,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.5)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.22727272727273)","(17.0, 50.0, 32.75)","(3.5, 5.1, 4.146153846153846)","(31.0, 170.0, 146.33333333333334)"
06-01-2023 13:41:26.742213,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.5)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.22727272727273)","(17.0, 50.0, 32.75)","(3.5, 5.1, 4.146153846153846)","(31.0, 170.0, 146.33333333333334)"
06-01-2023 13:41:27.910826,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.5)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.22727272727273)","(17.0, 50.0, 32.75)","(3.5, 5.1, 4.146153846153846)","(31.0, 170.0, 146.33333333333334)"
06-01-2023 13:41:29.062774,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.5)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.22727272727273)","(17.0, 50.0, 32.75)","(3.5, 5.1, 4.146153846153846)","(31.0, 170.0, 146.33333333333334)"
06-01-2023 13:41:30.227362,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.5)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.22727272727273)","(17.0, 50.0, 32.75)","(3.5, 5.1, 4.146153846153846)","(31.0, 170.0, 146.33333333333334)"
06-01-2023 13:41:31.422654,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.5)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.22727272727273)","(17.0, 50.0, 32.75)","(3.5, 5.1, 4.146153846153846)","(31.0, 170.0, 146.33333333333334)"
06-01-2023 13:41:32.528734,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.5)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.22727272727273)","(17.0, 50.0, 32.75)","(3.5, 5.1, 4.146153846153846)","(31.0, 170.0, 146.33333333333334)"
06-01-2023 13:41:33.686485,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.5)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.22727272727273)","(17.0, 50.0, 32.75)","(3.5, 5.1, 4.146153846153846)","(31.0, 170.0, 146.33333333333334)"
06-01-2023 13:41:34.800569,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.5)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.22727272727273)","(17.0, 50.0, 32.75)","(3.5, 5.1, 4.146153846153846)","(31.0, 170.0, 146.33333333333334)"
06-01-2023 13:41:36.084731,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.5)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.22727272727273)","(17.0, 50.0, 32.75)","(3.5, 5.1, 4.146153846153846)","(31.0, 170.0, 146.33333333333334)"
06-01-2023 13:41:37.520415,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.5)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.22727272727273)","(17.0, 50.0, 32.75)","(3.5, 5.1, 4.146153846153846)","(31.0, 170.0, 146.33333333333334)"
06-01-2023 13:41:38.824809,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.5)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.22727272727273)","(17.0, 50.0, 32.75)","(3.5, 5.1, 4.146153846153846)","(31.0, 170.0, 146.33333333333334)"
06-01-2023 13:41:40.305646,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.5)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.22727272727273)","(17.0, 50.0, 28.75)","(3.5, 5.1, 4.146153846153846)","(31.0, 170.0, 104.0)"
06-01-2023 13:41:42.095475,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.5)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.22727272727273)","(17.0, 50.0, 28.75)","(3.5, 5.1, 4.146153846153846)","(31.0, 170.0, 146.33333333333334)"
06-01-2023 13:41:43.647550,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.5)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.22727272727273)","(17.0, 50.0, 28.75)","(3.5, 5.1, 4.146153846153846)","(31.0, 170.0, 146.33333333333334)"
06-01-2023 13:41:44.850326,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 10.025)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.22727272727273)","(17.0, 50.0, 28.75)","(3.5, 5.1, 4.146153846153846)","(31.0, 170.0, 146.33333333333334)"
06-01-2023 13:41:46.045128,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.566666666666666)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.22727272727273)","(17.0, 50.0, 28.75)","(3.5, 5.1, 4.146153846153846)","(31.0, 170.0, 146.33333333333334)"
06-01-2023 13:41:47.336168,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.566666666666666)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.22727272727273)","(17.0, 50.0, 28.75)","(3.5, 5.1, 4.146153846153846)","(31.0, 170.0, 146.33333333333334)"
06-01-2023 13:41:48.492297,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.566666666666666)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.22727272727273)","(17.0, 50.0, 31.11111111111111)","(3.5, 5.1, 4.146153846153846)","(31.0, 170.0, 146.33333333333334)"
06-01-2023 13:41:49.564822,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.566666666666666)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.22727272727273)","(17.0, 50.0, 31.11111111111111)","(3.5, 5.1, 4.146153846153846)","(31.0, 170.0, 146.33333333333334)"
06-01-2023 13:41:50.736935,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.566666666666666)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.22727272727273)","(17.0, 50.0, 31.11111111111111)","(3.5, 5.1, 4.146153846153846)","(31.0, 170.0, 146.33333333333334)"
06-01-2023 13:41:51.914187,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.566666666666666)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.22727272727273)","(17.0, 50.0, 31.11111111111111)","(3.5, 5.1, 4.146153846153846)","(31.0, 170.0, 146.33333333333334)"
06-01-2023 13:41:53.096324,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.566666666666666)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.22727272727273)","(17.0, 50.0, 31.11111111111111)","(3.5, 5.1, 4.146153846153846)","(31.0, 170.0, 146.33333333333334)"
06-01-2023 13:41:54.136160,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.566666666666666)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.22727272727273)","(17.0, 50.0, 31.11111111111111)","(3.5, 5.1, 4.146153846153846)","(31.0, 170.0, 146.33333333333334)"
06-01-2023 13:41:55.242583,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.566666666666666)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.22727272727273)","(17.0, 50.0, 31.11111111111111)","(3.5, 5.1, 4.146153846153846)","(31.0, 170.0, 146.33333333333334)"
06-01-2023 13:41:56.415006,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.566666666666666)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.22727272727273)","(17.0, 50.0, 31.11111111111111)","(3.5, 5.1, 4.146153846153846)","(31.0, 170.0, 146.33333333333334)"
06-01-2023 13:41:57.616481,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.566666666666666)","(2.7, 4.2, 2.87)","(18.0, 60.0, 38.5)","(17.0, 50.0, 39.375)","(3.5, 5.1, 4.146153846153846)","(31.0, 170.0, 146.33333333333334)"
06-01-2023 13:41:58.858397,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.566666666666666)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.45454545454545)","(17.0, 50.0, 39.375)","(3.5, 5.1, 4.146153846153846)","(31.0, 170.0, 146.33333333333334)"
06-01-2023 13:41:59.876336,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.566666666666666)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.45454545454545)","(17.0, 50.0, 39.375)","(3.5, 5.1, 4.146153846153846)","(31.0, 170.0, 146.33333333333334)"
06-01-2023 13:42:01.001582,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.566666666666666)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.45454545454545)","(17.0, 50.0, 39.375)","(3.5, 5.1, 4.146153846153846)","(31.0, 170.0, 146.33333333333334)"
06-01-2023 13:42:02.098055,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.566666666666666)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.45454545454545)","(17.0, 50.0, 39.375)","(3.5, 5.1, 4.146153846153846)","(31.0, 170.0, 146.33333333333334)"
06-01-2023 13:42:03.185088,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.566666666666666)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.45454545454545)","(17.0, 50.0, 39.375)","(3.5, 5.1, 4.146153846153846)","(31.0, 170.0, 146.33333333333334)"
06-01-2023 13:42:04.246107,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.566666666666666)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.45454545454545)","(17.0, 50.0, 39.375)","(3.5, 5.1, 4.146153846153846)","(31.0, 170.0, 146.33333333333334)"
06-01-2023 13:42:05.325474,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.566666666666666)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.45454545454545)","(17.0, 50.0, 39.375)","(3.5, 5.1, 4.146153846153846)","(31.0, 170.0, 146.33333333333334)"
06-01-2023 13:42:06.437348,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.566666666666666)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.45454545454545)","(17.0, 50.0, 39.375)","(3.5, 5.1, 4.146153846153846)","(31.0, 170.0, 146.33333333333334)"
06-01-2023 13:42:07.557647,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.566666666666666)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.45454545454545)","(17.0, 50.0, 39.375)","(3.5, 5.1, 4.146153846153846)","(31.0, 170.0, 146.33333333333334)"
06-01-2023 13:42:08.618670,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.566666666666666)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.45454545454545)","(17.0, 50.0, 39.375)","(3.5, 5.1, 4.146153846153846)","(31.0, 170.0, 146.33333333333334)"
06-01-2023 13:42:09.691075,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.566666666666666)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.45454545454545)","(17.0, 50.0, 39.375)","(3.5, 5.1, 4.146153846153846)","(31.0, 170.0, 146.33333333333334)"
06-01-2023 13:42:10.796024,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.566666666666666)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.45454545454545)","(17.0, 50.0, 39.375)","(3.5, 5.1, 4.146153846153846)","(31.0, 170.0, 146.33333333333334)"
06-01-2023 13:42:11.893432,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.566666666666666)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.45454545454545)","(17.0, 50.0, 39.375)","(3.5, 5.1, 4.146153846153846)","(31.0, 170.0, 104.0)"
06-01-2023 13:42:13.009357,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.566666666666666)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.45454545454545)","(17.0, 50.0, 39.375)","(3.5, 5.1, 4.146153846153846)","(31.0, 180.0, 146.33333333333334)"
06-01-2023 13:42:14.099167,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.566666666666666)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.45454545454545)","(17.0, 50.0, 39.375)","(3.5, 5.1, 4.146153846153846)","(31.0, 170.0, 146.33333333333334)"
06-01-2023 13:42:15.150493,"(3.3, 5.5, 3.588888888888889)","(5.0, 11.5, 9.566666666666666)","(2.7, 4.2, 2.87)","(18.0, 60.0, 40.45454545454545)","(17.0, 50.0, 39.375)","(3.5, 5.1, 4.146153846153846)","(31.0, 170.0, 146.33333333333334)"
