,Lektra Dish,Zambora Nut,Thai Time,My Maximus,Rock Me Mama,Impactus,Call Me Thor
10-01-2023 16:30:01.104556,"(12.0, 36.0, 33.75)","(1.8, 1.86, 1.812)","(21.0, 55.0, 40.625)","(8.5, 13.5, 11.384615384615385)","(15.0, 55.0, 48.099999999999994)","(8.5, 19.0, 18.625)","(3.2, 4.5, 4.328571428571428)"
10-01-2023 16:30:02.273913,"(12.0, 36.0, 33.75)","(1.8, 1.86, 1.812)","(21.0, 55.0, 40.625)","(8.5, 13.5, 11.384615384615385)","(15.0, 55.0, 48.099999999999994)","(8.5, 19.0, 18.625)","(3.2, 4.5, 4.328571428571428)"
10-01-2023 16:30:03.545748,"(12.0, 36.0, 33.75)","(1.8, 1.86, 1.812)","(21.0, 55.0, 40.625)","(8.5, 13.5, 11.384615384615385)","(15.0, 55.0, 48.099999999999994)","(8.5, 19.0, 18.625)","(3.2, 4.5, 4.328571428571428)"
10-01-2023 16:30:05.127096,"(12.0, 36.0, 33.75)","(1.8, 1.86, 1.812)","(21.0, 55.0, 40.625)","(8.5, 13.5, 11.384615384615385)","(15.0, 55.0, 48.099999999999994)","(8.5, 19.0, 18.625)","(3.2, 4.5, 4.328571428571428)"
10-01-2023 16:30:06.646778,"(12.0, 36.0, 33.75)","(1.8, 1.86, 1.81)","(21.0, 55.0, 40.625)","(8.5, 13.5, 11.384615384615385)","(15.0, 55.0, 48.099999999999994)","(8.5, 19.0, 18.625)","(3.2, 4.5, 4.328571428571428)"
10-01-2023 16:30:08.111835,"(12.0, 36.0, 33.75)","(1.8, 1.86, 1.81)","(21.0, 55.0, 40.625)","(8.5, 13.5, 11.384615384615385)","(15.0, 55.0, 48.099999999999994)","(8.5, 19.0, 18.625)","(3.2, 4.5, 4.328571428571428)"
10-01-2023 16:30:09.276681,"(12.0, 36.0, 33.75)","(1.8, 1.86, 1.81)","(21.0, 55.0, 40.625)","(8.5, 13.5, 11.384615384615385)","(15.0, 55.0, 48.099999999999994)","(8.5, 19.0, 18.625)","(3.2, 4.5, 4.328571428571428)"
10-01-2023 16:30:10.509696,"(12.0, 36.0, 33.75)","(1.8, 1.86, 1.81)","(21.0, 55.0, 40.625)","(8.5, 13.5, 11.384615384615385)","(15.0, 55.0, 48.099999999999994)","(8.5, 19.0, 18.625)","(3.2, 4.5, 4.328571428571428)"
10-01-2023 16:30:11.984875,"(12.0, 36.0, 33.75)","(1.8, 1.86, 1.81)","(21.0, 55.0, 40.625)","(8.5, 13.5, 11.384615384615385)","(15.0, 55.0, 48.099999999999994)","(8.5, 19.0, 18.625)","(3.2, 4.5, 4.328571428571428)"
10-01-2023 16:30:13.361389,"(12.0, 36.0, 33.75)","(1.8, 1.86, 1.81)","(21.0, 55.0, 40.625)","(8.5, 13.5, 11.384615384615385)","(15.0, 55.0, 48.099999999999994)","(8.5, 19.0, 18.625)","(3.2, 4.5, 4.328571428571428)"
10-01-2023 16:30:14.664677,"(12.0, 36.0, 33.75)","(1.8, 1.86, 1.81)","(21.0, 55.0, 40.625)","(8.5, 13.5, 11.384615384615385)","(15.0, 55.0, 48.099999999999994)","(8.5, 19.0, 18.625)","(3.2, 4.5, 4.328571428571428)"
10-01-2023 16:30:15.899248,"(12.0, 36.0, 33.75)","(1.8, 1.86, 1.81)","(21.0, 55.0, 40.625)","(8.5, 13.5, 11.384615384615385)","(15.0, 55.0, 48.099999999999994)","(8.5, 19.0, 18.625)","(3.2, 4.5, 4.328571428571428)"
10-01-2023 16:30:17.039633,"(12.0, 36.0, 33.75)","(1.8, 1.86, 1.81)","(21.0, 55.0, 40.625)","(8.5, 13.5, 11.384615384615385)","(15.0, 55.0, 48.099999999999994)","(8.5, 19.0, 18.625)","(3.2, 4.5, 4.328571428571428)"
10-01-2023 16:30:18.237865,"(12.0, 36.0, 33.75)","(1.8, 1.86, 1.81)","(21.0, 55.0, 40.625)","(8.5, 13.5, 11.384615384615385)","(15.0, 55.0, 48.099999999999994)","(8.5, 19.0, 18.625)","(3.2, 4.5, 4.328571428571428)"
10-01-2023 16:30:19.445202,"(12.0, 36.0, 33.75)","(1.8, 1.86, 1.81)","(21.0, 55.0, 40.625)","(8.5, 13.5, 11.384615384615385)","(15.0, 55.0, 48.099999999999994)","(8.5, 19.0, 18.625)","(3.2, 4.5, 4.328571428571428)"
10-01-2023 16:30:20.594471,"(12.0, 36.0, 33.75)","(1.8, 1.86, 1.81)","(21.0, 55.0, 40.625)","(8.5, 13.5, 11.384615384615385)","(15.0, 55.0, 48.099999999999994)","(8.5, 19.0, 18.625)","(3.2, 4.5, 4.328571428571428)"
10-01-2023 16:30:21.857668,"(12.0, 36.0, 33.75)","(1.8, 1.86, 1.81)","(21.0, 55.0, 40.625)","(8.5, 13.5, 11.384615384615385)","(15.0, 55.0, 48.099999999999994)","(8.5, 19.0, 18.625)","(3.2, 4.5, 4.328571428571428)"
10-01-2023 16:30:23.118514,"(12.0, 36.0, 33.75)","(1.8, 1.86, 1.81)","(21.0, 55.0, 40.625)","(8.5, 13.5, 11.384615384615385)","(15.0, 55.0, 48.099999999999994)","(8.5, 19.0, 18.625)","(3.2, 4.5, 4.328571428571428)"
10-01-2023 16:30:24.342670,"(12.0, 36.0, 33.75)","(1.8, 1.86, 1.81)","(21.0, 55.0, 40.625)","(8.5, 13.5, 11.384615384615385)","(15.0, 55.0, 48.099999999999994)","(8.5, 19.0, 18.625)","(3.2, 4.5, 4.38)"
10-01-2023 16:30:25.429709,"(12.0, 36.0, 33.75)","(1.8, 1.86, 1.81)","(21.0, 55.0, 40.625)","(8.5, 13.5, 11.384615384615385)","(15.0, 55.0, 48.099999999999994)","(8.5, 19.0, 18.625)","(3.2, 4.5, 4.38)"
10-01-2023 16:30:26.629547,"(12.0, 36.0, 33.75)","(1.8, 1.87, 1.8025925925925927)","(21.0, 55.0, 40.625)","(8.5, 13.5, 11.384615384615385)","(15.0, 55.0, 48.099999999999994)","(8.5, 19.0, 18.625)","(3.2, 4.5, 4.38)"
10-01-2023 16:30:27.613520,"(12.0, 36.0, 33.75)","(1.8, 1.87, 1.8025925925925927)","(21.0, 55.0, 40.625)","(8.5, 13.5, 11.384615384615385)","(15.0, 55.0, 48.099999999999994)","(8.5, 19.0, 18.625)","(3.2, 4.5, 4.38)"
10-01-2023 16:30:28.635292,"(12.0, 36.0, 33.75)","(1.8, 1.87, 1.8050000000000002)","(21.0, 55.0, 40.625)","(8.5, 13.5, 11.384615384615385)","(15.0, 55.0, 48.099999999999994)","(8.5, 19.0, 18.625)","(3.2, 4.5, 4.38)"
10-01-2023 16:30:29.798539,"(12.0, 36.0, 33.75)","(1.8, 1.87, 1.8050000000000002)","(21.0, 55.0, 40.625)","(8.5, 13.5, 11.384615384615385)","(15.0, 55.0, 48.099999999999994)","(8.5, 19.0, 18.625)","(3.2, 4.5, 4.38)"
10-01-2023 16:30:31.064901,"(12.0, 36.0, 33.75)","(1.8, 1.87, 1.8050000000000002)","(21.0, 55.0, 40.625)","(8.5, 13.5, 11.384615384615385)","(15.0, 55.0, 48.099999999999994)","(8.5, 19.0, 18.625)","(3.2, 4.5, 4.38)"
10-01-2023 16:30:32.502747,"(12.0, 36.0, 34.2)","(1.8, 1.87, 1.813125)","(21.0, 55.0, 40.625)","(8.5, 13.5, 11.384615384615385)","(15.0, 55.0, 45.529411764705884)","(8.5, 19.0, 18.625)","(3.2, 4.5, 4.4)"
10-01-2023 16:30:33.983808,"(12.0, 36.0, 34.2)","(1.8, 1.87, 1.813125)","(21.0, 55.0, 40.625)","(8.5, 13.5, 11.384615384615385)","(15.0, 55.0, 45.529411764705884)","(8.5, 19.0, 18.625)","(3.2, 4.5, 4.4)"
10-01-2023 16:30:35.438475,"(12.0, 36.0, 32.0)","(1.8, 1.87, 1.813125)","(21.0, 55.0, 40.625)","(8.5, 13.5, 11.8)","(15.0, 55.0, 45.529411764705884)","(8.5, 19.0, 18.625)","(3.2, 4.5, 4.4)"
10-01-2023 16:30:36.843700,"(12.0, 36.0, 32.0)","(1.8, 1.87, 1.8144)","(21.0, 55.0, 40.625)","(8.5, 13.0, 11.8)","(15.0, 55.0, 45.529411764705884)","(8.5, 19.0, 18.625)","(3.2, 4.5, 4.4)"
10-01-2023 16:30:38.461076,"(12.0, 36.0, 33.09090909090909)","(1.8, 1.86, 1.8144)","(21.0, 55.0, 40.625)","(8.5, 13.0, 11.8)","(15.0, 55.0, 45.529411764705884)","(8.5, 19.0, 18.625)","(3.2, 4.5, 4.4)"
10-01-2023 16:30:39.746054,"(12.0, 36.0, 34.11764705882353)","(1.8, 1.86, 1.8144)","(21.0, 55.0, 40.625)","(8.5, 13.0, 11.25)","(15.0, 55.0, 45.529411764705884)","(8.5, 19.0, 18.625)","(3.2, 4.5, 4.4)"
10-01-2023 16:30:40.866490,"(12.0, 36.0, 34.11764705882353)","(1.8, 1.86, 1.8144)","(21.0, 55.0, 40.625)","(8.5, 13.0, 11.25)","(15.0, 55.0, 45.529411764705884)","(8.5, 19.0, 18.72222222222222)","(3.2, 4.5, 4.4)"
10-01-2023 16:30:42.056614,"(12.0, 36.0, 34.11764705882353)","(1.8, 1.86, 1.8144)","(21.0, 55.0, 40.625)","(8.5, 13.0, 11.25)","(15.0, 55.0, 45.529411764705884)","(8.5, 19.5, 18.72222222222222)","(3.2, 4.5, 4.4)"
10-01-2023 16:30:43.291065,"(12.0, 36.0, 34.11764705882353)","(1.8, 1.86, 1.8257142857142858)","(21.0, 55.0, 40.625)","(8.5, 13.0, 11.25)","(15.0, 55.0, 45.529411764705884)","(8.5, 19.5, 18.72222222222222)","(3.2, 4.5, 4.4)"
10-01-2023 16:30:44.297940,"(13.0, 36.0, 34.11764705882353)","(1.7, 1.86, 1.812)","(26.0, 55.0, 40.625)","(9.0, 13.0, 11.25)","(15.0, 55.0, 45.529411764705884)","(8.5, 19.5, 18.72222222222222)","(3.2, 4.5, 4.4)"
10-01-2023 16:30:45.331141,"(13.0, 36.0, 34.11764705882353)","(1.7, 1.86, 1.812)","(26.0, 55.0, 40.625)","(9.0, 13.0, 11.25)","(15.0, 55.0, 45.529411764705884)","(8.5, 19.5, 18.72222222222222)","(3.2, 4.5, 4.4)"
10-01-2023 16:30:46.508470,"(13.0, 36.0, 34.11764705882353)","(1.7, 1.86, 1.812)","(26.0, 55.0, 40.625)","(9.0, 13.0, 11.25)","(15.0, 55.0, 45.529411764705884)","(8.5, 19.5, 18.72222222222222)","(3.2, 4.5, 4.4)"
10-01-2023 16:30:47.628403,"(13.0, 36.0, 34.11764705882353)","(1.7, 1.86, 1.812)","(26.0, 55.0, 40.625)","(9.0, 13.0, 11.25)","(15.0, 55.0, 45.529411764705884)","(8.5, 19.5, 18.72222222222222)","(3.2, 4.5, 4.4)"
10-01-2023 16:30:48.627248,"(13.0, 36.0, 33.714285714285715)","(1.7, 1.86, 1.808)","(26.0, 55.0, 40.625)","(9.0, 13.0, 11.25)","(15.0, 55.0, 45.529411764705884)","(8.5, 19.5, 18.72222222222222)","(3.2, 4.5, 4.4)"
10-01-2023 16:30:49.613892,"(13.0, 36.0, 33.714285714285715)","(1.7, 1.86, 1.808)","(26.0, 55.0, 40.625)","(9.0, 13.0, 11.25)","(15.0, 55.0, 45.529411764705884)","(8.5, 19.5, 18.72222222222222)","(3.2, 4.5, 4.4)"
10-01-2023 16:30:50.722007,"(13.0, 36.0, 33.714285714285715)","(1.7, 1.86, 1.8061538461538462)","(26.0, 55.0, 40.625)","(9.0, 13.0, 11.25)","(15.0, 55.0, 45.529411764705884)","(8.5, 19.5, 18.72222222222222)","(3.2, 4.5, 4.4)"
10-01-2023 16:30:51.931155,"(13.0, 36.0, 33.714285714285715)","(1.7, 1.84, 1.8061538461538462)","(26.0, 55.0, 40.625)","(9.0, 13.0, 11.25)","(15.0, 55.0, 45.529411764705884)","(8.5, 19.5, 18.72222222222222)","(3.2, 4.5, 4.4)"
10-01-2023 16:30:53.016932,"(13.0, 36.0, 33.714285714285715)","(1.7, 1.84, 1.824)","(26.0, 55.0, 40.625)","(9.0, 13.0, 11.25)","(15.0, 55.0, 45.529411764705884)","(8.5, 19.5, 18.72222222222222)","(3.2, 4.5, 4.4)"
10-01-2023 16:30:54.047798,"(13.0, 36.0, 33.714285714285715)","(1.7, 1.84, 1.824)","(26.0, 55.0, 40.625)","(9.0, 13.0, 11.25)","(15.0, 55.0, 45.529411764705884)","(8.5, 19.5, 18.72222222222222)","(3.2, 4.5, 4.4)"
10-01-2023 16:30:55.155382,"(13.0, 36.0, 33.714285714285715)","(1.7, 1.84, 1.824)","(26.0, 55.0, 40.625)","(9.0, 13.0, 11.25)","(15.0, 55.0, 45.529411764705884)","(8.5, 19.5, 18.72222222222222)","(3.2, 4.5, 4.4)"
10-01-2023 16:30:56.340728,"(13.0, 36.0, 33.714285714285715)","(1.7, 1.84, 1.824)","(26.0, 55.0, 40.625)","(9.0, 13.0, 11.235294117647058)","(15.0, 55.0, 45.529411764705884)","(8.5, 19.5, 18.72222222222222)","(3.2, 4.5, 4.4)"
10-01-2023 16:30:57.567402,"(13.0, 36.0, 33.714285714285715)","(1.7, 1.84, 1.824)","(26.0, 55.0, 40.625)","(9.0, 13.0, 11.235294117647058)","(15.0, 55.0, 45.529411764705884)","(8.5, 19.5, 18.72222222222222)","(3.2, 4.5, 4.4)"
10-01-2023 16:30:58.579898,"(13.0, 36.0, 33.714285714285715)","(1.7, 1.84, 1.824)","(26.0, 55.0, 40.625)","(9.0, 13.0, 11.235294117647058)","(15.0, 55.0, 45.529411764705884)","(8.5, 19.5, 18.72222222222222)","(3.2, 4.5, 4.4)"
10-01-2023 16:30:59.727654,"(13.0, 36.0, 33.714285714285715)","(1.7, 1.84, 1.8347368421052632)","(26.0, 55.0, 40.625)","(9.0, 13.0, 11.235294117647058)","(15.0, 55.0, 45.529411764705884)","(8.5, 19.5, 18.72222222222222)","(3.2, 4.5, 4.4)"
10-01-2023 16:31:00.995171,"(13.0, 36.0, 33.714285714285715)","(1.7, 1.84, 1.8347368421052632)","(26.0, 55.0, 40.625)","(9.0, 13.0, 11.235294117647058)","(15.0, 55.0, 45.529411764705884)","(8.5, 19.5, 18.72222222222222)","(3.2, 4.5, 4.4)"
10-01-2023 16:31:02.313351,"(13.0, 36.0, 33.714285714285715)","(1.7, 1.84, 1.8264705882352943)","(26.0, 55.0, 40.625)","(9.0, 13.0, 11.235294117647058)","(15.0, 55.0, 45.529411764705884)","(8.5, 19.5, 18.72222222222222)","(3.2, 4.5, 4.4)"
10-01-2023 16:31:03.463467,"(13.0, 36.0, 33.714285714285715)","(1.7, 1.83, 1.8264705882352943)","(26.0, 55.0, 40.625)","(9.0, 13.0, 11.235294117647058)","(15.0, 55.0, 45.529411764705884)","(8.5, 19.5, 18.72222222222222)","(3.2, 4.5, 4.4)"
10-01-2023 16:31:04.797354,"(13.0, 36.0, 33.714285714285715)","(1.7, 1.83, 1.8264705882352943)","(26.0, 55.0, 40.625)","(9.0, 13.0, 11.235294117647058)","(15.0, 55.0, 45.529411764705884)","(8.5, 19.5, 18.72222222222222)","(3.2, 4.5, 4.4)"
10-01-2023 16:31:05.858759,"(13.0, 36.0, 33.714285714285715)","(1.7, 1.83, 1.8264705882352943)","(26.0, 55.0, 40.625)","(9.0, 13.0, 11.235294117647058)","(15.0, 55.0, 45.529411764705884)","(8.5, 19.5, 18.72222222222222)","(3.2, 4.5, 4.4)"
10-01-2023 16:31:06.978229,"(13.0, 36.0, 33.714285714285715)","(1.7, 1.84, 1.8342857142857143)","(26.0, 55.0, 40.625)","(9.0, 13.0, 11.235294117647058)","(15.0, 55.0, 48.099999999999994)","(8.5, 19.5, 18.72222222222222)","(3.2, 4.5, 4.4)"
10-01-2023 16:31:08.126943,"(13.0, 36.0, 33.714285714285715)","(1.7, 1.84, 1.8335483870967744)","(26.0, 55.0, 40.625)","(9.0, 13.0, 11.235294117647058)","(15.0, 55.0, 48.099999999999994)","(8.5, 19.5, 18.72222222222222)","(3.2, 4.5, 4.4)"
10-01-2023 16:31:09.278341,"(13.0, 36.0, 33.714285714285715)","(1.7, 1.84, 1.8335483870967744)","(26.0, 55.0, 40.625)","(9.0, 13.0, 11.235294117647058)","(15.0, 55.0, 48.099999999999994)","(8.5, 19.5, 18.72222222222222)","(3.2, 4.5, 4.4)"
10-01-2023 16:31:10.432537,"(13.0, 36.0, 33.714285714285715)","(1.7, 1.84, 1.8335483870967744)","(26.0, 55.0, 40.625)","(9.0, 13.0, 11.235294117647058)","(15.0, 55.0, 48.099999999999994)","(8.5, 19.5, 18.72222222222222)","(3.2, 4.5, 4.4)"
10-01-2023 16:31:11.521081,"(13.0, 36.0, 33.714285714285715)","(1.7, 1.84, 1.8335483870967744)","(26.0, 55.0, 40.625)","(9.0, 13.0, 11.235294117647058)","(15.0, 55.0, 48.099999999999994)","(8.5, 19.5, 18.72222222222222)","(3.2, 4.5, 4.4)"
10-01-2023 16:31:12.672527,"(13.0, 36.0, 33.714285714285715)","(1.7, 1.84, 1.8335483870967744)","(26.0, 55.0, 40.625)","(9.0, 13.0, 11.235294117647058)","(15.0, 55.0, 48.099999999999994)","(8.5, 19.5, 18.72222222222222)","(3.2, 4.5, 4.4)"
10-01-2023 16:31:13.708250,"(13.0, 36.0, 33.714285714285715)","(1.7, 1.84, 1.8335483870967744)","(26.0, 55.0, 40.625)","(9.0, 13.0, 11.235294117647058)","(15.0, 55.0, 48.099999999999994)","(8.5, 19.5, 18.72222222222222)","(3.2, 4.5, 4.4)"
10-01-2023 16:31:14.715726,"(13.0, 36.0, 33.714285714285715)","(1.7, 1.84, 1.8335483870967744)","(26.0, 55.0, 40.625)","(9.0, 13.0, 11.235294117647058)","(15.0, 55.0, 48.099999999999994)","(8.5, 19.5, 18.72222222222222)","(3.2, 4.5, 4.404)"
10-01-2023 16:31:15.759096,"(13.0, 36.0, 33.714285714285715)","(1.7, 1.86, 1.8425)","(26.0, 55.0, 40.625)","(9.0, 13.0, 11.235294117647058)","(15.0, 55.0, 48.099999999999994)","(8.5, 19.5, 18.72222222222222)","(3.2, 4.5, 4.404)"
10-01-2023 16:31:16.946723,"(13.0, 36.0, 33.714285714285715)","(1.7, 1.86, 1.806)","(26.0, 55.0, 40.625)","(9.0, 13.0, 11.235294117647058)","(15.0, 55.0, 48.099999999999994)","(8.5, 19.5, 18.72222222222222)","(3.2, 4.5, 4.404)"
10-01-2023 16:31:18.134081,"(13.0, 36.0, 33.714285714285715)","(1.7, 1.86, 1.806)","(26.0, 55.0, 40.625)","(9.0, 13.0, 11.235294117647058)","(15.0, 55.0, 48.099999999999994)","(8.5, 19.5, 18.72222222222222)","(3.2, 4.5, 4.444186046511628)"
10-01-2023 16:31:19.207439,"(13.0, 36.0, 33.714285714285715)","(1.7, 1.86, 1.806)","(26.0, 55.0, 40.625)","(9.0, 13.0, 11.235294117647058)","(15.0, 55.0, 48.099999999999994)","(8.5, 19.5, 18.72222222222222)","(3.2, 4.5, 4.444186046511628)"
10-01-2023 16:31:20.561308,"(13.0, 36.0, 33.714285714285715)","(1.7, 1.86, 1.806)","(26.0, 55.0, 40.625)","(9.0, 13.0, 11.235294117647058)","(15.0, 55.0, 48.099999999999994)","(8.5, 19.5, 18.72222222222222)","(3.2, 4.5, 4.444186046511628)"
10-01-2023 16:31:21.554106,"(13.0, 36.0, 33.714285714285715)","(1.7, 1.86, 1.806)","(26.0, 55.0, 40.625)","(9.0, 13.0, 11.235294117647058)","(15.0, 55.0, 48.099999999999994)","(8.5, 19.5, 18.72222222222222)","(3.2, 4.5, 4.444186046511628)"
10-01-2023 16:31:22.663434,"(13.0, 36.0, 33.714285714285715)","(1.7, 1.86, 1.8078260869565217)","(26.0, 55.0, 40.625)","(9.0, 13.0, 11.235294117647058)","(15.0, 55.0, 48.099999999999994)","(8.5, 19.5, 18.72222222222222)","(3.2, 4.5, 4.444186046511628)"
10-01-2023 16:31:23.730506,"(13.0, 36.0, 33.714285714285715)","(1.7, 1.85, 1.8182352941176472)","(26.0, 55.0, 40.625)","(9.0, 13.0, 11.285714285714286)","(15.0, 55.0, 49.888888888888886)","(8.5, 19.5, 18.72222222222222)","(3.2, 4.5, 4.336363636363637)"
10-01-2023 16:31:24.856318,"(13.0, 36.0, 33.714285714285715)","(1.7, 1.85, 1.7552631578947369)","(26.0, 55.0, 40.625)","(9.0, 13.0, 11.285714285714286)","(15.0, 55.0, 49.888888888888886)","(8.5, 19.5, 18.72222222222222)","(3.2, 4.5, 4.3875)"
10-01-2023 16:31:25.913374,"(13.0, 36.0, 33.714285714285715)","(1.7, 1.85, 1.7552631578947369)","(26.0, 55.0, 41.2)","(9.0, 13.0, 11.285714285714286)","(15.0, 55.0, 49.888888888888886)","(8.5, 19.5, 18.72222222222222)","(3.2, 4.5, 4.427272727272727)"
10-01-2023 16:31:26.935413,"(13.0, 36.0, 33.714285714285715)","(1.7, 1.85, 1.791304347826087)","(26.0, 55.0, 41.2)","(9.0, 13.0, 11.285714285714286)","(15.0, 55.0, 49.888888888888886)","(8.5, 19.5, 18.72222222222222)","(3.2, 4.5, 4.427272727272727)"
10-01-2023 16:31:28.042483,"(13.0, 36.0, 33.714285714285715)","(1.7, 1.85, 1.7942857142857143)","(26.0, 55.0, 41.2)","(9.0, 13.0, 11.285714285714286)","(15.0, 55.0, 49.888888888888886)","(8.5, 19.5, 18.72222222222222)","(3.2, 4.5, 4.427272727272727)"
10-01-2023 16:31:29.153463,"(13.0, 36.0, 33.714285714285715)","(1.7, 1.85, 1.7942857142857143)","(26.0, 55.0, 41.2)","(9.0, 13.0, 11.285714285714286)","(15.0, 55.0, 49.888888888888886)","(8.5, 19.5, 18.72222222222222)","(3.2, 4.5, 4.427272727272727)"
10-01-2023 16:31:30.261240,"(13.0, 36.0, 32.8)","(1.7, 1.85, 1.7942857142857143)","(26.0, 55.0, 41.2)","(9.0, 13.0, 11.285714285714286)","(15.0, 55.0, 49.888888888888886)","(8.5, 19.5, 18.72222222222222)","(3.2, 4.5, 4.427272727272727)"
10-01-2023 16:31:31.577839,"(13.0, 36.0, 32.8)","(1.7, 1.85, 1.7934883720930233)","(26.0, 55.0, 41.2)","(9.0, 13.0, 11.285714285714286)","(15.0, 55.0, 49.888888888888886)","(8.5, 19.5, 18.72222222222222)","(3.2, 4.5, 4.427272727272727)"
10-01-2023 16:31:32.658190,"(13.0, 36.0, 32.8)","(1.7, 1.85, 1.7805714285714287)","(26.0, 55.0, 41.2)","(9.0, 13.0, 11.285714285714286)","(15.0, 55.0, 49.888888888888886)","(8.5, 19.5, 18.72222222222222)","(3.2, 4.5, 4.427272727272727)"
10-01-2023 16:31:33.717091,"(13.0, 36.0, 32.8)","(1.7, 1.85, 1.7805714285714287)","(26.0, 55.0, 41.2)","(9.0, 13.0, 11.285714285714286)","(15.0, 55.0, 49.888888888888886)","(8.5, 19.5, 18.72222222222222)","(3.2, 4.5, 4.427272727272727)"
10-01-2023 16:31:34.744419,"(13.0, 36.0, 32.8)","(1.7, 1.85, 1.7805714285714287)","(26.0, 55.0, 41.2)","(9.0, 13.0, 11.285714285714286)","(15.0, 55.0, 49.888888888888886)","(8.5, 19.5, 18.72222222222222)","(3.2, 4.5, 4.427272727272727)"
10-01-2023 16:31:35.784308,"(13.0, 36.0, 32.8)","(1.7, 1.85, 1.7805714285714287)","(26.0, 55.0, 41.2)","(9.0, 13.0, 11.285714285714286)","(15.0, 55.0, 49.888888888888886)","(8.5, 19.5, 18.72222222222222)","(3.2, 4.5, 4.427272727272727)"
10-01-2023 16:31:36.815296,"(13.0, 36.0, 32.8)","(1.7, 1.85, 1.7805714285714287)","(26.0, 55.0, 41.2)","(9.0, 13.0, 11.285714285714286)","(15.0, 55.0, 49.888888888888886)","(8.5, 19.5, 18.72222222222222)","(3.2, 4.5, 4.427272727272727)"
10-01-2023 16:31:37.782560,"(13.0, 36.0, 32.8)","(1.7, 1.85, 1.7805714285714287)","(26.0, 55.0, 41.2)","(9.0, 13.0, 11.285714285714286)","(15.0, 55.0, 49.888888888888886)","(8.5, 19.5, 18.72222222222222)","(3.2, 4.5, 4.427272727272727)"
10-01-2023 16:31:38.832546,"(13.0, 36.0, 32.8)","(1.7, 1.85, 1.7805714285714287)","(26.0, 55.0, 41.2)","(9.0, 13.0, 11.285714285714286)","(15.0, 55.0, 49.888888888888886)","(8.5, 19.5, 18.72222222222222)","(3.2, 4.5, 4.427272727272727)"
10-01-2023 16:31:39.940241,"(13.0, 36.0, 34.22222222222222)","(1.7, 1.85, 1.7805714285714287)","(26.0, 55.0, 41.2)","(9.0, 13.0, 11.285714285714286)","(15.0, 55.0, 49.888888888888886)","(8.5, 19.5, 18.72222222222222)","(3.2, 4.5, 4.427272727272727)"
10-01-2023 16:31:40.975535,"(13.0, 36.0, 34.22222222222222)","(1.7, 1.85, 1.7805714285714287)","(26.0, 55.0, 41.2)","(9.0, 13.0, 11.285714285714286)","(15.0, 55.0, 49.888888888888886)","(8.5, 19.5, 18.72222222222222)","(3.2, 4.5, 4.427272727272727)"
10-01-2023 16:31:42.161861,"(13.0, 36.0, 34.22222222222222)","(1.7, 1.85, 1.7805714285714287)","(26.0, 55.0, 41.2)","(9.0, 13.0, 11.285714285714286)","(15.0, 55.0, 49.888888888888886)","(8.5, 19.5, 19.11111111111111)","(3.2, 4.5, 4.427272727272727)"
10-01-2023 16:31:43.278014,"(13.0, 36.0, 34.22222222222222)","(1.7, 1.85, 1.7805714285714287)","(26.0, 55.0, 41.2)","(9.0, 13.0, 11.285714285714286)","(15.0, 55.0, 49.888888888888886)","(8.5, 20.0, 19.11111111111111)","(3.2, 4.5, 4.427272727272727)"
10-01-2023 16:31:44.289774,"(13.0, 36.0, 34.22222222222222)","(1.7, 1.85, 1.7805714285714287)","(26.0, 55.0, 41.2)","(9.0, 13.0, 11.285714285714286)","(15.0, 55.0, 49.888888888888886)","(8.5, 20.0, 19.11111111111111)","(3.2, 4.5, 4.427272727272727)"
10-01-2023 16:31:45.243521,"(13.0, 36.0, 34.22222222222222)","(1.7, 1.85, 1.7805714285714287)","(26.0, 55.0, 41.2)","(9.0, 13.0, 11.285714285714286)","(15.0, 55.0, 49.888888888888886)","(8.5, 20.0, 19.11111111111111)","(3.2, 4.5, 4.5625)"
10-01-2023 16:31:46.293905,"(13.0, 36.0, 34.22222222222222)","(1.7, 1.85, 1.796)","(26.0, 55.0, 41.2)","(9.0, 13.0, 11.285714285714286)","(15.0, 55.0, 49.888888888888886)","(8.5, 20.0, 19.0625)","(3.2, 4.6, 4.46)"
10-01-2023 16:31:47.279125,"(13.0, 36.0, 34.22222222222222)","(1.7, 1.85, 1.8118181818181818)","(26.0, 55.0, 41.2)","(9.0, 13.0, 11.285714285714286)","(15.0, 55.0, 49.888888888888886)","(8.5, 19.5, 19.0625)","(3.2, 4.7, 4.46)"
10-01-2023 16:31:48.268824,"(13.0, 36.0, 34.22222222222222)","(1.7, 1.85, 1.8118181818181818)","(26.0, 55.0, 41.2)","(9.0, 13.0, 11.285714285714286)","(15.0, 55.0, 49.888888888888886)","(8.5, 19.5, 19.0625)","(3.2, 4.7, 4.46)"
10-01-2023 16:31:49.338061,"(13.0, 36.0, 34.22222222222222)","(1.7, 1.84, 1.7770000000000001)","(26.0, 55.0, 41.2)","(9.0, 13.0, 11.285714285714286)","(15.0, 55.0, 49.888888888888886)","(8.5, 19.5, 19.0625)","(3.2, 4.7, 4.46)"
10-01-2023 16:31:50.295404,"(13.0, 36.0, 34.22222222222222)","(1.7, 1.83, 1.827777777777778)","(26.0, 55.0, 41.2)","(9.0, 13.0, 11.285714285714286)","(15.0, 55.0, 49.888888888888886)","(8.5, 19.5, 19.0625)","(3.2, 4.7, 4.46)"
