,Ziggey,Star Lilly,Sunnie Beach,Rattlin Lilly,Novel Approach,Ryleeorielly,Ourcaribbeancruise,American Dutchess,Diamond Dance Nz,Octavia
201,"[datetime.datetime(2022, 11, 28, 16, 31, 28, 70443), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 16, 31, 28, 70443), 2.8, 5.1]","[datetime.datetime(2022, 11, 28, 16, 31, 28, 70443), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 31, 28, 70443), 1.6, 2.42]","[datetime.datetime(2022, 11, 28, 16, 31, 28, 70443), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 31, 28, 70443), 101.0, 210.0]","[datetime.datetime(2022, 11, 28, 16, 31, 28, 70443), 71.0, 310.0]","[datetime.datetime(2022, 11, 28, 16, 31, 28, 70443), 19.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 31, 28, 70443), 15.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 31, 28, 70443), 101.0, 390.0]"
202,"[datetime.datetime(2022, 11, 28, 16, 31, 29, 329499), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 16, 31, 29, 329499), 2.8, 5.1]","[datetime.datetime(2022, 11, 28, 16, 31, 29, 329499), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 31, 29, 329499), 1.6, 2.42]","[datetime.datetime(2022, 11, 28, 16, 31, 29, 329499), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 31, 29, 329499), 101.0, 210.0]","[datetime.datetime(2022, 11, 28, 16, 31, 29, 329499), 71.0, 310.0]","[datetime.datetime(2022, 11, 28, 16, 31, 29, 329499), 19.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 31, 29, 329499), 15.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 31, 29, 329499), 101.0, 390.0]"
203,"[datetime.datetime(2022, 11, 28, 16, 31, 30, 597381), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 16, 31, 30, 597381), 2.8, 5.1]","[datetime.datetime(2022, 11, 28, 16, 31, 30, 597381), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 31, 30, 597381), 1.6, 2.42]","[datetime.datetime(2022, 11, 28, 16, 31, 30, 597381), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 31, 30, 597381), 101.0, 210.0]","[datetime.datetime(2022, 11, 28, 16, 31, 30, 597381), 71.0, 310.0]","[datetime.datetime(2022, 11, 28, 16, 31, 30, 597381), 19.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 31, 30, 597381), 15.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 31, 30, 597381), 101.0, 390.0]"
204,"[datetime.datetime(2022, 11, 28, 16, 31, 31, 853600), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 16, 31, 31, 853600), 2.8, 5.1]","[datetime.datetime(2022, 11, 28, 16, 31, 31, 853600), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 31, 31, 853600), 1.6, 2.42]","[datetime.datetime(2022, 11, 28, 16, 31, 31, 853600), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 31, 31, 853600), 101.0, 210.0]","[datetime.datetime(2022, 11, 28, 16, 31, 31, 853600), 71.0, 310.0]","[datetime.datetime(2022, 11, 28, 16, 31, 31, 853600), 19.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 31, 31, 853600), 15.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 31, 31, 853600), 101.0, 390.0]"
205,"[datetime.datetime(2022, 11, 28, 16, 31, 33, 145130), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 16, 31, 33, 145130), 2.8, 5.1]","[datetime.datetime(2022, 11, 28, 16, 31, 33, 145130), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 31, 33, 145130), 1.6, 2.42]","[datetime.datetime(2022, 11, 28, 16, 31, 33, 145130), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 31, 33, 145130), 101.0, 210.0]","[datetime.datetime(2022, 11, 28, 16, 31, 33, 145130), 71.0, 310.0]","[datetime.datetime(2022, 11, 28, 16, 31, 33, 145130), 19.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 31, 33, 145130), 15.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 31, 33, 145130), 101.0, 390.0]"
206,"[datetime.datetime(2022, 11, 28, 16, 31, 34, 414259), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 16, 31, 34, 414259), 2.8, 5.1]","[datetime.datetime(2022, 11, 28, 16, 31, 34, 414259), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 31, 34, 414259), 1.6, 2.42]","[datetime.datetime(2022, 11, 28, 16, 31, 34, 414259), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 31, 34, 414259), 101.0, 210.0]","[datetime.datetime(2022, 11, 28, 16, 31, 34, 414259), 71.0, 310.0]","[datetime.datetime(2022, 11, 28, 16, 31, 34, 414259), 19.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 31, 34, 414259), 15.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 31, 34, 414259), 101.0, 390.0]"
207,"[datetime.datetime(2022, 11, 28, 16, 31, 35, 690866), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 16, 31, 35, 690866), 2.8, 5.1]","[datetime.datetime(2022, 11, 28, 16, 31, 35, 690866), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 31, 35, 690866), 1.6, 2.42]","[datetime.datetime(2022, 11, 28, 16, 31, 35, 690866), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 31, 35, 690866), 101.0, 210.0]","[datetime.datetime(2022, 11, 28, 16, 31, 35, 690866), 71.0, 310.0]","[datetime.datetime(2022, 11, 28, 16, 31, 35, 690866), 19.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 31, 35, 690866), 15.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 31, 35, 690866), 101.0, 390.0]"
208,"[datetime.datetime(2022, 11, 28, 16, 31, 36, 960921), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 16, 31, 36, 960921), 2.8, 5.1]","[datetime.datetime(2022, 11, 28, 16, 31, 36, 960921), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 31, 36, 960921), 1.6, 2.42]","[datetime.datetime(2022, 11, 28, 16, 31, 36, 960921), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 31, 36, 960921), 101.0, 210.0]","[datetime.datetime(2022, 11, 28, 16, 31, 36, 960921), 71.0, 310.0]","[datetime.datetime(2022, 11, 28, 16, 31, 36, 960921), 19.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 31, 36, 960921), 15.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 31, 36, 960921), 101.0, 390.0]"
209,"[datetime.datetime(2022, 11, 28, 16, 31, 38, 218000), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 16, 31, 38, 218000), 2.8, 5.1]","[datetime.datetime(2022, 11, 28, 16, 31, 38, 218000), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 31, 38, 218000), 1.6, 2.42]","[datetime.datetime(2022, 11, 28, 16, 31, 38, 218000), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 31, 38, 218000), 101.0, 210.0]","[datetime.datetime(2022, 11, 28, 16, 31, 38, 218000), 71.0, 310.0]","[datetime.datetime(2022, 11, 28, 16, 31, 38, 218000), 19.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 31, 38, 218000), 15.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 31, 38, 218000), 101.0, 390.0]"
210,"[datetime.datetime(2022, 11, 28, 16, 31, 39, 503426), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 16, 31, 39, 503426), 2.8, 5.1]","[datetime.datetime(2022, 11, 28, 16, 31, 39, 503426), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 31, 39, 503426), 1.6, 2.42]","[datetime.datetime(2022, 11, 28, 16, 31, 39, 503426), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 31, 39, 503426), 101.0, 210.0]","[datetime.datetime(2022, 11, 28, 16, 31, 39, 503426), 71.0, 310.0]","[datetime.datetime(2022, 11, 28, 16, 31, 39, 503426), 19.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 31, 39, 503426), 15.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 31, 39, 503426), 101.0, 390.0]"
211,"[datetime.datetime(2022, 11, 28, 16, 31, 40, 767892), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 16, 31, 40, 767892), 2.8, 5.1]","[datetime.datetime(2022, 11, 28, 16, 31, 40, 767892), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 31, 40, 767892), 1.6, 2.42]","[datetime.datetime(2022, 11, 28, 16, 31, 40, 767892), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 31, 40, 767892), 101.0, 210.0]","[datetime.datetime(2022, 11, 28, 16, 31, 40, 767892), 71.0, 310.0]","[datetime.datetime(2022, 11, 28, 16, 31, 40, 767892), 19.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 31, 40, 767892), 15.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 31, 40, 767892), 101.0, 390.0]"
212,"[datetime.datetime(2022, 11, 28, 16, 31, 42, 44606), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 16, 31, 42, 44606), 2.8, 5.1]","[datetime.datetime(2022, 11, 28, 16, 31, 42, 44606), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 31, 42, 44606), 1.6, 2.42]","[datetime.datetime(2022, 11, 28, 16, 31, 42, 44606), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 31, 42, 44606), 101.0, 210.0]","[datetime.datetime(2022, 11, 28, 16, 31, 42, 44606), 71.0, 310.0]","[datetime.datetime(2022, 11, 28, 16, 31, 42, 44606), 19.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 31, 42, 44606), 15.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 31, 42, 44606), 101.0, 390.0]"
213,"[datetime.datetime(2022, 11, 28, 16, 31, 43, 310984), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 16, 31, 43, 310984), 2.8, 5.1]","[datetime.datetime(2022, 11, 28, 16, 31, 43, 310984), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 31, 43, 310984), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 16, 31, 43, 310984), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 31, 43, 310984), 101.0, 210.0]","[datetime.datetime(2022, 11, 28, 16, 31, 43, 310984), 71.0, 310.0]","[datetime.datetime(2022, 11, 28, 16, 31, 43, 310984), 19.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 31, 43, 310984), 15.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 31, 43, 310984), 101.0, 390.0]"
214,"[datetime.datetime(2022, 11, 28, 16, 31, 44, 584109), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 16, 31, 44, 584109), 2.8, 5.1]","[datetime.datetime(2022, 11, 28, 16, 31, 44, 584109), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 31, 44, 584109), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 16, 31, 44, 584109), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 31, 44, 584109), 101.0, 210.0]","[datetime.datetime(2022, 11, 28, 16, 31, 44, 584109), 71.0, 310.0]","[datetime.datetime(2022, 11, 28, 16, 31, 44, 584109), 19.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 31, 44, 584109), 15.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 31, 44, 584109), 101.0, 390.0]"
215,"[datetime.datetime(2022, 11, 28, 16, 31, 45, 847553), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 16, 31, 45, 847553), 2.8, 5.1]","[datetime.datetime(2022, 11, 28, 16, 31, 45, 847553), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 31, 45, 847553), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 16, 31, 45, 847553), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 31, 45, 847553), 101.0, 210.0]","[datetime.datetime(2022, 11, 28, 16, 31, 45, 847553), 71.0, 310.0]","[datetime.datetime(2022, 11, 28, 16, 31, 45, 847553), 19.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 31, 45, 847553), 15.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 31, 45, 847553), 101.0, 390.0]"
216,"[datetime.datetime(2022, 11, 28, 16, 31, 47, 160542), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 16, 31, 47, 160542), 2.8, 5.1]","[datetime.datetime(2022, 11, 28, 16, 31, 47, 160542), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 31, 47, 160542), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 16, 31, 47, 160542), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 31, 47, 160542), 101.0, 210.0]","[datetime.datetime(2022, 11, 28, 16, 31, 47, 160542), 71.0, 310.0]","[datetime.datetime(2022, 11, 28, 16, 31, 47, 160542), 19.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 31, 47, 160542), 15.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 31, 47, 160542), 101.0, 390.0]"
217,"[datetime.datetime(2022, 11, 28, 16, 31, 48, 426549), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 16, 31, 48, 426549), 2.8, 5.1]","[datetime.datetime(2022, 11, 28, 16, 31, 48, 426549), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 31, 48, 426549), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 16, 31, 48, 426549), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 31, 48, 426549), 101.0, 210.0]","[datetime.datetime(2022, 11, 28, 16, 31, 48, 426549), 71.0, 310.0]","[datetime.datetime(2022, 11, 28, 16, 31, 48, 426549), 19.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 31, 48, 426549), 15.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 31, 48, 426549), 101.0, 390.0]"
218,"[datetime.datetime(2022, 11, 28, 16, 31, 49, 699001), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 16, 31, 49, 699001), 2.8, 5.1]","[datetime.datetime(2022, 11, 28, 16, 31, 49, 699001), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 31, 49, 699001), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 16, 31, 49, 699001), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 31, 49, 699001), 101.0, 210.0]","[datetime.datetime(2022, 11, 28, 16, 31, 49, 699996), 71.0, 310.0]","[datetime.datetime(2022, 11, 28, 16, 31, 49, 699996), 19.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 31, 49, 699996), 15.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 31, 49, 699996), 101.0, 390.0]"
219,"[datetime.datetime(2022, 11, 28, 16, 31, 50, 956151), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 16, 31, 50, 956151), 2.8, 5.1]","[datetime.datetime(2022, 11, 28, 16, 31, 50, 956151), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 31, 50, 956151), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 16, 31, 50, 956151), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 31, 50, 956151), 101.0, 210.0]","[datetime.datetime(2022, 11, 28, 16, 31, 50, 956151), 71.0, 310.0]","[datetime.datetime(2022, 11, 28, 16, 31, 50, 956151), 19.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 31, 50, 956151), 15.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 31, 50, 956151), 101.0, 390.0]"
220,"[datetime.datetime(2022, 11, 28, 16, 31, 52, 217305), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 16, 31, 52, 217305), 2.8, 5.1]","[datetime.datetime(2022, 11, 28, 16, 31, 52, 217305), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 31, 52, 217305), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 16, 31, 52, 217305), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 31, 52, 217305), 101.0, 210.0]","[datetime.datetime(2022, 11, 28, 16, 31, 52, 217305), 71.0, 310.0]","[datetime.datetime(2022, 11, 28, 16, 31, 52, 217305), 19.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 31, 52, 217305), 15.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 31, 52, 217305), 101.0, 390.0]"
221,"[datetime.datetime(2022, 11, 28, 16, 31, 53, 474208), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 16, 31, 53, 474208), 2.8, 5.1]","[datetime.datetime(2022, 11, 28, 16, 31, 53, 474208), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 31, 53, 474208), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 16, 31, 53, 474208), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 31, 53, 474208), 101.0, 210.0]","[datetime.datetime(2022, 11, 28, 16, 31, 53, 474208), 71.0, 310.0]","[datetime.datetime(2022, 11, 28, 16, 31, 53, 474208), 19.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 31, 53, 474208), 15.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 31, 53, 474208), 101.0, 390.0]"
222,"[datetime.datetime(2022, 11, 28, 16, 31, 54, 735464), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 16, 31, 54, 735464), 2.8, 5.1]","[datetime.datetime(2022, 11, 28, 16, 31, 54, 735464), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 31, 54, 735464), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 16, 31, 54, 735464), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 31, 54, 735464), 101.0, 210.0]","[datetime.datetime(2022, 11, 28, 16, 31, 54, 735464), 71.0, 310.0]","[datetime.datetime(2022, 11, 28, 16, 31, 54, 735464), 19.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 31, 54, 735464), 15.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 31, 54, 735464), 101.0, 390.0]"
223,"[datetime.datetime(2022, 11, 28, 16, 31, 55, 983377), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 16, 31, 55, 983377), 2.8, 5.1]","[datetime.datetime(2022, 11, 28, 16, 31, 55, 983377), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 31, 55, 983377), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 16, 31, 55, 983377), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 31, 55, 983377), 101.0, 210.0]","[datetime.datetime(2022, 11, 28, 16, 31, 55, 983377), 71.0, 310.0]","[datetime.datetime(2022, 11, 28, 16, 31, 55, 983377), 19.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 31, 55, 983377), 15.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 31, 55, 983377), 101.0, 390.0]"
224,"[datetime.datetime(2022, 11, 28, 16, 31, 57, 247383), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 16, 31, 57, 247383), 2.8, 5.1]","[datetime.datetime(2022, 11, 28, 16, 31, 57, 247383), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 31, 57, 247383), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 16, 31, 57, 247383), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 31, 57, 247383), 101.0, 210.0]","[datetime.datetime(2022, 11, 28, 16, 31, 57, 247383), 71.0, 310.0]","[datetime.datetime(2022, 11, 28, 16, 31, 57, 247383), 19.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 31, 57, 247383), 15.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 31, 57, 247383), 101.0, 390.0]"
225,"[datetime.datetime(2022, 11, 28, 16, 31, 58, 510044), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 16, 31, 58, 510044), 2.8, 5.1]","[datetime.datetime(2022, 11, 28, 16, 31, 58, 510044), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 31, 58, 510044), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 16, 31, 58, 510044), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 31, 58, 510044), 101.0, 210.0]","[datetime.datetime(2022, 11, 28, 16, 31, 58, 510044), 71.0, 310.0]","[datetime.datetime(2022, 11, 28, 16, 31, 58, 510044), 19.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 31, 58, 510044), 15.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 31, 58, 510044), 101.0, 390.0]"
226,"[datetime.datetime(2022, 11, 28, 16, 31, 59, 753083), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 16, 31, 59, 753083), 2.8, 5.1]","[datetime.datetime(2022, 11, 28, 16, 31, 59, 753083), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 31, 59, 753083), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 16, 31, 59, 753083), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 31, 59, 753083), 101.0, 210.0]","[datetime.datetime(2022, 11, 28, 16, 31, 59, 753083), 71.0, 310.0]","[datetime.datetime(2022, 11, 28, 16, 31, 59, 753083), 19.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 31, 59, 753083), 15.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 31, 59, 753083), 101.0, 390.0]"
227,"[datetime.datetime(2022, 11, 28, 16, 32, 1, 11033), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 16, 32, 1, 11033), 2.8, 5.1]","[datetime.datetime(2022, 11, 28, 16, 32, 1, 11033), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 32, 1, 11033), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 16, 32, 1, 11033), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 32, 1, 11033), 101.0, 210.0]","[datetime.datetime(2022, 11, 28, 16, 32, 1, 11033), 71.0, 310.0]","[datetime.datetime(2022, 11, 28, 16, 32, 1, 11033), 19.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 32, 1, 11033), 15.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 32, 1, 11033), 101.0, 390.0]"
228,"[datetime.datetime(2022, 11, 28, 16, 32, 2, 484412), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 16, 32, 2, 484412), 2.8, 5.1]","[datetime.datetime(2022, 11, 28, 16, 32, 2, 484412), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 32, 2, 484412), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 16, 32, 2, 484412), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 32, 2, 484412), 101.0, 210.0]","[datetime.datetime(2022, 11, 28, 16, 32, 2, 484412), 71.0, 310.0]","[datetime.datetime(2022, 11, 28, 16, 32, 2, 484412), 19.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 32, 2, 484412), 15.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 32, 2, 484412), 101.0, 390.0]"
229,"[datetime.datetime(2022, 11, 28, 16, 32, 3, 898984), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 16, 32, 3, 898984), 2.8, 5.1]","[datetime.datetime(2022, 11, 28, 16, 32, 3, 898984), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 32, 3, 898984), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 16, 32, 3, 898984), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 32, 3, 898984), 101.0, 210.0]","[datetime.datetime(2022, 11, 28, 16, 32, 3, 898984), 71.0, 310.0]","[datetime.datetime(2022, 11, 28, 16, 32, 3, 898984), 19.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 32, 3, 898984), 15.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 32, 3, 898984), 101.0, 390.0]"
230,"[datetime.datetime(2022, 11, 28, 16, 32, 5, 210286), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 16, 32, 5, 210286), 2.8, 5.1]","[datetime.datetime(2022, 11, 28, 16, 32, 5, 210286), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 32, 5, 210286), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 16, 32, 5, 210286), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 32, 5, 210286), 101.0, 210.0]","[datetime.datetime(2022, 11, 28, 16, 32, 5, 210286), 71.0, 310.0]","[datetime.datetime(2022, 11, 28, 16, 32, 5, 210286), 19.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 32, 5, 210286), 15.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 32, 5, 210286), 101.0, 390.0]"
231,"[datetime.datetime(2022, 11, 28, 16, 32, 6, 500410), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 16, 32, 6, 500410), 2.8, 5.1]","[datetime.datetime(2022, 11, 28, 16, 32, 6, 500410), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 32, 6, 500410), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 16, 32, 6, 500410), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 32, 6, 500410), 101.0, 210.0]","[datetime.datetime(2022, 11, 28, 16, 32, 6, 500410), 71.0, 310.0]","[datetime.datetime(2022, 11, 28, 16, 32, 6, 500410), 19.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 32, 6, 500410), 15.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 32, 6, 500410), 101.0, 390.0]"
232,"[datetime.datetime(2022, 11, 28, 16, 32, 7, 817384), 31.0, 100.0]","[datetime.datetime(2022, 11, 28, 16, 32, 7, 818380), 2.8, 5.1]","[datetime.datetime(2022, 11, 28, 16, 32, 7, 818380), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 16, 32, 7, 818380), 1.6, 2.4]","[datetime.datetime(2022, 11, 28, 16, 32, 7, 818380), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 32, 7, 818380), 101.0, 210.0]","[datetime.datetime(2022, 11, 28, 16, 32, 7, 818380), 71.0, 310.0]","[datetime.datetime(2022, 11, 28, 16, 32, 7, 818380), 19.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 32, 7, 818380), 15.0, 99999]","[datetime.datetime(2022, 11, 28, 16, 32, 7, 818380), 101.0, 390.0]"
