,Cruising Cloe,Major Sentence,Pandorica,Zipping Diesel,Wichita Bale,Air Race Ace,Jaggers Lady,Irongate
04-01-2023 15:05:05.227465,"(3.2, 4.4, 3.48125)","(31.0, 95.0, 47.75)","(8.0, 13.5, 9.84)","(4.4, 6.6, 5.449999999999999)","(11.0, 22.0, 14.5)","(8.0, 15.0, 11.142857142857142)","(2.8, 3.6, 3.476)","(20.0, 120.0, 87.5)"
04-01-2023 15:05:06.362871,"(3.2, 4.4, 3.48125)","(31.0, 95.0, 47.75)","(8.0, 14.0, 9.5)","(4.4, 6.6, 6.2333333333333325)","(11.0, 22.0, 18.4375)","(8.0, 15.0, 11.142857142857142)","(2.8, 3.6, 3.476)","(20.0, 120.0, 90.0)"
04-01-2023 15:05:07.391525,"(3.2, 4.4, 3.816666666666667)","(31.0, 95.0, 47.75)","(8.0, 13.0, 9.5)","(4.4, 6.6, 6.2333333333333325)","(11.0, 22.0, 15.25)","(8.0, 15.0, 11.142857142857142)","(2.8, 3.6, 3.476)","(20.0, 120.0, 70.0)"
04-01-2023 15:05:08.424029,"(3.2, 4.4, 3.9625000000000004)","(31.0, 95.0, 51.42857142857143)","(8.0, 13.0, 9.5)","(4.4, 6.6, 6.38)","(11.0, 22.0, 15.25)","(8.0, 15.0, 11.142857142857142)","(2.8, 3.6, 3.476)","(20.0, 120.0, 70.0)"
04-01-2023 15:05:09.467649,"(3.2, 4.4, 3.9625000000000004)","(31.0, 95.0, 51.42857142857143)","(8.0, 13.0, 9.5)","(4.4, 6.6, 6.38)","(11.0, 22.0, 15.25)","(8.0, 15.0, 11.142857142857142)","(2.8, 3.6, 3.476)","(20.0, 120.0, 70.0)"
04-01-2023 15:05:10.542341,"(3.2, 4.4, 3.9625000000000004)","(31.0, 95.0, 51.42857142857143)","(8.0, 13.0, 9.5)","(4.4, 6.6, 6.38)","(11.0, 22.0, 15.25)","(8.0, 15.0, 11.142857142857142)","(2.8, 3.6, 3.476)","(20.0, 120.0, 70.0)"
04-01-2023 15:05:11.566009,"(3.2, 4.4, 3.9625000000000004)","(31.0, 95.0, 39.93333333333333)","(8.0, 13.0, 9.5)","(4.4, 6.6, 5.55)","(11.0, 22.0, 16.6)","(8.0, 15.0, 12.5)","(2.8, 3.6, 3.476)","(20.0, 120.0, 70.0)"
04-01-2023 15:05:12.624128,"(3.2, 4.4, 3.56875)","(31.0, 95.0, 39.93333333333333)","(8.0, 13.0, 9.146666666666667)","(4.4, 6.6, 6.425)","(11.0, 22.0, 16.6)","(8.0, 15.0, 12.5)","(2.8, 3.6, 3.476)","(20.0, 120.0, 70.0)"
04-01-2023 15:05:13.683891,"(3.2, 4.4, 3.56875)","(31.0, 95.0, 39.6875)","(8.0, 14.0, 9.146666666666667)","(4.4, 6.6, 6.3999999999999995)","(11.0, 22.0, 19.68181818181818)","(8.0, 15.0, 11.142857142857142)","(2.8, 3.6, 3.17)","(20.0, 120.0, 70.0)"
04-01-2023 15:05:14.789533,"(3.2, 4.4, 3.9800000000000004)","(31.0, 95.0, 39.6875)","(8.0, 13.5, 9.322222222222223)","(4.4, 6.6, 6.418181818181818)","(11.0, 22.0, 20.178571428571427)","(8.0, 15.0, 11.142857142857142)","(2.8, 3.55, 3.17)","(20.0, 120.0, 70.0)"
04-01-2023 15:05:15.842039,"(3.2, 4.5, 4.388888888888889)","(31.0, 95.0, 39.6875)","(8.0, 13.5, 9.322222222222223)","(4.4, 6.6, 6.418181818181818)","(11.0, 22.0, 16.0)","(8.0, 15.0, 11.142857142857142)","(2.8, 3.55, 3.17)","(20.0, 120.0, 70.0)"
04-01-2023 15:05:16.959552,"(3.2, 4.7, 4.125)","(31.0, 95.0, 39.6875)","(8.0, 13.5, 9.322222222222223)","(4.4, 6.6, 6.427272727272727)","(11.0, 22.0, 16.0)","(8.0, 15.0, 11.142857142857142)","(2.8, 3.55, 3.17)","(20.0, 120.0, 70.0)"
04-01-2023 15:05:18.130833,"(3.2, 5.0, 4.95)","(31.0, 95.0, 39.6875)","(8.0, 13.5, 9.076470588235296)","(4.4, 6.6, 6.453846153846154)","(11.0, 22.0, 16.0)","(8.0, 15.0, 11.142857142857142)","(2.8, 3.55, 3.17)","(20.0, 120.0, 70.0)"
04-01-2023 15:05:19.344530,"(3.2, 5.0, 4.951666666666666)","(31.0, 95.0, 39.6875)","(8.0, 13.5, 9.076470588235296)","(4.4, 6.6, 6.453846153846154)","(11.0, 22.0, 16.0)","(8.0, 15.0, 11.142857142857142)","(2.8, 3.55, 3.17)","(20.0, 120.0, 70.0)"
04-01-2023 15:05:20.509437,"(3.2, 5.0, 4.951666666666666)","(31.0, 95.0, 39.6875)","(8.0, 13.5, 9.076470588235296)","(4.4, 6.6, 6.42)","(11.0, 22.0, 19.954545454545453)","(8.0, 15.0, 11.142857142857142)","(2.8, 3.55, 3.169090909090909)","(20.0, 120.0, 70.0)"
04-01-2023 15:05:21.587903,"(3.2, 5.0, 4.959090909090909)","(31.0, 95.0, 39.6875)","(8.0, 13.0, 9.5)","(4.4, 6.6, 6.42)","(11.0, 22.0, 19.954545454545453)","(8.0, 15.0, 11.142857142857142)","(2.8, 3.5, 3.169090909090909)","(20.0, 120.0, 70.0)"
04-01-2023 15:05:22.689401,"(3.2, 5.0, 4.959090909090909)","(31.0, 95.0, 39.6875)","(8.0, 13.0, 9.5)","(4.4, 6.6, 5.536363636363636)","(11.0, 22.0, 19.954545454545453)","(8.0, 15.0, 11.142857142857142)","(2.8, 3.5, 3.169090909090909)","(20.0, 120.0, 70.0)"
04-01-2023 15:05:23.767354,"(3.2, 5.0, 4.654651162790698)","(31.0, 95.0, 39.6875)","(8.0, 13.0, 9.5)","(4.4, 6.4, 5.4)","(11.0, 22.0, 19.954545454545453)","(8.0, 15.0, 11.142857142857142)","(2.8, 3.5, 3.169090909090909)","(20.0, 120.0, 90.0)"
04-01-2023 15:05:24.903983,"(3.2, 5.0, 4.4021739130434785)","(31.0, 95.0, 39.6875)","(8.0, 13.0, 9.5)","(4.4, 6.4, 5.4)","(11.0, 22.0, 19.73076923076923)","(8.0, 15.0, 11.285714285714286)","(2.8, 3.5, 3.169090909090909)","(20.0, 120.0, 90.0)"
04-01-2023 15:05:25.960796,"(3.2, 5.0, 3.9)","(31.0, 95.0, 41.36363636363636)","(8.0, 13.0, 9.5)","(4.4, 6.4, 5.4)","(11.0, 23.0, 19.73076923076923)","(8.0, 16.0, 11.75)","(2.8, 3.5, 3.169090909090909)","(20.0, 120.0, 90.0)"
04-01-2023 15:05:27.040678,"(3.2, 5.0, 3.971428571428571)","(31.0, 95.0, 41.36363636363636)","(8.0, 13.0, 9.5)","(4.4, 6.4, 5.4)","(11.0, 23.0, 17.6875)","(8.0, 15.5, 11.75)","(2.8, 3.5, 3.3266666666666667)","(20.0, 120.0, 90.0)"
04-01-2023 15:05:28.157089,"(3.2, 5.0, 4.372727272727273)","(31.0, 95.0, 41.36363636363636)","(8.0, 14.0, 11.4)","(4.4, 6.4, 5.136842105263158)","(11.0, 23.0, 17.6875)","(8.0, 15.5, 11.75)","(2.8, 3.5, 3.150909090909091)","(20.0, 120.0, 90.0)"
04-01-2023 15:05:29.224522,"(3.2, 5.0, 4.54)","(31.0, 95.0, 41.36363636363636)","(8.0, 13.0, 9.5)","(4.4, 6.4, 5.4625)","(11.0, 23.0, 19.923076923076923)","(8.0, 15.5, 11.75)","(2.8, 3.45, 3.150909090909091)","(20.0, 120.0, 90.0)"
04-01-2023 15:05:30.345304,"(3.2, 5.0, 4.56875)","(31.0, 95.0, 41.36363636363636)","(8.0, 13.0, 9.333333333333332)","(4.4, 6.4, 5.4625)","(11.0, 23.0, 19.923076923076923)","(8.0, 15.5, 11.75)","(2.8, 3.45, 3.150909090909091)","(20.0, 120.0, 90.0)"
04-01-2023 15:05:31.525092,"(3.2, 5.0, 4.56875)","(31.0, 95.0, 41.36363636363636)","(8.0, 13.0, 10.8)","(4.4, 6.4, 5.4625)","(11.0, 23.0, 19.923076923076923)","(8.0, 15.5, 11.75)","(2.8, 3.45, 3.150909090909091)","(20.0, 120.0, 90.0)"
04-01-2023 15:05:32.580244,"(3.2, 5.0, 4.56875)","(31.0, 95.0, 41.36363636363636)","(8.0, 13.0, 10.8)","(4.4, 6.4, 5.4625)","(11.0, 23.0, 19.923076923076923)","(8.0, 15.5, 11.75)","(2.8, 3.45, 3.150909090909091)","(20.0, 120.0, 90.0)"
04-01-2023 15:05:33.714689,"(3.2, 5.0, 4.56875)","(31.0, 95.0, 41.36363636363636)","(8.0, 13.0, 10.8)","(4.4, 6.4, 5.4625)","(11.0, 23.0, 18.0)","(8.0, 15.5, 11.75)","(2.8, 3.45, 3.2933333333333334)","(20.0, 120.0, 90.0)"
04-01-2023 15:05:34.897481,"(3.2, 5.0, 4.372727272727273)","(31.0, 95.0, 41.36363636363636)","(8.0, 13.5, 10.233333333333333)","(4.4, 6.4, 5.525)","(11.0, 23.0, 20.115384615384613)","(8.0, 15.5, 11.75)","(2.8, 3.45, 3.132727272727273)","(20.0, 120.0, 90.0)"
04-01-2023 15:05:36.081528,"(3.2, 5.0, 4.56)","(31.0, 95.0, 41.36363636363636)","(8.0, 13.5, 9.390322580645162)","(4.4, 6.4, 5.525)","(11.0, 23.0, 20.115384615384613)","(8.0, 15.5, 11.75)","(2.8, 3.4, 3.132727272727273)","(20.0, 120.0, 90.0)"
04-01-2023 15:05:37.239372,"(3.2, 5.0, 4.56)","(31.0, 95.0, 41.36363636363636)","(8.0, 13.5, 9.390322580645162)","(4.4, 6.4, 5.525)","(11.0, 23.0, 20.115384615384613)","(8.0, 15.5, 11.75)","(2.8, 3.4, 3.132727272727273)","(20.0, 120.0, 90.0)"
04-01-2023 15:05:38.415341,"(3.2, 5.0, 4.56)","(31.0, 95.0, 41.36363636363636)","(8.0, 13.5, 9.390322580645162)","(4.4, 6.4, 5.525)","(11.0, 23.0, 20.115384615384613)","(8.0, 15.5, 11.75)","(2.8, 3.4, 3.132727272727273)","(20.0, 120.0, 90.0)"
04-01-2023 15:05:39.628476,"(3.2, 5.0, 4.56)","(31.0, 95.0, 41.36363636363636)","(8.0, 13.5, 9.390322580645162)","(4.4, 6.4, 5.525)","(11.0, 23.0, 20.115384615384613)","(8.0, 15.5, 11.75)","(2.8, 3.4, 3.132727272727273)","(20.0, 120.0, 90.0)"
04-01-2023 15:05:40.751071,"(3.2, 5.0, 4.56)","(31.0, 95.0, 41.36363636363636)","(8.0, 13.5, 9.390322580645162)","(4.4, 6.4, 5.294736842105263)","(11.0, 23.0, 20.375)","(8.0, 15.5, 10.857142857142858)","(2.8, 3.4, 3.26)","(20.0, 120.0, 90.0)"
04-01-2023 15:05:41.842900,"(3.2, 5.0, 4.34)","(31.0, 95.0, 41.36363636363636)","(8.0, 13.5, 10.8)","(4.4, 6.4, 5.425)","(11.0, 22.0, 21.333333333333332)","(8.0, 15.5, 10.857142857142858)","(2.8, 3.4, 3.00875)","(20.0, 120.0, 90.0)"
04-01-2023 15:05:43.009363,"(3.2, 5.0, 4.58)","(31.0, 95.0, 41.36363636363636)","(8.0, 13.0, 10.8)","(4.4, 6.4, 5.425)","(11.0, 22.0, 21.333333333333332)","(8.0, 15.5, 10.857142857142858)","(2.8, 3.35, 3.00875)","(20.0, 120.0, 90.0)"
04-01-2023 15:05:44.160548,"(3.2, 5.0, 4.60625)","(31.0, 95.0, 41.36363636363636)","(8.0, 13.0, 10.8)","(4.4, 6.4, 5.425)","(11.0, 22.0, 21.333333333333332)","(8.0, 15.5, 10.857142857142858)","(2.8, 3.35, 3.00875)","(20.0, 120.0, 90.0)"
04-01-2023 15:05:45.291558,"(3.2, 5.0, 4.60625)","(31.0, 95.0, 41.36363636363636)","(8.0, 13.0, 10.8)","(4.4, 6.4, 5.425)","(11.0, 22.0, 21.333333333333332)","(8.0, 15.5, 10.857142857142858)","(2.8, 3.35, 3.00875)","(20.0, 120.0, 90.0)"
04-01-2023 15:05:46.413374,"(3.2, 5.0, 4.60625)","(31.0, 95.0, 41.36363636363636)","(8.0, 13.0, 10.8)","(4.4, 6.4, 5.425)","(11.0, 22.0, 21.333333333333332)","(8.0, 15.5, 10.857142857142858)","(2.8, 3.35, 3.00875)","(20.0, 120.0, 90.0)"
04-01-2023 15:05:47.643809,"(3.2, 5.0, 4.60625)","(31.0, 95.0, 41.36363636363636)","(8.0, 13.0, 10.13125)","(4.4, 6.4, 5.136842105263158)","(11.0, 22.0, 20.5)","(8.0, 15.5, 10.857142857142858)","(2.8, 3.35, 3.09)","(20.0, 120.0, 90.0)"
04-01-2023 15:05:48.838182,"(3.2, 5.0, 4.427272727272728)","(31.0, 95.0, 45.833333333333336)","(8.0, 13.5, 10.8)","(4.4, 6.4, 5.4625)","(11.0, 22.0, 21.38888888888889)","(8.0, 15.5, 10.857142857142858)","(2.8, 3.35, 2.9914285714285715)","(20.0, 120.0, 68.33333333333333)"
04-01-2023 15:05:49.934353,"(3.2, 5.0, 4.6)","(31.0, 95.0, 45.833333333333336)","(8.0, 13.0, 10.8)","(4.4, 6.4, 5.4625)","(11.0, 22.0, 21.38888888888889)","(8.0, 15.5, 10.857142857142858)","(2.8, 3.3, 2.9914285714285715)","(20.0, 110.0, 68.33333333333333)"
04-01-2023 15:05:51.079250,"(3.2, 5.0, 4.6)","(31.0, 95.0, 45.833333333333336)","(8.0, 13.0, 11.384615384615385)","(4.4, 6.4, 5.4625)","(11.0, 22.0, 21.38888888888889)","(8.0, 15.5, 10.857142857142858)","(2.8, 3.3, 2.9914285714285715)","(20.0, 110.0, 68.33333333333333)"
04-01-2023 15:05:52.433963,"(3.2, 5.0, 4.6)","(31.0, 95.0, 45.833333333333336)","(8.0, 13.0, 11.384615384615385)","(4.4, 6.4, 5.4625)","(11.0, 22.0, 21.38888888888889)","(8.0, 15.5, 10.857142857142858)","(2.8, 3.3, 2.9914285714285715)","(20.0, 110.0, 68.33333333333333)"
04-01-2023 15:05:53.472892,"(3.2, 5.0, 4.6)","(31.0, 95.0, 45.833333333333336)","(8.0, 13.0, 11.384615384615385)","(4.4, 6.4, 5.4625)","(11.0, 22.0, 21.38888888888889)","(8.0, 15.5, 10.857142857142858)","(2.8, 3.3, 2.9914285714285715)","(20.0, 110.0, 68.33333333333333)"
04-01-2023 15:05:54.690739,"(3.2, 5.0, 4.6)","(31.0, 95.0, 45.833333333333336)","(8.0, 13.0, 11.384615384615385)","(4.4, 6.4, 5.4625)","(11.0, 22.0, 20.625)","(8.0, 15.5, 10.875)","(2.8, 3.3, 3.12)","(20.0, 110.0, 68.33333333333333)"
04-01-2023 15:05:55.968327,"(3.2, 5.0, 4.4)","(31.0, 95.0, 45.833333333333336)","(8.0, 13.5, 11.384615384615385)","(4.4, 6.4, 5.35)","(11.0, 22.0, 21.444444444444443)","(8.0, 13.5, 10.875)","(2.8, 3.3, 2.9916666666666667)","(20.0, 110.0, 68.33333333333333)"
04-01-2023 15:05:57.156156,"(3.2, 5.0, 4.64)","(31.0, 95.0, 45.833333333333336)","(8.0, 13.0, 11.384615384615385)","(4.4, 6.4, 5.35)","(11.0, 22.0, 21.444444444444443)","(8.0, 13.5, 10.875)","(2.8, 3.25, 2.97875)","(20.0, 110.0, 68.33333333333333)"
04-01-2023 15:05:58.326807,"(3.2, 5.0, 4.64)","(31.0, 95.0, 45.833333333333336)","(8.0, 13.0, 11.384615384615385)","(4.4, 6.4, 5.35)","(11.0, 22.0, 21.444444444444443)","(8.0, 13.5, 10.875)","(2.8, 3.25, 2.97875)","(20.0, 110.0, 68.33333333333333)"
04-01-2023 15:05:59.474104,"(3.2, 5.0, 4.64)","(31.0, 95.0, 45.833333333333336)","(8.0, 13.0, 11.384615384615385)","(4.4, 6.4, 5.35)","(11.0, 22.0, 21.444444444444443)","(8.0, 13.5, 10.875)","(2.8, 3.25, 2.97875)","(20.0, 110.0, 68.33333333333333)"
04-01-2023 15:06:00.770475,"(3.2, 5.0, 4.64)","(31.0, 95.0, 45.833333333333336)","(8.0, 13.0, 11.384615384615385)","(4.4, 6.4, 5.35)","(11.0, 22.0, 21.444444444444443)","(8.0, 13.5, 10.875)","(2.8, 3.25, 2.97875)","(20.0, 110.0, 68.33333333333333)"
04-01-2023 15:06:02.053846,"(3.2, 5.0, 4.64)","(31.0, 95.0, 45.833333333333336)","(8.0, 13.0, 11.490909090909092)","(4.4, 6.4, 5.4714285714285715)","(11.0, 22.0, 19.5)","(8.0, 13.5, 10.875)","(2.8, 3.25, 3.0433333333333334)","(20.0, 110.0, 74.28571428571429)"
04-01-2023 15:06:03.325274,"(3.2, 5.0, 4.46)","(31.0, 85.0, 48.25)","(8.0, 12.5, 10.541176470588235)","(4.4, 6.4, 5.75)","(11.0, 21.0, 19.95)","(8.0, 13.5, 11.59090909090909)","(2.8, 3.25, 2.9833333333333334)","(20.0, 110.0, 74.28571428571429)"
04-01-2023 15:06:04.559528,"(3.2, 5.0, 4.6571428571428575)","(31.0, 85.0, 48.25)","(8.0, 12.5, 10.541176470588235)","(4.4, 6.4, 5.75)","(11.0, 21.0, 19.95)","(8.0, 13.5, 11.59090909090909)","(2.8, 3.2, 2.9833333333333334)","(20.0, 110.0, 74.28571428571429)"
04-01-2023 15:06:05.819618,"(3.2, 5.0, 4.6571428571428575)","(31.0, 85.0, 48.25)","(8.0, 12.5, 9.521951219512196)","(4.4, 6.4, 5.99375)","(11.0, 21.0, 19.727272727272727)","(8.0, 13.5, 12.692307692307693)","(2.8, 3.2, 2.9833333333333334)","(20.0, 110.0, 80.0)"
04-01-2023 15:06:07.019206,"(3.2, 5.0, 4.6571428571428575)","(31.0, 85.0, 44.166666666666664)","(8.0, 12.5, 9.521951219512196)","(4.4, 6.4, 5.275)","(11.0, 21.0, 19.727272727272727)","(8.0, 13.5, 12.692307692307693)","(2.8, 3.2, 2.9833333333333334)","(20.0, 130.0, 76.0)"
04-01-2023 15:06:08.149796,"(3.2, 5.0, 4.6571428571428575)","(31.0, 85.0, 44.166666666666664)","(8.0, 12.5, 10.773333333333333)","(4.4, 6.4, 5.275)","(11.0, 21.0, 19.727272727272727)","(8.0, 13.5, 12.692307692307693)","(2.8, 3.2, 2.9833333333333334)","(20.0, 140.0, 76.0)"
04-01-2023 15:06:09.332017,"(3.2, 5.0, 4.6571428571428575)","(31.0, 85.0, 44.166666666666664)","(8.0, 12.0, 10.76923076923077)","(4.4, 6.4, 5.575)","(11.0, 21.0, 19.8)","(8.0, 13.5, 12.692307692307693)","(2.8, 3.2, 2.9833333333333334)","(20.0, 140.0, 76.0)"
04-01-2023 15:06:10.578653,"(3.2, 5.0, 4.618181818181818)","(31.0, 85.0, 44.166666666666664)","(8.0, 11.5, 10.461538461538462)","(4.4, 6.4, 5.7125)","(11.0, 21.0, 19.8)","(8.0, 13.5, 12.692307692307693)","(2.8, 3.2, 2.9833333333333334)","(20.0, 140.0, 76.0)"
04-01-2023 15:06:11.803513,"(3.2, 5.0, 4.618181818181818)","(31.0, 85.0, 44.166666666666664)","(8.0, 11.5, 9.111538461538462)","(4.4, 6.4, 5.965789473684211)","(11.0, 21.0, 19.285714285714285)","(8.0, 13.5, 12.692307692307693)","(2.8, 3.2, 2.9833333333333334)","(20.0, 140.0, 76.0)"
04-01-2023 15:06:13.181800,"(3.2, 5.0, 4.618181818181818)","(31.0, 85.0, 44.166666666666664)","(8.0, 11.5, 9.111538461538462)","(4.4, 6.4, 5.965789473684211)","(11.0, 21.0, 19.285714285714285)","(8.0, 13.5, 12.692307692307693)","(2.8, 3.2, 2.9833333333333334)","(20.0, 140.0, 76.0)"
04-01-2023 15:06:14.529359,"(3.2, 5.0, 4.618181818181818)","(31.0, 85.0, 44.166666666666664)","(8.0, 11.5, 9.111538461538462)","(4.4, 6.4, 5.965789473684211)","(11.0, 21.0, 19.285714285714285)","(8.0, 13.5, 12.692307692307693)","(2.8, 3.2, 2.9833333333333334)","(20.0, 140.0, 76.0)"
04-01-2023 15:06:15.917377,"(3.2, 5.0, 4.618181818181818)","(31.0, 85.0, 44.166666666666664)","(8.0, 11.5, 9.185714285714287)","(4.4, 6.4, 5.65)","(11.0, 21.0, 18.333333333333332)","(8.0, 13.5, 12.692307692307693)","(2.8, 3.2, 2.9833333333333334)","(20.0, 140.0, 76.0)"
04-01-2023 15:06:17.222404,"(3.2, 5.0, 4.466666666666667)","(31.0, 85.0, 44.166666666666664)","(8.0, 11.5, 9.133333333333333)","(4.4, 6.4, 5.65)","(11.0, 21.0, 19.46153846153846)","(8.0, 13.5, 12.692307692307693)","(2.8, 3.2, 2.9833333333333334)","(20.0, 140.0, 76.0)"
04-01-2023 15:06:18.656903,"(3.2, 5.0, 4.618181818181818)","(31.0, 85.0, 44.166666666666664)","(8.0, 11.0, 9.133333333333333)","(4.4, 6.4, 5.65)","(11.0, 21.0, 19.46153846153846)","(8.0, 13.5, 12.692307692307693)","(2.8, 3.2, 2.9833333333333334)","(20.0, 140.0, 76.0)"
04-01-2023 15:06:20.021353,"(3.2, 5.0, 4.618181818181818)","(31.0, 85.0, 44.166666666666664)","(8.0, 11.0, 9.133333333333333)","(4.4, 6.4, 5.65)","(11.0, 21.0, 19.46153846153846)","(8.0, 13.5, 12.692307692307693)","(2.8, 3.2, 2.9833333333333334)","(20.0, 140.0, 76.0)"
04-01-2023 15:06:21.227465,"(3.2, 5.0, 4.618181818181818)","(31.0, 85.0, 44.166666666666664)","(8.0, 11.0, 9.133333333333333)","(4.4, 6.4, 5.65)","(11.0, 21.0, 19.46153846153846)","(8.0, 13.5, 12.692307692307693)","(2.8, 3.2, 2.9833333333333334)","(20.0, 140.0, 76.0)"
04-01-2023 15:06:22.496089,"(3.2, 5.0, 4.618181818181818)","(31.0, 85.0, 44.166666666666664)","(8.0, 11.0, 9.133333333333333)","(4.4, 6.4, 5.9)","(11.0, 21.0, 19.46153846153846)","(8.0, 13.5, 12.4)","(2.8, 3.2, 3.0433333333333334)","(20.0, 140.0, 76.0)"
04-01-2023 15:06:23.731382,"(3.2, 5.0, 4.618181818181818)","(31.0, 85.0, 44.166666666666664)","(8.0, 11.0, 9.909090909090908)","(4.4, 6.4, 5.65)","(11.0, 21.0, 19.46153846153846)","(8.0, 13.0, 12.4)","(2.8, 3.25, 2.9833333333333334)","(20.0, 140.0, 76.0)"
04-01-2023 15:06:25.011934,"(3.2, 5.0, 4.6571428571428575)","(31.0, 85.0, 44.166666666666664)","(8.0, 10.5, 9.075)","(4.4, 6.4, 5.65)","(11.0, 21.0, 19.46153846153846)","(8.0, 13.0, 12.4)","(2.8, 3.2, 2.9833333333333334)","(20.0, 140.0, 76.0)"
04-01-2023 15:06:26.240341,"(3.2, 5.0, 4.6571428571428575)","(31.0, 85.0, 44.166666666666664)","(8.0, 10.5, 9.075)","(4.4, 6.4, 5.65)","(11.0, 21.0, 19.46153846153846)","(8.0, 13.0, 12.4)","(2.8, 3.2, 2.9833333333333334)","(20.0, 140.0, 76.0)"
04-01-2023 15:06:27.449761,"(3.2, 5.0, 4.6571428571428575)","(31.0, 85.0, 44.166666666666664)","(8.0, 10.5, 9.075)","(4.4, 6.4, 5.65)","(11.0, 21.0, 19.46153846153846)","(8.0, 13.0, 12.4)","(2.8, 3.2, 2.9833333333333334)","(20.0, 140.0, 76.0)"
04-01-2023 15:06:28.734995,"(3.2, 5.0, 4.6571428571428575)","(31.0, 85.0, 44.166666666666664)","(8.0, 10.5, 9.075)","(4.4, 6.4, 5.65)","(11.0, 21.0, 19.46153846153846)","(8.0, 13.0, 12.4)","(2.8, 3.2, 2.9833333333333334)","(20.0, 140.0, 76.0)"
04-01-2023 15:06:30.118721,"(3.2, 5.0, 4.466666666666667)","(31.0, 85.0, 44.166666666666664)","(8.0, 10.5, 9.2)","(4.4, 6.4, 5.65)","(11.0, 21.0, 18.333333333333332)","(8.0, 13.0, 12.4)","(2.8, 3.2, 2.9833333333333334)","(20.0, 140.0, 76.0)"
04-01-2023 15:06:31.806946,"(3.2, 5.0, 4.618181818181818)","(31.0, 85.0, 44.166666666666664)","(8.0, 10.5, 9.363636363636363)","(4.4, 6.4, 5.65)","(11.0, 21.0, 19.46153846153846)","(8.0, 13.0, 12.4)","(2.8, 3.2, 2.9833333333333334)","(20.0, 140.0, 76.0)"
04-01-2023 15:06:33.529125,"(3.2, 5.0, 4.618181818181818)","(31.0, 85.0, 44.166666666666664)","(8.0, 10.0, 9.066666666666666)","(4.4, 6.4, 5.65)","(11.0, 21.0, 19.46153846153846)","(8.0, 13.0, 12.4)","(2.8, 3.2, 2.9833333333333334)","(20.0, 140.0, 76.0)"
04-01-2023 15:06:34.860120,"(3.2, 5.0, 4.618181818181818)","(31.0, 85.0, 44.166666666666664)","(8.0, 10.0, 9.066666666666666)","(4.4, 6.4, 5.65)","(11.0, 21.0, 19.46153846153846)","(8.0, 13.0, 12.4)","(2.8, 3.2, 2.9833333333333334)","(20.0, 140.0, 92.0)"
04-01-2023 15:06:36.355201,"(3.2, 5.0, 4.618181818181818)","(31.0, 85.0, 44.166666666666664)","(8.0, 10.0, 9.066666666666666)","(4.4, 6.4, 5.775)","(11.0, 21.0, 19.46153846153846)","(8.0, 13.0, 12.4)","(2.8, 3.2, 2.9833333333333334)","(20.0, 140.0, 84.0)"
04-01-2023 15:06:37.966370,"(3.2, 5.0, 4.6571428571428575)","(31.0, 85.0, 44.166666666666664)","(8.0, 10.0, 9.2)","(4.4, 6.4, 6.014285714285714)","(11.0, 21.0, 19.46153846153846)","(8.0, 13.0, 12.4)","(2.8, 3.2, 2.9833333333333334)","(20.0, 120.0, 84.0)"
04-01-2023 15:06:39.467559,"(3.2, 5.0, 4.6571428571428575)","(31.0, 85.0, 44.166666666666664)","(8.0, 9.8, 8.942857142857143)","(4.4, 6.4, 5.6499999999999995)","(11.0, 21.0, 19.46153846153846)","(8.0, 13.0, 12.4)","(2.8, 3.2, 2.9833333333333334)","(20.0, 120.0, 84.0)"
04-01-2023 15:06:40.851947,"(3.2, 5.0, 4.6571428571428575)","(31.0, 85.0, 44.166666666666664)","(8.0, 9.8, 8.942857142857143)","(4.4, 6.4, 5.6499999999999995)","(11.0, 21.0, 19.46153846153846)","(8.0, 13.0, 12.4)","(2.8, 3.2, 2.9833333333333334)","(20.0, 120.0, 74.0)"
04-01-2023 15:06:42.076407,"(3.2, 5.0, 4.68)","(31.0, 85.0, 44.166666666666664)","(8.0, 9.8, 8.784615384615384)","(4.4, 6.4, 5.6499999999999995)","(11.0, 21.0, 19.46153846153846)","(8.0, 13.0, 12.4)","(2.8, 3.2, 2.9833333333333334)","(20.0, 130.0, 74.0)"
04-01-2023 15:06:43.333557,"(3.2, 5.0, 4.68)","(31.0, 85.0, 44.166666666666664)","(8.0, 9.8, 8.784615384615384)","(4.4, 6.4, 5.6499999999999995)","(11.0, 21.0, 19.46153846153846)","(8.0, 13.0, 12.4)","(2.8, 3.2, 2.9833333333333334)","(20.0, 130.0, 74.0)"
04-01-2023 15:06:44.639058,"(3.2, 5.0, 4.68)","(31.0, 85.0, 44.166666666666664)","(8.0, 9.8, 8.784615384615384)","(4.4, 6.4, 5.6499999999999995)","(11.0, 21.0, 19.46153846153846)","(8.0, 13.0, 12.4)","(2.8, 3.2, 2.9833333333333334)","(20.0, 130.0, 74.0)"
04-01-2023 15:06:46.030837,"(3.2, 5.0, 4.618181818181818)","(31.0, 85.0, 44.166666666666664)","(8.0, 9.6, 8.885714285714286)","(4.4, 6.4, 5.894444444444445)","(11.0, 21.0, 19.46153846153846)","(8.0, 12.5, 12.227272727272727)","(2.8, 3.2, 2.9833333333333334)","(20.0, 130.0, 74.0)"
