,Black Power,Galloping Albi,Forcefully,Shanks Pony,Bel Air Storm,Burn Rate,Reloaded
05-01-2023 16:40:12.632519,"(17.0, 160.0, 53.63636363636364)","(21.0, 100.0, 31.692307692307693)","(7.0, 14.0, 8.78)","(8.0, 14.0, 10.375)","(17.0, 65.0, 27.083333333333332)","(2.15, 3.2, 2.81)","(2.45, 3.15, 2.498333333333333)"
05-01-2023 16:40:13.661270,"(17.0, 160.0, 53.63636363636364)","(21.0, 100.0, 31.692307692307693)","(7.0, 14.0, 8.78)","(8.0, 14.0, 10.375)","(17.0, 65.0, 27.083333333333332)","(2.15, 3.2, 2.81)","(2.45, 3.15, 2.498333333333333)"
05-01-2023 16:40:14.677758,"(17.0, 160.0, 53.63636363636364)","(21.0, 100.0, 31.692307692307693)","(7.0, 14.0, 8.78)","(8.0, 14.0, 10.375)","(17.0, 65.0, 27.083333333333332)","(2.15, 3.2, 2.81)","(2.45, 3.15, 2.498333333333333)"
05-01-2023 16:40:15.725608,"(17.0, 160.0, 53.63636363636364)","(21.0, 100.0, 31.692307692307693)","(7.0, 14.0, 8.78)","(8.0, 14.0, 10.375)","(17.0, 65.0, 27.083333333333332)","(2.15, 3.2, 2.81)","(2.45, 3.15, 2.498333333333333)"
05-01-2023 16:40:16.725988,"(17.0, 160.0, 53.63636363636364)","(21.0, 100.0, 31.692307692307693)","(7.0, 14.0, 8.78)","(8.0, 14.0, 10.375)","(17.0, 65.0, 27.083333333333332)","(2.15, 3.2, 2.81)","(2.45, 3.15, 2.498333333333333)"
05-01-2023 16:40:17.678244,"(17.0, 160.0, 53.63636363636364)","(21.0, 100.0, 31.692307692307693)","(7.0, 14.0, 8.78)","(8.0, 14.0, 10.375)","(17.0, 65.0, 27.083333333333332)","(2.15, 3.2, 2.81)","(2.45, 3.15, 2.498333333333333)"
05-01-2023 16:40:18.631372,"(17.0, 160.0, 53.63636363636364)","(21.0, 100.0, 31.692307692307693)","(7.0, 14.0, 8.78)","(8.0, 14.0, 10.375)","(17.0, 65.0, 27.083333333333332)","(2.15, 3.2, 2.81)","(2.45, 3.15, 2.498333333333333)"
05-01-2023 16:40:19.601834,"(17.0, 160.0, 53.63636363636364)","(21.0, 100.0, 31.692307692307693)","(7.0, 14.0, 8.78)","(8.0, 14.0, 10.375)","(17.0, 65.0, 27.083333333333332)","(2.15, 3.2, 2.81)","(2.45, 3.15, 2.498333333333333)"
05-01-2023 16:40:20.608013,"(17.0, 160.0, 53.63636363636364)","(21.0, 100.0, 31.692307692307693)","(7.0, 14.0, 8.78)","(8.0, 14.0, 10.375)","(17.0, 65.0, 27.083333333333332)","(2.15, 3.2, 2.81)","(2.45, 3.15, 2.498333333333333)"
05-01-2023 16:40:21.845075,"(17.0, 160.0, 70.0)","(21.0, 100.0, 31.692307692307693)","(7.0, 14.0, 8.78)","(8.0, 14.0, 10.375)","(17.0, 65.0, 27.083333333333332)","(2.15, 3.2, 2.81)","(2.45, 3.15, 2.498333333333333)"
05-01-2023 16:40:23.003800,"(17.0, 160.0, 70.0)","(21.0, 100.0, 31.692307692307693)","(7.0, 14.0, 8.78)","(8.0, 14.0, 10.375)","(17.0, 65.0, 27.083333333333332)","(2.15, 3.2, 2.81)","(2.45, 3.15, 2.498333333333333)"
05-01-2023 16:40:24.170660,"(17.0, 160.0, 70.0)","(21.0, 100.0, 31.692307692307693)","(7.0, 14.0, 8.78)","(8.0, 14.0, 10.375)","(17.0, 65.0, 27.083333333333332)","(2.15, 3.2, 2.81)","(2.45, 3.15, 2.498333333333333)"
05-01-2023 16:40:25.284838,"(17.0, 160.0, 70.0)","(21.0, 100.0, 31.692307692307693)","(7.0, 14.0, 8.78)","(8.0, 14.0, 10.375)","(17.0, 65.0, 27.083333333333332)","(2.15, 3.2, 2.81)","(2.45, 3.15, 2.498333333333333)"
05-01-2023 16:40:26.337083,"(17.0, 160.0, 70.0)","(21.0, 100.0, 31.692307692307693)","(7.0, 14.0, 8.78)","(8.0, 14.0, 10.375)","(17.0, 65.0, 27.083333333333332)","(2.15, 3.2, 2.81)","(2.45, 3.15, 2.498333333333333)"
05-01-2023 16:40:27.573264,"(17.0, 160.0, 70.0)","(21.0, 100.0, 31.692307692307693)","(7.0, 14.0, 8.78)","(8.0, 14.0, 10.375)","(17.0, 65.0, 27.083333333333332)","(2.15, 3.2, 2.81)","(2.45, 3.15, 2.498333333333333)"
05-01-2023 16:40:28.959614,"(17.0, 160.0, 70.0)","(21.0, 100.0, 31.692307692307693)","(7.0, 14.0, 8.78)","(8.0, 14.0, 10.375)","(17.0, 65.0, 27.083333333333332)","(2.15, 3.2, 2.81)","(2.45, 3.15, 2.498333333333333)"
05-01-2023 16:40:30.377598,"(17.0, 160.0, 70.0)","(21.0, 100.0, 31.692307692307693)","(7.0, 14.0, 8.78)","(8.0, 14.0, 10.375)","(17.0, 65.0, 27.083333333333332)","(2.15, 3.2, 2.81)","(2.45, 3.15, 2.498333333333333)"
05-01-2023 16:40:31.616521,"(17.0, 160.0, 55.27272727272727)","(21.0, 100.0, 31.692307692307693)","(7.0, 14.0, 8.78)","(8.0, 14.0, 10.375)","(17.0, 65.0, 27.083333333333332)","(2.15, 3.2, 2.81)","(2.45, 3.15, 2.498333333333333)"
05-01-2023 16:40:32.918600,"(17.0, 160.0, 46.6)","(21.0, 100.0, 31.692307692307693)","(7.0, 14.0, 8.78)","(8.0, 14.0, 10.375)","(17.0, 65.0, 27.083333333333332)","(2.15, 3.2, 2.81)","(2.45, 3.15, 2.498333333333333)"
05-01-2023 16:40:34.059550,"(17.0, 160.0, 46.6)","(21.0, 100.0, 31.692307692307693)","(7.0, 14.0, 8.78)","(8.0, 14.0, 10.375)","(17.0, 65.0, 27.083333333333332)","(2.15, 3.2, 2.81)","(2.45, 3.15, 2.498333333333333)"
05-01-2023 16:40:35.081232,"(17.0, 160.0, 46.6)","(21.0, 100.0, 31.692307692307693)","(7.0, 14.0, 8.78)","(8.0, 14.0, 10.375)","(17.0, 65.0, 27.083333333333332)","(2.15, 3.2, 2.81)","(2.45, 3.15, 2.498333333333333)"
05-01-2023 16:40:36.169832,"(17.0, 160.0, 46.6)","(21.0, 100.0, 31.692307692307693)","(7.0, 14.0, 8.78)","(8.0, 14.0, 10.375)","(17.0, 65.0, 27.083333333333332)","(2.15, 3.2, 2.81)","(2.45, 3.15, 2.498333333333333)"
05-01-2023 16:40:37.180209,"(17.0, 160.0, 46.6)","(21.0, 100.0, 31.692307692307693)","(7.0, 14.0, 8.78)","(8.0, 14.0, 10.375)","(17.0, 65.0, 27.083333333333332)","(2.15, 3.2, 2.81)","(2.45, 3.15, 2.498333333333333)"
05-01-2023 16:40:38.300177,"(17.0, 160.0, 46.6)","(21.0, 100.0, 31.692307692307693)","(7.0, 14.0, 8.78)","(8.0, 14.0, 10.375)","(17.0, 65.0, 27.083333333333332)","(2.15, 3.2, 2.81)","(2.45, 3.15, 2.498333333333333)"
05-01-2023 16:40:39.482813,"(17.0, 160.0, 46.6)","(21.0, 100.0, 31.692307692307693)","(7.0, 14.0, 8.78)","(8.0, 14.0, 10.375)","(17.0, 65.0, 27.083333333333332)","(2.15, 3.2, 2.81)","(2.45, 3.15, 2.498333333333333)"
05-01-2023 16:40:40.623578,"(17.0, 160.0, 46.6)","(21.0, 100.0, 31.692307692307693)","(7.0, 14.0, 8.78)","(8.0, 14.0, 10.375)","(17.0, 65.0, 27.083333333333332)","(2.15, 3.2, 2.81)","(2.45, 3.15, 2.498333333333333)"
05-01-2023 16:40:41.721744,"(17.0, 160.0, 46.6)","(21.0, 100.0, 31.692307692307693)","(7.0, 14.0, 8.78)","(8.0, 14.0, 10.375)","(17.0, 65.0, 27.083333333333332)","(2.15, 3.2, 2.81)","(2.45, 3.15, 2.498333333333333)"
05-01-2023 16:40:42.804248,"(17.0, 160.0, 46.6)","(21.0, 100.0, 31.692307692307693)","(7.0, 14.0, 8.78)","(8.0, 14.0, 10.375)","(17.0, 65.0, 27.083333333333332)","(2.15, 3.2, 2.81)","(2.45, 3.15, 2.498333333333333)"
05-01-2023 16:40:43.912003,"(17.0, 160.0, 46.6)","(21.0, 100.0, 31.692307692307693)","(7.0, 14.0, 8.78)","(8.0, 14.0, 10.375)","(17.0, 65.0, 27.083333333333332)","(2.15, 3.2, 2.81)","(2.45, 3.15, 2.498333333333333)"
05-01-2023 16:40:44.996345,"(17.0, 160.0, 46.6)","(21.0, 100.0, 31.692307692307693)","(7.0, 14.0, 8.78)","(8.0, 14.0, 10.375)","(17.0, 65.0, 27.083333333333332)","(2.15, 3.2, 2.81)","(2.45, 3.15, 2.498333333333333)"
05-01-2023 16:40:46.061243,"(17.0, 160.0, 46.6)","(21.0, 100.0, 31.692307692307693)","(7.0, 14.0, 8.78)","(8.0, 14.0, 10.375)","(17.0, 65.0, 27.083333333333332)","(2.15, 3.2, 2.81)","(2.45, 3.15, 2.498333333333333)"
05-01-2023 16:40:47.072604,"(17.0, 160.0, 46.6)","(21.0, 100.0, 31.692307692307693)","(7.0, 14.0, 8.78)","(8.0, 14.0, 10.375)","(17.0, 65.0, 27.083333333333332)","(2.15, 3.2, 2.81)","(2.45, 3.15, 2.498333333333333)"
05-01-2023 16:40:48.046146,"(17.0, 160.0, 46.6)","(21.0, 100.0, 31.692307692307693)","(7.0, 14.0, 8.78)","(8.0, 14.0, 10.375)","(17.0, 65.0, 27.083333333333332)","(2.15, 3.2, 2.81)","(2.45, 3.15, 2.498333333333333)"
05-01-2023 16:40:49.129164,"(17.0, 160.0, 46.6)","(21.0, 100.0, 31.692307692307693)","(7.0, 14.0, 8.78)","(8.0, 14.0, 10.375)","(17.0, 65.0, 27.083333333333332)","(2.15, 3.2, 2.81)","(2.45, 3.15, 2.498333333333333)"
05-01-2023 16:40:50.286727,"(17.0, 160.0, 46.6)","(21.0, 100.0, 31.692307692307693)","(7.0, 14.0, 8.78)","(8.0, 14.0, 10.375)","(17.0, 65.0, 27.083333333333332)","(2.15, 3.2, 2.81)","(2.45, 3.15, 2.498333333333333)"
05-01-2023 16:40:51.451590,"(17.0, 160.0, 46.6)","(21.0, 100.0, 31.692307692307693)","(7.0, 14.0, 8.78)","(8.0, 14.0, 10.375)","(17.0, 65.0, 27.083333333333332)","(2.15, 3.2, 2.81)","(2.45, 3.15, 2.498333333333333)"
05-01-2023 16:40:52.633552,"(17.0, 160.0, 46.6)","(21.0, 100.0, 31.692307692307693)","(7.0, 14.0, 8.78)","(8.0, 14.0, 10.375)","(17.0, 65.0, 27.083333333333332)","(2.15, 3.2, 2.81)","(2.45, 3.15, 2.498333333333333)"
05-01-2023 16:40:53.750766,"(17.0, 160.0, 46.6)","(21.0, 100.0, 31.692307692307693)","(7.0, 14.0, 8.78)","(8.0, 14.0, 10.375)","(17.0, 65.0, 27.083333333333332)","(2.15, 3.2, 2.81)","(2.45, 3.15, 2.498333333333333)"
05-01-2023 16:40:54.989422,"(17.0, 160.0, 46.6)","(21.0, 100.0, 31.692307692307693)","(7.0, 14.0, 8.78)","(8.0, 14.0, 10.375)","(17.0, 65.0, 27.083333333333332)","(2.15, 3.2, 2.81)","(2.45, 3.15, 2.498333333333333)"
05-01-2023 16:40:56.369122,"(17.0, 160.0, 46.6)","(21.0, 100.0, 31.692307692307693)","(7.0, 14.0, 8.78)","(8.0, 14.0, 10.375)","(17.0, 65.0, 27.083333333333332)","(2.15, 3.2, 2.81)","(2.45, 3.15, 2.498333333333333)"
05-01-2023 16:40:57.579531,"(17.0, 160.0, 46.6)","(21.0, 100.0, 31.692307692307693)","(7.0, 14.0, 8.78)","(8.0, 14.0, 10.375)","(17.0, 65.0, 27.083333333333332)","(2.15, 3.2, 2.81)","(2.45, 3.15, 2.498333333333333)"
05-01-2023 16:40:58.878902,"(17.0, 160.0, 46.6)","(21.0, 100.0, 31.692307692307693)","(7.0, 13.5, 9.26)","(8.0, 13.5, 10.238461538461538)","(17.0, 65.0, 27.083333333333332)","(2.15, 3.2, 2.5244444444444443)","(2.45, 3.1, 2.492)"
05-01-2023 16:40:59.939117,"(17.0, 160.0, 46.6)","(21.0, 100.0, 31.692307692307693)","(7.0, 13.5, 8.788888888888888)","(8.0, 13.5, 10.238461538461538)","(17.0, 65.0, 27.083333333333332)","(2.15, 3.2, 2.5244444444444443)","(2.45, 3.1, 2.755)"
05-01-2023 16:41:00.977151,"(17.0, 160.0, 48.4)","(21.0, 100.0, 35.25)","(7.0, 13.5, 8.788888888888888)","(8.0, 13.5, 9.144444444444444)","(17.0, 65.0, 27.083333333333332)","(2.15, 3.2, 2.5244444444444443)","(2.45, 3.05, 2.755)"
05-01-2023 16:41:02.072215,"(17.0, 160.0, 48.4)","(21.0, 85.0, 33.375)","(7.0, 13.5, 8.788888888888888)","(8.0, 13.5, 9.144444444444444)","(17.0, 65.0, 27.083333333333332)","(2.15, 3.2, 2.5244444444444443)","(2.45, 3.05, 2.755)"
05-01-2023 16:41:03.197779,"(17.0, 160.0, 48.4)","(21.0, 85.0, 33.375)","(7.0, 13.5, 11.85)","(8.0, 13.5, 11.433333333333334)","(17.0, 65.0, 33.0)","(2.15, 3.2, 3.0316666666666667)","(2.45, 3.05, 2.558333333333333)"
05-01-2023 16:41:04.274895,"(17.0, 150.0, 64.5)","(21.0, 80.0, 53.0)","(7.0, 13.0, 11.85)","(8.0, 12.0, 12.1)","(17.0, 60.0, 33.0)","(2.15, 3.15, 3.0316666666666667)","(2.45, 3.05, 2.558333333333333)"
05-01-2023 16:41:05.341253,"(17.0, 150.0, 64.5)","(21.0, 80.0, 53.0)","(7.0, 13.5, 10.366666666666667)","(8.0, 13.5, 12.1)","(17.0, 60.0, 33.0)","(2.15, 3.15, 3.0316666666666667)","(2.45, 3.05, 2.558333333333333)"
05-01-2023 16:41:06.454909,"(17.0, 150.0, 64.5)","(21.0, 80.0, 53.0)","(7.0, 13.5, 11.0)","(8.0, 13.5, 11.620000000000001)","(17.0, 60.0, 33.0)","(2.15, 3.15, 2.648823529411765)","(2.45, 3.05, 2.8464285714285715)"
05-01-2023 16:41:07.569538,"(17.0, 150.0, 64.5)","(21.0, 80.0, 53.0)","(7.0, 13.0, 11.0)","(8.0, 13.5, 9.642857142857142)","(17.0, 60.0, 33.0)","(2.15, 3.15, 2.648823529411765)","(2.45, 3.05, 2.591666666666667)"
05-01-2023 16:41:08.679620,"(17.0, 150.0, 64.5)","(21.0, 80.0, 53.0)","(7.0, 12.5, 11.916666666666668)","(8.0, 13.5, 9.642857142857142)","(17.0, 60.0, 33.0)","(2.15, 3.15, 2.648823529411765)","(2.45, 3.05, 2.591666666666667)"
05-01-2023 16:41:09.840495,"(17.0, 150.0, 64.5)","(21.0, 80.0, 53.0)","(7.0, 12.5, 11.916666666666668)","(8.0, 13.5, 9.642857142857142)","(17.0, 60.0, 33.0)","(2.15, 3.15, 2.648823529411765)","(2.45, 3.05, 2.58)"
05-01-2023 16:41:10.853966,"(17.0, 150.0, 64.5)","(21.0, 80.0, 53.0)","(7.0, 12.5, 11.916666666666668)","(8.0, 13.5, 9.642857142857142)","(17.0, 60.0, 51.8)","(2.15, 3.15, 2.648823529411765)","(2.45, 2.98, 2.58)"
05-01-2023 16:41:12.026644,"(17.0, 150.0, 64.5)","(21.0, 80.0, 72.28571428571428)","(7.0, 12.5, 11.916666666666668)","(8.0, 13.5, 9.642857142857142)","(17.0, 60.0, 51.8)","(2.15, 3.15, 2.648823529411765)","(2.45, 2.98, 2.58)"
05-01-2023 16:41:13.168007,"(17.0, 150.0, 64.5)","(21.0, 80.0, 72.28571428571428)","(7.0, 12.5, 11.916666666666668)","(8.0, 13.5, 9.642857142857142)","(17.0, 60.0, 51.8)","(2.15, 3.15, 2.648823529411765)","(2.45, 2.98, 2.58)"
05-01-2023 16:41:14.296856,"(17.0, 150.0, 64.5)","(21.0, 80.0, 72.28571428571428)","(7.0, 13.5, 11.916666666666668)","(8.0, 13.5, 11.78)","(17.0, 60.0, 51.8)","(2.15, 3.15, 2.9483333333333333)","(2.45, 2.98, 2.6133333333333333)"
05-01-2023 16:41:15.322812,"(17.0, 150.0, 64.5)","(21.0, 80.0, 72.28571428571428)","(7.0, 12.5, 11.916666666666668)","(8.0, 13.5, 11.78)","(17.0, 60.0, 51.8)","(2.15, 3.05, 2.9483333333333333)","(2.45, 2.98, 2.6133333333333333)"
05-01-2023 16:41:16.297595,"(17.0, 150.0, 64.5)","(21.0, 80.0, 72.28571428571428)","(7.0, 12.5, 11.916666666666668)","(8.0, 13.5, 11.78)","(17.0, 60.0, 51.8)","(2.15, 3.05, 2.9483333333333333)","(2.45, 2.98, 2.6133333333333333)"
05-01-2023 16:41:17.354062,"(17.0, 150.0, 64.5)","(21.0, 80.0, 62.0)","(7.0, 12.5, 11.916666666666668)","(8.0, 13.5, 11.78)","(17.0, 60.0, 51.8)","(2.15, 3.05, 2.9483333333333333)","(2.45, 2.98, 2.74)"
05-01-2023 16:41:18.425454,"(17.0, 150.0, 64.5)","(21.0, 80.0, 62.0)","(7.0, 12.5, 11.916666666666668)","(8.0, 13.5, 11.78)","(17.0, 60.0, 51.8)","(2.15, 3.05, 2.9483333333333333)","(2.45, 2.94, 2.74)"
05-01-2023 16:41:19.524938,"(17.0, 150.0, 64.5)","(21.0, 80.0, 62.0)","(7.0, 12.5, 11.916666666666668)","(8.0, 13.5, 11.78)","(17.0, 60.0, 51.8)","(2.15, 3.05, 2.9483333333333333)","(2.45, 2.94, 2.74)"
05-01-2023 16:41:20.557557,"(17.0, 150.0, 64.5)","(21.0, 80.0, 62.0)","(7.0, 12.5, 11.916666666666668)","(8.0, 13.5, 11.78)","(17.0, 60.0, 51.8)","(2.15, 3.05, 2.9483333333333333)","(2.45, 2.94, 2.74)"
05-01-2023 16:41:21.648193,"(17.0, 150.0, 64.5)","(21.0, 80.0, 62.0)","(7.0, 13.5, 11.083333333333334)","(8.0, 13.5, 11.86)","(17.0, 60.0, 55.17647058823529)","(2.15, 3.05, 2.89)","(2.45, 2.94, 2.897777777777778)"
05-01-2023 16:41:22.764923,"(17.0, 150.0, 64.5)","(21.0, 80.0, 62.0)","(7.0, 11.5, 11.083333333333334)","(8.0, 13.5, 11.86)","(17.0, 60.0, 55.17647058823529)","(2.15, 2.98, 2.89)","(2.45, 2.94, 2.76)"
05-01-2023 16:41:23.896431,"(17.0, 150.0, 64.5)","(21.0, 80.0, 62.0)","(7.0, 12.0, 10.5)","(8.0, 13.5, 11.86)","(17.0, 60.0, 55.17647058823529)","(2.15, 2.98, 2.89)","(2.45, 2.94, 2.76)"
05-01-2023 16:41:25.092201,"(17.0, 150.0, 64.5)","(21.0, 80.0, 62.0)","(7.0, 12.0, 10.25)","(8.0, 13.5, 11.86)","(17.0, 60.0, 55.17647058823529)","(2.15, 2.98, 2.89)","(2.45, 2.94, 2.75)"
05-01-2023 16:41:26.093006,"(17.0, 150.0, 64.5)","(21.0, 80.0, 62.0)","(7.0, 12.0, 10.25)","(8.0, 13.5, 11.86)","(17.0, 60.0, 55.17647058823529)","(2.15, 2.98, 2.89)","(2.45, 2.92, 2.75)"
05-01-2023 16:41:27.190869,"(17.0, 150.0, 64.5)","(21.0, 80.0, 62.0)","(7.0, 12.0, 10.25)","(8.0, 13.5, 11.86)","(17.0, 60.0, 55.17647058823529)","(2.15, 2.98, 2.89)","(2.45, 2.92, 2.6366666666666667)"
05-01-2023 16:41:28.331593,"(17.0, 150.0, 64.5)","(21.0, 80.0, 62.0)","(7.0, 12.0, 10.833333333333332)","(8.0, 13.5, 11.372727272727273)","(17.0, 60.0, 55.17647058823529)","(2.15, 2.98, 2.7)","(2.45, 2.92, 2.76)"
05-01-2023 16:41:29.506876,"(17.0, 150.0, 64.5)","(21.0, 80.0, 62.0)","(7.0, 13.0, 11.692307692307692)","(8.0, 13.5, 11.94)","(17.0, 60.0, 55.17647058823529)","(2.15, 2.96, 2.8566666666666665)","(2.45, 2.92, 2.67)"
05-01-2023 16:41:30.612459,"(17.0, 150.0, 64.5)","(21.0, 80.0, 62.0)","(7.0, 13.0, 11.692307692307692)","(8.0, 13.5, 11.94)","(17.0, 60.0, 64.0)","(2.15, 2.94, 2.8566666666666665)","(2.45, 2.92, 2.67)"
05-01-2023 16:41:31.679006,"(17.0, 150.0, 64.5)","(21.0, 80.0, 62.0)","(7.0, 13.0, 11.692307692307692)","(8.0, 13.5, 11.94)","(17.0, 85.0, 72.82352941176471)","(2.15, 2.94, 2.8566666666666665)","(2.45, 2.92, 2.67)"
05-01-2023 16:41:32.777780,"(17.0, 150.0, 64.5)","(21.0, 80.0, 62.0)","(7.0, 13.0, 11.692307692307692)","(8.0, 13.5, 11.94)","(17.0, 80.0, 71.5)","(2.15, 2.94, 2.8566666666666665)","(2.45, 2.92, 2.67)"
05-01-2023 16:41:33.861153,"(17.0, 150.0, 64.5)","(21.0, 80.0, 62.0)","(7.0, 13.0, 11.692307692307692)","(8.0, 13.5, 11.94)","(17.0, 75.0, 71.5)","(2.15, 2.94, 2.8566666666666665)","(2.45, 2.92, 2.75)"
05-01-2023 16:41:34.925482,"(17.0, 150.0, 64.5)","(21.0, 80.0, 62.0)","(7.0, 13.0, 11.692307692307692)","(8.0, 13.5, 11.94)","(17.0, 75.0, 71.5)","(2.15, 2.94, 2.8566666666666665)","(2.45, 2.88, 2.6633333333333336)"
05-01-2023 16:41:35.963429,"(17.0, 150.0, 64.5)","(21.0, 80.0, 62.0)","(7.0, 13.5, 13.066666666666666)","(8.0, 13.5, 11.94)","(17.0, 75.0, 71.5)","(2.15, 2.94, 2.8566666666666665)","(2.45, 2.88, 2.6633333333333336)"
05-01-2023 16:41:36.994842,"(17.0, 150.0, 64.5)","(21.0, 80.0, 62.0)","(7.0, 13.0, 11.692307692307692)","(8.0, 13.5, 11.914285714285715)","(17.0, 75.0, 71.5)","(2.15, 2.92, 2.8233333333333333)","(2.45, 2.88, 2.6966666666666668)"
05-01-2023 16:41:37.997660,"(17.0, 150.0, 64.5)","(21.0, 80.0, 62.0)","(7.0, 13.0, 11.692307692307692)","(8.0, 13.5, 11.914285714285715)","(17.0, 75.0, 61.125)","(2.15, 2.9, 2.8233333333333333)","(2.45, 2.88, 2.6966666666666668)"
05-01-2023 16:41:39.092159,"(17.0, 150.0, 64.5)","(21.0, 80.0, 62.0)","(7.0, 13.0, 11.692307692307692)","(8.0, 13.5, 11.914285714285715)","(17.0, 75.0, 61.125)","(2.15, 2.9, 2.8233333333333333)","(2.45, 2.88, 2.6966666666666668)"
05-01-2023 16:41:40.191289,"(17.0, 150.0, 64.5)","(21.0, 80.0, 62.0)","(7.0, 13.0, 11.692307692307692)","(8.0, 13.5, 11.914285714285715)","(17.0, 75.0, 68.88888888888889)","(2.15, 2.9, 2.8233333333333333)","(2.45, 2.88, 2.6966666666666668)"
05-01-2023 16:41:41.353638,"(17.0, 150.0, 64.5)","(21.0, 80.0, 62.0)","(7.0, 13.0, 11.692307692307692)","(8.0, 13.5, 11.914285714285715)","(17.0, 75.0, 68.88888888888889)","(2.15, 2.9, 2.8233333333333333)","(2.45, 2.88, 2.72)"
05-01-2023 16:41:42.465627,"(17.0, 150.0, 64.5)","(21.0, 80.0, 62.0)","(7.0, 13.0, 11.692307692307692)","(8.0, 13.5, 11.914285714285715)","(17.0, 75.0, 68.88888888888889)","(2.15, 2.9, 2.8233333333333333)","(2.45, 2.84, 2.72)"
05-01-2023 16:41:43.540935,"(17.0, 150.0, 64.5)","(21.0, 80.0, 62.0)","(7.0, 14.0, 12.8)","(8.0, 13.5, 11.033333333333333)","(17.0, 75.0, 68.88888888888889)","(2.15, 2.9, 2.79)","(2.45, 2.84, 2.76)"
05-01-2023 16:41:44.573863,"(17.0, 150.0, 64.5)","(21.0, 80.0, 62.0)","(7.0, 13.5, 12.0)","(8.0, 13.5, 12.1)","(17.0, 75.0, 68.88888888888889)","(2.15, 2.86, 2.79)","(2.45, 2.84, 2.7233333333333336)"
05-01-2023 16:41:45.623773,"(17.0, 150.0, 64.5)","(21.0, 80.0, 62.0)","(7.0, 13.5, 12.0)","(8.0, 13.5, 12.1)","(17.0, 75.0, 68.88888888888889)","(2.15, 2.86, 2.79)","(2.45, 2.84, 2.76)"
05-01-2023 16:41:46.795568,"(17.0, 150.0, 64.5)","(21.0, 80.0, 62.0)","(7.0, 13.5, 12.0)","(8.0, 13.5, 12.1)","(17.0, 75.0, 64.44444444444444)","(2.15, 2.86, 2.79)","(2.45, 2.84, 2.7966666666666664)"
05-01-2023 16:41:47.864774,"(17.0, 150.0, 64.5)","(21.0, 80.0, 62.0)","(7.0, 13.5, 12.0)","(8.0, 13.5, 12.1)","(17.0, 70.0, 64.44444444444444)","(2.15, 2.86, 2.79)","(2.45, 2.82, 2.7966666666666664)"
05-01-2023 16:41:48.956994,"(17.0, 150.0, 64.5)","(21.0, 80.0, 62.0)","(7.0, 13.5, 12.0)","(8.0, 13.5, 12.1)","(17.0, 70.0, 64.44444444444444)","(2.15, 2.86, 2.79)","(2.45, 2.82, 2.606666666666667)"
05-01-2023 16:41:50.072383,"(17.0, 150.0, 64.5)","(21.0, 80.0, 62.0)","(7.0, 13.5, 12.0)","(8.0, 13.5, 12.1)","(17.0, 70.0, 64.44444444444444)","(2.15, 2.86, 2.79)","(2.45, 2.62, 2.606666666666667)"
05-01-2023 16:41:51.195113,"(17.0, 150.0, 64.5)","(21.0, 80.0, 62.0)","(7.0, 14.0, 12.8)","(8.0, 13.5, 12.333333333333334)","(17.0, 70.0, 58.25)","(2.15, 2.86, 2.7566666666666664)","(2.45, 2.62, 2.606666666666667)"
05-01-2023 16:41:52.260680,"(17.0, 150.0, 81.6)","(21.0, 80.0, 62.0)","(7.0, 13.5, 12.0)","(8.0, 13.5, 12.5)","(17.0, 70.0, 58.25)","(2.15, 2.82, 2.7566666666666664)","(2.45, 2.62, 2.6999999999999997)"
05-01-2023 16:41:53.397903,"(17.0, 150.0, 81.6)","(21.0, 80.0, 62.0)","(7.0, 13.5, 11.3)","(8.0, 13.5, 12.38888888888889)","(17.0, 70.0, 45.230769230769226)","(2.15, 2.82, 2.7566666666666664)","(2.45, 2.82, 2.7211764705882353)"
05-01-2023 16:41:54.352203,"(17.0, 140.0, 59.111111111111114)","(21.0, 75.0, 51.5)","(7.0, 13.0, 11.4)","(8.0, 13.5, 12.38888888888889)","(17.0, 70.0, 45.230769230769226)","(2.15, 2.82, 2.7566666666666664)","(2.45, 2.82, 2.7211764705882353)"
05-01-2023 16:41:55.384973,"(17.0, 130.0, 54.8)","(21.0, 70.0, 50.4)","(7.0, 13.0, 12.4)","(8.0, 13.5, 12.38888888888889)","(17.0, 65.0, 59.285714285714285)","(2.15, 2.82, 2.7566666666666664)","(2.45, 2.82, 2.6799999999999997)"
05-01-2023 16:41:56.559085,"(17.0, 130.0, 54.8)","(21.0, 70.0, 50.4)","(7.0, 13.5, 12.25)","(8.0, 13.5, 12.38888888888889)","(17.0, 65.0, 46.0)","(2.15, 2.82, 2.7566666666666664)","(2.45, 2.82, 2.7085714285714286)"
05-01-2023 16:41:57.669378,"(17.0, 130.0, 54.8)","(21.0, 70.0, 50.4)","(7.0, 13.5, 12.25)","(8.0, 13.5, 12.38888888888889)","(17.0, 65.0, 46.0)","(2.15, 2.82, 2.62)","(2.45, 2.82, 2.7085714285714286)"
05-01-2023 16:41:58.798438,"(17.0, 130.0, 54.8)","(21.0, 70.0, 50.4)","(7.0, 13.5, 12.346153846153847)","(8.0, 13.5, 12.75)","(17.0, 65.0, 46.0)","(2.15, 2.8, 2.695)","(2.45, 2.82, 2.6999999999999997)"
