,Rock N Roll Doo Nz,Art Tutor,Sicario,A Gs White Socks Nz,Max Delight,Triple Eight Nz,Jilliby Sylvester,Rick Reilly Nz,Torrid Saint,Rackemup Tigerpie,Major Meister Nz,Bernie Winkle Nz
07-01-2023 20:00:00.807734,"(2.2, 99999, 99990)","(101.0, 170.0, 166.0)","(4.4, 6.8, 6.509677419354839)","(21.0, 99999, 99990)","(10.0, 12.0, 10.666666666666666)","(21.0, 99999, 99990)","(91.0, 130.0, 110.0)","(71.0, 99999, 99990)","(13.0, 17.5, 15.5)","(101.0, 210.0, 194.0)","(4.2, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 20:00:02.336977,"(2.2, 99999, 99990)","(101.0, 170.0, 166.0)","(4.4, 6.8, 6.509677419354839)","(21.0, 99999, 99990)","(10.0, 12.0, 10.666666666666666)","(21.0, 99999, 99990)","(91.0, 130.0, 110.0)","(71.0, 99999, 99990)","(13.0, 17.5, 15.5)","(101.0, 210.0, 194.0)","(4.2, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 20:00:03.871392,"(2.2, 99999, 99990)","(101.0, 170.0, 166.0)","(4.4, 6.8, 6.509677419354839)","(21.0, 99999, 99990)","(10.0, 12.0, 10.615384615384615)","(21.0, 99999, 99990)","(91.0, 130.0, 110.0)","(71.0, 99999, 99990)","(13.0, 17.5, 15.5)","(101.0, 210.0, 194.0)","(4.2, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 20:00:05.524019,"(2.2, 99999, 99990)","(101.0, 170.0, 166.0)","(4.4, 6.8, 6.509677419354839)","(21.0, 99999, 99990)","(10.0, 12.0, 10.615384615384615)","(21.0, 99999, 99990)","(91.0, 130.0, 110.0)","(71.0, 99999, 99990)","(13.0, 17.5, 15.5)","(101.0, 210.0, 194.0)","(4.2, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 20:00:07.149568,"(2.2, 99999, 99990)","(101.0, 170.0, 166.0)","(4.4, 6.8, 6.509677419354839)","(21.0, 99999, 99990)","(10.0, 12.0, 10.615384615384615)","(21.0, 99999, 99990)","(91.0, 130.0, 110.0)","(71.0, 99999, 99990)","(13.0, 17.5, 15.5)","(101.0, 210.0, 194.0)","(4.2, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 20:00:08.752629,"(2.2, 99999, 99990)","(101.0, 170.0, 166.0)","(4.4, 6.8, 6.509677419354839)","(21.0, 99999, 99990)","(10.0, 12.0, 10.615384615384615)","(21.0, 99999, 99990)","(91.0, 130.0, 110.0)","(71.0, 99999, 99990)","(13.0, 17.5, 15.5)","(101.0, 210.0, 194.0)","(4.2, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 20:00:10.339376,"(2.2, 99999, 99990)","(101.0, 170.0, 166.0)","(4.4, 6.8, 6.509677419354839)","(21.0, 99999, 99990)","(10.0, 12.0, 10.615384615384615)","(21.0, 99999, 99990)","(91.0, 130.0, 110.0)","(71.0, 99999, 99990)","(13.0, 17.5, 15.5)","(101.0, 210.0, 194.0)","(4.2, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 20:00:11.948512,"(2.2, 99999, 99990)","(101.0, 170.0, 166.0)","(4.4, 6.8, 6.509677419354839)","(21.0, 99999, 99990)","(10.0, 12.0, 10.615384615384615)","(21.0, 99999, 99990)","(91.0, 130.0, 110.0)","(71.0, 99999, 99990)","(13.0, 17.5, 15.5)","(101.0, 210.0, 194.0)","(4.2, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 20:00:13.709574,"(2.2, 99999, 99990)","(101.0, 170.0, 166.0)","(4.4, 6.8, 6.509677419354839)","(21.0, 99999, 99990)","(10.0, 12.0, 10.7)","(21.0, 99999, 99990)","(91.0, 130.0, 110.0)","(71.0, 99999, 99990)","(13.0, 17.5, 15.5)","(101.0, 210.0, 194.0)","(4.2, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 20:00:15.327266,"(2.2, 99999, 99990)","(101.0, 170.0, 166.0)","(4.4, 6.8, 6.509677419354839)","(21.0, 99999, 99990)","(10.0, 11.5, 10.7)","(21.0, 99999, 99990)","(91.0, 130.0, 110.0)","(71.0, 99999, 99990)","(13.0, 17.5, 15.5)","(101.0, 210.0, 194.0)","(4.2, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 20:00:16.914980,"(2.2, 99999, 99990)","(101.0, 170.0, 166.0)","(4.4, 6.6, 6.52)","(21.0, 99999, 99990)","(10.0, 11.5, 10.7)","(21.0, 99999, 99990)","(91.0, 130.0, 110.0)","(71.0, 99999, 99990)","(13.0, 17.5, 15.5)","(101.0, 210.0, 194.0)","(4.2, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 20:00:18.567556,"(2.2, 99999, 99990)","(101.0, 170.0, 166.0)","(4.4, 6.6, 6.49090909090909)","(21.0, 99999, 99990)","(10.0, 11.5, 10.7)","(21.0, 99999, 99990)","(91.0, 130.0, 110.0)","(71.0, 99999, 99990)","(13.0, 17.5, 15.5)","(101.0, 210.0, 194.0)","(4.2, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 20:00:20.280915,"(2.2, 99999, 99990)","(101.0, 170.0, 166.0)","(4.4, 6.8, 6.482352941176471)","(21.0, 99999, 99990)","(10.0, 11.5, 10.7)","(21.0, 99999, 99990)","(91.0, 130.0, 110.0)","(71.0, 99999, 99990)","(13.0, 17.5, 15.5)","(101.0, 210.0, 194.0)","(4.2, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 20:00:22.108029,"(2.2, 99999, 99990)","(101.0, 170.0, 166.0)","(4.4, 6.8, 6.482352941176471)","(21.0, 99999, 99990)","(10.0, 11.5, 10.7)","(21.0, 99999, 99990)","(91.0, 130.0, 110.0)","(71.0, 99999, 99990)","(13.0, 17.5, 15.5)","(101.0, 210.0, 194.0)","(4.2, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 20:00:24.815251,"(2.2, 99999, 99990)","(101.0, 170.0, 166.0)","(4.4, 6.8, 6.482352941176471)","(21.0, 99999, 99990)","(10.0, 11.5, 10.7)","(21.0, 99999, 99990)","(91.0, 130.0, 110.0)","(71.0, 99999, 99990)","(13.0, 17.5, 15.5)","(101.0, 210.0, 194.0)","(4.2, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 20:00:26.872532,"(2.2, 99999, 99990)","(101.0, 170.0, 166.0)","(4.6, 6.4, 6.253658536585366)","(21.0, 99999, 99990)","(10.0, 12.0, 10.75)","(21.0, 99999, 99990)","(91.0, 130.0, 110.0)","(71.0, 99999, 99990)","(13.0, 17.0, 15.5)","(101.0, 210.0, 194.0)","(4.2, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 20:00:28.500737,"(2.15, 99999, 99990)","(101.0, 170.0, 166.0)","(4.6, 6.4, 6.246153846153846)","(21.0, 99999, 99990)","(10.0, 12.0, 10.65)","(21.0, 99999, 99990)","(91.0, 130.0, 110.0)","(71.0, 99999, 99990)","(13.0, 17.0, 15.5)","(101.0, 210.0, 194.0)","(4.2, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 20:00:30.183225,"(2.15, 99999, 99990)","(101.0, 170.0, 166.0)","(4.6, 6.4, 6.242307692307692)","(21.0, 99999, 99990)","(10.0, 12.0, 11.23076923076923)","(21.0, 99999, 99990)","(91.0, 130.0, 106.66666666666667)","(71.0, 99999, 99990)","(13.0, 17.0, 15.5)","(101.0, 210.0, 194.0)","(4.2, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 20:00:31.818197,"(2.15, 99999, 99990)","(101.0, 170.0, 164.0)","(4.6, 6.4, 6.242307692307692)","(21.0, 99999, 99990)","(10.0, 12.0, 11.23076923076923)","(21.0, 99999, 99990)","(91.0, 130.0, 106.66666666666667)","(71.0, 99999, 99990)","(13.0, 17.0, 15.5)","(101.0, 210.0, 194.0)","(4.2, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 20:00:33.501051,"(2.15, 99999, 99990)","(101.0, 170.0, 164.0)","(4.6, 6.4, 6.23265306122449)","(21.0, 99999, 99990)","(10.0, 12.0, 10.941176470588236)","(21.0, 99999, 99990)","(91.0, 130.0, 106.66666666666667)","(71.0, 99999, 99990)","(13.0, 17.0, 15.5)","(101.0, 210.0, 194.0)","(4.2, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 20:00:35.098986,"(2.15, 99999, 99990)","(101.0, 170.0, 164.0)","(4.6, 6.4, 6.234782608695652)","(21.0, 99999, 99990)","(10.0, 12.0, 10.941176470588236)","(21.0, 99999, 99990)","(91.0, 130.0, 106.66666666666667)","(71.0, 99999, 99990)","(13.0, 17.0, 15.5)","(101.0, 210.0, 194.0)","(4.2, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 20:00:36.659992,"(2.15, 99999, 99990)","(101.0, 170.0, 164.0)","(4.6, 6.4, 6.234782608695652)","(21.0, 99999, 99990)","(10.0, 12.0, 10.941176470588236)","(21.0, 99999, 99990)","(91.0, 130.0, 106.66666666666667)","(71.0, 99999, 99990)","(13.0, 17.0, 15.5)","(101.0, 210.0, 194.0)","(4.2, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 20:00:38.356152,"(2.15, 99999, 99990)","(101.0, 170.0, 164.0)","(4.6, 6.4, 6.234782608695652)","(21.0, 99999, 99990)","(10.0, 12.0, 10.961538461538462)","(21.0, 99999, 99990)","(91.0, 130.0, 106.66666666666667)","(71.0, 99999, 99990)","(13.0, 17.0, 15.5)","(101.0, 210.0, 194.0)","(4.2, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 20:00:40.105017,"(2.15, 99999, 99990)","(101.0, 170.0, 164.0)","(4.6, 6.4, 6.230188679245283)","(21.0, 99999, 99990)","(10.0, 12.0, 10.961538461538462)","(21.0, 99999, 99990)","(91.0, 130.0, 106.66666666666667)","(71.0, 99999, 99990)","(13.0, 17.0, 15.5)","(101.0, 210.0, 194.0)","(4.2, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 20:00:41.747364,"(2.15, 99999, 99990)","(101.0, 170.0, 164.0)","(4.6, 6.4, 6.230188679245283)","(21.0, 99999, 99990)","(10.0, 12.0, 10.65)","(21.0, 99999, 99990)","(91.0, 130.0, 106.66666666666667)","(71.0, 99999, 99990)","(13.0, 17.0, 15.5)","(101.0, 210.0, 194.0)","(4.2, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 20:00:43.367701,"(2.15, 99999, 99990)","(101.0, 170.0, 164.0)","(4.6, 6.4, 6.230188679245283)","(21.0, 99999, 99990)","(10.0, 12.0, 10.65)","(21.0, 99999, 99990)","(91.0, 130.0, 106.66666666666667)","(71.0, 99999, 99990)","(13.0, 17.0, 15.5)","(101.0, 210.0, 194.0)","(4.2, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 20:00:44.955146,"(2.15, 99999, 99990)","(101.0, 170.0, 164.0)","(4.6, 6.4, 6.230188679245283)","(21.0, 99999, 99990)","(10.0, 12.0, 10.65)","(21.0, 99999, 99990)","(91.0, 130.0, 106.66666666666667)","(71.0, 99999, 99990)","(13.0, 17.0, 15.5)","(101.0, 210.0, 194.0)","(4.2, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 20:00:46.562313,"(2.15, 99999, 99990)","(101.0, 170.0, 164.0)","(4.6, 6.4, 6.230188679245283)","(21.0, 99999, 99990)","(10.0, 12.0, 10.65)","(21.0, 99999, 99990)","(91.0, 130.0, 106.66666666666667)","(71.0, 99999, 99990)","(13.0, 17.0, 15.5)","(101.0, 210.0, 194.0)","(4.2, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 20:00:48.212428,"(2.15, 99999, 99990)","(101.0, 170.0, 164.0)","(4.6, 6.4, 6.230188679245283)","(21.0, 99999, 99990)","(10.0, 12.0, 10.65)","(21.0, 99999, 99990)","(91.0, 130.0, 106.66666666666667)","(71.0, 99999, 99990)","(13.0, 17.0, 15.5)","(101.0, 210.0, 194.0)","(4.2, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 20:00:49.550967,"(2.15, 99999, 99990)","(101.0, 170.0, 164.0)","(4.6, 6.4, 6.2125)","(21.0, 99999, 99990)","(10.0, 12.0, 10.65)","(21.0, 99999, 99990)","(91.0, 130.0, 106.66666666666667)","(71.0, 99999, 99990)","(13.0, 17.0, 15.5)","(101.0, 210.0, 194.0)","(4.2, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 20:00:50.867620,"(2.15, 99999, 99990)","(101.0, 170.0, 164.0)","(4.6, 6.4, 6.2125)","(21.0, 99999, 99990)","(10.0, 12.0, 10.65)","(21.0, 99999, 99990)","(91.0, 130.0, 106.66666666666667)","(71.0, 99999, 99990)","(13.0, 17.0, 15.5)","(101.0, 210.0, 194.0)","(4.2, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 20:00:52.203044,"(2.15, 99999, 99990)","(101.0, 170.0, 164.0)","(4.6, 6.4, 6.2125)","(21.0, 99999, 99990)","(10.0, 12.0, 10.65)","(21.0, 99999, 99990)","(91.0, 130.0, 106.66666666666667)","(71.0, 99999, 99990)","(13.0, 17.0, 15.5)","(101.0, 210.0, 194.0)","(4.2, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 20:00:53.657242,"(2.15, 99999, 99990)","(101.0, 170.0, 164.0)","(4.6, 6.4, 6.2125)","(21.0, 99999, 99990)","(10.0, 12.0, 10.65)","(21.0, 99999, 99990)","(91.0, 130.0, 110.0)","(71.0, 99999, 99990)","(13.0, 17.0, 15.5)","(101.0, 210.0, 194.0)","(4.2, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 20:00:55.044112,"(2.15, 99999, 99990)","(101.0, 170.0, 164.0)","(4.6, 6.4, 6.2125)","(21.0, 99999, 99990)","(10.0, 12.0, 10.65)","(21.0, 99999, 99990)","(91.0, 130.0, 110.0)","(71.0, 99999, 99990)","(13.0, 17.0, 15.5)","(101.0, 210.0, 194.0)","(4.2, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 20:00:56.591824,"(2.15, 99999, 99990)","(101.0, 170.0, 164.0)","(4.6, 6.4, 6.04)","(21.0, 99999, 99990)","(10.0, 12.0, 10.65)","(21.0, 99999, 99990)","(91.0, 130.0, 110.0)","(71.0, 99999, 99990)","(13.0, 17.0, 15.5)","(101.0, 210.0, 194.0)","(4.2, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 20:00:58.073707,"(2.15, 99999, 99990)","(101.0, 170.0, 164.0)","(4.6, 6.4, 6.04)","(21.0, 99999, 99990)","(10.0, 12.0, 10.65)","(21.0, 99999, 99990)","(91.0, 130.0, 110.0)","(71.0, 99999, 99990)","(13.0, 17.0, 15.5)","(101.0, 210.0, 194.0)","(4.2, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 20:00:59.588426,"(2.15, 99999, 99990)","(101.0, 170.0, 164.0)","(4.6, 6.4, 6.04)","(21.0, 99999, 99990)","(10.0, 12.0, 10.65)","(21.0, 99999, 99990)","(91.0, 130.0, 110.0)","(71.0, 99999, 99990)","(13.0, 17.0, 15.5)","(101.0, 210.0, 194.0)","(4.2, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 20:01:00.945466,"(2.15, 99999, 99990)","(101.0, 170.0, 164.0)","(4.6, 6.4, 6.03921568627451)","(21.0, 99999, 99990)","(10.0, 12.0, 10.65)","(21.0, 99999, 99990)","(91.0, 130.0, 110.0)","(71.0, 99999, 99990)","(13.0, 17.0, 16.1)","(101.0, 210.0, 194.0)","(4.2, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 20:01:02.444353,"(2.15, 99999, 99990)","(101.0, 170.0, 164.0)","(4.6, 6.4, 6.015686274509804)","(21.0, 99999, 99990)","(10.0, 12.0, 10.65)","(21.0, 99999, 99990)","(91.0, 130.0, 110.0)","(71.0, 99999, 99990)","(13.0, 17.0, 16.1)","(101.0, 210.0, 194.0)","(4.2, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 20:01:03.974886,"(2.15, 99999, 99990)","(101.0, 170.0, 164.0)","(4.6, 6.4, 6.008695652173913)","(21.0, 99999, 99990)","(10.0, 12.0, 10.65)","(21.0, 99999, 99990)","(91.0, 130.0, 110.0)","(71.0, 99999, 99990)","(13.0, 17.0, 16.25)","(101.0, 210.0, 194.0)","(4.2, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 20:01:05.518835,"(2.15, 99999, 99990)","(101.0, 170.0, 164.0)","(4.6, 6.4, 6.025)","(21.0, 99999, 99990)","(10.0, 12.0, 10.65)","(21.0, 99999, 99990)","(91.0, 130.0, 110.0)","(71.0, 99999, 99990)","(13.0, 17.0, 16.25)","(101.0, 210.0, 194.0)","(4.2, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 20:01:07.014128,"(2.15, 99999, 99990)","(101.0, 170.0, 164.0)","(4.6, 6.4, 6.0600000000000005)","(21.0, 99999, 99990)","(10.0, 12.0, 10.65)","(21.0, 99999, 99990)","(91.0, 130.0, 110.0)","(71.0, 99999, 99990)","(13.0, 17.0, 15.875)","(101.0, 210.0, 194.0)","(4.2, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 20:01:08.276320,"(2.15, 99999, 99990)","(101.0, 170.0, 164.0)","(4.6, 6.2, 6.0600000000000005)","(21.0, 99999, 99990)","(10.0, 12.0, 10.65)","(21.0, 99999, 99990)","(91.0, 130.0, 110.0)","(71.0, 99999, 99990)","(13.0, 17.0, 15.875)","(101.0, 210.0, 194.0)","(4.2, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 20:01:09.638332,"(2.15, 99999, 99990)","(101.0, 170.0, 164.0)","(4.6, 6.2, 6.0600000000000005)","(21.0, 99999, 99990)","(10.0, 12.0, 10.65)","(21.0, 99999, 99990)","(91.0, 130.0, 110.0)","(71.0, 99999, 99990)","(13.0, 17.0, 16.1)","(101.0, 210.0, 194.0)","(4.2, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 20:01:11.015429,"(2.15, 99999, 99990)","(101.0, 170.0, 164.0)","(4.6, 6.2, 6.04)","(21.0, 99999, 99990)","(10.0, 12.0, 10.65)","(21.0, 99999, 99990)","(91.0, 130.0, 110.0)","(71.0, 99999, 99990)","(13.0, 17.0, 16.1)","(101.0, 210.0, 194.0)","(4.2, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 20:01:12.403194,"(2.15, 99999, 99990)","(101.0, 170.0, 164.0)","(4.6, 6.2, 6.04)","(21.0, 99999, 99990)","(10.0, 12.0, 10.65)","(21.0, 99999, 99990)","(91.0, 130.0, 110.0)","(71.0, 99999, 99990)","(13.0, 17.0, 16.5)","(101.0, 210.0, 163.33333333333334)","(4.2, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 20:01:13.686993,"(2.15, 99999, 99990)","(101.0, 170.0, 164.54545454545453)","(4.6, 6.2, 6.090909090909091)","(21.0, 99999, 99990)","(10.0, 12.0, 11.25)","(21.0, 99999, 99990)","(91.0, 130.0, 110.0)","(71.0, 99999, 99990)","(13.0, 17.0, 16.5)","(101.0, 210.0, 163.33333333333334)","(4.2, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 20:01:14.942088,"(2.15, 99999, 99990)","(101.0, 170.0, 164.54545454545453)","(4.6, 6.2, 6.090909090909091)","(21.0, 99999, 99990)","(10.0, 12.0, 11.25)","(21.0, 99999, 99990)","(91.0, 130.0, 110.0)","(71.0, 99999, 99990)","(13.0, 17.0, 16.5)","(101.0, 210.0, 163.33333333333334)","(4.2, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 20:01:16.300635,"(2.15, 99999, 99990)","(101.0, 170.0, 164.54545454545453)","(4.6, 6.2, 6.090909090909091)","(21.0, 99999, 99990)","(10.0, 12.0, 11.25)","(21.0, 99999, 99990)","(91.0, 130.0, 110.0)","(71.0, 99999, 99990)","(13.0, 17.0, 16.5)","(101.0, 210.0, 163.33333333333334)","(4.2, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 20:01:17.716985,"(2.15, 99999, 99990)","(101.0, 170.0, 164.54545454545453)","(4.6, 6.2, 6.08)","(21.0, 99999, 99990)","(10.0, 12.0, 11.25)","(21.0, 99999, 99990)","(91.0, 130.0, 115.0)","(71.0, 99999, 99990)","(13.0, 17.0, 16.571428571428573)","(101.0, 210.0, 163.33333333333334)","(4.2, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 20:01:19.138696,"(2.15, 99999, 99990)","(101.0, 170.0, 164.54545454545453)","(4.6, 6.2, 6.08)","(21.0, 99999, 99990)","(10.0, 12.0, 11.25)","(21.0, 99999, 99990)","(91.0, 130.0, 115.0)","(71.0, 99999, 99990)","(13.0, 17.0, 16.571428571428573)","(101.0, 210.0, 163.33333333333334)","(4.2, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 20:01:20.550597,"(2.15, 99999, 99990)","(101.0, 170.0, 164.54545454545453)","(4.6, 6.2, 6.08)","(21.0, 99999, 99990)","(10.0, 12.0, 11.25)","(21.0, 99999, 99990)","(91.0, 130.0, 115.0)","(71.0, 99999, 99990)","(13.0, 17.0, 16.571428571428573)","(101.0, 210.0, 163.33333333333334)","(4.2, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 20:01:22.192531,"(2.15, 99999, 99990)","(101.0, 170.0, 128.57142857142858)","(4.6, 6.2, 6.094117647058823)","(21.0, 99999, 99990)","(10.0, 12.0, 11.428571428571429)","(21.0, 99999, 99990)","(91.0, 130.0, 121.42857142857143)","(71.0, 99999, 99990)","(13.0, 17.0, 17.714285714285715)","(101.0, 210.0, 170.0)","(4.2, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 20:01:23.734879,"(2.15, 99999, 99990)","(101.0, 180.0, 138.57142857142858)","(4.6, 6.2, 5.9750000000000005)","(21.0, 99999, 99990)","(10.0, 12.0, 11.409090909090908)","(21.0, 99999, 99990)","(91.0, 130.0, 121.42857142857143)","(71.0, 99999, 99990)","(13.0, 19.0, 17.2)","(101.0, 210.0, 186.66666666666666)","(4.2, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 20:01:25.264480,"(2.15, 99999, 99990)","(101.0, 160.0, 138.57142857142858)","(4.6, 6.2, 5.9750000000000005)","(21.0, 99999, 99990)","(10.0, 12.5, 11.409090909090908)","(21.0, 99999, 99990)","(91.0, 130.0, 121.42857142857143)","(71.0, 99999, 99990)","(13.0, 19.0, 17.941176470588236)","(101.0, 210.0, 186.66666666666666)","(4.2, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 20:01:26.654820,"(2.15, 99999, 99990)","(101.0, 160.0, 127.5)","(4.6, 6.2, 5.9750000000000005)","(21.0, 99999, 99990)","(10.0, 12.5, 11.409090909090908)","(21.0, 99999, 99990)","(91.0, 130.0, 121.42857142857143)","(71.0, 99999, 99990)","(13.0, 19.0, 17.875)","(101.0, 210.0, 186.66666666666666)","(4.2, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 20:01:28.038927,"(2.15, 99999, 99990)","(101.0, 180.0, 130.0)","(4.6, 6.2, 5.9750000000000005)","(21.0, 99999, 99990)","(10.0, 12.5, 11.409090909090908)","(21.0, 99999, 99990)","(91.0, 130.0, 121.42857142857143)","(71.0, 99999, 99990)","(13.0, 19.0, 17.941176470588236)","(101.0, 210.0, 186.66666666666666)","(4.2, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 20:01:29.771107,"(2.15, 99999, 99990)","(101.0, 170.0, 122.5)","(4.6, 6.2, 5.952941176470588)","(21.0, 99999, 99990)","(10.0, 12.5, 11.409090909090908)","(21.0, 99999, 99990)","(91.0, 130.0, 121.42857142857143)","(71.0, 99999, 99990)","(13.0, 19.0, 17.1)","(101.0, 210.0, 186.66666666666666)","(4.2, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 20:01:31.395104,"(2.15, 99999, 99990)","(101.0, 160.0, 145.0)","(4.6, 6.2, 5.966666666666667)","(21.0, 99999, 99990)","(10.0, 12.5, 11.409090909090908)","(21.0, 99999, 99990)","(91.0, 130.0, 121.42857142857143)","(71.0, 99999, 99990)","(13.0, 18.5, 17.75)","(101.0, 210.0, 186.66666666666666)","(4.2, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 20:01:33.063180,"(2.15, 99999, 99990)","(101.0, 180.0, 130.0)","(4.6, 6.2, 5.966666666666667)","(21.0, 99999, 99990)","(10.0, 12.5, 11.409090909090908)","(21.0, 99999, 99990)","(91.0, 130.0, 121.42857142857143)","(71.0, 99999, 99990)","(13.0, 18.5, 18.85)","(101.0, 210.0, 186.66666666666666)","(4.2, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 20:01:34.485609,"(2.15, 99999, 99990)","(101.0, 170.0, 122.0)","(4.6, 6.2, 5.966666666666667)","(21.0, 99999, 99990)","(10.0, 12.5, 11.409090909090908)","(21.0, 99999, 99990)","(91.0, 130.0, 121.42857142857143)","(71.0, 99999, 99990)","(13.0, 19.0, 17.049180327868854)","(101.0, 210.0, 186.66666666666666)","(4.2, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 20:01:35.919291,"(2.15, 99999, 99990)","(101.0, 160.0, 120.0)","(4.6, 6.2, 5.966666666666667)","(21.0, 99999, 99990)","(10.0, 12.5, 11.409090909090908)","(21.0, 99999, 99990)","(91.0, 130.0, 121.42857142857143)","(71.0, 99999, 99990)","(13.0, 17.5, 17.063492063492063)","(101.0, 210.0, 186.66666666666666)","(4.2, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 20:01:37.529198,"(2.15, 99999, 99990)","(101.0, 180.0, 127.5)","(4.6, 6.2, 5.966666666666667)","(21.0, 99999, 99990)","(10.0, 12.5, 11.409090909090908)","(21.0, 99999, 99990)","(91.0, 130.0, 121.42857142857143)","(71.0, 99999, 99990)","(13.0, 17.5, 17.063492063492063)","(101.0, 210.0, 186.66666666666666)","(4.2, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 20:01:39.069836,"(2.15, 99999, 99990)","(101.0, 170.0, 130.0)","(4.6, 6.2, 5.966666666666667)","(21.0, 99999, 99990)","(10.0, 12.5, 11.409090909090908)","(21.0, 99999, 99990)","(91.0, 130.0, 121.42857142857143)","(71.0, 99999, 99990)","(13.0, 17.5, 17.063492063492063)","(101.0, 210.0, 186.66666666666666)","(4.2, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 20:01:40.637374,"(2.15, 99999, 99990)","(101.0, 160.0, 145.0)","(4.6, 6.2, 5.966666666666667)","(21.0, 99999, 99990)","(10.0, 12.5, 11.409090909090908)","(21.0, 99999, 99990)","(91.0, 130.0, 121.42857142857143)","(71.0, 99999, 99990)","(14.0, 17.5, 17.033898305084747)","(101.0, 210.0, 186.66666666666666)","(4.2, 99999, 99990)","(101.0, 99999, 99990)"
07-01-2023 20:01:42.219483,"(2.15, 99999, 99990)","(101.0, 180.0, 120.0)","(4.6, 6.2, 5.966666666666667)","(21.0, 99999, 99990)","(10.0, 12.5, 11.409090909090908)","(21.0, 99999, 99990)","(91.0, 130.0, 121.42857142857143)","(71.0, 99999, 99990)","(14.0, 17.5, 16.714285714285715)","(101.0, 210.0, 186.66666666666666)","(4.2, 99999, 99990)","(101.0, 99999, 99990)"
