,Inner Light,Three Putt Par,Tobias,Georges Luck,Jens Sapphire,Sketchy In By,Angry Firestorm,Zsa Zsa Express
11-01-2023 11:20:48.545924,"(1.4, 1.54, 1.5049122807017543)","(20.0, 60.0, 26.22222222222222)","(7.5, 16.0, 8.799999999999999)","(19.0, 55.0, 22.23076923076923)","(31.0, 160.0, 147.39999999999998)","(7.0, 13.0, 12.1)","(15.0, 42.0, 24.333333333333336)","(9.0, 23.0, 11.75)"
11-01-2023 11:20:49.838508,"(1.4, 1.54, 1.5049122807017543)","(20.0, 60.0, 26.22222222222222)","(7.5, 16.0, 8.799999999999999)","(19.0, 55.0, 22.23076923076923)","(31.0, 160.0, 147.39999999999998)","(7.0, 13.0, 12.1)","(15.0, 42.0, 24.333333333333336)","(9.0, 23.0, 11.75)"
11-01-2023 11:20:51.162307,"(1.4, 1.54, 1.5049122807017543)","(20.0, 60.0, 26.22222222222222)","(7.5, 16.0, 8.799999999999999)","(19.0, 55.0, 22.23076923076923)","(31.0, 160.0, 147.39999999999998)","(7.0, 13.0, 12.1)","(15.0, 42.0, 24.333333333333336)","(9.0, 23.0, 11.75)"
11-01-2023 11:20:52.472065,"(1.4, 1.54, 1.5049122807017543)","(20.0, 60.0, 26.22222222222222)","(7.5, 16.0, 8.799999999999999)","(19.0, 55.0, 22.23076923076923)","(31.0, 160.0, 147.39999999999998)","(7.0, 13.0, 12.1)","(15.0, 42.0, 24.333333333333336)","(9.0, 23.0, 11.75)"
11-01-2023 11:20:53.644264,"(1.4, 1.54, 1.5049122807017543)","(20.0, 60.0, 26.22222222222222)","(7.5, 16.0, 8.799999999999999)","(19.0, 55.0, 22.23076923076923)","(31.0, 160.0, 147.39999999999998)","(7.0, 13.0, 12.1)","(15.0, 42.0, 24.333333333333336)","(9.0, 23.0, 11.75)"
11-01-2023 11:20:54.787074,"(1.4, 1.54, 1.5049122807017543)","(20.0, 60.0, 26.22222222222222)","(7.5, 16.0, 8.799999999999999)","(19.0, 55.0, 22.23076923076923)","(31.0, 160.0, 147.39999999999998)","(7.0, 13.0, 12.1)","(15.0, 42.0, 24.333333333333336)","(9.0, 23.0, 11.75)"
11-01-2023 11:20:56.081168,"(1.4, 1.54, 1.5049122807017543)","(20.0, 60.0, 26.22222222222222)","(7.5, 16.0, 8.799999999999999)","(19.0, 55.0, 22.23076923076923)","(31.0, 160.0, 147.39999999999998)","(7.0, 13.0, 12.1)","(15.0, 42.0, 24.333333333333336)","(9.0, 23.0, 11.75)"
11-01-2023 11:20:57.307023,"(1.4, 1.54, 1.5049122807017543)","(20.0, 60.0, 26.22222222222222)","(7.5, 16.0, 10.799999999999999)","(19.0, 55.0, 22.23076923076923)","(31.0, 160.0, 192.4)","(7.0, 13.0, 12.1)","(15.0, 42.0, 24.333333333333336)","(9.0, 23.0, 12.583333333333334)"
11-01-2023 11:20:58.450976,"(1.4, 1.54, 1.5049122807017543)","(20.0, 60.0, 26.22222222222222)","(7.5, 16.0, 10.799999999999999)","(19.0, 55.0, 22.23076923076923)","(31.0, 210.0, 192.4)","(7.0, 13.0, 12.1)","(15.0, 42.0, 24.333333333333336)","(9.0, 23.0, 12.583333333333334)"
11-01-2023 11:20:59.541273,"(1.4, 1.54, 1.5049122807017543)","(20.0, 60.0, 26.22222222222222)","(7.5, 16.0, 10.799999999999999)","(19.0, 55.0, 22.23076923076923)","(31.0, 210.0, 192.4)","(7.0, 13.0, 12.1)","(15.0, 42.0, 24.333333333333336)","(9.0, 23.0, 12.583333333333334)"
11-01-2023 11:21:00.687975,"(1.4, 1.54, 1.5049122807017543)","(20.0, 60.0, 26.22222222222222)","(7.5, 16.0, 10.799999999999999)","(19.0, 55.0, 22.23076923076923)","(31.0, 210.0, 192.4)","(7.0, 13.0, 12.1)","(15.0, 42.0, 24.333333333333336)","(9.0, 23.0, 12.583333333333334)"
11-01-2023 11:21:01.825323,"(1.4, 1.54, 1.5049122807017543)","(20.0, 60.0, 26.22222222222222)","(7.5, 16.0, 10.799999999999999)","(19.0, 55.0, 22.23076923076923)","(31.0, 210.0, 192.4)","(7.0, 13.0, 12.1)","(15.0, 42.0, 24.333333333333336)","(9.0, 23.0, 12.583333333333334)"
11-01-2023 11:21:02.901537,"(1.4, 1.54, 1.5049122807017543)","(20.0, 60.0, 26.22222222222222)","(7.5, 16.0, 10.799999999999999)","(19.0, 55.0, 22.23076923076923)","(31.0, 210.0, 192.4)","(7.0, 13.0, 12.1)","(15.0, 42.0, 24.333333333333336)","(9.0, 23.0, 12.583333333333334)"
11-01-2023 11:21:03.995078,"(1.4, 1.54, 1.5049122807017543)","(20.0, 60.0, 26.22222222222222)","(7.5, 16.0, 10.799999999999999)","(19.0, 55.0, 22.23076923076923)","(31.0, 210.0, 192.4)","(7.0, 13.0, 12.1)","(15.0, 42.0, 24.333333333333336)","(9.0, 23.0, 12.583333333333334)"
11-01-2023 11:21:05.117563,"(1.4, 1.54, 1.5049122807017543)","(20.0, 60.0, 26.22222222222222)","(7.5, 16.0, 10.799999999999999)","(19.0, 55.0, 22.23076923076923)","(31.0, 210.0, 192.4)","(7.0, 13.0, 12.1)","(15.0, 42.0, 24.333333333333336)","(9.0, 23.0, 12.583333333333334)"
11-01-2023 11:21:06.218953,"(1.4, 1.54, 1.5049122807017543)","(20.0, 60.0, 26.22222222222222)","(7.5, 16.0, 10.799999999999999)","(19.0, 55.0, 22.23076923076923)","(31.0, 210.0, 192.4)","(7.0, 13.0, 12.1)","(15.0, 42.0, 24.333333333333336)","(9.0, 23.0, 16.3)"
11-01-2023 11:21:07.409790,"(1.4, 1.54, 1.5049122807017543)","(20.0, 60.0, 26.22222222222222)","(7.5, 16.0, 10.799999999999999)","(19.0, 55.0, 22.23076923076923)","(31.0, 210.0, 192.4)","(7.0, 13.0, 12.1)","(15.0, 42.0, 24.333333333333336)","(9.0, 23.0, 14.75)"
11-01-2023 11:21:08.513622,"(1.4, 1.54, 1.5049122807017543)","(20.0, 60.0, 26.22222222222222)","(7.5, 16.0, 10.799999999999999)","(19.0, 55.0, 22.23076923076923)","(31.0, 210.0, 192.4)","(7.0, 13.0, 12.1)","(15.0, 42.0, 24.333333333333336)","(9.0, 23.0, 13.0)"
11-01-2023 11:21:10.000047,"(1.4, 1.54, 1.5049122807017543)","(20.0, 60.0, 26.22222222222222)","(7.5, 16.0, 10.799999999999999)","(19.0, 55.0, 22.23076923076923)","(31.0, 210.0, 192.4)","(7.0, 13.0, 12.1)","(15.0, 42.0, 24.333333333333336)","(9.0, 23.0, 13.0)"
11-01-2023 11:21:11.375343,"(1.4, 1.54, 1.5049122807017543)","(20.0, 60.0, 26.22222222222222)","(7.5, 16.0, 10.799999999999999)","(19.0, 55.0, 22.23076923076923)","(31.0, 210.0, 192.4)","(7.0, 13.0, 12.1)","(15.0, 42.0, 24.333333333333336)","(9.0, 23.0, 13.0)"
11-01-2023 11:21:12.753955,"(1.4, 1.54, 1.5049122807017543)","(20.0, 60.0, 26.22222222222222)","(7.5, 16.0, 10.799999999999999)","(19.0, 55.0, 22.23076923076923)","(31.0, 210.0, 192.4)","(7.0, 13.0, 12.1)","(15.0, 42.0, 24.333333333333336)","(9.0, 23.0, 13.0)"
11-01-2023 11:21:14.109531,"(1.4, 1.54, 1.5049122807017543)","(20.0, 60.0, 26.22222222222222)","(7.5, 16.0, 10.799999999999999)","(19.0, 55.0, 22.23076923076923)","(31.0, 210.0, 192.4)","(7.0, 13.0, 12.1)","(15.0, 42.0, 24.333333333333336)","(9.0, 23.0, 13.0)"
11-01-2023 11:21:15.722743,"(1.4, 1.54, 1.5049122807017543)","(20.0, 60.0, 26.22222222222222)","(7.5, 16.0, 10.799999999999999)","(19.0, 55.0, 22.23076923076923)","(31.0, 210.0, 192.4)","(7.0, 13.0, 12.1)","(15.0, 42.0, 24.333333333333336)","(9.0, 23.0, 13.0)"
11-01-2023 11:21:17.159296,"(1.4, 1.54, 1.5049122807017543)","(20.0, 60.0, 26.22222222222222)","(7.5, 16.0, 10.799999999999999)","(19.0, 55.0, 22.23076923076923)","(31.0, 210.0, 181.0)","(7.0, 13.0, 12.1)","(15.0, 42.0, 24.333333333333336)","(9.0, 23.0, 13.0)"
11-01-2023 11:21:18.474353,"(1.4, 1.54, 1.5049122807017543)","(20.0, 60.0, 26.22222222222222)","(7.5, 15.5, 10.024999999999999)","(19.0, 55.0, 22.23076923076923)","(31.0, 210.0, 181.0)","(7.0, 13.0, 12.1)","(15.0, 42.0, 24.333333333333336)","(9.0, 23.0, 13.0)"
11-01-2023 11:21:19.617910,"(1.4, 1.54, 1.5049122807017543)","(20.0, 60.0, 26.22222222222222)","(7.5, 15.5, 10.024999999999999)","(19.0, 55.0, 22.23076923076923)","(31.0, 210.0, 181.0)","(7.0, 13.0, 12.1)","(15.0, 42.0, 24.333333333333336)","(9.0, 23.0, 13.0)"
11-01-2023 11:21:20.844500,"(1.4, 1.54, 1.5049122807017543)","(20.0, 60.0, 26.22222222222222)","(7.5, 15.5, 10.024999999999999)","(19.0, 55.0, 22.23076923076923)","(31.0, 210.0, 181.0)","(7.0, 13.0, 12.1)","(15.0, 42.0, 24.333333333333336)","(9.0, 23.0, 13.0)"
11-01-2023 11:21:22.236486,"(1.4, 1.54, 1.5049122807017543)","(20.0, 60.0, 26.22222222222222)","(7.5, 15.5, 9.242857142857142)","(19.0, 55.0, 22.23076923076923)","(31.0, 210.0, 181.0)","(7.0, 13.0, 12.1)","(15.0, 42.0, 24.333333333333336)","(9.0, 23.0, 13.0)"
11-01-2023 11:21:23.482874,"(1.4, 1.54, 1.5049122807017543)","(20.0, 60.0, 26.22222222222222)","(7.5, 15.5, 9.242857142857142)","(19.0, 55.0, 22.23076923076923)","(31.0, 210.0, 181.0)","(7.0, 13.0, 12.1)","(15.0, 42.0, 24.333333333333336)","(9.0, 23.0, 13.0)"
11-01-2023 11:21:24.981389,"(1.4, 1.54, 1.5049122807017543)","(20.0, 60.0, 26.22222222222222)","(7.5, 15.5, 9.242857142857142)","(19.0, 55.0, 22.23076923076923)","(31.0, 210.0, 181.0)","(7.0, 13.0, 12.1)","(15.0, 42.0, 24.333333333333336)","(9.0, 23.0, 13.0)"
11-01-2023 11:21:26.227776,"(1.4, 1.54, 1.5049122807017543)","(20.0, 60.0, 26.22222222222222)","(7.5, 15.5, 9.242857142857142)","(19.0, 55.0, 22.23076923076923)","(31.0, 210.0, 181.0)","(7.0, 13.0, 12.1)","(15.0, 42.0, 24.333333333333336)","(9.0, 23.0, 13.0)"
11-01-2023 11:21:27.757098,"(1.4, 1.54, 1.5049122807017543)","(20.0, 60.0, 26.22222222222222)","(7.5, 15.5, 9.242857142857142)","(19.0, 55.0, 22.23076923076923)","(31.0, 210.0, 181.0)","(7.0, 13.0, 12.1)","(15.0, 42.0, 24.333333333333336)","(9.0, 23.0, 13.0)"
11-01-2023 11:21:29.603041,"(1.4, 1.54, 1.5049122807017543)","(20.0, 60.0, 26.22222222222222)","(7.5, 15.5, 9.242857142857142)","(19.0, 55.0, 22.23076923076923)","(31.0, 210.0, 181.0)","(7.0, 13.0, 12.1)","(15.0, 42.0, 24.333333333333336)","(9.0, 23.0, 13.0)"
11-01-2023 11:21:31.031785,"(1.4, 1.54, 1.5049122807017543)","(20.0, 60.0, 26.22222222222222)","(7.5, 15.5, 9.242857142857142)","(19.0, 55.0, 22.23076923076923)","(31.0, 210.0, 181.0)","(7.0, 13.0, 12.1)","(15.0, 42.0, 24.333333333333336)","(9.0, 23.0, 13.0)"
11-01-2023 11:21:32.340859,"(1.4, 1.54, 1.5049122807017543)","(20.0, 60.0, 26.22222222222222)","(7.5, 15.5, 9.242857142857142)","(19.0, 55.0, 22.23076923076923)","(31.0, 210.0, 181.0)","(7.0, 13.0, 12.1)","(15.0, 42.0, 24.333333333333336)","(9.0, 23.0, 13.0)"
11-01-2023 11:21:33.711904,"(1.4, 1.54, 1.5049122807017543)","(20.0, 60.0, 26.22222222222222)","(7.5, 15.5, 9.242857142857142)","(19.0, 55.0, 22.23076923076923)","(31.0, 210.0, 181.0)","(7.0, 13.0, 12.1)","(15.0, 42.0, 24.333333333333336)","(9.0, 23.0, 13.0)"
11-01-2023 11:21:34.998814,"(1.4, 1.54, 1.5049122807017543)","(20.0, 60.0, 26.22222222222222)","(7.5, 15.5, 9.242857142857142)","(19.0, 55.0, 22.23076923076923)","(31.0, 210.0, 181.0)","(7.0, 13.0, 12.1)","(15.0, 42.0, 24.333333333333336)","(9.0, 23.0, 13.0)"
11-01-2023 11:21:36.281722,"(1.4, 1.54, 1.5049122807017543)","(20.0, 60.0, 26.22222222222222)","(7.5, 15.5, 9.242857142857142)","(19.0, 55.0, 22.23076923076923)","(31.0, 210.0, 94.57142857142857)","(7.0, 13.0, 12.1)","(15.0, 42.0, 24.333333333333336)","(9.0, 23.0, 15.555555555555555)"
11-01-2023 11:21:37.601100,"(1.4, 1.54, 1.5049122807017543)","(20.0, 60.0, 26.22222222222222)","(7.5, 15.5, 9.242857142857142)","(19.0, 55.0, 22.23076923076923)","(31.0, 200.0, 164.33333333333334)","(7.0, 13.0, 12.1)","(15.0, 42.0, 24.333333333333336)","(9.0, 23.0, 12.0)"
11-01-2023 11:21:39.188608,"(1.4, 1.54, 1.5049122807017543)","(20.0, 60.0, 26.22222222222222)","(7.5, 15.5, 9.242857142857142)","(19.0, 55.0, 22.23076923076923)","(31.0, 190.0, 164.33333333333334)","(7.0, 13.0, 12.1)","(15.0, 42.0, 24.333333333333336)","(9.0, 23.0, 12.0)"
11-01-2023 11:21:40.453763,"(1.4, 1.54, 1.5049122807017543)","(20.0, 60.0, 26.22222222222222)","(7.5, 15.5, 9.242857142857142)","(19.0, 55.0, 22.23076923076923)","(31.0, 190.0, 164.33333333333334)","(7.0, 13.0, 12.1)","(15.0, 42.0, 24.333333333333336)","(9.0, 23.0, 12.0)"
11-01-2023 11:21:41.685144,"(1.4, 1.54, 1.5049122807017543)","(20.0, 60.0, 26.22222222222222)","(7.5, 15.5, 9.242857142857142)","(19.0, 55.0, 22.23076923076923)","(31.0, 190.0, 121.55555555555556)","(7.0, 13.0, 12.1)","(15.0, 42.0, 24.333333333333336)","(9.0, 23.0, 11.120000000000001)"
11-01-2023 11:21:42.987316,"(1.4, 1.54, 1.5049122807017543)","(20.0, 60.0, 34.0)","(7.5, 15.5, 9.242857142857142)","(19.0, 55.0, 43.631578947368425)","(31.0, 190.0, 121.55555555555556)","(7.0, 13.0, 12.1)","(15.0, 42.0, 22.727272727272727)","(9.0, 23.0, 15.4)"
11-01-2023 11:21:44.313555,"(1.4, 1.54, 1.5049122807017543)","(20.0, 60.0, 34.0)","(7.5, 15.5, 9.242857142857142)","(19.0, 55.0, 43.631578947368425)","(31.0, 190.0, 121.55555555555556)","(7.0, 13.0, 12.1)","(15.0, 42.0, 18.88888888888889)","(9.0, 21.0, 14.9)"
11-01-2023 11:21:45.517068,"(1.4, 1.54, 1.5049122807017543)","(20.0, 60.0, 34.0)","(7.5, 15.5, 9.414285714285715)","(19.0, 55.0, 22.692307692307693)","(31.0, 190.0, 121.55555555555556)","(7.0, 13.0, 12.1)","(15.0, 42.0, 18.88888888888889)","(9.0, 20.0, 14.9)"
11-01-2023 11:21:46.804800,"(1.4, 1.54, 1.5049122807017543)","(20.0, 60.0, 34.0)","(7.5, 15.5, 9.414285714285715)","(19.0, 55.0, 22.692307692307693)","(31.0, 190.0, 120.66666666666666)","(7.0, 13.0, 12.1)","(15.0, 42.0, 18.88888888888889)","(9.0, 20.0, 14.9)"
11-01-2023 11:21:48.154913,"(1.4, 1.54, 1.5049122807017543)","(20.0, 60.0, 34.0)","(7.5, 15.5, 9.414285714285715)","(19.0, 55.0, 22.692307692307693)","(31.0, 190.0, 120.66666666666666)","(7.0, 13.0, 12.1)","(15.0, 42.0, 18.88888888888889)","(9.0, 20.0, 14.9)"
11-01-2023 11:21:49.442861,"(1.4, 1.54, 1.5049122807017543)","(20.0, 60.0, 34.0)","(7.5, 15.5, 9.414285714285715)","(19.0, 55.0, 22.692307692307693)","(31.0, 190.0, 120.66666666666666)","(7.0, 13.0, 12.1)","(15.0, 42.0, 18.88888888888889)","(9.0, 20.0, 14.9)"
11-01-2023 11:21:50.616016,"(1.4, 1.54, 1.5049122807017543)","(20.0, 60.0, 34.0)","(7.5, 15.5, 9.414285714285715)","(19.0, 55.0, 22.692307692307693)","(31.0, 190.0, 120.66666666666666)","(7.0, 13.0, 12.1)","(15.0, 42.0, 18.88888888888889)","(9.0, 20.0, 14.9)"
11-01-2023 11:21:51.814746,"(1.4, 1.54, 1.5049122807017543)","(20.0, 60.0, 34.0)","(7.5, 15.5, 9.414285714285715)","(19.0, 55.0, 22.692307692307693)","(31.0, 190.0, 120.66666666666666)","(7.0, 13.0, 12.1)","(15.0, 42.0, 18.88888888888889)","(9.0, 20.0, 14.9)"
11-01-2023 11:21:53.032726,"(1.4, 1.54, 1.5049122807017543)","(20.0, 60.0, 34.0)","(7.5, 15.5, 9.414285714285715)","(19.0, 55.0, 22.692307692307693)","(31.0, 190.0, 155.66666666666666)","(7.0, 13.0, 12.1)","(15.0, 42.0, 18.88888888888889)","(9.0, 20.0, 14.9)"
11-01-2023 11:21:54.195974,"(1.4, 1.54, 1.5049122807017543)","(20.0, 60.0, 34.0)","(7.5, 15.5, 9.414285714285715)","(19.0, 55.0, 22.692307692307693)","(31.0, 180.0, 155.66666666666666)","(7.0, 13.0, 12.1)","(15.0, 42.0, 18.88888888888889)","(9.0, 20.0, 14.9)"
11-01-2023 11:21:55.384873,"(1.4, 1.54, 1.5049122807017543)","(20.0, 60.0, 34.0)","(7.5, 15.5, 9.414285714285715)","(19.0, 55.0, 22.692307692307693)","(31.0, 180.0, 151.2)","(7.0, 13.0, 12.1)","(15.0, 42.0, 18.88888888888889)","(9.0, 20.0, 14.9)"
11-01-2023 11:21:56.612552,"(1.4, 1.54, 1.5049122807017543)","(20.0, 60.0, 34.0)","(7.5, 15.5, 9.414285714285715)","(19.0, 55.0, 22.692307692307693)","(31.0, 180.0, 151.2)","(7.0, 13.0, 12.1)","(15.0, 42.0, 18.88888888888889)","(9.0, 20.0, 14.9)"
11-01-2023 11:21:57.917073,"(1.4, 1.54, 1.5049122807017543)","(20.0, 60.0, 34.0)","(7.5, 15.5, 9.414285714285715)","(19.0, 55.0, 22.692307692307693)","(31.0, 180.0, 151.2)","(7.0, 13.0, 12.1)","(15.0, 42.0, 18.88888888888889)","(9.0, 20.0, 14.9)"
11-01-2023 11:21:59.041433,"(1.4, 1.54, 1.5049122807017543)","(20.0, 60.0, 34.0)","(7.5, 15.5, 9.414285714285715)","(19.0, 55.0, 22.692307692307693)","(31.0, 180.0, 151.2)","(7.0, 13.0, 12.1)","(15.0, 42.0, 18.88888888888889)","(9.0, 20.0, 14.9)"
11-01-2023 11:22:00.197650,"(1.4, 1.54, 1.5049122807017543)","(20.0, 60.0, 34.0)","(7.5, 15.5, 9.414285714285715)","(19.0, 55.0, 22.692307692307693)","(31.0, 180.0, 151.2)","(7.0, 13.0, 12.1)","(15.0, 42.0, 18.88888888888889)","(9.0, 20.0, 14.9)"
11-01-2023 11:22:01.523497,"(1.4, 1.54, 1.5049122807017543)","(20.0, 60.0, 34.0)","(7.5, 15.5, 9.414285714285715)","(19.0, 55.0, 22.692307692307693)","(31.0, 180.0, 151.2)","(7.0, 13.0, 12.1)","(15.0, 42.0, 18.88888888888889)","(9.0, 20.0, 14.9)"
11-01-2023 11:22:02.707455,"(1.4, 1.54, 1.5049122807017543)","(20.0, 60.0, 34.0)","(7.5, 15.5, 9.414285714285715)","(19.0, 55.0, 22.692307692307693)","(31.0, 180.0, 151.2)","(7.0, 13.0, 12.1)","(15.0, 42.0, 18.88888888888889)","(9.0, 20.0, 14.9)"
11-01-2023 11:22:03.857365,"(1.4, 1.54, 1.5049122807017543)","(20.0, 60.0, 34.0)","(7.5, 15.5, 9.414285714285715)","(19.0, 55.0, 22.692307692307693)","(31.0, 180.0, 151.2)","(7.0, 13.0, 12.1)","(15.0, 42.0, 18.88888888888889)","(9.0, 20.0, 14.9)"
11-01-2023 11:22:05.191637,"(1.4, 1.54, 1.4175)","(20.0, 60.0, 34.0)","(7.5, 15.5, 9.414285714285715)","(19.0, 55.0, 22.692307692307693)","(31.0, 180.0, 151.2)","(7.0, 13.0, 12.1)","(15.0, 42.0, 18.88888888888889)","(9.0, 20.0, 14.9)"
11-01-2023 11:22:06.546529,"(1.4, 1.5, 1.4175)","(20.0, 60.0, 33.09090909090909)","(7.5, 15.5, 9.414285714285715)","(19.0, 55.0, 22.692307692307693)","(31.0, 180.0, 151.2)","(7.0, 13.0, 10.5)","(15.0, 42.0, 26.0)","(9.0, 20.0, 17.5)"
11-01-2023 11:22:07.901003,"(1.4, 1.5, 1.4175)","(20.0, 60.0, 33.09090909090909)","(7.5, 15.5, 11.24)","(19.0, 55.0, 23.615384615384617)","(31.0, 180.0, 159.2)","(7.0, 13.0, 12.166666666666668)","(15.0, 42.0, 19.333333333333332)","(9.0, 20.0, 17.5)"
11-01-2023 11:22:09.060821,"(1.4, 1.5, 1.4175)","(20.0, 60.0, 33.09090909090909)","(7.5, 15.5, 11.24)","(19.0, 55.0, 23.615384615384617)","(31.0, 190.0, 159.2)","(7.0, 13.0, 12.166666666666668)","(15.0, 42.0, 19.333333333333332)","(9.0, 20.0, 17.5)"
11-01-2023 11:22:10.272669,"(1.4, 1.5, 1.4175)","(20.0, 60.0, 33.09090909090909)","(7.5, 15.5, 11.033333333333333)","(19.0, 55.0, 23.615384615384617)","(31.0, 190.0, 159.2)","(7.0, 13.0, 12.166666666666668)","(15.0, 42.0, 25.0)","(9.0, 20.0, 17.5)"
11-01-2023 11:22:11.429820,"(1.4, 1.5, 1.4175)","(20.0, 60.0, 38.85714285714286)","(7.5, 15.5, 9.928571428571429)","(19.0, 55.0, 23.615384615384617)","(31.0, 190.0, 159.2)","(7.0, 13.0, 12.166666666666668)","(15.0, 42.0, 25.0)","(9.0, 20.0, 14.9)"
11-01-2023 11:22:12.778410,"(1.4, 1.5, 1.437142857142857)","(20.0, 60.0, 33.09090909090909)","(7.5, 15.5, 9.928571428571429)","(19.0, 55.0, 23.615384615384617)","(31.0, 190.0, 159.2)","(7.0, 13.0, 12.166666666666668)","(15.0, 42.0, 25.333333333333336)","(9.0, 20.0, 18.3)"
11-01-2023 11:22:14.058293,"(1.4, 1.5, 1.437142857142857)","(20.0, 60.0, 33.81818181818182)","(7.5, 15.5, 9.928571428571429)","(19.0, 55.0, 23.615384615384617)","(31.0, 190.0, 159.2)","(7.0, 13.0, 12.166666666666668)","(15.0, 42.0, 25.333333333333336)","(9.0, 20.0, 18.3)"
11-01-2023 11:22:15.308285,"(1.4, 1.5, 1.437142857142857)","(20.0, 60.0, 33.81818181818182)","(7.5, 15.5, 9.928571428571429)","(19.0, 55.0, 23.615384615384617)","(31.0, 190.0, 159.2)","(7.0, 13.0, 12.166666666666668)","(15.0, 42.0, 25.333333333333336)","(9.0, 20.0, 18.3)"
11-01-2023 11:22:16.562959,"(1.4, 1.5, 1.437142857142857)","(20.0, 60.0, 33.81818181818182)","(7.5, 15.5, 9.928571428571429)","(19.0, 55.0, 23.615384615384617)","(31.0, 190.0, 83.38461538461539)","(7.0, 13.0, 12.166666666666668)","(15.0, 42.0, 25.333333333333336)","(9.0, 20.0, 17.5)"
11-01-2023 11:22:17.771805,"(1.4, 1.5, 1.437142857142857)","(20.0, 60.0, 33.81818181818182)","(7.5, 15.5, 9.928571428571429)","(19.0, 55.0, 23.615384615384617)","(31.0, 190.0, 83.38461538461539)","(7.0, 13.0, 12.166666666666668)","(15.0, 42.0, 25.333333333333336)","(9.0, 20.0, 17.5)"
11-01-2023 11:22:18.939423,"(1.4, 1.5, 1.437142857142857)","(20.0, 60.0, 33.81818181818182)","(7.5, 15.5, 9.928571428571429)","(19.0, 55.0, 23.615384615384617)","(31.0, 190.0, 83.38461538461539)","(7.0, 13.0, 12.166666666666668)","(15.0, 42.0, 25.333333333333336)","(9.0, 20.0, 17.5)"
11-01-2023 11:22:20.224658,"(1.4, 1.5, 1.437142857142857)","(20.0, 60.0, 33.81818181818182)","(7.5, 15.5, 9.928571428571429)","(19.0, 55.0, 23.615384615384617)","(31.0, 190.0, 83.38461538461539)","(7.0, 13.0, 12.166666666666668)","(15.0, 42.0, 25.333333333333336)","(9.0, 20.0, 17.5)"
11-01-2023 11:22:21.392002,"(1.4, 1.5, 1.437142857142857)","(20.0, 60.0, 33.81818181818182)","(7.5, 15.5, 9.928571428571429)","(19.0, 55.0, 23.615384615384617)","(31.0, 190.0, 83.38461538461539)","(7.0, 13.0, 12.166666666666668)","(15.0, 42.0, 25.333333333333336)","(9.0, 20.0, 14.9)"
11-01-2023 11:22:22.562201,"(1.4, 1.5, 1.437142857142857)","(20.0, 60.0, 33.81818181818182)","(7.5, 15.5, 9.928571428571429)","(19.0, 55.0, 23.615384615384617)","(31.0, 190.0, 53.2)","(7.0, 13.0, 12.166666666666668)","(15.0, 42.0, 25.333333333333336)","(9.0, 20.0, 14.9)"
11-01-2023 11:22:23.737031,"(1.4, 1.5, 1.437142857142857)","(20.0, 60.0, 28.88888888888889)","(7.5, 15.5, 9.928571428571429)","(19.0, 55.0, 23.615384615384617)","(31.0, 190.0, 53.2)","(7.0, 13.0, 12.166666666666668)","(15.0, 42.0, 25.333333333333336)","(9.0, 20.0, 18.3)"
11-01-2023 11:22:24.925910,"(1.4, 1.5, 1.437142857142857)","(20.0, 60.0, 28.88888888888889)","(7.5, 15.5, 9.928571428571429)","(19.0, 55.0, 23.615384615384617)","(31.0, 190.0, 66.4)","(7.0, 13.0, 10.6)","(15.0, 42.0, 25.333333333333336)","(9.0, 20.0, 18.3)"
11-01-2023 11:22:26.171058,"(1.4, 1.5, 1.437142857142857)","(20.0, 60.0, 28.88888888888889)","(7.5, 15.5, 10.625)","(19.0, 55.0, 23.615384615384617)","(31.0, 180.0, 99.0)","(7.0, 13.0, 10.6)","(15.0, 42.0, 20.22222222222222)","(9.0, 20.0, 18.725)"
11-01-2023 11:22:27.557289,"(1.4, 1.5, 1.437142857142857)","(20.0, 60.0, 28.88888888888889)","(7.5, 15.5, 10.625)","(19.0, 55.0, 23.615384615384617)","(31.0, 160.0, 99.0)","(7.0, 13.0, 10.6)","(15.0, 42.0, 20.22222222222222)","(9.0, 20.0, 17.5)"
11-01-2023 11:22:28.848168,"(1.4, 1.5, 1.437142857142857)","(20.0, 60.0, 28.88888888888889)","(7.5, 15.5, 10.625)","(19.0, 55.0, 23.615384615384617)","(31.0, 160.0, 99.0)","(7.0, 13.0, 10.6)","(15.0, 42.0, 20.22222222222222)","(9.0, 20.0, 15.25)"
11-01-2023 11:22:30.178327,"(1.4, 1.5, 1.437142857142857)","(20.0, 60.0, 28.88888888888889)","(7.5, 15.5, 10.625)","(19.0, 55.0, 23.615384615384617)","(31.0, 160.0, 99.0)","(7.0, 13.0, 10.6)","(15.0, 42.0, 20.22222222222222)","(9.0, 20.0, 15.25)"
11-01-2023 11:22:31.365286,"(1.4, 1.5, 1.437142857142857)","(20.0, 60.0, 28.88888888888889)","(7.5, 15.5, 10.625)","(19.0, 55.0, 23.615384615384617)","(31.0, 160.0, 99.0)","(7.0, 13.0, 10.6)","(15.0, 42.0, 20.22222222222222)","(9.0, 20.0, 15.25)"
11-01-2023 11:22:32.531266,"(1.4, 1.5, 1.437142857142857)","(20.0, 60.0, 28.88888888888889)","(7.5, 15.5, 10.625)","(19.0, 55.0, 23.615384615384617)","(31.0, 160.0, 99.0)","(7.0, 13.0, 10.6)","(15.0, 42.0, 20.22222222222222)","(9.0, 20.0, 15.25)"
