,Joe Gem,Black Eyed Peas,After Hours,Lucretia Ann,Dr Jaylen,Aston Director,Madalia Patch,Billy Bob Jordan
11-01-2023 19:59:50.899356,"(1.5, 1.71, 1.6468421052631579)","(31.0, 55.0, 40.42857142857143)","(8.0, 19.5, 18.666666666666668)","(19.0, 48.0, 46.5)","(8.5, 18.5, 17.333333333333336)","(19.0, 32.0, 29.176470588235293)","(7.0, 12.0, 11.35)","(8.0, 13.0, 12.8)"
11-01-2023 19:59:52.349829,"(1.5, 1.71, 1.6468421052631579)","(31.0, 55.0, 40.42857142857143)","(8.0, 19.5, 18.666666666666668)","(19.0, 48.0, 46.5)","(8.5, 18.5, 17.333333333333336)","(19.0, 32.0, 29.176470588235293)","(7.0, 12.0, 11.35)","(8.0, 13.0, 12.8)"
11-01-2023 19:59:53.940477,"(1.5, 1.71, 1.6468421052631579)","(31.0, 55.0, 40.42857142857143)","(8.0, 19.5, 18.44736842105263)","(19.0, 48.0, 46.5)","(8.5, 18.5, 17.333333333333336)","(19.0, 32.0, 29.176470588235293)","(7.0, 12.0, 11.35)","(8.0, 13.0, 12.8)"
11-01-2023 19:59:55.323375,"(1.5, 1.71, 1.6468421052631579)","(31.0, 55.0, 40.42857142857143)","(8.0, 19.5, 18.44736842105263)","(19.0, 48.0, 45.8)","(8.5, 18.5, 14.75)","(19.0, 32.0, 29.176470588235293)","(7.0, 12.0, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 19:59:56.788788,"(1.5, 1.71, 1.598)","(31.0, 55.0, 40.42857142857143)","(8.0, 19.5, 18.666666666666668)","(19.0, 50.0, 44.5)","(8.5, 18.0, 16.5)","(19.0, 32.0, 29.176470588235293)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 19:59:58.156991,"(1.5, 1.7, 1.5666666666666667)","(31.0, 55.0, 40.42857142857143)","(8.0, 19.5, 18.666666666666668)","(19.0, 50.0, 44.5)","(8.5, 17.5, 16.5)","(19.0, 32.0, 29.176470588235293)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 19:59:59.566346,"(1.5, 1.7, 1.5666666666666667)","(31.0, 55.0, 40.42857142857143)","(8.0, 19.5, 18.666666666666668)","(19.0, 50.0, 44.5)","(8.5, 17.5, 16.5)","(19.0, 32.0, 29.176470588235293)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:00:01.042802,"(1.5, 1.7, 1.5666666666666667)","(31.0, 55.0, 40.42857142857143)","(8.0, 19.5, 18.666666666666668)","(19.0, 50.0, 44.78260869565217)","(8.5, 17.5, 16.5)","(19.0, 32.0, 29.176470588235293)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:00:02.362415,"(1.5, 1.7, 1.5666666666666667)","(31.0, 55.0, 40.42857142857143)","(8.0, 19.5, 18.666666666666668)","(19.0, 50.0, 45.625)","(8.5, 17.5, 16.5)","(19.0, 32.0, 29.176470588235293)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:00:03.777160,"(1.5, 1.7, 1.5666666666666667)","(31.0, 55.0, 40.42857142857143)","(8.0, 18.5, 18.3)","(19.0, 50.0, 45.88235294117647)","(8.5, 17.5, 16.5)","(19.0, 32.0, 29.176470588235293)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:00:05.269798,"(1.5, 1.7, 1.575)","(31.0, 55.0, 40.42857142857143)","(8.0, 18.5, 18.3)","(19.0, 50.0, 45.88235294117647)","(8.5, 17.5, 16.5)","(19.0, 32.0, 29.176470588235293)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:00:06.675463,"(1.5, 1.7, 1.5666666666666667)","(31.0, 55.0, 40.42857142857143)","(8.0, 18.5, 18.3)","(19.0, 50.0, 46.95652173913044)","(8.5, 17.5, 16.5)","(19.0, 32.0, 29.176470588235293)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:00:08.051096,"(1.5, 1.7, 1.5666666666666667)","(31.0, 55.0, 40.42857142857143)","(8.0, 18.5, 18.3)","(19.0, 50.0, 46.95652173913044)","(8.5, 17.5, 16.5)","(19.0, 32.0, 29.176470588235293)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:00:09.478594,"(1.5, 1.7, 1.5666666666666667)","(31.0, 55.0, 40.42857142857143)","(8.0, 18.5, 18.3)","(19.0, 50.0, 46.95652173913044)","(8.5, 17.5, 16.5)","(19.0, 32.0, 29.176470588235293)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:00:10.858586,"(1.5, 1.7, 1.5666666666666667)","(31.0, 55.0, 40.42857142857143)","(8.0, 18.5, 18.3)","(19.0, 50.0, 46.0)","(8.5, 17.5, 16.5)","(19.0, 32.0, 29.176470588235293)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:00:12.155924,"(1.5, 1.7, 1.5666666666666667)","(31.0, 55.0, 40.42857142857143)","(8.0, 18.5, 18.3)","(19.0, 50.0, 46.705882352941174)","(8.5, 17.5, 16.5)","(19.0, 32.0, 29.176470588235293)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:00:13.515243,"(1.5, 1.7, 1.5666666666666667)","(31.0, 55.0, 40.42857142857143)","(8.0, 18.5, 18.35)","(19.0, 50.0, 46.705882352941174)","(8.5, 17.5, 16.5)","(19.0, 32.0, 29.176470588235293)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:00:14.877945,"(1.5, 1.7, 1.5666666666666667)","(31.0, 55.0, 40.42857142857143)","(8.0, 18.5, 18.35)","(19.0, 50.0, 46.705882352941174)","(8.5, 16.5, 15.666666666666668)","(19.0, 32.0, 29.176470588235293)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:00:16.251230,"(1.5, 1.7, 1.5666666666666667)","(31.0, 55.0, 40.42857142857143)","(8.0, 18.5, 18.35)","(19.0, 50.0, 46.705882352941174)","(8.5, 16.5, 15.666666666666668)","(19.0, 32.0, 29.176470588235293)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:00:17.577150,"(1.5, 1.7, 1.615)","(31.0, 55.0, 40.42857142857143)","(8.0, 18.5, 18.35)","(19.0, 50.0, 46.705882352941174)","(8.5, 16.5, 15.666666666666668)","(19.0, 32.0, 29.176470588235293)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:00:18.923523,"(1.5, 1.68, 1.615)","(31.0, 55.0, 40.42857142857143)","(8.0, 18.5, 18.3)","(19.0, 50.0, 46.705882352941174)","(8.5, 16.5, 15.666666666666668)","(19.0, 32.0, 29.176470588235293)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:00:20.222962,"(1.5, 1.68, 1.5644444444444445)","(31.0, 55.0, 40.42857142857143)","(8.0, 18.5, 18.3)","(19.0, 50.0, 46.705882352941174)","(8.5, 16.5, 15.666666666666668)","(19.0, 32.0, 29.176470588235293)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:00:21.510757,"(1.5, 1.68, 1.563)","(31.0, 55.0, 40.42857142857143)","(8.0, 18.5, 18.3)","(19.0, 50.0, 46.705882352941174)","(8.5, 16.5, 15.666666666666668)","(19.0, 32.0, 29.176470588235293)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:00:22.858350,"(1.5, 1.68, 1.563)","(31.0, 55.0, 40.42857142857143)","(8.0, 18.5, 18.3)","(19.0, 50.0, 46.705882352941174)","(8.5, 16.5, 15.666666666666668)","(19.0, 32.0, 29.176470588235293)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:00:24.141132,"(1.5, 1.68, 1.563)","(31.0, 55.0, 40.42857142857143)","(8.0, 18.5, 18.35)","(19.0, 50.0, 47.0)","(8.5, 16.5, 15.666666666666668)","(19.0, 32.0, 29.176470588235293)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:00:25.622130,"(1.5, 1.68, 1.563)","(31.0, 55.0, 40.42857142857143)","(8.0, 18.5, 18.35)","(19.0, 50.0, 47.0)","(8.5, 16.5, 15.666666666666668)","(19.0, 32.0, 29.176470588235293)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:00:27.064674,"(1.5, 1.68, 1.563)","(31.0, 55.0, 40.42857142857143)","(8.0, 18.5, 18.35)","(19.0, 50.0, 47.0)","(8.5, 16.5, 15.666666666666668)","(19.0, 32.0, 29.176470588235293)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:00:28.398400,"(1.5, 1.68, 1.563)","(31.0, 55.0, 40.42857142857143)","(8.0, 18.5, 18.35)","(19.0, 50.0, 47.0)","(8.5, 16.5, 15.666666666666668)","(19.0, 32.0, 29.176470588235293)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:00:29.824303,"(1.5, 1.68, 1.563)","(31.0, 55.0, 40.42857142857143)","(8.0, 18.5, 18.3)","(19.0, 50.0, 47.0)","(8.5, 16.5, 15.666666666666668)","(19.0, 32.0, 29.176470588235293)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:00:31.185168,"(1.5, 1.68, 1.563)","(31.0, 55.0, 40.42857142857143)","(8.0, 18.5, 18.35)","(19.0, 50.0, 47.0)","(8.5, 16.5, 13.807692307692308)","(19.0, 32.0, 29.176470588235293)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:00:32.609585,"(1.5, 1.68, 1.563)","(31.0, 55.0, 38.714285714285715)","(8.0, 18.5, 18.35)","(19.0, 50.0, 47.0)","(8.5, 17.5, 16.083333333333332)","(19.0, 32.0, 29.0)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:00:34.033920,"(1.5, 1.68, 1.563)","(31.0, 55.0, 38.714285714285715)","(8.0, 18.5, 18.35)","(19.0, 50.0, 47.0)","(8.5, 17.0, 16.083333333333332)","(19.0, 32.0, 29.0)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:00:35.473456,"(1.5, 1.68, 1.563)","(31.0, 55.0, 38.714285714285715)","(8.0, 18.5, 18.35)","(19.0, 50.0, 47.0)","(8.5, 17.0, 16.083333333333332)","(19.0, 32.0, 29.0)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:00:36.814080,"(1.5, 1.68, 1.563)","(31.0, 55.0, 38.714285714285715)","(8.0, 18.5, 18.35)","(19.0, 50.0, 47.0)","(8.5, 17.0, 16.083333333333332)","(19.0, 32.0, 29.0)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:00:38.281471,"(1.5, 1.68, 1.563)","(31.0, 55.0, 38.714285714285715)","(8.0, 18.5, 18.35)","(19.0, 50.0, 47.0)","(8.5, 17.0, 16.083333333333332)","(19.0, 32.0, 29.0)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:00:39.659028,"(1.5, 1.68, 1.6233333333333333)","(31.0, 55.0, 38.714285714285715)","(8.0, 18.5, 18.35)","(19.0, 50.0, 47.0)","(8.5, 17.0, 16.083333333333332)","(19.0, 32.0, 29.0)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:00:41.039373,"(1.5, 1.66, 1.536190476190476)","(31.0, 55.0, 38.714285714285715)","(8.0, 18.5, 18.35)","(19.0, 50.0, 47.0)","(8.5, 17.0, 16.083333333333332)","(19.0, 32.0, 29.0)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:00:42.480991,"(1.5, 1.65, 1.5373333333333334)","(31.0, 55.0, 38.714285714285715)","(8.5, 18.5, 18.35)","(20.0, 50.0, 47.0)","(8.5, 17.0, 16.083333333333332)","(20.0, 32.0, 29.0)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:00:43.808884,"(1.5, 1.64, 1.5383333333333333)","(31.0, 55.0, 38.714285714285715)","(8.5, 18.5, 18.35)","(20.0, 50.0, 47.0)","(8.5, 17.0, 16.083333333333332)","(20.0, 32.0, 29.0)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:00:45.073130,"(1.5, 1.63, 1.5383333333333333)","(31.0, 55.0, 38.714285714285715)","(8.5, 18.5, 18.35)","(20.0, 50.0, 50.57142857142857)","(8.5, 17.0, 16.083333333333332)","(20.0, 32.0, 29.913043478260867)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:00:46.360978,"(1.5, 1.62, 1.5525)","(31.0, 55.0, 38.714285714285715)","(8.5, 18.5, 18.35)","(20.0, 60.0, 49.5)","(8.5, 17.0, 16.083333333333332)","(20.0, 32.0, 29.913043478260867)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:00:47.732991,"(1.5, 1.62, 1.5525)","(31.0, 55.0, 38.714285714285715)","(8.5, 18.5, 18.35)","(20.0, 60.0, 49.5)","(8.5, 17.0, 16.083333333333332)","(20.0, 32.0, 29.0)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:00:49.081495,"(1.5, 1.62, 1.5525)","(31.0, 55.0, 38.714285714285715)","(8.5, 18.5, 18.35)","(20.0, 60.0, 49.5)","(8.5, 17.0, 16.083333333333332)","(20.0, 32.0, 28.0)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:00:50.370848,"(1.5, 1.62, 1.5525)","(31.0, 55.0, 38.714285714285715)","(8.5, 18.5, 18.35)","(20.0, 60.0, 49.5)","(8.5, 17.0, 16.083333333333332)","(20.0, 32.0, 28.0)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:00:51.719905,"(1.5, 1.62, 1.5525)","(31.0, 55.0, 38.714285714285715)","(8.5, 18.5, 18.35)","(20.0, 60.0, 49.5)","(8.5, 17.0, 16.083333333333332)","(20.0, 32.0, 28.0)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:00:53.106724,"(1.5, 1.62, 1.5525)","(31.0, 55.0, 38.714285714285715)","(8.5, 18.5, 18.35)","(20.0, 60.0, 49.5)","(8.5, 17.0, 16.083333333333332)","(20.0, 32.0, 28.0)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:00:54.456765,"(1.5, 1.62, 1.5525)","(31.0, 55.0, 38.714285714285715)","(8.5, 18.5, 18.35)","(20.0, 60.0, 49.5)","(8.5, 17.0, 16.083333333333332)","(20.0, 32.0, 29.25)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:00:55.791526,"(1.5, 1.62, 1.5668181818181819)","(31.0, 55.0, 38.714285714285715)","(8.5, 18.5, 18.35)","(20.0, 60.0, 49.5)","(8.5, 17.0, 16.083333333333332)","(20.0, 30.0, 29.25)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:00:57.127908,"(1.5, 1.62, 1.5668181818181819)","(31.0, 55.0, 38.714285714285715)","(8.5, 18.5, 18.3)","(20.0, 60.0, 49.5)","(8.5, 17.0, 16.083333333333332)","(20.0, 30.0, 28.615384615384617)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:00:58.504077,"(1.5, 1.62, 1.584)","(31.0, 55.0, 38.714285714285715)","(8.5, 18.5, 18.3)","(20.0, 60.0, 49.5)","(8.5, 17.0, 16.083333333333332)","(20.0, 30.0, 28.615384615384617)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:00:59.897152,"(1.5, 1.62, 1.5814285714285714)","(31.0, 55.0, 38.714285714285715)","(8.5, 18.5, 18.35)","(20.0, 60.0, 50.26086956521739)","(8.5, 17.0, 16.083333333333332)","(20.0, 30.0, 28.615384615384617)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:01:01.388765,"(1.5, 1.62, 1.58)","(31.0, 55.0, 38.714285714285715)","(8.5, 18.5, 18.35)","(20.0, 60.0, 50.26086956521739)","(8.5, 17.0, 16.083333333333332)","(20.0, 30.0, 28.615384615384617)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:01:02.883707,"(1.5, 1.62, 1.58)","(31.0, 55.0, 38.714285714285715)","(8.5, 18.5, 18.35)","(20.0, 60.0, 52.275862068965516)","(8.5, 17.0, 16.083333333333332)","(20.0, 30.0, 28.615384615384617)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:01:04.350203,"(1.5, 1.62, 1.58)","(31.0, 55.0, 38.714285714285715)","(8.5, 18.5, 18.35)","(20.0, 60.0, 52.275862068965516)","(8.5, 17.0, 16.083333333333332)","(20.0, 30.0, 28.615384615384617)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:01:05.808847,"(1.5, 1.62, 1.58)","(31.0, 55.0, 38.714285714285715)","(8.5, 18.5, 18.35)","(20.0, 60.0, 52.275862068965516)","(8.5, 17.0, 16.083333333333332)","(20.0, 30.0, 28.615384615384617)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:01:07.198240,"(1.5, 1.62, 1.58)","(31.0, 55.0, 38.714285714285715)","(8.5, 18.5, 18.35)","(20.0, 60.0, 52.275862068965516)","(8.5, 17.0, 16.083333333333332)","(20.0, 30.0, 28.615384615384617)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:01:08.528134,"(1.5, 1.62, 1.58)","(31.0, 55.0, 38.714285714285715)","(8.5, 18.5, 18.35)","(20.0, 60.0, 52.275862068965516)","(8.5, 17.0, 16.083333333333332)","(20.0, 30.0, 28.615384615384617)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:01:09.867981,"(1.5, 1.62, 1.58)","(31.0, 55.0, 38.714285714285715)","(8.5, 18.5, 18.35)","(20.0, 60.0, 52.275862068965516)","(8.5, 17.0, 16.083333333333332)","(20.0, 30.0, 28.615384615384617)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:01:11.212660,"(1.5, 1.62, 1.58)","(31.0, 55.0, 38.714285714285715)","(8.5, 18.5, 18.35)","(20.0, 60.0, 52.275862068965516)","(8.5, 17.0, 16.083333333333332)","(20.0, 30.0, 28.615384615384617)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:01:12.608505,"(1.5, 1.62, 1.58)","(31.0, 55.0, 38.714285714285715)","(8.5, 18.5, 18.35)","(20.0, 60.0, 52.275862068965516)","(8.5, 17.0, 16.083333333333332)","(20.0, 30.0, 28.615384615384617)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:01:13.933493,"(1.5, 1.62, 1.58)","(31.0, 55.0, 38.714285714285715)","(8.5, 18.5, 18.5)","(20.0, 60.0, 52.275862068965516)","(8.5, 17.0, 16.083333333333332)","(20.0, 30.0, 28.615384615384617)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:01:15.228181,"(1.5, 1.62, 1.6054545454545455)","(31.0, 55.0, 38.714285714285715)","(8.5, 19.0, 18.5)","(20.0, 60.0, 51.74193548387097)","(8.5, 17.0, 16.083333333333332)","(20.0, 30.0, 28.363636363636363)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:01:16.491417,"(1.5, 1.63, 1.6255)","(31.0, 55.0, 38.714285714285715)","(8.5, 19.0, 18.379310344827587)","(20.0, 60.0, 52.275862068965516)","(8.5, 17.0, 16.083333333333332)","(20.0, 30.0, 28.363636363636363)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:01:17.875731,"(1.5, 1.63, 1.558)","(31.0, 55.0, 38.714285714285715)","(8.5, 19.0, 18.759999999999998)","(20.0, 60.0, 52.275862068965516)","(8.5, 17.0, 16.083333333333332)","(20.0, 30.0, 28.615384615384617)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:01:19.246820,"(1.5, 1.63, 1.558888888888889)","(31.0, 55.0, 38.714285714285715)","(8.5, 19.0, 18.759999999999998)","(20.0, 60.0, 52.275862068965516)","(8.5, 17.0, 16.083333333333332)","(20.0, 30.0, 28.615384615384617)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:01:20.635484,"(1.5, 1.63, 1.5626315789473684)","(31.0, 55.0, 38.714285714285715)","(8.5, 19.0, 18.759999999999998)","(20.0, 60.0, 52.275862068965516)","(8.5, 17.0, 16.083333333333332)","(20.0, 30.0, 28.615384615384617)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:01:22.041056,"(1.5, 1.63, 1.5626315789473684)","(31.0, 55.0, 38.714285714285715)","(8.5, 19.0, 18.759999999999998)","(20.0, 60.0, 52.275862068965516)","(8.5, 17.0, 16.083333333333332)","(20.0, 30.0, 28.615384615384617)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:01:23.382850,"(1.5, 1.63, 1.5626315789473684)","(31.0, 55.0, 38.714285714285715)","(8.5, 19.0, 18.759999999999998)","(20.0, 60.0, 52.275862068965516)","(8.5, 17.0, 16.083333333333332)","(20.0, 30.0, 28.615384615384617)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:01:24.711712,"(1.5, 1.63, 1.5627272727272727)","(31.0, 55.0, 38.714285714285715)","(8.5, 19.0, 18.759999999999998)","(20.0, 60.0, 52.275862068965516)","(8.5, 17.0, 16.083333333333332)","(20.0, 30.0, 28.615384615384617)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:01:26.180826,"(1.5, 1.63, 1.5733333333333335)","(31.0, 55.0, 38.714285714285715)","(8.5, 19.0, 18.7)","(20.0, 60.0, 52.275862068965516)","(8.5, 17.0, 16.083333333333332)","(20.0, 30.0, 28.615384615384617)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:01:27.558301,"(1.5, 1.62, 1.5733333333333335)","(31.0, 55.0, 38.714285714285715)","(8.5, 19.0, 18.7)","(20.0, 60.0, 52.275862068965516)","(8.5, 17.0, 16.083333333333332)","(20.0, 30.0, 28.615384615384617)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:01:28.923307,"(1.5, 1.62, 1.5733333333333335)","(31.0, 55.0, 38.714285714285715)","(8.5, 19.0, 18.7)","(20.0, 60.0, 52.275862068965516)","(8.5, 17.0, 16.083333333333332)","(20.0, 30.0, 28.615384615384617)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:01:30.323623,"(1.5, 1.62, 1.5733333333333335)","(31.0, 55.0, 38.714285714285715)","(8.5, 19.0, 18.714285714285715)","(20.0, 60.0, 52.275862068965516)","(8.5, 17.0, 16.083333333333332)","(20.0, 30.0, 28.615384615384617)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:01:31.739445,"(1.5, 1.62, 1.5558536585365854)","(31.0, 55.0, 38.714285714285715)","(8.5, 19.0, 19.61904761904762)","(20.0, 60.0, 52.275862068965516)","(8.5, 17.0, 16.083333333333332)","(20.0, 30.0, 28.615384615384617)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:01:33.136223,"(1.5, 1.63, 1.5558536585365854)","(31.0, 55.0, 38.714285714285715)","(8.5, 20.0, 19.166666666666668)","(20.0, 60.0, 52.275862068965516)","(8.5, 17.0, 16.083333333333332)","(20.0, 30.0, 28.615384615384617)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:01:34.590147,"(1.5, 1.63, 1.5558536585365854)","(31.0, 55.0, 38.714285714285715)","(8.5, 20.0, 19.166666666666668)","(20.0, 60.0, 52.275862068965516)","(8.5, 17.0, 16.083333333333332)","(20.0, 30.0, 28.615384615384617)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:01:35.889493,"(1.5, 1.63, 1.5558536585365854)","(31.0, 55.0, 38.714285714285715)","(8.5, 20.0, 19.166666666666668)","(20.0, 60.0, 52.275862068965516)","(8.5, 17.0, 16.083333333333332)","(20.0, 30.0, 28.615384615384617)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:01:37.444905,"(1.5, 1.63, 1.5733333333333335)","(31.0, 55.0, 38.714285714285715)","(8.5, 20.0, 19.166666666666668)","(20.0, 60.0, 52.275862068965516)","(8.5, 17.0, 16.083333333333332)","(20.0, 30.0, 27.5)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:01:38.896382,"(1.5, 1.62, 1.5733333333333335)","(31.0, 55.0, 38.714285714285715)","(8.5, 20.0, 19.166666666666668)","(20.0, 60.0, 52.275862068965516)","(8.5, 17.0, 16.083333333333332)","(20.0, 30.0, 27.5)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:01:40.243326,"(1.5, 1.62, 1.5733333333333335)","(31.0, 55.0, 38.714285714285715)","(8.5, 20.0, 19.166666666666668)","(20.0, 60.0, 52.275862068965516)","(8.5, 17.0, 16.083333333333332)","(20.0, 30.0, 27.5)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:01:41.693369,"(1.5, 1.62, 1.5733333333333335)","(31.0, 55.0, 38.714285714285715)","(8.5, 20.0, 19.166666666666668)","(20.0, 60.0, 52.275862068965516)","(8.5, 17.0, 16.083333333333332)","(20.0, 30.0, 27.5)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:01:43.128811,"(1.5, 1.62, 1.5575)","(31.0, 55.0, 38.714285714285715)","(8.5, 20.0, 19.166666666666668)","(20.0, 60.0, 52.275862068965516)","(8.5, 17.0, 16.083333333333332)","(20.0, 30.0, 27.5)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:01:44.863998,"(1.5, 1.6, 1.553125)","(31.0, 55.0, 38.714285714285715)","(8.5, 20.0, 19.94736842105263)","(20.0, 60.0, 52.275862068965516)","(8.5, 17.0, 16.375)","(20.0, 30.0, 27.5)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:01:46.254028,"(1.5, 1.6, 1.5571428571428572)","(31.0, 55.0, 38.714285714285715)","(8.5, 21.0, 19.94736842105263)","(20.0, 60.0, 52.275862068965516)","(8.5, 17.0, 16.375)","(20.0, 30.0, 27.5)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
11-01-2023 20:01:47.770611,"(1.5, 1.6, 1.5550000000000002)","(31.0, 55.0, 38.714285714285715)","(8.5, 21.0, 19.94736842105263)","(20.0, 60.0, 52.275862068965516)","(8.5, 17.0, 16.375)","(20.0, 30.0, 27.5)","(7.0, 11.5, 10.975)","(8.0, 13.0, 12.8)"
