,Werina Express,Herculean Zeal,Slick Town,Dont Tell Helen,Darryls Girl,Book Of Love,Rochill Amy,Bernie Boom
11-01-2023 14:52:21.000108,"(2.9, 8.4, 3.2156521739130435)","(20.0, 200.0, 39.111111111111114)","(2.8, 3.65, 3.186)","(5.5, 9.6, 6.48)","(4.4, 7.0, 4.833333333333334)","(21.0, 220.0, 139.60000000000002)","(31.0, 320.0, 290.90000000000003)","(14.0, 36.0, 33.25)"
11-01-2023 14:52:22.094200,"(2.9, 8.4, 3.2156521739130435)","(20.0, 200.0, 39.111111111111114)","(2.8, 3.65, 3.186)","(5.5, 9.6, 6.48)","(4.4, 7.0, 4.833333333333334)","(21.0, 220.0, 139.60000000000002)","(31.0, 320.0, 130.0)","(14.0, 36.0, 33.25)"
11-01-2023 14:52:23.228896,"(2.9, 8.4, 3.2156521739130435)","(20.0, 200.0, 39.111111111111114)","(2.8, 3.65, 3.186)","(5.5, 9.6, 6.48)","(4.4, 7.0, 4.833333333333334)","(21.0, 220.0, 139.60000000000002)","(31.0, 330.0, 176.0)","(14.0, 36.0, 33.25)"
11-01-2023 14:52:24.350962,"(2.9, 8.4, 3.2156521739130435)","(20.0, 200.0, 39.111111111111114)","(2.8, 3.65, 3.186)","(5.5, 9.6, 6.48)","(4.4, 7.0, 4.833333333333334)","(21.0, 220.0, 139.60000000000002)","(31.0, 320.0, 176.0)","(14.0, 36.0, 33.25)"
11-01-2023 14:52:25.470469,"(2.9, 8.4, 4.786666666666667)","(20.0, 200.0, 39.111111111111114)","(2.8, 3.65, 3.186)","(5.5, 9.6, 6.48)","(4.4, 7.0, 4.833333333333334)","(21.0, 220.0, 139.60000000000002)","(31.0, 320.0, 176.0)","(14.0, 36.0, 33.25)"
11-01-2023 14:52:26.520390,"(2.9, 8.4, 4.786666666666667)","(20.0, 200.0, 39.111111111111114)","(2.8, 3.65, 3.186)","(5.5, 9.6, 6.48)","(4.4, 7.0, 4.833333333333334)","(21.0, 220.0, 139.60000000000002)","(31.0, 320.0, 176.0)","(14.0, 36.0, 33.25)"
11-01-2023 14:52:27.593622,"(2.9, 8.4, 4.786666666666667)","(20.0, 200.0, 39.111111111111114)","(2.8, 3.65, 3.186)","(5.5, 9.6, 6.48)","(4.4, 7.0, 4.833333333333334)","(21.0, 220.0, 139.60000000000002)","(31.0, 320.0, 176.0)","(14.0, 36.0, 33.25)"
11-01-2023 14:52:28.639562,"(2.9, 8.4, 4.786666666666667)","(20.0, 200.0, 39.111111111111114)","(2.8, 3.65, 3.186)","(5.5, 9.6, 6.48)","(4.4, 7.0, 4.833333333333334)","(21.0, 220.0, 139.60000000000002)","(31.0, 320.0, 176.0)","(14.0, 36.0, 33.25)"
11-01-2023 14:52:29.705245,"(2.9, 8.4, 4.786666666666667)","(20.0, 200.0, 39.111111111111114)","(2.8, 3.65, 3.186)","(5.5, 9.6, 6.48)","(4.4, 7.0, 4.833333333333334)","(21.0, 220.0, 139.60000000000002)","(31.0, 320.0, 176.0)","(14.0, 36.0, 33.25)"
11-01-2023 14:52:30.780499,"(2.9, 8.4, 4.786666666666667)","(20.0, 200.0, 39.111111111111114)","(2.8, 3.65, 3.186)","(5.5, 9.6, 6.48)","(4.4, 7.0, 4.833333333333334)","(21.0, 220.0, 139.60000000000002)","(31.0, 320.0, 176.0)","(14.0, 36.0, 33.25)"
11-01-2023 14:52:31.852891,"(2.9, 8.4, 4.786666666666667)","(20.0, 200.0, 39.111111111111114)","(2.8, 3.65, 3.186)","(5.5, 9.6, 6.48)","(4.4, 7.0, 4.833333333333334)","(21.0, 220.0, 139.60000000000002)","(31.0, 320.0, 176.0)","(14.0, 36.0, 33.25)"
11-01-2023 14:52:32.956581,"(2.9, 8.4, 4.786666666666667)","(20.0, 200.0, 39.111111111111114)","(2.8, 3.65, 3.186)","(5.5, 9.6, 6.48)","(4.4, 7.0, 4.833333333333334)","(21.0, 220.0, 139.60000000000002)","(31.0, 320.0, 176.0)","(14.0, 36.0, 33.25)"
11-01-2023 14:52:34.057415,"(2.9, 8.4, 4.786666666666667)","(20.0, 200.0, 39.111111111111114)","(2.8, 3.65, 3.186)","(5.5, 9.6, 6.5200000000000005)","(4.4, 7.0, 4.833333333333334)","(21.0, 220.0, 145.60000000000002)","(31.0, 320.0, 176.0)","(14.0, 36.0, 94.18181818181819)"
11-01-2023 14:52:35.221255,"(2.9, 8.4, 4.786666666666667)","(20.0, 200.0, 44.85714285714286)","(2.8, 3.65, 3.186)","(5.5, 9.8, 6.5200000000000005)","(4.4, 7.0, 4.833333333333334)","(21.0, 230.0, 145.60000000000002)","(31.0, 320.0, 176.0)","(14.0, 140.0, 100.54545454545455)"
11-01-2023 14:52:36.395558,"(2.9, 8.4, 4.786666666666667)","(20.0, 200.0, 64.25)","(2.8, 3.65, 3.186)","(5.5, 9.8, 6.5200000000000005)","(4.4, 7.0, 4.833333333333334)","(21.0, 230.0, 39.5)","(31.0, 320.0, 262.4)","(14.0, 150.0, 53.66666666666667)"
11-01-2023 14:52:37.512081,"(2.9, 8.4, 4.786666666666667)","(20.0, 65.0, 30.5)","(2.8, 3.65, 3.186)","(5.5, 9.8, 6.5200000000000005)","(4.4, 7.0, 4.833333333333334)","(21.0, 60.0, 47.0)","(31.0, 320.0, 279.1111111111111)","(14.0, 65.0, 42.4)"
11-01-2023 14:52:38.666878,"(2.9, 8.2, 6.56875)","(20.0, 65.0, 30.5)","(2.8, 3.65, 3.186)","(5.5, 9.8, 6.5200000000000005)","(4.4, 7.0, 4.833333333333334)","(21.0, 75.0, 47.0)","(31.0, 310.0, 279.1111111111111)","(14.0, 150.0, 42.4)"
11-01-2023 14:52:39.761012,"(2.9, 8.2, 6.56875)","(20.0, 65.0, 30.5)","(2.8, 3.65, 3.186)","(5.5, 9.8, 6.5200000000000005)","(4.4, 7.0, 4.833333333333334)","(21.0, 75.0, 47.0)","(31.0, 310.0, 279.1111111111111)","(14.0, 150.0, 42.4)"
11-01-2023 14:52:40.904246,"(2.9, 8.2, 6.56875)","(20.0, 65.0, 30.5)","(2.8, 3.65, 3.186)","(5.5, 9.8, 6.5200000000000005)","(4.4, 7.0, 4.833333333333334)","(21.0, 75.0, 47.0)","(31.0, 310.0, 279.1111111111111)","(14.0, 150.0, 42.4)"
11-01-2023 14:52:41.994035,"(2.9, 8.2, 6.56875)","(20.0, 65.0, 30.5)","(2.8, 3.65, 3.186)","(5.5, 9.8, 6.5200000000000005)","(4.4, 7.0, 4.833333333333334)","(21.0, 75.0, 96.57142857142857)","(31.0, 310.0, 279.1111111111111)","(14.0, 150.0, 42.4)"
11-01-2023 14:52:43.013953,"(2.9, 8.2, 6.56875)","(20.0, 85.0, 32.2)","(2.8, 3.65, 3.186)","(5.5, 9.8, 6.48)","(4.4, 7.0, 4.833333333333334)","(21.0, 200.0, 96.57142857142857)","(31.0, 310.0, 279.1111111111111)","(14.0, 150.0, 42.4)"
11-01-2023 14:52:44.034397,"(2.9, 8.2, 6.56875)","(20.0, 85.0, 32.2)","(2.8, 3.65, 3.186)","(5.5, 9.6, 6.48)","(4.4, 7.0, 4.833333333333334)","(21.0, 200.0, 96.57142857142857)","(31.0, 310.0, 279.1111111111111)","(14.0, 150.0, 42.4)"
11-01-2023 14:52:45.133471,"(2.9, 8.2, 6.56875)","(20.0, 85.0, 52.0)","(2.8, 3.65, 3.186)","(5.5, 9.6, 6.48)","(4.4, 7.0, 4.833333333333334)","(21.0, 200.0, 96.57142857142857)","(31.0, 310.0, 279.1111111111111)","(14.0, 150.0, 42.4)"
11-01-2023 14:52:46.291246,"(2.9, 8.2, 6.56875)","(20.0, 85.0, 55.666666666666664)","(2.8, 3.65, 3.186)","(5.5, 9.6, 6.48)","(4.4, 7.0, 4.833333333333334)","(21.0, 200.0, 96.57142857142857)","(31.0, 310.0, 279.1111111111111)","(14.0, 150.0, 42.8)"
11-01-2023 14:52:47.470423,"(2.9, 8.2, 6.56875)","(20.0, 85.0, 148.28571428571428)","(2.8, 3.65, 3.186)","(5.5, 9.6, 6.48)","(4.4, 7.0, 4.833333333333334)","(21.0, 200.0, 100.85714285714286)","(31.0, 310.0, 279.1111111111111)","(14.0, 150.0, 42.8)"
11-01-2023 14:52:48.640265,"(2.9, 8.2, 6.56875)","(20.0, 200.0, 148.28571428571428)","(2.8, 3.65, 3.186)","(5.5, 9.6, 6.48)","(4.4, 7.0, 4.833333333333334)","(21.0, 210.0, 100.85714285714286)","(31.0, 310.0, 279.1111111111111)","(14.0, 150.0, 42.8)"
11-01-2023 14:52:49.831333,"(2.9, 8.2, 4.981249999999999)","(20.0, 200.0, 148.28571428571428)","(2.8, 3.65, 3.186)","(5.5, 9.6, 6.48)","(4.4, 7.0, 4.833333333333334)","(21.0, 210.0, 146.33333333333331)","(31.0, 310.0, 279.1111111111111)","(14.0, 150.0, 87.25)"
11-01-2023 14:52:51.016204,"(2.9, 8.2, 6.054166666666666)","(20.0, 200.0, 148.28571428571428)","(2.8, 3.65, 3.186)","(5.5, 9.6, 6.48)","(4.4, 7.0, 4.833333333333334)","(21.0, 210.0, 146.33333333333331)","(31.0, 310.0, 279.1111111111111)","(14.0, 160.0, 37.0)"
11-01-2023 14:52:52.163689,"(2.9, 8.2, 3.9916666666666663)","(20.0, 200.0, 148.28571428571428)","(2.8, 3.65, 3.186)","(5.5, 9.6, 6.48)","(4.4, 7.0, 4.833333333333334)","(21.0, 210.0, 153.0)","(31.0, 310.0, 279.1111111111111)","(14.0, 160.0, 37.0)"
11-01-2023 14:52:53.337874,"(2.9, 8.2, 3.9916666666666663)","(20.0, 200.0, 148.28571428571428)","(2.8, 3.65, 3.186)","(5.5, 9.6, 6.48)","(4.4, 7.0, 4.833333333333334)","(21.0, 220.0, 153.0)","(31.0, 310.0, 279.1111111111111)","(14.0, 160.0, 37.0)"
11-01-2023 14:52:54.473560,"(2.9, 8.2, 3.9916666666666663)","(20.0, 200.0, 101.27272727272727)","(2.8, 3.65, 3.186)","(5.5, 9.6, 6.48)","(4.4, 7.0, 4.833333333333334)","(21.0, 220.0, 153.0)","(31.0, 310.0, 279.1111111111111)","(14.0, 160.0, 37.0)"
11-01-2023 14:52:55.560932,"(2.9, 8.2, 3.9916666666666663)","(20.0, 200.0, 101.27272727272727)","(2.8, 3.65, 3.186)","(5.5, 9.6, 6.48)","(4.4, 7.0, 4.833333333333334)","(21.0, 220.0, 153.0)","(31.0, 310.0, 279.1111111111111)","(14.0, 160.0, 37.0)"
11-01-2023 14:52:56.549591,"(2.9, 8.2, 3.9916666666666663)","(20.0, 200.0, 91.4)","(2.8, 3.65, 3.186)","(5.5, 9.6, 6.48)","(4.4, 7.0, 4.833333333333334)","(21.0, 220.0, 44.230769230769226)","(31.0, 310.0, 103.0)","(14.0, 160.0, 20.0)"
11-01-2023 14:52:57.598654,"(2.9, 5.5, 4.325)","(20.0, 65.0, 49.66666666666667)","(2.8, 3.65, 3.186)","(5.5, 9.6, 6.35)","(4.4, 7.0, 4.833333333333334)","(21.0, 60.0, 36.57142857142857)","(31.0, 170.0, 103.0)","(14.0, 48.0, 20.0)"
11-01-2023 14:52:58.642728,"(2.9, 5.5, 4.325)","(20.0, 65.0, 27.083333333333332)","(2.8, 3.65, 3.186)","(5.5, 9.6, 6.35)","(4.4, 7.0, 4.833333333333334)","(21.0, 60.0, 24.0)","(31.0, 170.0, 103.0)","(14.0, 48.0, 20.0)"
11-01-2023 14:52:59.763321,"(2.9, 5.5, 4.325)","(20.0, 65.0, 24.555555555555557)","(2.8, 3.65, 3.186)","(5.5, 9.6, 6.35)","(4.4, 7.0, 4.833333333333334)","(21.0, 60.0, 24.0)","(31.0, 170.0, 103.0)","(14.0, 48.0, 20.0)"
11-01-2023 14:53:00.857787,"(2.9, 5.5, 3.385)","(20.0, 65.0, 24.555555555555557)","(2.8, 3.65, 3.186)","(5.5, 9.6, 6.35)","(4.4, 7.0, 4.833333333333334)","(21.0, 60.0, 24.0)","(31.0, 170.0, 103.0)","(14.0, 48.0, 20.0)"
11-01-2023 14:53:01.943141,"(2.9, 5.5, 3.385)","(20.0, 65.0, 24.555555555555557)","(2.8, 3.65, 3.186)","(5.5, 9.6, 7.699999999999999)","(4.4, 7.0, 4.833333333333334)","(21.0, 60.0, 24.0)","(31.0, 170.0, 103.0)","(14.0, 48.0, 20.0)"
11-01-2023 14:53:02.959205,"(2.9, 5.5, 3.385)","(20.0, 65.0, 24.555555555555557)","(2.8, 3.65, 3.186)","(5.5, 9.6, 7.699999999999999)","(4.4, 7.0, 4.483870967741936)","(21.0, 60.0, 22.615384615384617)","(31.0, 170.0, 47.4)","(14.0, 48.0, 18.75)"
11-01-2023 14:53:04.022601,"(2.9, 5.4, 3.4)","(20.0, 65.0, 22.75)","(2.8, 3.6, 3.0821052631578945)","(5.5, 9.6, 6.516666666666667)","(4.4, 7.0, 4.483870967741936)","(21.0, 60.0, 22.615384615384617)","(31.0, 150.0, 47.4)","(14.0, 48.0, 18.75)"
11-01-2023 14:53:05.045045,"(2.9, 5.4, 3.4)","(20.0, 65.0, 22.75)","(2.8, 3.6, 3.0821052631578945)","(5.5, 9.6, 6.516666666666667)","(4.4, 7.0, 4.675000000000001)","(21.0, 60.0, 22.615384615384617)","(31.0, 150.0, 47.4)","(14.0, 48.0, 18.75)"
11-01-2023 14:53:06.108395,"(2.9, 5.4, 3.4)","(20.0, 65.0, 22.75)","(2.8, 3.6, 2.9651612903225804)","(5.5, 9.6, 7.35)","(4.4, 6.6, 4.675000000000001)","(21.0, 60.0, 22.615384615384617)","(31.0, 150.0, 70.66666666666666)","(14.0, 48.0, 18.75)"
11-01-2023 14:53:07.202695,"(2.9, 5.4, 3.2365384615384616)","(20.0, 65.0, 22.75)","(2.8, 3.6, 2.8683076923076922)","(5.5, 9.6, 6.766666666666667)","(4.4, 6.6, 4.675000000000001)","(21.0, 60.0, 22.615384615384617)","(31.0, 140.0, 56.8)","(14.0, 48.0, 18.75)"
11-01-2023 14:53:08.362106,"(2.9, 5.4, 3.2365384615384616)","(20.0, 65.0, 22.75)","(2.8, 3.6, 3.11)","(5.5, 9.6, 6.766666666666667)","(4.4, 6.6, 4.675000000000001)","(21.0, 60.0, 22.615384615384617)","(31.0, 140.0, 56.8)","(14.0, 48.0, 18.75)"
11-01-2023 14:53:09.454897,"(2.9, 5.4, 3.2365384615384616)","(20.0, 65.0, 22.75)","(2.8, 3.55, 2.8655555555555554)","(5.5, 9.6, 8.292307692307691)","(4.4, 6.6, 4.478571428571429)","(21.0, 60.0, 22.615384615384617)","(31.0, 140.0, 56.8)","(14.0, 48.0, 18.75)"
11-01-2023 14:53:10.557616,"(2.9, 5.4, 3.2365384615384616)","(20.0, 65.0, 22.75)","(2.8, 3.55, 2.8833333333333333)","(5.5, 9.6, 7.6)","(4.4, 6.6, 4.6000000000000005)","(21.0, 60.0, 22.615384615384617)","(31.0, 140.0, 56.8)","(14.0, 48.0, 18.75)"
11-01-2023 14:53:11.710378,"(2.9, 5.4, 3.2365384615384616)","(20.0, 65.0, 22.75)","(2.8, 3.55, 2.8833333333333333)","(5.5, 9.6, 8.85)","(4.4, 6.4, 4.6000000000000005)","(21.0, 60.0, 22.615384615384617)","(31.0, 140.0, 56.8)","(14.0, 48.0, 18.75)"
11-01-2023 14:53:12.843979,"(2.9, 5.4, 3.2365384615384616)","(20.0, 65.0, 22.75)","(2.8, 3.55, 2.8833333333333333)","(5.5, 9.6, 7.85)","(4.4, 6.4, 4.625)","(21.0, 60.0, 22.615384615384617)","(31.0, 140.0, 56.8)","(14.0, 48.0, 34.315789473684205)"
11-01-2023 14:53:14.046330,"(2.9, 5.4, 3.2365384615384616)","(20.0, 65.0, 22.75)","(2.8, 3.55, 2.8833333333333333)","(5.5, 9.6, 7.85)","(4.4, 6.2, 4.625)","(21.0, 60.0, 22.615384615384617)","(31.0, 140.0, 56.8)","(14.0, 48.0, 18.823529411764707)"
11-01-2023 14:53:15.213479,"(2.9, 5.4, 3.2365384615384616)","(20.0, 65.0, 22.75)","(2.8, 3.55, 2.8833333333333333)","(5.5, 9.6, 7.433333333333334)","(4.4, 6.2, 4.625)","(21.0, 60.0, 22.615384615384617)","(31.0, 140.0, 56.8)","(14.0, 48.0, 18.823529411764707)"
11-01-2023 14:53:16.478956,"(2.9, 5.4, 3.2365384615384616)","(20.0, 65.0, 22.02777777777778)","(2.8, 3.55, 2.8833333333333333)","(5.5, 9.6, 7.433333333333334)","(4.4, 6.2, 4.5200000000000005)","(21.0, 60.0, 22.615384615384617)","(31.0, 140.0, 56.8)","(14.0, 48.0, 26.5)"
11-01-2023 14:53:17.643159,"(2.9, 5.4, 3.2365384615384616)","(20.0, 65.0, 21.894736842105264)","(2.8, 3.55, 2.8833333333333333)","(5.5, 9.6, 7.766666666666667)","(4.4, 6.2, 4.5200000000000005)","(21.0, 60.0, 22.615384615384617)","(31.0, 140.0, 56.8)","(14.0, 36.0, 26.5)"
11-01-2023 14:53:19.020262,"(2.9, 5.4, 3.2365384615384616)","(20.0, 65.0, 28.375)","(2.8, 3.55, 2.8833333333333333)","(5.5, 9.6, 8.753846153846155)","(4.4, 6.2, 4.5200000000000005)","(21.0, 60.0, 22.615384615384617)","(31.0, 140.0, 56.8)","(14.0, 36.0, 19.11111111111111)"
11-01-2023 14:53:20.390603,"(2.9, 5.4, 3.2365384615384616)","(20.0, 55.0, 28.375)","(2.8, 3.55, 2.8833333333333333)","(5.5, 9.6, 8.753846153846155)","(4.4, 6.2, 4.5200000000000005)","(21.0, 60.0, 42.0)","(31.0, 140.0, 56.8)","(14.0, 36.0, 19.11111111111111)"
11-01-2023 14:53:21.687324,"(2.9, 5.4, 3.2365384615384616)","(20.0, 55.0, 23.05)","(2.8, 3.55, 3.11)","(5.5, 9.6, 9.302702702702703)","(4.4, 6.2, 4.49)","(21.0, 60.0, 24.0)","(31.0, 140.0, 46.44444444444444)","(14.0, 36.0, 19.11111111111111)"
11-01-2023 14:53:23.008239,"(2.9, 5.4, 3.2365384615384616)","(20.0, 55.0, 23.05)","(2.8, 3.55, 2.8833333333333333)","(5.5, 9.6, 9.302702702702703)","(4.4, 6.2, 4.49)","(21.0, 60.0, 24.0)","(31.0, 130.0, 46.44444444444444)","(14.0, 36.0, 19.11111111111111)"
11-01-2023 14:53:24.297521,"(2.9, 5.4, 3.2365384615384616)","(20.0, 55.0, 23.05)","(2.8, 3.55, 2.8833333333333333)","(5.5, 9.6, 9.302702702702703)","(4.4, 6.2, 4.49)","(21.0, 60.0, 24.0)","(31.0, 130.0, 46.44444444444444)","(14.0, 36.0, 19.11111111111111)"
11-01-2023 14:53:25.518848,"(2.9, 5.4, 3.1999999999999997)","(20.0, 55.0, 23.05)","(2.8, 3.55, 2.8833333333333333)","(5.5, 9.6, 9.302702702702703)","(4.4, 6.2, 4.49)","(21.0, 60.0, 24.0)","(31.0, 130.0, 46.44444444444444)","(14.0, 36.0, 19.11111111111111)"
11-01-2023 14:53:26.687860,"(2.9, 5.4, 3.1999999999999997)","(20.0, 55.0, 23.05)","(2.8, 3.55, 2.8833333333333333)","(5.5, 9.6, 9.302702702702703)","(4.4, 6.2, 4.49)","(21.0, 60.0, 24.0)","(31.0, 130.0, 46.44444444444444)","(14.0, 36.0, 19.11111111111111)"
11-01-2023 14:53:27.818862,"(2.9, 5.3, 3.388888888888889)","(20.0, 55.0, 23.05)","(2.8, 3.55, 2.8833333333333333)","(5.5, 9.6, 9.302702702702703)","(4.4, 6.2, 4.49)","(21.0, 60.0, 24.0)","(31.0, 130.0, 46.44444444444444)","(14.0, 36.0, 19.11111111111111)"
11-01-2023 14:53:29.071481,"(2.9, 5.3, 4.225)","(20.0, 55.0, 23.05)","(2.8, 3.55, 2.8833333333333333)","(5.5, 9.6, 9.302702702702703)","(4.4, 6.2, 4.49)","(21.0, 60.0, 24.0)","(31.0, 130.0, 46.44444444444444)","(14.0, 36.0, 19.11111111111111)"
11-01-2023 14:53:30.277024,"(2.9, 5.3, 4.225)","(20.0, 55.0, 23.05)","(2.8, 3.55, 2.8833333333333333)","(5.5, 9.6, 9.302702702702703)","(4.4, 6.2, 4.49)","(21.0, 60.0, 24.0)","(31.0, 130.0, 46.44444444444444)","(14.0, 36.0, 19.11111111111111)"
11-01-2023 14:53:31.444929,"(2.9, 5.3, 3.2216666666666667)","(20.0, 55.0, 23.05)","(2.8, 3.55, 2.8833333333333333)","(5.5, 9.6, 9.302702702702703)","(4.4, 6.2, 4.49)","(21.0, 60.0, 24.0)","(31.0, 130.0, 46.44444444444444)","(14.0, 36.0, 19.11111111111111)"
11-01-2023 14:53:32.620703,"(2.9, 5.2, 4.175)","(20.0, 55.0, 23.05)","(2.8, 3.55, 2.8833333333333333)","(5.5, 9.6, 9.302702702702703)","(4.4, 6.2, 4.49)","(21.0, 60.0, 24.0)","(31.0, 130.0, 46.44444444444444)","(14.0, 36.0, 19.11111111111111)"
11-01-2023 14:53:33.742149,"(2.9, 5.2, 4.175)","(20.0, 55.0, 23.05)","(2.8, 3.55, 2.8833333333333333)","(5.5, 9.6, 9.302702702702703)","(4.4, 6.2, 4.49)","(21.0, 60.0, 24.0)","(31.0, 130.0, 46.44444444444444)","(14.0, 36.0, 19.11111111111111)"
11-01-2023 14:53:34.893420,"(2.9, 5.2, 4.175)","(20.0, 55.0, 23.05)","(2.8, 3.55, 2.846875)","(5.5, 9.6, 9.302702702702703)","(4.4, 6.2, 4.49)","(21.0, 60.0, 24.0)","(31.0, 130.0, 46.44444444444444)","(14.0, 36.0, 19.11111111111111)"
11-01-2023 14:53:36.028793,"(2.9, 5.2, 3.3076923076923075)","(20.0, 55.0, 23.05)","(2.8, 3.55, 2.846875)","(5.5, 9.6, 9.302702702702703)","(4.4, 6.2, 4.49)","(21.0, 60.0, 24.0)","(31.0, 130.0, 46.44444444444444)","(14.0, 36.0, 19.11111111111111)"
11-01-2023 14:53:37.159452,"(2.9, 5.2, 3.3076923076923075)","(20.0, 55.0, 23.05)","(2.8, 3.55, 2.812295081967213)","(5.5, 9.6, 9.302702702702703)","(4.4, 6.2, 4.49)","(21.0, 60.0, 24.4)","(31.0, 130.0, 102.0)","(14.0, 36.0, 18.266666666666666)"
11-01-2023 14:53:38.264106,"(2.9, 5.2, 3.228846153846154)","(20.0, 55.0, 21.275)","(2.8, 3.55, 2.812295081967213)","(5.5, 9.6, 9.076190476190476)","(4.4, 6.2, 4.49)","(21.0, 55.0, 35.5)","(31.0, 120.0, 81.22222222222221)","(14.0, 36.0, 25.5)"
11-01-2023 14:53:39.438610,"(2.9, 5.2, 3.228846153846154)","(20.0, 55.0, 21.275)","(2.8, 3.55, 2.812295081967213)","(5.5, 9.6, 9.076190476190476)","(4.4, 6.2, 4.49)","(21.0, 50.0, 35.5)","(31.0, 110.0, 82.73684210526315)","(14.0, 34.0, 25.5)"
11-01-2023 14:53:40.538785,"(2.9, 5.2, 3.228846153846154)","(20.0, 55.0, 21.275)","(2.8, 3.55, 2.812295081967213)","(5.5, 9.6, 9.076190476190476)","(4.4, 6.2, 4.756)","(21.0, 50.0, 38.84615384615385)","(31.0, 110.0, 83.19999999999999)","(14.0, 34.0, 20.4)"
11-01-2023 14:53:41.702601,"(2.9, 5.2, 3.228846153846154)","(20.0, 55.0, 21.275)","(2.8, 3.55, 2.812295081967213)","(5.5, 9.6, 9.076190476190476)","(4.4, 6.2, 4.49)","(21.0, 50.0, 38.84615384615385)","(31.0, 95.0, 73.26315789473685)","(14.0, 34.0, 26.666666666666664)"
11-01-2023 14:53:42.894882,"(2.9, 5.2, 3.228846153846154)","(20.0, 55.0, 21.275)","(2.8, 3.55, 2.812295081967213)","(5.5, 9.6, 9.076190476190476)","(4.4, 6.2, 4.49)","(21.0, 50.0, 38.84615384615385)","(31.0, 95.0, 73.26315789473685)","(14.0, 34.0, 26.0)"
11-01-2023 14:53:44.132276,"(2.9, 5.2, 3.228846153846154)","(20.0, 55.0, 21.275)","(2.8, 3.55, 2.812295081967213)","(5.5, 9.6, 9.076190476190476)","(4.4, 6.2, 4.49)","(21.0, 50.0, 38.84615384615385)","(31.0, 95.0, 68.18181818181819)","(14.0, 34.0, 30.952380952380953)"
11-01-2023 14:53:45.358470,"(2.9, 5.2, 3.228846153846154)","(20.0, 55.0, 21.275)","(2.8, 3.55, 2.812295081967213)","(5.5, 9.6, 9.076190476190476)","(4.4, 6.2, 4.485714285714286)","(21.0, 50.0, 38.84615384615385)","(31.0, 95.0, 69.34782608695652)","(14.0, 34.0, 31.090909090909093)"
11-01-2023 14:53:46.585454,"(2.9, 5.2, 3.228846153846154)","(20.0, 55.0, 21.275)","(2.8, 3.55, 2.812295081967213)","(5.5, 9.6, 9.076190476190476)","(4.4, 6.2, 4.485714285714286)","(21.0, 50.0, 38.84615384615385)","(31.0, 95.0, 73.47058823529412)","(14.0, 34.0, 21.6)"
11-01-2023 14:53:47.742777,"(2.9, 5.2, 3.228846153846154)","(20.0, 55.0, 21.275)","(2.8, 3.55, 2.812295081967213)","(5.5, 9.6, 9.076190476190476)","(4.4, 6.2, 4.485714285714286)","(21.0, 50.0, 38.84615384615385)","(31.0, 85.0, 73.47058823529412)","(14.0, 34.0, 21.6)"
11-01-2023 14:53:48.912200,"(2.9, 5.2, 3.228846153846154)","(20.0, 55.0, 21.275)","(2.8, 3.55, 2.812295081967213)","(5.5, 9.6, 9.076190476190476)","(4.4, 6.2, 4.485714285714286)","(21.0, 50.0, 38.84615384615385)","(31.0, 85.0, 73.47058823529412)","(14.0, 34.0, 21.6)"
11-01-2023 14:53:50.148474,"(2.9, 5.2, 3.228846153846154)","(20.0, 55.0, 21.275)","(2.8, 3.55, 2.812295081967213)","(5.5, 9.6, 9.076190476190476)","(4.4, 6.2, 4.485714285714286)","(21.0, 50.0, 38.84615384615385)","(31.0, 85.0, 71.75)","(14.0, 34.0, 21.6)"
11-01-2023 14:53:51.294227,"(2.9, 5.2, 3.228846153846154)","(20.0, 55.0, 21.275)","(2.8, 3.55, 2.812295081967213)","(5.5, 9.6, 9.076190476190476)","(4.4, 6.2, 4.485714285714286)","(21.0, 50.0, 38.84615384615385)","(31.0, 80.0, 69.64705882352942)","(14.0, 34.0, 21.6)"
11-01-2023 14:53:52.430517,"(2.9, 5.2, 3.228846153846154)","(20.0, 55.0, 21.275)","(2.8, 3.55, 2.812295081967213)","(5.5, 9.6, 9.076190476190476)","(4.4, 6.2, 4.485714285714286)","(21.0, 50.0, 38.84615384615385)","(31.0, 80.0, 64.6)","(14.0, 34.0, 21.6)"
11-01-2023 14:53:53.493079,"(2.9, 5.2, 3.228846153846154)","(20.0, 55.0, 21.275)","(2.8, 3.55, 2.812295081967213)","(5.5, 9.6, 7.781818181818181)","(4.4, 6.2, 5.2)","(21.0, 50.0, 38.84615384615385)","(31.0, 80.0, 41.23076923076923)","(14.0, 34.0, 21.6)"
11-01-2023 14:53:54.514026,"(2.9, 5.2, 3.228846153846154)","(20.0, 50.0, 29.666666666666664)","(2.8, 3.5, 3.15)","(5.5, 9.6, 7.781818181818181)","(4.4, 6.0, 5.2)","(21.0, 50.0, 38.84615384615385)","(31.0, 80.0, 41.0)","(14.0, 34.0, 21.6)"
11-01-2023 14:53:55.599373,"(2.9, 5.2, 3.228846153846154)","(20.0, 50.0, 25.6)","(2.8, 3.5, 3.15)","(5.5, 9.6, 7.781818181818181)","(4.4, 6.0, 5.2)","(21.0, 50.0, 38.84615384615385)","(31.0, 80.0, 42.111111111111114)","(14.0, 34.0, 21.6)"
