,Diamond Georgio,Homebush Archie,Off Grid,Barber Cubed,Opawa Barns,Goldstar Portia,Adobe Derulo,Amuri Andy
12-01-2023 13:45:15.206431,"(2.7, 3.65, 3.45)","(16.0, 46.0, 42.1875)","(13.0, 26.0, 19.5)","(13.0, 29.0, 17.0)","(4.0, 9.6, 6.036363636363636)","(4.0, 7.2, 5.65)","(9.0, 27.0, 22.955555555555556)","(8.0, 16.5, 14.127272727272727)"
12-01-2023 13:45:16.686196,"(2.7, 3.65, 3.45)","(16.0, 46.0, 42.1875)","(13.0, 26.0, 19.5)","(13.0, 29.0, 17.0)","(3.9, 9.6, 6.036363636363636)","(4.0, 7.2, 5.65)","(9.0, 27.0, 22.955555555555556)","(8.0, 16.5, 14.127272727272727)"
12-01-2023 13:45:18.059669,"(2.7, 3.65, 3.45)","(16.0, 46.0, 42.1875)","(13.0, 26.0, 19.5)","(13.0, 29.0, 17.0)","(3.9, 9.6, 6.036363636363636)","(4.0, 7.2, 5.65)","(9.0, 27.0, 22.955555555555556)","(8.0, 16.5, 14.127272727272727)"
12-01-2023 13:45:19.426197,"(2.7, 3.65, 3.45)","(16.0, 46.0, 42.1875)","(13.0, 26.0, 19.5)","(13.0, 29.0, 17.0)","(3.9, 9.6, 6.036363636363636)","(4.0, 7.2, 5.65)","(9.0, 27.0, 22.955555555555556)","(8.0, 16.5, 14.127272727272727)"
12-01-2023 13:45:20.569162,"(2.7, 3.65, 3.45)","(16.0, 46.0, 42.1875)","(13.0, 26.0, 19.5)","(13.0, 29.0, 18.0)","(3.9, 9.6, 6.036363636363636)","(4.0, 7.2, 5.65)","(9.0, 27.0, 22.955555555555556)","(8.0, 16.5, 14.127272727272727)"
12-01-2023 13:45:21.722777,"(2.7, 3.65, 3.45)","(16.0, 46.0, 42.1875)","(13.0, 26.0, 19.5)","(13.0, 28.0, 18.0)","(3.9, 9.6, 5.2)","(4.0, 7.2, 5.65)","(9.0, 27.0, 22.955555555555556)","(8.0, 16.5, 12.25)"
12-01-2023 13:45:22.931789,"(2.7, 3.65, 3.3166666666666664)","(16.0, 46.0, 42.1875)","(13.0, 26.0, 22.625)","(13.0, 28.0, 18.0)","(3.9, 9.4, 5.2)","(4.0, 7.2, 5.65)","(9.0, 27.0, 22.955555555555556)","(8.0, 16.5, 10.274999999999999)"
12-01-2023 13:45:24.078998,"(2.7, 3.65, 3.3166666666666664)","(16.0, 46.0, 42.1875)","(13.0, 26.0, 22.625)","(13.0, 28.0, 18.0)","(3.9, 9.4, 5.2)","(4.0, 7.2, 5.65)","(9.0, 27.0, 22.240000000000002)","(8.0, 16.5, 10.399999999999999)"
12-01-2023 13:45:25.308785,"(2.7, 3.65, 3.3166666666666664)","(16.0, 46.0, 42.1875)","(13.0, 26.0, 22.625)","(13.0, 28.0, 18.0)","(3.9, 9.4, 7.199999999999999)","(4.0, 7.2, 5.65)","(9.0, 28.0, 22.240000000000002)","(8.0, 17.0, 10.399999999999999)"
12-01-2023 13:45:26.711597,"(2.7, 3.65, 3.3166666666666664)","(16.0, 46.0, 42.1875)","(13.0, 26.0, 22.625)","(13.0, 28.0, 18.0)","(3.9, 9.6, 7.199999999999999)","(4.0, 7.2, 5.65)","(9.0, 28.0, 22.240000000000002)","(8.0, 17.0, 10.399999999999999)"
12-01-2023 13:45:27.901357,"(2.7, 3.65, 3.3166666666666664)","(16.0, 46.0, 42.1875)","(13.0, 26.0, 22.625)","(13.0, 28.0, 18.0)","(3.9, 9.6, 7.199999999999999)","(4.0, 7.2, 5.65)","(9.0, 28.0, 22.240000000000002)","(8.0, 17.0, 10.399999999999999)"
12-01-2023 13:45:29.223412,"(2.7, 3.65, 3.3166666666666664)","(16.0, 46.0, 42.1875)","(13.0, 26.0, 22.625)","(13.0, 28.0, 18.0)","(3.9, 9.6, 7.199999999999999)","(4.0, 7.2, 5.65)","(9.0, 28.0, 22.240000000000002)","(8.0, 17.0, 10.399999999999999)"
12-01-2023 13:45:30.745888,"(2.7, 3.65, 3.3166666666666664)","(16.0, 46.0, 42.1875)","(13.0, 26.0, 22.625)","(13.0, 28.0, 18.0)","(3.9, 9.6, 7.199999999999999)","(4.0, 7.2, 5.65)","(9.0, 28.0, 22.240000000000002)","(8.0, 17.0, 10.399999999999999)"
12-01-2023 13:45:32.039852,"(2.7, 3.65, 3.3166666666666664)","(16.0, 46.0, 42.1875)","(13.0, 26.0, 22.625)","(13.0, 28.0, 18.0)","(3.9, 9.6, 7.199999999999999)","(4.0, 7.2, 5.65)","(9.0, 28.0, 22.240000000000002)","(8.0, 17.0, 10.399999999999999)"
12-01-2023 13:45:33.319425,"(2.7, 3.65, 3.3166666666666664)","(16.0, 46.0, 42.1875)","(13.0, 26.0, 22.625)","(13.0, 28.0, 18.0)","(3.9, 9.6, 7.199999999999999)","(4.0, 7.2, 5.65)","(9.0, 28.0, 22.240000000000002)","(8.0, 17.0, 9.457142857142857)"
12-01-2023 13:45:34.613269,"(2.7, 3.65, 3.3166666666666664)","(16.0, 46.0, 42.1875)","(13.0, 26.0, 22.625)","(13.0, 28.0, 18.0)","(3.9, 9.6, 7.199999999999999)","(4.0, 7.2, 5.65)","(9.0, 28.0, 22.240000000000002)","(8.0, 17.0, 9.457142857142857)"
12-01-2023 13:45:35.794217,"(2.7, 3.65, 3.3166666666666664)","(16.0, 46.0, 42.1875)","(13.0, 26.0, 22.625)","(13.0, 28.0, 18.0)","(3.9, 9.6, 7.199999999999999)","(4.0, 7.2, 5.65)","(9.0, 28.0, 22.240000000000002)","(8.0, 17.0, 9.457142857142857)"
12-01-2023 13:45:36.834703,"(2.7, 3.65, 3.3166666666666664)","(16.0, 46.0, 42.1875)","(13.0, 26.0, 22.625)","(13.0, 28.0, 18.0)","(3.9, 9.6, 7.199999999999999)","(4.0, 7.2, 5.65)","(9.0, 28.0, 22.240000000000002)","(8.0, 17.0, 9.457142857142857)"
12-01-2023 13:45:37.934664,"(2.7, 3.65, 3.3166666666666664)","(16.0, 46.0, 42.1875)","(13.0, 26.0, 22.625)","(13.0, 28.0, 18.0)","(3.9, 9.6, 7.199999999999999)","(4.0, 7.2, 5.65)","(9.0, 28.0, 22.240000000000002)","(8.0, 17.0, 9.457142857142857)"
12-01-2023 13:45:39.159003,"(2.7, 3.65, 3.3166666666666664)","(16.0, 46.0, 42.1875)","(13.0, 26.0, 22.625)","(13.0, 28.0, 18.0)","(3.9, 9.6, 7.199999999999999)","(4.0, 7.2, 5.65)","(9.0, 28.0, 22.240000000000002)","(8.0, 17.0, 9.457142857142857)"
12-01-2023 13:45:40.361771,"(2.7, 3.65, 3.3166666666666664)","(16.0, 46.0, 42.1875)","(13.0, 26.0, 20.6)","(13.0, 28.0, 18.0)","(3.9, 9.6, 7.199999999999999)","(4.0, 7.2, 5.65)","(9.0, 28.0, 22.240000000000002)","(8.0, 17.0, 9.666666666666666)"
12-01-2023 13:45:41.642565,"(2.7, 3.65, 3.3166666666666664)","(16.0, 46.0, 42.1875)","(13.0, 26.0, 16.55)","(13.0, 28.0, 18.333333333333332)","(3.9, 9.6, 7.199999999999999)","(4.0, 7.2, 5.65)","(9.0, 28.0, 22.240000000000002)","(8.0, 17.0, 9.457142857142857)"
12-01-2023 13:45:42.871115,"(2.7, 3.65, 3.3166666666666664)","(16.0, 46.0, 42.1875)","(13.0, 26.0, 16.55)","(13.0, 29.0, 18.333333333333332)","(3.9, 9.6, 7.199999999999999)","(4.0, 7.2, 5.65)","(9.0, 28.0, 22.240000000000002)","(8.0, 17.0, 9.457142857142857)"
12-01-2023 13:45:44.026692,"(2.7, 3.6, 3.275)","(16.0, 46.0, 42.1875)","(13.0, 26.0, 16.55)","(13.0, 29.0, 18.333333333333332)","(3.9, 9.6, 7.199999999999999)","(4.0, 7.2, 5.65)","(9.0, 28.0, 22.94)","(8.0, 17.0, 9.457142857142857)"
12-01-2023 13:45:45.187026,"(2.7, 3.65, 3.2710526315789474)","(16.0, 46.0, 42.1875)","(13.0, 26.0, 16.55)","(13.0, 29.0, 18.333333333333332)","(3.9, 9.6, 7.199999999999999)","(4.0, 7.2, 5.65)","(9.0, 29.0, 22.94)","(8.0, 17.0, 9.457142857142857)"
12-01-2023 13:45:46.314029,"(2.7, 3.65, 3.27)","(16.0, 46.0, 42.1875)","(13.0, 26.0, 16.55)","(13.0, 29.0, 18.333333333333332)","(3.9, 9.6, 7.199999999999999)","(4.0, 7.2, 5.65)","(9.0, 29.0, 22.94)","(8.0, 17.0, 9.457142857142857)"
12-01-2023 13:45:47.519081,"(2.7, 3.65, 3.27)","(16.0, 46.0, 42.1875)","(13.0, 26.0, 16.55)","(13.0, 29.0, 18.333333333333332)","(3.9, 9.6, 7.199999999999999)","(4.0, 7.2, 5.65)","(9.0, 29.0, 22.94)","(8.0, 17.0, 9.457142857142857)"
12-01-2023 13:45:48.727081,"(2.7, 3.65, 3.27)","(16.0, 46.0, 42.1875)","(13.0, 26.0, 16.55)","(13.0, 29.0, 18.333333333333332)","(3.9, 9.6, 7.199999999999999)","(4.0, 7.2, 5.65)","(9.0, 29.0, 22.94)","(8.0, 17.0, 9.457142857142857)"
12-01-2023 13:45:49.859728,"(2.7, 3.65, 3.27)","(16.0, 46.0, 42.1875)","(13.0, 26.0, 16.55)","(13.0, 29.0, 18.333333333333332)","(3.9, 9.6, 7.199999999999999)","(4.0, 7.2, 5.65)","(9.0, 29.0, 22.94)","(8.0, 17.0, 9.457142857142857)"
12-01-2023 13:45:50.974435,"(2.7, 3.65, 3.27)","(16.0, 46.0, 42.1875)","(13.0, 26.0, 16.55)","(13.0, 29.0, 18.333333333333332)","(3.9, 9.6, 7.199999999999999)","(4.0, 7.2, 5.65)","(9.0, 29.0, 22.955555555555556)","(8.0, 17.0, 9.457142857142857)"
12-01-2023 13:45:52.002352,"(2.7, 3.65, 3.307142857142857)","(16.0, 46.0, 42.1875)","(13.0, 26.0, 17.5625)","(13.0, 29.0, 18.0)","(3.9, 9.6, 7.199999999999999)","(4.0, 7.2, 5.65)","(9.0, 27.0, 22.955555555555556)","(8.0, 17.0, 10.274999999999999)"
12-01-2023 13:45:53.147167,"(2.7, 3.65, 3.27)","(16.0, 46.0, 42.1875)","(13.0, 26.0, 17.5625)","(13.0, 28.0, 18.0)","(3.9, 9.6, 7.199999999999999)","(4.0, 7.2, 5.65)","(9.0, 27.0, 22.955555555555556)","(8.0, 16.5, 10.274999999999999)"
12-01-2023 13:45:54.322677,"(2.7, 3.65, 3.307142857142857)","(16.0, 46.0, 42.1875)","(13.0, 26.0, 17.5625)","(13.0, 28.0, 18.0)","(3.9, 9.6, 7.199999999999999)","(4.0, 7.2, 5.65)","(9.0, 27.0, 22.955555555555556)","(8.0, 16.5, 10.274999999999999)"
12-01-2023 13:45:55.523023,"(2.7, 3.65, 3.307142857142857)","(16.0, 46.0, 42.1875)","(13.0, 26.0, 17.5625)","(13.0, 28.0, 18.0)","(3.9, 9.6, 7.199999999999999)","(4.0, 7.2, 5.65)","(9.0, 27.0, 22.955555555555556)","(8.0, 16.5, 10.274999999999999)"
12-01-2023 13:45:56.700044,"(2.7, 3.65, 3.307142857142857)","(16.0, 46.0, 42.1875)","(13.0, 26.0, 17.5625)","(13.0, 28.0, 18.0)","(3.9, 9.6, 7.199999999999999)","(4.0, 7.2, 5.65)","(9.0, 27.0, 22.955555555555556)","(8.0, 16.5, 10.274999999999999)"
12-01-2023 13:45:57.888169,"(2.7, 3.65, 3.307142857142857)","(16.0, 46.0, 42.1875)","(13.0, 26.0, 17.5625)","(13.0, 28.0, 18.0)","(3.9, 9.6, 7.199999999999999)","(4.0, 7.2, 5.65)","(9.0, 27.0, 22.955555555555556)","(8.0, 16.5, 10.274999999999999)"
12-01-2023 13:45:58.980854,"(2.7, 3.65, 3.307142857142857)","(16.0, 46.0, 42.1875)","(13.0, 26.0, 17.5625)","(13.0, 28.0, 18.0)","(3.9, 9.6, 7.199999999999999)","(4.0, 7.2, 5.65)","(9.0, 27.0, 22.955555555555556)","(8.0, 16.5, 10.274999999999999)"
12-01-2023 13:46:00.016326,"(2.7, 3.65, 3.307142857142857)","(16.0, 46.0, 42.1875)","(13.0, 26.0, 17.5625)","(13.0, 28.0, 25.272727272727273)","(3.9, 9.6, 7.199999999999999)","(4.0, 7.2, 5.65)","(9.0, 27.0, 22.955555555555556)","(8.0, 16.5, 10.274999999999999)"
12-01-2023 13:46:01.173858,"(2.7, 3.65, 3.307142857142857)","(16.0, 46.0, 42.1875)","(13.0, 26.0, 17.5625)","(13.0, 28.0, 25.272727272727273)","(3.9, 9.6, 7.199999999999999)","(4.0, 7.2, 5.65)","(9.0, 27.0, 22.955555555555556)","(8.0, 16.5, 10.274999999999999)"
12-01-2023 13:46:02.312235,"(2.7, 3.65, 3.307142857142857)","(16.0, 46.0, 42.1875)","(13.0, 26.0, 21.875)","(13.0, 28.0, 20.75)","(3.9, 9.6, 8.05)","(4.0, 7.2, 6.4559999999999995)","(9.0, 27.0, 20.25)","(8.0, 16.5, 12.35)"
12-01-2023 13:46:03.382077,"(2.7, 3.65, 3.27)","(16.0, 48.0, 44.388888888888886)","(13.0, 25.0, 23.214285714285715)","(13.0, 28.0, 20.75)","(3.9, 9.4, 8.05)","(4.0, 7.2, 6.199999999999999)","(9.0, 27.0, 20.25)","(8.0, 16.5, 12.35)"
12-01-2023 13:46:04.511646,"(2.7, 3.6, 3.425)","(16.0, 48.0, 44.388888888888886)","(13.0, 25.0, 23.958333333333336)","(13.0, 28.0, 20.75)","(3.9, 9.4, 6.75)","(4.0, 8.2, 6.300000000000001)","(9.0, 27.0, 22.5)","(8.0, 16.5, 13.733333333333334)"
12-01-2023 13:46:05.595774,"(2.7, 3.6, 3.425)","(16.0, 48.0, 44.388888888888886)","(13.0, 25.0, 23.958333333333336)","(13.0, 28.0, 20.75)","(3.9, 9.4, 6.75)","(4.0, 8.4, 6.300000000000001)","(9.0, 27.0, 22.5)","(8.0, 16.5, 13.733333333333334)"
12-01-2023 13:46:06.701562,"(2.7, 3.6, 3.425)","(16.0, 48.0, 44.388888888888886)","(13.0, 25.0, 24.03846153846154)","(13.0, 28.0, 20.75)","(3.9, 9.4, 6.75)","(4.0, 8.4, 8.272727272727273)","(9.0, 27.0, 22.5)","(8.0, 16.5, 13.733333333333334)"
12-01-2023 13:46:07.759215,"(2.7, 3.6, 3.425)","(16.0, 48.0, 37.16666666666667)","(13.0, 25.0, 24.03846153846154)","(13.0, 28.0, 23.5)","(3.9, 9.4, 6.75)","(4.0, 8.4, 6.35)","(9.0, 27.0, 22.5)","(8.0, 16.5, 12.626666666666665)"
12-01-2023 13:46:08.977140,"(2.7, 3.6, 3.425)","(16.0, 48.0, 37.16666666666667)","(13.0, 25.0, 24.03846153846154)","(13.0, 28.0, 23.5)","(3.9, 9.4, 6.75)","(4.0, 8.4, 8.18421052631579)","(9.0, 27.0, 22.5)","(8.0, 16.5, 12.626666666666665)"
12-01-2023 13:46:10.289112,"(2.7, 3.6, 3.2818181818181817)","(16.0, 48.0, 37.16666666666667)","(13.0, 25.0, 24.03846153846154)","(13.0, 28.0, 23.5)","(3.9, 9.4, 6.75)","(4.0, 8.4, 6.4)","(9.0, 27.0, 22.5)","(8.0, 16.5, 12.626666666666665)"
12-01-2023 13:46:11.483797,"(2.7, 3.6, 3.265217391304348)","(16.0, 48.0, 37.16666666666667)","(13.0, 25.0, 24.03846153846154)","(13.0, 28.0, 23.5)","(3.9, 9.4, 6.75)","(4.0, 8.4, 6.4)","(10.0, 27.0, 22.5)","(8.0, 16.5, 12.626666666666665)"
12-01-2023 13:46:12.577454,"(2.7, 3.55, 3.31)","(16.0, 48.0, 37.16666666666667)","(13.0, 25.0, 24.03846153846154)","(13.0, 28.0, 23.5)","(3.9, 9.4, 6.75)","(4.0, 8.4, 6.4)","(10.0, 27.0, 22.5)","(8.0, 16.5, 12.626666666666665)"
12-01-2023 13:46:13.701594,"(2.7, 3.55, 3.2666666666666666)","(16.0, 48.0, 37.16666666666667)","(13.0, 25.0, 24.03846153846154)","(13.0, 28.0, 23.5)","(3.9, 9.4, 6.75)","(4.0, 8.4, 6.4)","(10.0, 27.0, 22.5)","(8.0, 16.5, 12.626666666666665)"
12-01-2023 13:46:14.776040,"(2.7, 3.55, 3.2666666666666666)","(16.0, 48.0, 37.16666666666667)","(13.0, 25.0, 24.03846153846154)","(13.0, 28.0, 23.5)","(3.9, 9.4, 6.75)","(4.0, 8.4, 6.4)","(10.0, 27.0, 22.5)","(8.0, 16.5, 12.626666666666665)"
12-01-2023 13:46:15.841059,"(2.7, 3.55, 3.2666666666666666)","(16.0, 48.0, 37.16666666666667)","(13.0, 25.0, 24.03846153846154)","(13.0, 28.0, 23.5)","(3.9, 9.4, 6.75)","(4.0, 8.4, 6.4)","(10.0, 27.0, 22.5)","(8.0, 16.5, 12.626666666666665)"
12-01-2023 13:46:16.884044,"(2.7, 3.5, 3.3333333333333335)","(16.0, 48.0, 37.16666666666667)","(13.0, 25.0, 24.03846153846154)","(13.0, 28.0, 23.5)","(3.9, 9.4, 7.666666666666667)","(4.0, 8.4, 6.4)","(10.0, 27.0, 22.5)","(8.0, 16.5, 12.626666666666665)"
12-01-2023 13:46:18.027944,"(2.7, 3.5, 3.3333333333333335)","(16.0, 48.0, 37.16666666666667)","(13.0, 25.0, 21.323529411764707)","(13.0, 28.0, 23.5)","(3.9, 9.4, 7.666666666666667)","(4.0, 8.4, 6.4)","(10.0, 27.0, 22.5)","(8.0, 16.5, 12.626666666666665)"
12-01-2023 13:46:19.161312,"(2.7, 3.5, 3.3333333333333335)","(16.0, 48.0, 37.16666666666667)","(13.0, 25.0, 21.323529411764707)","(13.0, 28.0, 23.5)","(3.9, 9.4, 7.800000000000001)","(4.0, 8.4, 6.4)","(10.0, 27.0, 22.5)","(8.0, 16.5, 13.307692307692307)"
12-01-2023 13:46:20.294639,"(2.7, 3.5, 3.2037037037037037)","(16.0, 48.0, 37.16666666666667)","(13.0, 25.0, 21.323529411764707)","(13.0, 28.0, 23.5)","(3.9, 9.4, 7.800000000000001)","(4.0, 8.4, 8.24)","(10.0, 27.0, 22.5)","(8.0, 16.5, 13.733333333333334)"
12-01-2023 13:46:21.364801,"(2.7, 3.45, 3.40625)","(16.0, 48.0, 37.16666666666667)","(13.0, 25.0, 21.323529411764707)","(13.0, 28.0, 23.5)","(3.9, 9.4, 7.800000000000001)","(4.0, 8.4, 8.045454545454545)","(10.0, 27.0, 22.5)","(8.0, 16.5, 13.733333333333334)"
12-01-2023 13:46:22.620618,"(2.7, 3.45, 3.40625)","(16.0, 48.0, 37.16666666666667)","(13.0, 25.0, 20.0)","(13.0, 28.0, 23.5)","(3.9, 9.4, 7.800000000000001)","(4.0, 8.4, 8.045454545454545)","(10.0, 27.0, 22.5)","(8.0, 16.5, 13.733333333333334)"
12-01-2023 13:46:23.776943,"(2.7, 3.45, 3.40625)","(17.0, 48.0, 37.16666666666667)","(13.0, 25.0, 20.0)","(13.0, 28.0, 23.5)","(3.9, 9.4, 7.800000000000001)","(4.0, 8.4, 7.640000000000001)","(10.0, 27.0, 22.5)","(8.0, 16.5, 13.733333333333334)"
12-01-2023 13:46:24.962340,"(2.7, 3.45, 3.3833333333333333)","(17.0, 44.0, 26.9)","(13.0, 25.0, 17.92857142857143)","(13.0, 28.0, 23.5)","(3.9, 9.4, 7.800000000000001)","(4.0, 8.4, 8.146666666666667)","(10.0, 27.0, 22.5)","(8.0, 16.5, 13.733333333333334)"
12-01-2023 13:46:26.135561,"(2.7, 3.45, 3.2750000000000004)","(17.0, 44.0, 35.45)","(13.0, 22.0, 17.92857142857143)","(13.0, 28.0, 23.5)","(3.9, 9.4, 8.495652173913044)","(4.0, 8.4, 8.146666666666667)","(10.0, 27.0, 22.5)","(8.0, 16.5, 12.626666666666665)"
12-01-2023 13:46:27.382522,"(2.7, 3.45, 3.225)","(17.0, 44.0, 33.63636363636364)","(13.0, 22.0, 17.456521739130434)","(13.0, 28.0, 25.75)","(3.9, 9.4, 5.32)","(4.0, 8.4, 8.146666666666667)","(10.0, 27.0, 22.5)","(8.0, 16.5, 12.626666666666665)"
12-01-2023 13:46:28.580346,"(2.7, 3.45, 3.225)","(17.0, 44.0, 33.63636363636364)","(13.0, 22.0, 17.456521739130434)","(13.0, 28.0, 25.75)","(3.9, 9.4, 5.32)","(4.0, 8.4, 8.146666666666667)","(10.0, 27.0, 16.363636363636363)","(8.0, 16.5, 12.626666666666665)"
12-01-2023 13:46:29.730440,"(2.7, 3.45, 3.225)","(17.0, 44.0, 33.63636363636364)","(13.0, 22.0, 17.456521739130434)","(13.0, 28.0, 25.75)","(3.9, 9.4, 5.32)","(4.0, 8.4, 8.146666666666667)","(10.0, 27.0, 16.363636363636363)","(8.0, 16.5, 9.4125)"
12-01-2023 13:46:30.933839,"(2.7, 3.45, 3.225)","(17.0, 44.0, 33.63636363636364)","(13.0, 22.0, 16.194444444444443)","(13.0, 28.0, 25.75)","(3.9, 9.4, 5.32)","(4.0, 8.4, 8.146666666666667)","(10.0, 27.0, 16.363636363636363)","(8.0, 16.5, 9.4125)"
12-01-2023 13:46:32.046880,"(2.7, 3.45, 3.225)","(17.0, 44.0, 33.63636363636364)","(13.0, 22.0, 16.194444444444443)","(13.0, 28.0, 25.75)","(3.9, 9.4, 5.32)","(4.0, 8.4, 8.262962962962963)","(10.0, 27.0, 16.363636363636363)","(8.0, 16.5, 9.4125)"
12-01-2023 13:46:33.199008,"(2.7, 3.45, 3.225)","(17.0, 44.0, 33.63636363636364)","(13.0, 22.0, 16.194444444444443)","(13.0, 28.0, 27.166666666666668)","(3.9, 9.4, 5.32)","(4.0, 8.4, 7.95)","(10.0, 27.0, 16.363636363636363)","(8.0, 16.5, 9.4125)"
12-01-2023 13:46:34.278721,"(2.7, 3.45, 3.225)","(17.0, 44.0, 33.63636363636364)","(13.0, 22.0, 16.194444444444443)","(13.0, 28.0, 27.166666666666668)","(3.9, 9.4, 5.32)","(4.0, 8.4, 7.95)","(10.0, 27.0, 16.363636363636363)","(8.0, 16.5, 9.4125)"
12-01-2023 13:46:35.416584,"(2.7, 3.45, 3.225)","(17.0, 44.0, 33.63636363636364)","(13.0, 22.0, 16.194444444444443)","(13.0, 28.0, 27.166666666666668)","(3.9, 9.4, 5.32)","(4.0, 8.4, 8.188235294117646)","(10.0, 27.0, 16.363636363636363)","(8.0, 16.5, 9.4125)"
12-01-2023 13:46:36.626452,"(2.7, 3.45, 3.225)","(17.0, 44.0, 27.235294117647058)","(13.0, 22.0, 14.88)","(13.0, 28.0, 27.166666666666668)","(3.9, 9.4, 5.32)","(4.0, 8.4, 8.188235294117646)","(10.0, 27.0, 16.363636363636363)","(8.0, 16.5, 11.345454545454546)"
12-01-2023 13:46:37.905650,"(2.7, 3.45, 3.225)","(17.0, 44.0, 27.235294117647058)","(13.0, 21.0, 14.88)","(13.0, 28.0, 27.166666666666668)","(3.9, 9.4, 8.04)","(4.0, 8.4, 8.188235294117646)","(10.0, 27.0, 16.363636363636363)","(8.0, 16.5, 12.95625)"
12-01-2023 13:46:39.047585,"(2.7, 3.45, 3.225)","(17.0, 44.0, 27.235294117647058)","(13.0, 21.0, 14.88)","(13.0, 28.0, 27.166666666666668)","(3.9, 9.4, 8.04)","(4.0, 8.4, 8.266666666666667)","(10.0, 27.0, 16.363636363636363)","(8.0, 16.5, 12.95625)"
12-01-2023 13:46:40.188070,"(2.7, 3.45, 3.225)","(17.0, 44.0, 27.235294117647058)","(13.0, 21.0, 14.88)","(13.0, 28.0, 27.166666666666668)","(3.9, 9.4, 8.04)","(4.0, 8.4, 8.266666666666667)","(10.0, 27.0, 16.363636363636363)","(8.0, 16.5, 14.31923076923077)"
12-01-2023 13:46:41.362861,"(2.7, 3.45, 3.225)","(17.0, 44.0, 27.235294117647058)","(13.0, 21.0, 14.88)","(13.0, 28.0, 27.166666666666668)","(3.9, 9.4, 8.04)","(4.0, 8.4, 8.266666666666667)","(10.0, 27.0, 16.363636363636363)","(8.0, 16.5, 14.31923076923077)"
12-01-2023 13:46:42.474922,"(2.7, 3.45, 3.225)","(17.0, 42.0, 32.36363636363636)","(13.0, 21.0, 14.88)","(13.0, 28.0, 20.75)","(3.9, 9.4, 8.04)","(4.0, 8.4, 8.210526315789474)","(10.0, 27.0, 20.76923076923077)","(8.0, 16.5, 9.5875)"
12-01-2023 13:46:43.592105,"(2.7, 3.45, 3.225)","(17.0, 42.0, 32.36363636363636)","(13.0, 21.0, 14.88)","(13.0, 28.0, 20.75)","(3.9, 9.4, 8.04)","(4.0, 8.4, 8.210526315789474)","(10.0, 26.0, 19.36)","(8.0, 16.5, 9.5875)"
12-01-2023 13:46:44.712283,"(2.7, 3.45, 3.225)","(17.0, 42.0, 34.0)","(13.0, 21.0, 14.88)","(13.0, 28.0, 20.75)","(3.9, 9.4, 8.04)","(4.0, 8.4, 8.210526315789474)","(10.0, 26.0, 18.7375)","(8.0, 16.5, 12.246153846153845)"
12-01-2023 13:46:46.126092,"(2.7, 3.45, 3.225)","(17.0, 42.0, 35.06666666666666)","(13.0, 21.0, 14.88)","(13.0, 28.0, 20.75)","(3.9, 9.4, 8.04)","(4.0, 8.4, 8.210526315789474)","(10.0, 26.0, 19.88421052631579)","(8.0, 16.5, 13.24705882352941)"
12-01-2023 13:46:47.609558,"(2.7, 3.45, 3.24)","(17.0, 42.0, 35.06666666666666)","(13.0, 21.0, 14.88)","(13.0, 28.0, 20.75)","(3.9, 9.4, 8.630769230769232)","(4.0, 8.4, 8.210526315789474)","(10.0, 26.0, 15.563636363636363)","(8.0, 16.5, 13.24705882352941)"
12-01-2023 13:46:49.014492,"(2.7, 3.45, 3.24)","(17.0, 42.0, 35.06666666666666)","(13.0, 21.0, 14.88)","(13.0, 28.0, 24.5)","(3.9, 9.4, 5.48)","(4.0, 8.4, 8.22)","(10.0, 26.0, 15.563636363636363)","(8.0, 16.5, 13.24705882352941)"
12-01-2023 13:46:50.310387,"(2.7, 3.45, 3.24)","(17.0, 40.0, 24.333333333333332)","(13.0, 21.0, 14.88)","(13.0, 28.0, 24.5)","(3.9, 9.4, 5.48)","(4.0, 8.4, 8.22)","(10.0, 26.0, 15.690909090909091)","(8.0, 16.5, 13.24705882352941)"
12-01-2023 13:46:51.636109,"(2.7, 3.45, 3.24)","(17.0, 40.0, 24.333333333333332)","(13.0, 21.0, 14.88)","(13.0, 28.0, 24.5)","(3.9, 9.4, 5.48)","(4.0, 8.4, 8.22)","(10.0, 26.0, 19.25)","(8.0, 16.5, 13.24705882352941)"
12-01-2023 13:46:52.827774,"(2.7, 3.45, 3.24)","(17.0, 40.0, 28.25)","(13.0, 21.0, 14.88)","(13.0, 28.0, 24.5)","(3.9, 9.4, 5.48)","(4.0, 8.4, 7.7)","(10.0, 26.0, 16.666666666666668)","(8.0, 16.5, 13.24705882352941)"
12-01-2023 13:46:53.966962,"(2.7, 3.4, 3.3)","(17.0, 40.0, 28.25)","(13.0, 21.0, 14.88)","(13.0, 28.0, 24.5)","(3.9, 9.4, 7.7666666666666675)","(4.0, 8.4, 8.15)","(10.0, 25.0, 15.0)","(8.0, 16.5, 13.24705882352941)"
12-01-2023 13:46:55.101760,"(2.7, 3.4, 3.2)","(17.0, 40.0, 28.25)","(13.0, 21.0, 14.88)","(13.0, 28.0, 24.5)","(3.9, 9.4, 7.7666666666666675)","(4.0, 8.4, 8.15)","(10.0, 25.0, 14.454545454545453)","(8.0, 16.5, 14.451851851851853)"
