,Diamond Georgio,Homebush Archie,Off Grid,Barber Cubed,Opawa Barns,Goldstar Portia,Adobe Derulo,Amuri Andy
12-01-2023 13:46:56.245814,"(2.7, 3.4, 3.2)","(17.0, 40.0, 28.25)","(13.0, 21.0, 14.88)","(13.0, 28.0, 24.5)","(3.9, 9.4, 7.7666666666666675)","(4.0, 8.4, 8.15)","(10.0, 25.0, 14.454545454545453)","(8.0, 16.5, 14.451851851851853)"
12-01-2023 13:46:57.466722,"(2.7, 3.4, 3.2)","(17.0, 40.0, 28.25)","(13.0, 21.0, 14.88)","(13.0, 28.0, 24.5)","(3.9, 9.4, 7.7666666666666675)","(4.0, 8.4, 8.15)","(10.0, 25.0, 14.454545454545453)","(8.0, 16.5, 14.524999999999999)"
12-01-2023 13:46:58.618978,"(2.7, 3.35, 3.2470588235294118)","(17.0, 40.0, 28.25)","(13.0, 21.0, 19.9375)","(13.0, 28.0, 24.5)","(3.9, 9.4, 7.7666666666666675)","(4.0, 8.4, 8.15)","(10.0, 25.0, 14.454545454545453)","(8.0, 16.5, 14.524999999999999)"
12-01-2023 13:46:59.697038,"(2.7, 3.35, 3.1806451612903226)","(17.0, 40.0, 28.25)","(13.0, 19.5, 18.625)","(13.0, 28.0, 24.5)","(3.9, 9.4, 5.48)","(4.0, 8.4, 8.15)","(10.0, 25.0, 14.454545454545453)","(8.0, 16.5, 14.524999999999999)"
12-01-2023 13:47:00.829551,"(2.7, 3.35, 3.1806451612903226)","(17.0, 40.0, 28.25)","(13.0, 19.5, 18.625)","(13.0, 28.0, 24.5)","(3.9, 9.4, 5.48)","(4.0, 8.4, 8.15)","(10.0, 25.0, 14.454545454545453)","(8.0, 16.5, 14.524999999999999)"
12-01-2023 13:47:01.979126,"(2.7, 3.35, 3.1806451612903226)","(17.0, 40.0, 28.25)","(13.0, 19.5, 18.625)","(13.0, 28.0, 24.5)","(3.9, 9.4, 5.48)","(4.0, 8.4, 8.15)","(10.0, 25.0, 15.617647058823529)","(8.0, 16.5, 14.524999999999999)"
12-01-2023 13:47:03.116769,"(2.7, 3.35, 3.1806451612903226)","(17.0, 40.0, 23.214285714285715)","(13.0, 19.5, 15.222222222222221)","(13.0, 28.0, 24.5)","(3.9, 9.4, 5.48)","(4.0, 8.4, 8.15)","(10.0, 25.0, 15.617647058823529)","(8.0, 16.5, 14.524999999999999)"
12-01-2023 13:47:04.403767,"(2.7, 3.35, 3.1806451612903226)","(17.0, 38.0, 28.785714285714285)","(13.0, 19.5, 15.222222222222221)","(13.0, 28.0, 24.625)","(3.9, 9.4, 5.48)","(4.0, 8.4, 8.15)","(10.0, 25.0, 15.617647058823529)","(8.0, 16.5, 14.524999999999999)"
12-01-2023 13:47:05.587346,"(2.7, 3.35, 3.1806451612903226)","(17.0, 38.0, 28.785714285714285)","(13.0, 19.5, 15.222222222222221)","(13.0, 28.0, 24.625)","(3.9, 9.4, 8.724137931034484)","(4.0, 8.4, 8.15)","(10.0, 25.0, 15.617647058823529)","(8.0, 16.5, 14.524999999999999)"
12-01-2023 13:47:06.823597,"(2.7, 3.35, 3.1806451612903226)","(17.0, 38.0, 28.785714285714285)","(13.0, 19.5, 15.222222222222221)","(13.0, 28.0, 24.625)","(3.9, 9.4, 5.56)","(4.0, 8.4, 8.15)","(10.0, 25.0, 15.617647058823529)","(8.0, 16.5, 14.524999999999999)"
12-01-2023 13:47:08.024511,"(2.7, 3.35, 3.1806451612903226)","(17.0, 38.0, 28.785714285714285)","(13.0, 19.5, 15.222222222222221)","(13.0, 28.0, 24.625)","(3.9, 9.4, 5.56)","(4.0, 8.4, 8.15)","(10.0, 25.0, 15.617647058823529)","(8.0, 16.5, 14.524999999999999)"
12-01-2023 13:47:09.095929,"(2.7, 3.35, 3.1806451612903226)","(17.0, 38.0, 28.785714285714285)","(13.0, 19.5, 15.222222222222221)","(13.0, 28.0, 24.625)","(3.9, 9.4, 7.800000000000001)","(4.0, 8.4, 8.254166666666666)","(10.0, 25.0, 15.617647058823529)","(8.0, 16.5, 14.524999999999999)"
12-01-2023 13:47:10.261016,"(2.7, 3.3, 3.25)","(17.0, 38.0, 33.03846153846153)","(13.0, 19.5, 15.222222222222221)","(13.0, 28.0, 24.625)","(3.9, 9.4, 7.800000000000001)","(4.0, 8.4, 8.254166666666666)","(10.0, 25.0, 15.617647058823529)","(8.0, 16.5, 11.200000000000001)"
12-01-2023 13:47:11.406644,"(2.7, 3.3, 3.164285714285714)","(17.0, 38.0, 33.03846153846153)","(13.0, 19.5, 15.222222222222221)","(13.0, 28.0, 24.625)","(3.9, 9.4, 7.800000000000001)","(4.0, 8.4, 8.254166666666666)","(10.0, 25.0, 15.617647058823529)","(8.0, 16.0, 10.24)"
12-01-2023 13:47:12.488013,"(2.7, 3.3, 3.164285714285714)","(17.0, 38.0, 33.03846153846153)","(13.0, 19.5, 15.222222222222221)","(13.0, 28.0, 24.625)","(3.9, 9.4, 7.800000000000001)","(4.0, 8.4, 8.254166666666666)","(10.0, 25.0, 15.617647058823529)","(8.0, 16.0, 9.600000000000001)"
12-01-2023 13:47:13.626979,"(2.7, 3.3, 3.164285714285714)","(17.0, 38.0, 33.03846153846153)","(13.0, 19.5, 15.222222222222221)","(13.0, 28.0, 24.625)","(3.9, 9.4, 7.800000000000001)","(4.0, 8.4, 8.215789473684211)","(10.0, 25.0, 15.617647058823529)","(8.0, 16.0, 9.600000000000001)"
12-01-2023 13:47:14.789546,"(2.7, 3.3, 3.2)","(17.0, 38.0, 33.03846153846153)","(13.0, 19.5, 14.25)","(13.0, 28.0, 24.625)","(3.9, 9.4, 5.56)","(4.0, 8.4, 8.215789473684211)","(10.0, 25.0, 15.617647058823529)","(8.0, 16.0, 9.600000000000001)"
12-01-2023 13:47:15.909488,"(2.7, 3.3, 3.2)","(17.0, 38.0, 25.590909090909093)","(13.0, 19.5, 14.25)","(13.0, 28.0, 27.035714285714285)","(3.9, 9.4, 5.56)","(4.0, 8.4, 8.215789473684211)","(10.0, 25.0, 15.617647058823529)","(8.0, 16.0, 9.600000000000001)"
12-01-2023 13:47:16.993655,"(2.7, 3.3, 3.1689655172413795)","(17.0, 38.0, 22.727272727272727)","(13.0, 19.0, 15.027777777777779)","(13.0, 28.0, 27.1)","(3.9, 9.4, 8.120000000000001)","(4.0, 8.4, 8.215789473684211)","(10.0, 25.0, 15.617647058823529)","(8.0, 16.0, 9.600000000000001)"
12-01-2023 13:47:18.139079,"(2.7, 3.3, 3.1689655172413795)","(17.0, 38.0, 23.6)","(13.0, 19.0, 15.027777777777779)","(13.0, 28.0, 27.46)","(3.9, 9.4, 8.120000000000001)","(4.0, 8.4, 8.279310344827586)","(10.0, 25.0, 15.617647058823529)","(8.0, 16.0, 9.600000000000001)"
12-01-2023 13:47:19.387590,"(2.7, 3.3, 3.1689655172413795)","(17.0, 38.0, 23.6)","(13.0, 19.0, 15.027777777777779)","(13.0, 28.0, 21.5)","(3.9, 9.4, 9.008163265306123)","(4.0, 8.4, 7.914285714285715)","(10.0, 25.0, 13.722222222222221)","(8.0, 16.0, 11.200000000000001)"
12-01-2023 13:47:20.544186,"(2.7, 3.3, 3.1689655172413795)","(17.0, 38.0, 23.6)","(13.0, 19.0, 17.166666666666664)","(13.0, 28.0, 21.5)","(3.9, 9.4, 7.833333333333334)","(4.0, 8.4, 8.1875)","(10.0, 25.0, 19.5)","(8.0, 16.0, 14.0)"
12-01-2023 13:47:21.773950,"(2.7, 3.3, 3.1689655172413795)","(17.0, 36.0, 33.07692307692308)","(13.0, 18.5, 16.666666666666668)","(13.0, 28.0, 25.4)","(3.9, 9.4, 6.333333333333333)","(4.0, 8.4, 7.300000000000001)","(10.0, 24.0, 15.875)","(8.0, 16.0, 15.0)"
12-01-2023 13:47:22.945115,"(2.7, 3.25, 3.2363636363636363)","(17.0, 36.0, 33.07692307692308)","(13.0, 18.5, 16.666666666666668)","(13.0, 28.0, 25.4)","(3.9, 9.4, 6.333333333333333)","(4.0, 8.4, 8.1)","(10.0, 24.0, 18.31818181818182)","(8.0, 16.0, 15.0)"
12-01-2023 13:47:24.119943,"(2.7, 3.25, 3.2363636363636363)","(17.0, 36.0, 33.07692307692308)","(13.0, 18.5, 15.5)","(13.0, 28.0, 25.4)","(3.9, 9.4, 6.333333333333333)","(4.0, 8.4, 7.76)","(10.0, 24.0, 16.5)","(8.0, 16.0, 15.0)"
12-01-2023 13:47:25.227210,"(2.7, 3.25, 3.2363636363636363)","(17.0, 36.0, 28.6)","(13.0, 18.5, 15.5)","(13.0, 28.0, 25.4)","(3.9, 9.4, 7.050000000000001)","(4.0, 8.4, 8.153846153846153)","(10.0, 24.0, 14.625)","(8.0, 16.0, 15.0)"
12-01-2023 13:47:26.347147,"(2.7, 3.25, 3.2363636363636363)","(17.0, 38.0, 21.03448275862069)","(13.0, 18.5, 17.3)","(13.0, 28.0, 25.4)","(3.9, 9.4, 7.050000000000001)","(4.0, 8.4, 8.153846153846153)","(9.0, 24.0, 14.625)","(8.0, 16.0, 15.0)"
12-01-2023 13:47:27.510944,"(2.7, 3.25, 3.2363636363636363)","(17.0, 38.0, 21.03448275862069)","(13.0, 18.5, 14.1)","(13.0, 28.0, 24.875)","(3.9, 9.4, 7.050000000000001)","(4.0, 8.4, 8.153846153846153)","(9.0, 24.0, 14.625)","(8.0, 16.0, 15.066666666666666)"
12-01-2023 13:47:28.692855,"(2.7, 3.25, 3.2363636363636363)","(17.0, 38.0, 21.03448275862069)","(13.0, 18.5, 13.46)","(13.0, 28.0, 25.5)","(3.9, 9.4, 7.050000000000001)","(4.0, 8.4, 8.153846153846153)","(9.0, 24.0, 11.22)","(8.0, 16.0, 15.066666666666666)"
12-01-2023 13:47:29.854085,"(2.7, 3.25, 3.2363636363636363)","(17.0, 38.0, 21.03448275862069)","(13.0, 18.5, 13.46)","(13.0, 28.0, 24.0)","(3.9, 9.4, 8.582608695652175)","(4.0, 8.4, 8.153846153846153)","(9.0, 24.0, 13.5)","(8.0, 16.0, 15.066666666666666)"
12-01-2023 13:47:30.950709,"(2.7, 3.25, 3.2363636363636363)","(17.0, 38.0, 21.03448275862069)","(13.0, 18.5, 13.46)","(13.0, 28.0, 24.0)","(3.9, 9.4, 8.582608695652175)","(4.0, 8.4, 8.153846153846153)","(9.0, 24.0, 13.5)","(8.0, 16.0, 15.066666666666666)"
12-01-2023 13:47:32.080769,"(2.7, 3.25, 3.2363636363636363)","(17.0, 38.0, 21.03448275862069)","(13.0, 18.5, 13.46)","(13.0, 28.0, 24.0)","(3.9, 9.4, 8.582608695652175)","(4.0, 8.4, 8.153846153846153)","(9.0, 24.0, 13.5)","(8.0, 16.0, 15.066666666666666)"
12-01-2023 13:47:33.184664,"(2.7, 3.25, 3.2363636363636363)","(17.0, 38.0, 21.03448275862069)","(13.0, 18.5, 13.46)","(13.0, 28.0, 24.0)","(3.9, 9.4, 8.83030303030303)","(4.0, 8.4, 8.26086956521739)","(9.0, 24.0, 13.5)","(8.0, 16.0, 15.066666666666666)"
12-01-2023 13:47:34.224340,"(2.7, 3.25, 3.2363636363636363)","(17.0, 38.0, 21.03448275862069)","(13.0, 18.5, 13.46)","(13.0, 28.0, 24.0)","(3.9, 9.4, 8.728571428571428)","(4.0, 8.4, 7.366666666666667)","(9.0, 24.0, 13.5)","(8.0, 16.0, 15.066666666666666)"
12-01-2023 13:47:35.350469,"(2.7, 3.25, 3.2363636363636363)","(17.0, 38.0, 21.03448275862069)","(13.0, 18.0, 13.5)","(13.0, 28.0, 24.0)","(3.9, 9.4, 7.1)","(4.0, 8.4, 8.10909090909091)","(9.0, 24.0, 13.5)","(8.0, 16.0, 15.066666666666666)"
12-01-2023 13:47:36.505502,"(2.7, 3.25, 3.2363636363636363)","(17.0, 34.0, 25.75)","(13.0, 18.5, 16.5)","(13.0, 28.0, 24.0)","(3.9, 9.4, 7.1)","(4.0, 8.4, 8.23157894736842)","(9.0, 24.0, 13.5)","(8.0, 16.0, 15.066666666666666)"
12-01-2023 13:47:37.544498,"(2.7, 3.25, 3.2363636363636363)","(17.0, 34.0, 24.375)","(13.0, 18.0, 16.5)","(13.0, 28.0, 24.0)","(3.9, 9.4, 7.1)","(4.0, 8.4, 8.23157894736842)","(9.0, 24.0, 13.5)","(8.0, 16.0, 15.066666666666666)"
12-01-2023 13:47:38.662171,"(2.7, 3.25, 3.2363636363636363)","(17.0, 34.0, 24.375)","(13.0, 18.0, 17.142857142857142)","(13.0, 28.0, 24.0)","(3.9, 9.4, 7.1)","(4.0, 8.4, 8.289655172413793)","(9.0, 24.0, 11.90909090909091)","(8.0, 16.0, 14.962962962962962)"
12-01-2023 13:47:39.805843,"(2.7, 3.25, 3.2363636363636363)","(17.0, 34.0, 22.65625)","(13.0, 18.0, 17.142857142857142)","(13.0, 28.0, 24.0)","(3.9, 9.4, 7.1)","(4.0, 8.4, 8.289655172413793)","(9.0, 24.0, 11.90909090909091)","(8.0, 16.0, 14.962962962962962)"
12-01-2023 13:47:40.934951,"(2.7, 3.25, 3.2363636363636363)","(17.0, 34.0, 22.65625)","(13.0, 18.0, 17.142857142857142)","(13.0, 28.0, 24.0)","(3.9, 9.4, 7.1)","(4.0, 8.4, 8.289655172413793)","(9.0, 24.0, 11.90909090909091)","(8.0, 16.0, 14.962962962962962)"
12-01-2023 13:47:42.117914,"(2.7, 3.25, 3.225)","(18.0, 34.0, 23.846153846153847)","(13.0, 18.0, 17.142857142857142)","(13.0, 28.0, 24.0)","(4.0, 9.4, 7.1)","(4.0, 8.4, 8.289655172413793)","(10.0, 24.0, 11.90909090909091)","(8.5, 16.0, 14.962962962962962)"
12-01-2023 13:47:43.364398,"(2.7, 3.25, 3.225)","(18.0, 34.0, 23.846153846153847)","(13.0, 18.0, 17.142857142857142)","(13.0, 28.0, 24.0)","(4.0, 9.4, 7.1)","(4.0, 8.4, 8.289655172413793)","(10.0, 24.0, 14.875)","(8.5, 16.0, 14.057142857142857)"
12-01-2023 13:47:44.606261,"(2.7, 3.25, 3.225)","(18.0, 34.0, 23.846153846153847)","(13.0, 18.0, 17.142857142857142)","(13.0, 28.0, 24.0)","(4.0, 9.4, 7.1)","(4.0, 8.4, 8.289655172413793)","(10.0, 23.0, 13.25)","(8.5, 16.0, 13.333333333333332)"
12-01-2023 13:47:45.793678,"(2.7, 3.25, 3.225)","(18.0, 34.0, 23.846153846153847)","(13.0, 18.0, 17.142857142857142)","(13.0, 28.0, 24.0)","(4.0, 9.4, 6.466666666666667)","(4.0, 8.4, 8.289655172413793)","(10.0, 23.0, 13.25)","(8.5, 16.0, 13.714285714285715)"
12-01-2023 13:47:46.865071,"(2.7, 3.25, 3.225)","(18.0, 34.0, 23.846153846153847)","(13.0, 18.0, 17.142857142857142)","(13.0, 28.0, 24.0)","(4.0, 9.4, 6.466666666666667)","(4.0, 8.4, 8.289655172413793)","(10.0, 23.0, 13.25)","(8.5, 16.0, 13.714285714285715)"
12-01-2023 13:47:47.953521,"(2.7, 3.25, 3.225)","(18.0, 34.0, 23.846153846153847)","(13.0, 18.0, 17.142857142857142)","(13.0, 28.0, 24.0)","(4.0, 9.6, 9.129999999999999)","(4.0, 8.4, 8.289655172413793)","(10.0, 23.0, 13.25)","(8.5, 16.0, 13.714285714285715)"
12-01-2023 13:47:49.110898,"(2.7, 3.25, 3.225)","(18.0, 34.0, 23.846153846153847)","(13.0, 18.0, 17.142857142857142)","(13.0, 28.0, 24.0)","(4.0, 9.6, 7.25)","(4.0, 8.4, 8.289655172413793)","(10.0, 23.0, 13.25)","(8.5, 16.0, 13.714285714285715)"
12-01-2023 13:47:50.204977,"(2.7, 3.25, 3.225)","(18.0, 34.0, 23.846153846153847)","(13.0, 18.0, 17.142857142857142)","(13.0, 28.0, 24.0)","(4.0, 9.6, 7.199999999999999)","(4.0, 8.4, 8.289655172413793)","(10.0, 23.0, 13.25)","(8.5, 16.0, 13.714285714285715)"
12-01-2023 13:47:51.384759,"(2.7, 3.25, 3.225)","(18.0, 34.0, 21.08695652173913)","(13.0, 17.5, 13.833333333333334)","(13.0, 28.0, 25.125)","(4.0, 9.6, 8.799999999999999)","(4.0, 8.4, 8.289655172413793)","(10.0, 23.0, 13.25)","(8.0, 16.0, 13.714285714285715)"
12-01-2023 13:47:52.616366,"(2.7, 3.25, 3.225)","(18.0, 32.0, 27.857142857142858)","(13.0, 17.5, 13.178571428571429)","(13.0, 28.0, 25.125)","(4.0, 9.6, 8.799999999999999)","(4.0, 8.4, 8.289655172413793)","(10.0, 23.0, 13.25)","(8.0, 16.0, 13.714285714285715)"
12-01-2023 13:47:53.787612,"(2.7, 3.25, 3.225)","(18.0, 30.0, 25.3125)","(13.0, 17.5, 13.178571428571429)","(13.0, 28.0, 27.17857142857143)","(4.0, 9.6, 9.3)","(4.0, 8.4, 8.289655172413793)","(10.0, 23.0, 13.25)","(8.0, 16.0, 13.714285714285715)"
12-01-2023 13:47:54.825231,"(2.7, 3.25, 3.225)","(18.0, 30.0, 25.3125)","(13.0, 17.5, 13.178571428571429)","(13.0, 28.0, 27.17857142857143)","(4.0, 9.6, 9.3)","(4.0, 8.4, 8.289655172413793)","(10.0, 23.0, 13.25)","(8.0, 16.0, 13.714285714285715)"
12-01-2023 13:47:56.019182,"(2.7, 3.25, 3.225)","(18.0, 30.0, 22.708333333333336)","(13.0, 17.5, 13.018518518518519)","(13.0, 28.0, 27.17857142857143)","(4.0, 9.6, 9.3)","(4.0, 8.4, 8.289655172413793)","(10.0, 23.0, 13.25)","(8.0, 16.0, 13.714285714285715)"
12-01-2023 13:47:57.244395,"(2.7, 3.25, 3.225)","(18.0, 30.0, 22.708333333333336)","(13.0, 17.5, 13.018518518518519)","(13.0, 28.0, 27.17857142857143)","(4.0, 9.6, 9.415384615384614)","(4.2, 8.4, 8.289655172413793)","(10.0, 23.0, 13.25)","(8.0, 16.0, 13.714285714285715)"
12-01-2023 13:47:58.407603,"(2.7, 3.25, 3.225)","(18.0, 30.0, 21.95)","(13.0, 17.5, 13.018518518518519)","(13.0, 28.0, 27.17857142857143)","(4.0, 9.6, 9.415384615384614)","(4.2, 8.4, 8.289655172413793)","(10.0, 23.0, 11.772727272727273)","(8.0, 16.0, 14.666666666666666)"
12-01-2023 13:47:59.527850,"(2.7, 3.25, 3.225)","(18.0, 30.0, 24.633333333333333)","(13.0, 17.5, 13.018518518518519)","(13.0, 28.0, 27.17857142857143)","(4.0, 9.6, 9.415384615384614)","(4.2, 8.4, 8.289655172413793)","(10.0, 23.0, 11.772727272727273)","(8.0, 16.0, 14.666666666666666)"
12-01-2023 13:48:00.728562,"(2.7, 3.25, 3.225)","(18.0, 30.0, 24.96875)","(13.0, 17.5, 12.458333333333334)","(13.0, 28.0, 27.17857142857143)","(4.0, 9.6, 9.415384615384614)","(4.2, 8.4, 8.289655172413793)","(10.0, 23.0, 11.772727272727273)","(8.0, 16.0, 14.666666666666666)"
12-01-2023 13:48:01.932472,"(2.7, 3.25, 3.225)","(18.0, 30.0, 24.96875)","(13.0, 17.5, 14.0)","(13.0, 28.0, 27.17857142857143)","(4.0, 9.6, 9.415384615384614)","(4.2, 8.4, 7.78)","(10.0, 23.0, 11.21875)","(8.0, 16.0, 13.57906976744186)"
12-01-2023 13:48:03.064394,"(2.7, 3.25, 3.225)","(18.0, 30.0, 24.96875)","(13.0, 17.0, 14.0)","(13.0, 28.0, 27.17857142857143)","(4.0, 9.6, 9.415384615384614)","(4.2, 8.4, 8.161538461538463)","(10.0, 23.0, 11.21875)","(8.0, 15.5, 12.904651162790698)"
12-01-2023 13:48:04.209331,"(2.7, 3.25, 3.225)","(18.0, 30.0, 24.96875)","(13.0, 17.0, 15.166666666666666)","(13.0, 28.0, 27.17857142857143)","(4.0, 9.6, 9.415384615384614)","(4.2, 8.4, 8.161538461538463)","(10.0, 23.0, 11.21875)","(8.0, 14.5, 12.904651162790698)"
12-01-2023 13:48:05.289072,"(2.7, 3.25, 3.225)","(18.0, 30.0, 24.96875)","(13.0, 16.5, 15.38888888888889)","(13.0, 28.0, 27.17857142857143)","(4.0, 9.6, 5.766)","(4.2, 8.4, 8.161538461538463)","(10.0, 23.0, 19.0)","(8.0, 14.5, 12.904651162790698)"
12-01-2023 13:48:06.483086,"(2.7, 3.25, 3.225)","(18.0, 30.0, 23.807692307692307)","(13.0, 16.5, 15.38888888888889)","(13.0, 28.0, 27.17857142857143)","(4.0, 9.4, 5.804347826086956)","(4.2, 8.4, 8.161538461538463)","(10.0, 22.0, 19.0)","(8.0, 14.5, 12.904651162790698)"
12-01-2023 13:48:07.568941,"(2.7, 3.25, 3.225)","(18.0, 30.0, 23.807692307692307)","(13.0, 16.5, 15.38888888888889)","(13.0, 28.0, 27.17857142857143)","(4.0, 9.2, 8.618181818181819)","(4.2, 8.4, 8.161538461538463)","(10.0, 22.0, 19.0)","(8.0, 14.5, 13.5875)"
12-01-2023 13:48:08.781904,"(2.7, 3.25, 3.225)","(18.0, 30.0, 21.5)","(13.0, 16.5, 15.38888888888889)","(13.0, 28.0, 27.17857142857143)","(4.0, 8.8, 7.755555555555555)","(4.2, 8.4, 8.161538461538463)","(10.0, 22.0, 19.0)","(8.0, 14.0, 13.245714285714286)"
12-01-2023 13:48:10.011611,"(2.7, 3.25, 3.225)","(18.0, 30.0, 20.59090909090909)","(13.0, 16.5, 13.342105263157894)","(14.0, 28.0, 27.520833333333336)","(4.0, 8.6, 7.6000000000000005)","(4.2, 8.4, 8.161538461538463)","(10.0, 22.0, 19.0)","(8.0, 14.0, 13.245714285714286)"
12-01-2023 13:48:11.233776,"(2.7, 3.25, 3.225)","(18.0, 30.0, 20.59090909090909)","(13.0, 16.5, 12.706896551724139)","(14.0, 28.0, 27.520833333333336)","(4.0, 8.4, 7.6000000000000005)","(4.2, 8.4, 8.265217391304349)","(10.0, 22.0, 19.0)","(8.0, 14.0, 13.066666666666666)"
12-01-2023 13:48:12.399531,"(2.7, 3.25, 3.225)","(18.0, 30.0, 20.59090909090909)","(13.0, 16.5, 12.706896551724139)","(14.0, 28.0, 27.520833333333336)","(4.0, 8.4, 7.6000000000000005)","(4.2, 8.4, 7.65)","(10.0, 22.0, 19.0)","(8.0, 13.5, 13.066666666666666)"
12-01-2023 13:48:13.565019,"(2.7, 3.25, 3.225)","(18.0, 30.0, 20.59090909090909)","(13.0, 16.5, 12.706896551724139)","(14.0, 28.0, 27.520833333333336)","(4.0, 8.4, 7.546153846153846)","(4.2, 8.4, 8.066666666666666)","(10.0, 22.0, 19.0)","(8.0, 13.5, 11.69)"
12-01-2023 13:48:14.949764,"(2.7, 3.25, 3.225)","(18.0, 30.0, 27.5)","(13.0, 16.5, 12.706896551724139)","(14.0, 28.0, 27.520833333333336)","(4.0, 8.2, 7.854545454545455)","(4.2, 8.4, 8.066666666666666)","(10.0, 22.0, 16.6)","(8.0, 12.5, 11.69)"
12-01-2023 13:48:16.290267,"(2.7, 3.25, 3.225)","(18.0, 29.0, 24.8)","(13.0, 16.5, 12.706896551724139)","(14.0, 28.0, 27.520833333333336)","(4.0, 8.0, 7.288888888888889)","(4.2, 8.4, 8.066666666666666)","(10.0, 21.0, 14.714285714285715)","(8.0, 12.5, 10.700000000000001)"
12-01-2023 13:48:17.573364,"(2.7, 3.25, 3.225)","(18.0, 29.0, 24.227272727272727)","(13.0, 16.5, 12.26923076923077)","(14.0, 28.0, 27.520833333333336)","(4.0, 8.0, 6.569230769230769)","(4.2, 8.4, 8.066666666666666)","(10.0, 21.0, 13.0)","(8.0, 12.5, 10.700000000000001)"
12-01-2023 13:48:19.066946,"(2.7, 3.25, 3.225)","(18.0, 29.0, 22.214285714285715)","(13.0, 16.5, 12.26923076923077)","(14.0, 28.0, 27.520833333333336)","(4.0, 8.0, 6.569230769230769)","(4.2, 8.4, 8.066666666666666)","(10.0, 21.0, 13.0)","(8.0, 12.5, 10.700000000000001)"
12-01-2023 13:48:20.470759,"(2.7, 3.25, 3.225)","(18.0, 29.0, 22.03333333333333)","(13.0, 16.5, 12.26923076923077)","(14.0, 28.0, 27.520833333333336)","(4.0, 8.0, 6.105555555555556)","(4.2, 8.4, 8.066666666666666)","(10.0, 21.0, 13.0)","(8.0, 12.5, 10.700000000000001)"
12-01-2023 13:48:21.731786,"(2.7, 3.25, 3.225)","(16.0, 29.0, 22.03333333333333)","(12.0, 16.5, 12.26923076923077)","(14.0, 28.0, 27.520833333333336)","(4.0, 8.0, 5.175)","(4.2, 8.4, 8.066666666666666)","(10.0, 21.0, 13.0)","(8.0, 12.5, 10.700000000000001)"
12-01-2023 13:48:22.871815,"(2.7, 3.25, 3.225)","(16.0, 29.0, 21.02)","(12.0, 16.5, 12.26923076923077)","(14.0, 28.0, 27.520833333333336)","(4.0, 7.8, 5.054545454545455)","(4.2, 8.4, 8.242105263157896)","(10.0, 21.0, 13.0)","(8.0, 12.5, 10.571428571428571)"
12-01-2023 13:48:24.063983,"(2.7, 3.25, 3.1625)","(16.0, 28.0, 27.055555555555557)","(12.0, 16.5, 15.1)","(14.0, 28.0, 25.8)","(4.0, 7.6, 5.075)","(4.2, 8.4, 8.296551724137931)","(10.0, 21.0, 12.75)","(8.0, 12.5, 10.700000000000001)"
12-01-2023 13:48:25.408264,"(2.7, 3.25, 3.1441176470588235)","(16.0, 28.0, 27.055555555555557)","(12.0, 16.0, 15.1)","(14.0, 28.0, 25.8)","(4.0, 7.0, 5.3999999999999995)","(4.2, 8.4, 8.296551724137931)","(10.0, 21.0, 11.5)","(8.0, 12.5, 11.15)"
12-01-2023 13:48:26.718747,"(2.7, 3.25, 3.1441176470588235)","(16.0, 28.0, 27.055555555555557)","(12.0, 16.0, 15.1)","(14.0, 28.0, 25.8)","(4.0, 6.6, 5.0)","(4.2, 8.4, 8.296551724137931)","(10.0, 21.0, 11.5)","(8.0, 12.5, 11.9)"
12-01-2023 13:48:27.901763,"(2.7, 3.25, 3.1441176470588235)","(16.0, 28.0, 27.055555555555557)","(12.0, 16.0, 15.1)","(14.0, 28.0, 25.8)","(4.0, 6.6, 5.266666666666667)","(4.2, 8.4, 8.296551724137931)","(10.0, 21.0, 11.137931034482758)","(8.0, 12.5, 12.114285714285714)"
12-01-2023 13:48:29.105458,"(2.7, 3.25, 3.1441176470588235)","(16.0, 28.0, 27.055555555555557)","(12.0, 16.0, 15.930232558139535)","(14.0, 28.0, 25.8)","(4.0, 6.2, 4.933333333333334)","(4.4, 8.4, 8.296551724137931)","(9.0, 21.0, 11.137931034482758)","(8.5, 12.5, 12.114285714285714)"
12-01-2023 13:48:30.298359,"(2.7, 3.25, 3.1441176470588235)","(16.0, 28.0, 27.055555555555557)","(12.0, 16.0, 15.930232558139535)","(14.0, 28.0, 25.8)","(4.0, 6.0, 4.9222222222222225)","(4.4, 8.4, 8.296551724137931)","(9.0, 21.0, 11.137931034482758)","(8.5, 12.5, 12.114285714285714)"
12-01-2023 13:48:31.624950,"(2.7, 3.25, 3.1441176470588235)","(16.0, 28.0, 27.055555555555557)","(12.0, 16.0, 15.930232558139535)","(14.0, 28.0, 25.8)","(4.0, 5.9, 4.9222222222222225)","(4.4, 8.4, 8.296551724137931)","(9.0, 21.0, 11.137931034482758)","(8.5, 12.5, 12.084615384615384)"
12-01-2023 13:48:32.807768,"(2.7, 3.25, 3.1441176470588235)","(16.0, 28.0, 27.055555555555557)","(12.0, 16.0, 15.930232558139535)","(14.0, 28.0, 25.8)","(4.0, 5.9, 4.881818181818182)","(4.4, 8.4, 8.296551724137931)","(9.0, 21.0, 11.137931034482758)","(8.5, 12.5, 12.084615384615384)"
