,Rocking Tiff,Jordie Dee,Courtney Katarina,Dougs Cino,Stylish Heaven,Tell Us We Dream,Beaudacious,Woody Nightshade,Lorne Beach,Valbarann
182,"[datetime.datetime(2022, 11, 28, 19, 54, 59, 174082), 1.6, 2.26]","[datetime.datetime(2022, 11, 28, 19, 54, 59, 174082), 19.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 54, 59, 174082), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 54, 59, 174082), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 19, 54, 59, 174082), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 19, 54, 59, 174082), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 54, 59, 174082), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 19, 54, 59, 174082), 18.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 54, 59, 174082), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 54, 59, 174082), 19.0, 30.0]"
183,"[datetime.datetime(2022, 11, 28, 19, 55, 0, 438321), 1.6, 2.26]","[datetime.datetime(2022, 11, 28, 19, 55, 0, 438321), 19.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 55, 0, 438321), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 55, 0, 438321), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 19, 55, 0, 438321), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 19, 55, 0, 438321), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 55, 0, 438321), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 19, 55, 0, 438321), 18.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 55, 0, 438321), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 55, 0, 438321), 19.0, 30.0]"
184,"[datetime.datetime(2022, 11, 28, 19, 55, 1, 712165), 1.6, 2.26]","[datetime.datetime(2022, 11, 28, 19, 55, 1, 712165), 19.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 55, 1, 712165), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 55, 1, 712165), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 19, 55, 1, 712165), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 19, 55, 1, 712165), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 55, 1, 712165), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 19, 55, 1, 712165), 18.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 55, 1, 712165), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 55, 1, 712165), 19.0, 30.0]"
185,"[datetime.datetime(2022, 11, 28, 19, 55, 2, 984636), 1.6, 2.26]","[datetime.datetime(2022, 11, 28, 19, 55, 2, 984636), 19.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 55, 2, 984636), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 55, 2, 984636), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 19, 55, 2, 984636), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 19, 55, 2, 984636), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 55, 2, 984636), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 19, 55, 2, 984636), 18.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 55, 2, 984636), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 55, 2, 984636), 19.0, 30.0]"
186,"[datetime.datetime(2022, 11, 28, 19, 55, 4, 253363), 1.6, 2.26]","[datetime.datetime(2022, 11, 28, 19, 55, 4, 253363), 19.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 55, 4, 253363), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 55, 4, 253363), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 19, 55, 4, 253363), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 19, 55, 4, 253363), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 55, 4, 253363), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 19, 55, 4, 253363), 18.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 55, 4, 253363), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 55, 4, 253363), 19.0, 30.0]"
187,"[datetime.datetime(2022, 11, 28, 19, 55, 5, 632695), 1.6, 2.26]","[datetime.datetime(2022, 11, 28, 19, 55, 5, 632695), 19.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 55, 5, 632695), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 55, 5, 632695), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 19, 55, 5, 632695), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 19, 55, 5, 632695), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 55, 5, 632695), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 19, 55, 5, 632695), 18.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 55, 5, 632695), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 55, 5, 632695), 19.0, 30.0]"
188,"[datetime.datetime(2022, 11, 28, 19, 55, 6, 883058), 1.6, 2.26]","[datetime.datetime(2022, 11, 28, 19, 55, 6, 883058), 19.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 55, 6, 883058), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 55, 6, 883058), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 19, 55, 6, 883058), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 19, 55, 6, 883058), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 55, 6, 883058), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 19, 55, 6, 883058), 18.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 55, 6, 883058), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 55, 6, 883058), 19.0, 30.0]"
189,"[datetime.datetime(2022, 11, 28, 19, 55, 8, 151802), 1.6, 2.26]","[datetime.datetime(2022, 11, 28, 19, 55, 8, 151802), 19.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 55, 8, 151802), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 55, 8, 151802), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 19, 55, 8, 151802), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 19, 55, 8, 151802), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 55, 8, 151802), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 19, 55, 8, 151802), 18.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 55, 8, 151802), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 55, 8, 151802), 19.0, 30.0]"
190,"[datetime.datetime(2022, 11, 28, 19, 55, 9, 422172), 1.6, 2.26]","[datetime.datetime(2022, 11, 28, 19, 55, 9, 422172), 19.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 55, 9, 422172), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 55, 9, 422172), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 19, 55, 9, 422172), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 19, 55, 9, 422172), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 55, 9, 422172), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 19, 55, 9, 422172), 18.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 55, 9, 422172), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 55, 9, 422172), 19.0, 30.0]"
191,"[datetime.datetime(2022, 11, 28, 19, 55, 10, 729882), 1.6, 2.26]","[datetime.datetime(2022, 11, 28, 19, 55, 10, 729882), 19.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 55, 10, 729882), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 55, 10, 729882), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 19, 55, 10, 729882), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 19, 55, 10, 729882), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 55, 10, 729882), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 19, 55, 10, 729882), 18.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 55, 10, 729882), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 55, 10, 729882), 19.0, 30.0]"
192,"[datetime.datetime(2022, 11, 28, 19, 55, 11, 969124), 1.6, 2.26]","[datetime.datetime(2022, 11, 28, 19, 55, 11, 969124), 19.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 55, 11, 969124), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 55, 11, 969124), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 19, 55, 11, 969124), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 19, 55, 11, 969124), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 55, 11, 969124), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 19, 55, 11, 969124), 18.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 55, 11, 969124), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 55, 11, 969124), 19.0, 30.0]"
193,"[datetime.datetime(2022, 11, 28, 19, 55, 13, 251575), 1.6, 2.26]","[datetime.datetime(2022, 11, 28, 19, 55, 13, 251575), 19.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 55, 13, 251575), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 55, 13, 251575), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 19, 55, 13, 251575), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 19, 55, 13, 251575), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 55, 13, 251575), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 19, 55, 13, 251575), 18.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 55, 13, 251575), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 55, 13, 251575), 19.0, 30.0]"
194,"[datetime.datetime(2022, 11, 28, 19, 55, 14, 502183), 1.6, 2.26]","[datetime.datetime(2022, 11, 28, 19, 55, 14, 502183), 19.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 55, 14, 502183), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 55, 14, 502183), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 19, 55, 14, 502183), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 19, 55, 14, 502183), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 55, 14, 502183), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 19, 55, 14, 502183), 18.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 55, 14, 502183), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 55, 14, 502183), 19.0, 30.0]"
195,"[datetime.datetime(2022, 11, 28, 19, 55, 15, 737679), 1.6, 2.26]","[datetime.datetime(2022, 11, 28, 19, 55, 15, 737679), 19.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 55, 15, 737679), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 55, 15, 737679), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 19, 55, 15, 737679), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 19, 55, 15, 737679), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 55, 15, 737679), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 19, 55, 15, 737679), 18.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 55, 15, 737679), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 55, 15, 737679), 19.0, 30.0]"
196,"[datetime.datetime(2022, 11, 28, 19, 55, 16, 959578), 1.6, 2.26]","[datetime.datetime(2022, 11, 28, 19, 55, 16, 959578), 19.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 55, 16, 959578), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 55, 16, 959578), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 19, 55, 16, 959578), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 19, 55, 16, 959578), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 55, 16, 959578), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 19, 55, 16, 959578), 18.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 55, 16, 959578), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 55, 16, 959578), 19.0, 30.0]"
197,"[datetime.datetime(2022, 11, 28, 19, 55, 18, 208060), 1.6, 2.26]","[datetime.datetime(2022, 11, 28, 19, 55, 18, 208060), 19.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 55, 18, 208060), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 55, 18, 208060), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 19, 55, 18, 208060), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 19, 55, 18, 208060), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 55, 18, 208060), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 19, 55, 18, 208060), 18.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 55, 18, 208060), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 55, 18, 208060), 19.0, 30.0]"
198,"[datetime.datetime(2022, 11, 28, 19, 55, 19, 455016), 1.6, 2.26]","[datetime.datetime(2022, 11, 28, 19, 55, 19, 455016), 19.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 55, 19, 455016), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 55, 19, 455016), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 19, 55, 19, 455016), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 19, 55, 19, 455016), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 55, 19, 455016), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 19, 55, 19, 455016), 18.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 55, 19, 455016), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 55, 19, 455016), 19.0, 30.0]"
199,"[datetime.datetime(2022, 11, 28, 19, 55, 20, 693277), 1.6, 2.26]","[datetime.datetime(2022, 11, 28, 19, 55, 20, 693277), 19.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 55, 20, 693277), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 55, 20, 693277), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 19, 55, 20, 693277), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 19, 55, 20, 693277), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 55, 20, 693277), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 19, 55, 20, 693277), 18.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 55, 20, 693277), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 55, 20, 693277), 19.0, 30.0]"
200,"[datetime.datetime(2022, 11, 28, 19, 55, 21, 929754), 1.6, 2.26]","[datetime.datetime(2022, 11, 28, 19, 55, 21, 929754), 19.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 55, 21, 929754), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 55, 21, 929754), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 19, 55, 21, 929754), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 19, 55, 21, 929754), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 55, 21, 929754), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 19, 55, 21, 929754), 18.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 55, 21, 929754), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 55, 21, 929754), 19.0, 30.0]"
201,"[datetime.datetime(2022, 11, 28, 19, 55, 23, 168243), 1.6, 2.26]","[datetime.datetime(2022, 11, 28, 19, 55, 23, 168243), 19.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 55, 23, 168243), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 55, 23, 168243), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 19, 55, 23, 168243), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 19, 55, 23, 168243), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 55, 23, 168243), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 19, 55, 23, 168243), 18.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 55, 23, 168243), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 55, 23, 168243), 19.0, 30.0]"
202,"[datetime.datetime(2022, 11, 28, 19, 55, 24, 415468), 1.6, 2.26]","[datetime.datetime(2022, 11, 28, 19, 55, 24, 415468), 19.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 55, 24, 415468), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 55, 24, 415468), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 19, 55, 24, 415468), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 19, 55, 24, 415468), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 55, 24, 415468), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 19, 55, 24, 415468), 18.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 55, 24, 415468), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 55, 24, 415468), 19.0, 30.0]"
203,"[datetime.datetime(2022, 11, 28, 19, 55, 25, 652019), 1.6, 2.26]","[datetime.datetime(2022, 11, 28, 19, 55, 25, 652019), 19.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 55, 25, 652019), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 55, 25, 652019), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 19, 55, 25, 652019), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 19, 55, 25, 652019), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 55, 25, 652019), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 19, 55, 25, 652019), 18.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 55, 25, 652019), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 55, 25, 652019), 19.0, 30.0]"
204,"[datetime.datetime(2022, 11, 28, 19, 55, 26, 883514), 1.6, 2.26]","[datetime.datetime(2022, 11, 28, 19, 55, 26, 883514), 19.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 55, 26, 883514), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 55, 26, 883514), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 19, 55, 26, 883514), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 19, 55, 26, 883514), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 55, 26, 883514), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 19, 55, 26, 883514), 18.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 55, 26, 883514), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 55, 26, 883514), 19.0, 30.0]"
205,"[datetime.datetime(2022, 11, 28, 19, 55, 28, 117420), 1.6, 2.26]","[datetime.datetime(2022, 11, 28, 19, 55, 28, 117420), 19.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 55, 28, 117420), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 55, 28, 117420), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 19, 55, 28, 117420), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 19, 55, 28, 117420), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 55, 28, 117420), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 19, 55, 28, 117420), 18.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 55, 28, 117420), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 55, 28, 117420), 19.0, 30.0]"
206,"[datetime.datetime(2022, 11, 28, 19, 55, 29, 361811), 1.6, 2.26]","[datetime.datetime(2022, 11, 28, 19, 55, 29, 361811), 19.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 55, 29, 361811), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 55, 29, 361811), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 19, 55, 29, 361811), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 19, 55, 29, 361811), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 55, 29, 361811), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 19, 55, 29, 361811), 18.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 55, 29, 361811), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 55, 29, 361811), 19.0, 30.0]"
207,"[datetime.datetime(2022, 11, 28, 19, 55, 30, 608928), 1.6, 2.26]","[datetime.datetime(2022, 11, 28, 19, 55, 30, 608928), 19.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 55, 30, 608928), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 55, 30, 608928), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 19, 55, 30, 608928), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 19, 55, 30, 608928), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 55, 30, 608928), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 19, 55, 30, 608928), 18.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 55, 30, 608928), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 55, 30, 608928), 19.0, 30.0]"
208,"[datetime.datetime(2022, 11, 28, 19, 55, 31, 854955), 1.6, 2.26]","[datetime.datetime(2022, 11, 28, 19, 55, 31, 854955), 19.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 55, 31, 854955), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 55, 31, 854955), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 19, 55, 31, 854955), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 19, 55, 31, 854955), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 55, 31, 854955), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 19, 55, 31, 854955), 18.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 55, 31, 854955), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 55, 31, 854955), 19.0, 30.0]"
209,"[datetime.datetime(2022, 11, 28, 19, 55, 33, 137761), 1.6, 2.26]","[datetime.datetime(2022, 11, 28, 19, 55, 33, 137761), 19.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 55, 33, 137761), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 55, 33, 137761), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 19, 55, 33, 137761), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 19, 55, 33, 137761), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 55, 33, 137761), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 19, 55, 33, 137761), 18.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 55, 33, 137761), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 55, 33, 137761), 19.0, 30.0]"
210,"[datetime.datetime(2022, 11, 28, 19, 55, 34, 407215), 1.6, 2.26]","[datetime.datetime(2022, 11, 28, 19, 55, 34, 407215), 19.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 55, 34, 407215), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 55, 34, 407215), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 19, 55, 34, 407215), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 19, 55, 34, 407215), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 55, 34, 407215), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 19, 55, 34, 407215), 18.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 55, 34, 407215), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 55, 34, 407215), 19.0, 30.0]"
211,"[datetime.datetime(2022, 11, 28, 19, 55, 35, 645015), 1.6, 2.26]","[datetime.datetime(2022, 11, 28, 19, 55, 35, 645015), 19.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 55, 35, 645015), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 55, 35, 645015), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 19, 55, 35, 645015), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 19, 55, 35, 645015), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 55, 35, 645015), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 19, 55, 35, 645015), 18.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 55, 35, 645015), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 55, 35, 645015), 19.0, 30.0]"
212,"[datetime.datetime(2022, 11, 28, 19, 55, 36, 877014), 1.6, 2.26]","[datetime.datetime(2022, 11, 28, 19, 55, 36, 877014), 19.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 55, 36, 877014), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 55, 36, 877014), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 19, 55, 36, 877014), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 19, 55, 36, 877014), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 55, 36, 877014), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 19, 55, 36, 877014), 18.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 55, 36, 877014), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 55, 36, 877014), 19.0, 30.0]"
213,"[datetime.datetime(2022, 11, 28, 19, 55, 38, 131353), 1.6, 2.26]","[datetime.datetime(2022, 11, 28, 19, 55, 38, 131353), 19.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 55, 38, 131353), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 55, 38, 131353), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 19, 55, 38, 131353), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 19, 55, 38, 131353), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 55, 38, 131353), 7.5, 10.5]","[datetime.datetime(2022, 11, 28, 19, 55, 38, 131353), 18.0, 23.0]","[datetime.datetime(2022, 11, 28, 19, 55, 38, 131353), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 55, 38, 131353), 19.0, 30.0]"
