,Carmelized,Lockdown Vanna,Makinlimmargaritas,Playing For Two,Golden Sally,Smokin Lady,Showthemoneyhoney,Polish The Diamond,Xposed Secret,Stryda
07-01-2023 10:18:18.896803,"(12.0, 200.0, 144.0)","(26.0, 50.0, 43.84615384615385)","(15.0, 120.0, 90.71428571428571)","(11.0, 24.0, 22.5)","(26.0, 200.0, 117.0)","(5.0, 6.8, 6.6)","(31.0, 65.0, 44.75)","(6.0, 6.4, 6.133333333333334)","(41.0, 220.0, 152.0)","(1.7, 2.0, 1.9577777777777778)"
07-01-2023 10:18:20.558826,"(12.0, 200.0, 144.0)","(26.0, 50.0, 43.84615384615385)","(15.0, 120.0, 90.71428571428571)","(11.0, 24.0, 22.5)","(26.0, 200.0, 117.0)","(5.0, 6.8, 5.927272727272727)","(31.0, 65.0, 44.75)","(6.0, 6.4, 6.133333333333334)","(41.0, 220.0, 152.0)","(1.7, 2.0, 1.9577777777777778)"
07-01-2023 10:18:22.207729,"(12.0, 200.0, 144.0)","(26.0, 50.0, 43.84615384615385)","(15.0, 120.0, 90.71428571428571)","(11.0, 24.0, 22.5)","(26.0, 200.0, 117.0)","(5.0, 6.8, 6.05)","(31.0, 65.0, 44.75)","(6.0, 6.4, 6.133333333333334)","(41.0, 220.0, 152.0)","(1.7, 2.0, 1.9577777777777778)"
07-01-2023 10:18:24.252590,"(12.0, 200.0, 144.0)","(26.0, 50.0, 43.84615384615385)","(15.0, 120.0, 90.71428571428571)","(11.0, 24.0, 22.5)","(26.0, 200.0, 117.0)","(5.0, 6.2, 6.05)","(31.0, 65.0, 44.75)","(6.0, 6.8, 6.666666666666666)","(41.0, 220.0, 152.0)","(1.7, 1.98, 1.9685714285714286)"
07-01-2023 10:18:26.289897,"(12.0, 200.0, 165.0)","(26.0, 50.0, 43.84615384615385)","(15.0, 120.0, 102.91666666666666)","(11.0, 24.0, 22.5)","(26.0, 200.0, 117.0)","(5.0, 6.2, 6.11)","(31.0, 65.0, 47.0)","(6.0, 6.8, 6.6)","(41.0, 220.0, 152.0)","(1.7, 1.98, 1.9685714285714286)"
07-01-2023 10:18:28.048949,"(12.0, 200.0, 165.0)","(26.0, 50.0, 43.84615384615385)","(15.0, 120.0, 102.91666666666666)","(11.0, 24.0, 22.5)","(26.0, 200.0, 117.0)","(5.0, 6.2, 6.1)","(31.0, 65.0, 47.0)","(6.0, 6.8, 6.6)","(41.0, 220.0, 152.0)","(1.7, 1.98, 1.967027027027027)"
07-01-2023 10:18:30.025866,"(12.0, 200.0, 165.0)","(26.0, 50.0, 43.84615384615385)","(15.0, 120.0, 102.91666666666666)","(11.0, 24.0, 22.5)","(26.0, 200.0, 117.0)","(5.0, 6.2, 6.1)","(31.0, 65.0, 47.0)","(6.0, 6.8, 6.6)","(41.0, 220.0, 152.0)","(1.7, 1.98, 1.9645161290322581)"
07-01-2023 10:18:31.947578,"(12.0, 200.0, 165.0)","(26.0, 50.0, 43.84615384615385)","(15.0, 120.0, 102.91666666666666)","(11.0, 24.0, 22.5)","(26.0, 200.0, 117.0)","(5.0, 6.2, 5.6)","(31.0, 65.0, 47.0)","(6.0, 6.8, 6.6)","(41.0, 220.0, 152.0)","(1.7, 1.98, 1.9645161290322581)"
07-01-2023 10:18:33.663371,"(12.0, 200.0, 165.0)","(26.0, 50.0, 43.84615384615385)","(15.0, 120.0, 102.91666666666666)","(11.0, 24.0, 22.5)","(26.0, 200.0, 117.0)","(5.0, 6.0, 5.6)","(31.0, 65.0, 47.0)","(6.0, 6.8, 6.333333333333333)","(41.0, 220.0, 152.0)","(1.7, 1.98, 1.955)"
07-01-2023 10:18:35.193215,"(12.0, 200.0, 165.0)","(26.0, 50.0, 43.84615384615385)","(15.0, 120.0, 102.91666666666666)","(11.0, 24.0, 22.5)","(26.0, 200.0, 117.0)","(5.0, 6.0, 5.6)","(31.0, 65.0, 47.0)","(6.0, 6.6, 6.333333333333333)","(41.0, 220.0, 152.0)","(1.7, 1.98, 1.9577777777777778)"
07-01-2023 10:18:36.768986,"(12.0, 200.0, 165.0)","(26.0, 50.0, 43.84615384615385)","(15.0, 120.0, 102.91666666666666)","(11.0, 24.0, 22.5)","(26.0, 200.0, 117.0)","(5.0, 6.0, 5.6)","(31.0, 65.0, 47.0)","(6.0, 6.6, 6.333333333333333)","(41.0, 220.0, 152.0)","(1.7, 1.98, 1.9577777777777778)"
07-01-2023 10:18:38.357736,"(12.0, 200.0, 165.0)","(26.0, 50.0, 43.84615384615385)","(15.0, 120.0, 102.91666666666666)","(11.0, 24.0, 22.5)","(26.0, 200.0, 117.0)","(5.0, 6.0, 5.6)","(31.0, 65.0, 47.0)","(6.0, 6.6, 6.2)","(41.0, 220.0, 152.0)","(1.7, 1.98, 1.9577777777777778)"
07-01-2023 10:18:39.960899,"(12.0, 200.0, 130.0)","(26.0, 50.0, 34.666666666666664)","(15.0, 120.0, 69.0)","(11.0, 24.0, 18.3125)","(26.0, 200.0, 117.0)","(5.0, 6.0, 5.5636363636363635)","(31.0, 65.0, 59.72727272727273)","(6.0, 6.4, 6.0200000000000005)","(41.0, 220.0, 135.0)","(1.7, 1.98, 1.962222222222222)"
07-01-2023 10:18:41.540490,"(12.0, 200.0, 111.5)","(26.0, 50.0, 32.0)","(15.0, 120.0, 69.0)","(11.0, 24.0, 18.3125)","(26.0, 200.0, 117.0)","(5.0, 6.0, 5.5636363636363635)","(31.0, 65.0, 59.72727272727273)","(6.0, 6.2, 6.0200000000000005)","(41.0, 220.0, 135.0)","(1.7, 1.98, 1.962222222222222)"
07-01-2023 10:18:43.127841,"(12.0, 180.0, 72.0)","(26.0, 50.0, 32.0)","(15.0, 120.0, 48.66666666666667)","(11.0, 24.0, 18.3125)","(26.0, 200.0, 117.0)","(5.0, 6.0, 5.5636363636363635)","(31.0, 65.0, 84.0)","(6.0, 6.2, 6.0200000000000005)","(41.0, 220.0, 135.0)","(1.7, 1.98, 1.962222222222222)"
07-01-2023 10:18:44.745655,"(12.0, 170.0, 72.0)","(26.0, 50.0, 32.0)","(15.0, 110.0, 48.66666666666667)","(11.0, 24.0, 18.3125)","(26.0, 200.0, 117.0)","(5.0, 6.0, 5.466666666666667)","(31.0, 100.0, 84.27272727272727)","(6.0, 6.2, 6.0200000000000005)","(41.0, 220.0, 135.0)","(1.7, 1.98, 1.9666666666666666)"
07-01-2023 10:18:46.370948,"(12.0, 170.0, 72.0)","(26.0, 50.0, 32.0)","(15.0, 110.0, 48.66666666666667)","(11.0, 24.0, 21.15625)","(26.0, 200.0, 117.0)","(5.0, 6.0, 5.466666666666667)","(31.0, 95.0, 84.27272727272727)","(6.0, 6.2, 6.0200000000000005)","(41.0, 220.0, 135.0)","(1.7, 1.98, 1.9553846153846153)"
07-01-2023 10:18:47.867586,"(12.0, 170.0, 128.28571428571428)","(26.0, 50.0, 35.46153846153846)","(15.0, 110.0, 87.125)","(11.0, 24.0, 20.76923076923077)","(26.0, 200.0, 134.39999999999998)","(5.0, 6.0, 5.466666666666667)","(31.0, 95.0, 72.2)","(6.0, 6.2, 6.0200000000000005)","(41.0, 220.0, 137.5)","(1.7, 2.0, 1.9553846153846153)"
07-01-2023 10:18:49.363191,"(12.0, 170.0, 121.33333333333333)","(26.0, 50.0, 39.5)","(15.0, 110.0, 73.6)","(11.0, 24.0, 20.76923076923077)","(26.0, 200.0, 152.57142857142858)","(5.0, 6.0, 5.466666666666667)","(31.0, 95.0, 72.2)","(6.0, 6.2, 6.0200000000000005)","(41.0, 220.0, 163.33333333333331)","(1.7, 2.0, 1.9553846153846153)"
07-01-2023 10:18:50.831019,"(12.0, 170.0, 137.5)","(26.0, 44.0, 38.0)","(15.0, 110.0, 87.375)","(11.0, 24.0, 19.72222222222222)","(26.0, 200.0, 134.39999999999998)","(5.0, 6.0, 5.466666666666667)","(31.0, 95.0, 72.2)","(6.0, 6.2, 6.0200000000000005)","(41.0, 220.0, 137.5)","(1.7, 2.0, 1.978780487804878)"
07-01-2023 10:18:52.401982,"(12.0, 160.0, 137.5)","(26.0, 44.0, 38.0)","(15.0, 110.0, 87.375)","(11.0, 24.0, 19.72222222222222)","(26.0, 200.0, 144.66666666666669)","(5.0, 6.0, 5.466666666666667)","(31.0, 95.0, 72.2)","(6.0, 6.2, 6.0200000000000005)","(41.0, 220.0, 152.0)","(1.7, 2.0, 1.978780487804878)"
07-01-2023 10:18:53.863160,"(12.0, 160.0, 137.5)","(26.0, 44.0, 38.0)","(15.0, 110.0, 87.375)","(11.0, 24.0, 19.72222222222222)","(26.0, 200.0, 90.66666666666666)","(5.0, 6.0, 5.466666666666667)","(31.0, 95.0, 72.2)","(6.0, 6.2, 6.0200000000000005)","(41.0, 220.0, 110.0)","(1.7, 2.0, 1.978780487804878)"
07-01-2023 10:18:55.275543,"(12.0, 160.0, 137.5)","(26.0, 44.0, 38.0)","(15.0, 110.0, 87.375)","(11.0, 24.0, 21.433333333333334)","(26.0, 200.0, 90.66666666666666)","(5.0, 6.0, 5.466666666666667)","(31.0, 95.0, 72.2)","(6.0, 6.2, 6.0200000000000005)","(41.0, 220.0, 110.0)","(1.7, 2.0, 1.978780487804878)"
07-01-2023 10:18:56.731631,"(12.0, 150.0, 114.28571428571429)","(26.0, 44.0, 38.0)","(15.0, 110.0, 87.375)","(11.0, 24.0, 20.76923076923077)","(26.0, 200.0, 153.14285714285714)","(5.0, 6.0, 5.466666666666667)","(31.0, 95.0, 72.2)","(6.0, 6.2, 6.0200000000000005)","(41.0, 220.0, 154.0)","(1.7, 2.0, 1.978780487804878)"
07-01-2023 10:18:58.335148,"(12.0, 150.0, 114.28571428571429)","(26.0, 44.0, 38.0)","(15.0, 110.0, 87.375)","(11.0, 24.0, 20.76923076923077)","(26.0, 200.0, 153.14285714285714)","(5.0, 6.0, 5.466666666666667)","(31.0, 95.0, 72.2)","(6.0, 6.2, 6.0200000000000005)","(41.0, 220.0, 154.0)","(1.7, 2.0, 1.978780487804878)"
07-01-2023 10:18:59.855444,"(12.0, 150.0, 77.08333333333333)","(26.0, 44.0, 38.0)","(15.0, 110.0, 68.86363636363636)","(11.0, 24.0, 20.76923076923077)","(26.0, 200.0, 153.14285714285714)","(5.0, 6.0, 5.466666666666667)","(31.0, 95.0, 69.2)","(6.0, 6.2, 6.0200000000000005)","(41.0, 220.0, 154.0)","(1.7, 2.0, 1.978780487804878)"
07-01-2023 10:19:01.310350,"(12.0, 150.0, 77.08333333333333)","(26.0, 44.0, 38.0)","(15.0, 110.0, 60.0)","(11.0, 24.0, 19.72222222222222)","(26.0, 200.0, 90.66666666666666)","(5.0, 6.0, 5.466666666666667)","(31.0, 90.0, 60.0)","(6.0, 6.2, 6.0200000000000005)","(41.0, 220.0, 110.0)","(1.7, 2.0, 1.9802857142857142)"
07-01-2023 10:19:02.763047,"(12.0, 150.0, 88.0)","(26.0, 44.0, 38.0)","(15.0, 100.0, 60.0)","(11.0, 24.0, 21.433333333333334)","(26.0, 200.0, 134.39999999999998)","(5.0, 6.0, 5.466666666666667)","(31.0, 90.0, 61.2)","(6.0, 6.2, 6.0200000000000005)","(41.0, 220.0, 154.0)","(1.7, 2.0, 1.9802857142857142)"
07-01-2023 10:19:04.230223,"(12.0, 150.0, 119.0)","(26.0, 44.0, 38.0)","(15.0, 100.0, 86.83333333333333)","(11.0, 24.0, 19.72222222222222)","(26.0, 200.0, 135.2)","(5.0, 6.0, 5.466666666666667)","(31.0, 90.0, 61.2)","(6.0, 6.2, 6.0200000000000005)","(41.0, 220.0, 140.0)","(1.7, 2.0, 1.9802857142857142)"
07-01-2023 10:19:05.767181,"(12.0, 150.0, 67.33333333333334)","(26.0, 44.0, 38.0)","(15.0, 100.0, 82.66666666666667)","(11.0, 24.0, 19.72222222222222)","(26.0, 200.0, 93.33333333333334)","(5.0, 6.0, 5.466666666666667)","(31.0, 90.0, 61.2)","(6.0, 6.2, 6.0200000000000005)","(41.0, 220.0, 140.0)","(1.7, 2.0, 1.9802857142857142)"
07-01-2023 10:19:07.180128,"(12.0, 150.0, 67.33333333333334)","(26.0, 44.0, 38.0)","(15.0, 95.0, 57.5)","(11.0, 24.0, 21.03846153846154)","(26.0, 200.0, 121.0)","(5.0, 6.0, 5.466666666666667)","(31.0, 90.0, 61.2)","(6.0, 6.2, 6.0200000000000005)","(41.0, 220.0, 140.0)","(1.7, 2.0, 1.9802857142857142)"
07-01-2023 10:19:08.575931,"(12.0, 140.0, 83.0)","(26.0, 44.0, 38.0)","(15.0, 95.0, 57.5)","(11.0, 24.0, 20.76923076923077)","(26.0, 200.0, 135.2)","(5.0, 6.0, 5.466666666666667)","(31.0, 90.0, 61.2)","(6.0, 6.2, 6.0200000000000005)","(41.0, 220.0, 140.0)","(1.7, 2.0, 1.9802857142857142)"
07-01-2023 10:19:10.046598,"(12.0, 140.0, 117.4)","(26.0, 44.0, 38.0)","(15.0, 95.0, 82.66666666666667)","(11.0, 24.0, 20.76923076923077)","(26.0, 200.0, 93.33333333333334)","(5.0, 6.0, 5.466666666666667)","(31.0, 90.0, 61.2)","(6.0, 6.2, 6.0200000000000005)","(41.0, 220.0, 140.0)","(1.7, 2.0, 1.9802857142857142)"
07-01-2023 10:19:11.469890,"(12.0, 140.0, 117.6)","(26.0, 44.0, 38.0)","(15.0, 95.0, 82.83333333333333)","(11.0, 24.0, 20.76923076923077)","(26.0, 200.0, 121.0)","(5.0, 6.0, 5.630769230769231)","(31.0, 90.0, 61.2)","(6.0, 6.2, 6.0200000000000005)","(41.0, 220.0, 140.0)","(1.7, 2.0, 1.9802857142857142)"
07-01-2023 10:19:12.853780,"(12.0, 140.0, 117.6)","(26.0, 44.0, 38.0)","(15.0, 95.0, 82.83333333333333)","(11.0, 24.0, 20.76923076923077)","(26.0, 200.0, 93.33333333333334)","(5.0, 6.0, 5.630769230769231)","(31.0, 90.0, 61.2)","(6.0, 6.2, 6.0200000000000005)","(41.0, 220.0, 140.0)","(1.7, 2.0, 1.9802857142857142)"
07-01-2023 10:19:14.229321,"(12.0, 140.0, 117.4)","(26.0, 44.0, 38.0)","(15.0, 95.0, 82.83333333333333)","(11.0, 24.0, 21.735294117647058)","(26.0, 200.0, 121.0)","(5.0, 6.0, 5.630769230769231)","(31.0, 90.0, 61.2)","(6.0, 6.2, 6.0200000000000005)","(41.0, 220.0, 140.0)","(1.7, 2.0, 1.9802857142857142)"
07-01-2023 10:19:15.577716,"(12.0, 140.0, 117.4)","(26.0, 44.0, 38.0)","(15.0, 95.0, 82.83333333333333)","(11.0, 24.0, 21.307692307692307)","(26.0, 200.0, 118.0)","(5.0, 6.0, 5.630769230769231)","(31.0, 90.0, 61.2)","(6.0, 6.2, 6.0200000000000005)","(41.0, 220.0, 140.0)","(1.7, 2.0, 1.9802857142857142)"
07-01-2023 10:19:16.943080,"(12.0, 140.0, 95.66666666666667)","(26.0, 44.0, 38.0)","(15.0, 95.0, 82.83333333333333)","(11.0, 24.0, 21.307692307692307)","(26.0, 200.0, 93.33333333333334)","(5.0, 6.0, 5.630769230769231)","(31.0, 90.0, 66.0)","(6.0, 6.2, 6.0200000000000005)","(41.0, 220.0, 140.0)","(1.7, 2.0, 1.9802857142857142)"
07-01-2023 10:19:18.344666,"(12.0, 130.0, 95.66666666666667)","(26.0, 44.0, 38.0)","(15.0, 95.0, 82.83333333333333)","(11.0, 24.0, 21.307692307692307)","(26.0, 200.0, 121.0)","(5.0, 6.0, 5.630769230769231)","(31.0, 90.0, 66.0)","(6.0, 6.2, 6.0200000000000005)","(41.0, 220.0, 140.0)","(1.7, 2.0, 1.9802857142857142)"
07-01-2023 10:19:19.752818,"(12.0, 130.0, 95.66666666666667)","(26.0, 44.0, 38.0)","(15.0, 95.0, 82.83333333333333)","(11.0, 24.0, 21.307692307692307)","(26.0, 200.0, 122.0)","(5.0, 6.0, 5.466666666666667)","(31.0, 90.0, 66.0)","(6.0, 6.2, 6.0200000000000005)","(41.0, 220.0, 140.0)","(1.7, 2.0, 1.9520833333333334)"
07-01-2023 10:19:21.152177,"(12.0, 130.0, 95.66666666666667)","(26.0, 44.0, 38.0)","(15.0, 95.0, 82.83333333333333)","(11.0, 24.0, 21.307692307692307)","(26.0, 200.0, 93.33333333333334)","(5.0, 6.0, 5.466666666666667)","(31.0, 90.0, 66.0)","(6.0, 6.2, 6.0200000000000005)","(41.0, 220.0, 140.0)","(1.7, 2.0, 1.9520833333333334)"
07-01-2023 10:19:22.524700,"(12.0, 130.0, 95.66666666666667)","(26.0, 44.0, 38.0)","(15.0, 95.0, 82.83333333333333)","(11.0, 24.0, 21.307692307692307)","(26.0, 200.0, 121.0)","(5.0, 6.0, 5.466666666666667)","(31.0, 90.0, 66.0)","(6.0, 6.2, 6.0200000000000005)","(41.0, 220.0, 140.0)","(1.7, 2.0, 1.9520833333333334)"
07-01-2023 10:19:23.921961,"(12.0, 130.0, 95.66666666666667)","(26.0, 44.0, 38.0)","(15.0, 95.0, 82.83333333333333)","(11.0, 24.0, 21.307692307692307)","(26.0, 200.0, 93.33333333333334)","(5.0, 6.0, 5.466666666666667)","(31.0, 90.0, 66.0)","(6.0, 6.2, 6.0200000000000005)","(41.0, 220.0, 140.0)","(1.7, 2.0, 1.9520833333333334)"
07-01-2023 10:19:25.306061,"(12.0, 130.0, 95.66666666666667)","(26.0, 44.0, 38.0)","(15.0, 95.0, 82.83333333333333)","(11.0, 24.0, 21.307692307692307)","(26.0, 200.0, 93.33333333333334)","(5.0, 6.0, 5.466666666666667)","(31.0, 90.0, 66.0)","(6.0, 6.2, 6.0200000000000005)","(41.0, 220.0, 140.0)","(1.7, 2.0, 1.9520833333333334)"
07-01-2023 10:19:26.756667,"(12.0, 130.0, 95.66666666666667)","(26.0, 44.0, 38.0)","(15.0, 95.0, 77.0)","(11.0, 24.0, 21.307692307692307)","(26.0, 200.0, 118.0)","(5.0, 6.0, 5.466666666666667)","(31.0, 90.0, 66.0)","(6.0, 6.2, 6.0200000000000005)","(41.0, 220.0, 140.0)","(1.7, 2.0, 1.9520833333333334)"
07-01-2023 10:19:28.201424,"(12.0, 130.0, 72.77777777777777)","(26.0, 44.0, 38.0)","(15.0, 95.0, 83.16666666666667)","(11.0, 24.0, 21.307692307692307)","(26.0, 200.0, 93.33333333333334)","(5.0, 6.0, 5.466666666666667)","(31.0, 90.0, 66.0)","(6.0, 6.2, 6.0200000000000005)","(41.0, 220.0, 140.0)","(1.7, 2.0, 1.9520833333333334)"
