,Secret Jack,Bee Gees Bandit,Star Writer,Arthur Lowe Nz,Crookwell Jake,Mr Kiwi Nz
09-01-2023 13:51:34.788509,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.8)","(19.0, 32.0, 27.875)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8489473684210527)","(7.5, 99999, 99990)"
09-01-2023 13:51:35.673052,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.8)","(19.0, 32.0, 27.875)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8489473684210527)","(7.5, 99999, 99990)"
09-01-2023 13:51:36.664928,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.8)","(19.0, 32.0, 27.875)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8489473684210527)","(7.5, 99999, 99990)"
09-01-2023 13:51:37.730641,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.8)","(19.0, 32.0, 27.875)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:51:38.774061,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.8)","(19.0, 32.0, 27.875)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:51:39.830713,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.8)","(19.0, 32.0, 27.875)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:51:40.838274,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.8)","(19.0, 32.0, 27.875)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:51:41.810873,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 14.17142857142857)","(19.0, 32.0, 27.875)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:51:42.782548,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 14.17142857142857)","(19.0, 32.0, 27.875)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:51:43.776821,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 14.17142857142857)","(19.0, 32.0, 27.875)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:51:44.782536,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 14.17142857142857)","(19.0, 32.0, 27.875)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:51:45.845924,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 14.17142857142857)","(19.0, 32.0, 27.875)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:51:46.904166,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 14.17142857142857)","(19.0, 32.0, 27.875)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:51:47.961281,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 27.875)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:51:49.016235,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 27.875)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:51:49.995603,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 27.875)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:51:50.943649,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 27.875)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:51:51.850688,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 27.875)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:51:52.816215,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 27.875)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:51:53.830184,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 27.875)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:51:54.784374,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 27.875)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:51:55.773026,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 27.875)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:51:56.697626,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 28.8)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:51:57.661380,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 28.8)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:51:58.675039,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 28.8)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:51:59.683947,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 28.8)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:52:00.747622,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 28.8)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:52:01.802389,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 28.8)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:52:02.823526,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 29.090909090909093)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:52:03.735775,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:52:04.643860,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:52:05.607240,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:52:06.579955,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:52:07.568785,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:52:08.552715,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:52:09.441977,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:52:10.387118,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:52:11.356442,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:52:12.401766,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:52:13.408481,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:52:14.382767,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:52:15.338571,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:52:16.338560,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:52:17.380468,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:52:18.430791,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:52:19.468305,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:52:20.642816,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:52:21.523594,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:52:22.704703,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:52:23.761583,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:52:24.751994,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:52:25.691944,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:52:26.717551,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:52:27.698806,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:52:28.645721,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:52:29.651296,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:52:30.605360,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:52:31.567471,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:52:32.489050,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:52:33.383491,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:52:34.352997,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:52:35.333174,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:52:36.284087,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:52:37.181994,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:52:38.061797,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:52:38.981847,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:52:39.880335,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:52:40.951806,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:52:41.888122,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:52:42.848303,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:52:43.802499,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:52:44.777326,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:52:45.790326,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:52:46.740532,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:52:47.670356,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:52:48.596189,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:52:49.475827,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:52:50.453419,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:52:51.318068,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:52:52.188276,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:52:53.100595,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:52:53.978193,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:52:54.886811,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:52:55.805043,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:52:56.712266,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:52:57.598996,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:52:58.456277,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:52:59.473475,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:53:00.427883,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:53:01.364159,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:53:02.304679,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:53:03.198640,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:53:04.146434,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8747058823529412)","(7.5, 99999, 99990)"
09-01-2023 13:53:05.094530,"(7.0, 11.0, 10.666666666666666)","(10.0, 16.0, 13.52)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8794117647058823)","(7.5, 99999, 99990)"
09-01-2023 13:53:06.016214,"(7.0, 10.5, 9.818181818181818)","(10.0, 15.5, 12.65)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8794117647058823)","(7.5, 99999, 99990)"
09-01-2023 13:53:06.968001,"(7.0, 10.5, 9.12)","(10.0, 15.5, 12.65)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.95, 1.8794117647058823)","(7.5, 99999, 99990)"
09-01-2023 13:53:07.881613,"(7.0, 10.5, 9.12)","(10.0, 15.5, 12.65)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.95, 1.901875)","(7.5, 99999, 99990)"
09-01-2023 13:53:08.763892,"(7.0, 10.5, 9.12)","(10.0, 15.5, 12.65)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.96, 1.901875)","(7.5, 99999, 99990)"
09-01-2023 13:53:09.632909,"(7.0, 10.5, 8.475)","(10.0, 15.5, 12.65)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.96, 1.901875)","(7.5, 99999, 99990)"
09-01-2023 13:53:10.513583,"(7.0, 10.5, 8.879999999999999)","(10.0, 15.5, 12.65)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.96, 1.901875)","(7.5, 99999, 99990)"
09-01-2023 13:53:11.409501,"(7.0, 10.5, 8.879999999999999)","(10.0, 15.5, 12.65)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.96, 1.901875)","(7.5, 99999, 99990)"
09-01-2023 13:53:12.286733,"(7.0, 10.5, 8.879999999999999)","(10.0, 15.5, 12.65)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.96, 1.901875)","(7.5, 99999, 99990)"
09-01-2023 13:53:13.192795,"(7.0, 10.5, 8.879999999999999)","(10.0, 15.5, 12.65)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.96, 1.901875)","(7.5, 99999, 99990)"
09-01-2023 13:53:14.119979,"(7.0, 10.5, 8.879999999999999)","(10.0, 15.5, 12.65)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.96, 1.901875)","(7.5, 99999, 99990)"
09-01-2023 13:53:15.025362,"(7.0, 10.5, 9.25)","(10.0, 15.0, 12.92)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.96, 1.90375)","(7.5, 99999, 99990)"
09-01-2023 13:53:15.936585,"(7.0, 10.5, 9.25)","(10.0, 15.0, 12.92)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.96, 1.90375)","(7.5, 99999, 99990)"
09-01-2023 13:53:16.839829,"(7.0, 10.5, 9.25)","(10.0, 15.0, 12.92)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.96, 1.90375)","(7.5, 99999, 99990)"
09-01-2023 13:53:17.780325,"(7.0, 10.5, 9.25)","(10.0, 15.0, 12.92)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.96, 1.90375)","(7.5, 99999, 99990)"
09-01-2023 13:53:18.723763,"(7.0, 10.5, 9.25)","(10.0, 15.0, 12.92)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.96, 1.90375)","(7.5, 99999, 99990)"
09-01-2023 13:53:19.912416,"(7.0, 10.5, 9.25)","(10.0, 15.0, 12.92)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.96, 1.90375)","(7.5, 99999, 99990)"
09-01-2023 13:53:21.022750,"(7.0, 10.5, 9.25)","(10.0, 15.0, 12.92)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.96, 1.90375)","(7.5, 99999, 99990)"
09-01-2023 13:53:22.151027,"(7.0, 10.5, 9.25)","(10.0, 15.0, 12.92)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.96, 1.90375)","(7.5, 99999, 99990)"
09-01-2023 13:53:23.053755,"(7.0, 10.5, 9.25)","(10.0, 15.0, 12.92)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.96, 1.90375)","(7.5, 99999, 99990)"
09-01-2023 13:53:24.067267,"(7.0, 10.5, 9.25)","(10.0, 15.0, 12.92)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.96, 1.905625)","(7.5, 99999, 99990)"
09-01-2023 13:53:25.061048,"(7.0, 10.5, 9.25)","(10.0, 15.0, 12.92)","(19.0, 32.0, 21.666666666666668)","(4.8, 99999, 99990)","(1.55, 1.96, 1.905625)","(7.5, 99999, 99990)"
