,Know Grizzles,Opawa Anita,Goldstar Carlito,Centurion,Humbling,Opawa Chrissy
12-01-2023 15:22:43.655535,"(6.0, 17.0, 15.889999999999999)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:22:44.702394,"(6.0, 17.0, 15.889999999999999)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:22:45.620344,"(6.0, 17.0, 15.889999999999999)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:22:46.539132,"(6.0, 17.0, 15.889999999999999)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:22:47.483105,"(6.0, 17.0, 15.889999999999999)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:22:48.492931,"(6.0, 17.0, 15.889999999999999)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:22:49.474102,"(6.0, 17.0, 15.889999999999999)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:22:50.541222,"(6.0, 17.0, 15.889999999999999)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:22:51.627461,"(6.0, 17.0, 15.889999999999999)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:22:52.720346,"(6.0, 17.0, 15.889999999999999)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:22:53.819398,"(6.0, 17.0, 15.889999999999999)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:22:54.940305,"(6.0, 17.0, 15.889999999999999)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:22:56.116070,"(6.0, 17.0, 15.889999999999999)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:22:57.247370,"(6.0, 17.0, 14.25)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:22:58.219418,"(6.0, 17.0, 14.25)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:22:59.204931,"(6.0, 17.0, 14.25)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:23:00.177221,"(6.0, 17.0, 14.25)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:23:01.178017,"(6.0, 17.0, 14.25)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:23:02.267454,"(6.0, 17.0, 14.25)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:23:03.185307,"(6.0, 17.0, 14.25)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:23:04.123749,"(6.0, 17.0, 14.25)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:23:05.119711,"(6.0, 17.0, 14.25)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:23:06.159524,"(6.0, 17.0, 15.560000000000002)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.8566666666666665)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:23:07.088312,"(6.0, 17.0, 15.560000000000002)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.8566666666666665)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:23:08.109108,"(6.0, 17.0, 15.560000000000002)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.8566666666666665)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:23:09.149841,"(6.0, 17.0, 15.560000000000002)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.8566666666666665)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:23:10.182284,"(6.0, 17.0, 15.560000000000002)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.7473684210526312)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:23:11.064242,"(6.0, 17.0, 15.560000000000002)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.7473684210526312)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:23:11.960923,"(6.0, 17.0, 15.560000000000002)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.7473684210526312)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:23:12.836044,"(6.0, 17.0, 15.560000000000002)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.7473684210526312)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:23:13.692021,"(6.0, 17.0, 15.560000000000002)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.7473684210526312)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:23:14.589653,"(6.0, 17.0, 15.560000000000002)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.7473684210526312)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:23:15.472825,"(6.0, 17.0, 15.560000000000002)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.7473684210526312)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:23:16.371582,"(6.0, 17.0, 15.560000000000002)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.7473684210526312)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:23:17.354834,"(6.0, 17.0, 15.560000000000002)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.7473684210526312)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:23:18.283998,"(6.0, 17.0, 15.560000000000002)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.7473684210526312)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:23:19.185385,"(6.0, 17.0, 15.560000000000002)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:23:20.204663,"(6.0, 17.0, 15.560000000000002)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:23:21.179111,"(6.0, 17.0, 15.560000000000002)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:23:22.150325,"(6.0, 17.0, 15.560000000000002)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:23:23.193228,"(6.0, 17.0, 15.560000000000002)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:23:24.172260,"(6.0, 17.0, 15.560000000000002)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:23:25.147870,"(6.0, 17.0, 15.560000000000002)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:23:26.073413,"(6.0, 17.0, 15.560000000000002)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:23:26.996761,"(6.0, 17.0, 15.560000000000002)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:23:27.952655,"(6.0, 17.0, 15.560000000000002)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:23:28.872267,"(6.0, 17.0, 15.560000000000002)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:23:29.800317,"(6.0, 17.0, 15.560000000000002)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:23:30.705508,"(6.0, 17.0, 15.560000000000002)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:23:31.664698,"(6.0, 17.0, 15.560000000000002)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:23:32.651694,"(6.0, 17.0, 15.560000000000002)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:23:33.602846,"(6.0, 17.0, 15.560000000000002)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:23:34.481850,"(6.0, 17.0, 15.560000000000002)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:23:35.507074,"(6.0, 17.0, 15.560000000000002)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:23:36.443462,"(6.0, 17.0, 15.560000000000002)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:23:37.333205,"(6.0, 17.0, 15.560000000000002)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:23:38.193480,"(6.0, 17.0, 15.560000000000002)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:23:39.149903,"(6.0, 17.0, 15.560000000000002)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:23:40.080484,"(6.0, 17.0, 15.560000000000002)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:23:41.278041,"(6.0, 17.0, 15.560000000000002)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:23:42.217050,"(6.0, 17.0, 15.940000000000001)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:23:43.334366,"(6.0, 17.0, 15.940000000000001)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:23:44.571353,"(6.0, 17.0, 15.940000000000001)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:23:45.472415,"(6.0, 17.0, 15.940000000000001)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:23:46.291330,"(6.0, 17.0, 15.940000000000001)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:23:47.310164,"(6.0, 17.0, 15.940000000000001)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:23:48.204480,"(6.0, 17.0, 15.940000000000001)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:23:49.120854,"(6.0, 17.0, 15.940000000000001)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:23:50.022344,"(6.0, 17.0, 15.940000000000001)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:23:50.943006,"(6.0, 17.0, 15.940000000000001)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:23:51.845486,"(6.0, 17.0, 15.940000000000001)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:23:52.708924,"(6.0, 17.0, 15.889999999999999)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:23:53.668390,"(6.0, 17.0, 15.889999999999999)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:23:54.590563,"(6.0, 17.0, 15.889999999999999)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:23:55.480015,"(6.0, 17.0, 15.889999999999999)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:23:56.362828,"(6.0, 17.0, 15.889999999999999)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:23:57.304577,"(6.0, 17.0, 15.889999999999999)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:23:58.198410,"(6.0, 17.0, 15.889999999999999)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:23:59.086989,"(6.0, 17.0, 15.889999999999999)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:23:59.972571,"(6.0, 17.0, 15.889999999999999)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:24:00.855622,"(6.0, 17.0, 15.889999999999999)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.788888888888889)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:24:01.981734,"(6.0, 17.0, 15.889999999999999)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.225)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:24:02.933836,"(6.0, 17.0, 15.889999999999999)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.225)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:24:03.794637,"(6.0, 17.0, 15.889999999999999)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.225)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:24:04.865490,"(6.0, 17.0, 15.889999999999999)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.225)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:24:05.930048,"(6.0, 17.0, 15.889999999999999)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.225)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:24:06.927433,"(6.0, 17.0, 15.889999999999999)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.4, 5.877777777777777)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:24:07.914592,"(6.0, 17.0, 15.889999999999999)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.6, 5.877777777777777)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:24:08.901508,"(6.0, 17.0, 15.889999999999999)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.6, 5.877777777777777)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:24:09.880499,"(6.0, 17.0, 15.889999999999999)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.6, 5.877777777777777)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:24:10.805556,"(6.0, 17.0, 15.889999999999999)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.6, 5.877777777777777)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:24:11.680748,"(6.0, 17.0, 15.889999999999999)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.6, 5.877777777777777)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:24:12.574231,"(6.0, 17.0, 15.889999999999999)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.6, 5.877777777777777)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:24:13.531797,"(6.0, 17.0, 15.889999999999999)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.6, 5.877777777777777)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:24:14.432114,"(6.0, 17.0, 15.889999999999999)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.6, 5.877777777777777)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:24:15.430962,"(6.0, 17.0, 15.889999999999999)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.6, 5.877777777777777)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:24:16.329468,"(6.0, 17.0, 15.889999999999999)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.6, 5.877777777777777)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:24:17.335062,"(6.0, 17.0, 15.889999999999999)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.6, 5.877777777777777)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:24:18.384444,"(6.0, 17.0, 15.889999999999999)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.6, 5.877777777777777)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:24:19.353598,"(6.0, 17.0, 15.889999999999999)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.6, 5.877777777777777)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:24:20.274475,"(6.0, 17.0, 15.889999999999999)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.6, 5.877777777777777)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:24:21.179710,"(6.0, 17.0, 15.889999999999999)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.6, 5.877777777777777)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
12-01-2023 15:24:22.183418,"(6.0, 17.0, 15.889999999999999)","(6.5, 11.0, 10.314285714285713)","(2.7, 4.3, 3.5813333333333333)","(4.6, 7.6, 5.877777777777777)","(5.5, 13.0, 11.125)","(5.0, 8.8, 6.457142857142857)"
