,Hooded Monkey,In The Orange,Magic Eyeliner,Bang On Blue,Elanga,Gunai Rumours,Kintsugi,Bok Choy
12-01-2023 08:42:41.667136,"(21.0, 46.0, 37.33333333333333)","(7.0, 16.0, 14.925)","(8.5, 16.5, 14.25)","(7.5, 9.6, 7.733333333333333)","(2.1, 2.36, 2.2945945945945945)","(26.0, 95.0, 51.30769230769231)","(4.2, 7.0, 6.616666666666667)","(8.0, 21.0, 19.4)"
12-01-2023 08:42:42.830400,"(21.0, 46.0, 37.33333333333333)","(7.0, 16.0, 14.925)","(8.5, 16.5, 15.5)","(7.5, 9.6, 7.733333333333333)","(2.1, 2.36, 2.2945945945945945)","(26.0, 95.0, 51.30769230769231)","(4.2, 7.0, 6.616666666666667)","(8.0, 21.0, 19.4)"
12-01-2023 08:42:43.975319,"(21.0, 46.0, 37.33333333333333)","(7.0, 16.0, 14.925)","(8.5, 16.5, 15.5)","(7.5, 9.6, 7.733333333333333)","(2.1, 2.36, 2.2945945945945945)","(26.0, 95.0, 44.09090909090909)","(4.2, 7.0, 6.616666666666667)","(8.0, 21.0, 19.4)"
12-01-2023 08:42:45.043852,"(21.0, 46.0, 37.33333333333333)","(7.0, 16.0, 14.925)","(8.5, 16.5, 15.5)","(7.5, 9.6, 7.733333333333333)","(2.1, 2.36, 2.2945945945945945)","(26.0, 95.0, 44.09090909090909)","(4.2, 7.0, 6.616666666666667)","(8.0, 21.0, 19.4)"
12-01-2023 08:42:46.279392,"(21.0, 46.0, 37.33333333333333)","(7.0, 16.0, 14.925)","(8.5, 16.5, 14.25)","(7.5, 9.6, 7.733333333333333)","(2.1, 2.36, 2.2326315789473683)","(26.0, 95.0, 42.63636363636364)","(4.2, 7.0, 6.783333333333333)","(8.0, 21.0, 19.4)"
12-01-2023 08:42:47.491932,"(21.0, 46.0, 37.33333333333333)","(7.0, 16.0, 14.925)","(8.5, 16.5, 16.0)","(7.5, 9.6, 8.0)","(2.1, 2.36, 2.2326315789473683)","(26.0, 95.0, 42.63636363636364)","(4.2, 7.2, 6.783333333333333)","(8.0, 21.0, 19.4)"
12-01-2023 08:42:48.733500,"(21.0, 46.0, 37.33333333333333)","(7.0, 16.0, 14.925)","(8.5, 19.5, 16.0)","(7.5, 9.6, 8.0)","(2.1, 2.36, 2.2326315789473683)","(26.0, 95.0, 42.63636363636364)","(4.2, 7.2, 6.783333333333333)","(8.0, 21.0, 19.4)"
12-01-2023 08:42:49.929727,"(21.0, 46.0, 37.33333333333333)","(7.0, 16.0, 14.925)","(8.5, 19.5, 16.25)","(7.5, 9.6, 8.0)","(2.1, 2.36, 2.2326315789473683)","(26.0, 95.0, 42.63636363636364)","(4.2, 7.2, 6.783333333333333)","(8.0, 21.0, 20.0)"
12-01-2023 08:42:51.089190,"(21.0, 46.0, 37.33333333333333)","(7.0, 16.0, 14.925)","(8.5, 19.5, 16.25)","(7.5, 9.6, 8.0)","(2.1, 2.36, 2.2326315789473683)","(26.0, 95.0, 42.63636363636364)","(4.2, 7.2, 6.783333333333333)","(8.0, 21.0, 20.0)"
12-01-2023 08:42:52.179209,"(21.0, 46.0, 37.33333333333333)","(7.0, 16.0, 14.925)","(8.5, 19.5, 16.25)","(7.5, 9.6, 8.0)","(2.1, 2.36, 2.2326315789473683)","(26.0, 95.0, 42.63636363636364)","(4.2, 7.2, 6.783333333333333)","(8.0, 21.0, 20.0)"
12-01-2023 08:42:53.415293,"(21.0, 46.0, 37.33333333333333)","(7.0, 16.0, 14.925)","(8.5, 19.5, 16.25)","(7.5, 9.6, 8.0)","(2.1, 2.36, 2.2326315789473683)","(26.0, 95.0, 42.63636363636364)","(4.2, 7.2, 6.783333333333333)","(8.0, 21.0, 20.0)"
12-01-2023 08:42:54.628670,"(21.0, 46.0, 37.33333333333333)","(7.0, 16.0, 14.925)","(8.5, 19.5, 16.25)","(7.5, 9.6, 8.0)","(2.1, 2.36, 2.2326315789473683)","(26.0, 95.0, 42.63636363636364)","(4.2, 7.2, 6.783333333333333)","(8.0, 21.0, 20.0)"
12-01-2023 08:42:55.829178,"(21.0, 46.0, 37.33333333333333)","(7.0, 16.0, 14.925)","(8.5, 19.5, 16.5)","(7.5, 9.6, 8.0)","(2.1, 2.36, 2.2326315789473683)","(26.0, 95.0, 42.63636363636364)","(4.2, 7.2, 6.783333333333333)","(8.0, 21.0, 19.125)"
12-01-2023 08:42:57.044012,"(21.0, 46.0, 37.33333333333333)","(7.0, 16.0, 14.925)","(8.5, 19.5, 17.333333333333332)","(7.5, 9.6, 8.0)","(2.1, 2.36, 2.2326315789473683)","(26.0, 95.0, 42.63636363636364)","(4.2, 7.2, 6.783333333333333)","(8.0, 21.0, 19.125)"
12-01-2023 08:42:58.291482,"(21.0, 46.0, 37.33333333333333)","(7.0, 16.0, 14.925)","(8.5, 19.5, 17.333333333333332)","(7.5, 9.6, 8.0)","(2.1, 2.36, 2.2326315789473683)","(26.0, 95.0, 42.63636363636364)","(4.2, 7.2, 6.783333333333333)","(8.0, 21.0, 19.6)"
12-01-2023 08:42:59.438124,"(21.0, 46.0, 37.33333333333333)","(7.0, 16.0, 14.925)","(8.5, 19.5, 17.333333333333332)","(7.5, 9.6, 8.0)","(2.1, 2.36, 2.2326315789473683)","(26.0, 95.0, 42.63636363636364)","(4.2, 7.2, 6.783333333333333)","(8.0, 21.0, 19.6)"
12-01-2023 08:43:00.584960,"(21.0, 46.0, 37.33333333333333)","(7.0, 16.0, 14.925)","(8.5, 19.5, 17.333333333333332)","(7.5, 9.6, 8.0)","(2.1, 2.36, 2.2326315789473683)","(26.0, 95.0, 42.63636363636364)","(4.2, 7.2, 6.783333333333333)","(8.0, 21.0, 19.6)"
12-01-2023 08:43:01.748838,"(21.0, 46.0, 37.33333333333333)","(7.0, 16.0, 14.925)","(8.5, 19.5, 17.333333333333332)","(7.5, 9.6, 8.0)","(2.1, 2.36, 2.2326315789473683)","(26.0, 95.0, 66.2)","(4.2, 7.2, 6.95)","(8.0, 21.0, 19.6)"
12-01-2023 08:43:02.923066,"(21.0, 46.0, 37.33333333333333)","(7.0, 16.0, 14.799999999999999)","(8.5, 19.5, 17.333333333333332)","(7.5, 9.6, 8.0)","(2.1, 2.36, 2.2326315789473683)","(26.0, 90.0, 63.2)","(4.2, 7.4, 6.95)","(8.0, 21.0, 19.6)"
12-01-2023 08:43:04.086883,"(21.0, 46.0, 37.33333333333333)","(7.0, 16.0, 14.77142857142857)","(8.5, 19.5, 17.333333333333332)","(7.5, 9.2, 7.3999999999999995)","(2.1, 2.36, 2.2326315789473683)","(26.0, 90.0, 63.2)","(4.2, 7.4, 6.95)","(8.0, 21.0, 19.6)"
12-01-2023 08:43:05.217658,"(21.0, 46.0, 37.33333333333333)","(7.0, 16.0, 14.666666666666666)","(8.5, 19.5, 17.333333333333332)","(7.5, 9.2, 7.3999999999999995)","(2.1, 2.36, 2.2326315789473683)","(26.0, 90.0, 63.2)","(4.2, 7.4, 6.616666666666667)","(8.0, 21.0, 19.6)"
12-01-2023 08:43:06.300121,"(21.0, 46.0, 37.33333333333333)","(7.0, 16.0, 14.666666666666666)","(8.5, 19.5, 17.333333333333332)","(7.5, 9.2, 7.3999999999999995)","(2.1, 2.36, 2.2326315789473683)","(26.0, 90.0, 57.2)","(4.2, 7.0, 5.521428571428571)","(8.0, 21.0, 19.6)"
12-01-2023 08:43:07.458312,"(21.0, 46.0, 37.33333333333333)","(7.0, 16.0, 14.666666666666666)","(8.5, 19.5, 17.333333333333332)","(7.5, 8.8, 7.800000000000001)","(2.1, 2.36, 2.29125)","(26.0, 80.0, 62.0)","(4.2, 7.0, 5.654545454545454)","(8.0, 21.0, 19.6)"
12-01-2023 08:43:08.602961,"(21.0, 46.0, 37.33333333333333)","(7.0, 16.0, 14.375)","(8.5, 19.5, 17.333333333333332)","(7.5, 8.8, 7.800000000000001)","(2.1, 2.36, 2.29125)","(26.0, 75.0, 62.0)","(4.2, 6.8, 6.283333333333333)","(8.0, 21.0, 19.6)"
12-01-2023 08:43:09.744859,"(21.0, 46.0, 37.33333333333333)","(7.0, 16.5, 15.200000000000001)","(8.5, 19.5, 17.333333333333332)","(7.5, 8.8, 7.800000000000001)","(2.1, 2.36, 2.29125)","(26.0, 75.0, 62.25)","(4.2, 6.6, 6.283333333333333)","(8.0, 21.0, 19.6)"
12-01-2023 08:43:10.799878,"(21.0, 46.0, 37.33333333333333)","(7.0, 16.5, 15.200000000000001)","(8.5, 19.5, 17.333333333333332)","(7.5, 8.8, 7.800000000000001)","(2.1, 2.36, 2.29125)","(26.0, 75.0, 62.25)","(4.2, 6.6, 6.283333333333333)","(8.0, 21.0, 19.6)"
12-01-2023 08:43:11.849648,"(21.0, 46.0, 37.33333333333333)","(7.0, 16.5, 14.325)","(8.5, 19.5, 17.333333333333332)","(7.5, 9.0, 8.45)","(2.1, 2.36, 2.2866666666666666)","(26.0, 75.0, 62.25)","(4.2, 6.6, 6.283333333333333)","(8.0, 21.0, 19.6)"
12-01-2023 08:43:12.964443,"(21.0, 46.0, 37.33333333333333)","(7.0, 16.5, 11.542857142857143)","(8.5, 19.5, 17.333333333333332)","(7.5, 9.0, 7.914285714285715)","(2.1, 2.36, 2.29125)","(26.0, 75.0, 43.0)","(4.2, 6.6, 6.283333333333333)","(8.0, 21.0, 19.6)"
12-01-2023 08:43:14.111104,"(21.0, 46.0, 37.33333333333333)","(7.0, 16.0, 11.542857142857143)","(8.5, 19.5, 17.333333333333332)","(7.5, 9.4, 7.699999999999999)","(2.1, 2.36, 2.29125)","(26.0, 100.0, 40.285714285714285)","(4.2, 6.6, 6.283333333333333)","(8.0, 21.0, 19.6)"
12-01-2023 08:43:15.256433,"(21.0, 46.0, 37.33333333333333)","(6.5, 16.0, 11.125)","(8.5, 19.5, 17.333333333333332)","(7.0, 9.2, 7.9)","(2.1, 2.36, 2.29125)","(26.0, 100.0, 40.285714285714285)","(4.4, 6.6, 6.283333333333333)","(8.0, 21.0, 19.6)"
12-01-2023 08:43:16.356534,"(21.0, 46.0, 37.33333333333333)","(6.5, 16.0, 11.125)","(8.5, 19.5, 17.333333333333332)","(7.0, 9.0, 7.9)","(2.1, 2.36, 2.29125)","(26.0, 100.0, 40.285714285714285)","(4.4, 6.6, 6.283333333333333)","(8.0, 21.0, 19.6)"
12-01-2023 08:43:17.540933,"(21.0, 46.0, 37.33333333333333)","(6.5, 16.0, 12.225)","(8.5, 19.5, 17.333333333333332)","(7.0, 9.0, 7.9)","(2.1, 2.36, 2.29125)","(26.0, 100.0, 40.285714285714285)","(4.4, 6.6, 6.283333333333333)","(8.0, 21.0, 19.6)"
12-01-2023 08:43:18.745840,"(21.0, 46.0, 37.33333333333333)","(6.5, 15.0, 12.875)","(8.5, 19.5, 17.333333333333332)","(7.0, 9.0, 7.9)","(2.1, 2.36, 2.29125)","(26.0, 100.0, 40.285714285714285)","(4.4, 6.6, 6.283333333333333)","(8.0, 21.0, 19.6)"
12-01-2023 08:43:19.902921,"(21.0, 46.0, 37.33333333333333)","(6.5, 14.5, 12.875)","(8.5, 19.5, 17.333333333333332)","(7.0, 9.0, 7.9)","(2.1, 2.36, 2.29125)","(26.0, 100.0, 40.285714285714285)","(4.4, 6.6, 6.283333333333333)","(8.0, 21.0, 19.6)"
12-01-2023 08:43:21.080285,"(21.0, 46.0, 37.33333333333333)","(6.5, 14.5, 13.542857142857143)","(8.5, 19.5, 17.333333333333332)","(7.0, 9.0, 7.9)","(2.1, 2.36, 2.29125)","(26.0, 100.0, 40.285714285714285)","(4.4, 6.6, 6.283333333333333)","(8.0, 21.0, 19.6)"
12-01-2023 08:43:22.220827,"(21.0, 46.0, 37.33333333333333)","(6.5, 15.0, 12.600000000000001)","(8.5, 19.5, 17.333333333333332)","(7.0, 9.0, 7.9)","(2.1, 2.36, 2.29125)","(26.0, 100.0, 40.285714285714285)","(4.4, 6.6, 6.283333333333333)","(8.0, 21.0, 19.6)"
12-01-2023 08:43:23.287616,"(21.0, 46.0, 37.33333333333333)","(6.5, 15.0, 12.600000000000001)","(8.5, 19.5, 17.333333333333332)","(7.0, 9.0, 7.9)","(2.1, 2.36, 2.29125)","(26.0, 100.0, 40.285714285714285)","(4.4, 6.6, 6.283333333333333)","(8.0, 21.0, 19.6)"
12-01-2023 08:43:24.357167,"(21.0, 46.0, 37.33333333333333)","(6.5, 16.0, 13.266666666666666)","(8.5, 19.5, 17.333333333333332)","(7.0, 9.0, 7.9)","(2.1, 2.36, 2.29125)","(26.0, 100.0, 40.285714285714285)","(4.4, 6.6, 6.283333333333333)","(8.0, 21.0, 19.6)"
12-01-2023 08:43:25.513376,"(21.0, 46.0, 37.33333333333333)","(6.5, 15.5, 10.5)","(8.5, 19.5, 17.333333333333332)","(7.0, 9.0, 7.9)","(2.1, 2.36, 2.29125)","(26.0, 100.0, 40.285714285714285)","(4.4, 6.6, 6.283333333333333)","(8.0, 21.0, 19.6)"
12-01-2023 08:43:26.674661,"(21.0, 46.0, 37.33333333333333)","(6.5, 15.5, 11.65)","(8.5, 19.5, 17.333333333333332)","(7.0, 9.0, 7.9)","(2.1, 2.36, 2.2557894736842106)","(26.0, 100.0, 40.285714285714285)","(4.4, 6.6, 6.283333333333333)","(8.0, 21.0, 19.6)"
12-01-2023 08:43:27.809389,"(21.0, 46.0, 37.33333333333333)","(6.5, 15.5, 11.65)","(8.5, 19.5, 17.333333333333332)","(7.0, 9.0, 7.9)","(2.1, 2.36, 2.29125)","(26.0, 100.0, 42.4)","(4.4, 6.6, 6.783333333333333)","(8.0, 21.0, 19.6)"
12-01-2023 08:43:28.876307,"(21.0, 46.0, 37.33333333333333)","(6.5, 15.0, 13.971428571428572)","(8.5, 19.5, 17.333333333333332)","(7.0, 9.0, 7.9)","(2.1, 2.36, 2.29125)","(26.0, 90.0, 42.4)","(4.4, 7.2, 6.783333333333333)","(8.0, 21.0, 19.6)"
12-01-2023 08:43:29.968696,"(21.0, 46.0, 37.33333333333333)","(6.5, 16.5, 15.257142857142856)","(8.5, 19.5, 17.333333333333332)","(7.0, 9.0, 7.9)","(2.1, 2.36, 2.29125)","(26.0, 90.0, 42.4)","(4.4, 7.2, 6.783333333333333)","(8.0, 21.0, 19.6)"
12-01-2023 08:43:31.111350,"(21.0, 46.0, 37.33333333333333)","(6.5, 16.5, 14.61111111111111)","(8.5, 19.5, 17.333333333333332)","(7.0, 9.0, 8.0)","(2.1, 2.36, 2.29125)","(26.0, 90.0, 42.4)","(4.4, 7.2, 6.783333333333333)","(8.0, 21.0, 19.6)"
12-01-2023 08:43:32.229054,"(21.0, 46.0, 37.33333333333333)","(6.5, 16.5, 14.61111111111111)","(8.5, 19.5, 17.333333333333332)","(7.0, 9.0, 8.0)","(2.1, 2.36, 2.29125)","(26.0, 90.0, 42.4)","(4.4, 7.2, 6.9)","(8.0, 21.0, 19.6)"
12-01-2023 08:43:33.331411,"(21.0, 46.0, 37.33333333333333)","(6.5, 16.5, 13.40909090909091)","(8.5, 19.5, 17.333333333333332)","(7.0, 9.0, 8.0)","(2.1, 2.36, 2.29125)","(26.0, 90.0, 42.4)","(4.4, 7.2, 6.74)","(8.0, 21.0, 19.6)"
12-01-2023 08:43:34.476261,"(21.0, 46.0, 37.33333333333333)","(6.5, 16.5, 13.40909090909091)","(8.5, 19.5, 17.333333333333332)","(7.0, 9.0, 8.0)","(2.1, 2.36, 2.29125)","(26.0, 90.0, 42.4)","(4.4, 7.2, 6.65)","(8.0, 21.0, 19.6)"
12-01-2023 08:43:35.573752,"(21.0, 46.0, 37.33333333333333)","(6.5, 16.5, 13.40909090909091)","(8.5, 19.5, 17.333333333333332)","(7.0, 9.0, 8.0)","(2.1, 2.36, 2.29125)","(26.0, 90.0, 42.4)","(4.4, 7.2, 6.7)","(8.0, 21.0, 19.6)"
12-01-2023 08:43:36.725830,"(21.0, 46.0, 37.33333333333333)","(6.5, 16.5, 13.40909090909091)","(8.5, 19.5, 17.333333333333332)","(7.0, 9.0, 8.0)","(2.1, 2.36, 2.29125)","(26.0, 90.0, 42.4)","(4.4, 7.2, 6.7)","(8.0, 21.0, 19.6)"
12-01-2023 08:43:37.927837,"(21.0, 46.0, 37.33333333333333)","(6.5, 16.5, 13.40909090909091)","(8.5, 19.5, 17.333333333333332)","(7.0, 9.0, 8.0)","(2.1, 2.36, 2.29125)","(26.0, 90.0, 42.4)","(4.4, 7.2, 6.78)","(8.0, 21.0, 19.6)"
12-01-2023 08:43:39.133438,"(21.0, 46.0, 37.33333333333333)","(6.5, 16.5, 13.40909090909091)","(8.5, 19.5, 17.333333333333332)","(7.0, 9.0, 8.0)","(2.1, 2.36, 2.29125)","(26.0, 90.0, 42.4)","(4.4, 7.2, 6.7)","(8.0, 21.0, 19.6)"
12-01-2023 08:43:40.311671,"(21.0, 46.0, 37.33333333333333)","(6.5, 16.5, 13.40909090909091)","(8.5, 19.5, 17.333333333333332)","(7.0, 9.0, 8.0)","(2.1, 2.36, 2.3076190476190477)","(26.0, 90.0, 42.4)","(4.4, 7.2, 6.7)","(8.0, 21.0, 19.6)"
12-01-2023 08:43:41.476236,"(21.0, 46.0, 37.33333333333333)","(6.5, 16.5, 13.40909090909091)","(8.5, 19.5, 17.333333333333332)","(7.0, 9.0, 8.0)","(2.1, 2.36, 2.3076190476190477)","(26.0, 90.0, 42.4)","(4.4, 7.2, 6.65)","(8.0, 21.0, 19.6)"
12-01-2023 08:43:42.638261,"(21.0, 46.0, 37.33333333333333)","(6.5, 16.5, 13.40909090909091)","(8.5, 19.5, 17.333333333333332)","(7.0, 9.0, 8.0)","(2.1, 2.36, 2.3076190476190477)","(26.0, 90.0, 42.4)","(4.4, 7.2, 6.7)","(8.0, 21.0, 19.6)"
12-01-2023 08:43:43.773074,"(21.0, 46.0, 37.33333333333333)","(6.5, 16.5, 13.40909090909091)","(8.5, 19.5, 17.333333333333332)","(7.0, 9.0, 8.0)","(2.1, 2.36, 2.3076190476190477)","(26.0, 90.0, 42.4)","(4.4, 7.2, 6.7)","(8.0, 21.0, 19.6)"
12-01-2023 08:43:44.928152,"(21.0, 46.0, 37.33333333333333)","(6.5, 16.5, 13.40909090909091)","(8.5, 19.5, 17.333333333333332)","(7.0, 9.0, 8.0)","(2.1, 2.36, 2.3076190476190477)","(26.0, 90.0, 42.4)","(4.4, 7.2, 6.7)","(8.0, 21.0, 19.6)"
12-01-2023 08:43:46.104669,"(21.0, 46.0, 37.33333333333333)","(6.5, 16.5, 13.40909090909091)","(8.5, 19.5, 17.333333333333332)","(7.0, 9.0, 8.0)","(2.1, 2.36, 2.3076190476190477)","(26.0, 90.0, 42.4)","(4.4, 7.2, 6.75)","(8.0, 21.0, 19.6)"
12-01-2023 08:43:47.251043,"(21.0, 46.0, 37.33333333333333)","(6.5, 16.5, 13.40909090909091)","(8.5, 19.5, 17.333333333333332)","(7.0, 9.0, 8.0)","(2.1, 2.36, 2.3076190476190477)","(26.0, 90.0, 45.625)","(4.4, 7.2, 6.75)","(8.0, 21.0, 19.6)"
12-01-2023 08:43:48.417995,"(21.0, 46.0, 37.33333333333333)","(6.5, 16.5, 13.40909090909091)","(8.5, 19.5, 17.333333333333332)","(7.0, 9.0, 8.0)","(2.1, 2.36, 2.2557894736842106)","(26.0, 85.0, 51.0)","(4.4, 7.2, 6.65)","(8.0, 21.0, 19.6)"
12-01-2023 08:43:49.591483,"(21.0, 46.0, 37.33333333333333)","(6.5, 16.5, 13.40909090909091)","(8.5, 19.5, 17.333333333333332)","(7.0, 9.0, 8.0)","(2.1, 2.36, 2.306)","(26.0, 80.0, 56.8)","(4.4, 7.2, 6.65)","(8.0, 21.0, 19.6)"
12-01-2023 08:43:50.719339,"(21.0, 46.0, 37.33333333333333)","(6.5, 16.5, 13.40909090909091)","(8.5, 19.5, 17.333333333333332)","(7.0, 9.0, 8.0)","(2.1, 2.36, 2.306)","(26.0, 80.0, 56.8)","(4.4, 7.2, 6.78)","(8.0, 21.0, 19.6)"
12-01-2023 08:43:51.872717,"(21.0, 46.0, 37.33333333333333)","(6.5, 16.5, 12.772727272727273)","(8.5, 19.5, 17.333333333333332)","(7.0, 9.0, 8.0)","(2.1, 2.36, 2.306)","(26.0, 80.0, 56.8)","(4.4, 7.2, 6.7)","(8.0, 21.0, 19.6)"
12-01-2023 08:43:53.014058,"(21.0, 46.0, 37.33333333333333)","(6.5, 15.5, 12.772727272727273)","(8.5, 19.5, 17.333333333333332)","(7.0, 9.0, 8.0)","(2.1, 2.36, 2.306)","(26.0, 80.0, 56.8)","(4.4, 7.2, 6.7)","(8.0, 21.0, 19.6)"
12-01-2023 08:43:54.112014,"(21.0, 46.0, 37.33333333333333)","(6.5, 15.5, 12.772727272727273)","(8.5, 19.5, 17.333333333333332)","(7.0, 9.0, 8.0)","(2.1, 2.36, 2.306)","(26.0, 80.0, 56.8)","(4.4, 7.2, 6.65)","(8.0, 21.0, 19.6)"
12-01-2023 08:43:55.124141,"(21.0, 46.0, 37.33333333333333)","(6.5, 15.5, 12.772727272727273)","(8.5, 19.5, 17.333333333333332)","(7.0, 9.0, 8.0)","(2.1, 2.36, 2.306)","(26.0, 80.0, 56.8)","(4.4, 7.2, 5.95)","(8.0, 21.0, 18.0)"
12-01-2023 08:43:56.280822,"(21.0, 46.0, 37.33333333333333)","(6.5, 15.5, 12.772727272727273)","(8.5, 19.5, 17.333333333333332)","(7.0, 9.0, 8.0)","(2.1, 2.36, 2.306)","(26.0, 80.0, 56.8)","(4.4, 7.2, 5.95)","(8.0, 21.0, 18.0)"
12-01-2023 08:43:57.343383,"(21.0, 46.0, 37.33333333333333)","(6.5, 15.5, 12.772727272727273)","(8.5, 19.5, 17.333333333333332)","(7.0, 9.0, 8.0)","(2.1, 2.36, 2.306)","(26.0, 80.0, 56.8)","(4.4, 7.2, 5.95)","(8.0, 21.0, 18.0)"
12-01-2023 08:43:58.487954,"(21.0, 46.0, 37.33333333333333)","(6.5, 15.5, 12.772727272727273)","(8.5, 19.5, 17.333333333333332)","(7.0, 9.0, 8.0)","(2.1, 2.36, 2.306)","(26.0, 80.0, 56.8)","(4.4, 7.2, 5.825)","(8.0, 21.0, 18.0)"
12-01-2023 08:43:59.548303,"(21.0, 46.0, 37.33333333333333)","(6.5, 15.5, 12.772727272727273)","(8.5, 19.5, 17.333333333333332)","(7.0, 9.0, 8.0)","(2.1, 2.36, 2.306)","(26.0, 80.0, 56.8)","(4.4, 7.2, 6.033333333333333)","(8.0, 21.0, 18.0)"
12-01-2023 08:44:00.640491,"(21.0, 46.0, 37.33333333333333)","(6.5, 15.5, 12.772727272727273)","(8.5, 19.5, 17.333333333333332)","(7.0, 9.0, 8.0)","(2.1, 2.36, 2.306)","(26.0, 80.0, 56.8)","(4.4, 7.2, 6.7)","(8.0, 21.0, 18.0)"
12-01-2023 08:44:01.778835,"(21.0, 46.0, 37.33333333333333)","(6.5, 15.5, 12.772727272727273)","(8.5, 19.5, 17.333333333333332)","(7.0, 9.0, 8.0)","(2.1, 2.36, 2.306)","(26.0, 80.0, 56.8)","(4.4, 7.2, 6.65)","(8.0, 21.0, 18.0)"
12-01-2023 08:44:02.952272,"(21.0, 46.0, 37.33333333333333)","(6.5, 15.5, 12.772727272727273)","(8.5, 19.5, 17.333333333333332)","(7.0, 9.0, 8.0)","(2.1, 2.36, 2.306)","(26.0, 80.0, 56.8)","(4.4, 7.2, 6.75)","(8.0, 21.0, 18.0)"
12-01-2023 08:44:04.028668,"(21.0, 46.0, 37.33333333333333)","(6.5, 15.5, 12.772727272727273)","(8.5, 19.5, 17.333333333333332)","(7.0, 9.0, 8.0)","(2.1, 2.36, 2.306)","(26.0, 80.0, 56.8)","(4.4, 7.2, 6.75)","(8.0, 21.0, 18.0)"
12-01-2023 08:44:05.081773,"(21.0, 46.0, 37.33333333333333)","(6.5, 15.5, 12.772727272727273)","(8.5, 19.5, 17.333333333333332)","(7.0, 9.0, 8.0)","(2.1, 2.36, 2.306)","(26.0, 80.0, 56.8)","(4.4, 7.2, 6.65)","(8.0, 21.0, 18.0)"
12-01-2023 08:44:06.218423,"(21.0, 55.0, 50.0)","(6.5, 15.5, 12.772727272727273)","(8.5, 19.5, 17.333333333333332)","(7.0, 9.4, 8.2)","(2.1, 2.36, 2.3195)","(26.0, 80.0, 56.8)","(4.4, 7.2, 6.65)","(8.0, 21.0, 18.0)"
12-01-2023 08:44:07.306156,"(21.0, 50.0, 40.0)","(6.5, 15.5, 12.772727272727273)","(8.5, 19.5, 17.333333333333332)","(7.0, 9.4, 8.2)","(2.1, 2.36, 2.3195)","(26.0, 80.0, 56.8)","(4.4, 7.2, 5.636363636363637)","(8.0, 21.0, 18.0)"
12-01-2023 08:44:08.460657,"(21.0, 55.0, 44.5)","(6.5, 15.5, 12.772727272727273)","(8.5, 19.5, 17.333333333333332)","(7.0, 9.4, 8.3)","(2.1, 2.36, 2.3195)","(26.0, 80.0, 41.875)","(4.4, 6.8, 6.199999999999999)","(8.0, 21.0, 18.0)"
12-01-2023 08:44:09.583007,"(21.0, 50.0, 41.0)","(6.5, 15.5, 12.772727272727273)","(8.5, 19.5, 17.333333333333332)","(7.0, 9.6, 8.625)","(2.1, 2.36, 2.3195)","(26.0, 75.0, 41.875)","(4.4, 6.6, 5.42)","(8.0, 21.0, 18.0)"
12-01-2023 08:44:10.743152,"(21.0, 50.0, 41.0)","(6.5, 15.5, 12.772727272727273)","(8.5, 19.5, 17.333333333333332)","(7.0, 9.6, 8.4)","(2.1, 2.36, 2.3195)","(26.0, 75.0, 51.25)","(4.4, 6.4, 5.45)","(8.0, 21.0, 18.0)"
12-01-2023 08:44:11.985600,"(21.0, 50.0, 41.0)","(6.5, 15.5, 12.772727272727273)","(8.5, 19.5, 17.333333333333332)","(7.0, 9.6, 8.75)","(2.1, 2.36, 2.3195)","(26.0, 100.0, 51.25)","(4.4, 7.2, 6.6)","(8.0, 21.0, 18.0)"
12-01-2023 08:44:13.267728,"(21.0, 50.0, 41.0)","(6.5, 15.5, 12.772727272727273)","(8.5, 19.5, 17.333333333333332)","(7.0, 9.8, 8.5)","(2.1, 2.36, 2.3195)","(26.0, 100.0, 41.5)","(4.4, 7.0, 6.7125)","(8.0, 21.0, 18.0)"
12-01-2023 08:44:14.386319,"(21.0, 50.0, 41.0)","(6.5, 15.5, 12.772727272727273)","(8.5, 19.5, 17.333333333333332)","(7.0, 9.4, 8.5)","(2.1, 2.36, 2.3)","(26.0, 100.0, 38.714285714285715)","(4.4, 7.0, 6.54)","(8.0, 21.0, 18.0)"
12-01-2023 08:44:15.515360,"(21.0, 50.0, 41.0)","(6.5, 15.5, 12.772727272727273)","(8.5, 19.5, 17.333333333333332)","(7.0, 9.4, 8.5)","(2.1, 2.36, 2.3)","(26.0, 100.0, 38.714285714285715)","(4.4, 7.0, 6.54)","(8.0, 21.0, 18.0)"
12-01-2023 08:44:16.696036,"(21.0, 50.0, 41.0)","(6.5, 15.5, 12.772727272727273)","(8.5, 19.5, 17.333333333333332)","(7.0, 9.8, 8.2)","(2.1, 2.36, 2.3)","(26.0, 100.0, 38.714285714285715)","(4.4, 7.0, 6.54)","(8.0, 21.0, 18.0)"
12-01-2023 08:44:17.945006,"(21.0, 50.0, 41.0)","(6.5, 15.5, 12.772727272727273)","(8.5, 19.5, 17.333333333333332)","(7.0, 9.4, 8.2)","(2.1, 2.36, 2.3)","(26.0, 100.0, 38.714285714285715)","(4.4, 7.0, 6.54)","(8.0, 21.0, 18.0)"
